Orthogroup	A_vesiculosa.proteins	B_vulgaris.proteins
OG0011525	Av_00019123-RA	Bevul.4G001900.1.p
OG0011527	Av_00002545-RA	Bevul.4G020900.1.p
OG0011529	Av_00015831-RA, Av_00021432-RA	Bevul.7G198400.1.p
OG0011530	Av_00019092-RA	Bevul.9G087900.1.p
OG0011534	Av_00024126-RA	Bevul.8G084300.1.p
OG0011535	Av_00019831-RA	Bevul.9G094700.1.p
OG0011537	Av_00013852-RA, Av_00011292-RA	Bevul.8G109400.1.p
OG0011538	Av_00014785-RA	Bevul.3G047700.1.p
OG0011540	Av_00018825-RA, Av_00010720-RA	Bevul.7G153700.1.p
OG0011542	Av_00010159-RA	Bevul.2G002200.1.p
OG0011546	Av_00020891-RA	Bevul.1G136400.1.p
OG0011547	Av_00019681-RA	Bevul.5G097800.1.p
OG0011548	Av_00017057-RA, Av_00017450-RA	Bevul.5G166300.1.p
OG0011549	Av_00005856-RA	Bevul.8G178500.1.p
OG0011550	Av_00021252-RA	Bevul.2G124000.1.p
OG0011551	Av_00010386-RA	Bevul.5G043800.1.p
OG0011552	Av_00006854-RA	Bevul.1G013800.1.p
OG0011553	Av_00004392-RA, Av_00008233-RA	Bevul.2G117900.1.p
OG0011554	Av_00002567-RA, Av_00018461-RA	Bevul.6G129100.1.p
OG0011555	Av_00024546-RA, Av_00024473-RA	Bevul.3G198200.1.p
OG0011556	Av_00009524-RA, Av_00018909-RA	Bevul.4G231500.1.p, Bevul.3G037600.1.p
OG0011557	Av_00003032-RA	Bevul.5G042400.1.p
OG0011558	Av_00018500-RA	Bevul.3G143000.1.p
OG0011559	Av_00008004-RA, Av_00006797-RA	Bevul.9G214600.1.p
OG0011560	Av_00003776-RA	Bevul.8G190900.1.p
OG0011561	Av_00010067-RA, Av_00022374-RA	Bevul.2G155800.1.p
OG0011562	Av_00004568-RA	Bevul.8G134200.1.p
OG0011564	Av_00021280-RA	Bevul.7G134700.1.p
OG0011566	Av_00003137-RA	Bevul.1G139700.1.p
OG0011567	Av_00010360-RA	Bevul.5G001000.1.p
OG0011569	Av_00004151-RA, Av_00015428-RA	Bevul.4G111200.1.p
OG0011572	Av_00007237-RA	Bevul.8G132900.1.p
OG0011573	Av_00004248-RA, Av_00004635-RA	Bevul.8G193100.1.p
OG0011576	Av_00010086-RA, Av_00018256-RA	Bevul.2G024900.1.p
OG0011577	Av_00019536-RA	Bevul.8G202200.1.p
OG0011579	Av_00020614-RA	Bevul.3G074100.1.p
OG0011581	Av_00014653-RA	Bevul.1G183300.1.p
OG0011582	Av_00009362-RA	Bevul.1G186900.1.p
OG0011583	Av_00005303-RA	Bevul.6G248300.1.p
OG0011584	Av_00017182-RA	Bevul.4G076000.1.p
OG0011585	Av_00008646-RA, Av_00014684-RA	Bevul.1G124900.1.p
OG0011586	Av_00011025-RA	Bevul.2G133700.1.p, Bevul.1G198400.1.p
OG0011588	Av_00024528-RA	Bevul.5G025700.1.p
OG0011589	Av_00008339-RA	Bevul.8G123900.1.p
OG0011590	Av_00010040-RA	Bevul.3G203700.1.p
OG0011591	Av_00018373-RA	Bevul.7G072400.1.p
OG0011592	Av_00015615-RA	Bevul.2G037700.1.p, Bevul.5G011100.1.p
OG0011593	Av_00022281-RA	Bevul.1G135200.1.p
OG0011596	Av_00000061-RA	Bevul.1G129100.1.p
OG0011597	Av_00000944-RA	Bevul.8G132500.1.p
OG0011598	Av_00019457-RA	Bevul.5G107800.1.p
OG0011599	Av_00020612-RA	Bevul.3G045500.1.p
OG0011600	Av_00020127-RA	Bevul.5G077800.1.p
OG0011602	Av_00008904-RA	Bevul.2G157900.1.p, Bevul.6G170500.1.p
OG0011603	Av_00015544-RA	Bevul.5G132800.1.p
OG0011604	Av_00001332-RA	Bevul.4G169400.1.p
OG0011605	Av_00002088-RA	Bevul.3G067000.1.p
OG0011606	Av_00023992-RA	Bevul.6G184400.1.p
OG0011607	Av_00014787-RA, Av_00009197-RA	Bevul.3G045200.1.p
OG0011611	Av_00022376-RA	Bevul.4G066500.1.p
OG0011612	Av_00007845-RA, Av_00000208-RA	Bevul.4G066900.1.p
OG0011613	Av_00007447-RA	Bevul.8G074000.1.p
OG0011615	Av_00010464-RA	Bevul.5G145400.1.p
OG0011618	Av_00020471-RA	Bevul.9G037000.2.p, Bevul.9G037000.1.p, Bevul.9G037000.3.p
OG0011619	Av_00012853-RA, Av_00012854-RA	Bevul.9G018900.1.p
OG0011620	Av_00003994-RA	Bevul.6G199300.1.p
OG0011622	Av_00019866-RA, Av_00019662-RA	Bevul.2G051000.2.p, Bevul.2G051000.1.p
OG0011627	Av_00001015-RA, Av_00004487-RA	Bevul.8G212500.1.p
OG0011629	Av_00000196-RA	Bevul.4G052100.1.p
OG0011630	Av_00007821-RA	Bevul.4G082900.1.p
OG0011632	Av_00002159-RA	Bevul.3G046400.1.p
OG0011633	Av_00020730-RA	Bevul.7G222700.1.p
OG0011636	Av_00004717-RA	Bevul.9G019300.1.p
OG0011638	Av_00024612-RA	Bevul.9G046500.1.p
OG0011639	Av_00011380-RA	Bevul.2G220700.1.p
OG0011640	Av_00016429-RA	Bevul.4G222800.1.p
OG0011642	Av_00006158-RA	Bevul.7G198700.1.p
OG0011644	Av_00023130-RA	Bevul.8G029000.1.p
OG0011645	Av_00015774-RA, Av_00002444-RA	Bevul.4G051200.1.p
OG0011646	Av_00001924-RA	Bevul.2G192700.1.p
OG0011647	Av_00024511-RA	Bevul.1G191700.1.p
OG0011648	Av_00006136-RA	Bevul.7G209100.1.p
OG0011649	Av_00006135-RA	Bevul.7G209600.1.p
OG0011653	Av_00024832-RA	Bevul.7G215700.1.p
OG0011654	Av_00012647-RA, Av_00002343-RA	Bevul.4G075000.1.p
OG0011655	Av_00008174-RA	Bevul.8G091800.1.p
OG0011656	Av_00024432-RA	Bevul.7G064600.1.p
OG0011657	Av_00012488-RA	Bevul.6G049000.1.p
OG0011658	Av_00008510-RA	Bevul.7G183300.1.p
OG0011659	Av_00003686-RA	Bevul.8G058000.1.p
OG0011661	Av_00015799-RA	Bevul.5G138500.1.p
OG0011662	Av_00002152-RA	Bevul.3G103800.1.p
OG0011664	Av_00010751-RA	Bevul.7G181400.1.p
OG0011665	Av_00023025-RA	Bevul.3G204900.1.p
OG0011666	Av_00013742-RA	Bevul.4G074000.1.p
OG0011667	Av_00004337-RA, Av_00008160-RA	Bevul.4G249000.1.p
OG0011668	Av_00016888-RA	Bevul.9G039800.1.p
OG0011669	Av_00009083-RA	Bevul.2G188300.1.p
OG0011670	Av_00019406-RA	Bevul.7G023600.1.p
OG0011671	Av_00023388-RA	Bevul.6G150000.1.p
OG0011672	Av_00009496-RA, Av_00018883-RA	Bevul.2G020100.1.p
OG0011674	Av_00020071-RA	Bevul.8G084700.1.p
OG0011675	Av_00014503-RA	Bevul.3G209900.1.p
OG0011676	Av_00007320-RA	Bevul.4G061600.1.p, Bevul.4G062000.1.p
OG0011677	Av_00016210-RA	Bevul.4G109700.1.p
OG0011679	Av_00002869-RA, Av_00012554-RA	Bevul.7G058700.1.p
OG0011680	Av_00015649-RA	Bevul.7G012800.1.p
OG0011682	Av_00010591-RA, Av_00003691-RA	Bevul.8G054300.1.p
OG0011683	Av_00015702-RA	Bevul.3G204800.1.p
OG0011684	Av_00020082-RA	Bevul.8G093000.1.p
OG0011685	Av_00019310-RA	Bevul.1G147100.1.p
OG0011686	Av_00005877-RA	Bevul.8G007100.1.p
OG0011687	Av_00008965-RA	Bevul.8G050600.1.p
OG0011688	Av_00021770-RA, Av_00014046-RA, Av_00019256-RA	Bevul.7G003900.1.p
OG0011691	Av_00005886-RA, Av_00021407-RA	Bevul.8G013600.1.p
OG0011693	Av_00015870-RA	Bevul.2G196700.1.p
OG0011694	Av_00008713-RA	Bevul.8G023000.1.p
OG0011696	Av_00001217-RA	Bevul.4G223000.1.p
OG0011697	Av_00020483-RA	Bevul.7G196200.1.p
OG0011699	Av_00019337-RA	Bevul.7G050900.1.p
OG0011700	Av_00005027-RA, Av_00003846-RA	Bevul.2G251100.1.p
OG0011701	Av_00001988-RA, Av_00017931-RA	Bevul.2G040700.1.p
OG0011702	Av_00004312-RA	Bevul.7G029000.1.p
OG0011704	Av_00016221-RA	Bevul.4G119400.1.p
OG0011705	Av_00012873-RA	Bevul.3G121400.1.p
OG0011706	Av_00003374-RA, Av_00010843-RA	Bevul.8G096200.1.p
OG0011707	Av_00014116-RA	Bevul.8G011500.1.p
OG0011708	Av_00002535-RA, Av_00002464-RA	Bevul.4G045400.1.p
OG0011709	Av_00007322-RA	Bevul.7G177500.1.p
OG0011710	Av_00009585-RA	Bevul.5G236700.1.p
OG0011711	Av_00022763-RA	Bevul.6G045800.1.p
OG0011712	Av_00000258-RA	Bevul.6G169100.1.p
OG0011713	Av_00013038-RA, Av_00017628-RA	Bevul.3G029300.1.p
OG0011714	Av_00012227-RA, Av_00005205-RA	Bevul.6G200900.1.p
OG0011716	Av_00001695-RA	Bevul.7G140400.1.p
OG0011717	Av_00009267-RA	Bevul.5G151000.1.p
OG0011718	Av_00007936-RA, Av_00006844-RA	Bevul.1G019100.1.p
OG0011719	Av_00008670-RA	Bevul.5G145500.1.p
OG0011720	Av_00023152-RA	Bevul.9G174100.1.p
OG0011721	Av_00002141-RA	Bevul.3G060000.1.p
OG0011722	Av_00011646-RA	Bevul.6G051700.1.p
OG0011723	Av_00015022-RA	Bevul.5G156400.1.p
OG0011724	Av_00002054-RA	Bevul.3G088500.1.p
OG0011725	Av_00005641-RA	Bevul.1G065900.1.p
OG0011726	Av_00006640-RA	Bevul.4G170000.1.p
OG0011727	Av_00013748-RA	Bevul.4G022000.1.p
OG0011729	Av_00017792-RA	Bevul.1G215000.1.p
OG0011730	Av_00019394-RA	Bevul.6G176800.1.p
OG0011731	Av_00014673-RA	Bevul.1G122600.1.p
OG0011732	Av_00006893-RA, Av_00023754-RA	Bevul.5G131600.1.p
OG0011733	Av_00016329-RA	Bevul.6G019000.1.p
OG0011734	Av_00001418-RA, Av_00003443-RA	Bevul.5G245600.1.p
OG0011736	Av_00016623-RA	Bevul.4G168200.1.p
OG0011738	Av_00017798-RA	Bevul.5G100600.1.p
OG0011739	Av_00023633-RA	Bevul.9G176700.1.p
OG0011740	Av_00024838-RA	Bevul.3G162200.1.p
OG0011742	Av_00015208-RA, Av_00014813-RA	Bevul.1G001600.1.p
OG0011744	Av_00016726-RA	Bevul.4G175600.1.p, Bevul.5G143700.1.p
OG0011745	Av_00013633-RA	Bevul.2G113800.1.p
OG0011746	Av_00004481-RA, Av_00023592-RA	Bevul.8G209300.1.p
OG0011747	Av_00016330-RA	Bevul.6G019300.1.p
OG0011749	Av_00001311-RA	Bevul.4G159000.1.p
OG0011750	Av_00008598-RA	Bevul.1G193400.1.p
OG0011752	Av_00016724-RA	Bevul.6G215700.1.p
OG0011753	Av_00019023-RA	Bevul.3G150800.1.p
OG0011754	Av_00008987-RA	Bevul.1G049000.1.p
OG0011755	Av_00022390-RA	Bevul.6G036100.1.p
OG0011756	Av_00012089-RA	Bevul.6G168400.1.p
OG0011759	Av_00014807-RA	Bevul.1G067700.1.p, Bevul.1G067900.1.p
OG0011760	Av_00019378-RA, Av_00022298-RA	Bevul.1G075000.1.p
OG0011761	Av_00000073-RA, Av_00003177-RA	Bevul.1G112800.1.p
OG0011762	Av_00018982-RA, Av_00001920-RA	Bevul.6G223800.1.p
OG0011763	Av_00007180-RA	Bevul.9G231300.1.p
OG0011764	Av_00023810-RA, Av_00022107-RA	Bevul.7G230500.1.p
OG0011765	Av_00004534-RA	Bevul.9G234300.1.p
OG0011766	Av_00002031-RA, Av_00012872-RA	Bevul.3G122400.1.p
OG0011767	Av_00004759-RA	Bevul.4G142300.1.p
OG0011768	Av_00016678-RA	Bevul.1G072200.1.p
OG0011770	Av_00011068-RA	Bevul.3G077400.1.p
OG0011771	Av_00021003-RA, Av_00019388-RA	Bevul.6G172300.1.p
OG0011772	Av_00012236-RA, Av_00021826-RA	Bevul.6G209400.1.p
OG0011774	Av_00020393-RA	Bevul.1G147600.1.p
OG0011775	Av_00020036-RA	Bevul.3G181300.1.p
OG0011776	Av_00019278-RA, Av_00008918-RA	Bevul.1G063700.1.p
OG0011778	Av_00017984-RA	Bevul.1G060800.1.p
OG0011780	Av_00009255-RA	Bevul.5G155700.1.p
OG0011782	Av_00003432-RA	Bevul.5G243100.1.p
OG0011785	Av_00023326-RA	Bevul.1G202900.1.p
OG0011786	Av_00002083-RA	Bevul.3G069700.1.p
OG0011787	Av_00009648-RA	Bevul.2G000800.1.p
OG0011788	Av_00009989-RA	Bevul.1G003400.1.p
OG0011789	Av_00003561-RA	Bevul.2G108500.1.p
OG0011790	Av_00022905-RA, Av_00000755-RA	Bevul.7G113500.1.p
OG0011791	Av_00001389-RA	Bevul.8G101300.1.p
OG0011792	Av_00015382-RA	Bevul.6G055100.1.p
OG0011794	Av_00016452-RA	Bevul.9G001100.1.p
OG0011795	Av_00021566-RA	Bevul.5G099500.1.p
OG0011799	Av_00008345-RA, Av_00019384-RA	Bevul.1G144700.1.p
OG0011801	Av_00006391-RA	Bevul.4G236200.1.p, Bevul.4G235800.1.p
OG0011802	Av_00015476-RA, Av_00025044-RA	Bevul.6G179600.1.p
OG0011803	Av_00017563-RA	Bevul.5G091900.1.p
OG0011806	Av_00005543-RA	Bevul.2G066800.1.p
OG0011807	Av_00023614-RA	Bevul.1G149400.1.p
OG0011808	Av_00003576-RA	Bevul.7G138700.1.p
OG0011810	Av_00004986-RA	Bevul.2G216800.2.p, Bevul.2G216800.1.p
OG0011812	Av_00015479-RA	Bevul.6G192100.1.p, Bevul.6G191800.1.p
OG0011814	Av_00022847-RA	Bevul.3G166100.1.p
OG0011815	Av_00024408-RA, Av_00005290-RA	Bevul.6G244300.1.p
OG0011816	Av_00006047-RA	Bevul.5G176000.1.p
OG0011817	Av_00013824-RA	Bevul.J000800.1.p
OG0011818	Av_00009319-RA, Av_00012432-RA	Bevul.5G187300.1.p
OG0011819	Av_00010195-RA	Bevul.5G147100.1.p
OG0011820	Av_00022258-RA, Av_00019793-RA	Bevul.8G159700.1.p
OG0011821	Av_00003932-RA	Bevul.2G203000.1.p
OG0011823	Av_00016714-RA	Bevul.6G079800.1.p
OG0011825	Av_00011280-RA	Bevul.9G224600.2.p, Bevul.9G224600.3.p, Bevul.9G224600.1.p
OG0011827	Av_00013788-RA	Bevul.5G191000.1.p
OG0011828	Av_00020315-RA	Bevul.5G168100.1.p
OG0011829	Av_00007589-RA	Bevul.6G108200.1.p
OG0011830	Av_00020516-RA	Bevul.2G250500.1.p
OG0011831	Av_00021308-RA	Bevul.4G004500.1.p
OG0011832	Av_00006257-RA	Bevul.3G095800.1.p
OG0011833	Av_00003307-RA	Bevul.6G121400.1.p
OG0011834	Av_00005232-RA	Bevul.6G077800.1.p
OG0011835	Av_00006362-RA, Av_00007613-RA	Bevul.6G125300.1.p
OG0011838	Av_00000581-RA	Bevul.6G245400.1.p, Bevul.5G152600.1.p
OG0011839	Av_00010194-RA	Bevul.8G103400.1.p
OG0011842	Av_00010859-RA, Av_00019896-RA	Bevul.9G064300.1.p
OG0011843	Av_00023214-RA	Bevul.1G141700.1.p
OG0011844	Av_00009317-RA, Av_00015914-RA	Bevul.5G187800.1.p
OG0011847	Av_00022017-RA	Bevul.2G209400.1.p
OG0011850	Av_00001456-RA	Bevul.9G007000.1.p
OG0011853	Av_00015530-RA, Av_00016987-RA	Bevul.6G077700.1.p
OG0011854	Av_00015531-RA	Bevul.6G077200.1.p
OG0011855	Av_00013867-RA, Av_00011269-RA	Bevul.5G195800.1.p
OG0011857	Av_00000856-RA	Bevul.7G072000.1.p
OG0011858	Av_00000246-RA	Bevul.6G134400.1.p
OG0011859	Av_00019609-RA, Av_00023052-RA	Bevul.6G043000.1.p
OG0011860	Av_00023157-RA	Bevul.9G181700.1.p
OG0011862	Av_00010471-RA, Av_00017642-RA	Bevul.5G216400.1.p
OG0011865	Av_00016224-RA	Bevul.4G120200.1.p
OG0011868	Av_00021833-RA	Bevul.6G205600.1.p
OG0011870	Av_00005292-RA	Bevul.6G245100.1.p
OG0011871	Av_00018431-RA, Av_00002595-RA	Bevul.6G133200.1.p
OG0011874	Av_00010611-RA	Bevul.2G056900.1.p
OG0011875	Av_00013375-RA	Bevul.5G215000.1.p
OG0011876	Av_00011293-RA	Bevul.5G212700.1.p
OG0011879	Av_00022375-RA	Bevul.2G055000.4.p, Bevul.2G055000.3.p, Bevul.2G055000.2.p, Bevul.2G055000.1.p, Bevul.2G058200.1.p, Bevul.2G054900.1.p, Bevul.2G054800.1.p
OG0011882	Av_00010437-RA, Av_00014592-RA	Bevul.5G026100.1.p
OG0011888	Av_00005058-RA, Av_00003816-RA, Av_00002921-RA, Av_00012602-RA	Bevul.7G033700.1.p
OG0011890	Av_00016378-RA	Bevul.6G048100.1.p
OG0011891	Av_00024148-RA	Bevul.2G136400.1.p
OG0011892	Av_00003436-RA	Bevul.5G250300.1.p
OG0011893	Av_00001267-RA	Bevul.4G179300.1.p
OG0011897	Av_00014635-RA	Bevul.1G195800.1.p
OG0011899	Av_00003178-RA, Av_00013981-RA	Bevul.1G113100.1.p
OG0011908	Av_00004529-RA, Av_00000987-RA	Bevul.7G080900.1.p
OG0011912	Av_00002145-RA	Bevul.3G062100.1.p, Bevul.3G097900.1.p
OG0011913	Av_00013507-RA, Av_00001531-RA	Bevul.3G003700.1.p
OG0011914	Av_00013206-RA, Av_00006717-RA, Av_00012078-RA	Bevul.3G173300.1.p
OG0011916	Av_00014184-RA, Av_00010643-RA	Bevul.8G076900.1.p
OG0011919	Av_00010048-RA	Bevul.9G227000.3.p, Bevul.9G227000.5.p, Bevul.9G227000.1.p, Bevul.9G227000.4.p, Bevul.9G227000.2.p, Bevul.9G227000.6.p
OG0011922	Av_00007755-RA	Bevul.4G011100.1.p, Bevul.3G233500.1.p
OG0011925	Av_00007276-RA, Av_00018296-RA	Bevul.9G140700.1.p
OG0011936	Av_00021845-RA	Bevul.2G102000.1.p, Bevul.6G138100.1.p, Bevul.7G106200.1.p, Bevul.3G018600.1.p, Bevul.4G115900.1.p, Bevul.5G144600.1.p, Bevul.3G112500.1.p, Bevul.6G160100.1.p, Bevul.1G195900.1.p, Bevul.1G094700.1.p, Bevul.8G100700.1.p, Bevul.7G096200.1.p, Bevul.3G154200.1.p, Bevul.8G093100.1.p
OG0012005	Av_00016065-RA	Bevul.4G153100.1.p
OG0012007	Av_00025100-RA	Bevul.7G199300.1.p
OG0012008	Av_00021782-RA	Bevul.7G186500.1.p
OG0012009	Av_00002023-RA	Bevul.6G093500.1.p
OG0012012	Av_00021175-RA	Bevul.7G049600.2.p, Bevul.7G049600.1.p
OG0012013	Av_00012093-RA	Bevul.3G160200.1.p
OG0012016	Av_00001408-RA	Bevul.5G230900.1.p
OG0012017	Av_00003735-RA	Bevul.4G023300.1.p
OG0012019	Av_00000570-RA	Bevul.3G005400.1.p
OG0012022	Av_00020973-RA	Bevul.7G122100.1.p
OG0012025	Av_00019285-RA	Bevul.4G083500.1.p
OG0012026	Av_00006560-RA	Bevul.4G216500.1.p
OG0012027	Av_00006078-RA	Bevul.2G039000.1.p
OG0012028	Av_00022198-RA	Bevul.3G225800.1.p
OG0012029	Av_00016806-RA	Bevul.7G218500.1.p
OG0012031	Av_00022118-RA, Av_00019761-RA	Bevul.5G231600.1.p
OG0012032	Av_00022428-RA	Bevul.2G206900.1.p
OG0012033	Av_00005122-RA	Bevul.7G114200.1.p
OG0012034	Av_00017362-RA	Bevul.7G231400.1.p
OG0012035	Av_00021155-RA	Bevul.4G020600.1.p
OG0012036	Av_00004291-RA, Av_00004588-RA	Bevul.9G132800.1.p
OG0012038	Av_00024775-RA, Av_00024774-RA, Av_00016260-RA	Bevul.4G141000.1.p
OG0012041	Av_00018145-RA	Bevul.9G203600.1.p
OG0012042	Av_00011812-RA, Av_00006963-RA	Bevul.4G210200.1.p
OG0012046	Av_00018024-RA	Bevul.6G187600.1.p
OG0012048	Av_00013161-RA	Bevul.3G199700.1.p
OG0012050	Av_00006025-RA	Bevul.9G069600.1.p
OG0012051	Av_00009545-RA	Bevul.3G131300.1.p
OG0012052	Av_00002156-RA	Bevul.3G103900.1.p
OG0012053	Av_00015016-RA, Av_00009264-RA	Bevul.5G152400.1.p
OG0012054	Av_00000691-RA	Bevul.8G129900.1.p
OG0012055	Av_00019403-RA	Bevul.7G090000.1.p
OG0012056	Av_00002983-RA, Av_00014506-RA	Bevul.6G034800.1.p
OG0012057	Av_00009676-RA	Bevul.5G255000.1.p
OG0012058	Av_00001283-RA, Av_00016760-RA	Bevul.4G135700.1.p
OG0012059	Av_00021775-RA	Bevul.3G139500.1.p
OG0012061	Av_00002108-RA	Bevul.7G097100.1.p
OG0012062	Av_00000680-RA	Bevul.8G111000.1.p
OG0012063	Av_00024071-RA, Av_00004139-RA	Bevul.7G126000.1.p
OG0012064	Av_00006586-RA	Bevul.4G194100.1.p
OG0012065	Av_00013160-RA	Bevul.3G200000.1.p
OG0012066	Av_00004178-RA	Bevul.1G011500.1.p
OG0012069	Av_00013163-RA	Bevul.8G183500.1.p
OG0012072	Av_00014737-RA	Bevul.3G062800.1.p
OG0012075	Av_00011140-RA	Bevul.1G057400.1.p
OG0012077	Av_00012091-RA	Bevul.3G169300.1.p
OG0012078	Av_00005224-RA	Bevul.2G044600.1.p
OG0012080	Av_00005933-RA, Av_00020698-RA	Bevul.8G061600.1.p
OG0012081	Av_00018505-RA	Bevul.3G141200.1.p
OG0012082	Av_00014266-RA	Bevul.5G256200.1.p
OG0012083	Av_00017936-RA	Bevul.2G012600.1.p
OG0012084	Av_00005119-RA	Bevul.6G035500.1.p
OG0012085	Av_00018086-RA	Bevul.3G113700.1.p
OG0012086	Av_00001300-RA, Av_00015102-RA	Bevul.4G150500.1.p
OG0012087	Av_00003445-RA, Av_00023724-RA	Bevul.5G252200.1.p
OG0012089	Av_00015700-RA, Av_00005101-RA	Bevul.6G010400.1.p
OG0012090	Av_00015625-RA	Bevul.2G238200.1.p
OG0012092	Av_00013078-RA	Bevul.8G109300.1.p
OG0012094	Av_00022070-RA	Bevul.7G025900.1.p
OG0012099	Av_00023869-RA	Bevul.4G203600.1.p
OG0012101	Av_00014474-RA	Bevul.2G045600.1.p
OG0012102	Av_00009991-RA	Bevul.1G003600.1.p
OG0012103	Av_00015277-RA, Av_00010957-RA, Av_00013994-RA	Bevul.1G100800.1.p
OG0012104	Av_00020504-RA	Bevul.1G070500.1.p
OG0012106	Av_00012268-RA	Bevul.1G142400.1.p
OG0012107	Av_00015936-RA	Bevul.8G113200.1.p
OG0012110	Av_00012292-RA	Bevul.9G178700.1.p
OG0012111	Av_00019416-RA	Bevul.4G094700.1.p
OG0012113	Av_00017295-RA, Av_00004992-RA	Bevul.1G069800.1.p
OG0012114	Av_00015367-RA	Bevul.6G085600.1.p
OG0012115	Av_00010025-RA	Bevul.1G012900.1.p
OG0012116	Av_00000118-RA, Av_00011524-RA	Bevul.1G065700.1.p
OG0012117	Av_00012850-RA	Bevul.6G080900.1.p
OG0012118	Av_00014610-RA, Av_00008571-RA	Bevul.1G211300.1.p
OG0012119	Av_00022297-RA	Bevul.1G214200.1.p
OG0012120	Av_00006889-RA, Av_00024535-RA	Bevul.1G008700.1.p
OG0012123	Av_00022696-RA	Bevul.9G115000.1.p
OG0012125	Av_00024135-RA	Bevul.4G006100.1.p
OG0012128	Av_00011334-RA	Bevul.9G164800.1.p
OG0012129	Av_00010728-RA	Bevul.3G056000.1.p
OG0012130	Av_00022699-RA	Bevul.6G021200.1.p
OG0012132	Av_00004867-RA	Bevul.1G129300.1.p
OG0012133	Av_00012993-RA	Bevul.9G159100.1.p
OG0012138	Av_00010772-RA	Bevul.2G243200.1.p, Bevul.4G172400.1.p
OG0012140	Av_00010221-RA	Bevul.1G009500.1.p, Bevul.7G007600.1.p
OG0012141	Av_00007724-RA	Bevul.6G000300.1.p
OG0012142	Av_00004268-RA	Bevul.9G218700.1.p
OG0012143	Av_00006855-RA	Bevul.1G013200.1.p
OG0012144	Av_00017509-RA	Bevul.9G211300.1.p
OG0012145	Av_00010208-RA	Bevul.1G007200.1.p
OG0012148	Av_00004289-RA, Av_00011378-RA	Bevul.9G133900.1.p
OG0012149	Av_00020107-RA	Bevul.7G111400.1.p
OG0012150	Av_00002982-RA	Bevul.7G000400.1.p
OG0012151	Av_00013116-RA	Bevul.9G068700.1.p
OG0012154	Av_00021405-RA	Bevul.8G015800.1.p
OG0012157	Av_00005580-RA	Bevul.6G227600.1.p
OG0012159	Av_00017210-RA	Bevul.4G070700.1.p
OG0012160	Av_00015748-RA	Bevul.4G038300.1.p
OG0012163	Av_00005885-RA	Bevul.8G013300.1.p
OG0012165	Av_00008403-RA	Bevul.4G009500.1.p
OG0012166	Av_00015931-RA	Bevul.4G151400.1.p
OG0012169	Av_00015012-RA	Bevul.7G146600.1.p
OG0012171	Av_00018475-RA	Bevul.8G086000.1.p
OG0012173	Av_00004634-RA, Av_00004249-RA, Av_00008868-RA	Bevul.8G193000.1.p
OG0012175	Av_00010382-RA	Bevul.5G044300.1.p
OG0012176	Av_00003035-RA	Bevul.5G040900.1.p
OG0012177	Av_00012643-RA	Bevul.6G041600.1.p
OG0012178	Av_00010368-RA	Bevul.5G005900.1.p
OG0012179	Av_00001598-RA	Bevul.3G085100.1.p
OG0012181	Av_00020077-RA	Bevul.8G089700.1.p
OG0012182	Av_00021718-RA	Bevul.5G058200.1.p
OG0012185	Av_00015230-RA	Bevul.1G121400.1.p
OG0012188	Av_00006785-RA	Bevul.9G115500.1.p
OG0012189	Av_00019079-RA	Bevul.8G205300.1.p
OG0012190	Av_00018269-RA	Bevul.2G174200.2.p, Bevul.2G174200.1.p
OG0012191	Av_00003778-RA	Bevul.8G188100.1.p
OG0012192	Av_00020454-RA	Bevul.2G017600.1.p
OG0012193	Av_00023069-RA	Bevul.7G163000.1.p
OG0012194	Av_00002624-RA	Bevul.6G206400.1.p
OG0012197	Av_00014542-RA	Bevul.5G008900.1.p
OG0012198	Av_00004029-RA	Bevul.2G135600.1.p, Bevul.8G177600.1.p
OG0012199	Av_00009067-RA	Bevul.7G191700.1.p
OG0012203	Av_00020374-RA, Av_00024679-RA	Bevul.3G088200.1.p
OG0012205	Av_00022046-RA	Bevul.2G136100.1.p
OG0012206	Av_00011503-RA	Bevul.1G141000.1.p
OG0012208	Av_00002066-RA	Bevul.3G082900.1.p
OG0012209	Av_00009557-RA	Bevul.6G152500.1.p
OG0012210	Av_00016703-RA	Bevul.2G139300.2.p, Bevul.2G139300.3.p, Bevul.2G139300.1.p
OG0012211	Av_00004518-RA	Bevul.2G002600.2.p, Bevul.2G002600.1.p
OG0012212	Av_00001407-RA	Bevul.4G033000.1.p
OG0012213	Av_00023255-RA	Bevul.2G006800.1.p
OG0012214	Av_00021667-RA	Bevul.2G136200.1.p
OG0012216	Av_00019539-RA	Bevul.8G202600.1.p
OG0012217	Av_00018827-RA, Av_00010719-RA	Bevul.7G154000.1.p
OG0012218	Av_00008000-RA	Bevul.5G222100.1.p
OG0012219	Av_00012782-RA	Bevul.2G014400.1.p
OG0012220	Av_00002067-RA	Bevul.3G082800.1.p
OG0012222	Av_00019431-RA	Bevul.8G185800.1.p, Bevul.9G165200.1.p
OG0012224	Av_00003594-RA	Bevul.3G110000.1.p
OG0012226	Av_00017079-RA	Bevul.5G101000.1.p
OG0012227	Av_00012909-RA	Bevul.3G079100.1.p
OG0012228	Av_00005934-RA, Av_00003667-RA	Bevul.6G146200.1.p
OG0012229	Av_00000059-RA	Bevul.1G128700.1.p
OG0012230	Av_00012345-RA	Bevul.8G139700.1.p
