Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0010897	Dm_00018048-RA	Bevul.3G031900.1.p
OG0010899	Dm_00020579-RA	Bevul.8G192200.1.p
OG0010900	Dm_00005845-RA	Bevul.5G046900.1.p
OG0010901	Dm_00003604-RA	Bevul.8G179400.1.p
OG0010903	Dm_00001782-RA	Bevul.7G032900.1.p
OG0010908	Dm_00002345-RA	Bevul.9G214500.1.p
OG0010909	Dm_00016848-RA	Bevul.2G006400.1.p
OG0010910	Dm_00002081-RA, Dm_00008757-RA	Bevul.8G140700.1.p
OG0010911	Dm_00008640-RA	Bevul.2G019200.1.p
OG0010912	Dm_00000646-RA	Bevul.2G162700.1.p
OG0010914	Dm_00001019-RA	Bevul.8G142800.1.p
OG0010915	Dm_00008274-RA	Bevul.4G239800.1.p
OG0010916	Dm_00000903-RA	Bevul.5G001200.1.p
OG0010919	Dm_00011710-RA, Dm_00003300-RA	Bevul.3G053400.1.p
OG0010922	Dm_00019129-RA	Bevul.6G067600.1.p
OG0010923	Dm_00012344-RA	Bevul.3G090200.1.p
OG0010926	Dm_00011855-RA	Bevul.1G121300.1.p
OG0010927	Dm_00004865-RA	Bevul.8G120700.1.p
OG0010928	Dm_00013659-RA	Bevul.2G129600.2.p, Bevul.2G129600.1.p, Bevul.2G129600.3.p
OG0010930	Dm_00016457-RA	Bevul.5G121100.1.p
OG0010931	Dm_00006855-RA	Bevul.7G046400.1.p, Bevul.7G046400.2.p
OG0010932	Dm_00016456-RA	Bevul.9G138700.1.p
OG0010933	Dm_00005191-RA	Bevul.7G042500.1.p
OG0010934	Dm_00004916-RA	Bevul.4G093600.1.p
OG0010935	Dm_00003295-RA	Bevul.7G179400.1.p
OG0010936	Dm_00010062-RA	Bevul.3G212900.1.p
OG0010937	Dm_00000329-RA	Bevul.8G092200.1.p
OG0010938	Dm_00020462-RA	Bevul.2G251000.2.p, Bevul.2G251000.1.p
OG0010939	Dm_00017450-RA	Bevul.3G178700.1.p
OG0010940	Dm_00004614-RA	Bevul.3G178900.1.p
OG0010941	Dm_00004138-RA	Bevul.7G217300.1.p
OG0010942	Dm_00017288-RA	Bevul.1G081300.1.p
OG0010943	Dm_00012325-RA, Dm_00013132-RA	Bevul.9G033200.1.p
OG0010944	Dm_00017485-RA	Bevul.4G082100.1.p
OG0010945	Dm_00002207-RA, Dm_00008784-RA	Bevul.4G219700.1.p
OG0010947	Dm_00014564-RA	Bevul.4G053800.1.p
OG0010948	Dm_00002304-RA	Bevul.9G018400.1.p
OG0010949	Dm_00007971-RA	Bevul.4G246300.1.p
OG0010950	Dm_00004416-RA	Bevul.1G118300.1.p
OG0010951	Dm_00007747-RA	Bevul.8G067200.1.p
OG0010952	Dm_00000853-RA	Bevul.4G035100.1.p
OG0010953	Dm_00005869-RA	Bevul.4G111800.1.p
OG0010954	Dm_00000033-RA, Dm_00001580-RA	Bevul.7G008700.1.p
OG0010955	Dm_00016385-RA	Bevul.7G072900.1.p
OG0010956	Dm_00003836-RA	Bevul.7G199400.1.p
OG0010957	Dm_00005587-RA	Bevul.9G089900.1.p, Bevul.9G089900.2.p
OG0010958	Dm_00014186-RA, Dm_00004732-RA	Bevul.7G109400.1.p
OG0010961	Dm_00012778-RA	Bevul.7G060500.1.p
OG0010963	Dm_00008401-RA	Bevul.7G198500.1.p
OG0010964	Dm_00012070-RA	Bevul.5G136800.1.p
OG0010966	Dm_00020046-RA	Bevul.2G025300.1.p
OG0010967	Dm_00018877-RA	Bevul.9G209900.1.p
OG0010968	Dm_00006040-RA	Bevul.4G034800.1.p
OG0010969	Dm_00003021-RA	Bevul.8G147100.1.p
OG0010971	Dm_00008237-RA	Bevul.2G245700.1.p
OG0010975	Dm_00007160-RA	Bevul.4G108000.1.p
OG0010976	Dm_00012296-RA, Dm_00014562-RA	Bevul.2G237200.1.p
OG0010978	Dm_00013738-RA	Bevul.6G177400.1.p
OG0010979	Dm_00014511-RA	Bevul.6G143800.1.p
OG0010980	Dm_00010529-RA	Bevul.4G111000.1.p
OG0010981	Dm_00012468-RA, Dm_00011573-RA	Bevul.5G115300.1.p
OG0010986	Dm_00011900-RA	Bevul.5G052100.1.p
OG0010988	Dm_00011198-RA	Bevul.2G193000.1.p
OG0010989	Dm_00001498-RA	Bevul.4G003000.1.p
OG0010990	Dm_00000810-RA	Bevul.7G023100.1.p
OG0010991	Dm_00004117-RA, Dm_00002690-RA	Bevul.4G011600.1.p
OG0010992	Dm_00010944-RA	Bevul.5G139400.1.p
OG0010997	Dm_00011415-RA	Bevul.9G068000.1.p, Bevul.9G068000.2.p
OG0011000	Dm_00010926-RA	Bevul.4G217000.1.p
OG0011001	Dm_00006249-RA	Bevul.4G084400.1.p
OG0011002	Dm_00000410-RA	Bevul.3G114600.1.p
OG0011003	Dm_00014465-RA	Bevul.3G233000.1.p
OG0011004	Dm_00008238-RA	Bevul.2G245800.1.p
OG0011005	Dm_00012526-RA	Bevul.2G199600.2.p, Bevul.2G199600.3.p, Bevul.2G199600.1.p
OG0011007	Dm_00018577-RA	Bevul.3G077000.1.p
OG0011008	Dm_00016103-RA	Bevul.7G197300.1.p
OG0011009	Dm_00015768-RA	Bevul.1G113900.1.p
OG0011010	Dm_00009104-RA	Bevul.2G088600.1.p
OG0011011	Dm_00007336-RA, Dm_00007803-RA	Bevul.9G050600.1.p
OG0011012	Dm_00016428-RA	Bevul.2G245500.1.p
OG0011013	Dm_00009950-RA	Bevul.8G125800.1.p
OG0011014	Dm_00001386-RA	Bevul.7G027100.1.p
OG0011015	Dm_00003848-RA	Bevul.8G022800.1.p
OG0011017	Dm_00019203-RA, Dm_00019707-RA	Bevul.7G079100.1.p, Bevul.3G182900.1.p
OG0011018	Dm_00007895-RA, Dm_00012543-RA	Bevul.7G044700.1.p
OG0011020	Dm_00010931-RA	Bevul.3G196400.1.p
OG0011022	Dm_00010648-RA	Bevul.8G093700.1.p
OG0011023	Dm_00013769-RA	Bevul.8G071300.1.p
OG0011024	Dm_00009142-RA	Bevul.4G247200.1.p
OG0011027	Dm_00019950-RA	Bevul.2G245200.1.p
OG0011028	Dm_00007729-RA	Bevul.4G136100.1.p
OG0011029	Dm_00000683-RA, Dm_00000684-RA	Bevul.8G013400.1.p
OG0011030	Dm_00018596-RA	Bevul.5G257300.1.p, Bevul.5G257400.1.p
OG0011031	Dm_00005584-RA	Bevul.5G007700.1.p
OG0011032	Dm_00008909-RA	Bevul.2G084000.1.p
OG0011034	Dm_00004467-RA	Bevul.4G178500.1.p
OG0011035	Dm_00018095-RA, Dm_00011244-RA, Dm_00019628-RA	Bevul.9G223000.1.p, Bevul.9G223000.2.p
OG0011036	Dm_00006028-RA	Bevul.5G030800.1.p
OG0011037	Dm_00000838-RA	Bevul.4G041500.1.p
OG0011038	Dm_00018939-RA	Bevul.8G102000.1.p
OG0011039	Dm_00012139-RA	Bevul.8G136800.1.p
OG0011040	Dm_00000417-RA	Bevul.3G022700.1.p
OG0011041	Dm_00008497-RA	Bevul.8G199800.1.p
OG0011042	Dm_00013449-RA	Bevul.5G061000.1.p
OG0011043	Dm_00012065-RA	Bevul.6G203300.1.p
OG0011044	Dm_00018980-RA	Bevul.4G188600.1.p
OG0011046	Dm_00009945-RA	Bevul.5G058300.1.p
OG0011047	Dm_00019092-RA	Bevul.6G059900.1.p
OG0011048	Dm_00003689-RA, Dm_00000945-RA	Bevul.7G114800.1.p
OG0011049	Dm_00017093-RA	Bevul.8G111100.1.p
OG0011050	Dm_00005717-RA	Bevul.5G026600.1.p, Bevul.3G162300.1.p
OG0011051	Dm_00015988-RA	Bevul.7G199100.1.p
OG0011052	Dm_00007783-RA	Bevul.1G161100.1.p
OG0011053	Dm_00018671-RA	Bevul.5G220900.1.p
OG0011054	Dm_00000986-RA	Bevul.5G155800.1.p
OG0011055	Dm_00015332-RA	Bevul.9G151100.1.p
OG0011056	Dm_00009740-RA	Bevul.6G061800.1.p
OG0011057	Dm_00009373-RA, Dm_00014444-RA	Bevul.3G136800.1.p, Bevul.6G159600.1.p
OG0011058	Dm_00020022-RA	Bevul.3G002500.1.p
OG0011061	Dm_00005044-RA	Bevul.3G214100.1.p
OG0011062	Dm_00010301-RA	Bevul.5G019500.1.p
OG0011063	Dm_00008894-RA	Bevul.5G249700.1.p
OG0011064	Dm_00000931-RA	Bevul.7G121900.1.p
OG0011065	Dm_00013613-RA	Bevul.1G151000.1.p
OG0011066	Dm_00010925-RA	Bevul.3G121700.1.p
OG0011067	Dm_00014456-RA	Bevul.7G130100.1.p
OG0011069	Dm_00018582-RA	Bevul.6G210300.1.p
OG0011070	Dm_00014179-RA, Dm_00012173-RA, Dm_00020695-RA	Bevul.9G210600.1.p
OG0011071	Dm_00016261-RA	Bevul.5G064800.1.p
OG0011072	Dm_00008108-RA	Bevul.1G208700.1.p
OG0011074	Dm_00011639-RA	Bevul.6G050800.1.p
OG0011075	Dm_00015079-RA	Bevul.6G148400.1.p
OG0011076	Dm_00014673-RA	Bevul.9G136100.1.p
OG0011077	Dm_00000298-RA	Bevul.5G155400.1.p
OG0011079	Dm_00015634-RA	Bevul.3G006500.1.p
OG0011080	Dm_00006889-RA	Bevul.7G094100.2.p, Bevul.7G094100.1.p
OG0011082	Dm_00003495-RA	Bevul.4G130700.1.p
OG0011083	Dm_00011869-RA	Bevul.6G196800.1.p
OG0011085	Dm_00005331-RA, Dm_00002409-RA, Dm_00002411-RA	Bevul.6G006000.1.p
OG0011086	Dm_00006259-RA	Bevul.3G048800.1.p
OG0011087	Dm_00019440-RA	Bevul.9G215500.1.p
OG0011088	Dm_00018140-RA	Bevul.3G160900.1.p
OG0011089	Dm_00003927-RA	Bevul.6G002900.1.p
OG0011090	Dm_00018747-RA	Bevul.9G149700.1.p
OG0011091	Dm_00015282-RA	Bevul.5G065300.1.p
OG0011092	Dm_00010752-RA	Bevul.6G163200.1.p
OG0011093	Dm_00012015-RA	Bevul.2G182000.1.p
OG0011094	Dm_00009028-RA	Bevul.4G211300.1.p
OG0011095	Dm_00020946-RA, Dm_00006904-RA	Bevul.6G201600.1.p
OG0011097	Dm_00001739-RA	Bevul.9G177600.1.p
OG0011098	Dm_00001737-RA	Bevul.9G178200.1.p
OG0011099	Dm_00001692-RA	Bevul.7G141200.1.p
OG0011100	Dm_00016627-RA	Bevul.1G067400.1.p
OG0011102	Dm_00010410-RA	Bevul.7G066400.1.p
OG0011103	Dm_00011808-RA	Bevul.5G087300.1.p
OG0011104	Dm_00000204-RA	Bevul.3G022100.1.p
OG0011107	Dm_00020343-RA	Bevul.5G218500.1.p
OG0011108	Dm_00008827-RA	Bevul.4G202100.1.p
OG0011113	Dm_00014998-RA	Bevul.5G065200.1.p
OG0011114	Dm_00001616-RA	Bevul.4G165100.1.p
OG0011115	Dm_00001312-RA	Bevul.8G111600.1.p
OG0011116	Dm_00003241-RA	Bevul.1G194000.1.p
OG0011118	Dm_00002645-RA	Bevul.6G001800.1.p
OG0011119	Dm_00013329-RA	Bevul.6G045100.1.p
OG0011120	Dm_00000442-RA	Bevul.3G033300.1.p
OG0011121	Dm_00002077-RA	Bevul.6G103000.1.p
OG0011122	Dm_00001827-RA	Bevul.4G142400.1.p
OG0011124	Dm_00004975-RA, Dm_00002062-RA	Bevul.9G123100.1.p
OG0011125	Dm_00005314-RA	Bevul.7G078400.1.p
OG0011128	Dm_00017031-RA	Bevul.3G138300.1.p
OG0011129	Dm_00005082-RA	Bevul.4G197300.1.p
OG0011130	Dm_00009957-RA	Bevul.1G086500.1.p
OG0011131	Dm_00020960-RA	Bevul.5G164500.1.p
OG0011133	Dm_00005841-RA	Bevul.6G104200.1.p
OG0011134	Dm_00010184-RA	Bevul.3G222800.1.p
OG0011138	Dm_00020441-RA	Bevul.5G149200.1.p
OG0011140	Dm_00009680-RA	Bevul.3G185600.1.p
OG0011144	Dm_00002175-RA	Bevul.6G231200.1.p
OG0011145	Dm_00008817-RA	Bevul.7G143400.1.p
OG0011146	Dm_00010188-RA	Bevul.5G085200.1.p
OG0011147	Dm_00014807-RA	Bevul.5G191100.1.p
OG0011149	Dm_00002234-RA	Bevul.8G130300.1.p
OG0011150	Dm_00009507-RA, Dm_00014821-RA	Bevul.5G144100.1.p
OG0011152	Dm_00002142-RA	Bevul.1G148000.1.p
OG0011154	Dm_00021114-RA	Bevul.1G147800.1.p
OG0011155	Dm_00008856-RA	Bevul.6G121300.1.p
OG0011156	Dm_00015410-RA	Bevul.2G206100.2.p, Bevul.2G206100.1.p
OG0011157	Dm_00003808-RA	Bevul.4G186800.1.p
OG0011158	Dm_00003273-RA	Bevul.3G151600.1.p
OG0011159	Dm_00017864-RA	Bevul.5G179500.1.p
OG0011161	Dm_00014750-RA	Bevul.6G180500.1.p
OG0011162	Dm_00008424-RA	Bevul.2G074600.1.p
OG0011165	Dm_00003627-RA	Bevul.5G176200.1.p
OG0011166	Dm_00011204-RA	Bevul.5G098600.1.p
OG0011167	Dm_00017824-RA	Bevul.9G011000.1.p, Bevul.9G011000.2.p, Bevul.9G011000.3.p
OG0011168	Dm_00016110-RA	Bevul.2G221000.1.p
OG0011169	Dm_00016050-RA, Dm_00019467-RA	Bevul.6G187500.1.p
OG0011170	Dm_00012313-RA	Bevul.2G090200.1.p
OG0011171	Dm_00005822-RA	Bevul.6G195700.1.p
OG0011172	Dm_00005578-RA	Bevul.5G095400.1.p
OG0011173	Dm_00016537-RA	Bevul.6G175100.1.p
OG0011175	Dm_00001710-RA	Bevul.6G128600.1.p
OG0011177	Dm_00017014-RA	Bevul.2G081500.1.p
OG0011178	Dm_00006752-RA	Bevul.2G056600.1.p
OG0011179	Dm_00000949-RA	Bevul.5G163500.1.p
OG0011180	Dm_00004867-RA	Bevul.6G239800.1.p
OG0011183	Dm_00002772-RA	Bevul.6G134100.1.p
OG0011185	Dm_00009545-RA	Bevul.5G085700.1.p
OG0011186	Dm_00013858-RA	Bevul.1G142600.1.p
OG0011188	Dm_00005282-RA	Bevul.2G064800.1.p, Bevul.2G064800.2.p
OG0011189	Dm_00010564-RA	Bevul.5G091100.1.p
OG0011192	Dm_00005865-RA	Bevul.5G049200.1.p
OG0011194	Dm_00010637-RA	Bevul.6G172100.1.p
OG0011195	Dm_00010729-RA	Bevul.8G167900.1.p
OG0011196	Dm_00012912-RA	Bevul.5G172600.1.p
OG0011197	Dm_00011738-RA	Bevul.5G214300.1.p
OG0011198	Dm_00002168-RA	Bevul.2G063600.1.p
OG0011200	Dm_00018802-RA	Bevul.2G024500.1.p, Bevul.2G024500.2.p
OG0011201	Dm_00004910-RA	Bevul.5G212800.1.p, Bevul.5G211600.1.p
OG0011203	Dm_00006246-RA	Bevul.2G068600.1.p
OG0011204	Dm_00008938-RA	Bevul.4G075100.1.p
OG0011205	Dm_00017166-RA	Bevul.5G230300.1.p
OG0011209	Dm_00008044-RA	Bevul.8G095800.1.p
OG0011210	Dm_00000290-RA	Bevul.5G156500.1.p
OG0011212	Dm_00010194-RA	Bevul.9G000900.1.p, Bevul.9G000900.2.p
OG0011213	Dm_00020016-RA	Bevul.6G185600.1.p
OG0011215	Dm_00005338-RA, Dm_00000878-RA	Bevul.5G070300.1.p
OG0011218	Dm_00008427-RA	Bevul.7G011400.1.p
OG0011220	Dm_00000358-RA	Bevul.8G064900.1.p
OG0011221	Dm_00006590-RA	Bevul.3G049100.1.p
OG0011222	Dm_00002887-RA, Dm_00004681-RA	Bevul.9G154500.1.p
OG0011223	Dm_00001944-RA	Bevul.8G049300.1.p
OG0011224	Dm_00013084-RA	Bevul.5G089400.1.p
OG0011225	Dm_00000545-RA	Bevul.5G167500.1.p
OG0011226	Dm_00018864-RA	Bevul.5G142700.1.p
OG0011227	Dm_00000238-RA	Bevul.3G014300.1.p
OG0011228	Dm_00012393-RA, Dm_00015619-RA	Bevul.6G193400.1.p
OG0011229	Dm_00002858-RA	Bevul.6G246000.1.p
OG0011231	Dm_00006093-RA	Bevul.8G121200.1.p
OG0011232	Dm_00009387-RA	Bevul.5G082600.1.p
OG0011238	Dm_00011357-RA	Bevul.5G190100.1.p, Bevul.5G191200.1.p, Bevul.7G220800.1.p, Bevul.4G125000.1.p
OG0011241	Dm_00005200-RA	Bevul.4G031100.1.p
OG0011244	Dm_00016793-RA	Bevul.4G194900.1.p
OG0011248	Dm_00013273-RA	Bevul.1G178000.1.p
OG0011249	Dm_00006081-RA	Bevul.1G184900.1.p
OG0011250	Dm_00004494-RA	Bevul.3G207600.1.p
OG0011252	Dm_00019305-RA	Bevul.3G167000.1.p
OG0011253	Dm_00013012-RA	Bevul.7G186000.1.p
OG0011254	Dm_00004337-RA, Dm_00004335-RA	Bevul.7G184500.1.p, Bevul.2G046000.1.p
OG0011255	Dm_00013406-RA	Bevul.7G188000.1.p
OG0011256	Dm_00001582-RA	Bevul.7G008400.1.p
OG0011257	Dm_00011781-RA	Bevul.8G170600.1.p
OG0011258	Dm_00010725-RA, Dm_00012449-RA	Bevul.3G059600.1.p
OG0011259	Dm_00007396-RA	Bevul.4G029300.1.p, Bevul.8G089100.1.p
OG0011261	Dm_00007233-RA	Bevul.3G092200.1.p
OG0011263	Dm_00008832-RA	Bevul.3G214000.1.p
OG0011265	Dm_00016349-RA	Bevul.9G221900.1.p
OG0011273	Dm_00004679-RA	Bevul.9G153600.3.p, Bevul.9G153600.1.p, Bevul.9G153600.2.p
OG0011280	Dm_00016584-RA	Bevul.J001100.1.p
OG0011345	Dm_00009034-RA	Bevul.4G133700.1.p
OG0011347	Dm_00001139-RA	Bevul.1G048800.1.p
OG0011348	Dm_00011235-RA	Bevul.2G031500.1.p
OG0011349	Dm_00003262-RA	Bevul.3G144000.1.p
OG0011350	Dm_00021076-RA	Bevul.8G043100.1.p
OG0011352	Dm_00001538-RA	Bevul.3G232300.1.p
OG0011353	Dm_00005132-RA	Bevul.2G001200.1.p
OG0011355	Dm_00002015-RA, Dm_00007440-RA	Bevul.3G225000.1.p
OG0011356	Dm_00002205-RA	Bevul.4G220000.1.p
OG0011357	Dm_00000505-RA	Bevul.7G190500.1.p
OG0011360	Dm_00007581-RA	Bevul.3G054800.1.p
OG0011362	Dm_00013228-RA	Bevul.3G127200.1.p
OG0011363	Dm_00018669-RA	Bevul.5G255600.1.p
OG0011364	Dm_00011432-RA	Bevul.3G145200.1.p
OG0011366	Dm_00011915-RA	Bevul.2G183500.1.p
OG0011370	Dm_00004238-RA	Bevul.5G118800.1.p
OG0011372	Dm_00008283-RA	Bevul.7G120400.1.p
OG0011374	Dm_00006888-RA	Bevul.3G150200.1.p
OG0011376	Dm_00002791-RA	Bevul.4G135300.1.p
OG0011377	Dm_00019881-RA	Bevul.1G144500.1.p
OG0011380	Dm_00013491-RA	Bevul.2G104500.1.p
OG0011381	Dm_00001127-RA	Bevul.5G223700.1.p
OG0011382	Dm_00011921-RA	Bevul.9G225800.1.p
OG0011383	Dm_00010608-RA	Bevul.7G194000.1.p
OG0011385	Dm_00001297-RA	Bevul.3G205000.1.p
OG0011387	Dm_00006864-RA	Bevul.1G157900.1.p
OG0011388	Dm_00017570-RA	Bevul.5G237100.1.p
OG0011389	Dm_00007878-RA	Bevul.6G205900.1.p
OG0011391	Dm_00006290-RA	Bevul.3G169100.1.p
OG0011393	Dm_00000740-RA	Bevul.8G210300.1.p
OG0011394	Dm_00001197-RA	Bevul.3G228100.1.p
OG0011395	Dm_00002012-RA	Bevul.3G225300.1.p
OG0011397	Dm_00012053-RA	Bevul.3G143800.1.p
OG0011400	Dm_00019482-RA	Bevul.3G161700.1.p
OG0011401	Dm_00007781-RA	Bevul.1G159600.1.p
OG0011402	Dm_00018203-RA	Bevul.7G201500.1.p
OG0011406	Dm_00005373-RA	Bevul.2G143400.2.p, Bevul.2G143400.1.p
OG0011407	Dm_00006435-RA	Bevul.5G254900.1.p
OG0011408	Dm_00013389-RA	Bevul.5G246100.1.p
OG0011409	Dm_00006858-RA	Bevul.7G047000.1.p
OG0011411	Dm_00009525-RA	Bevul.2G194600.1.p
OG0011412	Dm_00006525-RA	Bevul.5G252900.1.p
OG0011413	Dm_00002191-RA, Dm_00010906-RA	Bevul.4G225000.1.p
OG0011414	Dm_00001875-RA	Bevul.1G013400.1.p
OG0011415	Dm_00006188-RA	Bevul.3G000900.1.p
OG0011416	Dm_00011583-RA	Bevul.3G174900.1.p
OG0011417	Dm_00005695-RA	Bevul.7G190600.1.p
OG0011418	Dm_00015494-RA	Bevul.3G065400.1.p
OG0011419	Dm_00003122-RA	Bevul.3G209300.1.p
OG0011420	Dm_00007802-RA	Bevul.9G050700.1.p
OG0011421	Dm_00016583-RA	Bevul.7G070500.1.p
OG0011424	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA	Bevul.4G199900.1.p
OG0011425	Dm_00003458-RA	Bevul.3G196600.1.p
OG0011426	Dm_00010780-RA	Bevul.4G183800.1.p
OG0011427	Dm_00012568-RA	Bevul.5G227000.1.p
OG0011430	Dm_00009792-RA	Bevul.3G064200.1.p
OG0011431	Dm_00005077-RA	Bevul.5G054500.1.p
OG0011433	Dm_00017013-RA	Bevul.5G244900.1.p
OG0011434	Dm_00010604-RA	Bevul.1G093800.1.p
OG0011435	Dm_00021120-RA	Bevul.9G061400.1.p
OG0011436	Dm_00003501-RA	Bevul.4G128900.1.p
OG0011437	Dm_00006868-RA	Bevul.4G249100.1.p
OG0011438	Dm_00010645-RA	Bevul.6G165600.1.p
OG0011439	Dm_00016516-RA	Bevul.9G005700.1.p
OG0011441	Dm_00011627-RA, Dm_00011628-RA	Bevul.5G139600.1.p
OG0011442	Dm_00014217-RA	Bevul.5G052300.1.p
OG0011443	Dm_00013402-RA, Dm_00017811-RA	Bevul.2G084400.1.p
OG0011444	Dm_00001975-RA	Bevul.4G160600.1.p
OG0011445	Dm_00018520-RA	Bevul.9G202600.1.p
OG0011449	Dm_00003041-RA	Bevul.1G018000.1.p
OG0011450	Dm_00020263-RA	Bevul.1G199200.1.p
OG0011452	Dm_00019730-RA	Bevul.1G218100.1.p
OG0011454	Dm_00016441-RA	Bevul.8G003700.1.p
OG0011457	Dm_00011591-RA	Bevul.6G026100.1.p
OG0011458	Dm_00012686-RA	Bevul.1G093400.1.p
OG0011461	Dm_00003254-RA	Bevul.5G163100.1.p
OG0011462	Dm_00004675-RA, Dm_00017576-RA	Bevul.9G152000.1.p, Bevul.9G152000.2.p
OG0011463	Dm_00019760-RA	Bevul.6G101400.1.p
OG0011464	Dm_00014608-RA	Bevul.6G018500.1.p
OG0011465	Dm_00002353-RA	Bevul.1G005200.1.p
OG0011466	Dm_00004899-RA	Bevul.4G189900.1.p
OG0011470	Dm_00019704-RA	Bevul.9G147600.1.p
OG0011472	Dm_00011563-RA	Bevul.3G034000.1.p
OG0011473	Dm_00010011-RA	Bevul.1G123300.1.p
OG0011475	Dm_00016754-RA	Bevul.9G221700.1.p
OG0011476	Dm_00019365-RA, Dm_00019364-RA	Bevul.6G153400.1.p
OG0011477	Dm_00002468-RA	Bevul.8G100000.1.p
OG0011478	Dm_00009469-RA	Bevul.6G083900.1.p
OG0011479	Dm_00016210-RA, Dm_00016033-RA	Bevul.1G218200.1.p
OG0011481	Dm_00007921-RA	Bevul.9G210400.1.p
OG0011482	Dm_00010261-RA	Bevul.4G183400.1.p
OG0011483	Dm_00000386-RA	Bevul.9G017200.1.p
OG0011484	Dm_00000158-RA	Bevul.1G042900.1.p
OG0011485	Dm_00004257-RA, Dm_00000370-RA	Bevul.9G007300.1.p, Bevul.9G007300.2.p
OG0011486	Dm_00006816-RA	Bevul.2G078000.1.p, Bevul.7G125900.1.p
OG0011487	Dm_00015673-RA	Bevul.9G222700.3.p, Bevul.9G222700.1.p, Bevul.9G222700.2.p
OG0011488	Dm_00014361-RA	Bevul.1G105100.1.p
OG0011489	Dm_00008448-RA, Dm_00001806-RA	Bevul.9G053800.1.p
OG0011491	Dm_00016988-RA	Bevul.1G173300.1.p
OG0011493	Dm_00005847-RA	Bevul.2G245100.1.p
OG0011494	Dm_00002212-RA	Bevul.6G089400.1.p
OG0011496	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA	Bevul.6G012000.1.p
OG0011497	Dm_00015156-RA	Bevul.1G002100.1.p
OG0011499	Dm_00015704-RA	Bevul.2G086700.1.p
OG0011500	Dm_00010243-RA	Bevul.9G213100.1.p, Bevul.9G213200.1.p
OG0011501	Dm_00010263-RA	Bevul.4G181900.1.p
OG0011502	Dm_00012426-RA	Bevul.6G085700.1.p
OG0011503	Dm_00012502-RA	Bevul.2G088400.1.p
OG0011505	Dm_00000911-RA	Bevul.6G217700.1.p
OG0011506	Dm_00007553-RA	Bevul.1G117000.1.p
OG0011507	Dm_00002718-RA	Bevul.1G205900.1.p
OG0011509	Dm_00005651-RA	Bevul.6G065900.1.p
OG0011511	Dm_00020375-RA	Bevul.8G044800.1.p
OG0011513	Dm_00001507-RA	Bevul.2G021400.1.p
OG0011515	Dm_00001532-RA	Bevul.4G009600.1.p
OG0011516	Dm_00005198-RA	Bevul.4G030900.1.p
OG0011517	Dm_00014916-RA	Bevul.4G063900.1.p
OG0011518	Dm_00005092-RA	Bevul.8G072400.1.p
OG0011523	Dm_00007962-RA	Bevul.9G074300.1.p
OG0011524	Dm_00017588-RA	Bevul.1G102100.1.p
OG0011525	Dm_00005190-RA	Bevul.4G001900.1.p
OG0011527	Dm_00012349-RA	Bevul.4G020900.1.p
OG0011529	Dm_00011459-RA	Bevul.7G198400.1.p
OG0011530	Dm_00004195-RA	Bevul.9G087900.1.p
OG0011534	Dm_00000349-RA	Bevul.8G084300.1.p
OG0011535	Dm_00019224-RA	Bevul.9G094700.1.p
OG0011537	Dm_00004917-RA	Bevul.8G109400.1.p
OG0011538	Dm_00002049-RA	Bevul.3G047700.1.p
OG0011539	Dm_00003694-RA	Bevul.5G170600.1.p
OG0011540	Dm_00010169-RA	Bevul.7G153700.1.p
OG0011542	Dm_00007953-RA	Bevul.2G002200.1.p
OG0011543	Dm_00005867-RA	Bevul.5G139800.1.p
OG0011546	Dm_00003981-RA	Bevul.1G136400.1.p
OG0011547	Dm_00003737-RA	Bevul.5G097800.1.p
OG0011548	Dm_00008948-RA	Bevul.5G166300.1.p
OG0011549	Dm_00003609-RA	Bevul.8G178500.1.p
OG0011550	Dm_00008291-RA	Bevul.2G124000.1.p
OG0011551	Dm_00010593-RA	Bevul.5G043800.1.p
OG0011552	Dm_00009637-RA	Bevul.1G013800.1.p
OG0011553	Dm_00017372-RA	Bevul.2G117900.1.p
OG0011554	Dm_00001935-RA	Bevul.6G129100.1.p
OG0011556	Dm_00013618-RA, Dm_00016575-RA	Bevul.4G231500.1.p, Bevul.3G037600.1.p
OG0011557	Dm_00014994-RA	Bevul.5G042400.1.p
OG0011558	Dm_00019880-RA	Bevul.3G143000.1.p
OG0011559	Dm_00002344-RA	Bevul.9G214600.1.p
OG0011560	Dm_00018127-RA	Bevul.8G190900.1.p
OG0011561	Dm_00017011-RA	Bevul.2G155800.1.p
OG0011562	Dm_00017808-RA	Bevul.8G134200.1.p
OG0011564	Dm_00010021-RA	Bevul.7G134700.1.p
OG0011566	Dm_00009504-RA	Bevul.1G139700.1.p
OG0011567	Dm_00000905-RA	Bevul.5G001000.1.p
OG0011569	Dm_00019822-RA	Bevul.4G111200.1.p
OG0011572	Dm_00012266-RA	Bevul.8G132900.1.p
OG0011573	Dm_00005404-RA	Bevul.8G193100.1.p
OG0011576	Dm_00004159-RA	Bevul.2G024900.1.p
OG0011579	Dm_00003081-RA	Bevul.3G074100.1.p
OG0011581	Dm_00004075-RA	Bevul.1G183300.1.p
OG0011582	Dm_00019992-RA	Bevul.1G186900.1.p
OG0011583	Dm_00016334-RA	Bevul.6G248300.1.p
