Orthogroup	D_muscipula.proteins	L_sativa.proteins
OG0009748	Dm_00001374-RA	Lsat_1_v5_gn_2_11660.1, Lsat_1_v5_gn_2_11660.3
OG0009749	Dm_00020570-RA, Dm_00008929-RA	Lsat_1_v5_gn_3_45301.4
OG0009750	Dm_00004951-RA	Lsat_1_v5_gn_7_91601.1
OG0009751	Dm_00018035-RA	Lsat_1_v5_gn_8_150960.1, Lsat_1_v5_gn_8_150960.3
OG0009752	Dm_00016738-RA	Lsat_1_v5_gn_8_151280.1, Lsat_1_v5_gn_8_151280.3
OG0009753	Dm_00000908-RA	Lsat_1_v5_gn_6_91340.1, Lsat_1_v5_gn_3_481.1, Lsat_1_v5_gn_3_481.2
OG0009754	Dm_00009639-RA	Lsat_1_v5_gn_2_121140.1
OG0009755	Dm_00002743-RA	Lsat_1_v5_gn_4_117501.2, Lsat_1_v5_gn_4_117501.1
OG0009756	Dm_00001537-RA	Lsat_1_v5_gn_7_26400.1, Lsat_1_v5_gn_7_26400.4
OG0009757	Dm_00008405-RA	Lsat_1_v5_gn_3_104821.1
OG0009759	Dm_00020217-RA	Lsat_1_v5_gn_4_3621.3, Lsat_1_v5_gn_4_3621.1
OG0009760	Dm_00008106-RA, Dm_00010794-RA	Lsat_1_v5_gn_1_12481.1, Lsat_1_v5_gn_1_12481.2
OG0009761	Dm_00007545-RA	Lsat_1_v5_gn_8_25721.1, Lsat_1_v5_gn_8_25721.3
OG0009762	Dm_00014497-RA	Lsat_1_v5_gn_3_136741.1
OG0009763	Dm_00017684-RA	Lsat_1_v5_gn_9_11301.1
OG0009764	Dm_00011871-RA	Lsat_1_v5_gn_3_32320.1, Lsat_1_v5_gn_3_32320.2
OG0009765	Dm_00002526-RA, Dm_00002525-RA	Lsat_1_v5_gn_1_80721.4, Lsat_1_v5_gn_1_80721.5
OG0009766	Dm_00003150-RA	Lsat_1_v5_gn_9_87001.1, Lsat_1_v5_gn_9_87001.3
OG0009767	Dm_00006927-RA	Lsat_1_v5_gn_1_25180.3, Lsat_1_v5_gn_1_25180.1
OG0009768	Dm_00016519-RA	Lsat_1_v5_gn_8_93980.2, Lsat_1_v5_gn_8_93980.1, Lsat_1_v5_gn_8_93980.3
OG0009769	Dm_00014881-RA	Lsat_1_v5_gn_6_113441.1, Lsat_1_v5_gn_6_113441.2
OG0009771	Dm_00007463-RA	Lsat_1_v5_gn_5_9321.1, Lsat_1_v5_gn_5_9321.3
OG0009773	Dm_00003336-RA	Lsat_1_v5_gn_8_17501.2, Lsat_1_v5_gn_8_17501.1
OG0009774	Dm_00013476-RA	Lsat_1_v5_gn_4_65220.1
OG0009775	Dm_00017395-RA	Lsat_1_v5_gn_2_17720.1, Lsat_1_v5_gn_2_17720.2
OG0009776	Dm_00016241-RA	Lsat_1_v5_gn_5_148741.1, Lsat_1_v5_gn_5_148741.3, Lsat_1_v5_gn_5_148741.2
OG0009777	Dm_00007937-RA	Lsat_1_v5_gn_2_78121.1
OG0009778	Dm_00000516-RA	Lsat_1_v5_gn_5_37760.1, Lsat_1_v5_gn_5_37760.2
OG0009779	Dm_00008095-RA	Lsat_1_v5_gn_3_7621.3, Lsat_1_v5_gn_3_7621.1, Lsat_1_v5_gn_6_5820.1, Lsat_1_v5_gn_6_5820.3
OG0009780	Dm_00000148-RA	Lsat_1_v5_gn_2_5041.1
OG0009781	Dm_00013567-RA	Lsat_1_v5_gn_9_4841.1, Lsat_1_v5_gn_9_4841.3
OG0009783	Dm_00000904-RA	Lsat_1_v5_gn_5_187960.1
OG0009784	Dm_00017019-RA	Lsat_1_v5_gn_3_122920.2
OG0009785	Dm_00003243-RA, Dm_00009000-RA	Lsat_1_v5_gn_1_8320.1
OG0009786	Dm_00000151-RA	Lsat_1_v5_gn_9_45181.2, Lsat_1_v5_gn_9_45181.1
OG0009787	Dm_00004598-RA	Lsat_1_v5_gn_1_31041.1
OG0009788	Dm_00010909-RA	Lsat_1_v5_gn_3_29520.3, Lsat_1_v5_gn_3_29520.1
OG0009789	Dm_00014063-RA	Lsat_1_v5_gn_9_66761.1, Lsat_1_v5_gn_9_66761.4
OG0009790	Dm_00008113-RA	Lsat_1_v5_gn_6_109640.1, Lsat_1_v5_gn_6_109640.2
OG0009791	Dm_00020522-RA	Lsat_1_v5_gn_9_11700.2, Lsat_1_v5_gn_9_11700.1
OG0009792	Dm_00009249-RA	Lsat_1_v5_gn_9_118481.1, Lsat_1_v5_gn_9_118481.3
OG0009793	Dm_00006092-RA	Lsat_1_v5_gn_4_171900.1
OG0009794	Dm_00014216-RA	Lsat_1_v5_gn_2_88141.1, Lsat_1_v5_gn_2_88141.3
OG0009795	Dm_00014976-RA	Lsat_1_v5_gn_4_156001.1, Lsat_1_v5_gn_4_156001.2, Lsat_1_v5_gn_2_81141.2, Lsat_1_v5_gn_2_81141.1, Lsat_1_v5_gn_4_15520.1
OG0009796	Dm_00000228-RA	Lsat_1_v5_gn_9_47440.2, Lsat_1_v5_gn_9_47440.1
OG0009797	Dm_00011555-RA	Lsat_1_v5_gn_2_12320.1, Lsat_1_v5_gn_2_12320.2, Lsat_1_v5_gn_2_12320.3
OG0009799	Dm_00000968-RA	Lsat_1_v5_gn_1_32701.1
OG0009800	Dm_00011551-RA	Lsat_1_v5_gn_8_36601.1
OG0009801	Dm_00013043-RA	Lsat_1_v5_gn_5_107281.1
OG0009802	Dm_00001213-RA	Lsat_1_v5_gn_5_26860.1, Lsat_1_v5_gn_5_23180.1
OG0009803	Dm_00008278-RA	Lsat_1_v5_gn_8_52120.1, Lsat_1_v5_gn_8_52120.2
OG0009805	Dm_00000409-RA	Lsat_1_v5_gn_4_134121.3, Lsat_1_v5_gn_4_134121.1, Lsat_1_v5_gn_2_37640.1
OG0009806	Dm_00001310-RA	Lsat_1_v5_gn_0_9321.1
OG0009807	Dm_00002011-RA	Lsat_1_v5_gn_1_10961.1, Lsat_1_v5_gn_1_10961.3
OG0009808	Dm_00007978-RA	Lsat_1_v5_gn_4_10660.3, Lsat_1_v5_gn_4_10660.1
OG0009809	Dm_00000387-RA, Dm_00001943-RA	Lsat_1_v5_gn_8_35220.1
OG0009810	Dm_00003270-RA	Lsat_1_v5_gn_4_13901.2
OG0009811	Dm_00013795-RA	Lsat_1_v5_gn_4_66781.1, Lsat_1_v5_gn_4_75140.1
OG0009812	Dm_00009173-RA	Lsat_1_v5_gn_3_19540.2, Lsat_1_v5_gn_3_19540.1
OG0009813	Dm_00020840-RA	Lsat_1_v5_gn_3_81200.1, Lsat_1_v5_gn_3_81200.3
OG0009814	Dm_00019009-RA	Lsat_1_v5_gn_8_145021.1
OG0009816	Dm_00017127-RA	Lsat_1_v5_gn_8_64640.1
OG0009817	Dm_00013378-RA, Dm_00017760-RA	Lsat_1_v5_gn_3_15861.1
OG0009818	Dm_00014111-RA	Lsat_1_v5_gn_3_51640.1
OG0009819	Dm_00013870-RA	Lsat_1_v5_gn_2_93120.1, Lsat_1_v5_gn_2_93120.2
OG0009820	Dm_00008788-RA	Lsat_1_v5_gn_4_75841.2, Lsat_1_v5_gn_4_75841.1
OG0009821	Dm_00001844-RA	Lsat_1_v5_gn_1_28960.1, Lsat_1_v5_gn_1_28960.2
OG0009822	Dm_00015411-RA	Lsat_1_v5_gn_3_83040.1, Lsat_1_v5_gn_3_83040.4, Lsat_1_v5_gn_3_83040.3, Lsat_1_v5_gn_3_83040.2
OG0009823	Dm_00009556-RA	Lsat_1_v5_gn_2_90800.3, Lsat_1_v5_gn_2_90800.1
OG0009824	Dm_00005631-RA, Dm_00005635-RA	Lsat_1_v5_gn_1_28241.1
OG0009825	Dm_00008425-RA	Lsat_1_v5_gn_4_24241.1, Lsat_1_v5_gn_4_24241.2
OG0009827	Dm_00013047-RA	Lsat_1_v5_gn_3_131600.3, Lsat_1_v5_gn_3_131600.2, Lsat_1_v5_gn_3_131600.1
OG0009828	Dm_00009899-RA	Lsat_1_v5_gn_4_20860.1
OG0009829	Dm_00003169-RA	Lsat_1_v5_gn_3_53800.1, Lsat_1_v5_gn_3_53800.2
OG0009831	Dm_00008558-RA	Lsat_1_v5_gn_3_49880.3, Lsat_1_v5_gn_3_49880.1, Lsat_1_v5_gn_3_49880.2
OG0009832	Dm_00001940-RA	Lsat_1_v5_gn_3_53521.1
OG0009833	Dm_00008418-RA	Lsat_1_v5_gn_3_49280.1, Lsat_1_v5_gn_3_49280.2
OG0009834	Dm_00004415-RA, Dm_00006411-RA	Lsat_1_v5_gn_8_43480.1
OG0009835	Dm_00009555-RA, Dm_00017604-RA	Lsat_1_v5_gn_2_86700.3, Lsat_1_v5_gn_2_86700.1
OG0009836	Dm_00013971-RA	Lsat_1_v5_gn_6_94980.1
OG0009837	Dm_00016240-RA	Lsat_1_v5_gn_9_45861.1
OG0009838	Dm_00009670-RA, Dm_00017128-RA	Lsat_1_v5_gn_1_42081.1, Lsat_1_v5_gn_4_69821.1
OG0009840	Dm_00000866-RA, Dm_00001497-RA	Lsat_1_v5_gn_9_30321.3, Lsat_1_v5_gn_9_30321.1
OG0009841	Dm_00011782-RA	Lsat_1_v5_gn_1_13380.2, Lsat_1_v5_gn_1_13380.1, Lsat_1_v5_gn_4_109800.1
OG0009842	Dm_00004755-RA, Dm_00004209-RA, Dm_00005965-RA	Lsat_1_v5_gn_4_9400.1, Lsat_1_v5_gn_8_163340.1
OG0009843	Dm_00018025-RA	Lsat_1_v5_gn_8_49161.2, Lsat_1_v5_gn_8_49161.1
OG0009845	Dm_00003183-RA	Lsat_1_v5_gn_3_53741.3, Lsat_1_v5_gn_3_53741.1
OG0009847	Dm_00020285-RA, Dm_00012521-RA	Lsat_1_v5_gn_3_23361.2, Lsat_1_v5_gn_3_23361.1
OG0009848	Dm_00018020-RA	Lsat_1_v5_gn_1_13001.1
OG0009849	Dm_00020614-RA	Lsat_1_v5_gn_3_35560.3, Lsat_1_v5_gn_3_35560.1
OG0009851	Dm_00002188-RA	Lsat_1_v5_gn_8_46800.1, Lsat_1_v5_gn_8_46800.3
OG0009852	Dm_00007621-RA	Lsat_1_v5_gn_8_155581.2, Lsat_1_v5_gn_8_155581.1, Lsat_1_v5_gn_4_5541.1
OG0009853	Dm_00014989-RA	Lsat_1_v5_gn_3_129561.1, Lsat_1_v5_gn_3_129561.3
OG0009854	Dm_00014010-RA	Lsat_1_v5_gn_2_17460.1
OG0009855	Dm_00015914-RA	Lsat_1_v5_gn_3_36300.3, Lsat_1_v5_gn_3_36300.1
OG0009856	Dm_00011955-RA	Lsat_1_v5_gn_5_17580.1
OG0009859	Dm_00013667-RA	Lsat_1_v5_gn_0_10661.1
OG0009860	Dm_00009643-RA	Lsat_1_v5_gn_3_34561.3, Lsat_1_v5_gn_3_34561.1
OG0009861	Dm_00020264-RA	Lsat_1_v5_gn_7_91800.1
OG0009862	Dm_00012259-RA	Lsat_1_v5_gn_4_73100.1, Lsat_1_v5_gn_4_73100.3
OG0009863	Dm_00001712-RA	Lsat_1_v5_gn_8_41240.3, Lsat_1_v5_gn_8_41240.1
OG0009864	Dm_00009567-RA, Dm_00008329-RA	Lsat_1_v5_gn_0_37081.1
OG0009866	Dm_00002846-RA	Lsat_1_v5_gn_3_69520.3
OG0009867	Dm_00006740-RA	Lsat_1_v5_gn_8_39840.1, Lsat_1_v5_gn_4_17961.1
OG0009868	Dm_00015220-RA	Lsat_1_v5_gn_5_22480.1, Lsat_1_v5_gn_4_111021.2, Lsat_1_v5_gn_4_111021.1
OG0009869	Dm_00007958-RA	Lsat_1_v5_gn_8_33920.1, Lsat_1_v5_gn_8_33920.2
OG0009870	Dm_00016006-RA	Lsat_1_v5_gn_1_3240.1
OG0009871	Dm_00010414-RA	Lsat_1_v5_gn_2_71861.1
OG0009872	Dm_00014301-RA	Lsat_1_v5_gn_8_1500.3, Lsat_1_v5_gn_8_1500.2, Lsat_1_v5_gn_8_1500.1
OG0009873	Dm_00014371-RA	Lsat_1_v5_gn_6_13001.1, Lsat_1_v5_gn_6_13001.2, Lsat_1_v5_gn_6_13001.3
OG0009875	Dm_00001991-RA	Lsat_1_v5_gn_3_54060.1
OG0009876	Dm_00010060-RA	Lsat_1_v5_gn_8_114921.2, Lsat_1_v5_gn_3_69640.1
OG0009877	Dm_00016109-RA	Lsat_1_v5_gn_4_177001.2, Lsat_1_v5_gn_4_177001.1
OG0009878	Dm_00017793-RA	Lsat_1_v5_gn_2_69340.1, Lsat_1_v5_gn_2_69340.3
OG0009879	Dm_00007452-RA	Lsat_1_v5_gn_3_51321.3, Lsat_1_v5_gn_3_51321.1
OG0009880	Dm_00012821-RA	Lsat_1_v5_gn_1_11380.3, Lsat_1_v5_gn_1_11380.1
OG0009881	Dm_00014399-RA	Lsat_1_v5_gn_4_155160.1
OG0009883	Dm_00006819-RA	Lsat_1_v5_gn_4_153000.1, Lsat_1_v5_gn_4_153000.2
OG0009885	Dm_00003636-RA	Lsat_1_v5_gn_8_31840.1
OG0009897	Dm_00011615-RA	Lsat_1_v5_gn_7_5341.2, Lsat_1_v5_gn_7_5341.1
OG0009899	Dm_00014002-RA, Dm_00014776-RA	Lsat_1_v5_gn_5_163520.3, Lsat_1_v5_gn_5_163520.1
OG0009900	Dm_00011644-RA	Lsat_1_v5_gn_5_189660.1, Lsat_1_v5_gn_5_189660.3
OG0009902	Dm_00004989-RA	Lsat_1_v5_gn_4_52940.1
OG0009904	Dm_00009933-RA	Lsat_1_v5_gn_7_20320.1
OG0009905	Dm_00020837-RA	Lsat_1_v5_gn_5_137560.1, Lsat_1_v5_gn_4_89300.1, Lsat_1_v5_gn_1_39740.1, Lsat_1_v5_gn_1_39620.1
OG0009906	Dm_00005328-RA	Lsat_1_v5_gn_3_90340.1
OG0009909	Dm_00002022-RA	Lsat_1_v5_gn_1_78460.1, Lsat_1_v5_gn_1_78460.3, Lsat_1_v5_gn_1_78460.2
OG0009911	Dm_00005935-RA	Lsat_1_v5_gn_8_83920.1
OG0009912	Dm_00006741-RA, Dm_00007251-RA	Lsat_1_v5_gn_8_39160.1, Lsat_1_v5_gn_3_59640.1
OG0009922	Dm_00007217-RA	Lsat_1_v5_gn_1_128681.1, Lsat_1_v5_gn_1_128681.3, Lsat_1_v5_gn_4_59720.1
OG0009954	Dm_00010295-RA	Lsat_1_v5_gn_5_76980.1, Lsat_1_v5_gn_5_76980.3
OG0009956	Dm_00000062-RA	Lsat_1_v5_gn_6_33880.1
OG0009958	Dm_00012217-RA	Lsat_1_v5_gn_6_118320.1
OG0009962	Dm_00019155-RA	Lsat_1_v5_gn_5_147161.2
OG0009963	Dm_00012600-RA	Lsat_1_v5_gn_5_145221.1, Lsat_1_v5_gn_5_145221.3
OG0009964	Dm_00009426-RA	Lsat_1_v5_gn_5_76940.2, Lsat_1_v5_gn_5_76940.1
OG0009965	Dm_00020444-RA	Lsat_1_v5_gn_5_73880.1
OG0009966	Dm_00016886-RA	Lsat_1_v5_gn_5_89980.1
OG0009968	Dm_00012840-RA	Lsat_1_v5_gn_1_76101.1
OG0009969	Dm_00003867-RA	Lsat_1_v5_gn_6_38861.2, Lsat_1_v5_gn_6_38861.1, Lsat_1_v5_gn_6_38861.3
OG0009970	Dm_00014701-RA	Lsat_1_v5_gn_8_109221.1
OG0009971	Dm_00002013-RA	Lsat_1_v5_gn_2_48240.3, Lsat_1_v5_gn_2_48240.1
OG0009972	Dm_00012962-RA	Lsat_1_v5_gn_6_33220.2, Lsat_1_v5_gn_6_33220.1
OG0009973	Dm_00000808-RA	Lsat_1_v5_gn_8_74921.1, Lsat_1_v5_gn_8_74941.5
OG0009974	Dm_00020184-RA	Lsat_1_v5_gn_7_76380.3, Lsat_1_v5_gn_7_76380.1
OG0009975	Dm_00003128-RA	Lsat_1_v5_gn_5_165480.2, Lsat_1_v5_gn_5_165480.1
OG0009977	Dm_00002792-RA, Dm_00000514-RA	Lsat_1_v5_gn_8_34821.1
OG0009979	Dm_00004085-RA	Lsat_1_v5_gn_4_31601.2, Lsat_1_v5_gn_4_31601.1
OG0009980	Dm_00017563-RA	Lsat_1_v5_gn_7_66041.1
OG0009982	Dm_00014992-RA	Lsat_1_v5_gn_8_63301.3, Lsat_1_v5_gn_8_63301.1
OG0009983	Dm_00006181-RA	Lsat_1_v5_gn_3_74320.1, Lsat_1_v5_gn_2_78961.3, Lsat_1_v5_gn_2_78961.1
OG0009984	Dm_00004040-RA	Lsat_1_v5_gn_5_68360.2, Lsat_1_v5_gn_5_68360.1
OG0009985	Dm_00017132-RA	Lsat_1_v5_gn_6_117760.3, Lsat_1_v5_gn_6_117760.1
OG0009988	Dm_00009672-RA	Lsat_1_v5_gn_6_7360.3, Lsat_1_v5_gn_6_7360.1
OG0009990	Dm_00018138-RA, Dm_00010922-RA	Lsat_1_v5_gn_7_3921.1
OG0009992	Dm_00012376-RA	Lsat_1_v5_gn_9_4540.1
OG0009993	Dm_00005691-RA	Lsat_1_v5_gn_9_20021.1, Lsat_1_v5_gn_8_70961.2, Lsat_1_v5_gn_8_70961.1
OG0009994	Dm_00007993-RA	Lsat_1_v5_gn_8_14881.1
OG0009995	Dm_00004506-RA	Lsat_1_v5_gn_6_30481.2, Lsat_1_v5_gn_6_30481.1
OG0009996	Dm_00017051-RA, Dm_00017050-RA	Lsat_1_v5_gn_1_100901.1
OG0009998	Dm_00011608-RA, Dm_00016983-RA	Lsat_1_v5_gn_8_81540.1
OG0010002	Dm_00007393-RA	Lsat_1_v5_gn_2_96480.2, Lsat_1_v5_gn_2_96480.1
OG0010003	Dm_00015170-RA	Lsat_1_v5_gn_8_57120.3, Lsat_1_v5_gn_8_57120.1
OG0010004	Dm_00017876-RA	Lsat_1_v5_gn_8_88081.1, Lsat_1_v5_gn_8_88021.1
OG0010005	Dm_00017909-RA	Lsat_1_v5_gn_1_116501.1, Lsat_1_v5_gn_1_116501.4
OG0010006	Dm_00001977-RA	Lsat_1_v5_gn_2_16321.1, Lsat_1_v5_gn_2_16321.2
OG0010008	Dm_00019825-RA	Lsat_1_v5_gn_0_40840.3, Lsat_1_v5_gn_0_40840.1
OG0010009	Dm_00000579-RA	Lsat_1_v5_gn_9_123500.2, Lsat_1_v5_gn_9_123500.1
OG0010010	Dm_00018741-RA	Lsat_1_v5_gn_6_63381.1
OG0010013	Dm_00002116-RA	Lsat_1_v5_gn_8_116060.1
OG0010014	Dm_00011227-RA	Lsat_1_v5_gn_9_14381.1
OG0010016	Dm_00007918-RA	Lsat_1_v5_gn_5_50601.1, Lsat_1_v5_gn_5_50720.1, Lsat_1_v5_gn_5_50720.2
OG0010018	Dm_00010007-RA	Lsat_1_v5_gn_7_61700.1
OG0010019	Dm_00006537-RA	Lsat_1_v5_gn_2_2920.1, Lsat_1_v5_gn_9_1861.3, Lsat_1_v5_gn_9_1861.1
OG0010020	Dm_00012004-RA	Lsat_1_v5_gn_9_26900.1
OG0010021	Dm_00007919-RA	Lsat_1_v5_gn_1_77501.3, Lsat_1_v5_gn_1_77501.1
OG0010024	Dm_00019117-RA	Lsat_1_v5_gn_2_121620.1
OG0010025	Dm_00016271-RA	Lsat_1_v5_gn_5_185321.1
OG0010026	Dm_00000061-RA	Lsat_1_v5_gn_8_89541.1, Lsat_1_v5_gn_8_89541.3
OG0010027	Dm_00004141-RA	Lsat_1_v5_gn_6_66140.1
OG0010028	Dm_00001115-RA	Lsat_1_v5_gn_9_17980.3, Lsat_1_v5_gn_9_17980.1, Lsat_1_v5_gn_8_87840.1
OG0010029	Dm_00000565-RA	Lsat_1_v5_gn_2_64300.2, Lsat_1_v5_gn_2_64300.1
OG0010030	Dm_00017699-RA	Lsat_1_v5_gn_1_52961.1, Lsat_1_v5_gn_1_52961.3
OG0010031	Dm_00010758-RA	Lsat_1_v5_gn_8_73421.1
OG0010032	Dm_00004980-RA	Lsat_1_v5_gn_5_153460.1
OG0010033	Dm_00008924-RA	Lsat_1_v5_gn_5_181040.1, Lsat_1_v5_gn_5_181040.3
OG0010034	Dm_00008123-RA	Lsat_1_v5_gn_3_24941.2, Lsat_1_v5_gn_3_24941.1, Lsat_1_v5_gn_3_24941.3
OG0010035	Dm_00010140-RA	Lsat_1_v5_gn_1_9920.1
OG0010036	Dm_00020967-RA	Lsat_1_v5_gn_2_119201.1
OG0010038	Dm_00017333-RA	Lsat_1_v5_gn_4_159481.3, Lsat_1_v5_gn_4_159481.1, Lsat_1_v5_gn_4_159481.2
OG0010039	Dm_00016973-RA, Dm_00020195-RA	Lsat_1_v5_gn_4_170400.3, Lsat_1_v5_gn_4_170400.1, Lsat_1_v5_gn_2_87640.1
OG0010040	Dm_00016638-RA	Lsat_1_v5_gn_7_4881.1, Lsat_1_v5_gn_7_4881.3
OG0010041	Dm_00013302-RA	Lsat_1_v5_gn_8_125620.1
OG0010042	Dm_00007889-RA	Lsat_1_v5_gn_2_18420.1, Lsat_1_v5_gn_2_18420.3
OG0010043	Dm_00010218-RA	Lsat_1_v5_gn_9_14701.1, Lsat_1_v5_gn_5_174161.1, Lsat_1_v5_gn_0_22380.1, Lsat_1_v5_gn_7_29500.1
OG0010046	Dm_00013362-RA, Dm_00013361-RA	Lsat_1_v5_gn_1_58840.1
OG0010047	Dm_00018925-RA	Lsat_1_v5_gn_9_26201.1
OG0010048	Dm_00012684-RA	Lsat_1_v5_gn_4_87281.4, Lsat_1_v5_gn_4_87281.1, Lsat_1_v5_gn_4_87281.2
OG0010049	Dm_00004998-RA, Dm_00016526-RA	Lsat_1_v5_gn_5_93541.1
OG0010050	Dm_00019513-RA	Lsat_1_v5_gn_7_66020.1, Lsat_1_v5_gn_7_66020.3
OG0010051	Dm_00015601-RA	Lsat_1_v5_gn_9_26100.1
OG0010052	Dm_00018174-RA	Lsat_1_v5_gn_5_49321.3, Lsat_1_v5_gn_5_49321.1
OG0010053	Dm_00014377-RA	Lsat_1_v5_gn_5_159240.1
OG0010054	Dm_00016887-RA	Lsat_1_v5_gn_5_163881.4, Lsat_1_v5_gn_9_27580.1
OG0010055	Dm_00000105-RA	Lsat_1_v5_gn_3_11160.1
OG0010056	Dm_00017235-RA	Lsat_1_v5_gn_1_59740.3, Lsat_1_v5_gn_1_59740.1, Lsat_1_v5_gn_6_37360.1
OG0010058	Dm_00012855-RA	Lsat_1_v5_gn_8_53441.1
OG0010059	Dm_00001230-RA	Lsat_1_v5_gn_9_46040.3, Lsat_1_v5_gn_9_46040.1
OG0010060	Dm_00015177-RA	Lsat_1_v5_gn_2_41360.1
OG0010061	Dm_00003032-RA	Lsat_1_v5_gn_0_34641.1, Lsat_1_v5_gn_0_34641.3
OG0010063	Dm_00015886-RA	Lsat_1_v5_gn_1_82081.1
OG0010065	Dm_00008135-RA	Lsat_1_v5_gn_3_121781.3, Lsat_1_v5_gn_3_121781.1
OG0010066	Dm_00015507-RA	Lsat_1_v5_gn_9_115340.1, Lsat_1_v5_gn_9_115360.2
OG0010067	Dm_00000122-RA	Lsat_1_v5_gn_2_6800.1
OG0010068	Dm_00005563-RA	Lsat_1_v5_gn_1_10340.1
OG0010069	Dm_00016130-RA	Lsat_1_v5_gn_5_183861.2, Lsat_1_v5_gn_5_183861.1
OG0010071	Dm_00004974-RA	Lsat_1_v5_gn_8_120400.3
OG0010072	Dm_00009163-RA	Lsat_1_v5_gn_6_69620.1
OG0010073	Dm_00014389-RA	Lsat_1_v5_gn_1_2401.3, Lsat_1_v5_gn_1_2401.1
OG0010074	Dm_00002238-RA	Lsat_1_v5_gn_2_75281.1
OG0010076	Dm_00016908-RA	Lsat_1_v5_gn_6_35480.1
OG0010077	Dm_00006620-RA	Lsat_1_v5_gn_6_101281.3
OG0010078	Dm_00017637-RA	Lsat_1_v5_gn_5_34541.1
OG0010079	Dm_00011541-RA, Dm_00009391-RA	Lsat_1_v5_gn_4_151201.2, Lsat_1_v5_gn_4_151201.1
OG0010081	Dm_00018079-RA, Dm_00002413-RA	Lsat_1_v5_gn_2_85661.1
OG0010082	Dm_00000124-RA	Lsat_1_v5_gn_2_6961.1, Lsat_1_v5_gn_8_29221.1
OG0010083	Dm_00014012-RA	Lsat_1_v5_gn_4_73880.1
OG0010086	Dm_00006599-RA	Lsat_1_v5_gn_4_160781.1
OG0010087	Dm_00005735-RA	Lsat_1_v5_gn_3_126721.1, Lsat_1_v5_gn_3_126721.2, Lsat_1_v5_gn_3_126721.3, Lsat_1_v5_gn_8_7740.1
OG0010088	Dm_00004699-RA	Lsat_1_v5_gn_2_74520.1
OG0010089	Dm_00002649-RA	Lsat_1_v5_gn_4_166281.1
OG0010090	Dm_00007720-RA	Lsat_1_v5_gn_1_5181.1
OG0010091	Dm_00013419-RA	Lsat_1_v5_gn_7_96961.1, Lsat_1_v5_gn_7_96961.2
OG0010092	Dm_00013976-RA	Lsat_1_v5_gn_3_86620.2, Lsat_1_v5_gn_3_86620.1
OG0010093	Dm_00012983-RA	Lsat_1_v5_gn_1_10021.2, Lsat_1_v5_gn_1_10021.1
OG0010095	Dm_00003233-RA	Lsat_1_v5_gn_8_13101.1
OG0010096	Dm_00012280-RA	Lsat_1_v5_gn_2_20941.1, Lsat_1_v5_gn_2_20941.2, Lsat_1_v5_gn_3_71540.3, Lsat_1_v5_gn_3_71540.1
OG0010097	Dm_00003168-RA, Dm_00012788-RA	Lsat_1_v5_gn_2_69960.1, Lsat_1_v5_gn_2_69960.2, Lsat_1_v5_gn_2_69960.3
OG0010100	Dm_00007390-RA	Lsat_1_v5_gn_4_140001.1
OG0010101	Dm_00019337-RA, Dm_00018889-RA	Lsat_1_v5_gn_1_15020.1
OG0010102	Dm_00000191-RA, Dm_00000421-RA	Lsat_1_v5_gn_9_49980.1, Lsat_1_v5_gn_2_135020.1
OG0010103	Dm_00012816-RA	Lsat_1_v5_gn_6_112740.1
OG0010104	Dm_00018890-RA	Lsat_1_v5_gn_2_67361.1, Lsat_1_v5_gn_2_67361.3
OG0010106	Dm_00001255-RA	Lsat_1_v5_gn_2_6021.1
OG0010107	Dm_00018409-RA	Lsat_1_v5_gn_3_63100.1, Lsat_1_v5_gn_2_69680.1, Lsat_1_v5_gn_4_76221.1
OG0010108	Dm_00012082-RA, Dm_00010134-RA	Lsat_1_v5_gn_9_115780.1
OG0010110	Dm_00004847-RA	Lsat_1_v5_gn_9_41341.3, Lsat_1_v5_gn_9_41341.1, Lsat_1_v5_gn_9_41341.2
OG0010112	Dm_00012202-RA	Lsat_1_v5_gn_3_88240.3, Lsat_1_v5_gn_3_88240.1, Lsat_1_v5_gn_3_88240.2
OG0010113	Dm_00012450-RA	Lsat_1_v5_gn_2_8601.3, Lsat_1_v5_gn_2_8601.1
OG0010114	Dm_00016207-RA	Lsat_1_v5_gn_4_144101.1
OG0010115	Dm_00003026-RA	Lsat_1_v5_gn_1_1301.1, Lsat_1_v5_gn_1_1301.2
OG0010116	Dm_00010203-RA	Lsat_1_v5_gn_2_82620.1, Lsat_1_v5_gn_2_82620.2, Lsat_1_v5_gn_3_86700.2, Lsat_1_v5_gn_3_86700.1
OG0010117	Dm_00008650-RA, Dm_00008651-RA	Lsat_1_v5_gn_4_25061.2, Lsat_1_v5_gn_4_25061.1, Lsat_1_v5_gn_4_25061.3
OG0010118	Dm_00006591-RA	Lsat_1_v5_gn_4_161620.1
OG0010120	Dm_00006229-RA	Lsat_1_v5_gn_8_137160.3, Lsat_1_v5_gn_8_137160.1
OG0010123	Dm_00001330-RA	Lsat_1_v5_gn_4_26660.1
OG0010124	Dm_00005466-RA	Lsat_1_v5_gn_9_90720.1, Lsat_1_v5_gn_9_90720.3
OG0010125	Dm_00003029-RA	Lsat_1_v5_gn_0_33081.1, Lsat_1_v5_gn_8_29900.1
OG0010126	Dm_00004063-RA	Lsat_1_v5_gn_7_30060.1
OG0010127	Dm_00000890-RA	Lsat_1_v5_gn_3_31540.1
