Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0009969	Dm_00003867-RA	VIT_206s0080g00450.1
OG0009970	Dm_00014701-RA	VIT_208s0040g00540.1
OG0009971	Dm_00002013-RA	VIT_205s0062g01110.1
OG0009972	Dm_00012962-RA	VIT_208s0040g02910.1
OG0009973	Dm_00000808-RA	VIT_208s0007g03010.2, VIT_208s0007g03010.1
OG0009974	Dm_00020184-RA	VIT_200s0227g00060.1
OG0009975	Dm_00003128-RA	VIT_205s0020g02460.1, VIT_205s0020g02460.2
OG0009977	Dm_00002792-RA, Dm_00000514-RA	VIT_214s0030g01900.1
OG0009979	Dm_00004085-RA	VIT_213s0064g00910.1, VIT_213s0064g00910.2
OG0009980	Dm_00017563-RA	VIT_205s0020g01410.1, VIT_205s0094g01280.2, VIT_205s0094g01280.1
OG0009982	Dm_00014992-RA	VIT_211s0037g00170.1
OG0009983	Dm_00006181-RA	VIT_204s0023g03310.1
OG0009984	Dm_00004040-RA	VIT_214s0081g00080.1
OG0009985	Dm_00017132-RA	VIT_205s0020g01060.1
OG0009987	Dm_00006972-RA	VIT_206s0009g00820.1
OG0009988	Dm_00009672-RA	VIT_205s0124g00240.1
OG0009990	Dm_00018138-RA, Dm_00010922-RA	VIT_215s0024g00070.1
OG0009992	Dm_00012376-RA	VIT_207s0104g00630.1
OG0009993	Dm_00005691-RA	VIT_206s0004g06630.1
OG0009994	Dm_00007993-RA	VIT_213s0019g02230.1
OG0009995	Dm_00004506-RA	VIT_213s0019g04150.1, VIT_208s0040g01920.1
OG0009996	Dm_00017051-RA, Dm_00017050-RA	VIT_213s0019g01770.1
OG0009998	Dm_00011608-RA, Dm_00016983-RA	VIT_208s0007g08800.1
OG0010001	Dm_00011505-RA	VIT_208s0007g08400.1
OG0010002	Dm_00007393-RA	VIT_212s0034g01110.1
OG0010003	Dm_00015170-RA	VIT_207s0151g00300.1
OG0010004	Dm_00017876-RA	VIT_217s0000g02070.1
OG0010005	Dm_00017909-RA	VIT_213s0084g00610.1
OG0010006	Dm_00001977-RA	VIT_204s0023g00080.2, VIT_204s0023g00080.1, VIT_204s0023g00080.3
OG0010008	Dm_00019825-RA	VIT_206s0004g07900.1
OG0010009	Dm_00000579-RA	VIT_214s0128g00490.3, VIT_214s0128g00490.5, VIT_214s0128g00490.4, VIT_214s0128g00490.2, VIT_214s0128g00490.1
OG0010010	Dm_00018741-RA	VIT_205s0051g00830.1
OG0010013	Dm_00002116-RA	VIT_214s0030g00010.4, VIT_214s0030g00010.2, VIT_214s0030g00010.1
OG0010014	Dm_00011227-RA	VIT_206s0004g07730.1
OG0010016	Dm_00007918-RA	VIT_205s0020g01910.1
OG0010018	Dm_00010007-RA	VIT_208s0040g00410.3, VIT_208s0040g00410.2
OG0010019	Dm_00006537-RA	VIT_207s0104g00720.2, VIT_207s0104g00720.1, VIT_207s0104g00720.3
OG0010020	Dm_00012004-RA	VIT_208s0007g07030.1, VIT_208s0007g07030.2
OG0010021	Dm_00007919-RA	VIT_205s0102g00700.2, VIT_205s0102g00700.1
OG0010023	Dm_00000537-RA	VIT_214s0030g01280.2, VIT_214s0030g01280.1, VIT_214s0030g01280.4, VIT_214s0030g01280.3
OG0010024	Dm_00019117-RA	VIT_213s0019g03460.1
OG0010025	Dm_00016271-RA	VIT_200s0179g00220.1
OG0010026	Dm_00000061-RA	VIT_200s0184g00050.1
OG0010027	Dm_00004141-RA	VIT_210s0071g00740.1, VIT_210s0071g00740.2
OG0010029	Dm_00000565-RA	VIT_214s0128g00310.1
OG0010030	Dm_00017699-RA	VIT_208s0040g01630.1
OG0010031	Dm_00010758-RA	VIT_206s0004g05040.1
OG0010032	Dm_00004980-RA	VIT_208s0056g00050.1
OG0010033	Dm_00008924-RA	VIT_209s0002g02930.1, VIT_209s0002g02930.2, VIT_209s0002g02930.3
OG0010034	Dm_00008123-RA	VIT_205s0062g01170.1
OG0010035	Dm_00010140-RA	VIT_218s0001g15530.1
OG0010036	Dm_00020967-RA	VIT_213s0019g01100.1
OG0010038	Dm_00017333-RA	VIT_200s0558g00030.2, VIT_200s0558g00030.1
OG0010039	Dm_00016973-RA, Dm_00020195-RA	VIT_208s0007g00190.1
OG0010040	Dm_00016638-RA	VIT_217s0000g01960.1
OG0010041	Dm_00013302-RA	VIT_203s0038g01490.2, VIT_203s0038g01490.1
OG0010042	Dm_00007889-RA	VIT_208s0007g04460.1, VIT_208s0007g04460.2
OG0010043	Dm_00010218-RA	VIT_206s0004g07440.1
OG0010046	Dm_00013362-RA, Dm_00013361-RA	VIT_208s0007g07100.2, VIT_208s0007g07100.1
OG0010047	Dm_00018925-RA	VIT_208s0007g06470.1
OG0010048	Dm_00012684-RA	VIT_207s0005g00470.1
OG0010049	Dm_00016526-RA	VIT_204s0008g06510.1
OG0010050	Dm_00019513-RA	VIT_205s0020g04160.1
OG0010051	Dm_00015601-RA	VIT_208s0007g06640.2, VIT_208s0007g06640.3, VIT_208s0007g06640.1, VIT_208s0007g06690.1
OG0010052	Dm_00018174-RA	VIT_205s0020g02430.1
OG0010053	Dm_00014377-RA	VIT_208s0007g05690.1
OG0010054	Dm_00016887-RA	VIT_208s0007g07900.1
OG0010055	Dm_00000105-RA	VIT_207s0151g01000.1, VIT_205s0020g03180.1
OG0010056	Dm_00017235-RA	VIT_208s0007g07350.1
OG0010058	Dm_00012855-RA	VIT_207s0005g00240.1, VIT_203s0063g01300.1
OG0010059	Dm_00001230-RA	VIT_204s0043g00830.3, VIT_204s0043g00830.2, VIT_204s0043g00830.1
OG0010060	Dm_00015177-RA	VIT_205s0049g01880.1
OG0010063	Dm_00015886-RA	VIT_207s0031g02550.1
OG0010065	Dm_00008135-RA	VIT_204s0044g00540.2, VIT_204s0044g00540.1
OG0010066	Dm_00015507-RA	VIT_211s0078g00180.1
OG0010067	Dm_00000122-RA	VIT_218s0001g00890.1
OG0010068	Dm_00005563-RA	VIT_218s0001g01550.1, VIT_215s0048g00100.1, VIT_218s0001g01560.1, VIT_218s0001g01560.2
OG0010069	Dm_00016130-RA	VIT_200s1336g00020.1, VIT_200s0227g00020.1
OG0010070	Dm_00004905-RA	VIT_204s0044g01240.1
OG0010071	Dm_00004974-RA	VIT_203s0038g03640.1, VIT_203s0038g03640.2, VIT_203s0038g03640.3
OG0010072	Dm_00009163-RA	VIT_218s0001g12910.1
OG0010073	Dm_00014389-RA	VIT_218s0001g07100.1
OG0010074	Dm_00002238-RA	VIT_200s0338g00050.1
OG0010075	Dm_00009618-RA	VIT_218s0001g11040.2, VIT_218s0001g11040.1
OG0010076	Dm_00016908-RA	VIT_218s0001g02740.1
OG0010077	Dm_00006620-RA	VIT_218s0001g02580.1
OG0010079	Dm_00011541-RA, Dm_00009391-RA	VIT_204s0023g01940.1, VIT_204s0023g01940.2
OG0010081	Dm_00018079-RA, Dm_00002413-RA	VIT_207s0031g00040.1
OG0010082	Dm_00000124-RA	VIT_218s0001g00840.1
OG0010083	Dm_00014012-RA	VIT_204s0008g01350.1
OG0010084	Dm_00018794-RA	VIT_200s0415g00070.1
OG0010086	Dm_00006599-RA	VIT_207s0129g00190.1
OG0010087	Dm_00005735-RA	VIT_204s0044g01690.1
OG0010088	Dm_00004699-RA	VIT_200s1360g00010.1
OG0010089	Dm_00002649-RA	VIT_207s0031g00630.1
OG0010090	Dm_00007720-RA	VIT_218s0157g00050.1
OG0010091	Dm_00013419-RA	VIT_212s0057g00970.1
OG0010092	Dm_00013976-RA	VIT_200s0471g00030.3, VIT_200s0471g00030.2, VIT_200s0471g00030.1
OG0010093	Dm_00012983-RA	VIT_218s0001g02750.1
OG0010095	Dm_00003233-RA	VIT_215s0046g00350.2, VIT_215s0046g00350.4, VIT_215s0046g00350.1, VIT_215s0046g00350.3
OG0010096	Dm_00012280-RA	VIT_200s0510g00010.1
OG0010097	Dm_00003168-RA, Dm_00012788-RA	VIT_218s0001g14960.1
OG0010100	Dm_00007390-RA	VIT_204s0044g00890.1, VIT_204s0044g00890.3, VIT_204s0044g00890.2
OG0010101	Dm_00019337-RA, Dm_00018889-RA	VIT_207s0031g01560.1
OG0010102	Dm_00000191-RA, Dm_00000421-RA	VIT_216s0098g00880.1
OG0010103	Dm_00012816-RA	VIT_218s0001g03190.1
OG0010104	Dm_00018890-RA	VIT_207s0031g01540.1, VIT_207s0031g01540.2
OG0010106	Dm_00001255-RA	VIT_218s0001g00190.1
OG0010107	Dm_00018409-RA	VIT_200s0218g00040.1
OG0010108	Dm_00012082-RA, Dm_00010134-RA	VIT_204s0023g02660.3, VIT_204s0023g02660.2, VIT_204s0023g02660.1
OG0010110	Dm_00004847-RA	VIT_218s0001g05440.3, VIT_218s0001g05440.2, VIT_218s0001g05440.1
OG0010112	Dm_00012202-RA	VIT_207s0129g00470.1, VIT_207s0129g00470.3, VIT_207s0129g00470.4
OG0010113	Dm_00012450-RA	VIT_218s0001g14080.1, VIT_218s0001g14080.2
OG0010114	Dm_00016207-RA	VIT_200s0510g00040.1
OG0010115	Dm_00003026-RA	VIT_218s0001g09030.1
OG0010116	Dm_00010203-RA	VIT_200s0802g00020.1
OG0010117	Dm_00008650-RA, Dm_00008651-RA	VIT_218s0001g03450.1
OG0010118	Dm_00006591-RA	VIT_200s0601g00040.1, VIT_207s0129g00010.1
OG0010120	Dm_00006229-RA	VIT_212s0028g02960.2, VIT_212s0028g02960.1
OG0010123	Dm_00001330-RA	VIT_212s0028g01820.3
OG0010124	Dm_00005466-RA	VIT_219s0090g01240.1
OG0010125	Dm_00003029-RA	VIT_218s0001g14520.1
OG0010126	Dm_00004063-RA	VIT_210s0003g03170.1
OG0010127	Dm_00000890-RA	VIT_215s0021g01180.1, VIT_215s0021g01180.2
OG0010129	Dm_00018569-RA	VIT_214s0083g00610.1
OG0010131	Dm_00009191-RA	VIT_200s0187g00340.1, VIT_200s0187g00300.1
OG0010134	Dm_00007464-RA	VIT_201s0011g01130.1, VIT_201s0011g01130.2
OG0010135	Dm_00008980-RA	VIT_210s0003g02780.2, VIT_210s0003g02780.1
OG0010137	Dm_00000722-RA	VIT_219s0014g02160.3, VIT_219s0014g02160.2, VIT_219s0014g02160.4, VIT_219s0014g02160.1, VIT_210s0003g00180.1
OG0010138	Dm_00004812-RA, Dm_00004811-RA	VIT_212s0059g01470.1
OG0010139	Dm_00001326-RA	VIT_212s0028g01970.1
OG0010140	Dm_00004531-RA	VIT_210s0597g00030.1, VIT_210s0597g00030.2
OG0010142	Dm_00011693-RA	VIT_211s0149g00050.1, VIT_211s0149g00050.2
OG0010146	Dm_00011117-RA	VIT_219s0014g04970.2, VIT_219s0014g04970.3, VIT_219s0014g04970.4, VIT_219s0014g04970.1
OG0010147	Dm_00005592-RA	VIT_212s0028g01740.1, VIT_212s0028g01740.2
OG0010148	Dm_00005984-RA	VIT_217s0000g10190.3
OG0010149	Dm_00007896-RA, Dm_00015664-RA	VIT_206s0080g00550.1
OG0010150	Dm_00006483-RA	VIT_209s0002g06560.1, VIT_209s0002g06560.3, VIT_209s0002g06560.2
OG0010151	Dm_00010408-RA	VIT_211s0052g00500.1
OG0010154	Dm_00016434-RA	VIT_211s0016g03010.1
OG0010157	Dm_00002630-RA	VIT_213s0047g00070.1, VIT_213s0047g00090.1, VIT_202s0033g00570.1
OG0010158	Dm_00014221-RA	VIT_209s0002g00330.1
OG0010159	Dm_00006072-RA	VIT_215s0046g01420.4
OG0010160	Dm_00009480-RA	VIT_211s0037g00880.1, VIT_211s0037g00880.2
OG0010161	Dm_00019459-RA	VIT_216s0098g01670.1, VIT_216s0098g01670.2
OG0010162	Dm_00007926-RA	VIT_204s0008g01100.1
OG0010163	Dm_00003234-RA, Dm_00004283-RA	VIT_215s0046g00340.3, VIT_215s0046g00340.4, VIT_215s0046g00340.1, VIT_215s0046g00340.2
OG0010164	Dm_00000640-RA	VIT_204s0008g03890.1
OG0010166	Dm_00010047-RA	VIT_204s0008g01060.1
OG0010167	Dm_00005245-RA	VIT_211s0149g00140.1, VIT_211s0149g00140.2
OG0010168	Dm_00009258-RA	VIT_209s0054g01570.2, VIT_209s0054g01570.1
OG0010169	Dm_00003982-RA	VIT_215s0048g00470.1
OG0010170	Dm_00014347-RA	VIT_211s0016g03150.1
OG0010172	Dm_00011879-RA	VIT_211s0016g02520.2, VIT_211s0016g02520.3, VIT_211s0016g02520.1
OG0010174	Dm_00013812-RA	VIT_211s0016g00130.1
OG0010175	Dm_00012419-RA	VIT_202s0025g02000.1
OG0010176	Dm_00010413-RA	VIT_208s0040g00250.2, VIT_208s0040g00250.1, VIT_208s0040g00250.3
OG0010177	Dm_00014478-RA	VIT_202s0025g03300.1
OG0010178	Dm_00014368-RA	VIT_211s0016g03400.1
OG0010179	Dm_00013191-RA	VIT_216s0022g02290.1
OG0010180	Dm_00005047-RA	VIT_209s0002g05680.1
OG0010181	Dm_00016108-RA	VIT_215s0024g00640.1
OG0010182	Dm_00000729-RA	VIT_211s0103g00190.1
OG0010183	Dm_00009454-RA	VIT_202s0025g03660.1, VIT_216s0050g00390.1
OG0010184	Dm_00010405-RA	VIT_211s0052g00710.1
OG0010185	Dm_00014245-RA, Dm_00006450-RA	VIT_210s0116g00030.1, VIT_210s0116g00090.1
OG0010186	Dm_00008197-RA	VIT_203s0038g04360.1
OG0010187	Dm_00018529-RA	VIT_202s0025g04610.2, VIT_202s0025g04610.1
OG0010188	Dm_00002333-RA	VIT_209s0002g07860.1
OG0010190	Dm_00013163-RA	VIT_202s0025g04140.1
OG0010191	Dm_00012870-RA	VIT_209s0002g00920.3, VIT_209s0002g00920.2, VIT_209s0002g00920.1
OG0010194	Dm_00005120-RA	VIT_211s0016g00760.1
OG0010195	Dm_00007904-RA	VIT_205s0124g00580.1
OG0010196	Dm_00011763-RA, Dm_00011762-RA	VIT_201s0026g01070.2, VIT_201s0026g01070.1
OG0010197	Dm_00012268-RA	VIT_218s0075g01040.1, VIT_211s0016g01740.1
OG0010198	Dm_00003822-RA	VIT_215s0048g00380.1
OG0010200	Dm_00004156-RA	VIT_204s0008g05190.1
OG0010202	Dm_00000886-RA	VIT_200s0551g00010.1, VIT_200s0551g00010.2
OG0010203	Dm_00007075-RA	VIT_209s0002g04460.1
OG0010206	Dm_00011032-RA	VIT_209s0054g01025.1
OG0010207	Dm_00019895-RA	VIT_211s0016g03900.1
OG0010208	Dm_00019603-RA, Dm_00006512-RA	VIT_215s0046g02180.1
OG0010209	Dm_00005364-RA, Dm_00013810-RA	VIT_211s0016g00040.1
OG0010210	Dm_00007576-RA	VIT_215s0048g02750.1
OG0010211	Dm_00020070-RA	VIT_204s0008g01950.1
OG0010212	Dm_00000649-RA	VIT_204s0008g03690.1
OG0010213	Dm_00000107-RA, Dm_00001053-RA	VIT_211s0016g04650.1
OG0010214	Dm_00010959-RA	VIT_209s0018g01610.1
OG0010215	Dm_00004188-RA	VIT_205s0020g02510.1
OG0010216	Dm_00010908-RA	VIT_202s0025g02340.1
OG0010219	Dm_00010349-RA	VIT_202s0025g04720.2, VIT_202s0025g04720.1
OG0010220	Dm_00002623-RA	VIT_209s0002g08410.1
OG0010221	Dm_00013609-RA	VIT_211s0016g03280.3, VIT_211s0016g03280.2, VIT_211s0016g03280.1
OG0010222	Dm_00002959-RA	VIT_216s0050g00710.1
OG0010223	Dm_00010200-RA	VIT_207s0031g00470.1, VIT_207s0031g00470.3, VIT_207s0031g00470.2
OG0010224	Dm_00019722-RA	VIT_211s0016g00450.1, VIT_211s0016g00450.4
OG0010225	Dm_00012304-RA	VIT_218s0117g00180.1
OG0010226	Dm_00000097-RA	VIT_211s0016g04830.1
OG0010227	Dm_00003773-RA	VIT_215s0021g00930.1
OG0010228	Dm_00011516-RA	VIT_215s0046g01770.1
OG0010229	Dm_00002063-RA	VIT_201s0010g01870.1
OG0010230	Dm_00004594-RA	VIT_209s0018g00620.1, VIT_209s0018g00620.2
OG0010231	Dm_00000622-RA	VIT_204s0008g04730.1, VIT_204s0008g04730.2
OG0010232	Dm_00001045-RA	VIT_211s0016g04530.1, VIT_211s0016g04530.2
OG0010234	Dm_00006485-RA	VIT_209s0002g06530.1, VIT_209s0002g06530.2
OG0010235	Dm_00006133-RA	VIT_202s0025g01700.1
OG0010237	Dm_00008583-RA	VIT_200s1343g00010.1, VIT_200s1343g00010.2, VIT_200s1343g00010.3, VIT_200s0598g00030.1
OG0010238	Dm_00011192-RA	VIT_204s0008g06870.1
OG0010239	Dm_00009280-RA	VIT_215s0046g00070.1
OG0010240	Dm_00006012-RA	VIT_209s0002g04170.3, VIT_209s0002g04170.2, VIT_209s0002g04170.1
OG0010241	Dm_00017006-RA, Dm_00018564-RA	VIT_215s0021g01550.1
OG0010242	Dm_00019847-RA	VIT_202s0025g01220.1
OG0010243	Dm_00003301-RA	VIT_216s0050g00800.1
OG0010245	Dm_00005164-RA	VIT_216s0050g02440.3, VIT_216s0050g02440.1, VIT_216s0050g02440.2
OG0010247	Dm_00012751-RA	VIT_211s0037g00330.2, VIT_211s0037g00330.1
OG0010248	Dm_00016874-RA	VIT_218s0122g00670.1, VIT_218s0122g00670.2
OG0010249	Dm_00016578-RA	VIT_209s0002g00910.1
OG0010250	Dm_00010589-RA	VIT_216s0050g01490.1
OG0010251	Dm_00012707-RA	VIT_216s0022g02350.3, VIT_216s0022g02350.4, VIT_216s0022g02350.1, VIT_216s0022g02350.2
OG0010253	Dm_00015222-RA	VIT_206s0061g01100.2, VIT_206s0061g01100.3, VIT_206s0061g01100.1
OG0010254	Dm_00004660-RA	VIT_210s0116g00130.1
OG0010256	Dm_00005591-RA	VIT_212s0028g02380.1, VIT_212s0028g02380.2
OG0010257	Dm_00020150-RA	VIT_219s0027g00470.1
OG0010258	Dm_00000377-RA, Dm_00009586-RA	VIT_206s0004g03230.1
OG0010262	Dm_00001786-RA	VIT_208s0007g03720.1
OG0010263	Dm_00000671-RA	VIT_210s0003g01430.1
OG0010264	Dm_00007818-RA	VIT_206s0009g03510.1
OG0010265	Dm_00012815-RA	VIT_207s0005g03110.1
OG0010267	Dm_00004512-RA	VIT_212s0028g02140.1
OG0010269	Dm_00017041-RA	VIT_208s0058g00370.1
OG0010272	Dm_00009017-RA	VIT_212s0028g02623.1
OG0010273	Dm_00018974-RA	VIT_208s0040g01850.1
OG0010275	Dm_00003385-RA	VIT_208s0007g04760.1, VIT_208s0007g04760.2
OG0010276	Dm_00005856-RA	VIT_206s0004g05920.1
OG0010277	Dm_00013773-RA	VIT_208s0007g08710.1, VIT_208s0007g08710.3, VIT_208s0007g08710.4, VIT_208s0007g08710.2
OG0010278	Dm_00018732-RA	VIT_219s0090g00570.1
OG0010280	Dm_00009963-RA	VIT_208s0007g02230.1
OG0010281	Dm_00003745-RA	VIT_206s0004g04920.1
OG0010282	Dm_00007121-RA	VIT_213s0101g00510.1
OG0010283	Dm_00003421-RA	VIT_208s0040g00400.1, VIT_212s0028g03235.1
OG0010285	Dm_00006149-RA	VIT_205s0020g02440.1
OG0010286	Dm_00011384-RA, Dm_00019900-RA	VIT_219s0090g01020.1
OG0010289	Dm_00003769-RA	VIT_213s0019g05380.1
OG0010290	Dm_00002658-RA	VIT_207s0031g00390.1, VIT_207s0031g00370.1, VIT_207s0031g00400.1
OG0010291	Dm_00019059-RA	VIT_206s0004g00260.2
OG0010292	Dm_00015960-RA	VIT_206s0004g06140.1
OG0010293	Dm_00016648-RA	VIT_201s0010g00380.1, VIT_201s0010g03820.1
OG0010294	Dm_00008084-RA, Dm_00001339-RA	VIT_206s0061g00940.1
OG0010295	Dm_00008185-RA	VIT_210s0116g01735.1
OG0010296	Dm_00001521-RA	VIT_219s0015g00910.1
OG0010298	Dm_00012400-RA	VIT_208s0058g00530.1
OG0010299	Dm_00008180-RA	VIT_216s0098g00320.2, VIT_216s0098g00320.1
OG0010302	Dm_00011425-RA	VIT_219s0085g01190.1
OG0010303	Dm_00002941-RA	VIT_206s0009g00240.2, VIT_206s0009g00240.1
OG0010304	Dm_00018971-RA	VIT_219s0014g00990.3, VIT_219s0014g00990.2, VIT_219s0014g00990.1, VIT_219s0014g00990.4
OG0010305	Dm_00018943-RA	VIT_219s0085g01030.1
OG0010306	Dm_00000199-RA	VIT_213s0067g02500.1
OG0010307	Dm_00008292-RA	VIT_212s0028g00260.1
OG0010308	Dm_00017738-RA	VIT_206s0004g04485.1
OG0010312	Dm_00002725-RA	VIT_218s0001g12060.1, VIT_218s0001g12050.1, VIT_213s0064g01055.1
OG0010313	Dm_00016296-RA	VIT_208s0007g05350.1
OG0010314	Dm_00013897-RA	VIT_213s0067g01680.1
OG0010315	Dm_00007148-RA	VIT_208s0007g00350.1, VIT_206s0004g04720.1
OG0010317	Dm_00014723-RA	VIT_206s0004g02220.1
OG0010318	Dm_00015771-RA	VIT_212s0034g01000.1
OG0010319	Dm_00011431-RA	VIT_201s0026g00760.1
OG0010320	Dm_00013023-RA	VIT_212s0059g01560.1
OG0010321	Dm_00007129-RA	VIT_206s0080g00790.1
OG0010322	Dm_00001014-RA	VIT_218s0001g03550.1
OG0010324	Dm_00005932-RA	VIT_208s0040g00670.3, VIT_208s0040g00670.2, VIT_208s0040g00670.1
OG0010325	Dm_00000466-RA	VIT_206s0004g03000.4, VIT_206s0004g03000.3, VIT_206s0004g03000.2, VIT_206s0004g03000.1
OG0010326	Dm_00006225-RA	VIT_206s0004g06970.2, VIT_206s0004g06970.1
OG0010328	Dm_00017517-RA	VIT_219s0027g01920.1, VIT_219s0027g01920.2
OG0010329	Dm_00016964-RA	VIT_210s0116g01560.1, VIT_210s0116g01560.2
OG0010330	Dm_00011342-RA	VIT_210s0003g04490.1, VIT_210s0003g04490.2
OG0010331	Dm_00005414-RA	VIT_212s0028g00220.3, VIT_212s0028g00220.1, VIT_212s0028g00220.2, VIT_212s0028g00220.4
OG0010333	Dm_00005194-RA	VIT_212s0059g01260.1
OG0010334	Dm_00014093-RA	VIT_206s0004g01340.1
OG0010335	Dm_00004386-RA	VIT_208s0007g08700.1
OG0010336	Dm_00011790-RA	VIT_205s0020g01670.2, VIT_205s0020g01670.1
OG0010337	Dm_00005275-RA	VIT_213s0019g03490.1
OG0010338	Dm_00018089-RA, Dm_00011162-RA, Dm_00018088-RA	VIT_213s0067g03290.1
OG0010339	Dm_00012931-RA	VIT_208s0032g01210.1
OG0010340	Dm_00001758-RA, Dm_00005187-RA	VIT_212s0059g01060.1
OG0010341	Dm_00001111-RA	VIT_213s0084g00650.1, VIT_213s0084g00650.2, VIT_213s0084g00650.3
OG0010342	Dm_00020171-RA	VIT_208s0007g01960.1
OG0010343	Dm_00007202-RA	VIT_206s0004g07630.1
OG0010344	Dm_00004595-RA	VIT_209s0018g00550.2, VIT_209s0018g00550.1
OG0010345	Dm_00012429-RA	VIT_207s0104g01610.1, VIT_207s0104g01610.2, VIT_207s0104g01610.3
OG0010346	Dm_00013307-RA	VIT_206s0004g01780.1
OG0010347	Dm_00005555-RA	VIT_206s0004g05970.1
OG0010348	Dm_00007021-RA	VIT_207s0005g06600.1
OG0010349	Dm_00007872-RA	VIT_206s0004g01920.1
OG0010350	Dm_00013984-RA	VIT_210s0116g01910.1
OG0010351	Dm_00003434-RA	VIT_203s0038g00720.1, VIT_203s0038g00720.2
OG0010353	Dm_00016306-RA	VIT_207s0104g01080.1
OG0010354	Dm_00008892-RA	VIT_207s0005g03680.1
OG0010355	Dm_00004374-RA	VIT_200s0483g00010.1
OG0010356	Dm_00012883-RA	VIT_212s0035g00840.1
OG0010358	Dm_00000577-RA	VIT_214s0128g00440.1, VIT_214s0128g00440.2
OG0010359	Dm_00002691-RA, Dm_00004118-RA	VIT_204s0044g00500.1
OG0010360	Dm_00010859-RA	VIT_206s0009g03810.1
OG0010361	Dm_00003814-RA	VIT_207s0130g00170.2, VIT_207s0130g00170.1, VIT_207s0130g00170.3
OG0010362	Dm_00018402-RA	VIT_218s0001g12180.1
OG0010363	Dm_00004218-RA	VIT_206s0004g02660.2, VIT_206s0004g02660.1
OG0010364	Dm_00008954-RA	VIT_212s0035g01780.1
OG0010365	Dm_00017335-RA	VIT_202s0025g01360.1
OG0010366	Dm_00007597-RA	VIT_205s0049g01290.1
OG0010367	Dm_00005624-RA	VIT_216s0039g01020.1
OG0010368	Dm_00006402-RA, Dm_00007232-RA	VIT_216s0013g01990.1
OG0010369	Dm_00002047-RA	VIT_216s0050g01810.2, VIT_216s0050g01810.1
OG0010370	Dm_00018037-RA	VIT_204s0023g01470.1
OG0010374	Dm_00019172-RA	VIT_218s0072g00710.1
OG0010377	Dm_00001195-RA	VIT_205s0062g00890.2, VIT_205s0062g00890.1
OG0010378	Dm_00013150-RA	VIT_205s0020g02220.1
OG0010379	Dm_00018344-RA	VIT_215s0046g02140.1
OG0010380	Dm_00019392-RA	VIT_214s0068g00660.3, VIT_214s0068g00660.4, VIT_214s0068g00660.2, VIT_214s0068g00660.1
OG0010381	Dm_00002441-RA, Dm_00004451-RA	VIT_207s0005g01170.1
OG0010382	Dm_00011223-RA	VIT_215s0107g00240.1
OG0010383	Dm_00009502-RA	VIT_207s0005g00070.1
OG0010384	Dm_00005163-RA	VIT_216s0050g02450.1
OG0010386	Dm_00018993-RA	VIT_203s0038g02810.2, VIT_203s0038g02810.1, VIT_203s0038g02810.3
OG0010387	Dm_00012334-RA	VIT_201s0150g00290.1
OG0010388	Dm_00001295-RA	VIT_208s0007g05580.1
OG0010390	Dm_00014258-RA	VIT_215s0046g01330.2, VIT_215s0046g01330.3, VIT_215s0046g01330.1
OG0010391	Dm_00015291-RA	VIT_207s0141g00620.1
OG0010392	Dm_00018411-RA	VIT_207s0005g00450.1
OG0010395	Dm_00007563-RA	VIT_214s0060g02160.2, VIT_214s0060g02160.1
OG0010396	Dm_00006583-RA	VIT_214s0068g01050.1
OG0010397	Dm_00008520-RA	VIT_218s0001g12850.1, VIT_216s0050g00860.1
OG0010398	Dm_00012916-RA	VIT_219s0027g00700.1, VIT_219s0027g00700.2, VIT_219s0027g00700.3
OG0010399	Dm_00019537-RA	VIT_214s0068g01180.1
OG0010400	Dm_00008374-RA	VIT_201s0127g00410.1, VIT_201s0127g00410.3, VIT_201s0127g00410.5, VIT_201s0127g00410.4, VIT_201s0127g00300.1, VIT_201s0127g00410.2
OG0010403	Dm_00004071-RA	VIT_215s0046g02240.1
OG0010405	Dm_00000323-RA	VIT_217s0000g10130.1, VIT_217s0000g10130.2
OG0010406	Dm_00000610-RA	VIT_214s0060g02190.1, VIT_214s0060g02180.1
OG0010407	Dm_00003020-RA	VIT_211s0016g02060.1
OG0010408	Dm_00016892-RA	VIT_205s0049g01390.2, VIT_205s0049g01390.1
OG0010409	Dm_00013527-RA	VIT_203s0063g02040.2, VIT_203s0063g02040.3, VIT_203s0063g02040.1
OG0010411	Dm_00019330-RA	VIT_206s0004g03280.1
OG0010412	Dm_00003539-RA	VIT_205s0077g00860.2, VIT_205s0077g00860.1
OG0010414	Dm_00005303-RA	VIT_205s0020g03500.1
OG0010415	Dm_00015542-RA	VIT_205s0077g01960.1
OG0010416	Dm_00017393-RA	VIT_215s0046g00370.1
OG0010417	Dm_00011213-RA	VIT_205s0062g00210.1, VIT_205s0062g00210.2
OG0010418	Dm_00013774-RA	VIT_208s0007g08560.1
OG0010419	Dm_00007164-RA	VIT_204s0023g02560.1
OG0010421	Dm_00003049-RA	VIT_218s0122g00140.1, VIT_218s0122g00140.2
OG0010423	Dm_00017851-RA	VIT_205s0077g00910.1
OG0010424	Dm_00014357-RA	VIT_217s0000g03540.1
OG0010425	Dm_00008109-RA, Dm_00010797-RA	VIT_218s0075g00210.1
OG0010426	Dm_00005530-RA	VIT_218s0001g04100.1
OG0010427	Dm_00010406-RA	VIT_205s0020g01260.1
