Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0011120	Dm_00000442-RA	Solyc06g053140.3.1
OG0011121	Dm_00002077-RA	Solyc01g104630.3.1
OG0011122	Dm_00001827-RA	Solyc02g079130.3.1
OG0011124	Dm_00004975-RA, Dm_00002062-RA	Solyc01g112150.3.1
OG0011125	Dm_00005314-RA	Solyc04g078920.3.1
OG0011128	Dm_00017031-RA	Solyc09g075950.1.1
OG0011129	Dm_00005082-RA	Solyc04g051800.3.1
OG0011130	Dm_00009957-RA	Solyc00g009100.3.1
OG0011131	Dm_00020960-RA	Solyc03g118160.2.1
OG0011133	Dm_00005841-RA	Solyc04g054170.3.1
OG0011134	Dm_00010184-RA	Solyc07g045380.3.1
OG0011138	Dm_00020441-RA	Solyc06g069170.3.1
OG0011140	Dm_00009680-RA	Solyc03g118780.3.1
OG0011142	Dm_00009078-RA	Solyc02g093460.3.1
OG0011144	Dm_00002175-RA	Solyc05g013150.3.1, Solyc05g013160.3.1
OG0011145	Dm_00008817-RA	Solyc06g071850.3.1
OG0011146	Dm_00010188-RA	Solyc08g007030.3.1
OG0011147	Dm_00014807-RA	Solyc03g116140.3.1
OG0011149	Dm_00002234-RA	Solyc02g082730.3.1
OG0011150	Dm_00009507-RA, Dm_00014821-RA	Solyc03g118910.1.1
OG0011152	Dm_00002142-RA	Solyc01g088600.3.1
OG0011154	Dm_00021114-RA	Solyc01g088620.3.1
OG0011155	Dm_00008856-RA	Solyc12g021280.2.1
OG0011156	Dm_00015410-RA	Solyc02g063300.3.1
OG0011157	Dm_00003808-RA	Solyc04g008420.1.1
OG0011158	Dm_00003273-RA	Solyc05g007970.3.1
OG0011159	Dm_00017864-RA	Solyc01g067147.1.1, Solyc06g069520.3.1
OG0011161	Dm_00014750-RA	Solyc05g013480.3.1
OG0011162	Dm_00008424-RA	Solyc02g088820.3.1
OG0011163	Dm_00008642-RA	Solyc04g008830.1.1
OG0011165	Dm_00003627-RA	Solyc03g115020.3.1
OG0011166	Dm_00011204-RA	Solyc08g005300.2.1
OG0011167	Dm_00017824-RA	Solyc02g021000.3.1
OG0011168	Dm_00016110-RA	Solyc02g087340.3.1
OG0011169	Dm_00016050-RA, Dm_00019467-RA	Solyc05g005150.1.1
OG0011170	Dm_00012313-RA	Solyc11g020820.2.1, Solyc11g020810.2.1, Solyc10g046930.2.1
OG0011171	Dm_00005822-RA	Solyc05g005900.3.1
OG0011172	Dm_00005578-RA	Solyc08g076520.3.1
OG0011173	Dm_00016537-RA	Solyc05g013730.3.1
OG0011175	Dm_00001710-RA	Solyc05g009370.3.1
OG0011176	Dm_00009982-RA	Solyc05g012030.1.1
OG0011177	Dm_00017014-RA	Solyc11g011760.2.1
OG0011178	Dm_00006752-RA	Solyc02g087720.1.1
OG0011179	Dm_00000949-RA	Solyc07g054400.2.1
OG0011180	Dm_00004867-RA	Solyc01g010640.3.1
OG0011183	Dm_00002772-RA	Solyc05g008870.3.1
OG0011185	Dm_00008897-RA, Dm_00009545-RA	Solyc01g080880.3.1
OG0011186	Dm_00013858-RA	Solyc01g090400.3.1
OG0011188	Dm_00005282-RA	Solyc00g027770.3.1
OG0011189	Dm_00010564-RA	Solyc08g076840.3.1
OG0011192	Dm_00005865-RA	Solyc03g093990.3.1
OG0011194	Dm_00010637-RA	Solyc05g013930.2.1
OG0011195	Dm_00010729-RA	Solyc08g061180.1.1, Solyc12g040330.1.1, Solyc09g010450.1.1
OG0011196	Dm_00012912-RA	Solyc03g114790.3.1, Solyc06g069400.3.1
OG0011197	Dm_00011738-RA	Solyc12g021365.1.1
OG0011198	Dm_00002168-RA	Solyc02g067200.3.1
OG0011200	Dm_00018802-RA	Solyc02g087560.1.1
OG0011201	Dm_00004910-RA	Solyc03g114250.3.1
OG0011203	Dm_00006246-RA	Solyc03g013240.3.1
OG0011204	Dm_00008938-RA	Solyc02g067050.3.1
OG0011205	Dm_00017166-RA	Solyc05g052840.1.1
OG0011209	Dm_00008044-RA	Solyc01g088350.3.1
OG0011210	Dm_00000290-RA	Solyc03g019670.3.1
OG0011212	Dm_00010194-RA	Solyc02g049070.3.1
OG0011215	Dm_00005338-RA, Dm_00000878-RA	Solyc08g078340.3.1
OG0011218	Dm_00008427-RA	Solyc01g005150.3.1
OG0011220	Dm_00000358-RA	Solyc05g051340.2.1
OG0011221	Dm_00006590-RA	Solyc03g007600.3.1
OG0011222	Dm_00002887-RA, Dm_00004681-RA	Solyc04g008780.3.1
OG0011223	Dm_00001944-RA	Solyc04g008060.3.1
OG0011224	Dm_00013084-RA	Solyc08g005030.2.1
OG0011225	Dm_00000545-RA	Solyc03g119820.1.1, Solyc06g069260.1.1
OG0011226	Dm_00018864-RA	Solyc06g069030.3.1
OG0011227	Dm_00000238-RA	Solyc03g097180.3.1
OG0011228	Dm_00012393-RA, Dm_00015619-RA	Solyc04g025990.3.1, Solyc05g005720.3.1
OG0011229	Dm_00002858-RA	Solyc05g006400.2.1
OG0011230	Dm_00002831-RA	Solyc05g008640.1.1, Solyc04g007500.1.1
OG0011231	Dm_00006093-RA	Solyc10g078830.2.1
OG0011232	Dm_00009387-RA	Solyc08g077290.1.1
OG0011241	Dm_00005200-RA	Solyc07g064620.2.1
OG0011244	Dm_00005971-RA, Dm_00016793-RA, Dm_00017134-RA	Solyc01g103580.3.1
OG0011245	Dm_00002671-RA	Solyc07g065600.3.1
OG0011249	Dm_00006081-RA	Solyc05g050110.3.1, Solyc01g095270.3.1
OG0011250	Dm_00004494-RA	Solyc02g086780.3.1
OG0011252	Dm_00019305-RA	Solyc12g097060.1.1, Solyc09g091060.3.1
OG0011253	Dm_00013012-RA	Solyc11g072010.2.1
OG0011254	Dm_00004335-RA	Solyc01g056620.3.1
OG0011255	Dm_00013406-RA	Solyc06g082030.3.1
OG0011256	Dm_00001582-RA	Solyc09g018180.2.1
OG0011257	Dm_00011781-RA	Solyc05g045820.1.1
OG0011261	Dm_00007235-RA, Dm_00007233-RA	Solyc05g051650.1.1
OG0011263	Dm_00008832-RA	Solyc06g005070.2.1
OG0011264	Dm_00015108-RA	Solyc09g010285.1.1
OG0011265	Dm_00016349-RA	Solyc10g048120.2.1, Solyc10g048070.2.1, Solyc01g106690.3.1
OG0011271	Dm_00005367-RA	Solyc06g051230.4.1, Solyc06g051235.1.1, Solyc01g073900.3.1
OG0011273	Dm_00004679-RA	Solyc07g008700.3.1
OG0011280	Dm_00016584-RA	Solyc08g077385.1.1
OG0011293	Dm_00013489-RA, Dm_00013886-RA, Dm_00017269-RA, Dm_00015671-RA, Dm_00015217-RA, Dm_00009635-RA, Dm_00008499-RA, Dm_00012612-RA, Dm_00008580-RA, Dm_00011037-RA, Dm_00017654-RA, Dm_00017161-RA	Solyc04g019330.1.1, Solyc10g045660.1.1
OG0011345	Dm_00009034-RA	Solyc01g067290.2.1
OG0011347	Dm_00001139-RA	Solyc04g079790.3.1
OG0011348	Dm_00011235-RA	Solyc03g095350.2.1, Solyc03g095313.1.1, Solyc03g095360.3.1
OG0011349	Dm_00003262-RA	Solyc03g005195.1.1
OG0011350	Dm_00021076-RA	Solyc11g012280.2.1
OG0011352	Dm_00001538-RA	Solyc05g053800.3.1
OG0011353	Dm_00005132-RA	Solyc12g098150.2.1
OG0011355	Dm_00002015-RA, Dm_00007440-RA	Solyc10g081340.1.1
OG0011356	Dm_00002205-RA	Solyc11g062350.2.1
OG0011357	Dm_00000505-RA	Solyc06g076950.3.1
OG0011359	Dm_00000813-RA	Solyc09g010190.3.1
OG0011360	Dm_00007581-RA	Solyc05g053430.3.1
OG0011362	Dm_00013228-RA	Solyc12g098990.2.1, Solyc01g057200.3.1
OG0011363	Dm_00018669-RA	Solyc01g080290.3.1
OG0011364	Dm_00011432-RA	Solyc09g082540.3.1
OG0011366	Dm_00011915-RA	Solyc06g048730.3.1
OG0011370	Dm_00004238-RA	Solyc07g032290.2.1, Solyc12g027810.1.1
OG0011372	Dm_00008283-RA	Solyc09g061680.3.1
OG0011374	Dm_00006888-RA	Solyc01g067890.3.1
OG0011376	Dm_00002791-RA	Solyc01g097450.3.1
OG0011377	Dm_00019881-RA	Solyc10g083600.2.1
OG0011380	Dm_00013491-RA	Solyc06g018110.3.1
OG0011381	Dm_00001127-RA	Solyc06g007610.2.1
OG0011382	Dm_00011921-RA	Solyc06g068470.3.1
OG0011383	Dm_00010608-RA	Solyc06g076790.1.1
OG0011385	Dm_00001297-RA	Solyc09g056130.3.1, Solyc04g040200.3.1
OG0011387	Dm_00006864-RA	Solyc01g005840.3.1
OG0011388	Dm_00017570-RA	Solyc05g056000.3.1
OG0011389	Dm_00007878-RA	Solyc01g086930.3.1
OG0011391	Dm_00006290-RA	Solyc05g053480.3.1
OG0011393	Dm_00000740-RA	Solyc07g017760.1.1
OG0011394	Dm_00001197-RA	Solyc09g098120.3.1
OG0011395	Dm_00002012-RA	Solyc09g098420.2.1
OG0011397	Dm_00012053-RA	Solyc09g076040.3.1
OG0011400	Dm_00019482-RA	Solyc09g090960.3.1
OG0011401	Dm_00007781-RA	Solyc04g071180.3.1
OG0011402	Dm_00018203-RA	Solyc06g076360.3.1
OG0011407	Dm_00006435-RA	Solyc01g079410.3.1
OG0011408	Dm_00013389-RA	Solyc06g083920.3.1
OG0011409	Dm_00006858-RA	Solyc09g008470.3.1
OG0011411	Dm_00009525-RA	Solyc01g088030.3.1
OG0011412	Dm_00006525-RA	Solyc01g079550.2.1
OG0011413	Dm_00002191-RA, Dm_00010906-RA	Solyc01g008790.3.1
OG0011414	Dm_00001875-RA	Solyc01g086650.3.1
OG0011415	Dm_00006188-RA	Solyc01g060450.3.1
OG0011416	Dm_00011583-RA	Solyc10g080660.2.1
OG0011417	Dm_00005695-RA	Solyc06g076940.3.1
OG0011418	Dm_00015494-RA	Solyc06g073410.3.1
OG0011419	Dm_00003122-RA	Solyc03g058440.1.1
OG0011420	Dm_00007802-RA	Solyc11g069410.2.1
OG0011421	Dm_00016583-RA	Solyc10g084430.2.1, Solyc09g007060.2.1
OG0011424	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA	Solyc01g100060.3.1
OG0011425	Dm_00003458-RA	Solyc04g016000.3.1, Solyc10g079380.2.1
OG0011426	Dm_00010780-RA	Solyc09g083110.2.1
OG0011427	Dm_00012568-RA	Solyc09g055920.3.1
OG0011429	Dm_00011584-RA	Solyc03g062890.3.1
OG0011430	Dm_00009792-RA	Solyc06g073470.3.1
OG0011431	Dm_00005077-RA	Solyc09g005010.3.1
OG0011433	Dm_00017013-RA	Solyc09g066210.3.1
OG0011434	Dm_00010604-RA	Solyc11g044750.2.1
OG0011435	Dm_00021120-RA	Solyc01g009160.2.1
OG0011436	Dm_00003501-RA	Solyc04g009940.3.1
OG0011437	Dm_00006868-RA	Solyc12g098660.2.1, Solyc12g098650.2.1
OG0011438	Dm_00010645-RA	Solyc05g008590.3.1
OG0011439	Dm_00016516-RA	Solyc01g008260.3.1
OG0011441	Dm_00011627-RA, Dm_00011628-RA	Solyc09g010960.3.1
OG0011442	Dm_00014217-RA	Solyc09g005640.3.1
OG0011443	Dm_00017811-RA	Solyc08g076410.3.1
OG0011444	Dm_00001975-RA	Solyc04g051200.2.1
OG0011445	Dm_00018520-RA	Solyc09g091990.3.1
OG0011449	Dm_00003041-RA	Solyc11g010580.2.1
OG0011450	Dm_00020263-RA	Solyc02g092300.1.1
OG0011452	Dm_00019730-RA	Solyc11g013020.2.1
OG0011454	Dm_00016441-RA	Solyc09g082400.2.1
OG0011457	Dm_00011591-RA	Solyc02g084730.3.1
OG0011458	Dm_00012686-RA	Solyc08g005060.3.1
OG0011461	Dm_00003254-RA	Solyc03g118280.1.1
OG0011462	Dm_00004675-RA, Dm_00017576-RA	Solyc12g096680.1.1
OG0011463	Dm_00019760-RA	Solyc05g051700.3.1
OG0011464	Dm_00014608-RA	Solyc02g062770.2.1, Solyc02g085330.1.1
OG0011465	Dm_00002353-RA	Solyc04g078120.3.1
OG0011466	Dm_00004899-RA	Solyc09g005390.3.1
OG0011469	Dm_00005196-RA	Solyc12g056770.2.1
OG0011472	Dm_00011563-RA	Solyc08g014290.1.1
OG0011473	Dm_00010011-RA	Solyc01g091940.3.1
OG0011475	Dm_00016754-RA	Solyc01g106650.3.1
OG0011476	Dm_00019364-RA	Solyc01g103457.1.1
OG0011477	Dm_00002468-RA	Solyc02g030250.3.1
OG0011478	Dm_00009469-RA	Solyc07g005570.3.1
OG0011479	Dm_00016210-RA, Dm_00016033-RA	Solyc11g013170.2.1
OG0011481	Dm_00007921-RA	Solyc11g044230.2.1
OG0011482	Dm_00010261-RA	Solyc05g056425.1.1
OG0011483	Dm_00000386-RA	Solyc01g005250.3.1
OG0011484	Dm_00000158-RA	Solyc02g070010.1.1, Solyc00g084750.3.1
OG0011485	Dm_00004257-RA, Dm_00000370-RA	Solyc06g064810.3.1
OG0011486	Dm_00006816-RA	Solyc06g083430.1.1
OG0011487	Dm_00015673-RA	Solyc01g106810.3.1
OG0011488	Dm_00014361-RA	Solyc04g074490.3.1
OG0011489	Dm_00008448-RA, Dm_00001806-RA	Solyc08g023490.3.1
OG0011491	Dm_00016988-RA	Solyc04g081200.3.1
OG0011493	Dm_00005847-RA	Solyc03g095985.1.1
OG0011494	Dm_00002212-RA	Solyc01g008480.3.1
OG0011496	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA	Solyc02g092570.1.1
OG0011497	Dm_00015156-RA	Solyc04g078650.3.1
OG0011499	Dm_00015704-RA	Solyc10g005540.3.1
OG0011500	Dm_00010243-RA	Solyc10g047500.2.1
OG0011502	Dm_00012426-RA	Solyc03g034080.3.1
OG0011503	Dm_00012502-RA	Solyc07g066540.1.1
OG0011504	Dm_00001069-RA	Solyc02g090420.2.1
OG0011505	Dm_00000911-RA	Solyc03g098420.3.1
OG0011506	Dm_00007553-RA	Solyc08g067800.2.1
OG0011507	Dm_00002718-RA	Solyc11g022400.1.1, Solyc11g022460.2.1
OG0011509	Dm_00005651-RA	Solyc02g065180.3.1
OG0011511	Dm_00020375-RA	Solyc11g012130.2.1
OG0011513	Dm_00001507-RA	Solyc07g066050.3.1
OG0011515	Dm_00001532-RA	Solyc07g065480.3.1
OG0011516	Dm_00005198-RA	Solyc07g064630.3.1
OG0011517	Dm_00014916-RA	Solyc07g063040.3.1
OG0011518	Dm_00005092-RA	Solyc02g080130.3.1
OG0011519	Dm_00002988-RA, Dm_00018570-RA, Dm_00013393-RA, Dm_00015104-RA, Dm_00010632-RA, Dm_00021126-RA, Dm_00010479-RA	Solyc09g005290.1.1
OG0011523	Dm_00007962-RA	Solyc12g010680.2.1
OG0011524	Dm_00017588-RA	Solyc03g093170.1.1, Solyc09g015740.2.1, Solyc12g014000.2.1
OG0011525	Dm_00005190-RA	Solyc07g049200.3.1
OG0011527	Dm_00012349-RA	Solyc07g064920.3.1
OG0011529	Dm_00011459-RA	Solyc07g054290.1.1
OG0011530	Dm_00004195-RA	Solyc10g008020.3.1
OG0011534	Dm_00000349-RA	Solyc02g070800.2.1
OG0011535	Dm_00019224-RA	Solyc12g100160.2.1
OG0011537	Dm_00004917-RA	Solyc11g012760.2.1
OG0011538	Dm_00002049-RA	Solyc03g007690.1.1
OG0011539	Dm_00003694-RA	Solyc04g014610.3.1, Solyc04g071330.3.1
OG0011540	Dm_00010169-RA	Solyc06g063295.1.1
OG0011542	Dm_00007953-RA	Solyc12g096390.2.1
OG0011543	Dm_00005867-RA	Solyc03g093850.2.1
OG0011544	Dm_00007175-RA	Solyc03g006970.1.1
OG0011546	Dm_00003981-RA	Solyc01g090880.3.1
OG0011548	Dm_00008948-RA	Solyc08g067270.3.1
OG0011549	Dm_00003609-RA	Solyc12g099620.1.1
OG0011550	Dm_00008291-RA	Solyc08g005970.3.1
OG0011551	Dm_00010593-RA	Solyc08g079530.3.1
OG0011552	Dm_00009637-RA	Solyc02g068890.3.1
OG0011554	Dm_00001935-RA	Solyc05g009400.2.1
OG0011556	Dm_00013618-RA, Dm_00016575-RA	Solyc09g050030.1.1, Solyc04g079380.1.1
OG0011557	Dm_00014994-RA	Solyc08g079730.1.1, Solyc06g060530.1.1
OG0011558	Dm_00019880-RA	Solyc08g067290.3.1
OG0011559	Dm_00002344-RA	Solyc03g120870.3.1
OG0011560	Dm_00018127-RA	Solyc03g070457.1.1, Solyc03g070470.1.1
OG0011561	Dm_00017011-RA	Solyc08g066440.3.1
OG0011562	Dm_00017808-RA	Solyc07g041200.3.1
OG0011564	Dm_00010021-RA	Solyc06g083200.2.1
OG0011566	Dm_00009504-RA	Solyc01g090600.3.1
OG0011567	Dm_00000905-RA	Solyc08g078670.2.1
OG0011569	Dm_00019822-RA	Solyc03g119950.1.1
OG0011572	Dm_00012266-RA	Solyc07g041000.3.1
OG0011573	Dm_00005404-RA	Solyc12g007090.2.1
OG0011575	Dm_00002962-RA	Solyc03g025480.3.1
OG0011576	Dm_00004159-RA	Solyc12g009030.2.1, Solyc07g041080.3.1
OG0011579	Dm_00003081-RA	Solyc06g051300.3.1
OG0011581	Dm_00004075-RA	Solyc01g095120.3.1
OG0011582	Dm_00019992-RA	Solyc10g011750.3.1
OG0011583	Dm_00016334-RA	Solyc06g071220.1.1
OG0011584	Dm_00016926-RA	Solyc07g062430.3.1
OG0011585	Dm_00013838-RA, Dm_00019969-RA	Solyc01g091530.3.1
OG0011588	Dm_00015321-RA	Solyc08g081570.3.1
OG0011590	Dm_00004596-RA	Solyc03g117550.1.1
OG0011591	Dm_00016653-RA	Solyc08g006540.3.1
OG0011593	Dm_00004110-RA	Solyc05g050930.2.1
OG0011595	Dm_00020865-RA	Solyc05g054450.1.1
OG0011597	Dm_00003861-RA	Solyc07g040950.3.1
OG0011598	Dm_00019982-RA	Solyc08g005860.3.1
OG0011599	Dm_00002042-RA	Solyc03g007840.1.1
OG0011600	Dm_00003717-RA	Solyc02g068650.2.1
OG0011604	Dm_00001824-RA	Solyc06g073260.3.1
OG0011605	Dm_00002961-RA	Solyc03g025460.3.1
OG0011606	Dm_00012354-RA	Solyc06g073480.3.1, Solyc01g081140.1.1
OG0011607	Dm_00002041-RA	Solyc03g007540.3.1
OG0011611	Dm_00014041-RA	Solyc12g013910.2.1
OG0011612	Dm_00011245-RA	Solyc07g062930.3.1
OG0011613	Dm_00015708-RA	Solyc02g071930.1.1
OG0011615	Dm_00017762-RA	Solyc03g119160.3.1
OG0011616	Dm_00017453-RA	Solyc06g051045.1.1
OG0011617	Dm_00009138-RA	Solyc02g068510.2.1
OG0011618	Dm_00006516-RA	Solyc10g008510.2.1
OG0011619	Dm_00012944-RA	Solyc10g007720.3.1
OG0011620	Dm_00009944-RA	Solyc05g023900.1.1
OG0011622	Dm_00014708-RA	Solyc01g088140.3.1
OG0011627	Dm_00007047-RA	Solyc07g008350.3.1
OG0011629	Dm_00006145-RA	Solyc07g063580.3.1, Solyc10g047330.1.1
OG0011630	Dm_00011662-RA	Solyc07g062180.3.1
OG0011632	Dm_00012199-RA	Solyc01g106590.3.1
OG0011633	Dm_00013506-RA	Solyc11g068450.2.1
OG0011636	Dm_00000502-RA	Solyc07g056240.3.1
OG0011638	Dm_00018154-RA	Solyc11g069840.2.1
OG0011639	Dm_00014641-RA	Solyc12g008810.2.1
OG0011640	Dm_00007806-RA	Solyc07g064625.1.1
OG0011642	Dm_00017120-RA	Solyc06g076460.3.1
OG0011643	Dm_00011838-RA	Solyc07g047680.2.1, Solyc05g040040.1.1
OG0011644	Dm_00004536-RA	Solyc02g078470.3.1
OG0011646	Dm_00016282-RA	Solyc08g079640.2.1, Solyc11g012570.2.1
OG0011649	Dm_00004782-RA	Solyc06g075990.3.1
OG0011650	Dm_00018735-RA	Solyc10g005190.1.1, Solyc02g082150.1.1
OG0011652	Dm_00013013-RA	Solyc04g054960.1.1, Solyc05g051890.1.1
OG0011653	Dm_00005772-RA	Solyc11g072720.2.1, Solyc11g072900.1.1
OG0011654	Dm_00020512-RA	Solyc07g062540.3.1
OG0011655	Dm_00004269-RA	Solyc11g007780.2.1
OG0011656	Dm_00012604-RA	Solyc09g007210.3.1
OG0011657	Dm_00001097-RA	Solyc10g005120.2.1
OG0011658	Dm_00006971-RA	Solyc11g071710.2.1
OG0011661	Dm_00017308-RA	Solyc10g084850.2.1, Solyc00g027640.1.1
OG0011662	Dm_00020027-RA	Solyc06g053360.3.1
OG0011664	Dm_00010936-RA	Solyc11g071820.2.1
OG0011665	Dm_00001298-RA	Solyc10g079470.3.1
OG0011666	Dm_00012948-RA	Solyc01g081510.3.1
OG0011667	Dm_00012804-RA	Solyc01g005690.3.1
OG0011668	Dm_00010150-RA	Solyc11g066410.2.1
OG0011669	Dm_00007446-RA	Solyc01g086900.3.1
OG0011671	Dm_00004402-RA	Solyc11g008350.2.1
OG0011672	Dm_00000201-RA	Solyc09g013140.2.1
OG0011674	Dm_00000347-RA	Solyc02g070760.3.1, Solyc02g070770.3.1
OG0011675	Dm_00003125-RA	Solyc10g078420.2.1
OG0011676	Dm_00015778-RA	Solyc06g074200.3.1
OG0011677	Dm_00015479-RA	Solyc05g032660.3.1
OG0011679	Dm_00006962-RA	Solyc09g007630.3.1
OG0011680	Dm_00002543-RA	Solyc09g014940.2.1
OG0011682	Dm_00007533-RA	Solyc02g080530.3.1
OG0011683	Dm_00003379-RA	Solyc09g008295.1.1
OG0011684	Dm_00012891-RA	Solyc02g021430.1.1
OG0011685	Dm_00015021-RA	Solyc01g008110.3.1
OG0011686	Dm_00000668-RA	Solyc03g006050.3.1, Solyc02g072250.1.1
OG0011687	Dm_00020500-RA	Solyc02g080900.3.1
OG0011688	Dm_00019768-RA	Solyc10g081430.2.1
OG0011689	Dm_00014845-RA	Solyc04g072775.1.1
OG0011691	Dm_00000687-RA	Solyc01g056780.3.1
OG0011693	Dm_00006096-RA	Solyc06g082880.2.1
OG0011694	Dm_00002281-RA	Solyc02g077900.3.1
OG0011696	Dm_00010907-RA	Solyc01g008780.3.1
OG0011697	Dm_00005554-RA	Solyc06g006000.3.1
OG0011699	Dm_00010081-RA	Solyc09g008230.3.1
OG0011700	Dm_00018353-RA	Solyc06g050700.3.1
OG0011701	Dm_00010135-RA	Solyc01g096475.1.1
OG0011704	Dm_00007304-RA, Dm_00002842-RA	Solyc06g066300.1.1
OG0011705	Dm_00012240-RA	Solyc08g015960.3.1
OG0011706	Dm_00018806-RA	Solyc02g069790.3.1
OG0011707	Dm_00017972-RA	Solyc02g079110.3.1
OG0011708	Dm_00000824-RA	Solyc12g005240.1.1
OG0011709	Dm_00009170-RA	Solyc11g068730.2.1
OG0011711	Dm_00006564-RA	Solyc02g094120.3.1
OG0011712	Dm_00013849-RA	Solyc05g014250.3.1
OG0011714	Dm_00016405-RA	Solyc01g009845.1.1, Solyc01g009850.3.1
OG0011716	Dm_00001697-RA	Solyc12g021340.2.1
OG0011717	Dm_00000313-RA	Solyc03g111050.3.1
OG0011718	Dm_00004591-RA	Solyc02g062530.3.1
OG0011719	Dm_00009888-RA, Dm_00009889-RA	Solyc04g051830.3.1
OG0011720	Dm_00013531-RA	Solyc01g109450.3.1
OG0011722	Dm_00012911-RA	Solyc01g009120.3.1
OG0011723	Dm_00000292-RA	Solyc03g019660.3.1
OG0011724	Dm_00015424-RA	Solyc03g083580.3.1
OG0011725	Dm_00001472-RA	Solyc07g064810.3.1
OG0011726	Dm_00008034-RA	Solyc01g100850.3.1
OG0011727	Dm_00004538-RA	Solyc02g086470.3.1
OG0011729	Dm_00004098-RA	Solyc11g013550.2.1
OG0011730	Dm_00005817-RA	Solyc05g013670.3.1
OG0011731	Dm_00012384-RA	Solyc01g091780.3.1
OG0011733	Dm_00009206-RA	Solyc02g085210.1.1
OG0011736	Dm_00001820-RA	Solyc01g100730.3.1
OG0011737	Dm_00003357-RA	Solyc02g065470.1.1
OG0011738	Dm_00007658-RA	Solyc11g013320.2.1
OG0011739	Dm_00013526-RA	Solyc01g109290.3.1
OG0011740	Dm_00017582-RA	Solyc09g090860.3.1
OG0011741	Dm_00006195-RA	Solyc02g087650.3.1
OG0011742	Dm_00012780-RA	Solyc02g094485.1.1
OG0011744	Dm_00013826-RA	Solyc04g054710.3.1
OG0011745	Dm_00007190-RA	Solyc01g111470.3.1
OG0011746	Dm_00000734-RA, Dm_00004746-RA	Solyc07g017940.1.1
OG0011747	Dm_00011703-RA	Solyc02g085250.3.1
OG0011749	Dm_00003151-RA	Solyc11g008480.2.1
OG0011752	Dm_00014358-RA	Solyc10g084740.2.1, Solyc08g008040.3.1
OG0011753	Dm_00019443-RA	Solyc01g080470.3.1, Solyc01g080480.3.1
OG0011755	Dm_00002235-RA	Solyc03g032140.3.1, Solyc00g007070.3.1
OG0011756	Dm_00019906-RA	Solyc03g083280.3.1
OG0011759	Dm_00006622-RA	Solyc00g009080.3.1
OG0011760	Dm_00006624-RA	Solyc04g071320.3.1
OG0011761	Dm_00009613-RA	Solyc04g076190.1.1, Solyc12g087940.2.1
OG0011762	Dm_00013412-RA	Solyc02g083430.1.1
OG0011763	Dm_00003484-RA	Solyc10g049850.2.1
OG0011764	Dm_00006395-RA	Solyc04g071130.1.1
OG0011765	Dm_00012591-RA	Solyc01g107640.3.1
OG0011766	Dm_00014059-RA	Solyc12g098890.2.1
OG0011767	Dm_00003919-RA	Solyc01g106560.3.1
OG0011768	Dm_00013822-RA	Solyc04g071560.3.1
OG0011770	Dm_00008871-RA	Solyc10g006520.3.1
OG0011772	Dm_00017600-RA	Solyc12g035650.2.1
OG0011773	Dm_00011708-RA, Dm_00014443-RA, Dm_00012839-RA	Solyc12g097035.1.1
OG0011774	Dm_00008960-RA	Solyc01g088650.3.1
OG0011775	Dm_00005137-RA	Solyc12g098220.2.1
OG0011776	Dm_00009939-RA	Solyc06g064870.3.1
OG0011778	Dm_00010294-RA	Solyc06g064640.3.1
OG0011780	Dm_00000296-RA	Solyc03g098340.3.1, Solyc03g098325.1.1
OG0011782	Dm_00008048-RA	Solyc09g066130.3.1
OG0011784	Dm_00012112-RA	Solyc08g081770.3.1
OG0011785	Dm_00007774-RA	Solyc06g065270.3.1
OG0011786	Dm_00011657-RA	Solyc03g025740.3.1
OG0011787	Dm_00008120-RA	Solyc01g079090.3.1
OG0011788	Dm_00002371-RA	Solyc04g078460.3.1
OG0011789	Dm_00014064-RA	Solyc04g010190.1.1
OG0011790	Dm_00003691-RA	Solyc09g064500.3.1
OG0011791	Dm_00015247-RA	Solyc03g098410.1.1
OG0011792	Dm_00011165-RA	Solyc11g005360.2.1
OG0011794	Dm_00001160-RA	Solyc04g080180.1.1
OG0011795	Dm_00007374-RA	Solyc06g066190.3.1
OG0011796	Dm_00000388-RA	Solyc08g014510.3.1
OG0011797	Dm_00004618-RA	Solyc04g005920.1.1, Solyc05g010450.1.1
OG0011799	Dm_00015742-RA	Solyc01g089970.3.1
OG0011800	Dm_00010534-RA	Solyc08g045760.1.1, Solyc03g119200.3.1
OG0011801	Dm_00011041-RA	Solyc04g005425.1.1
OG0011802	Dm_00009098-RA	Solyc05g013510.3.1
OG0011803	Dm_00012114-RA	Solyc08g076660.3.1
OG0011805	Dm_00001946-RA	Solyc04g007960.3.1, Solyc04g007970.3.1
OG0011808	Dm_00018797-RA	Solyc02g087260.1.1
OG0011810	Dm_00005475-RA	Solyc02g085740.3.1
OG0011814	Dm_00019268-RA	Solyc03g118790.2.1
OG0011815	Dm_00005962-RA	Solyc05g006770.3.1
OG0011816	Dm_00004179-RA	Solyc08g078080.2.1
OG0011817	Dm_00000976-RA	Solyc05g014400.3.1, Solyc12g005900.2.1, Solyc05g014410.2.1
OG0011818	Dm_00018436-RA	Solyc03g115980.1.1
OG0011820	Dm_00018477-RA	Solyc07g005340.2.1
