Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0008246	Dm_00018349-RA	Ds_00000193-RA
OG0008248	Dm_00006413-RA	Ds_00008541-RA
OG0008249	Dm_00004931-RA, Dm_00002315-RA	Ds_00000642-RA
OG0008250	Dm_00012175-RA	Ds_00017670-RA, Ds_00013311-RA
OG0008251	Dm_00005481-RA	Ds_00009216-RA
OG0008252	Dm_00008739-RA	Ds_00008234-RA
OG0008253	Dm_00008988-RA	Ds_00000473-RA
OG0008254	Dm_00007352-RA	Ds_00000223-RA
OG0008255	Dm_00002504-RA	Ds_00000667-RA
OG0008256	Dm_00008294-RA	Ds_00007373-RA
OG0008257	Dm_00013269-RA, Dm_00018602-RA	Ds_00000195-RA
OG0008259	Dm_00003510-RA	Ds_00015128-RA
OG0008260	Dm_00002254-RA, Dm_00011534-RA	Ds_00015775-RA
OG0008262	Dm_00015788-RA	Ds_00000191-RA
OG0008263	Dm_00018007-RA	Ds_00009945-RA
OG0008264	Dm_00006274-RA	Ds_00013659-RA, Ds_00013661-RA
OG0008267	Dm_00019508-RA	Ds_00001794-RA
OG0008269	Dm_00003157-RA	Ds_00001157-RA
OG0008270	Dm_00000597-RA	Ds_00003881-RA
OG0008271	Dm_00006238-RA, Dm_00006240-RA	Ds_00003340-RA
OG0008272	Dm_00006447-RA	Ds_00004516-RA
OG0008273	Dm_00014928-RA	Ds_00004280-RA
OG0008274	Dm_00010955-RA	Ds_00017109-RA
OG0008275	Dm_00014875-RA	Ds_00009576-RA
OG0008276	Dm_00015780-RA	Ds_00008347-RA
OG0008277	Dm_00019110-RA	Ds_00002177-RA
OG0008279	Dm_00015221-RA	Ds_00007408-RA
OG0008281	Dm_00016139-RA, Dm_00017206-RA, Dm_00017205-RA	Ds_00003322-RA
OG0008282	Dm_00017246-RA	Ds_00010145-RA
OG0008283	Dm_00015602-RA	Ds_00007615-RA
OG0008284	Dm_00007365-RA	Ds_00013504-RA
OG0008285	Dm_00004535-RA	Ds_00015202-RA
OG0008286	Dm_00011360-RA	Ds_00006054-RA
OG0008287	Dm_00003551-RA, Dm_00004038-RA	Ds_00006161-RA, Ds_00006951-RA
OG0008288	Dm_00003759-RA	Ds_00012302-RA
OG0008291	Dm_00004186-RA	Ds_00001192-RA
OG0008292	Dm_00010181-RA	Ds_00014914-RA
OG0008293	Dm_00016649-RA	Ds_00000867-RA
OG0008294	Dm_00007531-RA, Dm_00012030-RA	Ds_00004695-RA
OG0008295	Dm_00001894-RA	Ds_00004937-RA
OG0008296	Dm_00009333-RA	Ds_00010324-RA
OG0008297	Dm_00014231-RA	Ds_00004642-RA
OG0008298	Dm_00003923-RA, Dm_00015199-RA	Ds_00005270-RA
OG0008301	Dm_00012509-RA	Ds_00008298-RA
OG0008302	Dm_00008625-RA	Ds_00003321-RA
OG0008303	Dm_00001755-RA	Ds_00009519-RA
OG0008304	Dm_00000513-RA	Ds_00006942-RA
OG0008305	Dm_00000333-RA	Ds_00009496-RA
OG0008306	Dm_00013758-RA	Ds_00001187-RA, Ds_00001184-RA
OG0008307	Dm_00018219-RA	Ds_00017172-RA
OG0008308	Dm_00011359-RA	Ds_00006055-RA
OG0008310	Dm_00005650-RA	Ds_00017122-RA
OG0008311	Dm_00018540-RA	Ds_00006863-RA
OG0008312	Dm_00015012-RA	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA
OG0008313	Dm_00011313-RA	Ds_00001459-RA
OG0008314	Dm_00004052-RA	Ds_00012740-RA
OG0008315	Dm_00008884-RA	Ds_00017907-RA
OG0008317	Dm_00005542-RA	Ds_00011843-RA
OG0008319	Dm_00004977-RA, Dm_00008591-RA	Ds_00008342-RA
OG0008320	Dm_00000628-RA, Dm_00014954-RA	Ds_00014273-RA
OG0008321	Dm_00001387-RA	Ds_00002087-RA
OG0008322	Dm_00005514-RA, Dm_00005087-RA	Ds_00017828-RA
OG0008323	Dm_00009885-RA	Ds_00011592-RA
OG0008324	Dm_00000471-RA, Dm_00010672-RA	Ds_00004124-RA
OG0008325	Dm_00017045-RA	Ds_00006106-RA
OG0008326	Dm_00003851-RA	Ds_00011534-RA
OG0008327	Dm_00009767-RA	Ds_00012236-RA
OG0008328	Dm_00020035-RA	Ds_00004272-RA
OG0008329	Dm_00013112-RA	Ds_00007613-RA
OG0008330	Dm_00002900-RA	Ds_00007723-RA
OG0008331	Dm_00007136-RA	Ds_00013062-RA
OG0008332	Dm_00009744-RA	Ds_00005138-RA
OG0008333	Dm_00013341-RA	Ds_00011006-RA
OG0008334	Dm_00016313-RA	Ds_00003268-RA
OG0008335	Dm_00005429-RA	Ds_00013996-RA
OG0008336	Dm_00015706-RA	Ds_00006643-RA
OG0008337	Dm_00007036-RA	Ds_00013989-RA
OG0008338	Dm_00002193-RA	Ds_00013927-RA
OG0008339	Dm_00007299-RA	Ds_00002324-RA
OG0008340	Dm_00007283-RA	Ds_00017524-RA
OG0008341	Dm_00007709-RA, Dm_00011108-RA	Ds_00002015-RA
OG0008342	Dm_00007509-RA	Ds_00002051-RA
OG0008343	Dm_00009646-RA	Ds_00002175-RA
OG0008345	Dm_00001874-RA	Ds_00007180-RA
OG0008346	Dm_00007490-RA	Ds_00003405-RA
OG0008348	Dm_00010646-RA	Ds_00001191-RA
OG0008349	Dm_00006223-RA	Ds_00005203-RA
OG0008350	Dm_00010112-RA	Ds_00013260-RA
OG0008351	Dm_00012289-RA	Ds_00000974-RA
OG0008352	Dm_00013946-RA	Ds_00014159-RA, Ds_00016962-RA
OG0008353	Dm_00003269-RA	Ds_00005907-RA
OG0008354	Dm_00005102-RA	Ds_00014763-RA
OG0008355	Dm_00003154-RA	Ds_00014818-RA
OG0008356	Dm_00009782-RA	Ds_00010253-RA
OG0008357	Dm_00014151-RA	Ds_00001301-RA
OG0008358	Dm_00013791-RA	Ds_00016638-RA
OG0008359	Dm_00007500-RA	Ds_00004817-RA
OG0008360	Dm_00016984-RA	Ds_00016767-RA
OG0008361	Dm_00003208-RA	Ds_00013409-RA
OG0008362	Dm_00000950-RA	Ds_00009757-RA
OG0008363	Dm_00013744-RA	Ds_00003175-RA
OG0008364	Dm_00000198-RA	Ds_00005586-RA, Ds_00005589-RA
OG0008365	Dm_00001148-RA	Ds_00007880-RA
OG0008366	Dm_00005912-RA	Ds_00014226-RA
OG0008367	Dm_00013196-RA	Ds_00010585-RA
OG0008369	Dm_00014211-RA	Ds_00015297-RA
OG0008371	Dm_00012410-RA	Ds_00017650-RA, Ds_00009767-RA
OG0008372	Dm_00017086-RA	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008373	Dm_00005837-RA	Ds_00000412-RA
OG0008374	Dm_00011961-RA	Ds_00010416-RA
OG0008375	Dm_00000612-RA	Ds_00003890-RA
OG0008376	Dm_00001443-RA, Dm_00001428-RA	Ds_00009688-RA
OG0008377	Dm_00010809-RA	Ds_00001921-RA
OG0008378	Dm_00008004-RA	Ds_00013606-RA, Ds_00007397-RA
OG0008379	Dm_00012482-RA	Ds_00007538-RA
OG0008381	Dm_00010264-RA, Dm_00003772-RA	Ds_00015924-RA
OG0008382	Dm_00019581-RA	Ds_00004185-RA
OG0008383	Dm_00017676-RA	Ds_00013905-RA
OG0008384	Dm_00012783-RA	Ds_00017056-RA
OG0008385	Dm_00007536-RA	Ds_00000692-RA
OG0008386	Dm_00001549-RA	Ds_00005708-RA
OG0008387	Dm_00008539-RA	Ds_00004555-RA
OG0008388	Dm_00002684-RA, Dm_00003581-RA	Ds_00014057-RA
OG0008390	Dm_00006841-RA	Ds_00004677-RA
OG0008391	Dm_00009754-RA	Ds_00009582-RA
OG0008392	Dm_00007588-RA	Ds_00011192-RA
OG0008394	Dm_00002091-RA	Ds_00014625-RA
OG0008395	Dm_00015464-RA	Ds_00001396-RA
OG0008396	Dm_00012997-RA	Ds_00009171-RA
OG0008397	Dm_00009366-RA	Ds_00013612-RA
OG0008398	Dm_00000934-RA	Ds_00004617-RA
OG0008399	Dm_00008063-RA	Ds_00012500-RA
OG0008400	Dm_00011120-RA	Ds_00015822-RA
OG0008401	Dm_00009365-RA	Ds_00003010-RA
OG0008403	Dm_00001260-RA	Ds_00015038-RA
OG0008404	Dm_00014007-RA	Ds_00013589-RA
OG0008405	Dm_00003573-RA	Ds_00012509-RA
OG0008406	Dm_00013837-RA	Ds_00016607-RA
OG0008408	Dm_00018313-RA	Ds_00014412-RA
OG0008409	Dm_00014549-RA, Dm_00008887-RA	Ds_00010734-RA, Ds_00010726-RA
OG0008411	Dm_00012497-RA	Ds_00004301-RA
OG0008412	Dm_00014794-RA	Ds_00000080-RA
OG0008413	Dm_00003965-RA	Ds_00009896-RA
OG0008414	Dm_00000149-RA	Ds_00007458-RA
OG0008415	Dm_00017862-RA	Ds_00007600-RA
OG0008416	Dm_00016064-RA	Ds_00005453-RA
OG0008417	Dm_00005623-RA, Dm_00015139-RA	Ds_00003096-RA
OG0008419	Dm_00001455-RA	Ds_00015222-RA
OG0008422	Dm_00013068-RA, Dm_00000602-RA	Ds_00003662-RA
OG0008423	Dm_00011490-RA	Ds_00001019-RA
OG0008424	Dm_00016113-RA	Ds_00013560-RA, Ds_00014426-RA
OG0008425	Dm_00013768-RA	Ds_00010209-RA
OG0008426	Dm_00002427-RA	Ds_00007890-RA
OG0008428	Dm_00015192-RA	Ds_00010940-RA
OG0008429	Dm_00001691-RA	Ds_00003821-RA
OG0008430	Dm_00001811-RA	Ds_00017573-RA
OG0008431	Dm_00009772-RA	Ds_00001869-RA
OG0008432	Dm_00008061-RA	Ds_00002812-RA
OG0008434	Dm_00016197-RA	Ds_00009152-RA
OG0008435	Dm_00003832-RA	Ds_00011608-RA, Ds_00005256-RA
OG0008436	Dm_00002410-RA, Dm_00005329-RA	Ds_00009440-RA
OG0008437	Dm_00000575-RA	Ds_00003646-RA
OG0008438	Dm_00020747-RA	Ds_00009268-RA
OG0008439	Dm_00002954-RA	Ds_00009542-RA, Ds_00016401-RA
OG0008440	Dm_00005183-RA	Ds_00015412-RA
OG0008441	Dm_00015850-RA	Ds_00007642-RA
OG0008442	Dm_00003486-RA	Ds_00000309-RA
OG0008443	Dm_00015241-RA	Ds_00003088-RA
OG0008444	Dm_00001325-RA	Ds_00010182-RA
OG0008445	Dm_00006511-RA	Ds_00008383-RA
OG0008446	Dm_00002579-RA	Ds_00005052-RA
OG0008447	Dm_00013978-RA	Ds_00017602-RA
OG0008448	Dm_00011523-RA	Ds_00012412-RA
OG0008449	Dm_00009062-RA, Dm_00016123-RA	Ds_00013284-RA
OG0008451	Dm_00011299-RA	Ds_00012128-RA
OG0008452	Dm_00002160-RA	Ds_00004207-RA
OG0008453	Dm_00003195-RA, Dm_00000397-RA	Ds_00005913-RA
OG0008455	Dm_00015342-RA	Ds_00007844-RA
OG0008456	Dm_00018198-RA	Ds_00015031-RA
OG0008457	Dm_00009520-RA	Ds_00011070-RA
OG0008458	Dm_00002836-RA	Ds_00006519-RA
OG0008460	Dm_00001674-RA	Ds_00013776-RA
OG0008461	Dm_00020933-RA	Ds_00005436-RA
OG0008462	Dm_00003880-RA	Ds_00009108-RA
OG0008463	Dm_00006821-RA	Ds_00001971-RA
OG0008465	Dm_00020265-RA	Ds_00015814-RA
OG0008466	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA	Ds_00008499-RA
OG0008467	Dm_00002813-RA	Ds_00008550-RA
OG0008468	Dm_00009286-RA, Dm_00009283-RA	Ds_00000382-RA
OG0008469	Dm_00006491-RA	Ds_00007376-RA
OG0008470	Dm_00007979-RA	Ds_00010547-RA
OG0008471	Dm_00016469-RA	Ds_00002636-RA
OG0008472	Dm_00005381-RA	Ds_00004807-RA
OG0008474	Dm_00008724-RA	Ds_00004317-RA
OG0008475	Dm_00014016-RA	Ds_00014802-RA
OG0008476	Dm_00007453-RA	Ds_00015835-RA
OG0008477	Dm_00018388-RA	Ds_00013158-RA
OG0008478	Dm_00000392-RA, Dm_00001949-RA	Ds_00012688-RA
OG0008479	Dm_00017032-RA	Ds_00012384-RA, Ds_00017548-RA
OG0008480	Dm_00001713-RA	Ds_00008574-RA
OG0008481	Dm_00015475-RA	Ds_00008668-RA
OG0008482	Dm_00018842-RA	Ds_00004969-RA
OG0008484	Dm_00006079-RA	Ds_00008368-RA
OG0008485	Dm_00013242-RA	Ds_00001878-RA
OG0008486	Dm_00019878-RA	Ds_00016686-RA
OG0008487	Dm_00017882-RA, Dm_00012957-RA	Ds_00004914-RA
OG0008488	Dm_00011296-RA	Ds_00008942-RA
OG0008490	Dm_00014471-RA, Dm_00010989-RA	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA
OG0008491	Dm_00000372-RA, Dm_00008426-RA	Ds_00005932-RA
OG0008492	Dm_00000367-RA	Ds_00012727-RA
OG0008493	Dm_00010133-RA	Ds_00017649-RA, Ds_00010578-RA
OG0008494	Dm_00010761-RA	Ds_00001910-RA, Ds_00001908-RA
OG0008496	Dm_00014518-RA	Ds_00008069-RA
OG0008497	Dm_00018761-RA	Ds_00017249-RA
OG0008498	Dm_00020355-RA	Ds_00012647-RA
OG0008501	Dm_00006499-RA	Ds_00001516-RA
OG0008505	Dm_00010990-RA	Ds_00011141-RA
OG0008508	Dm_00001102-RA	Ds_00006803-RA
OG0008509	Dm_00007663-RA	Ds_00008673-RA
OG0008510	Dm_00009292-RA	Ds_00005067-RA
OG0008511	Dm_00006555-RA	Ds_00003751-RA
OG0008512	Dm_00009849-RA	Ds_00003780-RA
OG0008513	Dm_00007134-RA	Ds_00011424-RA
OG0008514	Dm_00016650-RA, Dm_00015986-RA	Ds_00005957-RA
OG0008515	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA	Ds_00012654-RA
OG0008516	Dm_00008524-RA	Ds_00011353-RA
OG0008517	Dm_00021008-RA	Ds_00006400-RA
OG0008520	Dm_00011427-RA	Ds_00008608-RA
OG0008521	Dm_00017285-RA, Dm_00010470-RA	Ds_00005320-RA
OG0008522	Dm_00006760-RA	Ds_00000921-RA
OG0008523	Dm_00020015-RA	Ds_00015473-RA
OG0008524	Dm_00005967-RA	Ds_00004330-RA
OG0008525	Dm_00019374-RA	Ds_00000060-RA, Ds_00010225-RA
OG0008527	Dm_00015234-RA	Ds_00007622-RA
OG0008528	Dm_00002602-RA	Ds_00011410-RA, Ds_00011407-RA
OG0008529	Dm_00007383-RA	Ds_00017252-RA
OG0008530	Dm_00016845-RA	Ds_00008068-RA
OG0008531	Dm_00001492-RA	Ds_00001382-RA
OG0008533	Dm_00017823-RA	Ds_00016683-RA
OG0008534	Dm_00002748-RA	Ds_00017968-RA, Ds_00018091-RA
OG0008535	Dm_00009674-RA	Ds_00006712-RA
OG0008536	Dm_00002857-RA	Ds_00017904-RA
OG0008537	Dm_00002776-RA, Dm_00013685-RA	Ds_00005876-RA
OG0008538	Dm_00010090-RA, Dm_00010091-RA	Ds_00002298-RA
OG0008539	Dm_00008333-RA, Dm_00006191-RA, Dm_00007225-RA, Dm_00014630-RA	Ds_00002249-RA
OG0008539	Dm_00003342-RA	Ds_00013165-RA
OG0008541	Dm_00001030-RA	Ds_00015060-RA
OG0008544	Dm_00003316-RA	Ds_00012058-RA
OG0008545	Dm_00012153-RA	Ds_00000848-RA
OG0008546	Dm_00016534-RA, Dm_00008837-RA	Ds_00010716-RA
OG0008547	Dm_00010710-RA	Ds_00016391-RA, Ds_00016390-RA
OG0008549	Dm_00013401-RA	Ds_00000761-RA
OG0008549	Dm_00017629-RA	Ds_00017161-RA, Ds_00013620-RA
OG0008552	Dm_00000342-RA	Ds_00014907-RA
OG0008559	Dm_00004617-RA	Ds_00008612-RA
OG0008596	Dm_00018932-RA	Ds_00008493-RA
OG0008598	Dm_00013728-RA	Ds_00012415-RA
OG0008600	Dm_00007885-RA	Ds_00013681-RA
OG0008601	Dm_00001118-RA	Ds_00001124-RA
OG0008602	Dm_00011660-RA	Ds_00008481-RA
OG0008603	Dm_00000573-RA	Ds_00006313-RA
OG0008604	Dm_00015794-RA	Ds_00004997-RA
OG0008605	Dm_00010609-RA	Ds_00010111-RA
OG0008606	Dm_00009137-RA	Ds_00016753-RA
OG0008607	Dm_00001808-RA	Ds_00013540-RA
OG0008607	Dm_00015442-RA	Ds_00012183-RA
OG0008608	Dm_00017155-RA	Ds_00006043-RA
OG0008608	Dm_00003701-RA	Ds_00005491-RA
OG0008610	Dm_00018676-RA	Ds_00011684-RA
OG0008611	Dm_00008204-RA	Ds_00004556-RA
OG0008612	Dm_00009742-RA	Ds_00005039-RA
OG0008613	Dm_00012207-RA	Ds_00016284-RA
OG0008615	Dm_00002567-RA	Ds_00009333-RA
OG0008617	Dm_00020276-RA	Ds_00004241-RA
OG0008618	Dm_00013090-RA	Ds_00015953-RA, Ds_00014212-RA
OG0008619	Dm_00016541-RA	Ds_00007132-RA, Ds_00003060-RA
OG0008620	Dm_00014030-RA	Ds_00013946-RA
OG0008621	Dm_00019496-RA	Ds_00014866-RA
OG0008622	Dm_00009407-RA	Ds_00000856-RA
OG0008624	Dm_00011048-RA	Ds_00006877-RA
OG0008625	Dm_00000621-RA	Ds_00003895-RA
OG0008627	Dm_00017191-RA	Ds_00007801-RA
OG0008628	Dm_00010368-RA	Ds_00001078-RA, Ds_00007800-RA
OG0008630	Dm_00017917-RA	Ds_00007524-RA
OG0008631	Dm_00009427-RA	Ds_00006395-RA
OG0008632	Dm_00000523-RA	Ds_00006177-RA
OG0008633	Dm_00014684-RA	Ds_00013881-RA
OG0008634	Dm_00008158-RA	Ds_00005063-RA
OG0008635	Dm_00017411-RA	Ds_00010160-RA
OG0008636	Dm_00002563-RA, Dm_00001536-RA	Ds_00017716-RA
OG0008637	Dm_00012171-RA	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA
OG0008639	Dm_00014344-RA	Ds_00017958-RA
OG0008640	Dm_00011378-RA	Ds_00005062-RA
OG0008641	Dm_00018343-RA	Ds_00003164-RA, Ds_00014678-RA
OG0008642	Dm_00000519-RA	Ds_00006938-RA
OG0008643	Dm_00001301-RA	Ds_00002635-RA
OG0008646	Dm_00010019-RA	Ds_00007429-RA
OG0008648	Dm_00007824-RA	Ds_00006062-RA
OG0008650	Dm_00001540-RA	Ds_00005714-RA
OG0008652	Dm_00006918-RA	Ds_00007440-RA
OG0008653	Dm_00004642-RA	Ds_00014587-RA
OG0008654	Dm_00006916-RA	Ds_00007443-RA
OG0008655	Dm_00009166-RA	Ds_00005102-RA
OG0008656	Dm_00018183-RA	Ds_00000389-RA
OG0008657	Dm_00011136-RA	Ds_00013964-RA
OG0008658	Dm_00015312-RA	Ds_00014368-RA, Ds_00014369-RA
OG0008660	Dm_00004541-RA	Ds_00010081-RA
OG0008661	Dm_00009332-RA	Ds_00010323-RA
OG0008662	Dm_00007311-RA, Dm_00002841-RA	Ds_00006236-RA
OG0008663	Dm_00001173-RA, Dm_00001174-RA	Ds_00009974-RA
OG0008664	Dm_00018487-RA	Ds_00016764-RA
OG0008666	Dm_00004246-RA	Ds_00007024-RA
OG0008667	Dm_00011482-RA	Ds_00013707-RA
OG0008668	Dm_00007389-RA	Ds_00001245-RA
OG0008669	Dm_00012964-RA	Ds_00007450-RA, Ds_00014746-RA
OG0008670	Dm_00005653-RA	Ds_00001836-RA
OG0008671	Dm_00001627-RA	Ds_00003914-RA
OG0008672	Dm_00005976-RA	Ds_00012402-RA
OG0008673	Dm_00015543-RA, Dm_00003705-RA	Ds_00015638-RA
OG0008674	Dm_00006990-RA	Ds_00000036-RA, Ds_00008125-RA
OG0008675	Dm_00003136-RA	Ds_00006312-RA
OG0008677	Dm_00005643-RA	Ds_00014755-RA
OG0008678	Dm_00008481-RA	Ds_00009352-RA
OG0008680	Dm_00017518-RA	Ds_00003251-RA
OG0008682	Dm_00007880-RA	Ds_00016832-RA
OG0008683	Dm_00012097-RA	Ds_00006089-RA
OG0008684	Dm_00012170-RA	Ds_00002692-RA, Ds_00002693-RA
OG0008685	Dm_00012330-RA	Ds_00000817-RA
OG0008686	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA
OG0008688	Dm_00003872-RA, Dm_00014165-RA	Ds_00015683-RA
OG0008690	Dm_00000152-RA	Ds_00007464-RA, Ds_00015036-RA
OG0008691	Dm_00004488-RA	Ds_00006665-RA
OG0008692	Dm_00014028-RA, Dm_00005094-RA	Ds_00014747-RA, Ds_00007997-RA
OG0008693	Dm_00009499-RA	Ds_00004704-RA
OG0008694	Dm_00010013-RA	Ds_00001846-RA
OG0008695	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA	Ds_00006447-RA
OG0008697	Dm_00010119-RA	Ds_00005460-RA
OG0008699	Dm_00016100-RA	Ds_00009916-RA
OG0008700	Dm_00013693-RA, Dm_00000123-RA	Ds_00012850-RA
OG0008701	Dm_00004503-RA	Ds_00002011-RA
OG0008703	Dm_00018333-RA	Ds_00013401-RA
OG0008704	Dm_00014607-RA, Dm_00004348-RA	Ds_00001477-RA
OG0008705	Dm_00012206-RA	Ds_00000164-RA
OG0008705	Dm_00017930-RA	Ds_00016904-RA
OG0008708	Dm_00007234-RA	Ds_00017843-RA
OG0008709	Dm_00012115-RA	Ds_00010891-RA
OG0008711	Dm_00005195-RA	Ds_00012242-RA
OG0008712	Dm_00005537-RA	Ds_00002931-RA
OG0008713	Dm_00001872-RA	Ds_00003991-RA
OG0008714	Dm_00019638-RA	Ds_00011203-RA
OG0008715	Dm_00018072-RA	Ds_00012184-RA
OG0008716	Dm_00005089-RA	Ds_00017827-RA
OG0008717	Dm_00000128-RA	Ds_00011991-RA
OG0008718	Dm_00003685-RA	Ds_00001465-RA
OG0008719	Dm_00006594-RA	Ds_00006742-RA
OG0008720	Dm_00014780-RA, Dm_00006602-RA	Ds_00001621-RA
OG0008722	Dm_00005945-RA	Ds_00008921-RA
OG0008723	Dm_00001072-RA	Ds_00011855-RA
OG0008725	Dm_00006444-RA	Ds_00004520-RA
OG0008726	Dm_00005209-RA	Ds_00001598-RA
OG0008729	Dm_00002030-RA	Ds_00006137-RA
OG0008730	Dm_00013410-RA	Ds_00017825-RA, Ds_00016702-RA
OG0008731	Dm_00007409-RA, Dm_00015116-RA	Ds_00013060-RA
OG0008732	Dm_00010531-RA	Ds_00007028-RA
OG0008733	Dm_00018838-RA	Ds_00011301-RA
OG0008734	Dm_00007862-RA	Ds_00000618-RA
OG0008735	Dm_00006597-RA	Ds_00009399-RA
OG0008736	Dm_00003206-RA	Ds_00013410-RA
OG0008737	Dm_00010403-RA	Ds_00015757-RA
OG0008738	Dm_00013556-RA	Ds_00002234-RA
OG0008739	Dm_00005809-RA	Ds_00014463-RA
OG0008740	Dm_00014077-RA	Ds_00016142-RA
OG0008741	Dm_00019050-RA	Ds_00013421-RA
OG0008742	Dm_00012203-RA, Dm_00007741-RA	Ds_00009413-RA
OG0008743	Dm_00002385-RA	Ds_00002517-RA
OG0008744	Dm_00015955-RA	Ds_00001945-RA
OG0008745	Dm_00010768-RA	Ds_00012428-RA
OG0008746	Dm_00011000-RA	Ds_00009173-RA
OG0008747	Dm_00012461-RA	Ds_00004816-RA
OG0008749	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA	Ds_00015321-RA
OG0008751	Dm_00005488-RA	Ds_00003967-RA
OG0008752	Dm_00000131-RA	Ds_00017567-RA
OG0008753	Dm_00007372-RA	Ds_00011129-RA
OG0008754	Dm_00014501-RA	Ds_00014871-RA
OG0008755	Dm_00011224-RA, Dm_00016563-RA, Dm_00017230-RA, Dm_00013819-RA	Ds_00009249-RA
OG0008756	Dm_00008017-RA	Ds_00001855-RA
OG0008757	Dm_00002180-RA	Ds_00010542-RA
OG0008758	Dm_00012379-RA	Ds_00001186-RA, Ds_00010875-RA
OG0008760	Dm_00007081-RA	Ds_00002415-RA
OG0008761	Dm_00008261-RA	Ds_00008922-RA
OG0008762	Dm_00005491-RA	Ds_00003972-RA
OG0008763	Dm_00002005-RA	Ds_00009343-RA
OG0008764	Dm_00004081-RA	Ds_00014771-RA
OG0008765	Dm_00011787-RA	Ds_00002266-RA
OG0008766	Dm_00009659-RA, Dm_00001735-RA	Ds_00015966-RA
OG0008767	Dm_00004855-RA	Ds_00000034-RA
OG0008768	Dm_00020459-RA	Ds_00000363-RA
OG0008769	Dm_00001904-RA	Ds_00001673-RA
OG0008770	Dm_00016243-RA	Ds_00011947-RA
OG0008771	Dm_00001142-RA	Ds_00009797-RA
OG0008772	Dm_00016063-RA	Ds_00002911-RA
OG0008774	Dm_00003820-RA	Ds_00016291-RA
OG0008775	Dm_00013060-RA	Ds_00001545-RA
OG0008776	Dm_00015400-RA	Ds_00001985-RA
OG0008777	Dm_00016449-RA	Ds_00012855-RA
OG0008779	Dm_00011993-RA	Ds_00007582-RA
OG0008780	Dm_00010330-RA	Ds_00016583-RA
OG0008781	Dm_00014997-RA	Ds_00015408-RA
OG0008782	Dm_00004883-RA, Dm_00013457-RA	Ds_00005265-RA
OG0008783	Dm_00007748-RA	Ds_00015903-RA
OG0008784	Dm_00001980-RA	Ds_00004018-RA
OG0008785	Dm_00018428-RA	Ds_00008305-RA
OG0008787	Dm_00004436-RA	Ds_00013890-RA
OG0008788	Dm_00003256-RA	Ds_00007792-RA, Ds_00015345-RA
OG0008789	Dm_00004066-RA	Ds_00012757-RA
OG0008790	Dm_00000909-RA	Ds_00014617-RA
OG0008792	Dm_00004161-RA	Ds_00002592-RA, Ds_00008141-RA
OG0008793	Dm_00008953-RA	Ds_00002202-RA
OG0008795	Dm_00006579-RA	Ds_00001176-RA
OG0008796	Dm_00008402-RA	Ds_00003313-RA
OG0008798	Dm_00017532-RA	Ds_00007757-RA
OG0008799	Dm_00010189-RA	Ds_00002214-RA
OG0008800	Dm_00014414-RA, Dm_00021098-RA	Ds_00004242-RA
OG0008801	Dm_00015575-RA	Ds_00013309-RA
OG0008802	Dm_00008315-RA	Ds_00001166-RA
OG0008803	Dm_00011532-RA	Ds_00010626-RA, Ds_00010625-RA
OG0008804	Dm_00004174-RA	Ds_00001385-RA
OG0008805	Dm_00000215-RA	Ds_00008646-RA
OG0008806	Dm_00013458-RA, Dm_00009049-RA	Ds_00017204-RA
OG0008808	Dm_00006044-RA	Ds_00011748-RA
OG0008809	Dm_00008709-RA	Ds_00001146-RA, Ds_00016329-RA
OG0008810	Dm_00005780-RA, Dm_00013425-RA	Ds_00002428-RA
OG0008811	Dm_00016024-RA, Dm_00016816-RA	Ds_00004813-RA
OG0008812	Dm_00001002-RA	Ds_00008243-RA
OG0008813	Dm_00000642-RA	Ds_00009941-RA
OG0008814	Dm_00008492-RA	Ds_00013303-RA
OG0008815	Dm_00003513-RA	Ds_00015084-RA
OG0008816	Dm_00004106-RA	Ds_00006363-RA
OG0008817	Dm_00001466-RA	Ds_00015212-RA
OG0008819	Dm_00000877-RA	Ds_00017230-RA
OG0008820	Dm_00009479-RA	Ds_00016453-RA
OG0008821	Dm_00003116-RA	Ds_00002832-RA
OG0008822	Dm_00014533-RA	Ds_00003373-RA
OG0008824	Dm_00000380-RA	Ds_00005916-RA
OG0008825	Dm_00016010-RA, Dm_00007178-RA	Ds_00012950-RA
OG0008826	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA	Ds_00014992-RA
OG0008827	Dm_00009943-RA	Ds_00007199-RA
OG0008828	Dm_00011157-RA	Ds_00014250-RA
OG0008829	Dm_00008449-RA	Ds_00012958-RA
OG0008830	Dm_00003068-RA	Ds_00012968-RA
OG0008831	Dm_00013392-RA	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA
OG0008833	Dm_00005782-RA, Dm_00007897-RA	Ds_00002426-RA
