Orthogroup	A_hypochondriacus.proteins	V_vinifera.proteins
OG0008971	AH008166-RA	VIT_205s0094g00800.2, VIT_205s0094g00800.1, VIT_205s0094g00800.3
OG0008972	AH013655-RA	VIT_206s0004g04460.1
OG0008973	AH022476-RA	VIT_206s0004g07390.1
OG0008974	AH018166-RA	VIT_202s0025g02410.1
OG0008975	AH019883-RA	VIT_206s0004g01330.1, VIT_206s0004g01330.3, VIT_206s0004g01330.2
OG0008976	AH021495-RA	VIT_210s0116g01630.1, VIT_210s0116g01630.2, VIT_210s0116g01630.3
OG0008977	AH022729-RA	VIT_213s0064g00030.2, VIT_213s0064g00030.1
OG0008978	AH022600-RA, AH013860-RA	VIT_206s0009g01020.2, VIT_206s0009g01020.1
OG0008979	AH010315-RA	VIT_201s0011g01090.1
OG0008980	AH021972-RA	VIT_208s0040g02250.2, VIT_208s0040g02250.1
OG0008981	AH008007-RA	VIT_219s0014g01320.1
OG0008982	AH011712-RA	VIT_205s0094g00760.2, VIT_205s0094g00760.3, VIT_205s0094g00760.6, VIT_205s0094g00760.4, VIT_205s0094g00760.1, VIT_205s0094g00760.5
OG0008983	AH020523-RA	VIT_208s0040g00500.1
OG0008984	AH015624-RA	VIT_213s0067g00210.4, VIT_213s0067g00210.2, VIT_213s0067g00210.1, VIT_213s0067g00210.3
OG0008985	AH015886-RA	VIT_213s0019g04360.1
OG0008986	AH017725-RA, AH003732-RA	VIT_208s0007g01710.2, VIT_208s0007g01710.1
OG0008987	AH023134-RA	VIT_201s0011g01990.1, VIT_201s0011g01990.2, VIT_203s0017g01700.1
OG0008988	AH001374-RA, AH001375-RA	VIT_212s0028g02990.1
OG0008989	AH017441-RA	VIT_212s0057g00230.2, VIT_212s0057g00230.1
OG0008990	AH012550-RA, AH012549-RA, AH021768-RA	VIT_208s0007g02470.1
OG0008992	AH005903-RA, AH009909-RA	VIT_215s0021g02040.1
OG0008993	AH020259-RA, AH010737-RA	VIT_208s0007g07410.2, VIT_208s0007g07410.1
OG0008994	AH007265-RA	VIT_216s0039g01880.1
OG0008995	AH011034-RA	VIT_206s0009g03440.1, VIT_206s0009g03440.2, VIT_206s0009g03440.3
OG0008996	AH021648-RA	VIT_200s0181g00230.1, VIT_200s0181g00230.3, VIT_200s0181g00230.2
OG0008997	AH014895-RA	VIT_200s2188g00010.1, VIT_200s2188g00010.2, VIT_200s0187g00130.1
OG0008998	AH006295-RA, AH003443-RA	VIT_212s0028g01080.2
OG0008999	AH007710-RA	VIT_206s0009g03610.4, VIT_206s0009g03610.1, VIT_206s0009g03610.2, VIT_206s0009g03610.3
OG0009001	AH003395-RA, AH012839-RA	VIT_218s0122g00240.1, VIT_218s0122g00230.1
OG0009002	AH007967-RA	VIT_219s0014g00250.3, VIT_219s0014g00250.4, VIT_219s0014g00250.2, VIT_219s0014g00250.1
OG0009003	AH001998-RA	VIT_209s0002g06120.2, VIT_209s0002g06120.1
OG0009004	AH020341-RA	VIT_208s0007g06240.1, VIT_208s0007g06240.3, VIT_208s0007g06240.2
OG0009005	AH022466-RA	VIT_206s0004g07140.1, VIT_206s0004g07140.3, VIT_206s0004g07140.4, VIT_206s0004g07140.2
OG0009006	AH008154-RA	VIT_219s0177g00140.1, VIT_210s0116g00530.1
OG0009007	AH010028-RA	VIT_219s0014g02840.1
OG0009008	AH002766-RA	VIT_217s0000g02630.1
OG0009008	AH021582-RA	VIT_200s0203g00080.1
OG0009009	AH009030-RA	VIT_218s0086g00180.2, VIT_218s0086g00180.3, VIT_218s0086g00180.1
OG0009010	AH010331-RA	VIT_204s0043g00360.1
OG0009010	AH020215-RA	VIT_205s0077g00110.1
OG0009011	AH013529-RA	VIT_217s0000g10210.1
OG0009012	AH022361-RA	VIT_217s0000g10090.1
OG0009013	AH020604-RA, AH000001-RA	VIT_205s0029g00010.1
OG0009014	AH013551-RA	VIT_201s0010g02190.1
OG0009015	AH009447-RA	VIT_218s0041g00350.1
OG0009016	AH008786-RA	VIT_218s0089g00220.1, VIT_218s0089g00220.2, VIT_202s0109g00370.1, VIT_218s0089g00220.3
OG0009017	AH004918-RA	VIT_201s0010g02590.1
OG0009018	AH023598-RA	VIT_212s0035g01125.1, VIT_218s0001g03370.2, VIT_218s0001g03370.1
OG0009019	AH007099-RA	VIT_205s0020g03470.1, VIT_205s0020g03470.2
OG0009020	AH006414-RA	VIT_204s0210g00200.1
OG0009021	AH006209-RA	VIT_218s0166g00200.1
OG0009022	AH008927-RA	VIT_218s0001g07920.1
OG0009023	AH011871-RA	VIT_218s0072g01180.3, VIT_218s0072g01180.4, VIT_218s0072g01180.2, VIT_218s0072g01180.1
OG0009024	AH005180-RA	VIT_201s0010g03650.1, VIT_201s0010g03650.3, VIT_201s0010g03650.2, VIT_201s0010g03650.4
OG0009025	AH007210-RA	VIT_205s0049g00960.3, VIT_205s0049g00960.1, VIT_205s0049g00960.2
OG0009026	AH011358-RA	VIT_202s0025g02550.1
OG0009028	AH004528-RA, AH004527-RA, AH005160-RA	VIT_201s0010g03320.1
OG0009029	AH007618-RA	VIT_206s0009g02360.1
OG0009031	AH023693-RA	VIT_218s0001g00660.1, VIT_218s0001g00660.2
OG0009032	AH009856-RA	VIT_214s0219g00110.1
OG0009033	AH006001-RA	VIT_200s0742g00030.3, VIT_200s0742g00030.4, VIT_200s0742g00030.2, VIT_200s0742g00030.1
OG0009035	AH019973-RA	VIT_205s0077g00550.1, VIT_205s0077g00550.3, VIT_205s0077g00550.2
OG0009036	AH009428-RA	VIT_218s0001g03070.1
OG0009037	AH002553-RA	VIT_218s0001g13280.1, VIT_218s0001g13280.2
OG0009038	AH017279-RA	VIT_207s0005g02140.2, VIT_207s0005g02140.3, VIT_207s0005g02140.1
OG0009039	AH012038-RA, AH019637-RA	VIT_216s0050g02390.1
OG0009040	AH005282-RA	VIT_212s0035g01750.1, VIT_212s0035g01750.3, VIT_212s0035g01750.2
OG0009041	AH007621-RA	VIT_214s0060g02060.2, VIT_214s0060g02060.5, VIT_214s0060g02060.4, VIT_214s0060g02060.3, VIT_214s0060g02060.1
OG0009042	AH008999-RA	VIT_218s0001g03730.1, VIT_218s0001g03730.3, VIT_218s0001g03730.2
OG0009043	AH001801-RA	VIT_203s0038g04750.2, VIT_203s0038g04750.1
OG0009044	AH007528-RA	VIT_214s0030g00490.2, VIT_214s0030g00490.1
OG0009045	AH007402-RA	VIT_214s0068g02130.2, VIT_214s0068g02130.1
OG0009046	AH012108-RA, AH019602-RA	VIT_216s0050g01050.2, VIT_216s0050g01050.1
OG0009047	AH004332-RA, AH005000-RA	VIT_207s0005g01530.1
OG0009048	AH011887-RA, AH019738-RA	VIT_216s0098g00810.2, VIT_216s0098g00810.3, VIT_216s0098g00810.4, VIT_216s0098g00810.1, VIT_216s0098g00810.7, VIT_216s0098g00810.8, VIT_216s0098g00810.9, VIT_216s0098g00810.5, VIT_216s0098g00810.6
OG0009049	AH018154-RA	VIT_202s0025g02200.1, VIT_202s0025g02200.3, VIT_202s0025g02200.4, VIT_202s0025g02200.2
OG0009050	AH014889-RA	VIT_200s0592g00020.1
OG0009051	AH005421-RA	VIT_201s0011g02910.2, VIT_201s0011g02910.1
OG0009052	AH010798-RA	VIT_217s0000g02190.2, VIT_217s0000g02190.4
OG0009053	AH009527-RA	VIT_215s0046g00120.1
OG0009054	AH013010-RA	VIT_207s0005g04650.1
OG0009055	AH014621-RA, AH021194-RA	VIT_203s0091g00810.1
OG0009056	AH006103-RA	VIT_207s0031g00620.3, VIT_207s0031g00620.2, VIT_207s0031g00620.1, VIT_207s0031g00620.4
OG0009057	AH022923-RA	VIT_205s0049g02250.1
OG0009059	AH008524-RA	VIT_218s0072g00400.1
OG0009060	AH000952-RA, AH001622-RA	VIT_203s0063g00210.1
OG0009061	AH012832-RA	VIT_218s0122g00190.2, VIT_218s0122g00190.1, VIT_218s0122g00190.3
OG0009062	AH006962-RA	VIT_205s0051g00070.1, VIT_205s0051g00070.3, VIT_205s0051g00070.2
OG0009063	AH021176-RA	VIT_212s0055g01110.1
OG0009064	AH002253-RA	VIT_203s0038g02210.1
OG0009065	AH007048-RA	VIT_205s0020g04870.2
OG0009066	AH002532-RA	VIT_217s0000g09210.1
OG0009067	AH003314-RA	VIT_204s0043g00560.2
OG0009068	AH012941-RA	VIT_207s0005g00100.1, VIT_207s0005g00100.3, VIT_207s0005g00100.2
OG0009069	AH009385-RB, AH009385-RA	VIT_218s0072g00840.1
OG0009070	AH019624-RA	VIT_203s0038g02830.2, VIT_203s0038g02830.1
OG0009073	AH022851-RA, AH011854-RA	VIT_207s0151g00690.1
OG0009074	AH002976-RA, AH017245-RA	VIT_217s0000g01240.1
OG0009075	AH018658-RA	VIT_202s0025g03950.1, VIT_202s0025g03950.2, VIT_202s0025g03950.3
OG0009076	AH008566-RA	VIT_218s0001g01800.1
OG0009077	AH019274-RA	VIT_212s0034g01130.3, VIT_212s0034g01130.1, VIT_212s0034g01130.2, VIT_212s0034g01130.7, VIT_212s0034g01130.6, VIT_212s0034g01130.5, VIT_212s0034g01130.4
OG0009078	AH004046-RA	VIT_200s0508g00020.1
OG0009079	AH009584-RA	VIT_201s0150g00570.3, VIT_201s0150g00570.1
OG0009080	AH020206-RA	VIT_205s0077g02110.1
OG0009081	AH013111-RA	VIT_207s0005g04260.4, VIT_207s0005g04260.2, VIT_207s0005g04260.5, VIT_207s0005g04260.3, VIT_207s0005g04260.1
OG0009082	AH006036-RA, AH003695-RA	VIT_207s0255g00010.1
OG0009083	AH007299-RA	VIT_205s0077g01010.1, VIT_205s0077g01010.2
OG0009084	AH007735-RA	VIT_214s0081g00490.2, VIT_214s0081g00490.4, VIT_212s0055g01120.1, VIT_214s0081g00490.5, VIT_214s0081g00490.3, VIT_214s0081g00490.1
OG0009085	AH003909-RA	VIT_207s0129g01040.3, VIT_207s0129g01040.1, VIT_207s0129g01040.2, VIT_207s0129g01040.5
OG0009086	AH019283-RA	VIT_213s0067g03010.1, VIT_213s0067g02710.1
OG0009087	AH019829-RA	VIT_205s0020g02480.1, VIT_207s0104g00610.1
OG0009088	AH005207-RA	VIT_201s0146g00100.1, VIT_201s0146g00100.2, VIT_201s0146g00100.4
OG0009089	AH011353-RA	VIT_202s0025g02470.3, VIT_202s0025g02470.2, VIT_202s0025g02470.1
OG0009090	AH011382-RA, AH011615-RA	VIT_212s0028g01140.1
OG0009091	AH008333-RA	VIT_218s0001g14230.2, VIT_218s0001g14230.6, VIT_218s0001g14230.4
OG0009092	AH023761-RA	VIT_218s0122g00900.3, VIT_218s0122g00900.4, VIT_218s0122g00900.2, VIT_218s0122g00900.1
OG0009093	AH020168-RA	VIT_205s0020g01730.2, VIT_205s0020g01730.1
OG0009094	AH009134-RA	VIT_215s0048g00540.3, VIT_215s0048g00540.1, VIT_215s0048g00540.2
OG0009095	AH013276-RA	VIT_207s0151g01130.1
OG0009096	AH010392-RA	VIT_204s0043g00740.1, VIT_204s0043g00740.2
OG0009097	AH017746-RA	VIT_207s0005g03470.1
OG0009098	AH012870-RA	VIT_215s0048g00230.1, VIT_215s0048g00230.2
OG0009099	AH007867-RA	VIT_207s0031g03150.3, VIT_207s0031g03150.2, VIT_207s0031g03150.1
OG0009100	AH001659-RA	VIT_203s0180g00110.1
OG0009101	AH014668-RA	VIT_214s0066g00920.4, VIT_214s0066g00920.1, VIT_214s0066g00920.2, VIT_214s0066g00920.3
OG0009102	AH019134-RA	VIT_214s0108g01390.1
OG0009103	AH017915-RA	VIT_217s0000g09280.1
OG0009104	AH001098-RA	VIT_201s0010g01230.4, VIT_201s0010g01230.3, VIT_201s0010g01230.1, VIT_201s0010g01230.6, VIT_201s0010g01230.5, VIT_201s0010g01230.2
OG0009105	AH016512-RA, AH022848-RA	VIT_201s0011g04196.1, VIT_201s0011g04190.1
OG0009106	AH007986-RA, AH010159-RA	VIT_214s0066g01130.2, VIT_214s0066g01130.1, VIT_214s0066g01130.3
OG0009107	AH005557-RA	VIT_201s0011g00750.1, VIT_201s0011g00760.1
OG0009108	AH014603-RA	VIT_217s0053g00600.4, VIT_217s0053g00600.2, VIT_217s0053g00600.1, VIT_217s0053g00600.3, VIT_208s0040g00880.1
OG0009109	AH014678-RA	VIT_217s0000g00870.1
OG0009110	AH000018-RA	VIT_201s0011g02150.1, VIT_201s0011g02150.2
OG0009111	AH019415-RA	VIT_216s0013g01410.1
OG0009113	AH018321-RA	VIT_202s0234g00080.2, VIT_202s0234g00080.5, VIT_202s0234g00080.1, VIT_202s0234g00080.3, VIT_202s0234g00080.4
OG0009114	AH017315-RA	VIT_217s0000g07810.1, VIT_217s0000g07810.2
OG0009115	AH017825-RA	VIT_217s0000g02260.2, VIT_217s0000g02260.1
OG0009116	AH020232-RA, AH004452-RA	VIT_207s0005g04970.1
OG0009117	AH001152-RA	VIT_217s0053g00670.1
OG0009118	AH015751-RA, AH019381-RA	VIT_214s0108g00080.1
OG0009119	AH010254-RA	VIT_214s0066g01230.1, VIT_214s0066g01230.3, VIT_214s0066g01230.2
OG0009121	AH018227-RA	VIT_202s0012g00310.1, VIT_202s0012g00310.2
OG0009122	AH016613-RA	VIT_214s0083g00640.2, VIT_214s0083g00640.1
OG0009123	AH018768-RA	VIT_202s0087g00586.1
OG0009124	AH016221-RA	VIT_217s0000g07920.1
OG0009125	AH017562-RA, AH002844-RA	VIT_217s0000g06450.1
OG0009126	AH013966-RA	VIT_202s0012g00850.1
OG0009127	AH018213-RA	VIT_213s0106g00380.1, VIT_202s0012g00620.1
OG0009128	AH022789-RA, AH016581-RA	VIT_214s0083g01170.4, VIT_214s0083g01170.3
OG0009129	AH018366-RA	VIT_215s0021g00320.1
OG0009130	AH003128-RA, AH001039-RA	VIT_201s0011g02060.1
OG0009131	AH004072-RA, AH005418-RA	VIT_201s0011g03060.2, VIT_201s0011g03060.1
OG0009132	AH018438-RA	VIT_202s0012g02090.1
OG0009133	AH020673-RA	VIT_211s0118g00410.1
OG0009134	AH009342-RA	VIT_202s0012g02270.1, VIT_202s0012g02270.3, VIT_202s0012g02270.2, VIT_202s0012g02270.4
OG0009135	AH006400-RA	VIT_214s0068g01530.1
OG0009136	AH013581-RA	VIT_214s0066g01920.1, VIT_214s0066g01920.2
OG0009137	AH018514-RA, AH003246-RA	VIT_202s0087g00100.1
OG0009138	AH004920-RA	VIT_201s0010g02570.1
OG0009139	AH022895-RA	VIT_214s0006g03240.1, VIT_214s0006g03240.3, VIT_214s0006g03240.4, VIT_214s0006g03240.2
OG0009140	AH011111-RA	VIT_200s0220g00020.1
OG0009141	AH009155-RA	VIT_217s0053g00750.2, VIT_217s0053g00750.3, VIT_217s0053g00750.1, VIT_217s0053g00750.4
OG0009142	AH022878-RA	VIT_214s0006g02880.1
OG0009143	AH019137-RA	VIT_214s0171g00130.1
OG0009144	AH004338-RA	VIT_201s0113g00430.4, VIT_201s0113g00430.1, VIT_201s0113g00430.2, VIT_201s0113g00430.5, VIT_201s0113g00430.3
OG0009145	AH017455-RA	VIT_217s0000g04740.2, VIT_217s0000g04740.1
OG0009146	AH011446-RA	VIT_202s0012g00300.1
OG0009148	AH016432-RA, AH022983-RA	VIT_201s0011g04060.1
OG0009149	AH005510-RA	VIT_217s0000g02670.1, VIT_217s0000g02670.2
OG0009150	AH004737-RA	VIT_201s0026g00810.1
OG0009151	AH018375-RA	VIT_202s0012g01000.3, VIT_202s0012g01000.1, VIT_202s0012g01000.2, VIT_202s0012g01000.5, VIT_202s0012g01000.4, VIT_202s0012g01000.6
OG0009152	AH018270-RA	VIT_200s0616g00010.1
OG0009153	AH004442-RA, AH011503-RA, AH011502-RA	VIT_201s0127g00200.1, VIT_201s0127g00150.2, VIT_201s0127g00150.1, VIT_201s0127g00180.1
OG0009154	AH015768-RA	VIT_214s0108g00500.2, VIT_214s0108g00500.1, VIT_219s0014g00760.1
OG0009155	AH011560-RA, AH018465-RA	VIT_202s0109g00230.2, VIT_202s0109g00230.4
OG0009156	AH019147-RA	VIT_214s0068g00270.2, VIT_214s0068g00270.6, VIT_214s0068g00270.4, VIT_214s0068g00270.5, VIT_214s0068g00270.3, VIT_214s0068g00270.1
OG0009157	AH015145-RA, AH021586-RA	VIT_219s0015g01950.1
OG0009158	AH003847-RA	VIT_200s0441g00010.1, VIT_200s0441g00010.2, VIT_200s0441g00010.4, VIT_200s0441g00010.3, VIT_200s0525g00010.1
OG0009159	AH009377-RA	VIT_215s0021g01370.1, VIT_215s0021g01370.2
OG0009160	AH012163-RA	VIT_216s0013g01680.2, VIT_216s0013g01680.1
OG0009161	AH020426-RA	VIT_208s0007g05890.1, VIT_208s0007g05890.2, VIT_208s0007g05890.3
OG0009162	AH022844-RA	VIT_214s0006g02210.1
OG0009163	AH005385-RA	VIT_201s0011g03610.1, VIT_201s0011g03610.2
OG0009164	AH013578-RA	VIT_214s0066g02020.1
OG0009165	AH002928-RA	VIT_217s0000g04250.1, VIT_217s0000g04250.2, VIT_217s0000g04250.3, VIT_217s0000g04250.4
OG0009166	AH022893-RA	VIT_214s0006g03180.1
OG0009166	AH004707-RA	VIT_201s0011g03270.1
OG0009167	AH017258-RA	VIT_217s0000g07530.2, VIT_217s0000g07530.1
OG0009169	AH017538-RA	VIT_217s0000g06910.1
OG0009170	AH012619-RA	VIT_218s0001g01950.1
OG0009171	AH016537-RA, AH022883-RA	VIT_214s0006g02960.3, VIT_214s0006g02960.5, VIT_214s0006g02960.4, VIT_214s0006g02960.1, VIT_214s0006g02960.2
OG0009172	AH004478-RA	VIT_201s0137g00310.2, VIT_201s0137g00310.3, VIT_201s0137g00310.1, VIT_201s0137g00310.4
OG0009173	AH005502-RA	VIT_201s0011g04500.1
OG0009174	AH006394-RA, AH006393-RA, AH003366-RA, AH006392-RA	VIT_217s0000g00950.1, VIT_217s0000g00950.2
OG0009175	AH015888-RA	VIT_217s0000g02400.1
OG0009176	AH005473-RA	VIT_201s0011g03860.1, VIT_208s0058g01175.1
OG0009179	AH007906-RA	VIT_214s0066g01410.2, VIT_214s0066g01410.1
OG0009181	AH018513-RA, AH003247-RA	VIT_202s0087g00090.1
OG0009182	AH018252-RA, AH011426-RA	VIT_215s0021g01210.1, VIT_202s0236g00040.1, VIT_200s0208g00100.1, VIT_203s0063g00440.1, VIT_202s0236g00040.2
OG0009185	AH023618-RA	VIT_218s0001g04180.1, VIT_218s0001g04180.2
OG0009186	AH023220-RA, AH016272-RA	VIT_204s0008g05580.1
OG0009187	AH021021-RA, AH021020-RA	VIT_205s0051g00680.1, VIT_205s0051g00700.1
OG0009188	AH016713-RA, AH021558-RA	VIT_200s0868g00010.1, VIT_200s0868g00010.2, VIT_212s0059g02690.1
OG0009189	AH015711-RA, AH015710-RA	VIT_207s0129g00960.1, VIT_207s0129g00870.1, VIT_207s0129g00880.1, VIT_207s0129g00910.1, VIT_207s0129g00920.1, VIT_207s0129g00890.1, VIT_200s1542g00025.1, VIT_207s0129g00940.1
OG0009190	AH017254-RA	VIT_217s0000g01090.2, VIT_217s0000g01090.1, VIT_217s0000g01100.1, VIT_217s0000g01090.3, VIT_217s0000g01090.4
OG0009191	AH017650-RA	VIT_217s0000g05380.1
OG0009192	AH008792-RA	VIT_218s0089g00870.1
OG0009193	AH008349-RA	VIT_218s0001g08290.11, VIT_218s0001g08290.9, VIT_218s0001g08290.12, VIT_218s0001g08290.6, VIT_218s0001g08290.2, VIT_218s0001g08290.5, VIT_218s0001g08290.1, VIT_218s0001g08290.10, VIT_218s0001g08290.8, VIT_218s0001g08290.3, VIT_218s0001g08290.7, VIT_218s0001g08290.4
OG0009195	AH020192-RA	VIT_205s0049g01950.1, VIT_205s0049g01950.2, VIT_205s0049g01950.3, VIT_205s0049g01950.4
OG0009197	AH004782-RA	VIT_201s0127g00640.1
OG0009198	AH005948-RA	VIT_200s0357g00090.2, VIT_200s0357g00090.1
OG0009200	AH012420-RA	VIT_216s0050g00690.1, VIT_216s0050g00690.3, VIT_216s0050g00690.2
OG0009201	AH007135-RA	VIT_205s0077g01320.1
OG0009202	AH007044-RA	VIT_205s0020g02230.1
OG0009203	AH007340-RA	VIT_207s0031g02620.2, VIT_207s0031g02620.4, VIT_207s0031g02620.3, VIT_207s0031g02620.1
OG0009204	AH001694-RA	VIT_203s0110g00230.1, VIT_203s0091g00360.1
OG0009255	AH020130-RA	VIT_205s0020g02650.1
OG0009256	AH011011-RA	VIT_206s0061g00010.3, VIT_206s0061g00010.1, VIT_206s0061g00010.5, VIT_206s0061g00010.4, VIT_206s0061g00010.2
OG0009257	AH022082-RA	VIT_207s0005g00680.1, VIT_207s0005g00680.2
OG0009258	AH019407-RA	VIT_205s0020g04900.1, VIT_205s0020g04900.2, VIT_205s0020g04900.3
OG0009260	AH006757-RA	VIT_208s0007g08760.2, VIT_208s0007g08760.1, VIT_208s0007g08760.3
OG0009261	AH011046-RA	VIT_206s0009g03190.1
OG0009262	AH007130-RA	VIT_205s0077g01270.2, VIT_205s0077g01260.2, VIT_205s0077g01260.1, VIT_205s0077g01270.1
OG0009263	AH018855-RA	VIT_201s0137g00470.1
OG0009264	AH005862-RA	VIT_210s0092g00060.1, VIT_210s0092g00060.2
OG0009265	AH010062-RA	VIT_212s0035g01850.2, VIT_212s0035g01850.1
OG0009266	AH019091-RA	VIT_213s0106g00620.1
OG0009267	AH013327-RA	VIT_212s0059g00260.1
OG0009268	AH012673-RA, AH021858-RA	VIT_208s0040g03330.1, VIT_208s0040g03330.2
OG0009269	AH000144-RA	VIT_203s0038g03910.1
OG0009270	AH010864-RA	VIT_214s0030g01250.1, VIT_214s0030g01250.2
OG0009271	AH022238-RA	VIT_203s0038g01240.1
OG0009272	AH023452-RA	VIT_213s0019g01450.2, VIT_213s0019g01450.1
OG0009273	AH022475-RA	VIT_206s0004g07380.1
OG0009275	AH011112-RA	VIT_216s0039g01610.1
OG0009276	AH013219-RA	VIT_206s0004g07840.3, VIT_206s0004g07840.2, VIT_206s0004g07840.1
OG0009278	AH020399-RA	VIT_208s0007g08650.2, VIT_208s0007g08650.3, VIT_208s0007g08650.1
OG0009279	AH018525-RA	VIT_202s0087g00360.1, VIT_202s0087g00360.3, VIT_202s0087g00360.2
OG0009280	AH007554-RA	VIT_200s0245g00040.1, VIT_214s0128g00460.3, VIT_214s0128g00460.2, VIT_214s0128g00460.1
OG0009281	AH017663-RA, AH002723-RA	VIT_207s0005g01770.1
OG0009282	AH006055-RA	VIT_208s0056g00590.1, VIT_205s0020g00350.1
OG0009282	AH003433-RA	VIT_206s0009g02080.1
OG0009283	AH013886-RA	VIT_206s0009g01420.2, VIT_206s0009g01420.1
OG0009284	AH013076-RA	VIT_207s0005g06610.1, VIT_207s0005g06610.2
OG0009286	AH019433-RA	VIT_200s0590g00010.1
OG0009287	AH022245-RA	VIT_209s0054g00710.1
OG0009288	AH007466-RA, AH011124-RA	VIT_200s0207g00100.1, VIT_200s0207g00100.2
OG0009289	AH006133-RA, AH006134-RA	VIT_201s0011g05570.2, VIT_201s0011g05570.1
OG0009290	AH013045-RA	VIT_207s0005g05590.1
OG0009291	AH022948-RA	VIT_217s0000g03860.1
OG0009292	AH010786-RA	VIT_214s0030g01860.1, VIT_214s0030g01860.2
OG0009293	AH018236-RA, AH011454-RA	VIT_202s0012g00140.3, VIT_202s0012g00140.1
OG0009294	AH002614-RA	VIT_207s0141g00310.1, VIT_207s0141g00310.2, VIT_207s0141g00310.3
OG0009295	AH016277-RA, AH023218-RA	VIT_208s0007g07330.1
OG0009296	AH013901-RA	VIT_206s0080g00800.1
OG0009298	AH005975-RA	VIT_209s0002g02280.1
OG0009299	AH020241-RA	VIT_205s0051g00440.2, VIT_205s0051g00440.1, VIT_213s0047g01030.1
OG0009300	AH018130-RA	VIT_202s0025g02010.1
OG0009301	AH001618-RA	VIT_219s0085g00820.2, VIT_219s0085g00820.1
OG0009302	AH013382-RA, AH022349-RA	VIT_209s0002g01060.1
OG0009303	AH017159-RA	VIT_204s0008g01190.5, VIT_204s0008g01190.2, VIT_204s0008g01190.1, VIT_204s0008g01190.3
OG0009304	AH020257-RA	VIT_208s0007g07460.1
OG0009306	AH019106-RA	VIT_208s0040g03380.1, VIT_208s0040g03380.2
OG0009307	AH007309-RA	VIT_207s0005g01580.1, VIT_205s0077g01075.1, VIT_201s0127g00065.1
OG0009308	AH009333-RA	VIT_207s0141g00660.1
OG0009309	AH020111-RA	VIT_205s0020g02950.3, VIT_205s0020g02950.5, VIT_205s0020g02950.2, VIT_205s0020g02950.4, VIT_205s0020g02950.1
OG0009310	AH001439-RA	VIT_206s0061g00850.1
OG0009312	AH013372-RA	VIT_209s0002g01180.1
OG0009313	AH012574-RA, AH020327-RA	VIT_208s0007g00460.2, VIT_213s0047g01205.1, VIT_208s0007g00460.1
OG0009315	AH001993-RA	VIT_206s0004g00170.1, VIT_206s0004g00170.2, VIT_206s0004g00170.3
OG0009316	AH021701-RA	VIT_208s0058g01420.1
OG0009317	AH003474-RA, AH006321-RA	VIT_214s0060g00075.1
OG0009318	AH011762-RA	VIT_205s0020g01040.1
OG0009319	AH008603-RA	VIT_208s0056g01200.1
OG0009321	AH006315-RA	VIT_207s0005g03790.1
OG0009322	AH012507-RA	VIT_208s0058g00830.1
OG0009323	AH019112-RA	VIT_205s0124g00020.1
OG0009324	AH020463-RA, AH006709-RA	VIT_208s0007g05600.1
OG0009325	AH022724-RA, AH011230-RA	VIT_214s0060g00970.1, VIT_218s0157g00160.1
OG0009326	AH003773-RA	VIT_207s0104g00500.3, VIT_207s0104g00500.1, VIT_207s0104g00500.2
OG0009327	AH010157-RA	VIT_208s0007g07110.1
OG0009328	AH002749-RA	VIT_207s0005g02610.1
OG0009329	AH017748-RA	VIT_207s0005g03490.3, VIT_207s0005g03490.2, VIT_207s0005g03490.1
OG0009330	AH010452-RA	VIT_214s0128g00360.1, VIT_214s0128g00360.2
OG0009331	AH017886-RA	VIT_207s0289g00020.1, VIT_207s0141g00320.1
OG0009332	AH023075-RA	VIT_213s0067g00390.4, VIT_213s0067g00390.3, VIT_213s0067g00390.1, VIT_213s0067g00390.2
OG0009333	AH004020-RA, AH005513-RA	VIT_201s0010g00580.1, VIT_201s0010g00580.2
OG0009334	AH019374-RA, AH011823-RA, AH020128-RA	VIT_205s0020g02640.1, VIT_205s0020g02640.2
OG0009335	AH017289-RA	VIT_207s0005g02760.2, VIT_207s0005g02760.1
OG0009336	AH010613-RA	VIT_214s0060g00320.1, VIT_214s0060g00320.2
OG0009337	AH015857-RA	VIT_216s0013g01960.3, VIT_216s0013g01960.1
OG0009338	AH022957-RA	VIT_213s0019g01070.2, VIT_213s0019g01070.1
OG0009339	AH020699-RA	VIT_211s0016g05630.1, VIT_211s0016g05630.2
OG0009340	AH020472-RA, AH006737-RA	VIT_200s0252g00050.1, VIT_200s0252g00050.3, VIT_200s0252g00050.2
OG0009341	AH017753-RA, AH007591-RA	VIT_207s0005g03020.1
OG0009342	AH010691-RA	VIT_207s0005g05620.1, VIT_207s0005g05620.2
OG0009343	AH006504-RA	VIT_218s0041g01930.2, VIT_218s0041g01930.1, VIT_208s0007g05460.1
OG0009344	AH018946-RA	VIT_208s0056g01270.1, VIT_208s0056g01270.3, VIT_208s0056g01270.2, VIT_208s0056g01270.4
OG0009345	AH006706-RA	VIT_205s0049g01470.1, VIT_205s0049g01470.2, VIT_213s0073g00670.1
OG0009346	AH015408-RA	VIT_214s0060g00450.1
OG0009347	AH018041-RA	VIT_209s0070g00120.1
OG0009348	AH007424-RA	VIT_212s0142g00220.1, VIT_212s0142g00220.2
OG0009349	AH011001-RA	VIT_206s0004g02120.1
OG0009350	AH004178-RA	VIT_214s0068g02005.1, VIT_201s0011g04695.1
