Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins	Total
OG0029944	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029945	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029946	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029947	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029948	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029949	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029950	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029951	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029952	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029953	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029954	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029955	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029956	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029957	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029958	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029959	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029960	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029961	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029962	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029963	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029964	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029965	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029966	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029967	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029968	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029969	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029970	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029971	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029972	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029973	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029974	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029975	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029976	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029977	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029978	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029979	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029980	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029981	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029982	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029983	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029984	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029985	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029986	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029987	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029988	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029989	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029990	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029991	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029992	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029993	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029994	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029995	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029996	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029997	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029998	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0029999	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030000	0	0	0	0	0	0	0	0	1	1	0	0	2
OG0030001	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030002	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030003	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030004	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030005	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030006	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030007	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030008	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030009	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030010	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030011	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030012	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030013	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030014	0	0	0	0	0	0	0	0	1	0	0	1	2
OG0030015	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030016	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030017	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030018	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030019	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030020	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030021	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030022	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030023	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030024	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030025	0	0	0	0	0	0	0	0	1	0	1	0	2
OG0030026	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030027	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030028	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030029	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030030	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030031	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030032	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030033	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030034	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030035	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030036	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030037	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030038	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030039	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030040	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030041	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030042	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030043	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030044	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030045	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030046	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030047	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030048	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030049	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030050	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030051	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030052	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030053	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030054	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030055	0	0	0	0	0	0	0	0	1	0	1	0	2
OG0030056	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030057	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030058	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030059	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030060	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030061	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030062	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030063	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030064	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030065	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030066	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030067	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030068	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030069	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030070	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030071	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030072	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030073	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030074	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030075	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030076	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030077	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030078	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030079	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030080	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030081	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030082	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030083	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030084	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030085	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030086	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030087	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030088	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030089	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030090	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030091	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030092	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030093	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030094	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030095	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030096	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030097	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030098	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030099	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030100	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030101	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030102	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030103	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030104	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030105	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030106	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030107	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030108	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030109	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030110	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030111	0	0	0	0	0	0	0	0	1	0	1	0	2
OG0030112	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030113	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030114	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030115	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030116	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030117	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030118	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030119	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030120	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030121	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030122	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030123	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030124	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030125	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030126	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030127	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030128	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030129	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030130	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030131	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030132	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030133	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030134	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030135	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030136	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030137	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030138	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030139	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030140	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030141	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030142	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030143	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030144	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030145	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030146	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030147	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030148	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030149	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030150	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030151	0	0	0	0	0	0	0	0	1	0	1	0	2
OG0030152	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030153	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030154	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030155	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030156	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030157	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030158	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030159	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030160	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030161	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030162	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030163	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030164	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030165	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030166	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030167	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030168	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030169	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030170	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030171	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030172	0	0	0	0	0	0	0	0	1	0	0	1	2
OG0030173	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030174	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030175	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030176	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030177	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030178	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030179	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030180	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030181	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030182	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030183	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030184	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030185	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030186	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030187	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030188	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030189	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030190	0	0	0	0	0	0	0	0	1	0	1	0	2
OG0030191	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030192	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030193	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030194	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030195	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030196	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030197	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030198	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030199	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030200	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030201	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030202	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030203	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030204	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030205	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030206	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030207	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030208	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030209	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030210	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030211	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030212	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030213	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030214	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030215	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030216	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030217	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030218	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030219	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030220	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030221	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030222	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030223	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030224	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030225	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030226	0	0	0	0	0	0	0	0	1	1	0	0	2
OG0030227	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030228	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030229	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030230	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030231	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030232	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030233	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030234	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030235	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030236	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030237	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030238	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030239	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030240	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030241	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030242	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030243	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030244	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030245	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030246	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030247	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030248	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030249	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030250	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030251	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030252	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030253	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030254	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030255	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030256	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030257	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030258	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030259	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030260	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030261	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030262	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030263	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030264	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030265	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030266	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030267	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030268	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030269	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030270	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030271	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030272	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030273	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030274	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030275	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030276	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030277	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030278	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030279	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030280	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030281	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030282	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030283	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030284	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030285	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030286	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030287	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030288	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030289	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030290	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030291	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030292	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030293	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030294	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030295	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030296	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030297	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030298	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030299	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030300	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030301	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030302	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030303	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030304	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030305	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030306	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030307	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030308	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030309	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030310	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030311	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030312	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030313	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030314	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030315	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030316	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030317	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030318	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030319	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030320	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030321	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030322	0	0	0	0	0	0	0	0	1	0	0	1	2
OG0030323	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030324	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030325	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030326	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030327	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030328	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030329	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030330	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030331	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030332	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030333	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030334	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030335	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030336	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030337	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030338	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030339	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030340	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030341	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030342	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030343	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030344	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030345	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030346	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030347	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030348	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030349	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030350	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030351	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030352	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030353	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030354	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030355	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030356	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030357	0	0	0	0	0	0	0	0	1	0	0	1	2
OG0030358	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030359	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030360	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030361	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030362	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030363	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030364	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030365	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030366	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030367	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030368	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030369	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030370	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030371	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030372	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030373	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030374	0	0	0	0	0	0	0	0	2	0	0	0	2
OG0030375	0	0	0	0	0	0	0	0	2	0	0	0	2
