Orthogroup	A_coerulea.proteins	D_spatulata.proteins
OG0007675	Aqcoe1G282700.2.p, Aqcoe1G282700.1.p, Aqcoe1G281700.1.p	Ds_00014859-RA
OG0007678	Aqcoe1G152800.2.p, Aqcoe1G152800.1.p	Ds_00007702-RA
OG0007679	Aqcoe1G022000.3.p, Aqcoe1G022000.2.p, Aqcoe1G022000.1.p	Ds_00003989-RA, Ds_00010890-RA
OG0007680	Aqcoe1G058500.1.p	Ds_00007153-RA, Ds_00002719-RA
OG0007681	Aqcoe1G172900.2.p, Aqcoe1G172900.3.p, Aqcoe1G172900.4.p, Aqcoe1G172900.1.p	Ds_00000881-RA
OG0007682	Aqcoe1G344900.3.p, Aqcoe1G344900.1.p, Aqcoe1G344900.2.p	Ds_00013370-RA
OG0007683	Aqcoe1G154800.1.p	Ds_00007934-RA
OG0007685	Aqcoe1G099500.1.p	Ds_00017013-RA
OG0007686	Aqcoe1G261000.1.p, Aqcoe1G261000.2.p	Ds_00005979-RA
OG0007687	Aqcoe1G275800.2.p, Aqcoe1G275800.1.p	Ds_00002953-RA
OG0007688	Aqcoe1G499300.1.p	Ds_00003381-RA
OG0007689	Aqcoe1G135000.1.p	Ds_00008765-RA
OG0007690	Aqcoe5G364100.1.p	Ds_00015594-RA
OG0007691	Aqcoe1G186100.1.p	Ds_00001886-RA
OG0007693	Aqcoe1G079800.1.p	Ds_00007045-RA
OG0007695	Aqcoe1G003300.4.p, Aqcoe1G003300.8.p, Aqcoe1G003300.5.p, Aqcoe1G003300.7.p, Aqcoe1G003300.6.p, Aqcoe1G003300.2.p, Aqcoe1G003300.3.p, Aqcoe1G003300.1.p	Ds_00014984-RA
OG0007696	Aqcoe1G165300.1.p, Aqcoe1G165200.1.p	Ds_00011891-RA
OG0007697	Aqcoe1G032100.1.p	Ds_00011002-RA
OG0007698	Aqcoe1G003000.1.p	Ds_00005903-RA
OG0007699	Aqcoe1G308700.1.p	Ds_00010650-RA
OG0007700	Aqcoe1G074500.1.p	Ds_00007039-RA
OG0007701	Aqcoe1G078500.1.p	Ds_00008319-RA
OG0007702	Aqcoe1G448500.4.p, Aqcoe1G448500.5.p, Aqcoe1G448500.2.p, Aqcoe1G448500.3.p, Aqcoe1G448500.1.p	Ds_00006052-RA
OG0007703	Aqcoe1G417400.1.p	Ds_00016853-RA
OG0007704	Aqcoe1G134800.2.p, Aqcoe1G134800.1.p, Aqcoe1G134800.3.p	Ds_00008764-RA
OG0007705	Aqcoe1G132900.2.p, Aqcoe1G132900.1.p	Ds_00002023-RA
OG0007707	Aqcoe1G163800.1.p	Ds_00012387-RA
OG0007708	Aqcoe1G379300.1.p	Ds_00006215-RA
OG0007709	Aqcoe1G359100.2.p, Aqcoe1G359100.1.p	Ds_00010681-RA
OG0007710	Aqcoe1G372200.1.p	Ds_00001752-RA
OG0007711	Aqcoe1G430700.1.p	Ds_00011556-RA
OG0007712	Aqcoe1G380300.2.p, Aqcoe1G380300.1.p	Ds_00001676-RA
OG0007714	Aqcoe1G213900.1.p	Ds_00001235-RA
OG0007715	Aqcoe1G383400.4.p, Aqcoe1G383400.1.p, Aqcoe1G383400.3.p, Aqcoe1G383400.6.p, Aqcoe1G383400.2.p	Ds_00004922-RA
OG0007716	Aqcoe1G501400.1.p	Ds_00007626-RA
OG0007717	Aqcoe1G211100.1.p	Ds_00017851-RA
OG0007718	Aqcoe1G279000.1.p	Ds_00011749-RA
OG0007719	Aqcoe1G076100.1.p, Aqcoe1G076100.2.p	Ds_00000273-RA
OG0007720	Aqcoe1G121300.1.p	Ds_00007760-RA
OG0007721	Aqcoe1G292900.5.p, Aqcoe1G292900.4.p, Aqcoe1G292900.2.p, Aqcoe1G292900.3.p, Aqcoe1G292900.1.p	Ds_00006119-RA
OG0007722	Aqcoe1G207800.1.p	Ds_00013873-RA
OG0007723	Aqcoe1G175000.1.p, Aqcoe1G175000.2.p	Ds_00017584-RA
OG0007724	Aqcoe1G172700.1.p	Ds_00017471-RA
OG0007725	Aqcoe1G419900.1.p	Ds_00006605-RA
OG0007727	Aqcoe1G077400.1.p	Ds_00008318-RA
OG0007728	Aqcoe1G198400.1.p	Ds_00006074-RA
OG0007730	Aqcoe1G219600.1.p	Ds_00011486-RA
OG0007731	Aqcoe1G498600.3.p, Aqcoe1G498600.2.p, Aqcoe1G498600.1.p	Ds_00006826-RA
OG0007732	Aqcoe5G233900.2.p, Aqcoe5G233900.1.p, Aqcoe1G281100.1.p	Ds_00006757-RA
OG0007733	Aqcoe1G060000.1.p	Ds_00007159-RA, Ds_00007150-RA
OG0007734	Aqcoe1G431700.2.p, Aqcoe1G431700.1.p, Aqcoe1G431700.3.p	Ds_00005816-RA
OG0007735	Aqcoe1G163200.2.p, Aqcoe1G163200.1.p	Ds_00011892-RA
OG0007736	Aqcoe1G071300.1.p	Ds_00010132-RA
OG0007737	Aqcoe5G370700.3.p, Aqcoe5G370700.2.p, Aqcoe5G370700.4.p, Aqcoe5G370700.1.p	Ds_00000119-RA
OG0007738	Aqcoe3G336100.1.p, Aqcoe5G402500.1.p	Ds_00010579-RA
OG0007739	Aqcoe5G310100.1.p	Ds_00008638-RA
OG0007740	Aqcoe5G237600.2.p, Aqcoe5G237600.1.p	Ds_00002232-RA
OG0007741	Aqcoe5G006100.1.p	Ds_00001011-RA
OG0007742	Aqcoe5G050700.3.p, Aqcoe5G050700.1.p, Aqcoe5G050700.2.p	Ds_00017712-RA
OG0007743	Aqcoe5G289600.1.p, Aqcoe5G289600.2.p, Aqcoe5G289600.3.p	Ds_00014756-RA
OG0007744	Aqcoe5G477400.3.p, Aqcoe5G477400.1.p, Aqcoe5G477400.2.p	Ds_00008640-RA
OG0007745	Aqcoe5G461300.1.p, Aqcoe5G461300.2.p	Ds_00006309-RA
OG0007746	Aqcoe5G151300.2.p, Aqcoe5G151300.1.p	Ds_00002504-RA
OG0007747	Aqcoe5G398500.1.p	Ds_00010482-RA
OG0007748	Aqcoe5G019700.1.p	Ds_00005314-RA
OG0007749	Aqcoe5G085900.1.p, Aqcoe5G085900.2.p	Ds_00003889-RA
OG0007750	Aqcoe5G439800.1.p	Ds_00005003-RA
OG0007752	Aqcoe5G402900.1.p	Ds_00013506-RA
OG0007754	Aqcoe5G172700.2.p, Aqcoe5G172700.1.p	Ds_00011607-RA, Ds_00005257-RA
OG0007755	Aqcoe5G060000.2.p, Aqcoe5G060000.1.p	Ds_00003133-RA
OG0007756	Aqcoe5G023700.1.p	Ds_00015783-RA
OG0007758	Aqcoe5G173400.1.p, Aqcoe5G173400.2.p, Aqcoe5G173400.3.p	Ds_00013196-RA
OG0007759	Aqcoe5G073600.2.p, Aqcoe5G073600.1.p	Ds_00014720-RA
OG0007760	Aqcoe5G019900.1.p, Aqcoe5G019900.2.p, Aqcoe3G045800.1.p	Ds_00005098-RA, Ds_00005097-RA
OG0007761	Aqcoe5G405200.6.p, Aqcoe5G405200.3.p, Aqcoe5G405200.4.p, Aqcoe5G405200.5.p, Aqcoe5G405200.1.p, Aqcoe5G405200.2.p, Aqcoe3G202900.1.p	Ds_00009066-RA
OG0007762	Aqcoe5G087600.1.p	Ds_00003656-RA
OG0007763	Aqcoe5G397300.1.p	Ds_00017481-RA
OG0007764	Aqcoe5G475200.1.p	Ds_00008890-RA, Ds_00011271-RA
OG0007765	Aqcoe5G027400.1.p	Ds_00001064-RA
OG0007766	Aqcoe5G462300.2.p, Aqcoe5G462300.1.p	Ds_00005625-RA
OG0007767	Aqcoe5G231000.1.p, Aqcoe5G231000.2.p	Ds_00006736-RA
OG0007768	Aqcoe5G371100.1.p, Aqcoe5G371000.1.p	Ds_00001922-RA
OG0007769	Aqcoe5G059700.1.p	Ds_00012891-RA
OG0007770	Aqcoe5G374800.1.p	Ds_00010741-RA
OG0007772	Aqcoe5G013500.1.p	Ds_00012254-RA, Ds_00012253-RA
OG0007773	Aqcoe5G018600.1.p, Aqcoe5G018600.3.p, Aqcoe5G018600.4.p, Aqcoe5G018600.2.p	Ds_00006138-RA
OG0007774	Aqcoe5G476600.1.p	Ds_00005581-RA, Ds_00008636-RA
OG0007775	Aqcoe5G032100.1.p	Ds_00006945-RA
OG0007776	Aqcoe5G208300.1.p	Ds_00000506-RA
OG0007777	Aqcoe5G361100.2.p, Aqcoe5G361100.3.p, Aqcoe5G361100.1.p	Ds_00009713-RA
OG0007778	Aqcoe5G375400.1.p	Ds_00010738-RA
OG0007779	Aqcoe5G181300.2.p, Aqcoe5G181300.1.p	Ds_00013204-RA
OG0007780	Aqcoe5G128600.1.p	Ds_00012849-RA
OG0007781	Aqcoe5G403300.3.p, Aqcoe5G403300.2.p, Aqcoe5G403300.1.p, Aqcoe5G403300.4.p, Aqcoe5G403400.1.p	Ds_00014791-RA
OG0007782	Aqcoe5G273700.2.p, Aqcoe5G273700.1.p	Ds_00013613-RA
OG0007783	Aqcoe5G169600.1.p	Ds_00010939-RA
OG0007784	Aqcoe5G198700.1.p	Ds_00011879-RA
OG0007786	Aqcoe5G193700.1.p	Ds_00007869-RA
OG0007787	Aqcoe5G367900.2.p, Aqcoe5G367900.1.p	Ds_00001906-RA
OG0007788	Aqcoe5G444100.1.p	Ds_00015852-RA
OG0007789	Aqcoe5G065900.1.p	Ds_00016368-RA
OG0007790	Aqcoe5G264300.1.p, Aqcoe5G264300.2.p	Ds_00011584-RA
OG0007791	Aqcoe5G395500.1.p	Ds_00003812-RA, Ds_00013789-RA
OG0007792	Aqcoe5G156100.2.p, Aqcoe5G156100.1.p	Ds_00009473-RA
OG0007793	Aqcoe5G476900.1.p	Ds_00004564-RA
OG0007795	Aqcoe5G455000.1.p	Ds_00012578-RA, Ds_00012577-RA
OG0007797	Aqcoe5G207300.1.p	Ds_00011255-RA
OG0007798	Aqcoe5G209000.1.p, Aqcoe5G209000.2.p	Ds_00014476-RA
OG0007799	Aqcoe5G031300.1.p	Ds_00017342-RA, Ds_00014240-RA
OG0007800	Aqcoe5G245700.1.p	Ds_00008678-RA, Ds_00001498-RA
OG0007801	Aqcoe5G045600.1.p	Ds_00014689-RA
OG0007802	Aqcoe5G094400.1.p	Ds_00006546-RA, Ds_00010477-RA
OG0007804	Aqcoe5G415600.1.p	Ds_00007455-RA
OG0007805	Aqcoe5G395600.1.p	Ds_00013790-RA
OG0007806	Aqcoe5G057300.2.p, Aqcoe5G057300.1.p	Ds_00015718-RA
OG0007807	Aqcoe5G439300.1.p, Aqcoe5G439300.2.p	Ds_00004916-RA
OG0007809	Aqcoe5G446800.1.p	Ds_00003854-RA
OG0007810	Aqcoe5G011000.4.p, Aqcoe5G011000.3.p, Aqcoe5G011000.1.p, Aqcoe5G011000.2.p	Ds_00002756-RA
OG0007811	Aqcoe5G090700.1.p, Aqcoe5G090700.2.p	Ds_00013851-RA
OG0007812	Aqcoe5G236700.1.p	Ds_00003962-RA
OG0007813	Aqcoe3G175100.1.p, Aqcoe5G292800.1.p	Ds_00002668-RA
OG0007814	Aqcoe5G470000.1.p	Ds_00002784-RA
OG0007815	Aqcoe5G314800.1.p, Aqcoe5G314800.2.p	Ds_00000622-RA, Ds_00002477-RA
OG0007816	Aqcoe5G106600.1.p	Ds_00010872-RA
OG0007817	Aqcoe5G039600.2.p, Aqcoe5G039600.3.p, Aqcoe5G039600.1.p	Ds_00013460-RA
OG0007819	Aqcoe5G013900.1.p, Aqcoe5G013900.2.p	Ds_00002761-RA, Ds_00011124-RA
OG0007820	Aqcoe5G001200.1.p	Ds_00007447-RA
OG0007821	Aqcoe5G401200.6.p, Aqcoe5G401200.4.p, Aqcoe5G401200.5.p, Aqcoe5G401200.3.p, Aqcoe5G401200.2.p, Aqcoe5G401200.1.p	Ds_00002992-RA, Ds_00002991-RA, Ds_00002986-RA
OG0007822	Aqcoe5G016300.1.p	Ds_00004689-RA
OG0007823	Aqcoe5G261500.2.p, Aqcoe5G261500.1.p	Ds_00001938-RA, Ds_00001939-RA
OG0007824	Aqcoe5G468400.1.p	Ds_00017321-RA
OG0007825	Aqcoe5G369600.1.p	Ds_00000212-RA
OG0007826	Aqcoe5G058200.1.p, Aqcoe5G058200.2.p	Ds_00006315-RA, Ds_00003873-RA
OG0007827	Aqcoe5G031500.1.p, Aqcoe3G204200.1.p	Ds_00011086-RA
OG0007828	Aqcoe5G390200.1.p, Aqcoe5G390200.2.p	Ds_00010489-RA
OG0007829	Aqcoe5G056900.1.p	Ds_00003142-RA
OG0007830	Aqcoe5G477800.1.p, Aqcoe5G477800.2.p	Ds_00006228-RA
OG0007831	Aqcoe5G040100.1.p	Ds_00001080-RA
OG0007832	Aqcoe5G330600.1.p	Ds_00009740-RA
OG0007833	Aqcoe5G414500.1.p	Ds_00003479-RA
OG0007834	Aqcoe5G082400.1.p	Ds_00000944-RA
OG0007835	Aqcoe5G285700.1.p	Ds_00005032-RA
OG0007836	Aqcoe5G162300.1.p	Ds_00008936-RA
OG0007838	Aqcoe5G052500.1.p	Ds_00002444-RA
OG0007840	Aqcoe5G001700.2.p, Aqcoe5G001700.1.p	Ds_00016818-RA
OG0007841	Aqcoe5G113500.2.p, Aqcoe5G113500.1.p	Ds_00011960-RA
OG0007842	Aqcoe3G195000.1.p, Aqcoe5G359000.1.p	Ds_00009715-RA
OG0007843	Aqcoe3G041700.1.p	Ds_00005888-RA
OG0007844	Aqcoe3G405400.1.p	Ds_00005400-RA
OG0007845	Aqcoe3G340500.1.p	Ds_00006893-RA, Ds_00010567-RA
OG0007846	Aqcoe3G411700.1.p, Aqcoe3G411700.2.p	Ds_00010469-RA
OG0007847	Aqcoe3G121800.2.p, Aqcoe3G121800.1.p	Ds_00011399-RA
OG0007848	Aqcoe3G053800.3.p, Aqcoe3G053800.1.p, Aqcoe3G053800.2.p, Aqcoe3G391100.1.p	Ds_00008407-RA
OG0007849	Aqcoe3G420900.2.p, Aqcoe3G420900.1.p	Ds_00006986-RA
OG0007850	Aqcoe3G062700.1.p	Ds_00008428-RA
OG0007851	Aqcoe3G338500.1.p, Aqcoe3G338500.2.p	Ds_00005352-RA
OG0007852	Aqcoe3G039300.1.p	Ds_00000158-RA
OG0007853	Aqcoe3G044700.1.p	Ds_00008593-RA
OG0007854	Aqcoe3G398900.1.p	Ds_00006487-RA
OG0007855	Aqcoe3G042900.1.p	Ds_00006725-RA, Ds_00016149-RA
OG0007856	Aqcoe3G387100.1.p	Ds_00003664-RA
OG0007857	Aqcoe3G159800.1.p, Aqcoe3G159800.5.p, Aqcoe3G159800.4.p, Aqcoe3G159800.2.p, Aqcoe3G159800.3.p	Ds_00007085-RA
OG0007858	Aqcoe3G084100.1.p	Ds_00003355-RA
OG0007859	Aqcoe3G368200.2.p, Aqcoe3G368200.1.p	Ds_00005940-RA
OG0007860	Aqcoe3G234400.1.p, Aqcoe3G234400.2.p	Ds_00015589-RA
OG0007861	Aqcoe3G021700.4.p, Aqcoe3G021700.2.p, Aqcoe3G021700.3.p, Aqcoe3G021700.1.p	Ds_00012121-RA
OG0007862	Aqcoe3G055700.2.p, Aqcoe3G055700.1.p	Ds_00007706-RA
OG0007863	Aqcoe3G273800.1.p, Aqcoe3G274100.1.p	Ds_00005906-RA
OG0007864	Aqcoe3G333700.1.p	Ds_00015829-RA, Ds_00004310-RA
OG0007865	Aqcoe3G359000.2.p, Aqcoe3G359000.1.p	Ds_00008454-RA
OG0007866	Aqcoe3G034600.1.p	Ds_00008571-RA
OG0007867	Aqcoe3G173100.1.p	Ds_00013089-RA
OG0007868	Aqcoe3G444600.1.p	Ds_00008544-RA
OG0007869	Aqcoe3G302900.1.p	Ds_00012635-RA
OG0007871	Aqcoe3G210000.1.p	Ds_00008652-RA
OG0007872	Aqcoe3G332400.1.p	Ds_00014760-RA
OG0007873	Aqcoe3G127300.1.p, Aqcoe3G127300.2.p	Ds_00007938-RA
OG0007875	Aqcoe3G352100.1.p	Ds_00010539-RA
OG0007876	Aqcoe3G055100.3.p, Aqcoe3G055100.1.p, Aqcoe3G055100.2.p	Ds_00005327-RA
OG0007877	Aqcoe3G401000.1.p, Aqcoe3G401000.2.p, Aqcoe3G041100.1.p, Aqcoe3G041200.1.p	Ds_00005872-RA
OG0007878	Aqcoe3G259700.1.p	Ds_00000662-RA
OG0007879	Aqcoe3G401700.1.p	Ds_00006513-RA
OG0007880	Aqcoe3G398600.1.p	Ds_00010613-RA
OG0007881	Aqcoe3G433500.3.p, Aqcoe3G433500.2.p, Aqcoe3G433500.1.p, Aqcoe3G263000.1.p	Ds_00000414-RA
OG0007882	Aqcoe3G058000.1.p	Ds_00015008-RA, Ds_00015009-RA, Ds_00016132-RA
OG0007883	Aqcoe3G365800.1.p	Ds_00017130-RA
OG0007884	Aqcoe3G230100.1.p	Ds_00008105-RA
OG0007885	Aqcoe3G386100.1.p, Aqcoe3G386100.2.p	Ds_00010470-RA
OG0007886	Aqcoe3G263500.1.p	Ds_00005140-RA
OG0007887	Aqcoe3G123300.1.p	Ds_00008939-RA, Ds_00008937-RA, Ds_00017462-RA
OG0007888	Aqcoe3G339500.1.p, Aqcoe3G339500.2.p	Ds_00010571-RA
OG0007889	Aqcoe3G438800.1.p, Aqcoe3G438800.2.p	Ds_00017883-RA
OG0007890	Aqcoe3G075700.1.p, Aqcoe3G075700.3.p, Aqcoe3G075700.2.p, Aqcoe3G198800.1.p	Ds_00017176-RA, Ds_00017175-RA
OG0007891	Aqcoe3G359700.1.p	Ds_00002290-RA
OG0007892	Aqcoe3G444500.1.p	Ds_00002672-RA
OG0007894	Aqcoe3G184400.1.p, Aqcoe3G184400.2.p, Aqcoe3G184400.3.p	Ds_00013114-RA
OG0007895	Aqcoe3G223000.1.p	Ds_00005561-RA
OG0007897	Aqcoe3G056000.1.p	Ds_00002905-RA
OG0007898	Aqcoe3G200500.2.p, Aqcoe3G200500.1.p	Ds_00016317-RA
OG0007899	Aqcoe3G332800.1.p, Aqcoe3G332800.2.p	Ds_00016664-RA
OG0007900	Aqcoe3G324100.1.p	Ds_00016242-RA
OG0007901	Aqcoe3G305700.1.p, Aqcoe3G305700.2.p	Ds_00009003-RA
OG0007902	Aqcoe3G395600.1.p, Aqcoe3G395600.2.p	Ds_00007751-RA
OG0007903	Aqcoe3G413200.1.p, Aqcoe3G413200.2.p	Ds_00012704-RA
OG0007904	Aqcoe3G020800.1.p	Ds_00006732-RA
OG0007906	Aqcoe3G328300.1.p, Aqcoe3G328300.2.p	Ds_00004119-RA
OG0007907	Aqcoe3G441000.1.p	Ds_00004195-RA, Ds_00004194-RA
OG0007908	Aqcoe3G288800.1.p, Aqcoe3G288800.2.p	Ds_00005659-RA, Ds_00005661-RA
OG0007909	Aqcoe3G107500.1.p	Ds_00003291-RA
OG0007910	Aqcoe3G351800.1.p	Ds_00010540-RA
OG0007911	Aqcoe3G314300.1.p	Ds_00011742-RA
OG0007912	Aqcoe3G357700.1.p	Ds_00013607-RA
OG0007913	Aqcoe3G395400.1.p	Ds_00016740-RA
OG0007914	Aqcoe3G340100.1.p	Ds_00005349-RA
OG0007915	Aqcoe3G282800.1.p, Aqcoe3G282800.2.p, Aqcoe3G282800.3.p	Ds_00003787-RA, Ds_00013805-RA
OG0007917	Aqcoe3G234600.1.p	Ds_00012031-RA
OG0007918	Aqcoe3G410100.2.p, Aqcoe3G410100.4.p, Aqcoe3G410100.5.p, Aqcoe3G410100.3.p, Aqcoe3G410100.1.p	Ds_00009239-RA
OG0007919	Aqcoe3G386700.2.p, Aqcoe3G386700.1.p	Ds_00012383-RA
OG0007920	Aqcoe3G063800.1.p	Ds_00007737-RA, Ds_00010627-RA
OG0007921	Aqcoe3G256000.1.p	Ds_00008152-RA
OG0007922	Aqcoe3G052600.1.p, Aqcoe3G052600.2.p	Ds_00003338-RA
OG0007923	Aqcoe3G268200.2.p, Aqcoe3G268200.1.p, Aqcoe3G268200.3.p	Ds_00000072-RA
OG0007924	Aqcoe3G032900.1.p	Ds_00016854-RA
OG0007925	Aqcoe3G002900.1.p	Ds_00013231-RA
OG0007926	Aqcoe3G053700.1.p	Ds_00016537-RA
OG0007927	Aqcoe3G117900.1.p	Ds_00001742-RA
OG0007977	Aqcoe0157s0002.1.p, Aqcoe4G007600.1.p, Aqcoe4G007600.2.p	Ds_00012759-RA
OG0007978	Aqcoe0038s0001.2.p, Aqcoe0038s0001.3.p, Aqcoe0038s0001.1.p, Aqcoe1G468300.1.p, Aqcoe0033s0002.1.p	Ds_00016558-RA
OG0007980	Aqcoe2G017000.1.p	Ds_00009583-RA
OG0007981	Aqcoe2G408400.2.p, Aqcoe2G408400.3.p, Aqcoe2G408400.1.p	Ds_00004048-RA
OG0007982	Aqcoe2G106300.2.p, Aqcoe2G106300.1.p	Ds_00016240-RA, Ds_00015546-RA
OG0007983	Aqcoe2G428100.1.p	Ds_00005737-RA
OG0007984	Aqcoe2G018300.1.p	Ds_00000424-RA
OG0007987	Aqcoe2G283800.2.p, Aqcoe2G283800.1.p	Ds_00003904-RA
OG0007989	Aqcoe2G306900.1.p	Ds_00014282-RA
OG0007991	Aqcoe2G275300.1.p	Ds_00017575-RA
OG0007992	Aqcoe2G290000.1.p, Aqcoe7G028600.1.p, Aqcoe2G075700.1.p	Ds_00016057-RA
OG0007994	Aqcoe2G352800.1.p	Ds_00014677-RA
OG0007995	Aqcoe2G048300.1.p	Ds_00002669-RA
OG0007996	Aqcoe2G323600.3.p, Aqcoe2G323600.5.p, Aqcoe2G323600.4.p, Aqcoe2G323600.1.p, Aqcoe2G323600.2.p	Ds_00011805-RA
OG0007997	Aqcoe2G419900.1.p, Aqcoe2G051600.1.p	Ds_00004057-RA, Ds_00015518-RA
OG0007998	Aqcoe2G278900.2.p, Aqcoe2G278900.1.p	Ds_00005071-RA
OG0007999	Aqcoe2G181600.1.p	Ds_00014475-RA
OG0008000	Aqcoe2G434800.3.p, Aqcoe2G434800.2.p, Aqcoe2G434800.1.p	Ds_00012454-RA
OG0008001	Aqcoe7G443800.1.p, Aqcoe1G230000.1.p, Aqcoe2G268400.1.p	Ds_00015754-RA, Ds_00003472-RA
OG0008002	Aqcoe5G063100.1.p, Aqcoe2G327600.1.p	Ds_00003116-RA, Ds_00004634-RA
OG0008003	Aqcoe2G009000.1.p	Ds_00005526-RA
OG0008004	Aqcoe2G353600.1.p, Aqcoe2G353600.2.p	Ds_00003166-RA
OG0008005	Aqcoe2G083600.1.p	Ds_00007407-RA
OG0008006	Aqcoe2G278300.1.p	Ds_00016282-RA
OG0008007	Aqcoe2G207500.1.p	Ds_00008758-RA
OG0008008	Aqcoe2G016900.1.p	Ds_00011000-RA
OG0008009	Aqcoe2G170700.1.p, Aqcoe2G170700.2.p	Ds_00005980-RA
OG0008010	Aqcoe6G088300.1.p, Aqcoe2G153500.1.p	Ds_00012835-RA
OG0008011	Aqcoe2G255900.2.p, Aqcoe7G126400.1.p, Aqcoe2G255900.1.p	Ds_00001032-RA
OG0008012	Aqcoe2G018200.1.p	Ds_00013952-RA, Ds_00014757-RA
OG0008013	Aqcoe2G057200.1.p	Ds_00002712-RA
OG0008014	Aqcoe2G356500.1.p	Ds_00006397-RA
OG0008015	Aqcoe2G345300.1.p, Aqcoe2G345300.2.p	Ds_00005604-RA
OG0008016	Aqcoe2G402200.1.p	Ds_00017710-RA
OG0008017	Aqcoe1G112800.1.p, Aqcoe4G146000.1.p	Ds_00013163-RA, Ds_00006957-RA
OG0008018	Aqcoe2G186200.7.p, Aqcoe2G186200.6.p, Aqcoe2G186200.3.p, Aqcoe2G186200.5.p, Aqcoe2G186200.4.p, Aqcoe2G186200.2.p, Aqcoe2G186200.1.p	Ds_00013746-RA
OG0008019	Aqcoe2G122400.1.p, Aqcoe1G442700.1.p, Aqcoe1G442300.1.p	Ds_00015682-RA
OG0008020	Aqcoe2G299100.1.p, Aqcoe5G091700.1.p, Aqcoe5G385700.1.p	Ds_00006544-RA
OG0008021	Aqcoe7G135700.1.p, Aqcoe2G318300.1.p	Ds_00004049-RA
OG0008022	Aqcoe2G391100.1.p	Ds_00007140-RA
OG0008023	Aqcoe2G279700.1.p, Aqcoe2G279700.3.p, Aqcoe2G279700.2.p	Ds_00014459-RA
OG0008024	Aqcoe2G219900.3.p, Aqcoe2G219900.4.p, Aqcoe2G219900.1.p, Aqcoe2G219900.2.p	Ds_00005571-RA
OG0008025	Aqcoe2G368800.2.p, Aqcoe2G368800.1.p, Aqcoe2G368800.3.p	Ds_00006164-RA
OG0008026	Aqcoe4G101400.1.p, Aqcoe2G259800.1.p	Ds_00014342-RA
OG0008027	Aqcoe2G220800.3.p, Aqcoe2G220800.2.p	Ds_00008046-RA
OG0008028	Aqcoe1G107100.1.p, Aqcoe2G248300.1.p	Ds_00005029-RA
OG0008029	Aqcoe2G286700.1.p	Ds_00003064-RA
OG0008030	Aqcoe2G138700.1.p	Ds_00001266-RA, Ds_00010159-RA
OG0008031	Aqcoe2G385600.1.p, Aqcoe2G385600.2.p	Ds_00007129-RA
OG0008033	Aqcoe2G082100.1.p	Ds_00003440-RA
OG0008034	Aqcoe2G259900.1.p, Aqcoe5G297300.1.p	Ds_00005006-RA
OG0008035	Aqcoe2G031100.1.p	Ds_00004071-RA, Ds_00017319-RA
OG0008036	Aqcoe5G166600.1.p, Aqcoe5G166600.2.p, Aqcoe2G429300.1.p	Ds_00002321-RA, Ds_00002320-RA
OG0008037	Aqcoe2G021800.1.p	Ds_00003337-RA
OG0008038	Aqcoe2G436700.1.p	Ds_00004998-RA
OG0008040	Aqcoe2G070600.1.p	Ds_00005502-RA, Ds_00006056-RA
OG0008041	Aqcoe2G393600.1.p, Aqcoe2G393600.2.p, Aqcoe2G393600.3.p	Ds_00007136-RA
OG0008042	Aqcoe2G228500.1.p	Ds_00003027-RA
OG0008044	Aqcoe2G037900.1.p	Ds_00010215-RA
OG0008045	Aqcoe2G362600.1.p	Ds_00006266-RA
OG0008046	Aqcoe5G037900.1.p, Aqcoe2G142600.2.p, Aqcoe2G142600.1.p	Ds_00003629-RA
OG0008047	Aqcoe2G068200.1.p, Aqcoe2G068200.2.p	Ds_00014865-RA
OG0008048	Aqcoe2G425600.1.p	Ds_00004051-RA, Ds_00013737-RA
OG0008051	Aqcoe2G207900.1.p	Ds_00013699-RA
OG0008053	Aqcoe1G447500.1.p, Aqcoe2G272200.1.p	Ds_00001053-RA, Ds_00012346-RA
OG0008054	Aqcoe2G409300.2.p, Aqcoe2G409300.1.p, Aqcoe2G409300.4.p, Aqcoe2G409300.3.p	Ds_00007773-RA
OG0008056	Aqcoe2G341700.2.p, Aqcoe2G341700.1.p	Ds_00006316-RA
OG0008057	Aqcoe2G327300.1.p	Ds_00015400-RA
OG0008058	Aqcoe6G266600.1.p, Aqcoe2G143900.1.p	Ds_00002498-RA
OG0008059	Aqcoe2G011000.3.p, Aqcoe2G011000.1.p, Aqcoe2G011000.2.p, Aqcoe2G011000.4.p	Ds_00005522-RA
OG0008060	Aqcoe1G442800.1.p, Aqcoe1G442800.2.p, Aqcoe2G122600.5.p, Aqcoe2G122600.2.p, Aqcoe2G122600.1.p	Ds_00006060-RA
OG0008061	Aqcoe2G272400.1.p	Ds_00005060-RA
OG0008062	Aqcoe2G347300.1.p, Aqcoe5G053000.1.p	Ds_00004551-RA
OG0008063	Aqcoe7G313400.1.p, Aqcoe4G203700.1.p, Aqcoe1305s0002.1.p	Ds_00007183-RA
OG0008064	Aqcoe6G031300.2.p, Aqcoe6G031300.1.p	Ds_00014429-RA
OG0008066	Aqcoe6G007600.1.p	Ds_00011938-RA
OG0008067	Aqcoe6G004000.2.p, Aqcoe6G004000.1.p	Ds_00008976-RA
OG0008068	Aqcoe6G151600.1.p	Ds_00009812-RA, Ds_00015749-RA
OG0008069	Aqcoe6G136700.1.p, Aqcoe5G147100.1.p, Aqcoe5G147100.2.p	Ds_00009454-RA
