Orthogroup	A_coerulea.proteins	B_vulgaris.proteins
OG0011644	Aqcoe1G302700.1.p	Bevul.8G029000.1.p
OG0011645	Aqcoe1G305400.1.p	Bevul.4G051200.1.p
OG0011646	Aqcoe1G352000.1.p, Aqcoe1G352000.2.p, Aqcoe1G352000.3.p	Bevul.2G192700.1.p
OG0011647	Aqcoe5G462700.1.p, Aqcoe1G280500.1.p	Bevul.1G191700.1.p
OG0011648	Aqcoe1G465700.1.p	Bevul.7G209100.1.p
OG0011649	Aqcoe1G466000.1.p	Bevul.7G209600.1.p
OG0011650	Aqcoe1G157300.1.p	Bevul.4G193400.1.p
OG0011651	Aqcoe1G108400.1.p	Bevul.7G203200.1.p
OG0011652	Aqcoe1G400600.1.p	Bevul.4G245700.1.p
OG0011653	Aqcoe1G482000.1.p	Bevul.7G215700.1.p
OG0011654	Aqcoe1G227800.1.p	Bevul.4G075000.1.p
OG0011655	Aqcoe1G120300.1.p	Bevul.8G091800.1.p
OG0011656	Aqcoe1G485400.1.p	Bevul.7G064600.1.p
OG0011657	Aqcoe1G156600.1.p	Bevul.6G049000.1.p
OG0011658	Aqcoe1G071100.2.p, Aqcoe1G071100.1.p	Bevul.7G183300.1.p
OG0011659	Aqcoe1G275400.2.p, Aqcoe1G275400.1.p	Bevul.8G058000.1.p
OG0011661	Aqcoe1G103600.1.p	Bevul.5G138500.1.p
OG0011662	Aqcoe1G038200.2.p, Aqcoe1G038200.1.p	Bevul.3G103800.1.p
OG0011663	Aqcoe1G473000.1.p	Bevul.2G104800.1.p, Bevul.2G104800.2.p
OG0011664	Aqcoe1G075600.3.p, Aqcoe1G075600.2.p, Aqcoe1G075600.1.p	Bevul.7G181400.1.p
OG0011665	Aqcoe1G039100.2.p, Aqcoe1G039100.1.p	Bevul.3G204900.1.p
OG0011666	Aqcoe1G197400.1.p	Bevul.4G074000.1.p
OG0011667	Aqcoe1G054400.1.p	Bevul.4G249000.1.p
OG0011668	Aqcoe1G126000.1.p	Bevul.9G039800.1.p
OG0011669	Aqcoe1G034100.1.p	Bevul.2G188300.1.p
OG0011670	Aqcoe1G016700.1.p, Aqcoe1G016800.1.p	Bevul.7G023600.1.p
OG0011671	Aqcoe1G132700.1.p	Bevul.6G150000.1.p
OG0011672	Aqcoe1G085400.1.p	Bevul.2G020100.1.p
OG0011673	Aqcoe1G025300.1.p, Aqcoe1G025300.2.p	Bevul.3G196500.1.p
OG0011674	Aqcoe1G194800.1.p	Bevul.8G084700.1.p
OG0011675	Aqcoe1G019100.2.p, Aqcoe1G019100.1.p, Aqcoe1G019100.3.p	Bevul.3G209900.1.p
OG0011676	Aqcoe1G437100.1.p	Bevul.4G061600.1.p, Bevul.4G062000.1.p
OG0011677	Aqcoe1G064300.1.p	Bevul.4G109700.1.p
OG0011678	Aqcoe1G251700.1.p	Bevul.8G019800.1.p
OG0011679	Aqcoe1G497100.1.p	Bevul.7G058700.1.p
OG0011680	Aqcoe1G393800.1.p	Bevul.7G012800.1.p
OG0011681	Aqcoe1G086700.1.p	Bevul.5G141700.1.p
OG0011682	Aqcoe1G236500.1.p	Bevul.8G054300.1.p
OG0011683	Aqcoe1G131900.1.p	Bevul.3G204800.1.p
OG0011684	Aqcoe1G185900.1.p	Bevul.8G093000.1.p
OG0011685	Aqcoe1G307700.1.p	Bevul.1G147100.1.p
OG0011686	Aqcoe1G220300.1.p	Bevul.8G007100.1.p
OG0011687	Aqcoe1G297200.1.p	Bevul.8G050600.1.p
OG0011688	Aqcoe1G009500.1.p	Bevul.7G003900.1.p
OG0011689	Aqcoe1G205600.1.p	Bevul.1G062400.1.p
OG0011691	Aqcoe1G285000.1.p	Bevul.8G013600.1.p
OG0011692	Aqcoe1G104800.3.p, Aqcoe1G104800.5.p, Aqcoe1G104800.2.p, Aqcoe1G104800.4.p, Aqcoe1G104800.1.p	Bevul.7G201900.1.p
OG0011693	Aqcoe1G384100.1.p, Aqcoe1G384100.2.p, Aqcoe5G284400.1.p	Bevul.2G196700.1.p
OG0011694	Aqcoe1G257400.1.p, Aqcoe1G257400.2.p	Bevul.8G023000.1.p
OG0011696	Aqcoe1G043000.1.p	Bevul.4G223000.1.p
OG0011697	Aqcoe1G086300.1.p	Bevul.7G196200.1.p
OG0011699	Aqcoe1G133300.1.p, Aqcoe1G133300.2.p	Bevul.7G050900.1.p
OG0011700	Aqcoe1G392700.1.p	Bevul.2G251100.1.p
OG0011701	Aqcoe1G043300.1.p	Bevul.2G040700.1.p
OG0011702	Aqcoe1G101800.1.p	Bevul.7G029000.1.p
OG0011703	Aqcoe1G025400.1.p	Bevul.7G008000.1.p
OG0011704	Aqcoe1G430400.3.p, Aqcoe1G430400.2.p, Aqcoe1G430400.1.p	Bevul.4G119400.1.p
OG0011705	Aqcoe1G063000.1.p, Aqcoe1G063000.2.p	Bevul.3G121400.1.p
OG0011706	Aqcoe1G176000.1.p	Bevul.8G096200.1.p
OG0011707	Aqcoe1G306700.1.p, Aqcoe1G306700.2.p	Bevul.8G011500.1.p
OG0011708	Aqcoe1G367300.1.p	Bevul.4G045400.1.p
OG0011709	Aqcoe1G437000.1.p	Bevul.7G177500.1.p
OG0011710	Aqcoe1G012100.1.p	Bevul.5G236700.1.p
OG0011711	Aqcoe5G359200.1.p	Bevul.6G045800.1.p
OG0011712	Aqcoe5G379800.1.p, Aqcoe5G379800.2.p	Bevul.6G169100.1.p
OG0011713	Aqcoe5G470300.1.p	Bevul.3G029300.1.p
OG0011714	Aqcoe5G344400.1.p	Bevul.6G200900.1.p
OG0011716	Aqcoe5G393100.1.p	Bevul.7G140400.1.p
OG0011717	Aqcoe5G372900.1.p	Bevul.5G151000.1.p
OG0011718	Aqcoe5G185800.1.p	Bevul.1G019100.1.p
OG0011719	Aqcoe5G317300.1.p	Bevul.5G145500.1.p
OG0011720	Aqcoe5G196700.2.p, Aqcoe5G196700.1.p	Bevul.9G174100.1.p
OG0011721	Aqcoe5G134300.1.p, Aqcoe5G236300.1.p, Aqcoe5G236200.2.p, Aqcoe5G236200.1.p	Bevul.3G060000.1.p
OG0011722	Aqcoe5G233700.1.p, Aqcoe5G233700.2.p	Bevul.6G051700.1.p
OG0011723	Aqcoe5G353600.1.p	Bevul.5G156400.1.p
OG0011724	Aqcoe5G420700.2.p, Aqcoe5G420700.1.p	Bevul.3G088500.1.p
OG0011725	Aqcoe5G038000.1.p, Aqcoe5G038000.2.p	Bevul.1G065900.1.p
OG0011726	Aqcoe5G298200.1.p	Bevul.4G170000.1.p
OG0011727	Aqcoe5G404900.1.p	Bevul.4G022000.1.p
OG0011728	Aqcoe5G275700.1.p	Bevul.2G120000.1.p
OG0011729	Aqcoe5G273900.1.p	Bevul.1G215000.1.p
OG0011730	Aqcoe5G397500.1.p	Bevul.6G176800.1.p
OG0011731	Aqcoe5G425600.1.p, Aqcoe5G110000.1.p	Bevul.1G122600.1.p
OG0011732	Aqcoe5G207600.1.p	Bevul.5G131600.1.p
OG0011733	Aqcoe5G192200.2.p, Aqcoe5G192200.3.p, Aqcoe5G192200.1.p	Bevul.6G019000.1.p
OG0011734	Aqcoe5G032400.1.p	Bevul.5G245600.1.p
OG0011735	Aqcoe5G142100.1.p	Bevul.2G138400.2.p, Bevul.2G138400.1.p, Bevul.7G127200.1.p
OG0011736	Aqcoe5G268700.1.p	Bevul.4G168200.1.p
OG0011737	Aqcoe5G202700.1.p, Aqcoe5G202800.1.p	Bevul.6G092300.1.p
OG0011738	Aqcoe5G272800.1.p	Bevul.5G100600.1.p
OG0011739	Aqcoe5G202200.1.p, Aqcoe5G202200.2.p, Aqcoe5G202200.3.p	Bevul.9G176700.1.p
OG0011740	Aqcoe5G014100.1.p	Bevul.3G162200.1.p
OG0011742	Aqcoe5G339200.1.p	Bevul.1G001600.1.p
OG0011743	Aqcoe5G209300.1.p	Bevul.1G021700.1.p
OG0011744	Aqcoe5G105400.1.p	Bevul.4G175600.1.p, Bevul.5G143700.1.p
OG0011745	Aqcoe5G102500.1.p	Bevul.2G113800.1.p
OG0011746	Aqcoe5G474800.1.p	Bevul.8G209300.1.p
OG0011747	Aqcoe5G191700.1.p	Bevul.6G019300.1.p
OG0011749	Aqcoe5G082500.1.p	Bevul.4G159000.1.p
OG0011750	Aqcoe5G461200.1.p	Bevul.1G193400.1.p
OG0011751	Aqcoe5G283600.1.p	Bevul.1G209300.1.p
OG0011752	Aqcoe5G273100.1.p	Bevul.6G215700.1.p
OG0011753	Aqcoe5G066500.1.p	Bevul.3G150800.1.p
OG0011754	Aqcoe5G356600.1.p	Bevul.1G049000.1.p
OG0011755	Aqcoe5G120500.1.p	Bevul.6G036100.1.p
OG0011756	Aqcoe5G464600.1.p	Bevul.6G168400.1.p
OG0011757	Aqcoe5G236000.1.p, Aqcoe5G236000.2.p	Bevul.6G050300.1.p
OG0011758	Aqcoe5G343000.1.p, Aqcoe5G343000.2.p	Bevul.6G200500.1.p
OG0011759	Aqcoe5G280700.1.p	Bevul.1G067700.1.p, Bevul.1G067900.1.p
OG0011760	Aqcoe5G247300.1.p	Bevul.1G075000.1.p
OG0011761	Aqcoe5G161400.1.p	Bevul.1G112800.1.p
OG0011762	Aqcoe5G133800.1.p	Bevul.6G223800.1.p
OG0011763	Aqcoe5G133500.1.p	Bevul.9G231300.1.p
OG0011764	Aqcoe5G245000.1.p	Bevul.7G230500.1.p
OG0011765	Aqcoe5G138600.1.p	Bevul.9G234300.1.p
OG0011766	Aqcoe5G289700.1.p	Bevul.3G122400.1.p
OG0011767	Aqcoe5G420800.1.p	Bevul.4G142300.1.p
OG0011768	Aqcoe5G251300.1.p	Bevul.1G072200.1.p
OG0011769	Aqcoe5G405400.1.p	Bevul.6G182300.1.p
OG0011770	Aqcoe5G169800.1.p	Bevul.3G077400.1.p
OG0011771	Aqcoe5G385500.1.p	Bevul.6G172300.1.p
OG0011772	Aqcoe5G361000.1.p	Bevul.6G209400.1.p
OG0011774	Aqcoe5G179000.3.p, Aqcoe5G179000.1.p	Bevul.1G147600.1.p
OG0011775	Aqcoe5G006500.1.p, Aqcoe5G006500.2.p	Bevul.3G181300.1.p
OG0011776	Aqcoe5G099200.1.p	Bevul.1G063700.1.p
OG0011777	Aqcoe5G053600.2.p, Aqcoe5G053600.1.p	Bevul.4G000300.1.p
OG0011778	Aqcoe5G098600.1.p	Bevul.1G060800.1.p
OG0011779	Aqcoe5G319900.1.p	Bevul.5G166100.1.p
OG0011780	Aqcoe5G356500.1.p	Bevul.5G155700.1.p
OG0011781	Aqcoe5G090400.1.p	Bevul.4G082300.1.p
OG0011782	Aqcoe5G035700.1.p	Bevul.5G243100.1.p
OG0011783	Aqcoe5G322900.1.p	Bevul.6G165500.1.p
OG0011784	Aqcoe5G441200.1.p, Aqcoe5G441200.2.p	Bevul.5G023500.1.p
OG0011785	Aqcoe5G301200.1.p	Bevul.1G202900.1.p
OG0011786	Aqcoe5G428400.1.p	Bevul.3G069700.1.p
OG0011787	Aqcoe5G287600.1.p	Bevul.2G000800.1.p
OG0011788	Aqcoe5G141700.1.p	Bevul.1G003400.1.p
OG0011789	Aqcoe5G198000.1.p	Bevul.2G108500.1.p
OG0011790	Aqcoe5G013700.1.p	Bevul.7G113500.1.p
OG0011791	Aqcoe3G427200.2.p, Aqcoe3G427200.1.p, Aqcoe3G427200.4.p, Aqcoe3G427200.3.p	Bevul.8G101300.1.p
OG0011792	Aqcoe3G245200.1.p	Bevul.6G055100.1.p
OG0011793	Aqcoe3G037800.1.p	Bevul.5G183300.1.p
OG0011794	Aqcoe3G154200.1.p	Bevul.9G001100.1.p
OG0011795	Aqcoe3G209400.1.p	Bevul.5G099500.1.p
OG0011797	Aqcoe3G386800.1.p	Bevul.6G114800.1.p, Bevul.4G063600.1.p
OG0011798	Aqcoe3G304100.2.p, Aqcoe3G304100.1.p, Aqcoe3G304100.3.p	Bevul.6G230800.1.p
OG0011799	Aqcoe3G261600.1.p	Bevul.1G144700.1.p
OG0011801	Aqcoe3G364600.1.p	Bevul.4G236200.1.p, Bevul.4G235800.1.p
OG0011802	Aqcoe3G144600.1.p	Bevul.6G179600.1.p
OG0011803	Aqcoe3G220800.1.p	Bevul.5G091900.1.p
OG0011804	Aqcoe3G230300.1.p	Bevul.6G246500.1.p
OG0011806	Aqcoe3G353400.1.p	Bevul.2G066800.1.p
OG0011807	Aqcoe3G241200.2.p, Aqcoe3G241200.1.p	Bevul.1G149400.1.p
OG0011808	Aqcoe3G307700.1.p	Bevul.7G138700.1.p
OG0011809	Aqcoe3G341200.1.p	Bevul.2G061700.1.p, Bevul.2G061700.2.p
OG0011810	Aqcoe3G397900.1.p	Bevul.2G216800.2.p, Bevul.2G216800.1.p
OG0011812	Aqcoe3G060800.1.p	Bevul.6G192100.1.p, Bevul.6G191800.1.p
OG0011813	Aqcoe3G321400.1.p, Aqcoe3G098600.1.p	Bevul.5G198000.1.p, Bevul.4G169800.1.p
OG0011814	Aqcoe3G011300.1.p	Bevul.3G166100.1.p
OG0011815	Aqcoe3G098000.2.p, Aqcoe3G098000.1.p	Bevul.6G244300.1.p
OG0011816	Aqcoe3G265500.1.p	Bevul.5G176000.1.p
OG0011817	Aqcoe3G182500.1.p, Aqcoe3G182500.2.p	Bevul.J000800.1.p
OG0011818	Aqcoe3G340700.1.p	Bevul.5G187300.1.p
OG0011819	Aqcoe3G009100.1.p	Bevul.5G147100.1.p
OG0011820	Aqcoe3G099900.1.p	Bevul.8G159700.1.p
OG0011821	Aqcoe3G014600.1.p	Bevul.2G203000.1.p
OG0011822	Aqcoe3G000600.2.p, Aqcoe3G000600.3.p, Aqcoe3G000600.1.p	Bevul.9G017600.1.p
OG0011823	Aqcoe3G366300.1.p	Bevul.6G079800.1.p
OG0011824	Aqcoe3G233600.1.p	Bevul.5G089500.1.p
OG0011825	Aqcoe3G306500.1.p	Bevul.9G224600.2.p, Bevul.9G224600.3.p, Bevul.9G224600.1.p
OG0011826	Aqcoe3G264400.1.p	Bevul.3G078700.1.p
OG0011827	Aqcoe3G337100.1.p	Bevul.5G191000.1.p
OG0011828	Aqcoe3G047200.1.p	Bevul.5G168100.1.p
OG0011829	Aqcoe3G067900.1.p	Bevul.6G108200.1.p
OG0011830	Aqcoe3G425700.1.p	Bevul.2G250500.1.p
OG0011831	Aqcoe3G287300.1.p	Bevul.4G004500.1.p
OG0011832	Aqcoe3G413900.1.p	Bevul.3G095800.1.p
OG0011833	Aqcoe3G050200.1.p, Aqcoe3G396700.1.p	Bevul.6G121400.1.p
OG0011834	Aqcoe3G108800.1.p	Bevul.6G077800.1.p
OG0011835	Aqcoe3G041300.1.p	Bevul.6G125300.1.p
OG0011838	Aqcoe3G326100.1.p	Bevul.6G245400.1.p, Bevul.5G152600.1.p
OG0011839	Aqcoe3G429900.1.p	Bevul.8G103400.1.p
OG0011840	Aqcoe3G313600.1.p	Bevul.2G052500.1.p
OG0011842	Aqcoe3G362800.1.p	Bevul.9G064300.1.p
OG0011843	Aqcoe3G271800.1.p	Bevul.1G141700.1.p
OG0011844	Aqcoe3G339100.1.p	Bevul.5G187800.1.p
OG0011846	Aqcoe3G388000.1.p	Bevul.5G170100.1.p
OG0011847	Aqcoe3G186500.1.p	Bevul.2G209400.1.p
OG0011848	Aqcoe3G039700.3.p, Aqcoe3G039700.2.p, Aqcoe3G039700.4.p, Aqcoe3G039700.6.p, Aqcoe3G039700.5.p, Aqcoe3G039700.1.p	Bevul.6G127800.1.p
OG0011850	Aqcoe3G036700.1.p	Bevul.9G007000.1.p
OG0011852	Aqcoe3G390700.1.p	Bevul.6G118500.1.p
OG0011853	Aqcoe3G199700.1.p	Bevul.6G077700.1.p
OG0011854	Aqcoe3G065300.1.p	Bevul.6G077200.1.p
OG0011855	Aqcoe3G325900.1.p	Bevul.5G195800.1.p
OG0011856	Aqcoe3G173900.2.p, Aqcoe3G173900.1.p	Bevul.5G099000.1.p
OG0011857	Aqcoe3G360200.1.p	Bevul.7G072000.1.p
OG0011858	Aqcoe3G024700.1.p	Bevul.6G134400.1.p
OG0011859	Aqcoe3G425400.1.p	Bevul.6G043000.1.p
OG0011860	Aqcoe3G349900.1.p	Bevul.9G181700.1.p
OG0011861	Aqcoe3G338600.1.p	Bevul.6G236200.1.p, Bevul.5G188000.1.p
OG0011862	Aqcoe3G277900.1.p, Aqcoe3G277800.1.p	Bevul.5G216400.1.p
OG0011864	Aqcoe3G417200.1.p	Bevul.4G029100.1.p
OG0011865	Aqcoe3G428900.1.p, Aqcoe3G428900.2.p	Bevul.4G120200.1.p
OG0011866	Aqcoe3G170700.1.p, Aqcoe3G170700.2.p	Bevul.5G097000.1.p
OG0011867	Aqcoe3G407800.2.p, Aqcoe3G407800.1.p	Bevul.5G142400.1.p
OG0011868	Aqcoe3G198300.1.p	Bevul.6G205600.1.p
OG0011869	Aqcoe3G389400.1.p	Bevul.3G221700.1.p
OG0011870	Aqcoe3G317500.1.p	Bevul.6G245100.1.p
OG0011871	Aqcoe3G026100.1.p	Bevul.6G133200.1.p
OG0011873	Aqcoe3G412600.1.p	Bevul.5G145000.1.p
OG0011874	Aqcoe3G328700.1.p, Aqcoe3G328700.2.p, Aqcoe3G328700.3.p	Bevul.2G056900.1.p
OG0011875	Aqcoe3G281200.1.p	Bevul.5G215000.1.p
OG0011876	Aqcoe3G290500.1.p	Bevul.5G212700.1.p
OG0011877	Aqcoe3G287900.1.p	Bevul.4G097400.1.p
OG0012005	Aqcoe2G333500.2.p, Aqcoe2G333500.1.p, Aqcoe0127s0002.1.p	Bevul.4G153100.1.p
OG0012007	Aqcoe1G096600.1.p, Aqcoe2G339700.1.p	Bevul.7G199300.1.p
OG0012008	Aqcoe2G007000.1.p	Bevul.7G186500.1.p
OG0012009	Aqcoe2G169000.1.p	Bevul.6G093500.1.p
OG0012012	Aqcoe2G207600.1.p	Bevul.7G049600.2.p, Bevul.7G049600.1.p
OG0012013	Aqcoe2G287400.1.p	Bevul.3G160200.1.p
OG0012015	Aqcoe2G184500.2.p, Aqcoe2G184500.1.p	Bevul.4G067000.1.p
OG0012016	Aqcoe2G408000.1.p	Bevul.5G230900.1.p
OG0012017	Aqcoe2G422600.1.p	Bevul.4G023300.1.p
OG0012018	Aqcoe7G341700.1.p, Aqcoe5G302200.3.p, Aqcoe5G302200.2.p, Aqcoe5G302200.1.p, Aqcoe2G388900.1.p, Aqcoe2G389000.1.p, Aqcoe5G302100.1.p, Aqcoe2G389100.1.p, Aqcoe2G389700.1.p, Aqcoe7G341800.1.p	Bevul.5G030700.1.p
OG0012019	Aqcoe2G380500.1.p	Bevul.3G005400.1.p
OG0012021	Aqcoe2G141000.1.p	Bevul.7G028300.1.p
OG0012022	Aqcoe2G395100.1.p, Aqcoe2G395100.2.p	Bevul.7G122100.1.p
OG0012025	Aqcoe7G132300.1.p, Aqcoe2G245900.1.p	Bevul.4G083500.1.p
OG0012026	Aqcoe2G438800.1.p	Bevul.4G216500.1.p
OG0012027	Aqcoe2G045200.1.p	Bevul.2G039000.1.p
OG0012028	Aqcoe2G419800.1.p	Bevul.3G225800.1.p
OG0012029	Aqcoe2G084400.1.p, Aqcoe2G084400.2.p	Bevul.7G218500.1.p
OG0012031	Aqcoe2G343600.1.p	Bevul.5G231600.1.p
OG0012032	Aqcoe2G337200.1.p	Bevul.2G206900.1.p
OG0012033	Aqcoe2G358200.1.p	Bevul.7G114200.1.p
OG0012034	Aqcoe2G129300.1.p, Aqcoe2G129300.2.p	Bevul.7G231400.1.p
OG0012035	Aqcoe2G338300.1.p	Bevul.4G020600.1.p
OG0012036	Aqcoe2G269400.1.p	Bevul.9G132800.1.p
OG0012037	Aqcoe2G336100.1.p	Bevul.3G143200.1.p
OG0012038	Aqcoe2G246400.1.p	Bevul.4G141000.1.p
OG0012039	Aqcoe2G377500.1.p	Bevul.3G007700.1.p
OG0012040	Aqcoe7G226600.1.p, Aqcoe2G192200.1.p, Aqcoe7G220500.1.p	Bevul.7G081100.1.p
OG0012041	Aqcoe2G110800.1.p	Bevul.9G203600.1.p
OG0012042	Aqcoe2G335400.1.p	Bevul.4G210200.1.p
OG0012044	Aqcoe2G130500.1.p	Bevul.4G002600.1.p
OG0012045	Aqcoe2G298900.1.p	Bevul.3G159200.1.p
OG0012046	Aqcoe2G107000.1.p	Bevul.6G187600.1.p
OG0012047	Aqcoe2G430100.1.p, Aqcoe2G430100.2.p	Bevul.3G065300.1.p
OG0012048	Aqcoe2G026800.1.p	Bevul.3G199700.1.p
OG0012050	Aqcoe2G069100.1.p	Bevul.9G069600.1.p
OG0012051	Aqcoe2G330100.1.p	Bevul.3G131300.1.p
OG0012052	Aqcoe2G436900.1.p	Bevul.3G103900.1.p
OG0012053	Aqcoe2G197500.1.p, Aqcoe3G190300.1.p	Bevul.5G152400.1.p
OG0012054	Aqcoe2G037800.1.p	Bevul.8G129900.1.p
OG0012055	Aqcoe2G308400.1.p	Bevul.7G090000.1.p
OG0012056	Aqcoe2G215200.1.p	Bevul.6G034800.1.p
OG0012057	Aqcoe2G274000.1.p	Bevul.5G255000.1.p
OG0012058	Aqcoe2G352700.2.p, Aqcoe2G352700.1.p	Bevul.4G135700.1.p
OG0012059	Aqcoe2G341500.1.p	Bevul.3G139500.1.p
OG0012061	Aqcoe2G294200.1.p	Bevul.7G097100.1.p
OG0012062	Aqcoe2G304800.1.p	Bevul.8G111000.1.p
OG0012063	Aqcoe2G041800.1.p	Bevul.7G126000.1.p
OG0012064	Aqcoe2G419200.1.p	Bevul.4G194100.1.p
OG0012065	Aqcoe2G026100.1.p	Bevul.3G200000.1.p
OG0012066	Aqcoe2G234000.1.p	Bevul.1G011500.1.p
OG0012068	Aqcoe2G064400.1.p, Aqcoe2G064400.2.p	Bevul.3G173100.1.p
OG0012069	Aqcoe2G342600.1.p	Bevul.8G183500.1.p
OG0012071	Aqcoe2G065100.1.p, Aqcoe2G065100.2.p	Bevul.5G119500.1.p
OG0012072	Aqcoe2G266400.1.p	Bevul.3G062800.1.p
OG0012075	Aqcoe2G415500.1.p	Bevul.1G057400.1.p
OG0012077	Aqcoe2G393400.1.p	Bevul.3G169300.1.p
OG0012078	Aqcoe2G036400.1.p	Bevul.2G044600.1.p
OG0012080	Aqcoe2G242100.1.p	Bevul.8G061600.1.p
OG0012081	Aqcoe2G336200.1.p	Bevul.3G141200.1.p
OG0012082	Aqcoe2G087800.1.p	Bevul.5G256200.1.p
OG0012083	Aqcoe2G392200.1.p, Aqcoe5G379000.1.p, Aqcoe5G379000.2.p	Bevul.2G012600.1.p
OG0012084	Aqcoe2G361900.1.p, Aqcoe2G361900.2.p	Bevul.6G035500.1.p
OG0012085	Aqcoe2G433900.1.p	Bevul.3G113700.1.p
OG0012086	Aqcoe2G326400.1.p	Bevul.4G150500.1.p
OG0012087	Aqcoe2G278000.1.p	Bevul.5G252200.1.p
OG0012088	Aqcoe4G245100.1.p	Bevul.8G076500.1.p, Bevul.7G081900.1.p, Bevul.5G148200.1.p
OG0012089	Aqcoe2G297400.1.p	Bevul.6G010400.1.p
OG0012090	Aqcoe3G105400.1.p, Aqcoe2G102000.1.p	Bevul.2G238200.1.p
OG0012092	Aqcoe2G152300.1.p, Aqcoe2G152300.2.p, Aqcoe2G152300.3.p	Bevul.8G109300.1.p
OG0012093	Aqcoe2G085000.1.p	Bevul.5G054400.1.p
OG0012094	Aqcoe1G443200.1.p, Aqcoe2G123500.1.p	Bevul.7G025900.1.p
OG0012096	Aqcoe6G145400.1.p	Bevul.1G054800.1.p
OG0012097	Aqcoe6G019400.1.p	Bevul.4G245300.1.p
OG0012098	Aqcoe6G161000.2.p, Aqcoe6G161000.1.p, Aqcoe6G161200.1.p	Bevul.1G049300.1.p
OG0012099	Aqcoe6G172700.1.p	Bevul.4G203600.1.p
OG0012100	Aqcoe6G032200.1.p	Bevul.1G089500.1.p
OG0012101	Aqcoe3G273700.1.p, Aqcoe6G289400.1.p	Bevul.2G045600.1.p
OG0012102	Aqcoe6G310000.1.p	Bevul.1G003600.1.p
OG0012103	Aqcoe6G084400.1.p	Bevul.1G100800.1.p
OG0012104	Aqcoe6G042900.1.p	Bevul.1G070500.1.p
OG0012106	Aqcoe6G119200.1.p	Bevul.1G142400.1.p
OG0012107	Aqcoe6G288400.1.p	Bevul.8G113200.1.p
OG0012109	Aqcoe6G001500.1.p	Bevul.6G160800.1.p
OG0012110	Aqcoe6G102500.1.p	Bevul.9G178700.1.p
OG0012111	Aqcoe6G129600.1.p	Bevul.4G094700.1.p
OG0012112	Aqcoe6G047300.1.p	Bevul.1G067100.1.p
OG0012113	Aqcoe6G043700.1.p	Bevul.1G069800.1.p
OG0012114	Aqcoe6G115600.1.p	Bevul.6G085600.1.p
OG0012115	Aqcoe6G162600.1.p	Bevul.1G012900.1.p
OG0012116	Aqcoe6G008700.2.p, Aqcoe6G008700.1.p	Bevul.1G065700.1.p
OG0012117	Aqcoe6G009400.3.p, Aqcoe6G009400.2.p, Aqcoe6G009400.1.p	Bevul.6G080900.1.p
OG0012118	Aqcoe6G014100.1.p	Bevul.1G211300.1.p
OG0012119	Aqcoe6G016500.1.p, Aqcoe6G016500.2.p	Bevul.1G214200.1.p
OG0012120	Aqcoe6G275800.1.p	Bevul.1G008700.1.p
OG0012122	Aqcoe6G092400.1.p	Bevul.4G091800.1.p
OG0012123	Aqcoe6G316800.1.p	Bevul.9G115000.1.p
OG0012125	Aqcoe6G015300.1.p	Bevul.4G006100.1.p
OG0012126	Aqcoe6G027700.1.p, Aqcoe6G027700.3.p, Aqcoe6G027700.2.p, Aqcoe6G027700.4.p	Bevul.1G084300.1.p
OG0012127	Aqcoe6G054100.1.p, Aqcoe5G116400.1.p	Bevul.1G061100.1.p
OG0012128	Aqcoe6G258000.1.p	Bevul.9G164800.1.p
OG0012129	Aqcoe6G057800.2.p, Aqcoe6G057800.1.p	Bevul.3G056000.1.p
OG0012130	Aqcoe6G122800.1.p	Bevul.6G021200.1.p
OG0012131	Aqcoe6G030000.1.p	Bevul.4G177500.1.p, Bevul.1G086100.1.p
OG0012132	Aqcoe6G175200.1.p, Aqcoe5G120900.1.p	Bevul.1G129300.1.p
OG0012133	Aqcoe6G245700.1.p	Bevul.9G159100.1.p
OG0012134	Aqcoe6G228000.1.p	Bevul.6G222700.1.p, Bevul.6G222600.1.p
OG0012135	Aqcoe6G062200.3.p, Aqcoe6G062200.2.p, Aqcoe6G062200.4.p, Aqcoe6G062200.1.p	Bevul.1G096900.1.p
OG0012137	Aqcoe1G197500.1.p	Bevul.8G084100.1.p
OG0012138	Aqcoe6G049200.1.p	Bevul.2G243200.1.p, Bevul.4G172400.1.p
OG0012140	Aqcoe6G270000.2.p, Aqcoe6G270000.1.p	Bevul.1G009500.1.p, Bevul.7G007600.1.p
OG0012141	Aqcoe6G144900.1.p	Bevul.6G000300.1.p
OG0012142	Aqcoe6G065000.3.p, Aqcoe6G065000.2.p, Aqcoe6G065000.1.p	Bevul.9G218700.1.p
OG0012143	Aqcoe6G160700.1.p	Bevul.1G013200.1.p
OG0012144	Aqcoe6G093500.1.p	Bevul.9G211300.1.p
OG0012145	Aqcoe6G281100.1.p	Bevul.1G007200.1.p
OG0012146	Aqcoe6G286500.1.p	Bevul.3G076300.1.p
OG0012148	Aqcoe6G215200.1.p	Bevul.9G133900.1.p
OG0012149	Aqcoe6G204800.1.p	Bevul.7G111400.1.p
OG0012150	Aqcoe0017s0003.1.p	Bevul.7G000400.1.p
OG0012151	Aqcoe4G164400.1.p, Aqcoe1G137600.1.p	Bevul.9G068700.1.p
OG0012154	Aqcoe4G059800.1.p	Bevul.8G015800.1.p
OG0012155	Aqcoe4G174600.1.p	Bevul.5G047000.1.p
OG0012157	Aqcoe4G195000.1.p, Aqcoe4G195000.2.p	Bevul.6G227600.1.p
