Orthogroup	A_coerulea.proteins	D_muscipula.proteins
OG0008884	Aqcoe7G237600.1.p	Dm_00015533-RA
OG0008885	Aqcoe7G070500.1.p	Dm_00010594-RA
OG0008887	Aqcoe7G167500.1.p	Dm_00006011-RA
OG0008888	Aqcoe7G333700.1.p, Aqcoe5G288900.1.p	Dm_00008928-RA, Dm_00021125-RA
OG0008889	Aqcoe7G418700.2.p, Aqcoe7G418700.1.p	Dm_00002998-RA
OG0008890	Aqcoe7G069100.2.p, Aqcoe7G069100.1.p	Dm_00003827-RA
OG0008891	Aqcoe7G194900.2.p, Aqcoe7G194900.1.p	Dm_00002340-RA
OG0008893	Aqcoe7G164200.1.p	Dm_00019047-RA
OG0008895	Aqcoe7G379400.1.p, Aqcoe7G379400.2.p	Dm_00014880-RA
OG0008896	Aqcoe1G346400.1.p, Aqcoe1G346400.2.p, Aqcoe0115s0002.1.p, Aqcoe1G052700.1.p	Dm_00005189-RA
OG0008897	Aqcoe0099s0002.1.p	Dm_00000231-RA
OG0008898	Aqcoe1G250400.1.p, Aqcoe1G250400.2.p	Dm_00006881-RA, Dm_00006882-RA
OG0008899	Aqcoe1G227500.1.p	Dm_00000675-RA
OG0008900	Aqcoe1G030400.3.p, Aqcoe1G030400.4.p, Aqcoe1G030400.1.p, Aqcoe1G030400.2.p	Dm_00019274-RA
OG0008901	Aqcoe1G480600.1.p	Dm_00018029-RA
OG0008902	Aqcoe1G412100.1.p	Dm_00000907-RA
OG0008903	Aqcoe1G358700.1.p	Dm_00005807-RA
OG0008904	Aqcoe1G031200.1.p, Aqcoe1G031200.2.p	Dm_00018158-RA
OG0008905	Aqcoe1G376900.1.p	Dm_00007416-RA
OG0008906	Aqcoe1G413700.1.p, Aqcoe1G413800.1.p	Dm_00015440-RA
OG0008908	Aqcoe1G405000.1.p	Dm_00007479-RA
OG0008909	Aqcoe1G403000.1.p	Dm_00001038-RA
OG0008910	Aqcoe1G365300.2.p, Aqcoe1G365300.1.p	Dm_00005068-RA
OG0008911	Aqcoe1G066200.1.p	Dm_00019699-RA
OG0008912	Aqcoe1G118100.1.p	Dm_00019135-RA
OG0008913	Aqcoe1G342100.1.p, Aqcoe5G407800.1.p, Aqcoe1G414900.1.p, Aqcoe5G407900.1.p	Dm_00004742-RA
OG0008914	Aqcoe1G011300.1.p	Dm_00013723-RA
OG0008915	Aqcoe1G423800.3.p, Aqcoe1G423800.1.p, Aqcoe1G423800.2.p	Dm_00005696-RA, Dm_00018581-RA
OG0008916	Aqcoe1G023500.2.p, Aqcoe1G023500.1.p	Dm_00014071-RA
OG0008917	Aqcoe1G056800.1.p	Dm_00006386-RA, Dm_00008087-RA
OG0008918	Aqcoe1G142100.1.p	Dm_00019206-RA
OG0008919	Aqcoe1G494300.1.p, Aqcoe1G494300.2.p	Dm_00015730-RA
OG0008920	Aqcoe1G482800.1.p	Dm_00010783-RA
OG0008921	Aqcoe1G137200.1.p	Dm_00012013-RA
OG0008922	Aqcoe1G047200.2.p, Aqcoe1G047200.1.p	Dm_00001272-RA
OG0008923	Aqcoe1G455300.1.p	Dm_00000330-RA
OG0008924	Aqcoe1G156700.1.p, Aqcoe1G158200.1.p	Dm_00013218-RA
OG0008925	Aqcoe1G211000.1.p, Aqcoe1G210900.1.p	Dm_00015267-RA
OG0008926	Aqcoe1G418600.1.p, Aqcoe1G418600.2.p	Dm_00003075-RA
OG0008927	Aqcoe1G275900.1.p, Aqcoe1G275900.2.p, Aqcoe1G417600.1.p, Aqcoe1G417600.2.p	Dm_00000846-RA
OG0008928	Aqcoe1G485900.1.p	Dm_00011395-RA
OG0008929	Aqcoe1G382400.1.p	Dm_00006278-RA
OG0008930	Aqcoe1G392300.1.p	Dm_00004890-RA
OG0008931	Aqcoe1G227600.2.p, Aqcoe1G227600.3.p, Aqcoe1G227600.1.p	Dm_00011166-RA
OG0008932	Aqcoe1G221300.2.p, Aqcoe1G221300.1.p	Dm_00009254-RA
OG0008933	Aqcoe1G303900.1.p	Dm_00011349-RA
OG0008934	Aqcoe1G340400.1.p	Dm_00006077-RA
OG0008935	Aqcoe1G489700.1.p	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	Aqcoe1G310600.3.p, Aqcoe1G310600.2.p, Aqcoe1G310600.1.p	Dm_00003596-RA, Dm_00002138-RA
OG0008940	Aqcoe1G466900.1.p	Dm_00007274-RA
OG0008941	Aqcoe1G036400.1.p	Dm_00009876-RA, Dm_00005914-RA
OG0008942	Aqcoe1G437700.1.p	Dm_00000817-RA
OG0008943	Aqcoe1G142800.1.p	Dm_00018209-RA
OG0008944	Aqcoe1G076500.2.p, Aqcoe1G076500.1.p	Dm_00015885-RA
OG0008945	Aqcoe1G093400.4.p, Aqcoe1G093400.2.p, Aqcoe1G093400.1.p, Aqcoe1G093400.3.p	Dm_00008758-RA
OG0008946	Aqcoe1G202300.1.p	Dm_00001760-RA, Dm_00020711-RA, Dm_00016784-RA
OG0008947	Aqcoe1G453800.1.p, Aqcoe1G453800.2.p	Dm_00010832-RA
OG0008948	Aqcoe1G077300.1.p	Dm_00001231-RA
OG0008949	Aqcoe1G015800.1.p	Dm_00019315-RA
OG0008950	Aqcoe1G132800.1.p	Dm_00013009-RA
OG0008951	Aqcoe1G072300.1.p, Aqcoe1G072300.2.p	Dm_00011549-RA
OG0008952	Aqcoe1G438200.1.p	Dm_00000815-RA
OG0008953	Aqcoe1G013500.1.p	Dm_00012102-RA
OG0008954	Aqcoe1G199600.1.p	Dm_00004049-RA
OG0008955	Aqcoe1G098600.1.p, Aqcoe1G098600.2.p	Dm_00015910-RA
OG0008956	Aqcoe1G035700.1.p	Dm_00020595-RA, Dm_00021081-RA
OG0008957	Aqcoe1G268400.1.p	Dm_00002119-RA
OG0008958	Aqcoe1G258300.1.p	Dm_00020370-RA
OG0008959	Aqcoe1G211300.1.p	Dm_00000331-RA, Dm_00015285-RA
OG0008960	Aqcoe1G034000.1.p	Dm_00008420-RA
OG0008961	Aqcoe1G470300.1.p, Aqcoe1G470300.4.p, Aqcoe1G470300.3.p, Aqcoe1G470300.2.p	Dm_00004801-RA
OG0008962	Aqcoe1G159400.1.p	Dm_00017437-RA
OG0008963	Aqcoe1G408400.2.p, Aqcoe1G408400.1.p	Dm_00006224-RA
OG0008964	Aqcoe1G037400.1.p	Dm_00011196-RA
OG0008965	Aqcoe1G223600.1.p	Dm_00007530-RA, Dm_00004440-RA
OG0008966	Aqcoe1G180600.1.p	Dm_00011849-RA
OG0008967	Aqcoe1G154700.2.p, Aqcoe1G154700.1.p	Dm_00017324-RA
OG0008968	Aqcoe1G178000.1.p, Aqcoe1G178000.2.p	Dm_00008251-RA
OG0008969	Aqcoe1G167200.1.p	Dm_00000317-RA
OG0008970	Aqcoe1G401100.2.p, Aqcoe1G401100.1.p	Dm_00000029-RA
OG0008971	Aqcoe1G497400.1.p	Dm_00004242-RA
OG0008972	Aqcoe1G465500.1.p, Aqcoe1G465500.2.p	Dm_00004784-RA
OG0008973	Aqcoe1G150200.1.p	Dm_00011267-RA
OG0008974	Aqcoe1G331100.1.p	Dm_00004471-RA
OG0008975	Aqcoe1G383200.1.p, Aqcoe1G383300.1.p, Aqcoe5G017000.1.p	Dm_00015103-RA
OG0008976	Aqcoe1G229800.1.p	Dm_00005173-RA
OG0008978	Aqcoe1G073400.1.p	Dm_00006973-RA
OG0008979	Aqcoe1G159100.1.p	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA
OG0008981	Aqcoe1G224300.1.p	Dm_00005285-RA
OG0008982	Aqcoe1G455600.1.p	Dm_00019610-RA
OG0008983	Aqcoe1G171600.2.p, Aqcoe1G171600.1.p, Aqcoe1G171600.3.p	Dm_00012556-RA
OG0008984	Aqcoe1G499100.2.p, Aqcoe1G499100.1.p	Dm_00012394-RA
OG0008985	Aqcoe1G143100.1.p	Dm_00008664-RA
OG0008986	Aqcoe3G037400.1.p, Aqcoe1G087700.1.p	Dm_00004455-RA
OG0008987	Aqcoe1G166700.1.p	Dm_00018024-RA
OG0008988	Aqcoe1G250600.1.p	Dm_00010652-RA
OG0008989	Aqcoe1G138600.1.p	Dm_00005412-RA
OG0008990	Aqcoe1G432100.1.p	Dm_00000060-RA
OG0008991	Aqcoe1G262900.1.p	Dm_00004168-RA, Dm_00006480-RA
OG0008992	Aqcoe1G285600.1.p, Aqcoe3G274900.1.p	Dm_00016777-RA
OG0008993	Aqcoe1G058700.1.p	Dm_00008808-RA, Dm_00020950-RA
OG0008994	Aqcoe1G418800.1.p	Dm_00000234-RA, Dm_00007364-RA
OG0008995	Aqcoe1G042400.1.p	Dm_00011469-RA
OG0008996	Aqcoe1G267200.1.p	Dm_00004988-RA
OG0008997	Aqcoe1G392400.1.p	Dm_00015066-RA
OG0008998	Aqcoe1G182400.1.p	Dm_00004715-RA
OG0008999	Aqcoe1G039600.3.p, Aqcoe1G039600.4.p, Aqcoe1G039600.2.p, Aqcoe1G039600.1.p	Dm_00005441-RA
OG0009000	Aqcoe1G302600.1.p	Dm_00012806-RA
OG0009001	Aqcoe1G194200.1.p	Dm_00018769-RA
OG0009002	Aqcoe1G208600.1.p	Dm_00016882-RA
OG0009004	Aqcoe1G020700.1.p	Dm_00014270-RA, Dm_00016497-RA
OG0009006	Aqcoe1G354400.1.p	Dm_00000834-RA
OG0009007	Aqcoe1G267000.1.p	Dm_00009226-RA
OG0009008	Aqcoe3G016200.1.p, Aqcoe1228s0001.1.p, Aqcoe3G016200.2.p	Dm_00001925-RA
OG0009009	Aqcoe5G305000.2.p, Aqcoe5G305000.1.p	Dm_00007655-RA
OG0009010	Aqcoe5G010400.1.p	Dm_00004896-RA
OG0009011	Aqcoe5G378600.3.p, Aqcoe5G378600.1.p, Aqcoe5G378600.2.p	Dm_00000319-RA
OG0009012	Aqcoe5G379900.1.p	Dm_00005987-RA
OG0009013	Aqcoe5G006700.1.p	Dm_00005139-RA
OG0009014	Aqcoe3G131100.1.p, Aqcoe5G381000.1.p	Dm_00000324-RA
OG0009015	Aqcoe5G300000.4.p, Aqcoe5G300000.1.p, Aqcoe5G300000.2.p, Aqcoe5G300000.3.p	Dm_00002709-RA
OG0009016	Aqcoe5G217800.1.p	Dm_00017953-RA
OG0009017	Aqcoe5G372400.4.p, Aqcoe5G372400.1.p, Aqcoe5G372400.6.p, Aqcoe5G372400.2.p, Aqcoe5G372400.5.p, Aqcoe5G372400.3.p	Dm_00008154-RA
OG0009018	Aqcoe5G220200.2.p, Aqcoe5G220200.1.p	Dm_00014779-RA
OG0009019	Aqcoe5G054900.1.p	Dm_00015239-RA
OG0009020	Aqcoe5G122400.1.p	Dm_00004704-RA
OG0009021	Aqcoe5G243300.1.p	Dm_00016976-RA
OG0009022	Aqcoe5G218400.1.p	Dm_00008279-RA
OG0009023	Aqcoe5G269400.1.p	Dm_00013935-RA
OG0009024	Aqcoe5G357000.2.p, Aqcoe5G357000.1.p	Dm_00013331-RA
OG0009025	Aqcoe5G027100.1.p	Dm_00017638-RA
OG0009026	Aqcoe5G469300.1.p	Dm_00001487-RA
OG0009027	Aqcoe5G471600.1.p	Dm_00010495-RA
OG0009028	Aqcoe5G361600.1.p	Dm_00018040-RA
OG0009029	Aqcoe3G165000.1.p, Aqcoe5G192500.1.p	Dm_00020008-RA
OG0009030	Aqcoe5G461700.1.p	Dm_00003680-RA
OG0009031	Aqcoe5G127100.3.p, Aqcoe5G127100.1.p, Aqcoe5G127100.2.p	Dm_00000129-RA
OG0009034	Aqcoe5G009700.1.p	Dm_00000943-RA
OG0009035	Aqcoe5G268400.1.p	Dm_00016859-RA
OG0009036	Aqcoe5G318600.1.p	Dm_00009985-RA
OG0009037	Aqcoe5G182100.1.p	Dm_00013448-RA, Dm_00007785-RA
OG0009039	Aqcoe5G445100.1.p	Dm_00002036-RA
OG0009040	Aqcoe5G218000.1.p, Aqcoe5G218000.2.p	Dm_00005944-RA
OG0009041	Aqcoe5G093700.1.p	Dm_00003994-RA
OG0009042	Aqcoe5G279400.1.p	Dm_00014135-RA
OG0009043	Aqcoe5G188800.1.p, Aqcoe5G188800.2.p	Dm_00017751-RA
OG0009044	Aqcoe5G070100.3.p, Aqcoe5G070100.2.p, Aqcoe5G070100.1.p	Dm_00002108-RA
OG0009045	Aqcoe5G360400.1.p	Dm_00006563-RA
OG0009046	Aqcoe5G435600.1.p	Dm_00002058-RA
OG0009047	Aqcoe5G271200.1.p	Dm_00001812-RA, Dm_00001619-RA
OG0009049	Aqcoe3G084300.1.p, Aqcoe3G084300.2.p, Aqcoe5G465400.1.p	Dm_00002788-RA
OG0009050	Aqcoe5G313600.1.p	Dm_00007277-RA
OG0009051	Aqcoe5G067900.1.p	Dm_00008718-RA
OG0009052	Aqcoe5G102600.1.p, Aqcoe5G102400.1.p	Dm_00006955-RA
OG0009053	Aqcoe5G468000.1.p	Dm_00004204-RA, Dm_00009279-RA
OG0009054	Aqcoe5G009100.2.p, Aqcoe5G009100.1.p	Dm_00005561-RA
OG0009055	Aqcoe5G101300.1.p	Dm_00011524-RA
OG0009056	Aqcoe5G151500.1.p	Dm_00002650-RA
OG0009057	Aqcoe5G112300.1.p	Dm_00009770-RA, Dm_00005360-RA, Dm_00015113-RA
OG0009060	Aqcoe5G148500.1.p	Dm_00004684-RA, Dm_00005384-RA
OG0009061	Aqcoe5G114200.1.p, Aqcoe5G114200.2.p	Dm_00013638-RA
OG0009062	Aqcoe5G008900.2.p, Aqcoe5G008900.3.p, Aqcoe5G008900.1.p	Dm_00006571-RA
OG0009063	Aqcoe5G317000.1.p	Dm_00012941-RA
OG0009064	Aqcoe5G211300.1.p	Dm_00013697-RA, Dm_00006982-RA
OG0009065	Aqcoe5G037200.1.p	Dm_00013949-RA
OG0009066	Aqcoe5G399900.3.p, Aqcoe5G399900.1.p, Aqcoe5G399900.2.p	Dm_00002877-RA
OG0009067	Aqcoe5G009500.1.p	Dm_00006701-RA
OG0009068	Aqcoe5G084500.1.p	Dm_00015263-RA
OG0009069	Aqcoe5G020200.1.p	Dm_00016062-RA
OG0009070	Aqcoe5G129600.2.p, Aqcoe5G129600.1.p, Aqcoe5G129600.3.p	Dm_00000504-RA
OG0009071	Aqcoe5G398300.1.p	Dm_00001421-RA, Dm_00002883-RA
OG0009072	Aqcoe5G428500.1.p	Dm_00017974-RA
OG0009073	Aqcoe5G051400.1.p	Dm_00013285-RA
OG0009074	Aqcoe5G351900.1.p	Dm_00000288-RA
OG0009075	Aqcoe5G423000.1.p	Dm_00008096-RA
OG0009076	Aqcoe5G317200.2.p, Aqcoe5G317200.1.p	Dm_00007371-RA
OG0009078	Aqcoe5G362700.1.p, Aqcoe5G362700.2.p	Dm_00014962-RA
OG0009079	Aqcoe5G308100.1.p	Dm_00005609-RA
OG0009080	Aqcoe5G090800.1.p	Dm_00018092-RA
OG0009081	Aqcoe5G073500.1.p	Dm_00007905-RA
OG0009082	Aqcoe5G172200.1.p, Aqcoe5G172200.2.p	Dm_00001073-RA
OG0009083	Aqcoe5G286200.1.p	Dm_00008193-RA
OG0009084	Aqcoe5G037300.2.p, Aqcoe5G037300.1.p	Dm_00003555-RA
OG0009085	Aqcoe5G138200.1.p	Dm_00002422-RA
OG0009086	Aqcoe5G309300.1.p	Dm_00000682-RA
OG0009089	Aqcoe5G461800.1.p	Dm_00013450-RA
OG0009090	Aqcoe5G464800.1.p	Dm_00001323-RA
OG0009092	Aqcoe5G115600.1.p	Dm_00011981-RA
OG0009093	Aqcoe5G080600.1.p	Dm_00010739-RA
OG0009094	Aqcoe5G420300.1.p	Dm_00003978-RA
OG0009095	Aqcoe5G058100.2.p, Aqcoe5G058100.1.p	Dm_00020737-RA
OG0009096	Aqcoe5G229200.1.p	Dm_00007023-RA
OG0009097	Aqcoe5G025300.1.p	Dm_00012989-RA
OG0009098	Aqcoe5G417300.4.p, Aqcoe5G417300.2.p, Aqcoe5G417300.3.p, Aqcoe5G417300.5.p, Aqcoe5G417300.7.p, Aqcoe5G417300.8.p, Aqcoe5G417300.1.p, Aqcoe5G417300.6.p	Dm_00007772-RA
OG0009099	Aqcoe5G300300.1.p	Dm_00002531-RA
OG0009100	Aqcoe5G140800.1.p	Dm_00006731-RA
OG0009101	Aqcoe3G280200.1.p	Dm_00014387-RA
OG0009102	Aqcoe3G357600.1.p, Aqcoe3G135300.1.p	Dm_00013106-RA
OG0009103	Aqcoe3G144200.1.p	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009105	Aqcoe3G405700.1.p, Aqcoe3G405800.1.p, Aqcoe3G405500.1.p, Aqcoe3G405600.1.p, Aqcoe3G023800.1.p	Dm_00010422-RA
OG0009106	Aqcoe3G123500.1.p	Dm_00008904-RA, Dm_00013656-RA
OG0009107	Aqcoe3G361900.1.p	Dm_00004828-RA
OG0009109	Aqcoe3G191700.1.p, Aqcoe3G422200.1.p, Aqcoe3G422100.1.p	Dm_00017332-RA
OG0009110	Aqcoe3G434800.3.p, Aqcoe3G434800.2.p, Aqcoe3G434800.1.p	Dm_00005284-RA
OG0009111	Aqcoe3G270300.1.p, Aqcoe3G270300.2.p	Dm_00017211-RA
OG0009112	Aqcoe3G359100.1.p	Dm_00003478-RA, Dm_00019142-RA
OG0009113	Aqcoe3G266900.1.p	Dm_00001496-RA
OG0009115	Aqcoe3G416500.1.p	Dm_00006787-RA
OG0009116	Aqcoe3G261900.1.p	Dm_00018390-RA
OG0009117	Aqcoe3G423800.1.p	Dm_00002199-RA
OG0009118	Aqcoe3G328800.1.p	Dm_00001675-RA
OG0009119	Aqcoe3G121500.3.p, Aqcoe3G121500.2.p, Aqcoe3G121500.1.p	Dm_00021007-RA, Dm_00011294-RA
OG0009120	Aqcoe3G406200.1.p	Dm_00001024-RA
OG0009122	Aqcoe3G384500.2.p, Aqcoe3G384500.1.p	Dm_00014046-RA
OG0009123	Aqcoe3G216500.1.p	Dm_00016430-RA
OG0009124	Aqcoe3G111800.1.p	Dm_00005479-RA, Dm_00006852-RA
OG0009125	Aqcoe3G347600.1.p	Dm_00009111-RA
OG0009126	Aqcoe3G049200.1.p	Dm_00003681-RA
OG0009127	Aqcoe3G307000.1.p	Dm_00018452-RA
OG0009128	Aqcoe3G063400.1.p	Dm_00018245-RA
OG0009129	Aqcoe3G237700.1.p	Dm_00010362-RA
OG0009130	Aqcoe3G434200.1.p	Dm_00011697-RA
OG0009131	Aqcoe3G050300.1.p	Dm_00012215-RA
OG0009132	Aqcoe3G167800.1.p	Dm_00017838-RA
OG0009133	Aqcoe3G074500.1.p	Dm_00003781-RA, Dm_00003783-RA
OG0009134	Aqcoe3G420400.1.p	Dm_00005231-RA
OG0009135	Aqcoe3G158900.1.p	Dm_00008849-RA
OG0009136	Aqcoe3G307600.1.p, Aqcoe3G307300.1.p, Aqcoe3G307300.2.p	Dm_00014356-RA
OG0009137	Aqcoe3G235800.1.p	Dm_00010174-RA
OG0009138	Aqcoe3G189300.1.p	Dm_00014856-RA
OG0009140	Aqcoe3G372900.1.p	Dm_00002395-RA
OG0009141	Aqcoe3G420600.1.p, Aqcoe3G420600.2.p	Dm_00012608-RA
OG0009142	Aqcoe3G035400.2.p, Aqcoe3G035400.1.p	Dm_00016075-RA
OG0009143	Aqcoe3G193100.1.p, Aqcoe3G193100.2.p	Dm_00018736-RA
OG0009144	Aqcoe3G059100.1.p	Dm_00002187-RA
OG0009145	Aqcoe3G071200.1.p, Aqcoe3G071200.2.p	Dm_00007073-RA
OG0009146	Aqcoe3G258800.1.p	Dm_00017295-RA
OG0009147	Aqcoe3G124500.2.p, Aqcoe3G124500.1.p	Dm_00003321-RA
OG0009148	Aqcoe3G024800.1.p, Aqcoe3G024800.2.p	Dm_00002771-RA
OG0009149	Aqcoe3G407700.1.p	Dm_00004418-RA
OG0009150	Aqcoe3G303300.1.p	Dm_00005821-RA, Dm_00012071-RA
OG0009151	Aqcoe3G228500.1.p	Dm_00010116-RA
OG0009152	Aqcoe3G262700.1.p	Dm_00004177-RA
OG0009154	Aqcoe3G081000.1.p	Dm_00004000-RA
OG0009157	Aqcoe3G411100.1.p	Dm_00002899-RA, Dm_00001469-RA
OG0009158	Aqcoe3G196000.1.p	Dm_00007294-RA
OG0009159	Aqcoe3G262300.1.p	Dm_00010107-RA
OG0009160	Aqcoe3G274000.3.p, Aqcoe3G274000.4.p, Aqcoe3G274000.1.p, Aqcoe3G274000.2.p	Dm_00019687-RA
OG0009161	Aqcoe3G173200.1.p, Aqcoe3G173200.3.p, Aqcoe3G173200.2.p	Dm_00006746-RA
OG0009162	Aqcoe3G404500.2.p, Aqcoe3G404500.1.p	Dm_00014081-RA
OG0009163	Aqcoe3G036600.1.p	Dm_00001711-RA
OG0009164	Aqcoe3G308900.1.p	Dm_00018798-RA
OG0009165	Aqcoe3G393700.1.p	Dm_00001347-RA
OG0009167	Aqcoe3G314500.3.p, Aqcoe3G314500.2.p, Aqcoe3G314500.1.p	Dm_00009797-RA
OG0009170	Aqcoe3G100500.3.p, Aqcoe3G100500.1.p, Aqcoe3G100500.2.p	Dm_00008451-RA
OG0009171	Aqcoe3G039400.1.p	Dm_00008486-RA
OG0009172	Aqcoe3G135800.1.p	Dm_00010271-RA
OG0009173	Aqcoe3G021000.2.p, Aqcoe3G021000.3.p, Aqcoe3G021000.1.p	Dm_00002822-RA
OG0009174	Aqcoe3G161400.1.p	Dm_00014519-RA
OG0009175	Aqcoe3G003700.1.p	Dm_00007158-RA
OG0009176	Aqcoe3G402100.1.p	Dm_00001613-RA
OG0009177	Aqcoe3G345000.1.p	Dm_00001985-RA
OG0009178	Aqcoe3G231700.1.p	Dm_00017883-RA
OG0009179	Aqcoe3G117700.1.p	Dm_00014903-RA
OG0009180	Aqcoe3G413800.3.p, Aqcoe3G413800.4.p, Aqcoe3G413800.2.p, Aqcoe3G413800.1.p	Dm_00009787-RA
OG0009255	Aqcoe2G331800.1.p, Aqcoe0040s0001.1.p	Dm_00014156-RA
OG0009256	Aqcoe2G030000.1.p	Dm_00006054-RA
OG0009257	Aqcoe5G090300.1.p, Aqcoe2G290900.1.p	Dm_00003811-RA
OG0009258	Aqcoe2G364000.1.p	Dm_00014977-RA
OG0009260	Aqcoe2G024200.2.p, Aqcoe2G024200.1.p	Dm_00005798-RA
OG0009261	Aqcoe2G042600.2.p, Aqcoe2G042600.1.p	Dm_00015832-RA
OG0009262	Aqcoe2G277100.1.p	Dm_00018412-RA
OG0009264	Aqcoe2G358900.1.p, Aqcoe2G125800.1.p	Dm_00019421-RA
OG0009265	Aqcoe2G134600.1.p	Dm_00003949-RA
OG0009266	Aqcoe3G085200.1.p, Aqcoe2G138300.1.p, Aqcoe2G138300.3.p, Aqcoe2G138300.2.p	Dm_00011572-RA
OG0009267	Aqcoe2G161700.1.p	Dm_00003914-RA
OG0009268	Aqcoe2G180200.1.p	Dm_00011078-RA
OG0009269	Aqcoe2G104600.1.p	Dm_00015073-RA
OG0009270	Aqcoe2G310500.3.p, Aqcoe2G310500.2.p, Aqcoe2G310500.1.p	Dm_00000540-RA
OG0009271	Aqcoe2G388100.1.p, Aqcoe2G388100.2.p	Dm_00002967-RA
OG0009272	Aqcoe2G147800.1.p	Dm_00012284-RA
OG0009273	Aqcoe2G083400.1.p, Aqcoe4G109200.1.p	Dm_00004481-RA
OG0009275	Aqcoe2G173200.1.p, Aqcoe6G329100.1.p	Dm_00002396-RA
OG0009276	Aqcoe2G078200.1.p, Aqcoe2G077800.1.p	Dm_00020414-RA
OG0009277	Aqcoe2G100700.1.p, Aqcoe1G429200.1.p, Aqcoe1G429000.1.p	Dm_00017222-RA
OG0009278	Aqcoe2G021900.2.p, Aqcoe2G021900.1.p	Dm_00005794-RA
OG0009279	Aqcoe2G401700.2.p, Aqcoe2G401700.1.p	Dm_00019067-RA
OG0009280	Aqcoe2G339200.1.p	Dm_00000578-RA
OG0009281	Aqcoe5G268900.1.p, Aqcoe2G266800.1.p	Dm_00014798-RA
OG0009284	Aqcoe2G398400.2.p, Aqcoe2G398400.1.p	Dm_00016509-RA
OG0009285	Aqcoe2G101600.1.p	Dm_00014521-RA
OG0009286	Aqcoe2G005700.1.p, Aqcoe4G072600.1.p	Dm_00017925-RA
OG0009287	Aqcoe1G366300.1.p, Aqcoe2G134800.1.p, Aqcoe4G118100.1.p, Aqcoe2G114300.1.p, Aqcoe5G399500.1.p	Dm_00014603-RA
OG0009288	Aqcoe2G430000.1.p, Aqcoe2G430000.2.p	Dm_00002403-RA
OG0009289	Aqcoe2G133200.1.p, Aqcoe3G006700.1.p	Dm_00000393-RA
OG0009290	Aqcoe3G155900.1.p, Aqcoe2G390000.1.p	Dm_00004665-RA
OG0009291	Aqcoe2G318700.1.p	Dm_00006663-RA, Dm_00005271-RA
OG0009292	Aqcoe2G351400.1.p	Dm_00002794-RA
OG0009293	Aqcoe2G037000.1.p, Aqcoe3G248200.1.p	Dm_00018111-RA
OG0009294	Aqcoe2G360100.1.p	Dm_00010696-RA
OG0009295	Aqcoe1G057000.1.p	Dm_00020954-RA
OG0009296	Aqcoe2G115200.1.p	Dm_00013143-RA, Dm_00003877-RA
OG0009298	Aqcoe2G413000.3.p, Aqcoe2G413000.1.p, Aqcoe2G413000.6.p, Aqcoe2G413000.5.p, Aqcoe2G413000.2.p, Aqcoe2G413000.4.p	Dm_00010962-RA
OG0009299	Aqcoe2G393500.1.p, Aqcoe2G393500.2.p	Dm_00013206-RA
OG0009300	Aqcoe2G270300.2.p, Aqcoe2G270300.1.p, Aqcoe7G294500.1.p, Aqcoe2G272000.1.p	Dm_00012306-RA, Dm_00020393-RA
OG0009301	Aqcoe2G026200.1.p	Dm_00004682-RA
OG0009302	Aqcoe2G408100.1.p	Dm_00014710-RA
OG0009303	Aqcoe2G047800.2.p, Aqcoe2G047800.1.p, Aqcoe1G040800.1.p, Aqcoe1G040800.2.p	Dm_00006365-RA
OG0009304	Aqcoe2G063400.2.p, Aqcoe2G063400.1.p	Dm_00008776-RA, Dm_00011862-RA
OG0009306	Aqcoe2G180500.1.p	Dm_00009731-RA
OG0009308	Aqcoe2G362900.1.p	Dm_00018347-RA, Dm_00008354-RA
OG0009310	Aqcoe1G122700.1.p, Aqcoe2G216400.1.p	Dm_00001346-RA
OG0009312	Aqcoe2G016500.1.p	Dm_00006861-RA
OG0009313	Aqcoe2G220500.1.p, Aqcoe2G220500.2.p	Dm_00017826-RA
OG0009314	Aqcoe7G178700.1.p, Aqcoe2G024400.1.p, Aqcoe5G477600.1.p	Dm_00007035-RA
OG0009315	Aqcoe2G061900.1.p	Dm_00003398-RA
OG0009316	Aqcoe2G076000.1.p, Aqcoe2G076000.2.p	Dm_00001570-RA
OG0009318	Aqcoe2G242800.1.p	Dm_00017131-RA
OG0009321	Aqcoe2G379800.1.p	Dm_00001098-RA
OG0009322	Aqcoe2G233800.1.p, Aqcoe2G233500.1.p	Dm_00000043-RA
OG0009323	Aqcoe2G428900.1.p, Aqcoe2G428900.2.p	Dm_00016512-RA
OG0009324	Aqcoe2G035000.2.p, Aqcoe2G388700.1.p, Aqcoe2G035000.1.p	Dm_00001296-RA
OG0009325	Aqcoe2G267700.1.p	Dm_00006169-RA
OG0009326	Aqcoe2G338400.1.p	Dm_00006250-RA
OG0009327	Aqcoe2G050800.1.p, Aqcoe2G050800.2.p	Dm_00013761-RA
OG0009328	Aqcoe2G247200.1.p	Dm_00000918-RA
OG0009329	Aqcoe2G374300.1.p	Dm_00002467-RA
OG0009331	Aqcoe2G425300.1.p	Dm_00012570-RA
OG0009333	Aqcoe2G045000.2.p, Aqcoe2G045000.1.p	Dm_00011288-RA
OG0009334	Aqcoe2G331700.1.p	Dm_00012166-RA
