Orthogroup	A_coerulea.proteins	A_vesiculosa.proteins
OG0008467	Aqcoe3G019300.1.p	Av_00021657-RA, Av_00003329-RA
OG0008468	Aqcoe3G004800.1.p, Aqcoe3G228100.1.p	Av_00017587-RA, Av_00006247-RA
OG0008469	Aqcoe3G101600.2.p, Aqcoe3G101600.3.p, Aqcoe3G101600.1.p	Av_00019591-RA
OG0008470	Aqcoe3G349700.1.p	Av_00005256-RA, Av_00020887-RA, Av_00024379-RA
OG0008471	Aqcoe3G434400.1.p	Av_00023272-RA
OG0008472	Aqcoe3G194700.1.p	Av_00002626-RA, Av_00005370-RA
OG0008473	Aqcoe3G363900.1.p, Aqcoe3G363900.3.p, Aqcoe3G363900.2.p	Av_00005242-RA, Av_00002731-RA
OG0008474	Aqcoe3G330200.1.p, Aqcoe3G087200.1.p	Av_00015506-RA
OG0008475	Aqcoe3G173000.1.p	Av_00004880-RA
OG0008477	Aqcoe3G085000.2.p, Aqcoe3G085000.1.p, Aqcoe3G333100.1.p	Av_00023310-RA, Av_00023057-RA
OG0008478	Aqcoe3G416000.1.p	Av_00006329-RA, Av_00007652-RA
OG0008479	Aqcoe3G251100.1.p, Aqcoe3G251100.2.p	Av_00000108-RA
OG0008480	Aqcoe3G036000.1.p	Av_00017014-RA
OG0008481	Aqcoe3G260800.1.p	Av_00008350-RA, Av_00017971-RA
OG0008482	Aqcoe3G270800.1.p, Aqcoe3G270800.2.p	Av_00002045-RA
OG0008484	Aqcoe3G087500.1.p	Av_00017417-RA
OG0008485	Aqcoe3G118900.1.p, Aqcoe3G118900.2.p	Av_00022287-RA
OG0008487	Aqcoe3G231600.1.p	Av_00025018-RA, Av_00022683-RA, Av_00022863-RA
OG0008488	Aqcoe3G290800.1.p	Av_00015783-RA
OG0008490	Aqcoe3G212400.1.p	Av_00023555-RA, Av_00022214-RA, Av_00023525-RA, Av_00022023-RA
OG0008491	Aqcoe3G418900.1.p	Av_00007664-RA, Av_00006321-RA
OG0008494	Aqcoe3G191100.2.p, Aqcoe3G191100.1.p	Av_00011612-RA
OG0008495	Aqcoe3G260300.2.p, Aqcoe3G260300.4.p, Aqcoe3G260300.3.p, Aqcoe3G260300.1.p	Av_00020633-RA
OG0008496	Aqcoe3G163100.1.p	Av_00011600-RA
OG0008497	Aqcoe3G332000.1.p	Av_00013870-RA, Av_00010523-RA
OG0008498	Aqcoe3G018900.1.p	Av_00020147-RA
OG0008499	Aqcoe3G389600.1.p	Av_00005219-RA
OG0008501	Aqcoe3G153500.1.p	Av_00019377-RA, Av_00012381-RA
OG0008502	Aqcoe3G407100.3.p, Aqcoe3G407100.4.p, Aqcoe3G407100.1.p, Aqcoe3G407100.2.p	Av_00004585-RA
OG0008503	Aqcoe3G157400.1.p, Aqcoe3G157400.2.p	Av_00009237-RA
OG0008504	Aqcoe3G100800.3.p, Aqcoe3G100800.2.p, Aqcoe3G100800.1.p	Av_00023617-RA
OG0008505	Aqcoe3G212600.1.p	Av_00023526-RA, Av_00017511-RA
OG0008506	Aqcoe3G422000.1.p	Av_00005485-RA
OG0008507	Aqcoe3G167900.1.p, Aqcoe3G167900.2.p	Av_00019280-RA, Av_00019281-RA
OG0008508	Aqcoe3G430600.2.p, Aqcoe3G430600.1.p	Av_00013401-RA
OG0008509	Aqcoe3G201400.1.p	Av_00016579-RA
OG0008510	Aqcoe3G427400.1.p	Av_00022740-RA
OG0008511	Aqcoe3G307100.2.p, Aqcoe3G307100.3.p, Aqcoe3G307100.1.p	Av_00011281-RA
OG0008512	Aqcoe3G123600.1.p, Aqcoe3G289100.1.p	Av_00011300-RA, Av_00009283-RA
OG0008513	Aqcoe3G314200.1.p	Av_00009750-RA
OG0008515	Aqcoe3G049300.1.p	Av_00006727-RA, Av_00020591-RA
OG0008516	Aqcoe3G061600.1.p	Av_00008999-RA, Av_00021948-RA
OG0008517	Aqcoe3G048800.1.p, Aqcoe3G048800.3.p, Aqcoe3G048800.2.p	Av_00022300-RA
OG0008518	Aqcoe3G386200.1.p	Av_00001756-RA
OG0008519	Aqcoe3G023500.2.p, Aqcoe3G023500.3.p, Aqcoe3G023500.1.p	Av_00006351-RA
OG0008520	Aqcoe3G390200.1.p	Av_00003298-RA
OG0008521	Aqcoe3G371800.2.p, Aqcoe3G371800.1.p	Av_00009331-RA
OG0008522	Aqcoe3G442400.1.p	Av_00001522-RA
OG0008523	Aqcoe3G304800.1.p	Av_00015488-RA
OG0008524	Aqcoe3G323500.1.p	Av_00006431-RA, Av_00007536-RA
OG0008525	Aqcoe3G260000.1.p	Av_00011379-RA
OG0008526	Aqcoe3G212800.2.p, Aqcoe3G212800.1.p	Av_00016486-RA, Av_00016487-RA
OG0008527	Aqcoe3G204600.2.p, Aqcoe3G204600.1.p	Av_00013189-RA
OG0008528	Aqcoe3G300000.1.p, Aqcoe3G300000.2.p, Aqcoe3G300000.3.p	Av_00022678-RA
OG0008529	Aqcoe3G329000.1.p	Av_00009303-RA
OG0008531	Aqcoe3G263400.1.p	Av_00005431-RA, Av_00002997-RA
OG0008532	Aqcoe3G031500.1.p	Av_00012202-RA, Av_00009118-RA, Av_00015602-RA
OG0008533	Aqcoe3G342800.1.p	Av_00001764-RA
OG0008534	Aqcoe3G021500.1.p	Av_00011160-RA, Av_00004436-RA
OG0008535	Aqcoe3G031400.1.p	Av_00003919-RA
OG0008536	Aqcoe3G103900.1.p, Aqcoe3G103900.4.p, Aqcoe3G103900.3.p, Aqcoe3G103900.2.p	Av_00024629-RA
OG0008537	Aqcoe3G031000.1.p	Av_00022852-RA
OG0008538	Aqcoe0018s0006.1.p, Aqcoe0018s0006.2.p	Av_00016812-RA, Av_00020087-RA, Av_00016813-RA
OG0008594	Aqcoe4G183200.1.p, Aqcoe0131s0001.1.p	Av_00020897-RA
OG0008595	Aqcoe2G333400.2.p, Aqcoe0127s0001.1.p, Aqcoe2G333400.1.p	Av_00022606-RA
OG0008596	Aqcoe3G051900.1.p, Aqcoe0143s0002.1.p	Av_00005750-RA, Av_00012215-RA
OG0008598	Aqcoe2G393700.1.p	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA
OG0008600	Aqcoe2G160100.3.p, Aqcoe2G160100.2.p, Aqcoe2G160100.1.p, Aqcoe2G160100.4.p	Av_00024233-RA
OG0008601	Aqcoe2G409500.4.p, Aqcoe2G409500.5.p, Aqcoe2G409500.3.p, Aqcoe2G409500.2.p, Aqcoe2G409500.1.p	Av_00001391-RA
OG0008602	Aqcoe2G324200.1.p	Av_00002238-RA
OG0008603	Aqcoe2G335700.1.p, Aqcoe2G335700.2.p	Av_00020364-RA
OG0008604	Aqcoe2G429600.1.p	Av_00013530-RA, Av_00001557-RA
OG0008605	Aqcoe2G400100.1.p	Av_00022436-RA
OG0008606	Aqcoe2G437000.2.p, Aqcoe2G437000.5.p, Aqcoe2G437000.4.p, Aqcoe2G437000.1.p, Aqcoe2G437000.3.p	Av_00006976-RA
OG0008607	Aqcoe2G043700.1.p	Av_00011404-RA, Av_00015946-RA
OG0008608	Aqcoe2G128400.1.p	Av_00004351-RA, Av_00008172-RA, Av_00011910-RA
OG0008610	Aqcoe2G196700.1.p	Av_00019570-RA
OG0008611	Aqcoe2G076800.1.p	Av_00023844-RA
OG0008612	Aqcoe2G436600.1.p	Av_00002158-RA
OG0008613	Aqcoe2G278700.1.p	Av_00002288-RA, Av_00017541-RA, Av_00009681-RA
OG0008614	Aqcoe2G268800.1.p	Av_00021386-RA
OG0008615	Aqcoe2G413800.1.p, Aqcoe2G412900.1.p, Aqcoe2G412900.2.p	Av_00008059-RA
OG0008617	Aqcoe2G168700.1.p, Aqcoe7G340900.1.p, Aqcoe4G258100.1.p	Av_00000859-RA
OG0008618	Aqcoe2G021000.1.p	Av_00009087-RA, Av_00015578-RA
OG0008619	Aqcoe2G299000.1.p	Av_00019643-RA, Av_00023145-RA
OG0008620	Aqcoe2G023000.1.p	Av_00006995-RA
OG0008621	Aqcoe2G068300.1.p, Aqcoe2G068300.2.p	Av_00002805-RA, Av_00019589-RA
OG0008622	Aqcoe2G038000.1.p	Av_00020452-RA, Av_00013147-RA
OG0008623	Aqcoe2G324600.1.p	Av_00017811-RA
OG0008624	Aqcoe7G290400.1.p, Aqcoe2G217200.1.p	Av_00005987-RA, Av_00005593-RA
OG0008625	Aqcoe2G291200.1.p	Av_00021025-RA
OG0008627	Aqcoe2G361800.1.p, Aqcoe2G361800.2.p, Aqcoe2G361800.3.p	Av_00001421-RA, Av_00017199-RA
OG0008630	Aqcoe2G084300.1.p, Aqcoe2G084300.2.p, Aqcoe2G084300.3.p	Av_00017669-RA
OG0008631	Aqcoe5G044800.2.p, Aqcoe5G044800.1.p	Av_00018051-RA
OG0008632	Aqcoe2G344300.1.p	Av_00016765-RA
OG0008633	Aqcoe2G341900.1.p, Aqcoe2G341900.3.p, Aqcoe2G341900.2.p, Aqcoe2G341900.4.p	Av_00005153-RA
OG0008634	Aqcoe2G275900.1.p	Av_00002136-RA, Av_00023898-RA
OG0008635	Aqcoe2G137100.2.p, Aqcoe2G137100.1.p	Av_00017165-RA
OG0008636	Aqcoe2G405000.1.p	Av_00006748-RA, Av_00000728-RA
OG0008637	Aqcoe2G009500.1.p	Av_00019626-RA, Av_00021796-RA
OG0008639	Aqcoe2G328200.1.p, Aqcoe5G062700.1.p	Av_00001592-RA
OG0008640	Aqcoe4G083800.1.p, Aqcoe2G077400.1.p	Av_00013515-RA
OG0008641	Aqcoe2G353200.1.p	Av_00000607-RA, Av_00019234-RA
OG0008642	Aqcoe2G393200.1.p, Aqcoe5G069700.1.p, Aqcoe4G109100.1.p, Aqcoe2G083500.1.p	Av_00021216-RA
OG0008643	Aqcoe6G086500.1.p, Aqcoe2G163500.1.p	Av_00010247-RA, Av_00012838-RA
OG0008644	Aqcoe2G008700.1.p	Av_00021789-RA, Av_00019613-RA, Av_00021790-RA, Av_00019621-RA
OG0008646	Aqcoe2G406900.1.p	Av_00021281-RA, Av_00009739-RA
OG0008648	Aqcoe2G117100.1.p, Aqcoe1G437600.1.p	Av_00013674-RA, Av_00006493-RA
OG0008649	Aqcoe2G220100.2.p, Aqcoe2G220100.1.p	Av_00013337-RA
OG0008650	Aqcoe2G405800.1.p	Av_00003484-RA, Av_00008064-RA, Av_00006747-RA
OG0008652	Aqcoe2G414700.1.p	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA
OG0008653	Aqcoe2G166300.1.p	Av_00018515-RA
OG0008654	Aqcoe2G416400.1.p, Aqcoe2G416400.2.p	Av_00009743-RA, Av_00021272-RA
OG0008655	Aqcoe2G379900.1.p	Av_00017048-RA
OG0008656	Aqcoe2G391800.2.p, Aqcoe2G391800.1.p, Aqcoe2G391800.3.p	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA
OG0008657	Aqcoe2G014100.1.p, Aqcoe2G014100.2.p	Av_00007004-RA
OG0008658	Aqcoe5G288300.1.p, Aqcoe2G238800.2.p, Aqcoe2G238800.3.p, Aqcoe2G238800.1.p	Av_00018731-RA
OG0008659	Aqcoe2G286900.1.p, Aqcoe2G286900.2.p	Av_00021029-RA
OG0008660	Aqcoe2G150100.1.p	Av_00019682-RA
OG0008661	Aqcoe2G172300.1.p, Aqcoe1G479700.1.p	Av_00002865-RA
OG0008662	Aqcoe2G247400.1.p, Aqcoe5G271900.1.p	Av_00016124-RA, Av_00016086-RA
OG0008664	Aqcoe2G177800.1.p	Av_00017832-RA
OG0008666	Aqcoe2G002100.1.p	Av_00016106-RA, Av_00016110-RA, Av_00016216-RA
OG0008667	Aqcoe2G205200.1.p, Aqcoe1G133200.1.p	Av_00015704-RA
OG0008668	Aqcoe2G184800.1.p	Av_00017375-RA
OG0008669	Aqcoe2G080500.1.p, Aqcoe2G080500.2.p	Av_00006112-RA
OG0008670	Aqcoe2G089400.1.p	Av_00007815-RA
OG0008671	Aqcoe2G279400.1.p	Av_00006656-RA, Av_00015119-RA
OG0008672	Aqcoe6G154200.1.p, Aqcoe2G158400.1.p	Av_00019105-RA
OG0008673	Aqcoe2G437100.1.p	Av_00020859-RA
OG0008674	Aqcoe2G376900.1.p	Av_00023243-RA
OG0008675	Aqcoe2G335100.2.p, Aqcoe2G335100.1.p	Av_00022858-RA
OG0008677	Aqcoe2G017400.1.p	Av_00006992-RA, Av_00011849-RA
OG0008678	Aqcoe2G427700.1.p	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA
OG0008680	Aqcoe2G432100.1.p	Av_00013539-RA
OG0008681	Aqcoe2G409600.1.p	Av_00009731-RA
OG0008682	Aqcoe2G060000.1.p	Av_00004936-RA
OG0008683	Aqcoe2G010000.1.p	Av_00001189-RA
OG0008684	Aqcoe2G010800.2.p, Aqcoe2G010800.1.p	Av_00019625-RA
OG0008685	Aqcoe2G150400.1.p	Av_00014472-RA
OG0008686	Aqcoe2G234900.1.p	Av_00001566-RA
OG0008687	Aqcoe2G387900.1.p	Av_00002229-RA
OG0008688	Aqcoe2G122500.1.p, Aqcoe2G122500.2.p	Av_00017324-RA
OG0008690	Aqcoe6G184800.1.p, Aqcoe3G031200.1.p, Aqcoe2G073100.1.p	Av_00012109-RA, Av_00009012-RA
OG0008691	Aqcoe2G436000.1.p	Av_00008101-RA, Av_00014885-RA
OG0008692	Aqcoe2G024600.1.p	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA
OG0008693	Aqcoe2G293700.1.p	Av_00005704-RA, Av_00003860-RA, Av_00005019-RA
OG0008694	Aqcoe2G158600.1.p	Av_00024460-RA
OG0008695	Aqcoe2G296600.1.p	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA
OG0008697	Aqcoe6G014300.1.p	Av_00024828-RA, Av_00003294-RA
OG0008698	Aqcoe6G166800.1.p, Aqcoe6G166800.2.p	Av_00003754-RA, Av_00007418-RA
OG0008699	Aqcoe6G039800.1.p	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA
OG0008700	Aqcoe6G048800.2.p, Aqcoe6G048800.1.p	Av_00007407-RA
OG0008701	Aqcoe6G232200.1.p, Aqcoe6G232200.3.p, Aqcoe6G232200.2.p	Av_00021351-RA
OG0008702	Aqcoe6G022300.1.p	Av_00011528-RA, Av_00000120-RA
OG0008703	Aqcoe6G092700.1.p, Aqcoe6G092700.2.p	Av_00011666-RA
OG0008704	Aqcoe7G041800.1.p, Aqcoe6G118000.1.p	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA
OG0008705	Aqcoe3G442600.1.p, Aqcoe6G160200.1.p, Aqcoe7G297400.1.p	Av_00017582-RA, Av_00006241-RA
OG0008706	Aqcoe6G140400.3.p, Aqcoe6G140400.2.p, Aqcoe6G140400.1.p	Av_00010803-RA, Av_00010220-RA
OG0008707	Aqcoe6G178900.1.p	Av_00004484-RA
OG0008708	Aqcoe6G230900.1.p, Aqcoe6G230900.2.p	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA
OG0008709	Aqcoe6G024700.1.p, Aqcoe6G024700.2.p	Av_00009350-RA, Av_00012459-RA
OG0008710	Aqcoe6G183900.2.p, Aqcoe6G183900.1.p	Av_00012480-RA, Av_00016383-RA
OG0008711	Aqcoe6G096600.1.p	Av_00004767-RA
OG0008712	Aqcoe4G284100.1.p, Aqcoe6G016900.1.p	Av_00017785-RA
OG0008713	Aqcoe6G022000.1.p	Av_00006949-RA
OG0008714	Aqcoe6G112200.1.p	Av_00015362-RA, Av_00000403-RA
OG0008715	Aqcoe6G064300.4.p, Aqcoe6G064300.2.p, Aqcoe6G064300.1.p, Aqcoe6G064300.3.p	Av_00007303-RA, Av_00019034-RA
OG0008716	Aqcoe6G301100.3.p, Aqcoe6G301100.2.p, Aqcoe6G301100.1.p, Aqcoe6G301100.4.p	Av_00005626-RA
OG0008717	Aqcoe6G241600.1.p, Aqcoe6G241700.1.p	Av_00021619-RA, Av_00009025-RA
OG0008718	Aqcoe6G256800.1.p	Av_00016317-RA, Av_00011705-RA
OG0008719	Aqcoe6G278800.2.p, Aqcoe6G278800.1.p	Av_00017914-RA
OG0008720	Aqcoe6G017100.1.p	Av_00000066-RA
OG0008722	Aqcoe6G307400.1.p, Aqcoe6G307400.3.p, Aqcoe6G307400.2.p	Av_00004519-RA, Av_00004536-RA
OG0008723	Aqcoe5G172800.1.p, Aqcoe6G097000.1.p	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA
OG0008724	Aqcoe6G066600.1.p, Aqcoe6G066600.2.p	Av_00018742-RA, Av_00008843-RA
OG0008725	Aqcoe6G166400.1.p, Aqcoe6G166600.1.p, Aqcoe6G172900.1.p	Av_00005621-RA
OG0008726	Aqcoe6G009100.1.p	Av_00003165-RA
OG0008727	Aqcoe6G297100.1.p	Av_00018181-RA, Av_00000981-RA
OG0008729	Aqcoe6G006100.2.p, Aqcoe6G006100.1.p	Av_00016750-RA, Av_00020334-RA
OG0008730	Aqcoe6G203900.1.p, Aqcoe6G203900.2.p	Av_00001921-RA, Av_00018979-RA
OG0008731	Aqcoe6G049100.1.p	Av_00000524-RA, Av_00017176-RA
OG0008732	Aqcoe6G044600.1.p	Av_00001369-RA
OG0008733	Aqcoe6G253200.1.p	Av_00021103-RA, Av_00009900-RA
OG0008734	Aqcoe6G272600.1.p	Av_00007912-RA
OG0008735	Aqcoe6G280700.1.p	Av_00017917-RA, Av_00001977-RA
OG0008736	Aqcoe6G044500.1.p	Av_00015335-RA, Av_00000425-RA
OG0008737	Aqcoe6G031200.1.p	Av_00024469-RA
OG0008738	Aqcoe6G041400.2.p, Aqcoe6G041400.1.p	Av_00013381-RA
OG0008739	Aqcoe6G223800.1.p	Av_00018976-RA, Av_00001926-RA
OG0008740	Aqcoe6G188900.1.p	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA
OG0008741	Aqcoe6G324100.2.p, Aqcoe6G324100.1.p	Av_00025107-RA
OG0008742	Aqcoe6G291100.1.p, Aqcoe6G291100.2.p	Av_00015908-RA, Av_00025000-RA
OG0008743	Aqcoe6G133800.1.p	Av_00009998-RA
OG0008744	Aqcoe6G025600.1.p	Av_00000340-RA, Av_00021669-RA
OG0008746	Aqcoe6G053800.1.p, Aqcoe6G053800.2.p	Av_00017327-RA, Av_00012251-RA
OG0008747	Aqcoe1G306400.1.p, Aqcoe6G170500.1.p	Av_00014085-RA
OG0008749	Aqcoe6G105200.1.p	Av_00012286-RA, Av_00004423-RA
OG0008750	Aqcoe6G040000.1.p, Aqcoe6G040000.3.p, Aqcoe6G040000.4.p, Aqcoe6G040000.2.p	Av_00020187-RA
OG0008751	Aqcoe6G147400.1.p	Av_00006615-RA, Av_00016493-RA
OG0008752	Aqcoe6G231300.1.p	Av_00009022-RA
OG0008753	Aqcoe6G000400.2.p, Aqcoe6G000400.1.p, Aqcoe6G000400.4.p, Aqcoe6G000400.3.p	Av_00022819-RA
OG0008754	Aqcoe6G204500.1.p	Av_00015804-RA
OG0008757	Aqcoe5G321000.1.p, Aqcoe5G251000.1.p, Aqcoe3G351500.1.p, Aqcoe6G251700.1.p	Av_00007564-RA
OG0008759	Aqcoe6G181500.1.p, Aqcoe7G046000.1.p	Av_00010895-RA
OG0008760	Aqcoe7G176500.1.p, Aqcoe6G275500.1.p	Av_00007992-RA
OG0008761	Aqcoe6G305100.1.p	Av_00009759-RA, Av_00008801-RA
OG0008762	Aqcoe6G034300.1.p	Av_00006613-RA, Av_00016495-RA
OG0008763	Aqcoe1G252700.1.p, Aqcoe6G220200.1.p	Av_00003491-RA, Av_00020298-RA
OG0008764	Aqcoe6G019800.2.p, Aqcoe6G019800.1.p	Av_00010926-RA
OG0008765	Aqcoe6G031600.1.p	Av_00023003-RA
OG0008766	Aqcoe1G491600.2.p, Aqcoe1G491600.1.p, Aqcoe6G051500.2.p, Aqcoe6G051500.1.p	Av_00004420-RA
OG0008767	Aqcoe6G209700.2.p, Aqcoe6G209700.1.p	Av_00009875-RA
OG0008768	Aqcoe6G129200.1.p	Av_00011343-RA
OG0008770	Aqcoe6G022400.1.p	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA
OG0008771	Aqcoe6G108300.1.p	Av_00016438-RA
OG0008772	Aqcoe6G013600.1.p	Av_00017808-RA, Av_00022481-RA
OG0008773	Aqcoe6G047000.1.p, Aqcoe6G047000.2.p	Av_00003186-RA
OG0008774	Aqcoe6G057600.1.p	Av_00019871-RA
OG0008775	Aqcoe3G181100.1.p, Aqcoe1028s0001.1.p	Av_00000101-RA
OG0008776	Aqcoe6G024300.1.p	Av_00003842-RA, Av_00005030-RA
OG0008777	Aqcoe6G034900.1.p	Av_00020962-RA
OG0008779	Aqcoe4G096500.2.p, Aqcoe4G096500.1.p	Av_00002370-RA
OG0008780	Aqcoe4G039000.1.p	Av_00017529-RA
OG0008781	Aqcoe4G132000.1.p, Aqcoe4G132000.2.p	Av_00016414-RA
OG0008782	Aqcoe4G286400.2.p, Aqcoe4G286400.3.p, Aqcoe4G286400.1.p	Av_00019132-RA
OG0008783	Aqcoe4G252800.1.p	Av_00014122-RA, Av_00005632-RA
OG0008784	Aqcoe4G236000.4.p, Aqcoe4G236000.3.p, Aqcoe4G236000.5.p, Aqcoe4G236000.2.p, Aqcoe4G236000.1.p	Av_00006585-RA
OG0008785	Aqcoe1G207200.1.p	Av_00008507-RA
OG0008787	Aqcoe4G040900.1.p, Aqcoe4G040900.3.p	Av_00000219-RA
OG0008788	Aqcoe4G028800.1.p, Aqcoe4G028800.2.p	Av_00014003-RA
OG0008789	Aqcoe4G001900.1.p, Aqcoe4G001900.2.p	Av_00018478-RA
OG0008790	Aqcoe4G043200.2.p, Aqcoe4G043200.1.p	Av_00010362-RA, Av_00014529-RA
OG0008791	Aqcoe4G043400.1.p, Aqcoe1G296100.2.p, Aqcoe1G296100.1.p, Aqcoe1G296100.3.p	Av_00014119-RA
OG0008792	Aqcoe4G009400.2.p, Aqcoe4G009400.1.p, Aqcoe4G009400.3.p	Av_00010088-RA
OG0008793	Aqcoe4G258700.1.p, Aqcoe4G258700.3.p, Aqcoe4G258700.2.p, Aqcoe4G258700.4.p	Av_00002441-RA
OG0008795	Aqcoe4G081700.1.p	Av_00019714-RA
OG0008796	Aqcoe4G002700.1.p	Av_00007093-RA
OG0008799	Aqcoe5G278700.1.p, Aqcoe4G265800.1.p, Aqcoe4G265800.3.p, Aqcoe4G265800.2.p	Av_00002532-RA, Av_00015771-RA
OG0008800	Aqcoe4G004800.2.p, Aqcoe4G004800.1.p	Av_00020054-RA
OG0008801	Aqcoe4G003600.1.p	Av_00012341-RA
OG0008802	Aqcoe4G095400.1.p	Av_00017439-RA
OG0008803	Aqcoe3G367900.2.p, Aqcoe4G175700.1.p, Aqcoe1G396500.1.p, Aqcoe3G367900.1.p	Av_00012445-RA
OG0008804	Aqcoe4G154200.1.p, Aqcoe1G420700.1.p	Av_00010682-RA, Av_00018592-RA
OG0008805	Aqcoe3G208200.2.p, Aqcoe3G208200.1.p, Aqcoe4G291000.1.p	Av_00009227-RA
OG0008806	Aqcoe4G290200.1.p	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA
OG0008808	Aqcoe4G198300.1.p	Av_00000174-RA
OG0008809	Aqcoe4G147300.1.p	Av_00022312-RA
OG0008810	Aqcoe7G197200.1.p	Av_00018157-RA
OG0008811	Aqcoe7G210300.1.p	Av_00020403-RA, Av_00014050-RA
OG0008812	Aqcoe7G220900.1.p	Av_00023425-RA
OG0008813	Aqcoe7G173500.1.p, Aqcoe7G404000.1.p	Av_00010073-RA, Av_00014324-RA
OG0008814	Aqcoe7G101600.1.p	Av_00024462-RA, Av_00007141-RA
OG0008815	Aqcoe7G325400.1.p	Av_00005931-RA
OG0008816	Aqcoe7G074300.1.p	Av_00019868-RA
OG0008817	Aqcoe7G275100.1.p, Aqcoe1G323700.1.p	Av_00008726-RA, Av_00023134-RA
OG0008818	Aqcoe7G018400.1.p	Av_00010440-RA, Av_00014593-RA
OG0008819	Aqcoe7G393400.1.p	Av_00003006-RA
OG0008820	Aqcoe7G342200.1.p	Av_00012321-RA, Av_00004495-RA
OG0008822	Aqcoe7G305100.1.p	Av_00001100-RA
OG0008822	Aqcoe7G305200.1.p	Av_00021255-RA
OG0008823	Aqcoe7G327000.2.p, Aqcoe7G327000.1.p	Av_00019949-RA
OG0008824	Aqcoe3G330300.1.p, Aqcoe7G338800.2.p, Aqcoe7G338800.1.p	Av_00000916-RA
OG0008825	Aqcoe7G060400.1.p	Av_00001601-RA, Av_00009161-RA
OG0008827	Aqcoe7G370800.1.p	Av_00003995-RA
OG0008828	Aqcoe7G404500.1.p	Av_00012778-RA, Av_00006229-RA
OG0008829	Aqcoe7G054500.1.p	Av_00001603-RA, Av_00009376-RA
OG0008830	Aqcoe7G048800.1.p	Av_00014766-RA
OG0008831	Aqcoe7G177700.1.p	Av_00017740-RA
OG0008832	Aqcoe7G166900.1.p	Av_00020899-RA, Av_00023150-RA, Av_00017313-RA, Av_00003518-RA, Av_00012988-RA, Av_00018042-RA, Av_00017827-RA, Av_00025029-RA
OG0008835	Aqcoe7G311400.1.p	Av_00009835-RA
OG0008836	Aqcoe7G045400.1.p	Av_00018807-RA
OG0008837	Aqcoe7G018300.1.p	Av_00003242-RA
OG0008839	Aqcoe7G089600.1.p, Aqcoe7G089600.2.p	Av_00010349-RA
OG0008840	Aqcoe7G360900.1.p, Aqcoe7G360900.2.p	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA
OG0008842	Aqcoe3G105300.1.p, Aqcoe3G105300.2.p, Aqcoe7G210100.1.p	Av_00012143-RA
OG0008843	Aqcoe7G253100.4.p, Aqcoe7G253100.3.p, Aqcoe7G253100.5.p, Aqcoe7G253100.1.p, Aqcoe7G253100.2.p	Av_00023427-RA
OG0008844	Aqcoe7G115100.1.p	Av_00012305-RA, Av_00004410-RA
OG0008845	Aqcoe7G063300.1.p, Aqcoe1G413400.1.p, Aqcoe1G413400.15.p, Aqcoe1G413400.14.p	Av_00017179-RA
OG0008846	Aqcoe7G244100.2.p, Aqcoe7G244100.1.p	Av_00016621-RA
OG0008848	Aqcoe7G393800.5.p, Aqcoe7G393800.3.p, Aqcoe7G393800.4.p, Aqcoe7G393800.2.p, Aqcoe7G393800.1.p, Aqcoe7G393800.6.p	Av_00023200-RA
OG0008849	Aqcoe7G432000.1.p, Aqcoe7G108900.1.p	Av_00023646-RA, Av_00017134-RA
OG0008851	Aqcoe7G416600.1.p	Av_00008018-RA
OG0008854	Aqcoe7G347300.4.p, Aqcoe7G347300.1.p, Aqcoe7G347300.2.p, Aqcoe7G347300.3.p	Av_00023424-RA, Av_00017119-RA
OG0008856	Aqcoe7G083400.1.p, Aqcoe7G083400.3.p, Aqcoe7G083400.2.p	Av_00018654-RA, Av_00008393-RA
OG0008857	Aqcoe7G131300.1.p	Av_00008906-RA
OG0008858	Aqcoe7G296100.1.p	Av_00016807-RA
OG0008859	Aqcoe7G114100.1.p	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA
OG0008861	Aqcoe7G142100.1.p, Aqcoe1G452100.1.p	Av_00024415-RA, Av_00017162-RA
OG0008863	Aqcoe7G096500.1.p	Av_00020399-RA
OG0008864	Aqcoe7G164300.2.p, Aqcoe7G164300.1.p, Aqcoe7G065500.1.p	Av_00004135-RA
OG0008865	Aqcoe7G290500.1.p	Av_00023595-RA, Av_00004476-RA
OG0008867	Aqcoe7G393300.1.p	Av_00021631-RA
OG0008868	Aqcoe7G423700.1.p	Av_00018110-RA
OG0008869	Aqcoe7G405000.1.p, Aqcoe7G405000.2.p	Av_00020747-RA
OG0008871	Aqcoe7G081600.1.p	Av_00018583-RA
OG0008872	Aqcoe7G248800.1.p	Av_00004783-RA
OG0008873	Aqcoe7G324700.1.p, Aqcoe7G324700.2.p	Av_00015555-RA
