Orthogroup	B_vulgaris.proteins	G_max.proteins
OG0009592	Bevul.5G115500.1.p	GmISU01.03G165400.1.p, GmISU01.19G167500.1.p
OG0009593	Bevul.2G149100.1.p	GmISU01.13G189900.3.p, GmISU01.13G189900.1.p
OG0009594	Bevul.7G035100.1.p, Bevul.7G035100.2.p	GmISU01.13G121900.1.p
OG0009595	Bevul.5G116800.1.p	GmISU01.09G085700.3.p, GmISU01.09G085700.1.p, GmISU01.09G085700.5.p, GmISU01.09G085700.4.p, GmISU01.02G147200.1.p
OG0009596	Bevul.8G033900.1.p	GmISU01.13G154000.1.p, GmISU01.07G162100.1.p, GmISU01.15G066400.2.p, GmISU01.15G066400.1.p, GmISU01.13G209800.1.p
OG0009597	Bevul.8G161100.1.p	GmISU01.17G095600.2.p, GmISU01.17G095600.1.p, GmISU01.13G129300.3.p
OG0009598	Bevul.4G026100.1.p	GmISU01.10G099100.1.p, GmISU01.20G051600.1.p
OG0009599	Bevul.9G077500.1.p	GmISU01.11G123000.1.p, GmISU01.12G053500.1.p
OG0009600	Bevul.6G231000.1.p	GmISU01.08G115000.1.p, GmISU01.05G139900.1.p
OG0009601	Bevul.7G214900.1.p	GmISU01.11G132400.1.p, GmISU01.12G067400.1.p, GmISU01.13G290700.1.p, GmISU01.15G187700.1.p
OG0009602	Bevul.9G037700.1.p, Bevul.9G037700.3.p, Bevul.9G037700.2.p	GmISU01.08G277500.1.p, GmISU01.18G089200.1.p, GmISU01.14G025500.1.p
OG0009603	Bevul.9G183100.1.p	GmISU01.08G141150.1.p
OG0009604	Bevul.4G088700.1.p, Bevul.2G009800.1.p	GmISU01.18G065900.1.p, GmISU01.14G010600.1.p, GmISU01.02G261400.1.p
OG0009605	Bevul.9G105200.1.p	GmISU01.12G149600.1.p, GmISU01.13G279400.4.p, GmISU01.12G149600.2.p, GmISU01.13G279400.3.p
OG0009606	Bevul.9G099200.1.p	GmISU01.11G153100.1.p, GmISU01.12G074600.1.p
OG0009608	Bevul.8G096000.1.p	GmISU01.09G021100.1.p, GmISU01.15G119000.1.p
OG0009609	Bevul.7G019900.1.p, Bevul.7G019900.2.p	GmISU01.19G160700.2.p, GmISU01.19G160700.1.p, GmISU01.03G158900.1.p
OG0009610	Bevul.2G028300.1.p, Bevul.2G028300.2.p	GmISU01.06G130000.1.p, GmISU01.06G130000.2.p, GmISU01.04G181800.2.p, GmISU01.04G181800.1.p, GmISU01.04G181800.3.p
OG0009611	Bevul.4G072200.1.p	GmISU01.12G192500.1.p, GmISU01.13G234300.1.p
OG0009612	Bevul.5G178100.1.p	GmISU01.04G133600.1.p
OG0009613	Bevul.9G043000.1.p	GmISU01.13G282600.1.p
OG0009614	Bevul.7G047400.1.p	GmISU01.03G147400.1.p, GmISU01.19G150400.1.p
OG0009615	Bevul.4G091200.1.p	GmISU01.08G154600.2.p, GmISU01.08G154600.1.p, GmISU01.08G154600.4.p, GmISU01.08G154600.3.p, GmISU01.15G215400.1.p
OG0009616	Bevul.3G220600.1.p	GmISU01.19G094400.1.p, GmISU01.03G088800.1.p
OG0009617	Bevul.5G057600.1.p	GmISU01.07G136600.1.p
OG0009618	Bevul.9G014700.1.p	GmISU01.13G003600.1.p, GmISU01.20G045300.1.p
OG0009619	Bevul.4G059800.1.p	GmISU01.12G187900.1.p, GmISU01.13G240900.1.p, GmISU01.17G167400.1.p
OG0009621	Bevul.2G185000.1.p	GmISU01.11G213800.1.p, GmISU01.18G019900.1.p
OG0009622	Bevul.9G185700.1.p	GmISU01.10G216000.2.p, GmISU01.07G105000.2.p
OG0009623	Bevul.2G220000.1.p, Bevul.2G220000.2.p, Bevul.2G222700.1.p	GmISU01.02G082700.1.p, GmISU01.18G232900.1.p
OG0009624	Bevul.7G214800.1.p	GmISU01.13G165000.1.p
OG0009625	Bevul.7G173400.1.p	GmISU01.17G032000.2.p, GmISU01.17G032000.1.p, GmISU01.07G201800.1.p
OG0009627	Bevul.6G035900.1.p	GmISU01.02G038600.1.p, GmISU01.01G122900.1.p, GmISU01.11G077100.1.p
OG0009628	Bevul.8G039100.1.p	GmISU01.15G118900.1.p, GmISU01.09G021000.1.p
OG0009629	Bevul.4G019500.1.p, Bevul.4G019200.1.p	GmISU01.02G254200.1.p, GmISU01.14G017300.1.p, GmISU01.18G077500.1.p, GmISU01.08G287300.1.p
OG0009630	Bevul.4G101900.1.p	GmISU01.07G189300.1.p, GmISU01.20G018200.1.p
OG0009631	Bevul.2G182600.1.p	GmISU01.06G130900.1.p, GmISU01.06G130900.2.p, GmISU01.06G130900.3.p, GmISU01.04G180800.2.p, GmISU01.04G180800.1.p
OG0009632	Bevul.2G005200.1.p	GmISU01.12G078400.1.p, GmISU01.11G149400.1.p
OG0009633	Bevul.4G228500.1.p	GmISU01.01G185200.2.p, GmISU01.11G014500.1.p, GmISU01.01G185200.1.p
OG0009634	Bevul.5G091700.1.p	GmISU01.20G140500.3.p, GmISU01.20G140500.2.p, GmISU01.20G140500.1.p, GmISU01.10G176400.1.p, GmISU01.10G176400.2.p
OG0009635	Bevul.8G133400.1.p	GmISU01.05G212400.2.p, GmISU01.05G212400.5.p, GmISU01.05G212400.6.p, GmISU01.05G212400.3.p, GmISU01.05G212400.7.p, GmISU01.08G050500.2.p, GmISU01.08G050500.1.p
OG0009636	Bevul.9G140600.2.p, Bevul.9G140600.1.p	GmISU01.04G004800.2.p, GmISU01.04G004800.1.p, GmISU01.06G004500.1.p
OG0009637	Bevul.4G083200.1.p	GmISU01.12G197300.1.p, GmISU01.13G228500.1.p
OG0009638	Bevul.5G058900.1.p	GmISU01.12G096000.1.p, GmISU01.06G252400.2.p, GmISU01.06G252400.1.p
OG0009639	Bevul.9G015600.1.p	GmISU01.14G030600.1.p
OG0009640	Bevul.8G084600.1.p	GmISU01.08G077200.1.p, GmISU01.05G105300.1.p
OG0009641	Bevul.3G118500.1.p	GmISU01.07G235100.1.p, GmISU01.17G000500.1.p
OG0009642	Bevul.8G173400.1.p	GmISU01.13G260900.1.p, GmISU01.12G169600.2.p
OG0009643	Bevul.7G219700.1.p	GmISU01.18G054600.1.p, GmISU01.11G174500.1.p
OG0009644	Bevul.4G243700.1.p	GmISU01.20G202100.2.p, GmISU01.10G251100.2.p, GmISU01.10G251100.1.p, GmISU01.20G202100.1.p
OG0009645	Bevul.6G016700.1.p	GmISU01.17G145000.1.p, GmISU01.17G144900.1.p
OG0009646	Bevul.7G060800.1.p	GmISU01.13G110100.1.p, GmISU01.10G046600.1.p, GmISU01.03G140400.1.p, GmISU01.18G162400.1.p, GmISU01.19G143700.1.p
OG0009648	Bevul.2G043900.1.p	GmISU01.15G198100.1.p, GmISU01.13G166100.3.p, GmISU01.13G166100.1.p
OG0009649	Bevul.8G004100.1.p	GmISU01.01G039500.1.p, GmISU01.04G127000.1.p
OG0009650	Bevul.9G105900.1.p	GmISU01.11G150400.1.p, GmISU01.12G149900.1.p
OG0009651	Bevul.7G048900.1.p	GmISU01.03G146300.1.p, GmISU01.19G149700.1.p
OG0009652	Bevul.2G025800.1.p	GmISU01.14G119900.1.p
OG0009653	Bevul.9G053400.1.p	GmISU01.12G064600.1.p, GmISU01.11G135600.1.p, GmISU01.11G135600.2.p
OG0009654	Bevul.8G107900.1.p	GmISU01.16G104900.1.p, GmISU01.09G126800.2.p, GmISU01.09G126800.1.p
OG0009655	Bevul.9G112000.5.p, Bevul.9G112000.2.p, Bevul.9G112000.4.p, Bevul.9G112000.3.p, Bevul.9G112000.6.p, Bevul.9G112000.1.p	GmISU01.08G148500.1.p, GmISU01.09G194300.1.p
OG0009656	Bevul.4G250000.1.p	GmISU01.04G103500.3.p, GmISU01.04G103500.2.p
OG0009657	Bevul.2G246700.1.p	GmISU01.11G210500.1.p, GmISU01.11G210500.2.p, GmISU01.18G023500.1.p, GmISU01.18G023500.3.p
OG0009658	Bevul.9G023900.1.p, Bevul.9G022000.1.p	GmISU01.20G081200.1.p
OG0009659	Bevul.3G072600.1.p	GmISU01.20G040900.3.p, GmISU01.20G040900.1.p
OG0009660	Bevul.5G137600.1.p	GmISU01.07G118800.1.p
OG0009661	Bevul.9G065400.1.p	GmISU01.08G072600.1.p, GmISU01.05G100500.1.p
OG0009662	Bevul.4G030500.1.p	GmISU01.14G137800.1.p, GmISU01.13G056700.1.p
OG0009663	Bevul.7G058800.1.p	GmISU01.19G145000.1.p, GmISU01.19G145000.2.p, GmISU01.03G141500.1.p, GmISU01.03G141600.1.p
OG0009664	Bevul.2G041100.1.p	GmISU01.04G112600.1.p, GmISU01.15G196600.1.p, GmISU01.13G164300.1.p
OG0009665	Bevul.8G027800.1.p, Bevul.4G059400.1.p	GmISU01.13G206900.1.p
OG0009666	Bevul.7G001400.1.p	GmISU01.18G164700.2.p, GmISU01.09G227300.1.p
OG0009667	Bevul.4G033100.1.p	GmISU01.14G022700.2.p, GmISU01.14G022700.1.p, GmISU01.02G249900.1.p
OG0009668	Bevul.7G067200.1.p	GmISU01.15G141700.3.p, GmISU01.15G141700.1.p
OG0009669	Bevul.8G048400.1.p	GmISU01.15G103800.2.p, GmISU01.15G103800.1.p
OG0009670	Bevul.3G191200.1.p	GmISU01.02G155900.1.p, GmISU01.10G082000.1.p, GmISU01.19G030200.1.p, GmISU01.14G136400.1.p, GmISU01.19G029900.1.p, GmISU01.19G109100.1.p, GmISU01.03G104500.1.p
OG0009672	Bevul.1G184800.1.p	GmISU01.17G138100.4.p, GmISU01.17G138100.3.p, GmISU01.17G138100.2.p, GmISU01.14G013000.1.p, GmISU01.19G073100.1.p
OG0009673	Bevul.7G071700.1.p	GmISU01.08G150600.1.p, GmISU01.15G219000.1.p, GmISU01.15G203600.1.p, GmISU01.15G142600.1.p, GmISU01.09G045400.1.p
OG0009674	Bevul.6G047800.1.p	GmISU01.06G194000.2.p
OG0009675	Bevul.4G245900.1.p	GmISU01.18G083800.2.p, GmISU01.18G083800.1.p, GmISU01.08G281300.1.p
OG0009676	Bevul.8G101000.1.p	GmISU01.07G188700.1.p, GmISU01.20G017500.1.p
OG0009678	Bevul.6G048000.1.p	GmISU01.14G003000.1.p, GmISU01.02G267900.3.p
OG0009680	Bevul.4G250800.1.p	GmISU01.01G080200.1.p, GmISU01.03G052500.1.p
OG0009681	Bevul.7G058000.1.p	GmISU01.03G141900.2.p, GmISU01.03G141900.1.p, GmISU01.19G145300.1.p, GmISU01.13G111300.1.p, GmISU01.10G047900.1.p
OG0009682	Bevul.2G113600.1.p	GmISU01.08G326900.1.p, GmISU01.18G237300.1.p
OG0009683	Bevul.9G080700.3.p, Bevul.9G080700.1.p, Bevul.9G080700.2.p	GmISU01.13G256300.2.p, GmISU01.13G256300.3.p, GmISU01.12G173500.1.p
OG0009685	Bevul.2G239900.1.p	GmISU01.02G217600.1.p, GmISU01.14G056300.1.p
OG0009686	Bevul.7G044100.1.p, Bevul.7G044100.2.p	GmISU01.19G150700.1.p, GmISU01.19G150700.3.p, GmISU01.19G150700.2.p
OG0009687	Bevul.4G248300.1.p	GmISU01.12G089000.1.p, GmISU01.12G089000.2.p, GmISU01.06G260700.2.p, GmISU01.06G260700.1.p
OG0009688	Bevul.6G097500.1.p	GmISU01.11G220400.2.p, GmISU01.11G220400.1.p, GmISU01.18G013800.1.p
OG0009689	Bevul.3G224200.1.p	GmISU01.03G003100.1.p, GmISU01.03G003100.2.p, GmISU01.19G092500.2.p, GmISU01.19G092500.1.p
OG0009690	Bevul.4G250900.1.p	GmISU01.20G021000.1.p, GmISU01.07G191200.1.p
OG0009691	Bevul.4G212700.1.p	GmISU01.18G189700.1.p, GmISU01.09G204400.1.p, GmISU01.18G189700.2.p
OG0009692	Bevul.1G191000.1.p	GmISU01.16G022500.1.p, GmISU01.07G052000.1.p
OG0009693	Bevul.4G067100.1.p, Bevul.2G152500.1.p	GmISU01.08G189000.1.p, GmISU01.07G016200.1.p, GmISU01.08G189000.2.p
OG0009694	Bevul.1G095900.1.p	GmISU01.08G220000.6.p, GmISU01.08G220000.5.p, GmISU01.08G220000.4.p, GmISU01.08G220000.2.p
OG0009695	Bevul.3G011800.1.p	GmISU01.20G163500.1.p, GmISU01.10G152900.1.p
OG0009696	Bevul.1G158800.1.p	GmISU01.17G220800.1.p
OG0009697	Bevul.9G131300.1.p, Bevul.9G131400.1.p	GmISU01.10G241100.1.p, GmISU01.20G075500.1.p
OG0009698	Bevul.1G072000.1.p	GmISU01.16G138200.1.p, GmISU01.16G138300.5.p, GmISU01.16G138300.4.p, GmISU01.16G138300.1.p, GmISU01.16G138300.2.p, GmISU01.16G138300.3.p
OG0009700	Bevul.4G142500.1.p	GmISU01.03G024900.2.p, GmISU01.03G024900.1.p, GmISU01.03G024900.3.p, GmISU01.01G105600.2.p, GmISU01.01G105600.1.p
OG0009701	Bevul.8G120200.1.p, Bevul.2G247700.1.p	GmISU01.14G052800.1.p, GmISU01.02G224800.2.p, GmISU01.02G224800.1.p
OG0009702	Bevul.5G018900.1.p	GmISU01.09G095800.1.p, GmISU01.08G236200.1.p, GmISU01.18G223400.1.p
OG0009703	Bevul.1G181900.1.p	GmISU01.09G211600.1.p, GmISU01.18G182900.1.p
OG0009704	Bevul.6G029500.1.p	GmISU01.02G045700.1.p, GmISU01.16G106300.1.p
OG0009705	Bevul.6G214000.1.p	GmISU01.16G052800.5.p, GmISU01.16G052800.4.p, GmISU01.16G052800.3.p, GmISU01.16G052800.1.p, GmISU01.19G066800.1.p
OG0009706	Bevul.9G107600.1.p	GmISU01.02G118200.1.p, GmISU01.07G180700.1.p
OG0009707	Bevul.1G003800.1.p	GmISU01.14G080400.1.p, GmISU01.17G207700.1.p
OG0009708	Bevul.6G026500.1.p	GmISU01.16G107900.1.p
OG0009709	Bevul.3G060300.1.p	GmISU01.07G202300.1.p, GmISU01.17G031300.1.p
OG0009710	Bevul.5G015900.1.p	GmISU01.01G184700.1.p
OG0009711	Bevul.5G100300.1.p	GmISU01.13G239200.1.p, GmISU01.12G189400.1.p
OG0009712	Bevul.3G122500.1.p	GmISU01.04G002200.1.p, GmISU01.06G002400.1.p
OG0009713	Bevul.1G136100.1.p	GmISU01.03G028400.2.p, GmISU01.03G028400.6.p, GmISU01.03G028400.4.p, GmISU01.03G028400.3.p, GmISU01.03G028400.5.p, GmISU01.01G103400.1.p
OG0009714	Bevul.1G068500.1.p, Bevul.9G024100.2.p, Bevul.9G024100.3.p, Bevul.9G024100.1.p	GmISU01.02G070500.1.p
OG0009715	Bevul.7G117600.1.p	GmISU01.06G225800.1.p, GmISU01.10G038500.1.p, GmISU01.13G101500.1.p
OG0009716	Bevul.1G210000.1.p	GmISU01.20G137800.1.p, GmISU01.10G179700.1.p
OG0009717	Bevul.6G035000.1.p	GmISU01.14G182800.1.p, GmISU01.17G224400.1.p
OG0009718	Bevul.6G061100.1.p	GmISU01.08G120200.1.p
OG0009719	Bevul.3G036900.1.p	GmISU01.06G118000.1.p, GmISU01.06G118000.2.p, GmISU01.04G193300.1.p
OG0009720	Bevul.7G135300.1.p	GmISU01.17G064600.1.p, GmISU01.02G174600.1.p
OG0009721	Bevul.5G255300.1.p	GmISU01.02G010700.1.p, GmISU01.10G011600.1.p, GmISU01.03G178700.1.p, GmISU01.19G180000.1.p
OG0009722	Bevul.6G090300.1.p	GmISU01.06G031600.1.p, GmISU01.16G115800.1.p, GmISU01.02G054100.1.p
OG0009724	Bevul.6G055700.1.p	GmISU01.09G094500.2.p, GmISU01.09G094500.1.p, GmISU01.04G175700.1.p
OG0009725	Bevul.6G218600.1.p	GmISU01.16G045700.1.p, GmISU01.19G075300.1.p
OG0009726	Bevul.5G232900.1.p	GmISU01.19G123700.1.p, GmISU01.03G119600.1.p
OG0009727	Bevul.3G146300.1.p	GmISU01.11G006700.1.p, GmISU01.01G193400.1.p
OG0009728	Bevul.6G209100.1.p	GmISU01.08G094700.1.p, GmISU01.05G121000.1.p, GmISU01.11G227000.1.p, GmISU01.18G007100.4.p
OG0009729	Bevul.1G057500.1.p	GmISU01.06G035100.1.p
OG0009730	Bevul.5G160800.1.p	GmISU01.16G052200.4.p, GmISU01.16G052200.3.p, GmISU01.16G052200.5.p
OG0009731	Bevul.1G214600.1.p	GmISU01.04G210000.1.p, GmISU01.06G098800.1.p
OG0009732	Bevul.6G017900.1.p	GmISU01.10G109000.1.p, GmISU01.04G049800.1.p
OG0009733	Bevul.5G228500.1.p	GmISU01.09G202500.2.p, GmISU01.09G202500.1.p, GmISU01.18G191900.1.p
OG0009734	Bevul.7G140700.1.p, Bevul.2G099700.1.p	GmISU01.05G039400.1.p, GmISU01.05G039500.1.p, GmISU01.17G115500.1.p
OG0009735	Bevul.8G188400.1.p	GmISU01.17G111200.1.p, GmISU01.04G123300.1.p, GmISU01.06G188800.1.p
OG0009736	Bevul.6G029200.1.p	GmISU01.11G068700.1.p, GmISU01.01G130700.1.p
OG0009737	Bevul.3G128700.1.p, Bevul.3G128600.1.p	GmISU01.09G029300.1.p
OG0009738	Bevul.4G185200.1.p	GmISU01.13G179000.1.p
OG0009739	Bevul.3G006600.1.p	GmISU01.02G151200.1.p
OG0009740	Bevul.1G139600.1.p	GmISU01.01G061300.2.p, GmISU01.01G061300.1.p
OG0009741	Bevul.9G032500.1.p	GmISU01.20G042900.1.p, GmISU01.20G042900.2.p
OG0009742	Bevul.6G045000.1.p	GmISU01.08G171700.1.p, GmISU01.15G044900.1.p
OG0009743	Bevul.9G158000.1.p	GmISU01.06G006400.2.p
OG0009744	Bevul.9G166900.1.p	GmISU01.12G198600.1.p, GmISU01.12G198600.2.p, GmISU01.13G168500.2.p, GmISU01.06G008900.1.p, GmISU01.08G217600.1.p
OG0009745	Bevul.1G058500.1.p	GmISU01.11G012800.1.p, GmISU01.01G189300.1.p
OG0009746	Bevul.8G186600.1.p	GmISU01.11G012400.1.p, GmISU01.11G012400.2.p, GmISU01.01G188900.1.p, GmISU01.01G188900.2.p
OG0009747	Bevul.9G236400.4.p, Bevul.9G236400.1.p, Bevul.9G236400.3.p, Bevul.9G236400.2.p	GmISU01.12G099800.1.p, GmISU01.20G094700.1.p
OG0009748	Bevul.1G018100.1.p	GmISU01.04G174900.1.p, GmISU01.06G137900.1.p
OG0009749	Bevul.9G141600.1.p	GmISU01.05G201000.1.p, GmISU01.08G038900.3.p, GmISU01.08G038900.2.p
OG0009750	Bevul.9G166100.1.p	GmISU01.12G199000.1.p, GmISU01.12G199000.2.p, GmISU01.13G168900.1.p
OG0009751	Bevul.6G168200.1.p	GmISU01.11G224400.1.p
OG0009752	Bevul.6G214500.1.p	GmISU01.08G092700.1.p, GmISU01.05G119450.1.p
OG0009753	Bevul.5G000800.1.p	GmISU01.12G012200.2.p
OG0009754	Bevul.1G014100.1.p, Bevul.1G014000.1.p	GmISU01.04G080600.1.p
OG0009756	Bevul.1G066200.1.p	GmISU01.05G034400.1.p, GmISU01.17G081800.1.p
OG0009757	Bevul.6G216200.1.p	GmISU01.02G060200.1.p, GmISU01.16G120800.1.p
OG0009758	Bevul.6G212100.1.p	GmISU01.08G094000.1.p
OG0009759	Bevul.6G171800.1.p	GmISU01.18G011600.1.p, GmISU01.11G222600.1.p
OG0009760	Bevul.1G208500.1.p	GmISU01.10G094400.1.p, GmISU01.20G048100.1.p
OG0009761	Bevul.1G050200.1.p	GmISU01.01G202600.3.p, GmISU01.01G202600.1.p
OG0009762	Bevul.1G167200.1.p	GmISU01.07G068500.1.p, GmISU01.03G013000.1.p
OG0009763	Bevul.7G111700.1.p	GmISU01.08G080700.1.p, GmISU01.09G047600.1.p, GmISU01.09G047600.3.p, GmISU01.15G143600.2.p, GmISU01.15G143600.1.p
OG0009764	Bevul.6G196900.1.p	GmISU01.20G206700.1.p, GmISU01.20G206700.3.p
OG0009765	Bevul.4G123700.1.p	GmISU01.04G167400.1.p, GmISU01.06G146000.1.p
OG0009766	Bevul.4G159300.1.p	GmISU01.02G113100.2.p, GmISU01.02G113100.1.p
OG0009767	Bevul.1G060100.1.p	GmISU01.01G189900.1.p
OG0009768	Bevul.5G238400.1.p	GmISU01.10G028000.1.p
OG0009769	Bevul.2G176600.3.p, Bevul.2G176600.2.p, Bevul.2G176600.1.p	GmISU01.06G060900.1.p, GmISU01.14G104800.1.p, GmISU01.17G183300.1.p
OG0009770	Bevul.2G124700.1.p	GmISU01.07G209900.1.p, GmISU01.17G023800.1.p
OG0009772	Bevul.1G138200.1.p	GmISU01.11G138800.1.p, GmISU01.01G062200.1.p, GmISU01.07G098300.1.p, GmISU01.03G086900.1.p
OG0009773	Bevul.1G052600.1.p	GmISU01.06G139300.1.p, GmISU01.04G173700.1.p, GmISU01.08G144800.1.p
OG0009774	Bevul.1G063400.1.p	GmISU01.11G012500.1.p, GmISU01.11G012500.2.p
OG0009775	Bevul.6G198100.1.p	GmISU01.11G100500.2.p, GmISU01.11G100500.3.p, GmISU01.11G100500.1.p, GmISU01.11G100500.4.p
OG0009776	Bevul.3G138200.1.p	GmISU01.20G110900.1.p, GmISU01.10G209900.1.p
OG0009777	Bevul.6G025700.1.p	GmISU01.01G132300.1.p, GmISU01.01G132300.3.p
OG0009778	Bevul.4G134700.1.p	GmISU01.03G203000.3.p, GmISU01.19G204200.3.p, GmISU01.19G204200.1.p, GmISU01.19G204200.2.p, GmISU01.03G203000.2.p, GmISU01.03G203000.1.p
OG0009779	Bevul.5G032000.1.p	GmISU01.08G011300.1.p
OG0009780	Bevul.2G045900.1.p, Bevul.1G039100.1.p	GmISU01.06G016200.1.p, GmISU01.04G017500.1.p
OG0009781	Bevul.7G087200.1.p	GmISU01.03G168800.1.p, GmISU01.19G170800.1.p
OG0009782	Bevul.5G059300.1.p	GmISU01.20G176200.2.p, GmISU01.20G176200.1.p, GmISU01.10G140600.2.p, GmISU01.10G140600.5.p, GmISU01.10G140600.4.p, GmISU01.10G140600.3.p, GmISU01.10G140600.1.p
OG0009783	Bevul.5G001100.1.p	GmISU01.11G029500.2.p, GmISU01.11G029500.1.p
OG0009784	Bevul.3G095500.1.p	GmISU01.20G165900.1.p, GmISU01.10G150600.1.p
OG0009785	Bevul.1G218000.1.p	GmISU01.14G137100.1.p, GmISU01.14G137100.5.p, GmISU01.14G137100.4.p, GmISU01.14G137100.3.p, GmISU01.14G137100.2.p
OG0009786	Bevul.4G081600.1.p	GmISU01.13G143400.1.p, GmISU01.13G143400.2.p, GmISU01.07G173200.1.p, GmISU01.07G173200.2.p
OG0009787	Bevul.9G225600.1.p	GmISU01.08G203700.1.p
OG0009788	Bevul.6G213700.1.p	GmISU01.18G008700.1.p, GmISU01.18G008700.2.p, GmISU01.11G225500.1.p
OG0009789	Bevul.2G108900.2.p, Bevul.2G108900.3.p, Bevul.2G108900.1.p	GmISU01.20G199900.1.p, GmISU01.10G249000.2.p, GmISU01.10G249000.1.p
OG0009790	Bevul.8G037900.1.p	GmISU01.20G138200.1.p
OG0009791	Bevul.7G115200.1.p	GmISU01.10G037500.1.p, GmISU01.13G100300.1.p, GmISU01.13G100300.2.p
OG0009792	Bevul.4G111300.1.p	GmISU01.05G141800.1.p, GmISU01.05G141800.2.p, GmISU01.08G117400.1.p, GmISU01.08G174300.1.p
OG0009793	Bevul.2G075000.1.p, Bevul.5G107100.1.p	GmISU01.17G073300.1.p, GmISU01.05G017800.1.p, GmISU01.05G017800.3.p
OG0009794	Bevul.2G218100.1.p	GmISU01.18G206700.1.p, GmISU01.18G206700.3.p, GmISU01.08G222300.1.p
OG0009795	Bevul.2G207100.1.p	GmISU01.02G081200.1.p, GmISU01.18G234600.1.p
OG0009796	Bevul.3G017100.1.p	GmISU01.19G000800.1.p, GmISU01.05G000800.2.p, GmISU01.05G000800.3.p, GmISU01.05G000800.1.p
OG0009797	Bevul.8G103500.1.p	GmISU01.16G181800.1.p, GmISU01.09G129800.1.p
OG0009798	Bevul.5G172500.1.p	GmISU01.06G185700.2.p, GmISU01.06G185700.3.p, GmISU01.06G185700.1.p
OG0009799	Bevul.5G158300.1.p	GmISU01.06G002700.1.p
OG0009800	Bevul.6G107900.1.p	GmISU01.05G155200.3.p, GmISU01.05G155200.1.p
OG0009801	Bevul.9G144700.1.p	GmISU01.08G066600.1.p, GmISU01.08G066600.2.p, GmISU01.05G094900.1.p, GmISU01.10G089600.1.p
OG0009802	Bevul.4G193200.1.p	GmISU01.08G066700.1.p
OG0009803	Bevul.6G239600.1.p	GmISU01.08G267000.1.p, GmISU01.18G101800.1.p
OG0009804	Bevul.7G086700.1.p, Bevul.7G086700.2.p	GmISU01.08G265900.3.p, GmISU01.08G265900.2.p, GmISU01.08G265900.1.p
OG0009805	Bevul.3G020200.1.p	GmISU01.11G000900.3.p, GmISU01.01G188800.6.p, GmISU01.01G188800.5.p
OG0009806	Bevul.9G011900.1.p	GmISU01.11G094600.1.p, GmISU01.12G025600.1.p
OG0009807	Bevul.5G258100.1.p	GmISU01.17G089300.3.p, GmISU01.17G089300.2.p, GmISU01.17G089300.1.p, GmISU01.05G026300.1.p, GmISU01.05G026300.2.p
OG0009808	Bevul.6G230400.1.p	GmISU01.02G099800.1.p, GmISU01.01G046700.1.p
OG0009810	Bevul.6G152600.1.p	GmISU01.09G095300.1.p, GmISU01.07G141800.1.p, GmISU01.07G141800.2.p, GmISU01.09G095300.2.p
OG0009811	Bevul.5G213700.1.p	GmISU01.17G081600.1.p, GmISU01.05G034600.1.p
OG0009812	Bevul.5G098000.1.p	GmISU01.09G169100.1.p, GmISU01.09G169100.3.p, GmISU01.09G169100.2.p, GmISU01.01G011800.1.p
OG0009813	Bevul.2G203200.1.p	GmISU01.02G208500.1.p, GmISU01.14G065400.1.p, GmISU01.11G197800.1.p, GmISU01.18G036700.1.p
OG0009814	Bevul.2G093900.1.p	GmISU01.05G210200.1.p, GmISU01.05G210100.2.p, GmISU01.05G210100.1.p
OG0009815	Bevul.3G089400.1.p	GmISU01.18G180800.1.p, GmISU01.09G213300.1.p, GmISU01.09G213300.2.p
OG0009816	Bevul.8G104900.1.p	GmISU01.16G179400.4.p, GmISU01.16G179400.1.p, GmISU01.16G179400.5.p, GmISU01.16G179400.3.p, GmISU01.16G179400.2.p, GmISU01.09G127000.1.p, GmISU01.09G127100.1.p
OG0009817	Bevul.5G079300.1.p	GmISU01.17G137900.1.p, GmISU01.05G062000.1.p
OG0009818	Bevul.6G228000.1.p	GmISU01.02G101200.2.p, GmISU01.02G101200.1.p, GmISU01.01G048000.1.p
OG0009819	Bevul.5G216100.1.p	GmISU01.04G114800.5.p, GmISU01.04G114800.4.p, GmISU01.04G114800.3.p, GmISU01.04G114800.2.p, GmISU01.11G163500.1.p
OG0009820	Bevul.9G141800.1.p	GmISU01.17G080900.2.p, GmISU01.17G080900.1.p, GmISU01.17G080900.4.p, GmISU01.17G080900.3.p, GmISU01.05G035200.1.p, GmISU01.05G035200.2.p
OG0009821	Bevul.9G192300.1.p, Bevul.9G192300.2.p	GmISU01.09G217500.1.p, GmISU01.18G176700.1.p
OG0009822	Bevul.5G111000.1.p	GmISU01.20G093000.1.p, GmISU01.20G093000.2.p, GmISU01.10G224600.1.p
OG0009823	Bevul.5G120900.1.p	GmISU01.12G017700.1.p, GmISU01.11G085300.1.p
OG0009824	Bevul.5G215600.1.p	GmISU01.06G165100.1.p, GmISU01.04G148900.1.p
OG0009825	Bevul.8G180500.1.p	GmISU01.08G084900.1.p, GmISU01.05G112700.1.p
OG0009826	Bevul.2G038800.1.p	GmISU01.05G121600.1.p, GmISU01.08G095400.1.p
OG0009827	Bevul.1G144200.1.p	GmISU01.13G157200.2.p, GmISU01.13G157200.3.p, GmISU01.13G157200.1.p
OG0009828	Bevul.6G109700.1.p	GmISU01.01G057400.1.p, GmISU01.02G110200.1.p, GmISU01.02G110200.2.p
