Orthogroup	B_vulgaris.proteins	A_coerulea.proteins
OG0010067	Bevul.1G068800.1.p	Aqcoe6G239600.2.p, Aqcoe6G239600.1.p
OG0010068	Bevul.1G086600.1.p	Aqcoe6G030100.1.p
OG0010069	Bevul.9G150000.1.p	Aqcoe6G171100.2.p, Aqcoe6G171100.3.p, Aqcoe6G171100.1.p
OG0010070	Bevul.4G176900.1.p	Aqcoe6G037200.1.p
OG0010071	Bevul.9G122900.1.p	Aqcoe6G184700.1.p, Aqcoe6G184700.2.p, Aqcoe6G184700.3.p
OG0010072	Bevul.1G155300.1.p	Aqcoe6G126300.1.p
OG0010073	Bevul.1G110500.1.p	Aqcoe6G157300.1.p
OG0010074	Bevul.5G146400.1.p	Aqcoe6G228500.1.p
OG0010075	Bevul.1G055000.1.p	Aqcoe6G147100.1.p
OG0010076	Bevul.1G118000.1.p	Aqcoe6G022700.1.p
OG0010077	Bevul.1G067800.1.p	Aqcoe6G047100.1.p
OG0010078	Bevul.2G119600.1.p, Bevul.2G119600.3.p, Bevul.2G119600.2.p, Bevul.2G119600.4.p	Aqcoe6G083300.1.p
OG0010079	Bevul.4G041600.1.p	Aqcoe6G122100.1.p
OG0010080	Bevul.6G098300.1.p	Aqcoe6G074800.1.p
OG0010081	Bevul.6G006400.1.p	Aqcoe6G311700.1.p
OG0010082	Bevul.1G031100.1.p	Aqcoe6G240600.1.p
OG0010083	Bevul.8G123100.1.p	Aqcoe6G033400.1.p
OG0010084	Bevul.9G217400.1.p, Bevul.6G226000.1.p	Aqcoe6G067600.1.p
OG0010085	Bevul.6G008900.1.p	Aqcoe6G301300.2.p, Aqcoe6G301300.3.p, Aqcoe6G301300.1.p
OG0010086	Bevul.6G013300.1.p	Aqcoe6G282300.2.p, Aqcoe6G282300.1.p
OG0010087	Bevul.4G178300.1.p	Aqcoe6G031000.1.p
OG0010088	Bevul.6G220000.1.p	Aqcoe6G193800.1.p, Aqcoe6G193800.2.p, Aqcoe6G193800.3.p
OG0010089	Bevul.6G002200.1.p	Aqcoe5G151600.1.p, Aqcoe6G140300.1.p
OG0010090	Bevul.1G069000.1.p	Aqcoe6G046200.1.p
OG0010091	Bevul.9G034400.1.p	Aqcoe6G044000.1.p, Aqcoe6G205300.1.p
OG0010092	Bevul.2G220600.1.p	Aqcoe6G269700.2.p, Aqcoe6G269700.1.p, Aqcoe6G269700.3.p
OG0010093	Bevul.1G118200.1.p	Aqcoe6G022600.1.p
OG0010094	Bevul.8G017100.1.p	Aqcoe6G187600.1.p
OG0010095	Bevul.1G192500.1.p	Aqcoe3G127100.1.p, Aqcoe6G032700.1.p
OG0010096	Bevul.6G062700.1.p	Aqcoe6G215700.1.p, Aqcoe6G215700.2.p
OG0010097	Bevul.7G161800.1.p	Aqcoe6G028400.1.p
OG0010098	Bevul.6G009800.1.p, Bevul.1G005500.1.p	Aqcoe6G295800.1.p
OG0010099	Bevul.9G154200.1.p	Aqcoe6G328300.1.p
OG0010100	Bevul.2G168400.1.p	Aqcoe6G041500.1.p, Aqcoe6G041500.2.p
OG0010101	Bevul.6G103200.1.p	Aqcoe6G051600.1.p
OG0010102	Bevul.3G026400.1.p	Aqcoe6G260700.2.p, Aqcoe6G260700.1.p
OG0010104	Bevul.6G103400.1.p	Aqcoe6G051700.1.p, Aqcoe6G051700.2.p
OG0010105	Bevul.6G054000.1.p	Aqcoe6G039900.1.p
OG0010106	Bevul.1G038000.1.p	Aqcoe6G191400.1.p
OG0010108	Bevul.9G212300.1.p	Aqcoe6G130400.1.p
OG0010110	Bevul.1G099100.1.p	Aqcoe6G088700.1.p
OG0010112	Bevul.6G010600.1.p	Aqcoe6G291300.1.p
OG0010113	Bevul.6G166100.1.p	Aqcoe6G052900.1.p, Aqcoe5G207500.1.p
OG0010114	Bevul.6G062400.1.p	Aqcoe6G205200.1.p
OG0010115	Bevul.1G008200.1.p	Aqcoe6G277100.2.p, Aqcoe6G277100.1.p
OG0010116	Bevul.6G015000.1.p	Aqcoe6G273800.1.p
OG0010117	Bevul.1G217700.1.p	Aqcoe6G017200.1.p
OG0010118	Bevul.6G014400.1.p	Aqcoe6G278400.2.p, Aqcoe6G278400.1.p
OG0010119	Bevul.6G065100.1.p	Aqcoe6G150900.1.p, Aqcoe6G150900.2.p
OG0010120	Bevul.9G082100.1.p, Bevul.9G082100.2.p	Aqcoe1G247900.1.p, Aqcoe1G348400.1.p, Aqcoe6G207400.1.p
OG0010123	Bevul.9G094800.1.p	Aqcoe4G036000.1.p
OG0010124	Bevul.4G019300.1.p, Bevul.4G019600.1.p	Aqcoe4G288100.1.p
OG0010125	Bevul.1G024600.1.p	Aqcoe4G273700.1.p, Aqcoe5G212100.1.p
OG0010126	Bevul.8G087000.1.p	Aqcoe4G009200.1.p, Aqcoe4G299500.1.p, Aqcoe4G236600.1.p
OG0010127	Bevul.2G124500.1.p	Aqcoe4G190400.1.p, Aqcoe3G245600.1.p
OG0010128	Bevul.8G005300.1.p	Aqcoe4G247800.1.p, Aqcoe0326s0001.1.p, Aqcoe1G224600.1.p, Aqcoe1G224400.1.p, Aqcoe1G224500.1.p, Aqcoe4G262000.1.p, Aqcoe1G224700.1.p, Aqcoe4G278800.1.p, Aqcoe4G042600.1.p
OG0010129	Bevul.2G195500.1.p	Aqcoe4G160000.1.p, Aqcoe5G142300.1.p, Aqcoe5G142200.1.p
OG0010130	Bevul.8G045700.1.p, Bevul.8G045600.1.p	Aqcoe4G294200.1.p
OG0010131	Bevul.8G044500.1.p	Aqcoe4G286200.1.p
OG0010132	Bevul.3G106500.1.p	Aqcoe4G269000.1.p
OG0010133	Bevul.9G034800.1.p	Aqcoe4G311500.1.p
OG0010134	Bevul.7G110800.1.p	Aqcoe4G227800.2.p, Aqcoe4G227800.1.p
OG0010135	Bevul.8G081000.1.p	Aqcoe4G013400.1.p
OG0010136	Bevul.4G012500.1.p	Aqcoe4G274200.1.p
OG0010137	Bevul.8G021900.1.p	Aqcoe4G085300.1.p
OG0010138	Bevul.9G021800.1.p	Aqcoe4G296600.1.p
OG0010139	Bevul.9G093800.1.p, Bevul.9G093800.2.p	Aqcoe4G036600.1.p
OG0010140	Bevul.8G027700.1.p	Aqcoe4G117000.1.p
OG0010142	Bevul.8G161600.1.p	Aqcoe4G008600.1.p, Aqcoe4G008600.2.p
OG0010143	Bevul.2G160000.1.p, Bevul.2G159700.1.p, Bevul.3G202500.1.p	Aqcoe7G162200.1.p
OG0010145	Bevul.6G149800.1.p	Aqcoe4G022600.1.p, Aqcoe4G022600.2.p
OG0010146	Bevul.4G046300.1.p	Aqcoe4G252400.1.p
OG0010147	Bevul.9G095800.1.p	Aqcoe4G031900.1.p
OG0010148	Bevul.7G145700.1.p	Aqcoe4G206400.1.p
OG0010149	Bevul.8G120400.1.p	Aqcoe4G005500.1.p, Aqcoe1G169400.1.p
OG0010150	Bevul.9G193600.1.p	Aqcoe7G389500.2.p, Aqcoe7G389500.1.p
OG0010151	Bevul.8G122000.1.p	Aqcoe7G249800.1.p, Aqcoe7G249800.3.p, Aqcoe7G249800.2.p
OG0010153	Bevul.8G141000.1.p	Aqcoe7G432600.1.p
OG0010155	Bevul.7G166600.1.p	Aqcoe7G423400.2.p, Aqcoe7G423400.1.p
OG0010156	Bevul.9G192400.1.p	Aqcoe7G234000.1.p, Aqcoe7G234000.2.p, Aqcoe7G234000.3.p
OG0010157	Bevul.8G206700.1.p	Aqcoe7G372300.1.p
OG0010159	Bevul.1G186800.1.p	Aqcoe7G021600.1.p
OG0010160	Bevul.8G154200.1.p	Aqcoe7G343100.3.p, Aqcoe7G343100.2.p, Aqcoe7G343100.1.p
OG0010161	Bevul.3G062500.1.p	Aqcoe7G356600.2.p, Aqcoe7G356600.1.p
OG0010162	Bevul.2G141500.1.p	Aqcoe7G425500.1.p
OG0010163	Bevul.3G037500.1.p	Aqcoe7G008300.1.p
OG0010164	Bevul.2G165600.2.p, Bevul.2G165600.1.p	Aqcoe7G177800.1.p
OG0010166	Bevul.7G173900.1.p	Aqcoe7G124900.2.p, Aqcoe7G124900.1.p, Aqcoe7G124900.3.p
OG0010167	Bevul.8G160700.1.p	Aqcoe7G366500.2.p, Aqcoe7G366500.1.p
OG0010168	Bevul.7G149600.1.p	Aqcoe7G238800.1.p
OG0010169	Bevul.1G133500.1.p	Aqcoe7G077100.1.p
OG0010170	Bevul.8G201800.1.p	Aqcoe7G150200.2.p, Aqcoe7G150200.1.p
OG0010171	Bevul.3G042900.1.p	Aqcoe7G014000.1.p
OG0010172	Bevul.8G122300.1.p	Aqcoe7G133000.1.p
OG0010173	Bevul.8G191700.1.p	Aqcoe7G180800.1.p
OG0010174	Bevul.8G036800.1.p	Aqcoe7G360400.1.p
OG0010175	Bevul.5G014000.1.p	Aqcoe7G007200.2.p, Aqcoe7G007200.1.p
OG0010176	Bevul.4G121600.1.p	Aqcoe7G360000.1.p
OG0010177	Bevul.5G029700.1.p	Aqcoe7G029600.1.p
OG0010178	Bevul.8G198800.1.p	Aqcoe7G412700.1.p, Aqcoe7G160800.1.p
OG0010179	Bevul.7G170900.1.p, Bevul.3G081800.1.p	Aqcoe7G055500.1.p
OG0010180	Bevul.9G199400.1.p	Aqcoe7G204600.1.p
OG0010181	Bevul.7G194600.1.p	Aqcoe7G097900.1.p
OG0010182	Bevul.8G208100.1.p	Aqcoe7G288400.1.p
OG0010183	Bevul.3G069500.1.p	Aqcoe7G037000.1.p
OG0010184	Bevul.8G117500.1.p	Aqcoe7G306300.2.p, Aqcoe7G306300.1.p
OG0010185	Bevul.8G057400.1.p	Aqcoe7G183400.1.p
OG0010186	Bevul.2G132700.1.p	Aqcoe7G310200.1.p
OG0010187	Bevul.5G037000.1.p	Aqcoe7G052000.1.p
OG0010188	Bevul.9G191300.1.p	Aqcoe7G376500.2.p, Aqcoe7G376500.1.p, Aqcoe7G281600.1.p
OG0010189	Bevul.2G158300.1.p, Bevul.2G158300.2.p	Aqcoe7G411600.1.p
OG0010190	Bevul.5G034200.1.p	Aqcoe7G044100.1.p, Aqcoe5G414900.1.p, Aqcoe5G414900.2.p
OG0010191	Bevul.7G167200.1.p	Aqcoe7G431500.1.p
OG0010192	Bevul.9G193000.1.p	Aqcoe7G265300.1.p
OG0010193	Bevul.8G201900.1.p	Aqcoe7G420700.1.p
OG0010194	Bevul.8G144100.1.p	Aqcoe7G029700.1.p, Aqcoe3G088600.1.p
OG0010195	Bevul.1G009800.1.p	Aqcoe7G418800.1.p
OG0010196	Bevul.6G248500.1.p	Aqcoe7G331200.1.p
OG0010197	Bevul.8G133100.1.p	Aqcoe7G121200.1.p, Aqcoe7G121000.1.p
OG0010198	Bevul.1G132500.1.p	Aqcoe7G072800.1.p
OG0010199	Bevul.1G186400.1.p	Aqcoe7G022100.2.p, Aqcoe7G022100.1.p, Aqcoe5G442700.1.p
OG0010200	Bevul.2G024000.1.p	Aqcoe7G216200.3.p, Aqcoe7G216200.2.p, Aqcoe7G216200.1.p
OG0010201	Bevul.7G075400.2.p, Bevul.7G075400.1.p, Bevul.7G075400.3.p	Aqcoe7G285700.1.p, Aqcoe7G285700.2.p, Aqcoe7G285700.3.p
OG0010202	Bevul.5G068600.1.p	Aqcoe7G075900.1.p, Aqcoe7G093200.1.p
OG0010203	Bevul.7G057300.1.p	Aqcoe7G400400.1.p, Aqcoe7G399600.1.p, Aqcoe7G400300.1.p
OG0010204	Bevul.6G000800.1.p, Bevul.1G034600.1.p	Aqcoe5G153200.1.p, Aqcoe7G105600.1.p, Aqcoe5G153100.1.p
OG0010205	Bevul.2G010900.1.p	Aqcoe7G351600.1.p
OG0010206	Bevul.7G150300.1.p	Aqcoe7G285600.1.p
OG0010207	Bevul.8G193200.1.p	Aqcoe7G176900.1.p
OG0010208	Bevul.1G183100.1.p	Aqcoe7G204800.1.p
OG0010210	Bevul.1G198100.1.p	Aqcoe7G001300.1.p
OG0010211	Bevul.2G135900.1.p	Aqcoe7G112100.1.p, Aqcoe7G112000.1.p
OG0010212	Bevul.8G074200.1.p	Aqcoe7G170000.1.p
OG0010213	Bevul.8G185600.1.p	Aqcoe7G205400.1.p
OG0010214	Bevul.8G109000.1.p	Aqcoe7G259700.1.p, Aqcoe7G259700.2.p, Aqcoe7G259700.3.p
OG0010215	Bevul.6G161100.1.p	Aqcoe7G017400.1.p
OG0010216	Bevul.5G059600.1.p	Aqcoe7G004600.1.p
OG0010217	Bevul.8G106300.1.p	Aqcoe7G317400.1.p
OG0010219	Bevul.5G039400.1.p	Aqcoe7G054400.1.p
OG0010220	Bevul.8G155200.1.p, Bevul.3G084900.1.p	Aqcoe7G375200.1.p
OG0010221	Bevul.8G199900.1.p	Aqcoe7G411400.1.p
OG0010222	Bevul.3G066600.1.p	Aqcoe7G030900.1.p
OG0010223	Bevul.6G003500.1.p	Aqcoe7G302200.1.p, Aqcoe7G302200.2.p
OG0010224	Bevul.8G147800.1.p	Aqcoe7G439200.1.p
OG0010225	Bevul.8G152700.1.p	Aqcoe0278s0001.1.p, Aqcoe0278s0001.2.p, Aqcoe7G293400.1.p
OG0010226	Bevul.8G183900.1.p	Aqcoe7G215300.1.p
OG0010227	Bevul.7G089700.1.p, Bevul.7G089700.3.p, Bevul.7G089700.2.p	Aqcoe7G276000.1.p
OG0010228	Bevul.1G182100.1.p	Aqcoe7G031400.1.p
OG0010229	Bevul.4G092700.1.p	Aqcoe7G099000.1.p
OG0010230	Bevul.5G150600.1.p	Aqcoe7G355300.1.p
OG0010231	Bevul.2G019600.1.p	Aqcoe7G208700.1.p
OG0010232	Bevul.8G187100.1.p	Aqcoe7G196200.1.p, Aqcoe7G196200.2.p
OG0010233	Bevul.5G023700.1.p	Aqcoe7G023000.1.p
OG0010234	Bevul.9G193800.1.p, Bevul.9G193800.2.p, Bevul.9G193800.4.p, Bevul.9G193800.3.p	Aqcoe7G390500.1.p
OG0010235	Bevul.5G015000.1.p	Aqcoe7G008200.1.p, Aqcoe7G008200.2.p, Aqcoe7G008200.3.p, Aqcoe7G008200.4.p
OG0010236	Bevul.2G118400.3.p, Bevul.2G118400.2.p, Bevul.2G118400.1.p	Aqcoe7G252300.1.p
OG0010237	Bevul.5G162600.1.p	Aqcoe7G351100.2.p, Aqcoe7G351100.1.p
OG0010238	Bevul.2G010200.1.p	Aqcoe7G347700.1.p
OG0010239	Bevul.1G195400.1.p	Aqcoe7G004400.1.p
OG0010240	Bevul.9G209800.1.p	Aqcoe7G168300.1.p
OG0010241	Bevul.1G143500.1.p	Aqcoe7G094400.3.p, Aqcoe7G094400.2.p, Aqcoe7G094400.1.p
OG0010242	Bevul.5G019900.1.p	Aqcoe7G015400.1.p
OG0010243	Bevul.3G065700.1.p	Aqcoe7G029400.3.p, Aqcoe7G029400.1.p, Aqcoe7G029400.2.p
OG0010246	Bevul.2G176800.1.p	Aqcoe7G231800.1.p, Aqcoe7G231800.3.p, Aqcoe7G231800.2.p
OG0010247	Bevul.2G011600.2.p, Bevul.2G011600.1.p	Aqcoe7G283300.1.p
OG0010248	Bevul.1G047900.1.p	Aqcoe7G426700.1.p
OG0010249	Bevul.7G167100.1.p	Aqcoe7G109100.1.p
OG0010250	Bevul.2G081800.1.p	Aqcoe7G021300.1.p
OG0010251	Bevul.3G080600.1.p	Aqcoe7G053500.1.p
OG0010252	Bevul.7G230800.1.p	Aqcoe1G452200.1.p
OG0010253	Bevul.9G102300.1.p	Aqcoe1G118900.1.p
OG0010254	Bevul.8G048900.1.p	Aqcoe1G343600.2.p, Aqcoe1G343600.3.p, Aqcoe1G343600.1.p
OG0010255	Bevul.8G065400.1.p	Aqcoe1G372800.1.p
OG0010256	Bevul.9G087800.2.p, Bevul.9G087800.3.p, Bevul.9G087800.1.p	Aqcoe1G286100.1.p
OG0010257	Bevul.4G094600.1.p	Aqcoe1G183100.2.p, Aqcoe1G183100.1.p
OG0010258	Bevul.6G215800.1.p	Aqcoe1G492400.1.p
OG0010259	Bevul.9G041400.1.p	Aqcoe1G128400.1.p
OG0010260	Bevul.8G100100.1.p	Aqcoe1G172800.1.p, Aqcoe1G172800.2.p, Aqcoe1G172800.3.p
OG0010261	Bevul.5G120100.1.p	Aqcoe1G066000.1.p, Aqcoe1G066000.2.p
OG0010262	Bevul.7G032400.1.p, Bevul.7G032400.3.p, Bevul.7G032400.2.p	Aqcoe1G453400.2.p, Aqcoe1G453400.1.p
OG0010263	Bevul.8G006200.1.p	Aqcoe1G222100.1.p, Aqcoe1G293200.1.p
OG0010264	Bevul.4G225900.1.p, Bevul.4G223300.1.p	Aqcoe1G054600.1.p
OG0010265	Bevul.5G247000.1.p	Aqcoe1G204600.1.p
OG0010266	Bevul.3G026000.1.p	Aqcoe1G412500.1.p
OG0010267	Bevul.9G092000.1.p	Aqcoe1G224800.1.p
OG0010268	Bevul.8G079400.1.p	Aqcoe1G206100.1.p
OG0010269	Bevul.5G055100.1.p	Aqcoe1G152600.1.p
OG0010270	Bevul.7G215600.1.p	Aqcoe1G483300.1.p
OG0010271	Bevul.1G066600.1.p	Aqcoe1G193000.1.p
OG0010272	Bevul.8G208200.1.p	Aqcoe1G245200.1.p
OG0010273	Bevul.7G056800.1.p	Aqcoe1G143600.2.p, Aqcoe1G143600.1.p
OG0010274	Bevul.5G073100.1.p	Aqcoe3G266700.1.p
OG0010275	Bevul.7G046700.1.p	Aqcoe1G127300.1.p
OG0010276	Bevul.7G196600.1.p, Bevul.2G236400.1.p	Aqcoe1G087900.1.p
OG0010277	Bevul.3G195800.1.p	Aqcoe1G037700.1.p
OG0010278	Bevul.4G030200.1.p	Aqcoe1G232000.1.p
OG0010280	Bevul.5G049600.1.p	Aqcoe1G422800.1.p, Aqcoe1G422900.1.p
OG0010281	Bevul.7G204400.1.p	Aqcoe1G109300.1.p
OG0010282	Bevul.4G104900.1.p	Aqcoe1G441300.1.p
OG0010283	Bevul.3G221000.1.p	Aqcoe1G010700.1.p
OG0010284	Bevul.2G246200.1.p	Aqcoe1G025800.1.p, Aqcoe1G025800.2.p
OG0010285	Bevul.8G195400.1.p	Aqcoe1G044100.1.p
OG0010286	Bevul.4G024900.1.p	Aqcoe1G342000.1.p
OG0010287	Bevul.7G228600.1.p	Aqcoe1G448000.1.p
OG0010288	Bevul.4G101300.1.p	Aqcoe1G111400.1.p
OG0010289	Bevul.4G100800.1.p	Aqcoe1G124000.1.p, Aqcoe1G124000.3.p, Aqcoe1G124000.2.p
OG0010291	Bevul.4G250600.1.p	Aqcoe1G060200.1.p
OG0010292	Bevul.7G194200.1.p	Aqcoe1G430900.1.p
OG0010293	Bevul.9G005600.1.p	Aqcoe1G160900.1.p
OG0010294	Bevul.9G096700.1.p	Aqcoe1G121000.1.p
OG0010295	Bevul.8G054100.1.p	Aqcoe1G234700.1.p
OG0010296	Bevul.2G237000.1.p	Aqcoe1G138400.2.p, Aqcoe1G138400.1.p
OG0010297	Bevul.9G050900.1.p	Aqcoe1G144700.1.p
OG0010298	Bevul.5G056800.1.p	Aqcoe1G149800.1.p, Aqcoe1G149800.2.p
OG0010299	Bevul.3G039900.1.p	Aqcoe1G116000.1.p, Aqcoe1G117400.1.p
OG0010300	Bevul.9G083000.2.p, Bevul.9G083000.1.p	Aqcoe1G241100.1.p
OG0010301	Bevul.4G242000.1.p	Aqcoe1G019600.1.p, Aqcoe1G019600.3.p, Aqcoe1G019600.2.p
OG0010302	Bevul.2G119000.1.p	Aqcoe1G155800.1.p
OG0010303	Bevul.7G180900.1.p	Aqcoe1G076800.1.p
OG0010304	Bevul.4G080300.1.p	Aqcoe1G219200.2.p, Aqcoe1G219200.1.p
OG0010305	Bevul.8G137600.1.p	Aqcoe1G160500.1.p
OG0010306	Bevul.2G183200.1.p	Aqcoe1G399100.1.p
OG0010307	Bevul.7G199700.1.p	Aqcoe1G202000.1.p
OG0010308	Bevul.7G208600.1.p	Aqcoe1G464700.1.p
OG0010309	Bevul.4G006600.1.p	Aqcoe1G389800.2.p, Aqcoe1G389800.1.p
OG0010310	Bevul.5G136900.1.p	Aqcoe3G036900.1.p, Aqcoe1G087200.1.p
OG0010311	Bevul.8G024700.1.p	Aqcoe1G259100.1.p, Aqcoe1G259200.1.p
OG0010312	Bevul.9G176600.1.p	Aqcoe1G116200.1.p, Aqcoe5G198300.1.p
OG0010313	Bevul.3G206000.1.p	Aqcoe1G041900.1.p
OG0010314	Bevul.2G247800.1.p	Aqcoe1G153000.1.p
OG0010315	Bevul.5G134000.1.p	Aqcoe1G460500.1.p
OG0010316	Bevul.6G129400.1.p	Aqcoe3G035700.1.p, Aqcoe1G381600.1.p
OG0010317	Bevul.4G235500.1.p, Bevul.4G235300.1.p	Aqcoe1G032800.1.p
OG0010318	Bevul.3G231800.1.p	Aqcoe1G408700.1.p
OG0010319	Bevul.5G117500.1.p	Aqcoe1G078100.1.p
OG0010320	Bevul.9G022200.1.p	Aqcoe1G336400.1.p
OG0010321	Bevul.4G105300.1.p	Aqcoe1G438900.1.p
OG0010322	Bevul.8G150300.1.p	Aqcoe1G071700.1.p, Aqcoe1G071700.2.p
OG0010323	Bevul.8G038800.1.p	Aqcoe1G386600.1.p
OG0010324	Bevul.3G217100.1.p	Aqcoe1G005800.1.p
OG0010325	Bevul.9G051900.1.p	Aqcoe1G286500.1.p
OG0010326	Bevul.3G104200.1.p	Aqcoe1G408800.1.p
OG0010327	Bevul.3G199600.1.p	Aqcoe1G033300.1.p
OG0010328	Bevul.4G219200.1.p	Aqcoe1G008300.1.p
OG0010329	Bevul.3G167400.1.p	Aqcoe1G292500.1.p
OG0010330	Bevul.8G095300.1.p	Aqcoe1G184900.1.p
OG0010331	Bevul.5G138800.1.p	Aqcoe1G019000.1.p
OG0010332	Bevul.7G231000.1.p	Aqcoe1G452600.1.p
OG0010333	Bevul.8G209600.1.p	Aqcoe1G340700.1.p, Aqcoe1G340700.2.p, Aqcoe1G340700.3.p
OG0010334	Bevul.4G242600.1.p	Aqcoe1G018400.2.p, Aqcoe1G018400.1.p, Aqcoe1G018400.3.p
OG0010335	Bevul.3G195700.1.p	Aqcoe1G037800.1.p
OG0010336	Bevul.3G153600.1.p	Aqcoe1G177800.1.p, Aqcoe1G177800.2.p
OG0010337	Bevul.7G064300.1.p	Aqcoe1G485100.1.p
OG0010338	Bevul.2G112500.1.p	Aqcoe1G486000.1.p
OG0010339	Bevul.9G097900.1.p, Bevul.5G113000.1.p	Aqcoe1G072000.1.p
OG0010340	Bevul.8G117800.1.p	Aqcoe1G298900.1.p
OG0010341	Bevul.2G033900.1.p	Aqcoe1G046500.1.p
OG0010342	Bevul.3G120700.1.p	Aqcoe1G430100.1.p, Aqcoe1G430100.2.p
OG0010343	Bevul.7G221800.1.p	Aqcoe1G395100.2.p, Aqcoe1G395100.1.p
OG0010344	Bevul.5G150300.1.p	Aqcoe1G344700.1.p
OG0010345	Bevul.8G023500.1.p	Aqcoe1G167100.1.p
OG0010346	Bevul.4G240400.1.p	Aqcoe1G028100.1.p
OG0010347	Bevul.7G196100.1.p	Aqcoe1G085700.1.p
OG0010348	Bevul.4G191700.1.p	Aqcoe1G170100.1.p
OG0010349	Bevul.4G239100.1.p	Aqcoe1G021200.1.p
OG0010350	Bevul.8G179000.1.p, Bevul.3G083600.1.p	Aqcoe1G239200.1.p
OG0010351	Bevul.9G160400.1.p	Aqcoe5G177900.1.p
OG0010352	Bevul.5G147500.1.p	Aqcoe3G035800.1.p, Aqcoe5G374500.1.p
OG0010353	Bevul.5G130800.1.p	Aqcoe5G070900.1.p
OG0010354	Bevul.2G075600.1.p	Aqcoe5G023400.2.p, Aqcoe5G023400.1.p
OG0010355	Bevul.6G060100.1.p	Aqcoe5G167200.1.p
OG0010356	Bevul.6G145400.1.p	Aqcoe5G334600.1.p
OG0010357	Bevul.3G118600.1.p	Aqcoe5G003600.2.p, Aqcoe5G003600.1.p
OG0010358	Bevul.4G155500.1.p	Aqcoe5G058900.1.p
OG0010359	Bevul.6G055500.1.p	Aqcoe5G248100.1.p
OG0010360	Bevul.2G053200.1.p	Aqcoe5G081900.1.p
OG0010361	Bevul.4G189600.1.p	Aqcoe5G216800.1.p
OG0010362	Bevul.3G135500.1.p	Aqcoe5G197200.1.p
OG0010363	Bevul.7G053200.1.p	Aqcoe5G259500.1.p
OG0010364	Bevul.5G054800.1.p	Aqcoe5G217900.1.p
OG0010365	Bevul.5G018200.1.p	Aqcoe5G456200.1.p
OG0010366	Bevul.3G007300.1.p	Aqcoe5G022600.1.p
OG0010367	Bevul.3G013000.1.p	Aqcoe5G063700.1.p
OG0010368	Bevul.3G092100.1.p	Aqcoe5G410400.1.p
OG0010369	Bevul.3G047100.1.p	Aqcoe5G438400.1.p, Aqcoe5G438400.2.p
OG0010370	Bevul.6G086700.1.p	Aqcoe5G196500.1.p
OG0010371	Bevul.6G199100.1.p	Aqcoe5G340900.1.p, Aqcoe3G217100.1.p
OG0010372	Bevul.3G060800.1.p	Aqcoe5G135500.1.p, Aqcoe0077s0002.1.p
OG0010373	Bevul.7G100400.1.p	Aqcoe5G090000.1.p
OG0010374	Bevul.1G074600.1.p	Aqcoe5G247800.1.p
OG0010375	Bevul.7G128200.1.p	Aqcoe5G001100.1.p
OG0010376	Bevul.9G183700.2.p, Bevul.9G183700.3.p, Bevul.9G183700.1.p	Aqcoe5G154000.1.p
OG0010377	Bevul.3G227500.1.p	Aqcoe5G003700.1.p
OG0010378	Bevul.3G149100.1.p	Aqcoe5G068700.1.p
OG0010379	Bevul.1G085800.1.p	Aqcoe5G413300.1.p
OG0010380	Bevul.6G164300.1.p	Aqcoe5G317900.1.p
OG0010381	Bevul.9G144600.1.p	Aqcoe5G016400.2.p, Aqcoe5G016400.1.p
OG0010382	Bevul.1G152400.1.p	Aqcoe3G436500.3.p, Aqcoe3G436500.1.p, Aqcoe3G436500.2.p, Aqcoe5G344600.1.p, Aqcoe5G344600.2.p
OG0010383	Bevul.2G000100.1.p	Aqcoe5G084200.1.p
OG0010384	Bevul.3G044800.1.p	Aqcoe5G443200.3.p, Aqcoe5G443200.1.p, Aqcoe5G443200.2.p
OG0010385	Bevul.6G014600.1.p	Aqcoe5G102700.1.p
OG0010386	Bevul.9G132300.3.p, Bevul.9G132300.1.p, Bevul.9G132300.2.p	Aqcoe5G129700.1.p
OG0010387	Bevul.2G000400.1.p	Aqcoe5G331500.1.p
OG0010388	Bevul.3G205300.1.p, Bevul.3G205400.1.p	Aqcoe5G019000.1.p
OG0010390	Bevul.5G021200.1.p	Aqcoe5G447000.1.p
OG0010391	Bevul.5G224100.1.p	Aqcoe5G004400.2.p, Aqcoe5G004400.4.p
OG0010392	Bevul.7G098100.1.p	Aqcoe5G088400.1.p
OG0010393	Bevul.5G219700.1.p	Aqcoe5G400200.1.p
OG0010394	Bevul.1G089200.1.p	Aqcoe5G282400.1.p
OG0010395	Bevul.4G204000.1.p	Aqcoe5G085200.1.p
OG0010396	Bevul.6G216400.1.p	Aqcoe5G327000.3.p, Aqcoe5G327000.2.p, Aqcoe5G327000.1.p
OG0010397	Bevul.1G154900.1.p	Aqcoe5G232600.1.p
OG0010398	Bevul.2G092100.1.p, Bevul.2G092100.2.p	Aqcoe5G108200.1.p
OG0010399	Bevul.1G001500.1.p, Bevul.6G217800.1.p	Aqcoe5G348600.1.p, Aqcoe5G338700.1.p
OG0010400	Bevul.6G187900.1.p	Aqcoe5G294200.1.p
OG0010401	Bevul.6G087900.1.p	Aqcoe5G198400.1.p
OG0010404	Bevul.1G052000.1.p	Aqcoe5G206900.1.p
OG0010405	Bevul.7G145300.1.p	Aqcoe5G379500.1.p
OG0010406	Bevul.4G203900.1.p	Aqcoe5G085700.1.p
OG0010407	Bevul.8G130900.1.p	Aqcoe5G323100.1.p
