Orthogroup	B_vulgaris.proteins	A_thaliana.proteins
OG0008146	Bevul.9G184000.1.p	AT3G19280.1, AT1G49710.1
OG0008147	Bevul.4G117600.1.p	AT3G12090.1
OG0008148	Bevul.4G160300.1.p	AT5G60160.1
OG0008149	Bevul.4G061800.1.p	AT4G04910.1
OG0008150	Bevul.5G021100.1.p	AT1G62400.1
OG0008151	Bevul.4G213800.1.p	AT5G36790.1, AT5G36700.1, AT5G36700.4, AT5G36790.2, AT5G36790.3, AT5G36700.2, AT5G36700.3
OG0008154	Bevul.8G088800.1.p	AT1G30000.2, AT1G30000.1
OG0008155	Bevul.9G099900.1.p	AT3G58750.1, AT2G42790.1
OG0008156	Bevul.8G060800.1.p	AT5G45720.2, AT5G45720.1, AT4G18820.1
OG0008159	Bevul.8G013500.1.p	AT2G34090.1, AT2G34090.5, AT2G34090.4, AT2G34090.2, AT2G34090.3
OG0008160	Bevul.1G051200.1.p	AT2G34640.1
OG0008161	Bevul.9G088500.1.p	AT3G58610.1, AT3G58610.2, AT3G58610.3
OG0008162	Bevul.4G013300.1.p, Bevul.4G013200.1.p	AT5G55500.1
OG0008163	Bevul.4G074300.1.p	AT1G73170.3, AT1G73170.1, AT1G73170.2, AT1G73170.4
OG0008164	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p	AT2G05320.1
OG0008165	Bevul.7G128000.1.p	AT3G07140.1, AT3G07140.2
OG0008166	Bevul.8G023700.1.p	AT1G28310.1, AT1G28310.2
OG0008167	Bevul.5G230500.1.p	AT4G12760.1
OG0008168	Bevul.3G119900.1.p	AT2G31890.1
OG0008170	Bevul.1G141400.1.p	AT4G22000.1
OG0008171	Bevul.8G010800.1.p	AT1G61350.1
OG0008173	Bevul.8G010100.1.p	AT4G05090.2, AT4G05090.1
OG0008174	Bevul.4G041100.1.p	AT3G15160.2, AT3G15160.1
OG0008175	Bevul.8G037000.1.p	AT2G40113.1, AT5G47635.1, AT4G17215.1
OG0008176	Bevul.1G077900.1.p	AT5G09800.1, AT5G64660.1, AT3G18710.1
OG0008178	Bevul.9G154300.1.p	AT4G35410.2, AT2G17380.1
OG0008179	Bevul.8G035100.1.p	AT5G47790.1
OG0008180	Bevul.4G018200.1.p	AT4G26720.1, AT5G55260.1
OG0008181	Bevul.7G059900.1.p, Bevul.6G148900.1.p	AT2G37130.1, AT2G37130.2
OG0008182	Bevul.3G078000.1.p	AT5G07270.1
OG0008183	Bevul.4G148700.1.p	AT5G27290.2, AT5G27290.1
OG0008184	Bevul.1G192400.1.p	AT1G01300.1, AT3G61820.1
OG0008185	Bevul.3G126600.1.p	AT3G06483.1
OG0008187	Bevul.1G121700.1.p	AT1G29900.1
OG0008188	Bevul.8G129700.1.p	AT5G11900.1
OG0008189	Bevul.9G206900.1.p	AT1G52230.1, AT3G16140.1
OG0008190	Bevul.8G121700.1.p	AT2G19350.1, AT4G29850.1
OG0008191	Bevul.8G163500.1.p	AT2G13100.4, AT2G13100.1
OG0008192	Bevul.7G232300.1.p	AT1G55180.2, AT1G55180.1
OG0008193	Bevul.1G194800.1.p	AT4G00910.1
OG0008196	Bevul.4G163600.1.p	AT3G05790.1, AT3G05790.2, AT3G05780.1, AT5G26860.1
OG0008197	Bevul.2G132300.1.p	AT4G11570.1, AT4G11570.2
OG0008198	Bevul.2G140000.1.p	AT5G58130.1
OG0008199	Bevul.2G011300.2.p, Bevul.2G011300.1.p	AT5G25080.1
OG0008200	Bevul.7G078200.1.p	AT5G44860.2, AT5G44860.1, AT4G19950.1, AT1G31130.1
OG0008201	Bevul.1G122300.1.p	AT1G01880.3, AT1G01880.1, AT1G01880.2, AT1G01880.4
OG0008202	Bevul.8G213900.1.p	AT5G57630.1, AT5G57630.3, AT5G57630.2
OG0008203	Bevul.1G176300.1.p	AT1G01715.1, AT1G01715.2, AT4G00525.1
OG0008204	Bevul.1G182900.1.p	AT4G01270.1
OG0008205	Bevul.2G152900.1.p	AT2G25880.4, AT2G25880.1, AT4G32830.1
OG0008206	Bevul.9G206200.1.p, Bevul.9G206200.2.p	AT1G52260.1, AT3G16110.1
OG0008207	Bevul.6G168500.1.p, Bevul.2G127300.2.p, Bevul.2G127300.1.p	AT2G24390.3, AT2G24390.1, AT2G24390.2
OG0008208	Bevul.7G182500.1.p	AT1G08480.1
OG0008209	Bevul.4G071600.1.p	AT1G67940.1
OG0008210	Bevul.4G249500.1.p	AT5G19830.1
OG0008211	Bevul.8G214600.1.p	AT4G28020.2, AT4G28020.3, AT4G28020.1, AT4G28020.4
OG0008213	Bevul.8G196500.1.p	AT4G28990.1, AT4G28990.2
OG0008215	Bevul.4G038400.1.p	AT4G12340.1
OG0008216	Bevul.3G068100.1.p	AT4G33410.1
OG0008217	Bevul.4G207600.1.p	AT5G58030.1
OG0008218	Bevul.8G134000.1.p	AT5G35460.1, AT5G35460.2
OG0008219	Bevul.8G203100.1.p	AT4G29380.1, AT4G29380.2
OG0008220	Bevul.9G033300.2.p, Bevul.9G033300.1.p	AT5G46220.1
OG0008221	Bevul.1G190800.1.p	AT3G06455.1, AT4G01000.2, AT4G01000.1
OG0008222	Bevul.5G100000.1.p	AT1G32080.1
OG0008223	Bevul.8G209900.1.p	AT2G18950.1, AT2G18950.2
OG0008224	Bevul.3G074800.1.p	AT1G12580.1
OG0008225	Bevul.5G230400.1.p	AT3G07570.1
OG0008226	Bevul.1G182000.1.p	AT2G46100.2, AT2G46100.1
OG0008227	Bevul.1G165400.1.p	AT3G57560.1
OG0008228	Bevul.5G014600.1.p	AT5G42050.1
OG0008229	Bevul.2G129500.1.p	AT4G26000.1
OG0008230	Bevul.5G044200.1.p	AT1G62850.2, AT1G62850.3, AT1G62850.4
OG0008231	Bevul.3G034900.1.p	AT5G53486.2, AT5G53486.5, AT5G53486.4, AT5G53486.3, AT5G53486.1
OG0008232	Bevul.7G149500.1.p	AT1G55960.1, AT1G55960.2, AT3G13062.2, AT3G13062.3, AT3G13062.1
OG0008233	Bevul.2G172100.1.p	AT4G31990.1, AT4G31990.2, AT4G31990.3, AT4G31990.4
OG0008234	Bevul.8G158200.1.p	AT4G30400.1, AT2G18650.1
OG0008235	Bevul.5G058600.1.p	AT4G24050.2, AT4G24050.1, AT1G64590.1
OG0008236	Bevul.8G186500.1.p	AT2G26730.1
OG0008237	Bevul.9G134300.1.p	AT2G20940.2, AT2G20940.1
OG0008238	Bevul.7G109300.1.p	AT4G29840.1
OG0008239	Bevul.7G165700.1.p	AT3G14170.2, AT3G14170.1
OG0008240	Bevul.4G227900.1.p	AT5G41560.1, AT5G41560.2
OG0008241	Bevul.9G197200.1.p	AT1G15440.2, AT1G15440.1
OG0008242	Bevul.2G014700.1.p	AT4G32680.1
OG0008243	Bevul.9G192200.1.p, Bevul.9G192100.1.p	AT3G15850.1
OG0008244	Bevul.3G068500.1.p	AT5G52400.1
OG0008245	Bevul.6G141000.1.p	AT5G57300.1, AT5G57300.4, AT5G57300.2, AT5G57300.3
OG0008246	Bevul.8G126800.1.p	AT4G29680.1
OG0008247	Bevul.5G036200.1.p	AT4G11780.1, AT4G23020.2, AT4G23020.1
OG0008248	Bevul.6G140400.1.p	AT1G71040.1, AT1G23010.1
OG0008249	Bevul.9G227300.1.p	AT1G80760.1
OG0008250	Bevul.8G141700.1.p	AT5G35590.1, AT2G05840.1, AT2G05840.2, AT2G05840.3
OG0008251	Bevul.1G141500.1.p	AT5G61330.2, AT5G61330.1, AT5G61330.3
OG0008252	Bevul.8G142200.1.p	AT1G23070.1
OG0008253	Bevul.7G168400.1.p	AT1G54100.2, AT1G54100.1
OG0008254	Bevul.8G203500.1.p	AT5G56590.1
OG0008255	Bevul.9G192500.1.p, Bevul.9G192600.1.p	AT1G80120.1, AT3G15810.1
OG0008256	Bevul.5G048900.1.p	AT1G31770.1
OG0008257	Bevul.8G126400.1.p	AT2G19570.1
OG0008258	Bevul.9G192000.2.p, Bevul.9G192000.1.p	AT3G15840.2, AT3G15840.3, AT3G15840.1, AT3G15840.5, AT3G15840.4
OG0008259	Bevul.8G011600.1.p	AT4G21470.1
OG0008260	Bevul.8G207000.1.p	AT4G29960.1
OG0008261	Bevul.8G175000.1.p	AT5G20200.1
OG0008262	Bevul.8G127300.1.p	AT2G19560.1, AT2G19560.2
OG0008263	Bevul.2G165400.1.p	AT5G11490.2, AT5G11490.3, AT5G11490.1
OG0008266	Bevul.5G122700.1.p	AT5G37480.1, AT5G37480.2
OG0008267	Bevul.4G063200.1.p	AT1G53120.1, AT1G53120.2
OG0008268	Bevul.2G050400.2.p, Bevul.2G050400.1.p	AT5G13460.1
OG0008269	Bevul.9G075300.1.p, Bevul.4G073900.1.p	AT2G20690.1
OG0008270	Bevul.4G159100.1.p	AT1G80190.2, AT1G80190.6, AT1G80190.1, AT1G80190.3, AT1G80190.5, AT1G80190.4
OG0008271	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p	AT1G79560.1, AT1G79560.3, AT1G79560.2
OG0008272	Bevul.8G057700.1.p	AT4G21780.3, AT4G21780.1, AT4G21780.2
OG0008274	Bevul.5G053400.1.p	AT3G08970.2, AT3G08970.1
OG0008275	Bevul.3G191000.1.p	AT3G57610.1
OG0008276	Bevul.9G106600.1.p	AT5G22580.1
OG0008277	Bevul.4G055700.1.p	AT4G27420.1
OG0008278	Bevul.9G066600.1.p, Bevul.9G066600.2.p	AT3G21810.1, AT3G21810.2
OG0008279	Bevul.5G018300.1.p	AT5G41880.1
OG0008280	Bevul.4G241900.1.p	AT3G20790.1
OG0008281	Bevul.8G192800.1.p	AT1G16500.1, AT1G79160.1
OG0008282	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p	AT2G27285.1, AT2G27280.1
OG0008283	Bevul.3G182000.1.p	AT3G12100.1, AT3G12100.2
OG0008284	Bevul.5G095700.1.p	AT1G74340.2, AT1G74340.1
OG0008285	Bevul.8G028100.1.p	AT4G04955.1, AT4G04955.2
OG0008286	Bevul.5G011400.1.p	AT3G54250.1, AT2G38700.1, AT3G54250.2
OG0008287	Bevul.4G129100.1.p	AT1G31335.1
OG0008288	Bevul.9G078600.1.p	AT1G03790.1, AT5G44260.1
OG0008289	Bevul.7G031000.1.p	AT1G19490.1
OG0008290	Bevul.3G038200.1.p	AT5G23260.4, AT5G23260.1, AT5G23260.3, AT5G23260.2
OG0008291	Bevul.9G083400.1.p	AT2G34000.1, AT2G42350.1, AT2G42360.1
OG0008292	Bevul.5G116700.1.p	AT3G58460.1, AT3G58460.2
OG0008293	Bevul.7G071500.2.p, Bevul.7G071500.1.p	AT4G20150.1
OG0008294	Bevul.7G100300.1.p	AT3G52860.1
OG0008295	Bevul.4G002700.1.p	AT5G56040.2, AT5G56040.1, AT4G26540.1
OG0008296	Bevul.7G069100.1.p	AT3G09570.1, AT5G18520.1
OG0008297	Bevul.4G109300.1.p	AT3G01435.4, AT3G01435.2, AT3G01435.3, AT3G01435.1
OG0008298	Bevul.3G072400.1.p	AT2G04780.2, AT2G04780.1
OG0008299	Bevul.4G161200.1.p	AT3G44370.1, AT3G44370.2, AT1G65080.1
OG0008301	Bevul.7G183700.1.p	AT5G20930.1
OG0008302	Bevul.2G088000.1.p	AT3G12830.1, AT1G56150.1, AT1G16510.1, AT1G79130.1
OG0008304	Bevul.4G135500.1.p	AT5G49570.1
OG0008306	Bevul.9G082400.2.p, Bevul.9G082400.1.p	AT1G06310.1, AT1G06290.1
OG0008307	Bevul.7G093800.1.p	AT5G58290.1
OG0008308	Bevul.2G128800.1.p, Bevul.4G104500.1.p	AT5G04740.1, AT5G04740.2
OG0008309	Bevul.8G093300.1.p	AT1G30280.3, AT1G30280.2, AT1G30280.1
OG0008310	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p	AT5G04600.1
OG0008311	Bevul.4G081400.1.p	AT3G14830.3, AT3G14830.1, AT3G14830.2, AT3G14830.4, AT1G53450.2, AT1G53450.1, AT1G53450.3
OG0008312	Bevul.6G025900.1.p	AT1G07615.1
OG0008313	Bevul.3G217300.1.p	AT5G66290.2, AT5G66290.3, AT5G66290.1
OG0008314	Bevul.8G082000.1.p	AT4G18240.1
OG0008316	Bevul.8G171300.1.p	AT5G46530.1, AT1G29520.1
OG0008317	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p	AT4G14965.1, AT4G14965.2
OG0008319	Bevul.9G105800.1.p	AT1G08250.1, AT2G27820.1
OG0008321	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p	AT5G03880.1
OG0008322	Bevul.8G059600.1.p	AT1G11560.1, AT1G61790.2, AT1G61790.1
OG0008323	Bevul.7G191100.1.p	AT5G58760.1, AT5G58760.2
OG0008324	Bevul.9G054500.1.p	AT2G28490.1
OG0008325	Bevul.4G241100.1.p	AT4G12070.1
OG0008326	Bevul.8G022400.1.p	AT1G24590.1, AT1G12890.1, AT1G28360.1
OG0008327	Bevul.9G100300.1.p, Bevul.9G100300.2.p	AT5G04220.1, AT5G04220.3, AT5G04220.2
OG0008328	Bevul.8G098700.1.p	AT2G34730.2, AT2G34730.1
OG0008329	Bevul.3G180400.1.p	AT3G12050.1, AT3G12050.2
OG0008330	Bevul.8G000700.1.p	AT4G21620.2, AT4G21620.1, AT2G19000.1
OG0008331	Bevul.5G179000.1.p	AT5G61140.2, AT5G61140.1
OG0008332	Bevul.2G234300.1.p	AT5G05840.1
OG0008333	Bevul.3G193200.1.p	AT5G13650.1, AT5G13650.2
OG0008334	Bevul.2G105500.1.p, Bevul.2G105500.3.p	AT2G39450.1
OG0008335	Bevul.5G110200.1.p	AT2G35920.1, AT2G35920.3, AT2G35920.2
OG0008336	Bevul.2G187400.1.p	AT3G10985.1
OG0008337	Bevul.8G071900.1.p	AT3G01200.1, AT4G21210.1, AT4G21210.2
OG0008338	Bevul.4G222700.1.p	AT1G62350.2, AT1G62350.1, AT1G62350.3
OG0008339	Bevul.5G049500.1.p	AT5G01510.1
OG0008340	Bevul.4G237800.1.p, Bevul.4G236600.1.p	AT1G51310.1
OG0008341	Bevul.7G055800.1.p	AT2G37035.1
OG0008342	Bevul.1G133800.1.p	AT5G12100.1
OG0008343	Bevul.4G058300.1.p	AT3G15430.3, AT3G15430.1, AT3G15430.2, AT3G15430.4, AT3G15430.6, AT3G15430.5
OG0008344	Bevul.2G185800.1.p	AT3G56230.1, AT1G01640.1, AT1G01640.2
OG0008345	Bevul.4G249400.1.p	AT2G44500.1, AT3G07900.1
OG0008346	Bevul.2G126200.1.p, Bevul.2G126200.2.p	AT1G30960.1
OG0008347	Bevul.4G078300.1.p, Bevul.4G078100.1.p	AT1G78780.4, AT1G78780.2, AT1G78780.1, AT1G78780.3, AT1G78780.5
OG0008348	Bevul.9G083300.1.p	AT3G58100.1, AT3G58100.2
OG0008350	Bevul.2G084100.1.p	AT3G12800.1
OG0008351	Bevul.6G202100.1.p	AT5G44730.1, AT5G44730.2
OG0008352	Bevul.2G110800.1.p	AT3G55030.1, AT2G39290.1
OG0008353	Bevul.9G185900.1.p	AT1G14990.2, AT1G14990.1
OG0008354	Bevul.4G234900.1.p	AT3G20920.1, AT3G20920.2
OG0008355	Bevul.9G076300.1.p	AT4G28310.1, AT1G52270.1
OG0008356	Bevul.8G037200.1.p	AT4G16360.1
OG0008357	Bevul.5G142200.1.p	AT3G09060.2, AT3G09060.1
OG0008358	Bevul.4G238300.1.p, Bevul.4G237300.1.p	AT5G19350.1, AT5G19350.2
OG0008359	Bevul.8G096900.1.p	AT5G17710.2, AT5G17710.1, AT5G17710.3
OG0008360	Bevul.7G067800.1.p	AT3G09430.2, AT3G09430.3, AT3G09430.1
OG0008361	Bevul.6G057900.1.p	AT4G09890.1
OG0008362	Bevul.5G163700.1.p	AT4G25080.6, AT4G25080.3, AT4G25080.1, AT4G25080.5, AT4G25080.2, AT4G25080.4
OG0008363	Bevul.3G231000.1.p	AT4G14510.1, AT3G23070.1
OG0008364	Bevul.9G211200.2.p, Bevul.9G211200.1.p	AT5G54140.1
OG0008366	Bevul.2G193800.1.p, Bevul.2G193800.2.p	AT3G24090.1
OG0008367	Bevul.6G199900.1.p	AT2G33510.2, AT2G33510.1, AT1G28070.1
OG0008368	Bevul.6G145200.1.p	AT3G27390.1, AT3G27390.2, AT5G40640.1
OG0008369	Bevul.5G130900.1.p	AT2G43110.1, AT2G43110.2
OG0008370	Bevul.8G117000.1.p	AT5G64530.2, AT5G64530.1
OG0008371	Bevul.5G159200.1.p	AT5G50810.1
OG0008372	Bevul.2G228700.1.p	AT5G25500.1
OG0008374	Bevul.6G072400.1.p	AT4G39820.1, AT4G39820.2
OG0008375	Bevul.4G203700.1.p	AT3G05520.3, AT3G05520.1, AT3G05520.2
OG0008376	Bevul.7G137700.1.p	AT5G50210.1
OG0008377	Bevul.4G097900.1.p	AT5G14250.2, AT5G14250.1
OG0008378	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p	AT3G09250.2, AT3G09250.3, AT3G09250.1
OG0008379	Bevul.4G072600.1.p	AT3G14990.1, AT3G14990.3, AT3G14990.2, AT1G53280.1, AT1G53280.2
OG0008381	Bevul.6G158800.1.p	AT1G14440.2, AT1G14440.1, AT2G02540.1, AT2G02540.2
OG0008382	Bevul.6G196500.1.p	AT5G47870.1
OG0008383	Bevul.5G121200.1.p	AT1G53690.1, AT1G53690.2
OG0008384	Bevul.5G181000.1.p	AT5G14050.1
OG0008386	Bevul.3G234300.1.p	AT4G13780.1
OG0008387	Bevul.5G228300.1.p	AT3G07525.2, AT3G07525.1
OG0008388	Bevul.4G010500.1.p	AT5G55610.1, AT5G55610.2
OG0008389	Bevul.5G018100.1.p	AT1G64385.2, AT1G64385.1
OG0008390	Bevul.3G147600.1.p	AT2G32040.2, AT2G32040.1
OG0008391	Bevul.3G195200.1.p	AT3G57440.2, AT3G57440.1
OG0008392	Bevul.6G050200.1.p	AT1G19025.1, AT1G19025.3, AT1G19025.2
OG0008393	Bevul.5G115600.1.p	AT3G61990.1, AT3G62000.2, AT3G62000.1
OG0008394	Bevul.9G172400.1.p	AT5G17550.2, AT5G17550.1, AT3G03490.1
OG0008395	Bevul.3G155800.1.p	AT3G62720.1, AT3G62720.2, AT4G02500.1
OG0008396	Bevul.6G204000.1.p	AT1G27990.1
OG0008397	Bevul.9G224900.1.p	AT2G01080.1
OG0008398	Bevul.6G229800.1.p	AT4G14615.1, AT1G52825.1, AT1G52825.2
OG0008399	Bevul.1G186500.1.p	AT4G01130.2, AT4G01130.1, AT4G01130.3
OG0008400	Bevul.5G025000.1.p	AT4G11270.1, AT4G11270.2
OG0008402	Bevul.6G045300.1.p	AT3G27150.1, AT3G27150.2, AT5G40680.1
OG0008403	Bevul.1G038600.1.p	AT1G76260.1, AT1G20540.1
OG0008404	Bevul.1G143800.1.p	AT3G60300.2, AT3G60300.1
OG0008405	Bevul.1G133000.1.p	AT1G34220.2, AT1G34220.1
OG0008406	Bevul.6G019700.1.p	AT2G18360.2, AT2G18360.1, AT4G36610.1
OG0008407	Bevul.5G250900.1.p	AT1G06190.1, AT1G06190.5, AT1G06190.3, AT1G06190.4, AT1G06190.2, AT2G31150.1
OG0008408	Bevul.5G240700.1.p	AT4G02580.1
OG0008409	Bevul.6G171000.1.p	AT1G67740.1
OG0008410	Bevul.5G258800.1.p	AT4G01860.2, AT4G01860.1
OG0008411	Bevul.6G197100.1.p	AT1G28120.1
OG0008412	Bevul.9G128500.1.p, Bevul.9G128500.2.p	AT1G16210.1
OG0008413	Bevul.5G041700.1.p	AT4G22830.2, AT4G22830.1
OG0008414	Bevul.1G039500.1.p	AT5G42310.1
OG0008416	Bevul.1G141300.1.p	AT1G34350.1, AT1G34350.2
OG0008417	Bevul.3G149400.1.p	AT3G06260.1
OG0008419	Bevul.6G019400.1.p, Bevul.7G183500.1.p	AT2G18390.1
OG0008421	Bevul.3G050800.1.p	AT4G16444.1
OG0008422	Bevul.4G204900.1.p	AT3G05470.1
OG0008423	Bevul.7G124900.1.p	AT3G24820.1
OG0008424	Bevul.6G179400.1.p	AT1G23280.1
OG0008425	Bevul.8G071000.1.p	AT4G21220.1, AT4G05210.2, AT4G05210.3, AT4G05210.1
OG0008427	Bevul.1G195600.1.p	AT4G00900.1, AT4G00900.2
OG0008428	Bevul.6G058700.1.p	AT2G22530.1
OG0008429	Bevul.7G141300.1.p	AT1G78790.2, AT1G78790.3, AT1G78790.4, AT1G78790.1
OG0008430	Bevul.4G164200.1.p	AT1G54140.1
OG0008431	Bevul.6G155900.1.p, Bevul.6G155800.1.p	AT1G10280.1
OG0008432	Bevul.1G186200.1.p	AT4G21140.1, AT4G05400.2, AT4G05400.3, AT4G05400.1
OG0008433	Bevul.5G066700.1.p	AT4G16695.5, AT4G16695.3, AT4G16695.2, AT4G16695.4, AT4G16695.1
OG0008434	Bevul.7G089500.2.p, Bevul.7G089500.1.p	AT3G16650.1, AT4G15900.1
OG0008435	Bevul.1G073200.1.p	AT1G76770.1
OG0008436	Bevul.6G006200.1.p	AT4G36890.1, AT5G67230.1
OG0008437	Bevul.4G154700.1.p	AT5G27490.1, AT3G05280.1
OG0008438	Bevul.2G214300.1.p	AT5G38460.2, AT5G38460.1
OG0008439	Bevul.1G175800.1.p	AT2G34630.1, AT2G34630.2
OG0008441	Bevul.3G002200.1.p	AT3G16810.1
OG0008442	Bevul.9G231600.1.p	AT2G46900.1
OG0008443	Bevul.3G149600.1.p	AT4G15545.1
OG0008444	Bevul.9G093400.2.p, Bevul.9G093400.1.p	AT2G42700.2, AT2G42700.3, AT2G42700.1
OG0008445	Bevul.1G183200.1.p	AT3G61530.2, AT3G61530.1, AT2G46110.1
OG0008446	Bevul.3G062400.1.p	AT5G49540.1, AT5G49540.2
OG0008447	Bevul.7G118000.1.p	AT4G28740.1
OG0008448	Bevul.1G058400.1.p, Bevul.5G198700.1.p	AT2G35040.2, AT2G35040.1
OG0008449	Bevul.5G031000.1.p, Bevul.1G187000.1.p	AT5G41190.1
OG0008450	Bevul.6G171500.1.p	AT1G04940.1
OG0008451	Bevul.1G076500.1.p	AT1G43710.1
OG0008452	Bevul.3G115300.1.p	AT2G43810.3, AT2G43810.1, AT2G43810.2, AT3G59810.1, AT3G59810.2, AT3G59810.3
OG0008453	Bevul.6G144100.1.p	AT1G02140.1
OG0008454	Bevul.4G021900.1.p	AT5G40440.6, AT5G40440.2, AT5G40440.3, AT5G40440.1, AT5G40440.4
OG0008455	Bevul.4G070800.1.p	AT5G38730.1
OG0008456	Bevul.1G044200.1.p	AT5G42360.1, AT5G42350.1
OG0008457	Bevul.2G196900.1.p	AT5G49550.1
OG0008458	Bevul.6G134600.1.p	AT1G49540.1, AT1G49540.2
OG0008460	Bevul.7G143700.1.p	AT3G48425.1
OG0008461	Bevul.6G042100.1.p	AT2G02160.1
OG0008462	Bevul.6G119600.1.p	AT3G25680.1
OG0008463	Bevul.1G071100.1.p	AT5G19130.1, AT5G19130.2
OG0008464	Bevul.5G169300.1.p	AT5G23060.1, AT5G23060.2
OG0008465	Bevul.6G248000.1.p	AT1G27200.1
OG0008466	Bevul.2G219200.1.p	AT5G15880.1
OG0008467	Bevul.6G138800.1.p	AT1G15130.1
OG0008468	Bevul.8G101800.1.p	AT1G73570.1, AT1G18260.1
OG0008469	Bevul.5G048000.1.p	AT5G45360.1
OG0008470	Bevul.6G230500.1.p	AT1G14000.1
OG0008471	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p	AT5G23140.1
OG0008472	Bevul.6G208700.1.p	AT1G67410.2, AT1G67410.1
OG0008473	Bevul.6G081300.1.p	AT1G26460.1
OG0008474	Bevul.6G240300.1.p	AT1G14390.1
OG0008475	Bevul.1G027000.1.p	AT1G11320.1
OG0008476	Bevul.6G240900.1.p	AT2G02740.1, AT1G14410.1
OG0008477	Bevul.2G059100.1.p	AT3G28860.1
OG0008478	Bevul.6G145000.1.p	AT3G03160.1, AT5G17190.1
OG0008479	Bevul.8G122700.1.p	AT2G44580.2, AT2G44580.1
OG0008480	Bevul.6G129200.1.p, Bevul.6G134700.1.p	AT3G19160.1, AT1G68460.1, AT1G25410.1
OG0008481	Bevul.1G145500.1.p	AT2G44740.1
OG0008482	Bevul.3G094100.1.p	AT5G61570.1, AT5G61570.2, AT5G07620.1
OG0008484	Bevul.1G185100.1.p	AT4G01220.1, AT4G01220.2, AT4G01770.1, AT4G01770.2
OG0008485	Bevul.2G000700.1.p	AT5G40280.1, AT5G40280.2
OG0008486	Bevul.5G187200.1.p	AT1G74460.1
OG0008487	Bevul.5G088600.1.p	AT2G35260.1
OG0008488	Bevul.4G096500.1.p	AT3G01510.1, AT3G01510.3, AT3G01510.2
OG0008489	Bevul.5G183900.1.p	AT5G61360.1, AT5G07730.1
OG0008489	Bevul.6G229900.1.p	AT2G03310.1
OG0008490	Bevul.5G100100.1.p	AT2G35550.2, AT2G35550.1, AT2G35550.3, AT2G35550.4
OG0008491	Bevul.6G141900.1.p	AT1G14740.1
OG0008492	Bevul.2G075800.1.p	AT3G29770.1, AT3G29770.2
OG0008493	Bevul.6G238000.1.p	AT1G14300.2, AT1G14300.1
OG0008494	Bevul.5G112300.1.p	AT3G01800.1
OG0008495	Bevul.5G075500.1.p	AT4G17040.1
OG0008496	Bevul.6G038200.1.p	AT3G27000.1
OG0008497	Bevul.8G123200.1.p	AT3G47810.2, AT3G47810.3, AT3G47810.1
OG0008498	Bevul.3G217700.1.p	AT2G41020.1, AT2G41020.2
OG0008499	Bevul.6G117200.1.p	AT1G68720.1
OG0008500	Bevul.6G141500.1.p	AT1G23040.1, AT1G23040.2, AT1G23040.3, AT1G70990.1, AT1G02405.1
OG0008501	Bevul.2G114000.1.p	AT4G34740.1, AT2G16570.1
OG0008502	Bevul.9G132100.2.p, Bevul.9G132100.1.p	AT4G38490.1
OG0008503	Bevul.2G001300.1.p, Bevul.2G001300.2.p, Bevul.2G001300.3.p	AT1G09760.1
OG0008504	Bevul.2G053000.1.p	AT3G28460.1, AT3G28460.2, AT3G28460.3
OG0008505	Bevul.5G100200.1.p	AT1G32060.1
OG0008506	Bevul.5G121700.1.p	AT1G32415.1
OG0008508	Bevul.6G041200.1.p	AT3G11920.1
OG0008510	Bevul.6G042300.1.p	AT2G02090.1
OG0008511	Bevul.5G205500.1.p	AT5G50110.2, AT5G50110.1
OG0008512	Bevul.5G213400.1.p	AT5G62940.1
OG0008513	Bevul.5G202500.1.p	AT1G74850.1
OG0008514	Bevul.5G055000.1.p	AT5G01570.5, AT5G01570.4, AT5G01570.1, AT5G01570.2, AT5G01570.3, AT3G08880.1
OG0008515	Bevul.3G213900.1.p	AT3G56640.1
OG0008516	Bevul.9G047400.1.p	AT5G39250.2, AT5G39250.1
OG0008518	Bevul.5G186800.1.p	AT1G18490.1
OG0008519	Bevul.6G136300.1.p	AT1G68185.3, AT1G68185.2, AT1G68185.1
OG0008520	Bevul.6G117900.1.p	AT1G68740.2, AT1G68740.1
OG0008521	Bevul.8G176400.1.p	AT1G18640.2, AT1G18640.3
OG0008522	Bevul.7G026100.1.p, Bevul.7G026100.2.p	AT1G31070.2, AT1G31070.1, AT2G35020.1
OG0008523	Bevul.8G008100.1.p	AT1G10520.1, AT1G10520.2
OG0008524	Bevul.6G243100.1.p	AT1G69870.1, AT1G27080.1, AT1G27080.2
OG0008525	Bevul.9G134900.1.p	AT2G16860.1, AT2G16860.2
OG0008526	Bevul.5G100400.1.p	AT1G32050.1
OG0008527	Bevul.3G184700.1.p	AT3G57910.1
