Orthogroup	B_vulgaris.proteins	D_spatulata.proteins
OG0009109	Bevul.8G095900.1.p	Ds_00002304-RA
OG0009110	Bevul.9G008800.1.p	Ds_00016076-RA
OG0009111	Bevul.3G094300.1.p	Ds_00009301-RA
OG0009112	Bevul.2G071600.1.p, Bevul.2G071600.2.p	Ds_00017054-RA
OG0009113	Bevul.5G072400.1.p	Ds_00001379-RA
OG0009114	Bevul.5G206300.1.p	Ds_00016266-RA
OG0009115	Bevul.5G235300.1.p	Ds_00000379-RA
OG0009116	Bevul.4G077700.1.p	Ds_00002740-RA
OG0009117	Bevul.9G019100.2.p, Bevul.9G019100.1.p, Bevul.9G019100.3.p	Ds_00013916-RA
OG0009118	Bevul.2G057000.1.p	Ds_00003837-RA
OG0009119	Bevul.4G095900.1.p	Ds_00017458-RA
OG0009121	Bevul.5G080100.1.p	Ds_00008153-RA
OG0009122	Bevul.2G195900.1.p	Ds_00011074-RA
OG0009123	Bevul.5G046700.1.p, Bevul.5G103200.1.p	Ds_00013102-RA
OG0009124	Bevul.5G208600.1.p	Ds_00004701-RA
OG0009126	Bevul.4G129000.1.p	Ds_00005618-RA
OG0009127	Bevul.5G083100.1.p	Ds_00008127-RA
OG0009128	Bevul.2G201400.1.p	Ds_00013492-RA
OG0009130	Bevul.5G038500.1.p, Bevul.9G007800.1.p	Ds_00016069-RA
OG0009131	Bevul.6G121600.1.p	Ds_00008399-RA
OG0009132	Bevul.5G095600.1.p	Ds_00016591-RA
OG0009134	Bevul.4G122200.1.p	Ds_00006985-RA
OG0009135	Bevul.6G037400.1.p	Ds_00001838-RA
OG0009136	Bevul.7G138500.1.p	Ds_00014151-RA
OG0009137	Bevul.5G107300.1.p	Ds_00013106-RA
OG0009138	Bevul.6G212900.1.p	Ds_00017394-RA
OG0009139	Bevul.2G215500.1.p	Ds_00009272-RA
OG0009140	Bevul.7G114100.1.p, Bevul.4G214800.1.p	Ds_00016813-RA
OG0009141	Bevul.1G124500.1.p	Ds_00008808-RA, Ds_00008811-RA
OG0009142	Bevul.2G212500.1.p	Ds_00009264-RA, Ds_00009262-RA
OG0009143	Bevul.2G070300.1.p	Ds_00001902-RA
OG0009144	Bevul.6G228200.1.p	Ds_00008448-RA
OG0009145	Bevul.5G171400.1.p	Ds_00010622-RA
OG0009146	Bevul.5G080000.1.p	Ds_00008108-RA
OG0009147	Bevul.5G213900.1.p	Ds_00003782-RA
OG0009148	Bevul.6G134200.1.p	Ds_00008562-RA
OG0009149	Bevul.6G140100.1.p	Ds_00005899-RA
OG0009150	Bevul.6G195900.1.p	Ds_00009008-RA
OG0009151	Bevul.5G087000.1.p	Ds_00008107-RA
OG0009152	Bevul.5G074400.1.p	Ds_00002802-RA
OG0009153	Bevul.6G186800.1.p	Ds_00015442-RA
OG0009154	Bevul.2G059300.1.p, Bevul.2G059300.3.p, Bevul.2G059300.2.p, Bevul.2G059300.4.p	Ds_00017508-RA
OG0009155	Bevul.5G099600.1.p	Ds_00004870-RA, Ds_00013096-RA
OG0009157	Bevul.8G010200.1.p	Ds_00015228-RA
OG0009158	Bevul.6G017000.1.p	Ds_00009384-RA
OG0009159	Bevul.1G144400.1.p	Ds_00017274-RA
OG0009160	Bevul.3G093200.1.p	Ds_00015635-RA
OG0009161	Bevul.3G203200.1.p	Ds_00006492-RA
OG0009162	Bevul.2G207300.2.p, Bevul.2G207300.1.p	Ds_00006733-RA
OG0009163	Bevul.6G128900.1.p	Ds_00008576-RA
OG0009164	Bevul.7G138800.1.p	Ds_00003288-RA
OG0009167	Bevul.5G202100.1.p	Ds_00011427-RA
OG0009169	Bevul.5G181500.1.p	Ds_00017142-RA
OG0009170	Bevul.7G029400.1.p	Ds_00007015-RA
OG0009171	Bevul.2G212900.1.p, Bevul.2G212900.2.p	Ds_00008476-RA
OG0009173	Bevul.6G137800.1.p	Ds_00008551-RA
OG0009174	Bevul.6G038100.1.p	Ds_00001401-RA
OG0009175	Bevul.5G135800.1.p	Ds_00014134-RA
OG0009176	Bevul.6G132200.1.p	Ds_00008565-RA
OG0009177	Bevul.6G232600.1.p	Ds_00009156-RA
OG0009178	Bevul.5G088500.1.p	Ds_00004915-RA
OG0009179	Bevul.4G095300.1.p	Ds_00008948-RA
OG0009180	Bevul.5G168700.1.p	Ds_00007152-RA
OG0009181	Bevul.5G107200.1.p	Ds_00007400-RA
OG0009185	Bevul.1G214300.1.p	Ds_00005443-RA, Ds_00002919-RA
OG0009191	Bevul.5G201400.1.p	Ds_00011428-RA
OG0009192	Bevul.1G094200.1.p	Ds_00003487-RA
OG0009193	Bevul.1G013500.1.p	Ds_00000587-RA
OG0009195	Bevul.3G161900.1.p	Ds_00002763-RA
OG0009198	Bevul.6G072100.1.p	Ds_00012827-RA
OG0009200	Bevul.3G066800.1.p	Ds_00016405-RA
OG0009201	Bevul.3G000100.1.p	Ds_00003222-RA
OG0009202	Bevul.3G149300.1.p	Ds_00007110-RA
OG0009203	Bevul.4G184200.1.p	Ds_00003976-RA
OG0009204	Bevul.9G231000.1.p	Ds_00008915-RA
OG0009205	Bevul.5G262700.1.p, Bevul.2G109700.1.p	Ds_00011696-RA
OG0009207	Bevul.4G178100.1.p	Ds_00014431-RA
OG0009213	Bevul.9G204200.1.p	Ds_00014004-RA, Ds_00006792-RA
OG0009213	Bevul.6G095300.1.p	Ds_00006791-RA
OG0009255	Bevul.3G134000.1.p	Ds_00007109-RA
OG0009256	Bevul.4G228200.1.p	Ds_00013939-RA
OG0009257	Bevul.7G101200.1.p	Ds_00015541-RA
OG0009258	Bevul.3G095400.1.p	Ds_00006415-RA
OG0009260	Bevul.3G196700.1.p	Ds_00009593-RA, Ds_00010992-RA
OG0009261	Bevul.4G222500.1.p	Ds_00007573-RA
OG0009262	Bevul.3G054000.1.p	Ds_00005070-RA
OG0009264	Bevul.6G097300.1.p	Ds_00006026-RA
OG0009266	Bevul.5G131500.1.p	Ds_00007983-RA, Ds_00006861-RA
OG0009267	Bevul.7G174900.1.p	Ds_00018042-RA
OG0009268	Bevul.7G038000.2.p, Bevul.7G038000.1.p	Ds_00001639-RA
OG0009269	Bevul.8G030000.1.p	Ds_00009573-RA
OG0009270	Bevul.4G144800.1.p	Ds_00006191-RA
OG0009271	Bevul.7G147800.1.p	Ds_00005551-RA
OG0009272	Bevul.2G098800.1.p	Ds_00010831-RA, Ds_00010830-RA
OG0009273	Bevul.7G217200.1.p	Ds_00010043-RA
OG0009275	Bevul.4G214700.1.p	Ds_00016814-RA
OG0009276	Bevul.7G223300.1.p	Ds_00010025-RA
OG0009278	Bevul.3G196100.1.p	Ds_00009588-RA
OG0009279	Bevul.5G109200.1.p	Ds_00004844-RA
OG0009280	Bevul.4G155300.1.p	Ds_00003649-RA
OG0009281	Bevul.5G258400.1.p	Ds_00012349-RA
OG0009284	Bevul.7G125500.1.p	Ds_00017899-RA
OG0009285	Bevul.9G108200.4.p, Bevul.9G108200.6.p, Bevul.9G108200.1.p, Bevul.9G108200.3.p, Bevul.9G108200.5.p, Bevul.9G108200.2.p	Ds_00004236-RA
OG0009286	Bevul.3G091300.1.p	Ds_00013870-RA
OG0009287	Bevul.7G150600.1.p	Ds_00000457-RA
OG0009288	Bevul.4G213500.1.p	Ds_00006658-RA
OG0009289	Bevul.6G005300.1.p	Ds_00013222-RA
OG0009290	Bevul.7G121700.1.p	Ds_00001010-RA
OG0009291	Bevul.2G220200.1.p	Ds_00005897-RA, Ds_00009220-RA
OG0009293	Bevul.5G078900.1.p	Ds_00013266-RA
OG0009296	Bevul.7G176900.1.p	Ds_00015681-RA
OG0009298	Bevul.7G176000.1.p	Ds_00007628-RA
OG0009299	Bevul.3G169400.1.p	Ds_00013250-RA
OG0009300	Bevul.5G013900.1.p	Ds_00004092-RA, Ds_00017647-RA
OG0009301	Bevul.2G123600.1.p	Ds_00013363-RA
OG0009302	Bevul.7G168900.1.p	Ds_00000477-RA
OG0009303	Bevul.2G143600.1.p	Ds_00017782-RA
OG0009304	Bevul.3G173200.1.p, Bevul.5G041100.1.p	Ds_00002728-RA
OG0009306	Bevul.5G139000.1.p	Ds_00010360-RA, Ds_00015274-RA
OG0009308	Bevul.1G148300.1.p	Ds_00017284-RA
OG0009309	Bevul.3G142900.1.p	Ds_00003135-RA
OG0009310	Bevul.9G098200.1.p	Ds_00014841-RA
OG0009312	Bevul.7G169800.1.p	Ds_00000481-RA
OG0009313	Bevul.5G141600.1.p	Ds_00010776-RA
OG0009314	Bevul.8G071400.1.p	Ds_00010210-RA
OG0009315	Bevul.9G194900.1.p, Bevul.9G194900.2.p, Bevul.9G194900.3.p	Ds_00000552-RA
OG0009316	Bevul.7G003300.2.p, Bevul.7G003300.1.p	Ds_00015986-RA
OG0009317	Bevul.6G049400.1.p	Ds_00005407-RA
OG0009319	Bevul.5G121500.1.p	Ds_00007352-RA
OG0009321	Bevul.6G048500.1.p	Ds_00005412-RA
OG0009322	Bevul.7G012000.2.p, Bevul.7G012000.1.p	Ds_00006848-RA
OG0009323	Bevul.5G133400.1.p	Ds_00014862-RA
OG0009324	Bevul.3G205200.1.p	Ds_00005784-RA
OG0009325	Bevul.4G167800.1.p	Ds_00017949-RA
OG0009326	Bevul.7G195700.1.p	Ds_00000928-RA
OG0009327	Bevul.4G080200.1.p	Ds_00013895-RA
OG0009329	Bevul.5G249100.1.p	Ds_00007825-RA
OG0009331	Bevul.5G227200.1.p	Ds_00007775-RA
OG0009332	Bevul.2G245000.1.p	Ds_00006601-RA
OG0009333	Bevul.6G107800.1.p	Ds_00009123-RA
OG0009334	Bevul.3G133700.1.p	Ds_00007097-RA
OG0009335	Bevul.5G261800.1.p	Ds_00012360-RA
OG0009336	Bevul.4G174700.1.p	Ds_00003948-RA
OG0009337	Bevul.2G080300.3.p, Bevul.2G080300.2.p, Bevul.2G080300.1.p	Ds_00007013-RA
OG0009338	Bevul.2G232400.1.p	Ds_00013174-RA
OG0009339	Bevul.8G172600.1.p	Ds_00007241-RA
OG0009341	Bevul.5G246000.1.p	Ds_00002095-RA
OG0009343	Bevul.3G229100.1.p	Ds_00012608-RA
OG0009344	Bevul.5G121300.1.p	Ds_00007410-RA
OG0009345	Bevul.3G206900.1.p, Bevul.6G155200.1.p	Ds_00005782-RA
OG0009346	Bevul.4G173300.1.p	Ds_00014443-RA
OG0009347	Bevul.5G023000.1.p	Ds_00009326-RA
OG0009348	Bevul.8G126500.1.p	Ds_00008650-RA
OG0009349	Bevul.4G236000.1.p, Bevul.4G236400.1.p	Ds_00014764-RA
OG0009351	Bevul.3G126100.1.p	Ds_00005026-RA
OG0009352	Bevul.3G140700.1.p	Ds_00004653-RA
OG0009354	Bevul.5G228200.1.p	Ds_00001112-RA
OG0009355	Bevul.4G209200.1.p	Ds_00013740-RA
OG0009356	Bevul.6G011400.1.p	Ds_00006751-RA
OG0009357	Bevul.3G182100.1.p	Ds_00001865-RA
OG0009358	Bevul.4G157600.1.p	Ds_00006319-RA
OG0009359	Bevul.3G125600.1.p	Ds_00009359-RA
OG0009360	Bevul.5G123500.1.p	Ds_00004507-RA
OG0009361	Bevul.4G010800.1.p	Ds_00014054-RA
OG0009362	Bevul.8G057500.1.p	Ds_00015390-RA
OG0009363	Bevul.2G037200.1.p	Ds_00005891-RA
OG0009364	Bevul.2G229800.1.p, Bevul.2G229800.2.p	Ds_00007834-RA
OG0009365	Bevul.3G185700.1.p	Ds_00007623-RA
OG0009366	Bevul.5G227100.1.p	Ds_00007774-RA
OG0009367	Bevul.4G174300.1.p, Bevul.4G008100.1.p	Ds_00003704-RA
OG0009368	Bevul.6G034100.1.p	Ds_00001447-RA
OG0009369	Bevul.5G253600.1.p	Ds_00013619-RA
OG0009370	Bevul.5G213500.1.p	Ds_00003779-RA
OG0009371	Bevul.5G256800.1.p	Ds_00011816-RA
OG0009372	Bevul.4G136800.1.p	Ds_00006273-RA
OG0009373	Bevul.6G047700.1.p	Ds_00011889-RA
OG0009374	Bevul.9G105000.1.p	Ds_00008341-RA
OG0009375	Bevul.3G140600.1.p	Ds_00004654-RA, Ds_00003138-RA
OG0009376	Bevul.8G201400.1.p	Ds_00009340-RA
OG0009377	Bevul.1G047600.1.p, Bevul.1G047500.1.p	Ds_00011632-RA
OG0009378	Bevul.1G157700.1.p	Ds_00011291-RA
OG0009379	Bevul.1G215900.1.p, Bevul.1G216000.1.p	Ds_00013675-RA, Ds_00013677-RA
OG0009382	Bevul.3G034200.1.p	Ds_00005628-RA
OG0009383	Bevul.1G045900.1.p	Ds_00003037-RA
OG0009384	Bevul.6G151500.1.p	Ds_00001952-RA
OG0009385	Bevul.9G151600.1.p	Ds_00008202-RA
OG0009386	Bevul.1G204200.1.p	Ds_00002887-RA
OG0009388	Bevul.6G033400.1.p	Ds_00000047-RA
OG0009389	Bevul.4G180200.1.p	Ds_00003709-RA
OG0009390	Bevul.1G018300.1.p	Ds_00007072-RA
OG0009391	Bevul.9G144100.1.p	Ds_00000021-RA
OG0009392	Bevul.6G009100.1.p	Ds_00009420-RA
OG0009393	Bevul.8G085400.1.p	Ds_00001492-RA
OG0009394	Bevul.9G182300.2.p, Bevul.9G182300.1.p	Ds_00015314-RA
OG0009395	Bevul.1G115300.1.p	Ds_00008676-RA
OG0009396	Bevul.1G049600.1.p	Ds_00003052-RA
OG0009397	Bevul.9G152600.1.p, Bevul.9G152600.2.p	Ds_00017033-RA
OG0009399	Bevul.9G130000.3.p, Bevul.9G130000.1.p, Bevul.9G130000.2.p	Ds_00008856-RA
OG0009400	Bevul.6G010000.1.p	Ds_00006756-RA
OG0009401	Bevul.6G026400.1.p	Ds_00001475-RA
OG0009402	Bevul.1G169900.1.p	Ds_00015844-RA
OG0009403	Bevul.6G076900.1.p	Ds_00013423-RA
OG0009404	Bevul.8G114100.1.p	Ds_00013535-RA
OG0009405	Bevul.9G135400.1.p	Ds_00000056-RA
OG0009406	Bevul.9G137700.1.p	Ds_00000046-RA
OG0009407	Bevul.6G034700.1.p	Ds_00014469-RA
OG0009408	Bevul.6G084100.1.p	Ds_00013387-RA
OG0009409	Bevul.6G221900.1.p	Ds_00005422-RA
OG0009411	Bevul.1G046400.1.p	Ds_00011967-RA
OG0009412	Bevul.4G123000.1.p	Ds_00006982-RA
OG0009413	Bevul.1G070800.1.p	Ds_00012181-RA
OG0009415	Bevul.3G223000.1.p	Ds_00005740-RA
OG0009415	Bevul.3G222700.1.p	Ds_00009356-RA
OG0009416	Bevul.1G081900.1.p, Bevul.4G117900.1.p	Ds_00004731-RA
OG0009417	Bevul.9G160000.1.p, Bevul.9G160000.3.p, Bevul.9G160000.2.p	Ds_00011267-RA
OG0009418	Bevul.9G175400.1.p	Ds_00016502-RA
OG0009419	Bevul.6G014800.1.p	Ds_00006741-RA
OG0009420	Bevul.6G102200.1.p	Ds_00001969-RA
OG0009422	Bevul.1G065500.1.p	Ds_00001529-RA
OG0009423	Bevul.6G224700.1.p	Ds_00013534-RA
OG0009424	Bevul.1G178600.1.p	Ds_00010012-RA
OG0009425	Bevul.8G113300.1.p	Ds_00014361-RA
OG0009426	Bevul.9G183900.1.p	Ds_00002332-RA
OG0009427	Bevul.9G131000.2.p, Bevul.9G131000.1.p	Ds_00000073-RA
OG0009428	Bevul.1G053900.1.p	Ds_00007867-RA
OG0009429	Bevul.6G073500.1.p	Ds_00007049-RA
OG0009430	Bevul.9G146200.1.p	Ds_00008806-RA
OG0009432	Bevul.6G151900.1.p	Ds_00001950-RA
OG0009434	Bevul.4G216200.1.p	Ds_00016805-RA
OG0009435	Bevul.6G222200.1.p	Ds_00005420-RA
OG0009436	Bevul.4G010200.1.p	Ds_00000143-RA
OG0009437	Bevul.9G063500.1.p, Bevul.9G063500.2.p, Bevul.9G063500.3.p	Ds_00010014-RA
OG0009438	Bevul.3G098000.1.p	Ds_00015849-RA
OG0009439	Bevul.9G154000.1.p	Ds_00013358-RA
OG0009440	Bevul.9G182000.1.p	Ds_00015316-RA
OG0009441	Bevul.1G118600.1.p	Ds_00011950-RA
OG0009442	Bevul.6G001900.1.p	Ds_00009463-RA
OG0009443	Bevul.9G151200.1.p	Ds_00017025-RA
OG0009446	Bevul.1G105500.1.p	Ds_00001595-RA
OG0009447	Bevul.6G058400.1.p	Ds_00003615-RA
OG0009448	Bevul.1G059300.1.p	Ds_00000280-RA
OG0009449	Bevul.6G094600.1.p	Ds_00005394-RA
OG0009450	Bevul.6G145800.1.p	Ds_00001963-RA
OG0009451	Bevul.8G018800.1.p	Ds_00009791-RA
OG0009452	Bevul.9G177300.1.p	Ds_00015320-RA, Ds_00004352-RA
OG0009454	Bevul.6G106300.1.p	Ds_00001423-RA
OG0009455	Bevul.8G116300.1.p	Ds_00007915-RA
OG0009456	Bevul.6G150800.1.p	Ds_00001937-RA
OG0009457	Bevul.4G076900.1.p, Bevul.4G076800.1.p	Ds_00001797-RA
OG0009458	Bevul.1G112000.1.p	Ds_00001611-RA
OG0009459	Bevul.2G082300.1.p, Bevul.2G082300.2.p	Ds_00014686-RA
OG0009460	Bevul.8G106700.1.p	Ds_00012702-RA
OG0009461	Bevul.3G168200.1.p	Ds_00007894-RA, Ds_00007895-RA
OG0009462	Bevul.1G159100.1.p	Ds_00011293-RA
OG0009463	Bevul.4G083300.1.p	Ds_00005338-RA
OG0009465	Bevul.5G148600.1.p	Ds_00014404-RA
OG0009466	Bevul.6G014200.1.p	Ds_00009398-RA
OG0009467	Bevul.9G151800.1.p	Ds_00017027-RA
OG0009468	Bevul.8G001300.1.p, Bevul.7G121400.1.p	Ds_00015230-RA
OG0009469	Bevul.4G234700.1.p	Ds_00010645-RA
OG0009470	Bevul.2G031700.1.p	Ds_00002102-RA
OG0009471	Bevul.2G031600.1.p	Ds_00014246-RA
OG0009473	Bevul.8G080100.1.p	Ds_00004389-RA
OG0009475	Bevul.1G147400.1.p	Ds_00000914-RA
OG0009476	Bevul.7G167900.1.p	Ds_00000474-RA
OG0009477	Bevul.8G022100.1.p	Ds_00012908-RA
OG0009478	Bevul.8G060100.1.p	Ds_00013991-RA
OG0009479	Bevul.8G094500.1.p	Ds_00004292-RA
OG0009481	Bevul.4G005800.1.p	Ds_00014075-RA
OG0009482	Bevul.9G187200.1.p	Ds_00012244-RA
OG0009485	Bevul.4G234500.1.p	Ds_00016290-RA
OG0009486	Bevul.4G129800.1.p	Ds_00002191-RA
OG0009487	Bevul.8G095200.1.p	Ds_00004289-RA
OG0009488	Bevul.1G135300.1.p, Bevul.9G165300.1.p	Ds_00010472-RA
OG0009489	Bevul.6G047600.1.p	Ds_00005413-RA
OG0009490	Bevul.4G068100.1.p	Ds_00007563-RA
OG0009492	Bevul.8G007200.1.p	Ds_00011488-RA
OG0009493	Bevul.4G078400.1.p	Ds_00017532-RA
OG0009495	Bevul.6G075300.1.p	Ds_00001428-RA
OG0009496	Bevul.9G024900.1.p, Bevul.9G024900.2.p	Ds_00009544-RA
OG0009497	Bevul.5G179600.1.p	Ds_00000687-RA
OG0009498	Bevul.9G000300.2.p, Bevul.9G000300.1.p	Ds_00017893-RA
OG0009499	Bevul.2G019100.1.p	Ds_00017129-RA
OG0009501	Bevul.2G010700.1.p	Ds_00003304-RA
OG0009502	Bevul.7G165500.1.p	Ds_00002334-RA, Ds_00017894-RA
OG0009503	Bevul.5G043600.1.p	Ds_00001337-RA
OG0009505	Bevul.9G188000.1.p	Ds_00000664-RA
OG0009506	Bevul.1G125800.1.p	Ds_00016472-RA
OG0009507	Bevul.4G175800.1.p	Ds_00000211-RA
OG0009508	Bevul.8G156400.1.p	Ds_00016447-RA
OG0009509	Bevul.8G109200.1.p	Ds_00012773-RA
OG0009510	Bevul.2G158400.1.p, Bevul.2G158400.2.p	Ds_00014601-RA, Ds_00014600-RA
OG0009511	Bevul.3G070600.1.p	Ds_00012987-RA
OG0009513	Bevul.2G247200.1.p	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA
OG0009514	Bevul.5G074100.1.p	Ds_00001381-RA
OG0009515	Bevul.8G165400.1.p	Ds_00007220-RA, Ds_00009651-RA
OG0009516	Bevul.8G199700.1.p	Ds_00000236-RA
OG0009517	Bevul.2G046600.1.p	Ds_00001537-RA
OG0009518	Bevul.1G178800.1.p	Ds_00004585-RA
OG0009519	Bevul.8G161900.1.p	Ds_00009662-RA
OG0009520	Bevul.6G161900.1.p, Bevul.8G121300.1.p	Ds_00007924-RA
OG0009521	Bevul.8G196800.1.p	Ds_00013047-RA
OG0009522	Bevul.4G159500.1.p	Ds_00007494-RA
OG0009523	Bevul.1G132600.1.p	Ds_00016852-RA
OG0009525	Bevul.8G130000.1.p	Ds_00016001-RA
OG0009527	Bevul.9G227500.1.p	Ds_00002186-RA
OG0009529	Bevul.5G040000.1.p	Ds_00002121-RA
OG0009530	Bevul.3G208600.1.p	Ds_00000441-RA, Ds_00002280-RA
OG0009531	Bevul.2G008100.1.p	Ds_00013640-RA, Ds_00013638-RA
OG0009532	Bevul.3G027300.1.p	Ds_00005600-RA
OG0009533	Bevul.9G204300.1.p	Ds_00000720-RA
OG0009534	Bevul.8G108300.1.p	Ds_00000429-RA
OG0009536	Bevul.9G140300.1.p	Ds_00007963-RA
OG0009537	Bevul.9G193900.1.p	Ds_00012010-RA
OG0009538	Bevul.4G093000.1.p	Ds_00014972-RA, Ds_00010460-RA
OG0009539	Bevul.5G236300.1.p	Ds_00010714-RA
OG0009540	Bevul.9G191900.1.p	Ds_00000665-RA
OG0009541	Bevul.1G167100.1.p	Ds_00004602-RA
OG0009543	Bevul.9G214800.1.p	Ds_00016055-RA
OG0009544	Bevul.8G152300.1.p	Ds_00009861-RA
OG0009546	Bevul.5G001600.1.p	Ds_00014626-RA
OG0009547	Bevul.3G233200.1.p	Ds_00015207-RA
OG0009548	Bevul.1G189100.1.p	Ds_00012506-RA
OG0009549	Bevul.2G094300.1.p	Ds_00016341-RA
OG0009550	Bevul.1G185500.1.p	Ds_00002809-RA
OG0009551	Bevul.8G177400.1.p	Ds_00015727-RA
OG0009552	Bevul.9G110700.1.p	Ds_00016924-RA
OG0009554	Bevul.1G150800.1.p	Ds_00005911-RA
OG0009555	Bevul.8G109500.1.p	Ds_00000463-RA
OG0009556	Bevul.2G126900.1.p	Ds_00003409-RA
OG0009558	Bevul.6G179100.1.p	Ds_00000760-RA, Ds_00010371-RA
OG0009559	Bevul.8G127400.1.p	Ds_00017288-RA
OG0009560	Bevul.8G170800.1.p	Ds_00015370-RA
OG0009561	Bevul.3G071100.1.p, Bevul.3G071200.1.p	Ds_00012054-RA, Ds_00012053-RA, Ds_00009951-RA
OG0009562	Bevul.2G113000.1.p	Ds_00017095-RA
OG0009563	Bevul.2G123000.1.p, Bevul.2G123000.3.p, Bevul.2G123000.2.p	Ds_00003391-RA
OG0009565	Bevul.8G208000.1.p	Ds_00007945-RA
OG0009566	Bevul.3G083300.1.p	Ds_00012012-RA
OG0009569	Bevul.8G122800.1.p	Ds_00007638-RA
OG0009570	Bevul.1G202700.1.p	Ds_00012543-RA
OG0009571	Bevul.7G152600.1.p	Ds_00010405-RA
OG0009572	Bevul.5G019400.1.p	Ds_00011904-RA
OG0009573	Bevul.3G035800.1.p	Ds_00001500-RA
OG0009574	Bevul.8G148800.1.p	Ds_00013304-RA
OG0009575	Bevul.2G156900.1.p, Bevul.2G156900.2.p	Ds_00016822-RA
OG0009576	Bevul.8G131800.1.p	Ds_00016011-RA
OG0009577	Bevul.4G004400.1.p	Ds_00004945-RA
OG0009578	Bevul.8G117700.1.p	Ds_00009814-RA
OG0009579	Bevul.8G134900.1.p, Bevul.2G137700.1.p	Ds_00003438-RA
OG0009580	Bevul.3G092500.1.p	Ds_00003369-RA
OG0009581	Bevul.9G047300.2.p, Bevul.9G047300.1.p	Ds_00001316-RA
OG0009582	Bevul.5G007000.1.p	Ds_00009047-RA
OG0009583	Bevul.9G185000.1.p, Bevul.9G185000.2.p	Ds_00000648-RA
OG0009585	Bevul.3G083800.1.p	Ds_00012011-RA
OG0009586	Bevul.5G008300.1.p	Ds_00001350-RA
OG0009587	Bevul.1G163900.1.p	Ds_00011300-RA
OG0009588	Bevul.8G181700.1.p	Ds_00015714-RA
OG0009589	Bevul.6G010200.1.p	Ds_00005367-RA
OG0009590	Bevul.5G051500.1.p	Ds_00000197-RA
OG0009594	Bevul.7G035100.1.p, Bevul.7G035100.2.p	Ds_00017160-RA
OG0009595	Bevul.5G116800.1.p	Ds_00014893-RA
OG0009597	Bevul.8G161100.1.p	Ds_00011457-RA
OG0009598	Bevul.4G026100.1.p	Ds_00006061-RA
OG0009599	Bevul.9G077500.1.p	Ds_00001165-RA, Ds_00001164-RA
OG0009602	Bevul.9G037700.1.p, Bevul.9G037700.3.p, Bevul.9G037700.2.p	Ds_00005228-RA, Ds_00004127-RA
OG0009604	Bevul.4G088700.1.p, Bevul.2G009800.1.p	Ds_00001682-RA
OG0009608	Bevul.8G096000.1.p	Ds_00004282-RA
OG0009609	Bevul.7G019900.1.p, Bevul.7G019900.2.p	Ds_00007333-RA
OG0009611	Bevul.4G072200.1.p	Ds_00001811-RA, Ds_00010121-RA
OG0009612	Bevul.5G178100.1.p	Ds_00013065-RA
OG0009613	Bevul.9G043000.1.p	Ds_00012989-RA
OG0009615	Bevul.4G091200.1.p	Ds_00006214-RA
OG0009616	Bevul.3G220600.1.p	Ds_00012643-RA
OG0009617	Bevul.5G057600.1.p	Ds_00011832-RA
OG0009618	Bevul.9G014700.1.p	Ds_00005149-RA
OG0009621	Bevul.2G185000.1.p	Ds_00008688-RA, Ds_00013857-RA
OG0009622	Bevul.9G185700.1.p	Ds_00003468-RA, Ds_00008621-RA
OG0009623	Bevul.2G220000.1.p, Bevul.2G220000.2.p, Bevul.2G222700.1.p	Ds_00008513-RA
OG0009624	Bevul.7G214800.1.p	Ds_00007515-RA
OG0009625	Bevul.7G173400.1.p	Ds_00007003-RA
OG0009627	Bevul.6G035900.1.p	Ds_00005429-RA
OG0009628	Bevul.8G039100.1.p	Ds_00004283-RA
OG0009630	Bevul.4G101900.1.p	Ds_00000936-RA
OG0009631	Bevul.2G182600.1.p	Ds_00013149-RA
OG0009632	Bevul.2G005200.1.p	Ds_00008349-RA
OG0009633	Bevul.4G228500.1.p	Ds_00014559-RA
OG0009634	Bevul.5G091700.1.p	Ds_00013519-RA
OG0009635	Bevul.8G133400.1.p	Ds_00000376-RA
OG0009636	Bevul.9G140600.2.p, Bevul.9G140600.1.p	Ds_00013020-RA
OG0009637	Bevul.4G083200.1.p	Ds_00006871-RA, Ds_00001830-RA
OG0009638	Bevul.5G058900.1.p	Ds_00017135-RA
OG0009639	Bevul.9G015600.1.p	Ds_00005868-RA, Ds_00009986-RA
OG0009640	Bevul.8G084600.1.p	Ds_00012749-RA
OG0009641	Bevul.3G118500.1.p	Ds_00009313-RA
OG0009642	Bevul.8G173400.1.p	Ds_00016330-RA
OG0009643	Bevul.7G219700.1.p	Ds_00006124-RA
OG0009645	Bevul.6G016700.1.p	Ds_00009388-RA, Ds_00017752-RA
OG0009647	Bevul.4G217500.1.p	Ds_00016797-RA
OG0009648	Bevul.2G043900.1.p	Ds_00012985-RA
OG0009649	Bevul.8G004100.1.p	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA
OG0009650	Bevul.9G105900.1.p	Ds_00008343-RA
OG0009651	Bevul.7G048900.1.p	Ds_00002032-RA, Ds_00013697-RA
OG0009652	Bevul.2G025800.1.p	Ds_00012469-RA
OG0009653	Bevul.9G053400.1.p	Ds_00005223-RA
OG0009654	Bevul.8G107900.1.p	Ds_00000396-RA
OG0009656	Bevul.4G250000.1.p	Ds_00005511-RA
OG0009657	Bevul.2G246700.1.p	Ds_00008693-RA
OG0009658	Bevul.9G023900.1.p, Bevul.9G022000.1.p	Ds_00006019-RA
