Orthogroup	B_vulgaris.proteins	L_sativa.proteins
OG0007835	Bevul.3G123900.1.p, Bevul.3G123800.1.p	Lsat_1_v5_gn_7_44120.1, Lsat_1_v5_gn_7_43980.1, Lsat_1_v5_gn_7_43980.3, Lsat_1_v5_gn_7_43920.1
OG0007836	Bevul.1G112100.1.p	Lsat_1_v5_gn_9_74041.1, Lsat_1_v5_gn_9_74041.3
OG0007837	Bevul.1G072800.1.p	Lsat_1_v5_gn_9_40961.1
OG0007838	Bevul.6G138400.1.p	Lsat_1_v5_gn_5_132260.2
OG0007839	Bevul.6G052400.1.p	Lsat_1_v5_gn_5_33201.1, Lsat_1_v5_gn_5_33201.3
OG0007840	Bevul.4G211500.1.p	Lsat_1_v5_gn_0_10780.1, Lsat_1_v5_gn_0_10780.3, Lsat_1_v5_gn_5_43200.1, Lsat_1_v5_gn_2_17480.1, Lsat_1_v5_gn_2_17480.2
OG0007841	Bevul.1G048400.1.p	Lsat_1_v5_gn_8_26041.3, Lsat_1_v5_gn_8_26041.1, Lsat_1_v5_gn_9_48241.3, Lsat_1_v5_gn_9_48241.1
OG0007842	Bevul.5G154500.1.p	Lsat_1_v5_gn_4_80320.2, Lsat_1_v5_gn_4_80320.1, Lsat_1_v5_gn_5_13681.2, Lsat_1_v5_gn_5_13681.1
OG0007843	Bevul.6G125000.1.p	Lsat_1_v5_gn_3_59640.3, Lsat_1_v5_gn_3_59640.4, Lsat_1_v5_gn_4_18480.1
OG0007844	Bevul.6G092000.1.p, Bevul.6G091900.1.p, Bevul.5G103600.1.p	Lsat_1_v5_gn_3_13280.1, Lsat_1_v5_gn_3_13220.1
OG0007845	Bevul.6G234800.1.p	Lsat_1_v5_gn_3_52100.1, Lsat_1_v5_gn_8_52681.1
OG0007846	Bevul.8G102900.1.p	Lsat_1_v5_gn_2_15380.1
OG0007847	Bevul.5G212400.1.p	Lsat_1_v5_gn_4_75321.1
OG0007848	Bevul.6G118600.1.p	Lsat_1_v5_gn_8_38141.1
OG0007849	Bevul.4G121900.1.p	Lsat_1_v5_gn_2_71721.2, Lsat_1_v5_gn_2_71721.1, Lsat_1_v5_gn_2_6720.1, Lsat_1_v5_gn_5_127001.1
OG0007850	Bevul.6G081200.1.p	Lsat_1_v5_gn_3_55960.1
OG0007851	Bevul.5G188100.1.p	Lsat_1_v5_gn_4_108500.1, Lsat_1_v5_gn_1_12900.1, Lsat_1_v5_gn_1_12900.2, Lsat_1_v5_gn_5_19580.1
OG0007852	Bevul.5G148800.1.p	Lsat_1_v5_gn_8_144301.1
OG0007853	Bevul.6G123400.1.p	Lsat_1_v5_gn_3_40660.1, Lsat_1_v5_gn_4_145001.4
OG0007854	Bevul.6G123700.1.p	Lsat_1_v5_gn_3_59981.3, Lsat_1_v5_gn_3_59981.4, Lsat_1_v5_gn_4_18881.1, Lsat_1_v5_gn_4_18881.3
OG0007856	Bevul.5G169700.1.p	Lsat_1_v5_gn_5_24121.2, Lsat_1_v5_gn_5_24121.1
OG0007857	Bevul.5G158500.1.p	Lsat_1_v5_gn_1_32681.1, Lsat_1_v5_gn_1_32681.3
OG0007858	Bevul.6G239100.1.p	Lsat_1_v5_gn_8_4521.1, Lsat_1_v5_gn_8_4521.2, Lsat_1_v5_gn_8_51801.3, Lsat_1_v5_gn_8_51801.2
OG0007859	Bevul.1G134100.1.p	Lsat_1_v5_gn_2_89540.3, Lsat_1_v5_gn_2_89540.1, Lsat_1_v5_gn_3_95981.1
OG0007860	Bevul.1G151400.1.p	Lsat_1_v5_gn_1_84721.2, Lsat_1_v5_gn_1_84721.1, Lsat_1_v5_gn_7_10760.1, Lsat_1_v5_gn_7_10760.2
OG0007862	Bevul.2G067400.1.p, Bevul.2G067400.3.p, Bevul.2G067400.2.p, Bevul.2G067400.4.p	Lsat_1_v5_gn_4_170180.1, Lsat_1_v5_gn_4_170180.2
OG0007863	Bevul.6G152700.1.p	Lsat_1_v5_gn_3_55001.1, Lsat_1_v5_gn_3_55021.3, Lsat_1_v5_gn_3_55021.1, Lsat_1_v5_gn_3_55021.4
OG0007864	Bevul.6G239300.1.p	Lsat_1_v5_gn_3_52761.1, Lsat_1_v5_gn_4_9981.1
OG0007866	Bevul.6G130100.1.p	Lsat_1_v5_gn_8_40841.1, Lsat_1_v5_gn_8_40841.3, Lsat_1_v5_gn_3_57100.1, Lsat_1_v5_gn_4_16381.1
OG0007867	Bevul.5G104200.1.p	Lsat_1_v5_gn_6_73320.1, Lsat_1_v5_gn_6_73320.3, Lsat_1_v5_gn_6_17681.1, Lsat_1_v5_gn_6_17681.3
OG0007868	Bevul.6G140000.1.p	Lsat_1_v5_gn_8_42761.1
OG0007869	Bevul.3G223800.1.p, Bevul.3G224100.1.p	Lsat_1_v5_gn_5_40140.1, Lsat_1_v5_gn_5_40140.3, Lsat_1_v5_gn_5_40140.2
OG0007870	Bevul.2G199800.1.p, Bevul.2G199800.2.p	Lsat_1_v5_gn_4_173421.1
OG0007871	Bevul.3G017300.1.p	Lsat_1_v5_gn_6_10740.1
OG0007872	Bevul.6G240000.1.p	Lsat_1_v5_gn_4_8641.1, Lsat_1_v5_gn_8_53841.1
OG0007873	Bevul.5G112600.1.p	Lsat_1_v5_gn_7_55681.1, Lsat_1_v5_gn_7_55681.3
OG0007875	Bevul.6G228900.1.p	Lsat_1_v5_gn_8_49341.1
OG0007876	Bevul.5G180400.1.p	Lsat_1_v5_gn_4_110280.1, Lsat_1_v5_gn_1_13640.1, Lsat_1_v5_gn_1_13640.3
OG0007877	Bevul.6G125500.1.p	Lsat_1_v5_gn_8_39080.3, Lsat_1_v5_gn_8_39080.1, Lsat_1_v5_gn_4_18400.1
OG0007878	Bevul.3G177400.1.p	Lsat_1_v5_gn_1_31320.2, Lsat_1_v5_gn_1_31320.3, Lsat_1_v5_gn_1_31320.1
OG0007879	Bevul.6G129600.1.p	Lsat_1_v5_gn_4_15820.1, Lsat_1_v5_gn_5_163161.1
OG0007880	Bevul.5G166200.1.p	Lsat_1_v5_gn_4_115841.1
OG0007881	Bevul.1G070900.1.p	Lsat_1_v5_gn_0_10320.1
OG0007882	Bevul.2G070400.1.p	Lsat_1_v5_gn_4_170261.1
OG0007883	Bevul.6G044100.1.p	Lsat_1_v5_gn_5_35380.2, Lsat_1_v5_gn_5_35380.1
OG0007884	Bevul.5G087600.1.p	Lsat_1_v5_gn_6_64781.2, Lsat_1_v5_gn_6_64781.1
OG0007885	Bevul.2G004600.1.p	Lsat_1_v5_gn_5_62121.2, Lsat_1_v5_gn_5_62121.1, Lsat_1_v5_gn_6_15660.1, Lsat_1_v5_gn_6_15660.3, Lsat_1_v5_gn_6_15660.2
OG0007886	Bevul.5G074600.1.p	Lsat_1_v5_gn_6_94140.2, Lsat_1_v5_gn_6_94140.1
OG0007887	Bevul.1G143100.1.p	Lsat_1_v5_gn_2_91781.1, Lsat_1_v5_gn_4_182740.1
OG0007889	Bevul.5G179700.1.p	Lsat_1_v5_gn_0_10501.3, Lsat_1_v5_gn_0_10501.1
OG0007890	Bevul.6G070500.1.p	Lsat_1_v5_gn_4_81240.1
OG0007891	Bevul.4G124400.1.p	Lsat_1_v5_gn_5_112341.1, Lsat_1_v5_gn_5_112341.3, Lsat_1_v5_gn_7_86880.1
OG0007892	Bevul.1G094500.1.p	Lsat_1_v5_gn_4_31381.1, Lsat_1_v5_gn_4_31280.2, Lsat_1_v5_gn_4_31280.1
OG0007893	Bevul.2G037100.1.p	Lsat_1_v5_gn_8_48901.3, Lsat_1_v5_gn_8_48901.1
OG0007894	Bevul.5G104900.1.p	Lsat_1_v5_gn_6_15280.1, Lsat_1_v5_gn_3_23101.3, Lsat_1_v5_gn_3_23101.1
OG0007895	Bevul.3G014000.1.p	Lsat_1_v5_gn_6_4040.1, Lsat_1_v5_gn_6_4040.4, Lsat_1_v5_gn_6_4040.2, Lsat_1_v5_gn_6_4040.3
OG0007896	Bevul.5G168400.1.p	Lsat_1_v5_gn_1_15781.4, Lsat_1_v5_gn_1_15781.2, Lsat_1_v5_gn_1_15781.3
OG0007897	Bevul.2G070800.1.p	Lsat_1_v5_gn_2_87781.3, Lsat_1_v5_gn_2_87781.1
OG0007898	Bevul.2G151800.1.p	Lsat_1_v5_gn_3_31061.1, Lsat_1_v5_gn_3_31061.3, Lsat_1_v5_gn_3_31061.2
OG0007899	Bevul.2G058400.1.p	Lsat_1_v5_gn_3_100480.1, Lsat_1_v5_gn_2_88900.1, Lsat_1_v5_gn_5_151601.1, Lsat_1_v5_gn_2_88900.2
OG0007900	Bevul.5G196300.1.p	Lsat_1_v5_gn_4_107361.2, Lsat_1_v5_gn_4_107361.1
OG0007901	Bevul.6G183600.1.p	Lsat_1_v5_gn_3_49600.1, Lsat_1_v5_gn_4_95161.2, Lsat_1_v5_gn_4_95161.1, Lsat_1_v5_gn_4_84060.3, Lsat_1_v5_gn_4_84060.1
OG0007902	Bevul.5G166900.1.p	Lsat_1_v5_gn_5_25080.1, Lsat_1_v5_gn_5_25080.3, Lsat_1_v5_gn_5_25080.4
OG0007903	Bevul.4G159900.1.p	Lsat_1_v5_gn_4_23401.2, Lsat_1_v5_gn_4_23401.1
OG0007904	Bevul.2G207400.2.p, Bevul.2G207400.1.p	Lsat_1_v5_gn_4_156301.2, Lsat_1_v5_gn_4_156301.3, Lsat_1_v5_gn_4_156301.1
OG0007905	Bevul.8G103100.1.p	Lsat_1_v5_gn_2_15080.2, Lsat_1_v5_gn_2_15080.1, Lsat_1_v5_gn_2_15080.4, Lsat_1_v5_gn_2_15080.3, Lsat_1_v5_gn_9_124440.1
OG0007906	Bevul.7G159900.1.p	Lsat_1_v5_gn_1_65361.5, Lsat_1_v5_gn_1_65361.1, Lsat_1_v5_gn_5_178620.2, Lsat_1_v5_gn_5_178620.1
OG0007907	Bevul.9G002000.1.p	Lsat_1_v5_gn_3_33921.1, Lsat_1_v5_gn_3_33921.3
OG0007908	Bevul.1G085400.1.p	Lsat_1_v5_gn_7_4680.1, Lsat_1_v5_gn_7_4680.2
OG0007909	Bevul.8G200000.1.p	Lsat_1_v5_gn_6_110601.1, Lsat_1_v5_gn_4_181880.1, Lsat_1_v5_gn_4_181880.2
OG0007910	Bevul.6G229000.1.p	Lsat_1_v5_gn_4_10361.1, Lsat_1_v5_gn_3_51801.1, Lsat_1_v5_gn_3_51801.3, Lsat_1_v5_gn_8_49220.1, Lsat_1_v5_gn_8_49200.1, Lsat_1_v5_gn_8_49240.1, Lsat_1_v5_gn_8_49260.1
OG0007911	Bevul.4G035400.1.p	Lsat_1_v5_gn_7_109440.2, Lsat_1_v5_gn_7_109440.1, Lsat_1_v5_gn_1_1820.1
OG0007912	Bevul.1G212800.1.p	Lsat_1_v5_gn_7_78601.1, Lsat_1_v5_gn_9_119321.2, Lsat_1_v5_gn_9_119321.1
OG0007913	Bevul.5G167100.1.p	Lsat_1_v5_gn_5_25060.1, Lsat_1_v5_gn_5_25060.2
OG0007914	Bevul.8G085900.1.p, Bevul.5G187400.1.p	Lsat_1_v5_gn_9_45660.1, Lsat_1_v5_gn_9_45660.2, Lsat_1_v5_gn_4_108821.1
OG0007915	Bevul.5G214500.1.p	Lsat_1_v5_gn_6_83720.1, Lsat_1_v5_gn_6_83720.3
OG0007916	Bevul.2G073700.3.p, Bevul.2G073700.2.p, Bevul.2G073700.1.p	Lsat_1_v5_gn_5_7901.3, Lsat_1_v5_gn_5_7901.1
OG0007917	Bevul.5G090500.1.p	Lsat_1_v5_gn_6_79800.1, Lsat_1_v5_gn_3_17981.1
OG0007918	Bevul.2G204900.1.p	Lsat_1_v5_gn_4_154881.1
OG0007919	Bevul.6G114700.1.p	Lsat_1_v5_gn_3_61200.1, Lsat_1_v5_gn_3_61200.2
OG0007920	Bevul.5G174400.1.p	Lsat_1_v5_gn_8_42700.1
OG0007921	Bevul.5G080500.1.p	Lsat_1_v5_gn_6_89421.1, Lsat_1_v5_gn_6_68181.1
OG0007922	Bevul.2G169600.1.p, Bevul.2G169600.2.p	Lsat_1_v5_gn_2_86420.2, Lsat_1_v5_gn_2_86420.1
OG0007923	Bevul.2G165500.1.p, Bevul.2G165500.3.p, Bevul.2G165500.2.p, Bevul.2G165500.4.p, Bevul.2G165500.5.p	Lsat_1_v5_gn_6_15181.1, Lsat_1_v5_gn_6_15181.3
OG0007924	Bevul.5G146800.1.p	Lsat_1_v5_gn_8_144760.1, Lsat_1_v5_gn_8_144760.2
OG0007926	Bevul.5G142600.1.p	Lsat_1_v5_gn_3_114081.1, Lsat_1_v5_gn_3_114081.2
OG0007927	Bevul.4G042000.1.p	Lsat_1_v5_gn_7_109521.4, Lsat_1_v5_gn_7_109521.1
OG0007929	Bevul.2G191800.1.p	Lsat_1_v5_gn_4_115801.1
OG0007932	Bevul.3G067100.1.p	Lsat_1_v5_gn_2_132740.3, Lsat_1_v5_gn_2_132740.2, Lsat_1_v5_gn_2_132740.1
OG0007933	Bevul.8G117200.1.p	Lsat_1_v5_gn_9_32301.1
OG0007934	Bevul.6G189600.1.p	Lsat_1_v5_gn_8_153841.1, Lsat_1_v5_gn_8_153841.2, Lsat_1_v5_gn_8_153841.3
OG0007935	Bevul.3G029100.1.p	Lsat_1_v5_gn_2_135541.2, Lsat_1_v5_gn_2_135541.1
OG0007938	Bevul.5G231900.1.p	Lsat_1_v5_gn_8_56580.1, Lsat_1_v5_gn_8_56580.3
OG0007939	Bevul.9G114700.3.p, Bevul.9G114700.4.p, Bevul.9G114700.2.p, Bevul.9G114700.1.p	Lsat_1_v5_gn_4_96620.1, Lsat_1_v5_gn_1_36661.1, Lsat_1_v5_gn_1_36661.3
OG0007941	Bevul.9G061600.1.p	Lsat_1_v5_gn_2_35801.1
OG0007943	Bevul.1G165100.1.p	Lsat_1_v5_gn_4_36440.1, Lsat_1_v5_gn_4_36440.3
OG0007977	Bevul.8G091300.1.p	Lsat_1_v5_gn_7_27640.1
OG0007978	Bevul.6G029600.1.p	Lsat_1_v5_gn_4_146761.3, Lsat_1_v5_gn_4_146761.1
OG0007979	Bevul.3G151800.1.p, Bevul.2G027600.1.p	Lsat_1_v5_gn_9_70121.1, Lsat_1_v5_gn_2_112960.3, Lsat_1_v5_gn_2_112960.1, Lsat_1_v5_gn_2_112960.2
OG0007980	Bevul.3G195400.1.p	Lsat_1_v5_gn_9_29020.1, Lsat_1_v5_gn_9_29121.3, Lsat_1_v5_gn_9_29121.1
OG0007981	Bevul.4G207100.1.p	Lsat_1_v5_gn_2_17180.3, Lsat_1_v5_gn_2_17180.1, Lsat_1_v5_gn_2_17180.2
OG0007982	Bevul.7G027200.1.p	Lsat_1_v5_gn_5_164821.1
OG0007983	Bevul.3G225100.1.p	Lsat_1_v5_gn_6_57140.1, Lsat_1_v5_gn_6_57140.3, Lsat_1_v5_gn_6_57060.1
OG0007984	Bevul.6G108500.1.p	Lsat_1_v5_gn_5_117740.1, Lsat_1_v5_gn_5_117740.2
OG0007987	Bevul.4G199700.1.p	Lsat_1_v5_gn_9_123961.3
OG0007988	Bevul.3G197000.1.p	Lsat_1_v5_gn_8_81521.1, Lsat_1_v5_gn_9_31241.1, Lsat_1_v5_gn_9_30801.3, Lsat_1_v5_gn_9_30801.1, Lsat_1_v5_gn_9_30821.2, Lsat_1_v5_gn_9_30821.1
OG0007989	Bevul.3G154500.1.p	Lsat_1_v5_gn_3_24181.3, Lsat_1_v5_gn_3_24181.2, Lsat_1_v5_gn_3_24181.1
OG0007991	Bevul.4G164000.1.p	Lsat_1_v5_gn_5_104100.1, Lsat_1_v5_gn_9_122281.3, Lsat_1_v5_gn_9_122281.1
OG0007992	Bevul.7G172900.1.p, Bevul.7G172800.1.p	Lsat_1_v5_gn_5_135221.1, Lsat_1_v5_gn_5_135221.3
OG0007993	Bevul.7G124700.1.p	Lsat_1_v5_gn_5_179340.1, Lsat_1_v5_gn_5_179340.3
OG0007994	Bevul.3G169200.1.p	Lsat_1_v5_gn_5_103240.3, Lsat_1_v5_gn_5_103240.1, Lsat_1_v5_gn_5_103240.2
OG0007995	Bevul.2G038400.2.p, Bevul.2G038400.3.p, Bevul.2G038400.1.p	Lsat_1_v5_gn_1_117041.2, Lsat_1_v5_gn_1_117041.3, Lsat_1_v5_gn_1_117041.1
OG0007996	Bevul.7G077600.1.p	Lsat_1_v5_gn_5_187740.1
OG0007997	Bevul.4G208800.1.p	Lsat_1_v5_gn_9_49041.1
OG0007998	Bevul.3G000600.1.p	Lsat_1_v5_gn_1_44040.1, Lsat_1_v5_gn_1_44040.3
OG0007999	Bevul.1G022100.1.p, Bevul.1G022200.1.p, Bevul.1G021800.1.p	Lsat_1_v5_gn_3_74560.1, Lsat_1_v5_gn_3_74560.2
OG0008000	Bevul.3G102800.1.p	Lsat_1_v5_gn_1_77900.1
OG0008001	Bevul.3G034100.1.p	Lsat_1_v5_gn_1_20241.1, Lsat_1_v5_gn_1_20241.4
OG0008002	Bevul.2G131200.1.p	Lsat_1_v5_gn_5_187560.1, Lsat_1_v5_gn_5_187560.3
OG0008003	Bevul.4G242400.1.p	Lsat_1_v5_gn_1_68000.2, Lsat_1_v5_gn_1_68000.1, Lsat_1_v5_gn_6_49801.2, Lsat_1_v5_gn_6_49801.4, Lsat_1_v5_gn_6_49801.1
OG0008004	Bevul.3G148600.1.p	Lsat_1_v5_gn_7_66001.3, Lsat_1_v5_gn_7_66001.1, Lsat_1_v5_gn_7_66001.2
OG0008006	Bevul.5G252000.1.p	Lsat_1_v5_gn_8_165301.1
OG0008007	Bevul.7G049800.3.p, Bevul.7G049800.1.p, Bevul.7G049800.4.p, Bevul.7G049800.2.p	Lsat_1_v5_gn_2_30721.1, Lsat_1_v5_gn_2_30721.3
OG0008008	Bevul.3G195300.1.p	Lsat_1_v5_gn_9_29041.3, Lsat_1_v5_gn_9_29041.1, Lsat_1_v5_gn_5_161461.1
OG0008009	Bevul.3G151500.1.p	Lsat_1_v5_gn_8_20140.1, Lsat_1_v5_gn_5_112181.1, Lsat_1_v5_gn_8_20140.2
OG0008010	Bevul.6G070000.1.p	Lsat_1_v5_gn_4_142741.1, Lsat_1_v5_gn_5_43821.3, Lsat_1_v5_gn_5_43821.1
OG0008011	Bevul.5G259000.1.p	Lsat_1_v5_gn_9_6521.5
OG0008012	Bevul.4G234100.1.p	Lsat_1_v5_gn_6_25301.1, Lsat_1_v5_gn_6_25301.3
OG0008013	Bevul.4G249700.1.p	Lsat_1_v5_gn_6_52740.1
OG0008015	Bevul.1G091600.1.p	Lsat_1_v5_gn_2_31480.1, Lsat_1_v5_gn_2_31480.3
OG0008016	Bevul.3G234200.1.p	Lsat_1_v5_gn_2_46500.1
OG0008018	Bevul.4G211000.1.p	Lsat_1_v5_gn_3_24661.1
OG0008019	Bevul.7G226300.1.p	Lsat_1_v5_gn_1_59220.1, Lsat_1_v5_gn_6_38921.3, Lsat_1_v5_gn_2_59400.1
OG0008021	Bevul.4G210300.1.p	Lsat_1_v5_gn_3_109720.1, Lsat_1_v5_gn_3_109720.3
OG0008022	Bevul.3G170600.1.p, Bevul.7G102700.1.p	Lsat_1_v5_gn_0_4860.2, Lsat_1_v5_gn_0_4860.3, Lsat_1_v5_gn_0_4860.1
OG0008023	Bevul.5G251400.1.p	Lsat_1_v5_gn_3_140860.1, Lsat_1_v5_gn_3_140860.3, Lsat_1_v5_gn_3_140860.2
OG0008024	Bevul.5G251600.1.p	Lsat_1_v5_gn_8_166381.2
OG0008026	Bevul.4G171600.1.p	Lsat_1_v5_gn_2_17440.1, Lsat_1_v5_gn_2_17440.3
OG0008028	Bevul.3G124400.1.p	Lsat_1_v5_gn_6_118301.1, Lsat_1_v5_gn_6_118301.2
OG0008029	Bevul.2G241300.1.p, Bevul.2G241300.4.p, Bevul.2G241300.2.p, Bevul.2G241300.3.p, Bevul.2G241300.5.p, Bevul.2G241300.6.p	Lsat_1_v5_gn_6_78141.1
OG0008030	Bevul.7G228700.1.p	Lsat_1_v5_gn_6_40461.1, Lsat_1_v5_gn_1_61681.1
OG0008031	Bevul.3G165200.1.p	Lsat_1_v5_gn_1_76041.3, Lsat_1_v5_gn_1_76041.1
OG0008032	Bevul.3G173000.1.p	Lsat_1_v5_gn_6_36901.1
OG0008033	Bevul.5G056300.1.p	Lsat_1_v5_gn_8_103380.1
OG0008034	Bevul.3G128800.1.p	Lsat_1_v5_gn_1_40460.2, Lsat_1_v5_gn_1_40460.1, Lsat_1_v5_gn_1_40420.1
OG0008035	Bevul.4G212600.1.p	Lsat_1_v5_gn_0_14661.1
OG0008036	Bevul.5G083600.1.p	Lsat_1_v5_gn_1_1860.1, Lsat_1_v5_gn_1_1860.3
OG0008037	Bevul.2G089300.1.p, Bevul.2G089300.2.p	Lsat_1_v5_gn_7_110801.2, Lsat_1_v5_gn_7_110801.1, Lsat_1_v5_gn_7_110801.3
OG0008039	Bevul.4G183100.1.p	Lsat_1_v5_gn_3_109781.1
OG0008040	Bevul.5G108600.1.p	Lsat_1_v5_gn_6_17480.1, Lsat_1_v5_gn_6_17480.3
OG0008042	Bevul.2G037300.2.p, Bevul.2G037300.1.p	Lsat_1_v5_gn_3_68340.1
OG0008044	Bevul.1G125000.1.p	Lsat_1_v5_gn_6_59920.2
OG0008044	Bevul.1G133100.1.p	Lsat_1_v5_gn_6_59920.1
OG0008045	Bevul.4G133000.1.p	Lsat_1_v5_gn_2_64421.1, Lsat_1_v5_gn_2_64421.2
OG0008046	Bevul.9G142200.1.p	Lsat_1_v5_gn_3_37780.1
OG0008047	Bevul.5G110800.1.p	Lsat_1_v5_gn_6_33480.1, Lsat_1_v5_gn_6_33480.3
OG0008048	Bevul.4G210100.1.p	Lsat_1_v5_gn_8_2121.1
OG0008049	Bevul.5G121800.1.p	Lsat_1_v5_gn_1_55260.1, Lsat_1_v5_gn_1_55260.2, Lsat_1_v5_gn_2_103620.3, Lsat_1_v5_gn_2_103620.1
OG0008050	Bevul.6G119300.1.p	Lsat_1_v5_gn_9_15660.1, Lsat_1_v5_gn_5_176000.1
OG0008051	Bevul.4G073600.1.p	Lsat_1_v5_gn_2_30820.1, Lsat_1_v5_gn_2_30820.2, Lsat_1_v5_gn_2_30820.3
OG0008052	Bevul.7G000500.2.p, Bevul.7G000500.1.p	Lsat_1_v5_gn_9_39880.1
OG0008053	Bevul.5G256100.1.p	Lsat_1_v5_gn_9_4760.1, Lsat_1_v5_gn_9_4760.3
OG0008054	Bevul.5G223800.1.p	Lsat_1_v5_gn_9_16300.1
OG0008055	Bevul.7G087300.2.p, Bevul.7G087300.1.p	Lsat_1_v5_gn_3_37940.2, Lsat_1_v5_gn_3_37940.1
OG0008056	Bevul.4G156100.1.p	Lsat_1_v5_gn_9_86101.2, Lsat_1_v5_gn_9_86101.1
OG0008057	Bevul.7G061300.1.p	Lsat_1_v5_gn_1_54021.1, Lsat_1_v5_gn_1_54021.2
OG0008058	Bevul.1G010400.1.p	Lsat_1_v5_gn_6_108441.1
OG0008059	Bevul.4G244200.1.p	Lsat_1_v5_gn_2_101421.1, Lsat_1_v5_gn_1_68420.1
OG0008061	Bevul.3G057900.1.p	Lsat_1_v5_gn_6_116281.1, Lsat_1_v5_gn_6_116281.3
OG0008062	Bevul.5G232700.1.p	Lsat_1_v5_gn_8_56660.1
OG0008063	Bevul.8G159600.1.p	Lsat_1_v5_gn_5_91501.1
OG0008064	Bevul.4G178400.1.p	Lsat_1_v5_gn_3_126201.3
OG0008066	Bevul.1G065200.1.p	Lsat_1_v5_gn_6_112600.1, Lsat_1_v5_gn_4_135401.1, Lsat_1_v5_gn_4_135401.3
OG0008067	Bevul.6G157100.1.p	Lsat_1_v5_gn_5_104280.1, Lsat_1_v5_gn_5_104280.2
OG0008068	Bevul.3G227900.1.p	Lsat_1_v5_gn_1_20080.2, Lsat_1_v5_gn_1_20080.1, Lsat_1_v5_gn_5_57660.1
OG0008069	Bevul.6G003900.1.p	Lsat_1_v5_gn_4_164980.1
OG0008071	Bevul.3G026800.1.p	Lsat_1_v5_gn_5_29281.1
OG0008072	Bevul.6G225300.1.p	Lsat_1_v5_gn_2_82261.3, Lsat_1_v5_gn_2_82261.1
OG0008074	Bevul.4G094200.1.p	Lsat_1_v5_gn_7_72140.1
OG0008075	Bevul.1G107500.1.p	Lsat_1_v5_gn_6_104200.2, Lsat_1_v5_gn_6_104200.1
OG0008076	Bevul.9G072400.1.p	Lsat_1_v5_gn_3_40860.1, Lsat_1_v5_gn_3_40860.2, Lsat_1_v5_gn_4_68780.1
OG0008077	Bevul.9G174000.2.p, Bevul.9G174000.1.p	Lsat_1_v5_gn_7_86840.1
OG0008078	Bevul.9G145100.1.p	Lsat_1_v5_gn_9_117420.1
OG0008079	Bevul.1G100600.1.p	Lsat_1_v5_gn_6_103020.1
OG0008080	Bevul.9G187600.1.p	Lsat_1_v5_gn_3_52161.1, Lsat_1_v5_gn_3_52161.3
OG0008081	Bevul.9G177200.1.p	Lsat_1_v5_gn_7_90001.1
OG0008082	Bevul.9G046600.1.p, Bevul.6G158400.1.p, Bevul.6G158500.1.p	Lsat_1_v5_gn_5_105901.3, Lsat_1_v5_gn_5_105901.1
OG0008083	Bevul.1G112300.1.p	Lsat_1_v5_gn_1_1800.1
OG0008084	Bevul.6G020800.1.p	Lsat_1_v5_gn_3_76040.2, Lsat_1_v5_gn_3_76040.1, Lsat_1_v5_gn_3_76040.3
OG0008085	Bevul.6G069900.1.p	Lsat_1_v5_gn_5_43320.1, Lsat_1_v5_gn_5_43280.1, Lsat_1_v5_gn_5_43240.1, Lsat_1_v5_gn_5_43140.1, Lsat_1_v5_gn_5_43380.1, Lsat_1_v5_gn_5_43760.1
OG0008086	Bevul.1G202300.1.p	Lsat_1_v5_gn_0_7900.1, Lsat_1_v5_gn_0_7900.3
OG0008087	Bevul.1G004600.1.p	Lsat_1_v5_gn_4_130821.1, Lsat_1_v5_gn_6_112441.1, Lsat_1_v5_gn_6_112441.2
OG0008088	Bevul.1G011700.1.p	Lsat_1_v5_gn_9_79341.1
OG0008089	Bevul.6G016900.1.p	Lsat_1_v5_gn_2_80060.1, Lsat_1_v5_gn_2_80060.3, Lsat_1_v5_gn_4_158441.1, Lsat_1_v5_gn_3_85800.1
OG0008090	Bevul.6G018800.1.p	Lsat_1_v5_gn_2_76261.1
OG0008091	Bevul.6G096300.1.p	Lsat_1_v5_gn_2_66121.3, Lsat_1_v5_gn_2_66121.1, Lsat_1_v5_gn_2_66121.2
OG0008092	Bevul.6G096800.1.p	Lsat_1_v5_gn_5_44161.1, Lsat_1_v5_gn_5_44161.2
OG0008094	Bevul.9G207800.3.p, Bevul.9G207800.4.p, Bevul.9G207800.2.p, Bevul.9G207800.1.p	Lsat_1_v5_gn_7_79220.1, Lsat_1_v5_gn_7_79220.4
OG0008095	Bevul.1G114500.1.p	Lsat_1_v5_gn_8_41620.1
OG0008096	Bevul.9G097200.1.p	Lsat_1_v5_gn_5_109420.1
OG0008097	Bevul.1G008500.1.p	Lsat_1_v5_gn_9_75781.1
OG0008098	Bevul.1G051900.1.p	Lsat_1_v5_gn_4_123061.1, Lsat_1_v5_gn_4_123061.2, Lsat_1_v5_gn_6_114160.3, Lsat_1_v5_gn_6_114160.1
OG0008099	Bevul.5G199700.1.p	Lsat_1_v5_gn_2_89360.1, Lsat_1_v5_gn_3_99860.3, Lsat_1_v5_gn_3_99860.1
OG0008100	Bevul.8G107000.1.p	Lsat_1_v5_gn_5_9161.3, Lsat_1_v5_gn_5_9161.2, Lsat_1_v5_gn_5_9161.1
OG0008101	Bevul.6G087800.1.p	Lsat_1_v5_gn_5_173401.2, Lsat_1_v5_gn_5_173401.1, Lsat_1_v5_gn_3_78681.1
OG0008102	Bevul.9G125200.1.p	Lsat_1_v5_gn_8_121900.1, Lsat_1_v5_gn_8_121900.3
