Orthogroup	S_lycopersicum.proteins	A_vesiculosa.proteins
OG0009736	Solyc02g084240.3.1	Av_00011701-RA, Av_00016314-RA
OG0009738	Solyc01g080350.3.1	Av_00000640-RA, Av_00020460-RA
OG0009739	Solyc03g005620.3.1, Solyc09g090320.2.1	Av_00023912-RA, Av_00001528-RA
OG0009741	Solyc07g045140.3.1	Av_00012762-RA
OG0009742	Solyc01g104310.3.1	Av_00016299-RA
OG0009743	Solyc01g110550.3.1	Av_00004543-RA
OG0009745	Solyc11g042620.2.1	Av_00001120-RA
OG0009746	Solyc11g040370.2.1	Av_00020911-RA, Av_00006276-RA
OG0009747	Solyc12g056030.2.1	Av_00008797-RA
OG0009749	Solyc01g111140.3.1	Av_00004279-RA
OG0009750	Solyc01g109960.3.1	Av_00009890-RA, Av_00011094-RA
OG0009751	Solyc05g014310.3.1	Av_00000256-RA
OG0009752	Solyc10g081050.1.1	Av_00007756-RA, Av_00000280-RA, Av_00023337-RA, Av_00020248-RA
OG0009753	Solyc08g078695.1.1	Av_00010361-RA
OG0009754	Solyc04g077040.3.1, Solyc04g077030.3.1	Av_00022303-RA
OG0009756	Solyc03g097160.3.1	Av_00023899-RA
OG0009757	Solyc02g005210.3.1	Av_00018860-RA
OG0009758	Solyc05g014790.3.1	Av_00002633-RA
OG0009759	Solyc05g013960.3.1	Av_00021005-RA, Av_00020176-RA
OG0009760	Solyc06g065180.3.1	Av_00023879-RA, Av_00019718-RA, Av_00014615-RA
OG0009761	Solyc12g095800.2.1	Av_00007426-RA, Av_00003749-RA
OG0009762	Solyc01g094190.3.1	Av_00000048-RA
OG0009763	Solyc09g072820.3.1	Av_00002198-RA
OG0009764	Solyc05g012700.3.1	Av_00002767-RA, Av_00005197-RA
OG0009765	Solyc04g015450.3.1	Av_00006686-RA
OG0009767	Solyc11g042640.2.1	Av_00008369-RA
OG0009768	Solyc09g065690.3.1	Av_00019969-RA
OG0009769	Solyc08g042010.3.1	Av_00010094-RA
OG0009773	Solyc11g005820.1.1	Av_00014992-RA, Av_00015002-RA, Av_00012388-RA, Av_00009280-RA
OG0009774	Solyc11g042430.2.1	Av_00008040-RA
OG0009775	Solyc12g016210.2.1	Av_00021454-RA
OG0009776	Solyc09g075970.3.1	Av_00024968-RA
OG0009777	Solyc02g062430.3.1	Av_00021379-RA
OG0009778	Solyc01g097600.2.1	Av_00021214-RA
OG0009779	Solyc08g007950.3.1	Av_00005471-RA
OG0009780	Solyc04g082330.3.1	Av_00021610-RA
OG0009781	Solyc06g084483.1.1, Solyc06g084500.3.1	Av_00011610-RA
OG0009782	Solyc08g082930.2.1	Av_00021981-RA
OG0009783	Solyc08g007380.3.1	Av_00010359-RA, Av_00010358-RA
OG0009784	Solyc06g053770.3.1	Av_00002379-RA, Av_00018843-RA
OG0009786	Solyc04g082390.3.1	Av_00009013-RA
OG0009787	Solyc03g116847.1.1, Solyc06g068480.3.1	Av_00010041-RA
OG0009788	Solyc05g014540.3.1	Av_00007744-RA
OG0009789	Solyc05g054910.3.1	Av_00004376-RA, Av_00008209-RA
OG0009790	Solyc11g017430.2.1	Av_00022274-RA
OG0009791	Solyc09g064380.3.1	Av_00002215-RA
OG0009792	Solyc01g104040.3.1	Av_00021670-RA
OG0009793	Solyc02g065805.1.1, Solyc02g066800.2.1, Solyc02g088930.3.1	Av_00001382-RA, Av_00024049-RA
OG0009794	Solyc02g088470.1.1	Av_00007429-RA, Av_00003745-RA
OG0009795	Solyc02g091190.3.1	Av_00015595-RA
OG0009796	Solyc03g096960.3.1	Av_00009508-RA, Av_00018893-RA
OG0009797	Solyc03g098600.3.1	Av_00020091-RA, Av_00019600-RA
OG0009798	Solyc03g114780.3.1	Av_00024883-RA
OG0009799	Solyc04g009200.3.1	Av_00013820-RA, Av_00011220-RA
OG0009800	Solyc06g069390.3.1	Av_00005229-RA, Av_00002739-RA
OG0009801	Solyc01g105130.3.1	Av_00011394-RA
OG0009802	Solyc09g097840.2.1	Av_00014429-RA, Av_00001243-RA
OG0009803	Solyc05g007190.4.1	Av_00024301-RA
OG0009804	Solyc05g007090.3.1	Av_00015505-RA
OG0009805	Solyc10g080320.2.1, Solyc10g080330.2.1	Av_00009958-RA
OG0009806	Solyc10g079850.2.1	Av_00022116-RA
OG0009807	Solyc06g071010.3.1	Av_00009302-RA
OG0009808	Solyc05g013060.3.1	Av_00020888-RA
OG0009809	Solyc09g059520.3.1	Av_00000264-RA, Av_00007762-RA, Av_00002573-RA
OG0009810	Solyc05g008000.3.1	Av_00007773-RA, Av_00000277-RA
OG0009811	Solyc03g112900.3.1, Solyc07g007450.3.1	Av_00017701-RA, Av_00001712-RA
OG0009812	Solyc08g076090.3.1, Solyc00g114550.1.1	Av_00024186-RA, Av_00022815-RA
OG0009814	Solyc03g119120.3.1	Av_00016804-RA
OG0009816	Solyc03g019930.3.1	Av_00015396-RA
OG0009817	Solyc08g007130.3.1, Solyc08g077530.3.1	Av_00023991-RA, Av_00015542-RA
OG0009818	Solyc05g012690.3.1	Av_00024192-RA
OG0009819	Solyc11g068820.2.1	Av_00011611-RA
OG0009820	Solyc03g112820.3.1	Av_00013848-RA
OG0009821	Solyc08g080850.3.1	Av_00013802-RA
OG0009823	Solyc02g089820.3.1	Av_00003905-RA, Av_00005754-RA, Av_00012211-RA
OG0009825	Solyc04g008340.2.1	Av_00007665-RA
OG0009826	Solyc04g045620.3.1	Av_00024205-RA
OG0009828	Solyc05g010670.3.1	Av_00002741-RA, Av_00005227-RA
OG0009829	Solyc05g012340.3.1	Av_00007579-RA, Av_00006388-RA
OG0009831	Solyc05g006940.3.1	Av_00015500-RA
OG0009832	Solyc04g008030.2.1	Av_00006326-RA
OG0009833	Solyc05g006530.3.1	Av_00023090-RA, Av_00015495-RA
OG0009834	Solyc05g008230.3.1, Solyc04g007640.3.1	Av_00007775-RA, Av_00000254-RA, Av_00018445-RA, Av_00002583-RA
OG0009835	Solyc02g065580.3.1	Av_00019938-RA
OG0009836	Solyc08g077980.3.1	Av_00021362-RA
OG0009837	Solyc02g078970.3.1	Av_00005320-RA, Av_00002676-RA
OG0009838	Solyc02g069840.3.1, Solyc09g055460.2.1	Av_00020557-RA
OG0009839	Solyc05g007680.1.1	Av_00016971-RA
OG0009840	Solyc06g060850.3.1, Solyc08g078140.3.1	Av_00003001-RA
OG0009841	Solyc06g069650.3.1, Solyc03g115610.3.1	Av_00001776-RA, Av_00013775-RA
OG0009842	Solyc01g010440.3.1	Av_00007538-RA, Av_00006432-RA, Av_00005287-RA
OG0009843	Solyc05g012870.1.1, Solyc01g010990.2.1	Av_00016972-RA, Av_00015517-RA
OG0009844	Solyc03g118640.3.1	Av_00006249-RA
OG0009845	Solyc05g012120.3.1	Av_00007584-RA
OG0009847	Solyc08g075680.3.1	Av_00022671-RA, Av_00016589-RA
OG0009848	Solyc08g076200.3.1	Av_00022022-RA
OG0009849	Solyc02g014225.1.1, Solyc02g014220.3.1	Av_00019145-RA
OG0009851	Solyc05g012710.3.1	Av_00007569-RA, Av_00006404-RA
OG0009852	Solyc05g005320.1.1	Av_00022013-RA
OG0009853	Solyc08g081430.3.1	Av_00025034-RA
OG0009854	Solyc06g072440.3.1, Solyc03g097970.3.1	Av_00006256-RA, Av_00017568-RA
OG0009855	Solyc02g014860.3.1	Av_00010243-RA
OG0009856	Solyc06g071170.3.1	Av_00017681-RA, Av_00001738-RA
OG0009859	Solyc06g072130.3.1, Solyc03g019820.3.1	Av_00015397-RA, Av_00020088-RA
OG0009860	Solyc02g021140.3.1	Av_00010114-RA
OG0009861	Solyc04g005090.3.1	Av_00006446-RA, Av_00007516-RA, Av_00007515-RA
OG0009862	Solyc06g071380.3.1	Av_00011289-RA
OG0009863	Solyc05g009390.3.1	Av_00002602-RA
OG0009865	Solyc02g086830.3.1	Av_00020236-RA, Av_00015782-RA
OG0009866	Solyc02g081410.3.1	Av_00016084-RA
OG0009867	Solyc05g009470.3.1	Av_00007616-RA, Av_00021133-RA, Av_00011575-RA
OG0009868	Solyc03g115140.3.1, Solyc03g115120.1.1	Av_00011236-RA, Av_00000522-RA
OG0009869	Solyc01g020240.3.1	Av_00024370-RA
OG0009870	Solyc04g074640.3.1	Av_00013988-RA
OG0009871	Solyc02g081320.3.1	Av_00016081-RA
OG0009872	Solyc03g119110.3.1, Solyc06g069000.3.1	Av_00021130-RA
OG0009873	Solyc01g096600.3.1	Av_00018908-RA
OG0009874	Solyc04g008980.3.1	Av_00012832-RA, Av_00010233-RA
OG0009875	Solyc05g007840.3.1	Av_00005262-RA, Av_00002707-RA
OG0009876	Solyc06g073700.3.1	Av_00016092-RA, Av_00016117-RA
OG0009877	Solyc03g058880.3.1	Av_00001008-RA
OG0009878	Solyc11g011150.2.1	Av_00006018-RA
OG0009879	Solyc01g010700.3.1	Av_00005279-RA, Av_00002697-RA
OG0009880	Solyc03g113590.3.1	Av_00005187-RA
OG0009881	Solyc02g091280.3.1	Av_00004965-RA, Av_00003930-RA
OG0009882	Solyc02g067360.3.1	Av_00023474-RA
OG0009883	Solyc02g085790.3.1, Solyc02g063090.3.1	Av_00014798-RA, Av_00019935-RA
OG0009885	Solyc10g007840.3.1	Av_00024728-RA
OG0009886	Solyc08g005560.3.1, Solyc08g075520.3.1	Av_00020564-RA
OG0009889	Solyc08g059710.3.1	Av_00021913-RA
OG0009893	Solyc11g056270.2.1, Solyc03g013220.1.1, Solyc11g030880.1.1, Solyc09g056070.1.1	Av_00015181-RA
OG0009895	Solyc01g098240.2.1	Av_00016264-RA
OG0009897	Solyc01g094180.3.1	Av_00014670-RA, Av_00008638-RA
OG0009898	Solyc03g080090.3.1, Solyc06g073050.2.1	Av_00017622-RA, Av_00009222-RA, Av_00015048-RA, Av_00013046-RA
OG0009900	Solyc09g074310.3.1	Av_00024278-RA
OG0009902	Solyc02g078290.3.1, Solyc02g078280.3.1	Av_00020678-RA
OG0009904	Solyc02g079390.3.1	Av_00003666-RA
OG0009905	Solyc03g123800.2.1	Av_00010734-RA, Av_00017339-RA
OG0009906	Solyc03g044230.1.1	Av_00007708-RA, Av_00002002-RA
OG0009908	Solyc08g081350.2.1	Av_00020817-RA
OG0009910	Solyc04g015990.2.1	Av_00015579-RA
OG0009911	Solyc10g078170.2.1	Av_00024555-RA
OG0009912	Solyc12g033130.2.1	Av_00002607-RA
OG0009913	Solyc10g007580.1.1, Solyc07g056600.1.1	Av_00009529-RA, Av_00013079-RA
OG0009919	Solyc00g011870.1.1	Av_00017268-RA
OG0009922	Solyc03g031710.2.1, Solyc10g005250.3.1	Av_00010585-RA
OG0009956	Solyc01g007750.3.1	Av_00012629-RA, Av_00010294-RA, Av_00018013-RA
OG0009958	Solyc12g098850.2.1	Av_00018040-RA
OG0009960	Solyc10g049590.1.1, Solyc12g017750.2.1	Av_00019562-RA, Av_00020686-RA
OG0009962	Solyc12g018990.2.1	Av_00013558-RA
OG0009963	Solyc03g119490.3.1	Av_00023741-RA
OG0009964	Solyc06g054420.3.1	Av_00000631-RA
OG0009965	Solyc01g079820.3.1	Av_00021778-RA
OG0009966	Solyc02g081310.3.1	Av_00001862-RA
OG0009968	Solyc09g090750.3.1	Av_00018781-RA
OG0009970	Solyc10g077130.1.1	Av_00020583-RA, Av_00006731-RA
OG0009971	Solyc12g098710.2.1	Av_00017824-RA, Av_00000716-RA
OG0009972	Solyc09g005930.3.1	Av_00012550-RA
OG0009973	Solyc10g083270.3.1	Av_00018022-RA
OG0009974	Solyc01g103720.3.1	Av_00019549-RA, Av_00018677-RA
OG0009975	Solyc01g080300.3.1	Av_00000634-RA
OG0009978	Solyc01g079840.3.1	Av_00013227-RA
OG0009979	Solyc01g087180.3.1	Av_00015577-RA
OG0009980	Solyc01g098100.2.1	Av_00017247-RA, Av_00017498-RA
OG0009981	Solyc06g053600.3.1, Solyc06g053585.1.1	Av_00005141-RA
OG0009982	Solyc01g057280.2.1, Solyc07g005640.3.1	Av_00012170-RA
OG0009983	Solyc02g083950.3.1	Av_00000474-RA, Av_00021572-RA
OG0009984	Solyc01g097300.3.1	Av_00016156-RA, Av_00006703-RA
OG0009985	Solyc11g013430.2.1, Solyc11g013400.2.1	Av_00013551-RA
OG0009987	Solyc01g057320.2.1	Av_00021063-RA
OG0009988	Solyc09g098110.3.1	Av_00015806-RA, Av_00021706-RA
OG0009990	Solyc11g008870.2.1, Solyc05g055730.3.1	Av_00001567-RA, Av_00002032-RA
OG0009992	Solyc06g084360.3.1	Av_00024225-RA
OG0009994	Solyc06g051790.3.1	Av_00024605-RA
OG0009995	Solyc09g007750.3.1	Av_00013466-RA
OG0009996	Solyc01g068180.3.1	Av_00022850-RA
OG0009998	Solyc04g016080.2.1	Av_00021910-RA, Av_00022129-RA
OG0010000	Solyc03g051780.2.1	Av_00023138-RA
OG0010001	Solyc12g010220.2.1	Av_00003984-RA
OG0010002	Solyc01g112370.3.1, Solyc01g086860.3.1	Av_00012061-RA
OG0010003	Solyc09g065580.3.1	Av_00003423-RA
OG0010004	Solyc02g080790.3.1, Solyc02g080800.3.1	Av_00017749-RA
OG0010005	Solyc01g022750.3.1	Av_00018362-RA
OG0010006	Solyc04g051190.3.1	Av_00006960-RA, Av_00011808-RA
OG0010007	Solyc03g119430.3.1	Av_00021089-RA
OG0010009	Solyc01g099260.3.1	Av_00016071-RA
OG0010010	Solyc12g043020.2.1, Solyc05g053540.3.1	Av_00005333-RA
OG0010012	Solyc06g084480.3.1, Solyc09g074420.3.1	Av_00021915-RA
OG0010013	Solyc01g098630.3.1	Av_00016270-RA
OG0010014	Solyc09g031780.3.1	Av_00023707-RA, Av_00020729-RA
OG0010016	Solyc01g067660.3.1	Av_00013251-RA
OG0010018	Solyc10g081130.2.1, Solyc10g077030.2.1	Av_00010153-RA, Av_00014264-RA
OG0010019	Solyc04g005630.3.1	Av_00024125-RA
OG0010020	Solyc06g005380.3.1	Av_00000671-RA
OG0010021	Solyc12g014280.2.1, Solyc09g005270.3.1	Av_00011239-RA
OG0010025	Solyc09g065710.1.1	Av_00003425-RA
OG0010026	Solyc01g060430.1.1, Solyc09g059570.3.1	Av_00018012-RA
OG0010027	Solyc01g089860.2.1, Solyc01g089855.1.1	Av_00010113-RA, Av_00014298-RA
OG0010028	Solyc09g056430.3.1	Av_00021287-RA
OG0010029	Solyc01g098830.3.1	Av_00016781-RA
OG0010030	Solyc10g086210.2.1	Av_00023394-RA
OG0010031	Solyc07g007700.2.1	Av_00017412-RA, Av_00005853-RA
OG0010032	Solyc10g074680.2.1	Av_00005913-RA, Av_00021396-RA
OG0010033	Solyc12g044640.2.1, Solyc03g121210.3.1	Av_00008016-RA
OG0010034	Solyc09g098230.3.1	Av_00024418-RA
OG0010035	Solyc04g064750.2.1	Av_00020932-RA
OG0010036	Solyc06g005480.3.1	Av_00005738-RA, Av_00004993-RA
OG0010039	Solyc02g081810.3.1	Av_00000521-RA, Av_00011235-RA
OG0010040	Solyc01g094760.3.1	Av_00000042-RA
OG0010041	Solyc10g054860.2.1	Av_00004603-RA
OG0010042	Solyc10g085820.2.1	Av_00005065-RA
OG0010043	Solyc08g066070.1.1	Av_00013366-RA
OG0010046	Solyc03g051960.3.1	Av_00000668-RA
OG0010048	Solyc01g096800.3.1	Av_00012957-RA
OG0010049	Solyc07g007660.1.1	Av_00005832-RA
OG0010050	Solyc08g023493.1.1, Solyc09g082780.3.1	Av_00019233-RA, Av_00000606-RA
OG0010052	Solyc07g042510.3.1, Solyc01g080330.3.1	Av_00017875-RA, Av_00013237-RA
OG0010053	Solyc10g079480.1.1, Solyc04g040190.1.1	Av_00003529-RA, Av_00020280-RA
OG0010054	Solyc02g085540.1.1	Av_00012657-RA, Av_00013183-RA
OG0010055	Solyc06g054260.1.1	Av_00023081-RA, Av_00009668-RA
OG0010056	Solyc03g063240.3.1	Av_00000665-RA
OG0010058	Solyc09g075000.3.1	Av_00002242-RA, Av_00009649-RA
OG0010059	Solyc04g050760.3.1	Av_00014441-RA
OG0010060	Solyc09g090690.3.1	Av_00000657-RA
OG0010063	Solyc04g025910.1.1, Solyc05g056470.1.1	Av_00015376-RA, Av_00000391-RA
OG0010064	Solyc02g069800.1.1	Av_00013042-RA
OG0010065	Solyc05g051070.3.1	Av_00001360-RA
OG0010066	Solyc10g047370.2.1	Av_00007294-RA
OG0010067	Solyc04g081955.1.1	Av_00007406-RA
OG0010068	Solyc04g058200.3.1	Av_00002382-RA, Av_00018401-RA
OG0010069	Solyc10g074560.2.1	Av_00024253-RA
OG0010070	Solyc11g005950.2.1	Av_00001275-RA, Av_00001276-RA, Av_00015079-RA, Av_00011770-RA
OG0010071	Solyc01g112160.3.1	Av_00009780-RA
OG0010072	Solyc04g080670.3.1	Av_00014044-RA
OG0010073	Solyc03g113780.3.1	Av_00015264-RA
OG0010074	Solyc02g083270.4.1	Av_00022386-RA, Av_00022945-RA
OG0010075	Solyc04g079290.3.1	Av_00011065-RA, Av_00009853-RA
OG0010076	Solyc06g060340.3.1	Av_00008379-RA, Av_00011535-RA, Av_00020505-RA
OG0010078	Solyc11g008970.1.1	Av_00011617-RA, Av_00016303-RA
OG0010079	Solyc02g062680.3.1	Av_00019867-RA, Av_00019663-RA
OG0010081	Solyc02g093020.3.1	Av_00016360-RA
OG0010083	Solyc01g087650.3.1	Av_00018632-RA, Av_00022457-RA
OG0010084	Solyc02g063440.3.1, Solyc01g106310.3.1, Solyc01g106300.3.1	Av_00011660-RA
OG0010086	Solyc03g044020.3.1	Av_00001979-RA
OG0010087	Solyc01g068290.3.1	Av_00015075-RA
OG0010089	Solyc02g090870.1.1	Av_00007719-RA, Av_00000301-RA
OG0010090	Solyc04g072010.3.1	Av_00016681-RA
OG0010091	Solyc07g045510.3.1, Solyc07g045500.1.1	Av_00006211-RA
OG0010092	Solyc09g008730.3.1	Av_00001970-RA
OG0010093	Solyc04g071630.3.1	Av_00000122-RA, Av_00020500-RA, Av_00008376-RA
OG0010094	Solyc02g077310.3.1	Av_00003644-RA
OG0010095	Solyc05g050570.3.1	Av_00023318-RA
OG0010096	Solyc02g083500.3.1	Av_00022761-RA
OG0010097	Solyc04g074160.2.1	Av_00018336-RA
OG0010100	Solyc03g078080.3.1	Av_00008475-RA
OG0010102	Solyc03g081220.1.1	Av_00018876-RA, Av_00009490-RA
OG0010103	Solyc11g012940.2.1	Av_00015249-RA
OG0010104	Solyc04g053120.3.1	Av_00014234-RA
OG0010106	Solyc04g082250.3.1	Av_00003768-RA, Av_00004063-RA, Av_00004873-RA
OG0010107	Solyc11g010940.2.1	Av_00015344-RA, Av_00000417-RA
OG0010108	Solyc04g008800.3.1	Av_00004276-RA
OG0010109	Solyc11g013083.1.1	Av_00015244-RA, Av_00010917-RA
OG0010112	Solyc02g092700.3.1	Av_00016355-RA
OG0010113	Solyc04g081310.3.1	Av_00006892-RA
OG0010114	Solyc02g083470.3.1	Av_00023161-RA
OG0010115	Solyc04g077775.1.1	Av_00016012-RA, Av_00004204-RA
OG0010116	Solyc02g092240.3.1	Av_00000450-RA, Av_00001971-RA
OG0010117	Solyc11g013100.2.1	Av_00013883-RA
OG0010118	Solyc12g042117.1.1, Solyc03g060520.1.1, Solyc02g092350.3.1	Av_00015311-RA
OG0010122	Solyc12g005350.2.1	Av_00003094-RA
OG0010123	Solyc07g055210.3.1	Av_00017496-RA
OG0010124	Solyc07g064980.3.1	Av_00002507-RA, Av_00011562-RA
OG0010125	Solyc12g088430.1.1, Solyc04g078060.1.1	Av_00010202-RA
OG0010126	Solyc02g070580.1.1	Av_00018053-RA
OG0010127	Solyc01g068400.3.1	Av_00010350-RA
OG0010130	Solyc04g014670.3.1	Av_00010613-RA
OG0010131	Solyc04g014730.3.1, Solyc11g012160.2.1	Av_00010619-RA
OG0010133	Solyc05g024430.3.1	Av_00019142-RA
OG0010134	Solyc02g081860.2.1	Av_00005163-RA
OG0010135	Solyc02g071160.3.1	Av_00010653-RA, Av_00014191-RA
OG0010139	Solyc07g055180.3.1	Av_00008458-RA
OG0010140	Solyc02g078360.3.1	Av_00008717-RA, Av_00023126-RA
OG0010142	Solyc07g006970.3.1	Av_00004926-RA
OG0010146	Solyc07g063960.3.1	Av_00000188-RA
OG0010147	Solyc07g055260.3.1	Av_00019494-RA
OG0010148	Solyc03g110905.1.1	Av_00011187-RA
OG0010149	Solyc11g033280.2.1	Av_00011588-RA
OG0010150	Solyc03g116570.3.1	Av_00022446-RA
OG0010151	Solyc11g069860.2.1	Av_00018232-RA, Av_00024467-RA
OG0010153	Solyc02g082080.1.1	Av_00008308-RA, Av_00013578-RA
OG0010154	Solyc12g008540.2.1	Av_00020385-RA
OG0010155	Solyc12g049410.2.1	Av_00004091-RA
OG0010158	Solyc03g123620.4.1	Av_00015824-RA, Av_00017537-RA
OG0010159	Solyc01g095480.3.1	Av_00010273-RA
OG0010160	Solyc07g006060.3.1	Av_00004496-RA
OG0010161	Solyc05g032880.3.1	Av_00020679-RA
OG0010162	Solyc08g062950.3.1	Av_00020920-RA
OG0010164	Solyc08g068200.3.1	Av_00010075-RA, Av_00014323-RA
OG0010166	Solyc08g062860.3.1	Av_00008033-RA
OG0010167	Solyc07g005240.3.1	Av_00003988-RA
OG0010168	Solyc06g063360.4.1	Av_00017544-RA
OG0010169	Solyc01g091080.3.1	Av_00020890-RA
OG0010170	Solyc12g008450.2.1	Av_00019535-RA
OG0010171	Solyc03g007340.3.1	Av_00001650-RA, Av_00009436-RA
OG0010172	Solyc07g032250.3.1	Av_00001517-RA
OG0010174	Solyc07g005510.3.1	Av_00004933-RA, Av_00003979-RA
OG0010175	Solyc08g082690.2.1, Solyc08g082685.1.1	Av_00023472-RA
OG0010177	Solyc08g081230.1.1, Solyc08g008070.1.1	Av_00010424-RA
OG0010178	Solyc12g008320.2.1, Solyc05g018230.3.1	Av_00008878-RA
OG0010179	Solyc03g006900.2.1	Av_00012906-RA
OG0010180	Solyc03g119940.3.1	Av_00018160-RA
OG0010181	Solyc01g081490.3.1	Av_00008912-RA, Av_00019282-RA
OG0010182	Solyc07g014730.3.1	Av_00016869-RA
OG0010183	Solyc06g035960.3.1, Solyc03g025720.3.1	Av_00009406-RA
OG0010184	Solyc07g006920.3.1	Av_00004463-RA
OG0010185	Solyc10g005280.1.1	Av_00005954-RA, Av_00005618-RA
OG0010186	Solyc06g073150.3.1, Solyc11g017300.2.1	Av_00003626-RA, Av_00007132-RA
OG0010187	Solyc08g080140.3.1	Av_00024802-RA, Av_00010398-RA, Av_00014560-RA
OG0010188	Solyc03g117490.3.1	Av_00007951-RA
OG0010190	Solyc08g080510.3.1	Av_00010410-RA
OG0010191	Solyc12g049390.2.1, Solyc03g122250.3.1	Av_00004094-RA
OG0010193	Solyc12g008460.2.1	Av_00008885-RA
OG0010194	Solyc07g042150.3.1	Av_00021108-RA, Av_00017135-RA
OG0010195	Solyc06g073490.1.1	Av_00020847-RA, Av_00020845-RA
OG0010196	Solyc05g006580.3.1	Av_00000899-RA
OG0010197	Solyc07g041020.3.1	Av_00009912-RA, Av_00011118-RA
OG0010198	Solyc05g050960.3.1	Av_00021529-RA
OG0010200	Solyc08g061140.3.1	Av_00004661-RA
OG0010201	Solyc03g124040.3.1	Av_00018330-RA
OG0010202	Solyc06g060790.1.1	Av_00006053-RA
OG0010203	Solyc03g120805.1.1	Av_00007990-RA
OG0010204	Solyc02g065000.1.1	Av_00007723-RA
OG0010205	Solyc08g006720.3.1	Av_00013383-RA
OG0010206	Solyc05g047390.1.1, Solyc07g015970.2.1	Av_00018642-RA, Av_00017543-RA
OG0010207	Solyc12g007100.2.1	Av_00020930-RA
OG0010208	Solyc01g095110.3.1	Av_00017900-RA
OG0010209	Solyc07g005540.1.1	Av_00009073-RA, Av_00003978-RA
OG0010210	Solyc10g009260.1.1	Av_00008593-RA, Av_00024010-RA
OG0010211	Solyc08g061630.3.1	Av_00023462-RA
OG0010213	Solyc09g065600.3.1, Solyc09g065595.1.1	Av_00007400-RA
OG0010214	Solyc03g117740.3.1	Av_00017575-RA
OG0010215	Solyc11g005900.2.1	Av_00019652-RA, Av_00006456-RA
OG0010216	Solyc08g082970.3.1, Solyc08g008510.3.1	Av_00016588-RA
OG0010217	Solyc06g068670.3.1, Solyc03g117890.3.1	Av_00017542-RA
OG0010219	Solyc08g080040.3.1	Av_00005516-RA, Av_00006085-RA
OG0010220	Solyc03g117350.1.1	Av_00020789-RA
OG0010221	Solyc05g018150.3.1	Av_00019295-RA
OG0010222	Solyc03g025430.1.1	Av_00016699-RA, Av_00002089-RA
OG0010223	Solyc02g093300.3.1	Av_00001973-RA
OG0010224	Solyc07g042570.3.1	Av_00020723-RA, Av_00007138-RA
OG0010225	Solyc05g013400.3.1	Av_00011050-RA
OG0010226	Solyc08g067050.3.1	Av_00007399-RA, Av_00003783-RA
OG0010227	Solyc01g088670.2.1	Av_00021424-RA
OG0010228	Solyc01g095010.3.1	Av_00017899-RA
OG0010229	Solyc07g056040.3.1, Solyc10g007660.3.1	Av_00009784-RA
OG0010230	Solyc06g068500.3.1, Solyc03g117590.3.1	Av_00006843-RA
OG0010231	Solyc08g067430.3.1	Av_00010082-RA
OG0010233	Solyc08g008170.3.1	Av_00010446-RA
OG0010234	Solyc03g116560.1.1	Av_00022448-RA
OG0010235	Solyc08g082580.3.1	Av_00022765-RA
OG0010237	Solyc11g012100.2.1	Av_00005612-RA
OG0010238	Solyc08g029160.1.1, Solyc04g049790.3.1	Av_00014416-RA
OG0010239	Solyc10g009340.1.1	Av_00017791-RA, Av_00003261-RA
OG0010240	Solyc12g044300.2.1	Av_00007997-RA
OG0010241	Solyc01g090270.3.1	Av_00003126-RA
OG0010242	Solyc08g082070.3.1	Av_00021475-RA
OG0010243	Solyc03g025310.3.1	Av_00009190-RA
OG0010245	Solyc08g007470.2.1, Solyc03g007510.3.1	Av_00012861-RA
OG0010246	Solyc06g017970.3.1	Av_00021443-RA, Av_00024643-RA
OG0010247	Solyc08g006780.3.1, Solyc12g009980.2.1	Av_00004386-RA
OG0010248	Solyc04g082760.3.1	Av_00002123-RA, Av_00023910-RA
OG0010250	Solyc06g036350.3.1, Solyc03g007660.3.1	Av_00005559-RA
OG0010251	Solyc03g006850.3.1, Solyc11g072300.2.1	Av_00002069-RA
OG0010252	Solyc11g067080.2.1	Av_00017316-RA, Av_00021269-RA
OG0010253	Solyc11g066690.2.1	Av_00010766-RA
OG0010254	Solyc02g081080.3.1	Av_00010608-RA
OG0010256	Solyc07g053310.3.1	Av_00023625-RA
OG0010257	Solyc07g066370.3.1	Av_00000233-RA
OG0010258	Solyc04g076370.3.1	Av_00000918-RA
OG0010261	Solyc10g081360.2.1	Av_00015554-RA
OG0010262	Solyc09g009170.3.1	Av_00022218-RA
OG0010264	Solyc04g056746.1.1, Solyc02g088140.2.1	Av_00016541-RA
OG0010265	Solyc09g066290.3.1	Av_00002301-RA, Av_00009692-RA
OG0010266	Solyc03g081200.2.1, Solyc03g097340.1.1, Solyc03g081210.1.1	Av_00018880-RA
OG0010267	Solyc12g010900.1.1, Solyc07g055120.3.1	Av_00017391-RA
OG0010268	Solyc02g071280.3.1	Av_00014188-RA
OG0010269	Solyc09g013100.3.1, Solyc09g015475.1.1, Solyc09g015470.3.1	Av_00013570-RA
OG0010271	Solyc07g056220.3.1	Av_00007127-RA
OG0010272	Solyc12g010810.1.1	Av_00015827-RA, Av_00019711-RA
OG0010273	Solyc09g007800.3.1	Av_00013469-RA
OG0010275	Solyc09g008450.3.1, Solyc10g083870.2.1	Av_00015694-RA, Av_00005099-RA
OG0010276	Solyc06g076660.3.1	Av_00015386-RA
OG0010277	Solyc04g015760.3.1	Av_00021728-RA
OG0010278	Solyc12g005070.2.1	Av_00015741-RA
OG0010280	Solyc09g005250.3.1	Av_00021715-RA
