Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0011138	Solyc06g069170.3.1	Ds_00016846-RA
OG0011140	Solyc03g118780.3.1	Ds_00005444-RA
OG0011142	Solyc02g093460.3.1	Ds_00013708-RA
OG0011144	Solyc05g013150.3.1, Solyc05g013160.3.1	Ds_00010550-RA
OG0011146	Solyc08g007030.3.1	Ds_00004908-RA
OG0011147	Solyc03g116140.3.1	Ds_00017254-RA
OG0011149	Solyc02g082730.3.1	Ds_00011895-RA
OG0011150	Solyc03g118910.1.1	Ds_00017437-RA
OG0011151	Solyc03g113000.3.1	Ds_00001531-RA
OG0011153	Solyc05g005180.3.1	Ds_00015449-RA, Ds_00015451-RA, Ds_00015448-RA
OG0011155	Solyc12g021280.2.1	Ds_00008400-RA
OG0011156	Solyc02g063300.3.1	Ds_00009241-RA
OG0011157	Solyc04g008420.1.1	Ds_00017326-RA
OG0011158	Solyc05g007970.3.1	Ds_00013233-RA
OG0011159	Solyc01g067147.1.1, Solyc06g069520.3.1	Ds_00013058-RA
OG0011160	Solyc03g031840.3.1, Solyc02g081210.3.1	Ds_00006128-RA
OG0011161	Solyc05g013480.3.1	Ds_00010699-RA
OG0011162	Solyc02g088820.3.1	Ds_00012718-RA
OG0011163	Solyc04g008830.1.1	Ds_00002657-RA
OG0011165	Solyc03g115020.3.1	Ds_00014128-RA
OG0011166	Solyc08g005300.2.1	Ds_00013087-RA
OG0011167	Solyc02g021000.3.1	Ds_00004175-RA
OG0011168	Solyc02g087340.3.1	Ds_00007832-RA
OG0011170	Solyc11g020820.2.1, Solyc11g020810.2.1, Solyc10g046930.2.1	Ds_00009776-RA
OG0011171	Solyc05g005900.3.1	Ds_00009010-RA
OG0011172	Solyc08g076520.3.1	Ds_00016590-RA
OG0011173	Solyc05g013730.3.1	Ds_00010713-RA
OG0011175	Solyc05g009370.3.1	Ds_00005875-RA
OG0011177	Solyc11g011760.2.1	Ds_00004366-RA
OG0011178	Solyc02g087720.1.1	Ds_00014961-RA
OG0011180	Solyc01g010640.3.1	Ds_00004314-RA
OG0011182	Solyc06g061050.3.1	Ds_00013134-RA
OG0011183	Solyc05g008870.3.1	Ds_00008564-RA
OG0011185	Solyc01g080880.3.1	Ds_00008114-RA
OG0011186	Solyc01g090400.3.1	Ds_00017272-RA
OG0011188	Solyc00g027770.3.1	Ds_00017655-RA
OG0011192	Solyc03g093990.3.1	Ds_00007363-RA
OG0011194	Solyc05g013930.2.1	Ds_00017083-RA
OG0011195	Solyc08g061180.1.1, Solyc12g040330.1.1, Solyc09g010450.1.1	Ds_00017802-RA
OG0011196	Solyc03g114790.3.1, Solyc06g069400.3.1	Ds_00014132-RA
OG0011197	Solyc12g021365.1.1	Ds_00003786-RA
OG0011198	Solyc02g067200.3.1	Ds_00010556-RA
OG0011200	Solyc02g087560.1.1	Ds_00012974-RA
OG0011201	Solyc03g114250.3.1	Ds_00003766-RA
OG0011203	Solyc03g013240.3.1	Ds_00017884-RA
OG0011204	Solyc02g067050.3.1	Ds_00013445-RA
OG0011205	Solyc05g052840.1.1	Ds_00010963-RA
OG0011207	Solyc04g008860.3.1	Ds_00002655-RA
OG0011209	Solyc01g088350.3.1	Ds_00000791-RA
OG0011210	Solyc03g019670.3.1	Ds_00017178-RA
OG0011211	Solyc05g005770.3.1	Ds_00015464-RA
OG0011212	Solyc02g049070.3.1	Ds_00017325-RA
OG0011215	Solyc08g078340.3.1	Ds_00001375-RA
OG0011217	Solyc12g006575.1.1	Ds_00008731-RA
OG0011218	Solyc01g005150.3.1	Ds_00012713-RA
OG0011220	Solyc05g051340.2.1	Ds_00012735-RA
OG0011221	Solyc03g007600.3.1	Ds_00013103-RA
OG0011222	Solyc04g008780.3.1	Ds_00013362-RA
OG0011223	Solyc04g008060.3.1	Ds_00012693-RA, Ds_00005920-RA
OG0011224	Solyc08g005030.2.1	Ds_00013118-RA
OG0011226	Solyc06g069030.3.1	Ds_00005299-RA
OG0011227	Solyc03g097180.3.1	Ds_00008657-RA
OG0011228	Solyc04g025990.3.1, Solyc05g005720.3.1	Ds_00009021-RA, Ds_00015458-RA
OG0011229	Solyc05g006400.2.1	Ds_00017905-RA
OG0011230	Solyc05g008640.1.1, Solyc04g007500.1.1	Ds_00006524-RA
OG0011231	Solyc10g078830.2.1	Ds_00005935-RA
OG0011232	Solyc08g077290.1.1	Ds_00013130-RA
OG0011241	Solyc07g064620.2.1	Ds_00001728-RA
OG0011244	Solyc01g103580.3.1	Ds_00001964-RA
OG0011245	Solyc07g065600.3.1	Ds_00014068-RA
OG0011249	Solyc05g050110.3.1, Solyc01g095270.3.1	Ds_00008370-RA
OG0011250	Solyc02g086780.3.1	Ds_00004066-RA
OG0011252	Solyc12g097060.1.1, Solyc09g091060.3.1	Ds_00002742-RA
OG0011253	Solyc11g072010.2.1	Ds_00008286-RA
OG0011254	Solyc01g056620.3.1	Ds_00011572-RA
OG0011255	Solyc06g082030.3.1	Ds_00010119-RA
OG0011256	Solyc09g018180.2.1	Ds_00014312-RA
OG0011261	Solyc05g051650.1.1	Ds_00017844-RA
OG0011262	Solyc05g013240.3.1	Ds_00006084-RA
OG0011263	Solyc06g005070.2.1	Ds_00012653-RA
OG0011264	Solyc09g010285.1.1	Ds_00005718-RA, Ds_00004841-RA
OG0011265	Solyc10g048120.2.1, Solyc10g048070.2.1, Solyc01g106690.3.1	Ds_00013538-RA
OG0011273	Solyc07g008700.3.1	Ds_00013357-RA
OG0011280	Solyc08g077385.1.1	Ds_00002629-RA
OG0011293	Solyc04g019330.1.1, Solyc10g045660.1.1	Ds_00014027-RA, Ds_00017553-RA
OG0011345	Solyc01g067290.2.1	Ds_00002769-RA
OG0011347	Solyc04g079790.3.1	Ds_00007886-RA
OG0011348	Solyc03g095350.2.1, Solyc03g095313.1.1, Solyc03g095360.3.1	Ds_00013862-RA
OG0011349	Solyc03g005195.1.1	Ds_00003145-RA
OG0011350	Solyc11g012280.2.1	Ds_00004458-RA
OG0011351	Solyc05g026510.3.1, Solyc01g028983.1.1	Ds_00016374-RA
OG0011352	Solyc05g053800.3.1	Ds_00009336-RA
OG0011353	Solyc12g098150.2.1	Ds_00005555-RA
OG0011354	Solyc09g018490.3.1	Ds_00014317-RA
OG0011355	Solyc10g081340.1.1	Ds_00009353-RA
OG0011356	Solyc11g062350.2.1	Ds_00014945-RA
OG0011357	Solyc06g076950.3.1	Ds_00008270-RA
OG0011358	Solyc01g098665.1.1	Ds_00006207-RA
OG0011359	Solyc09g010190.3.1	Ds_00015586-RA
OG0011360	Solyc05g053430.3.1	Ds_00005065-RA
OG0011362	Solyc12g098990.2.1, Solyc01g057200.3.1	Ds_00006548-RA
OG0011363	Solyc01g080290.3.1	Ds_00003114-RA
OG0011364	Solyc09g082540.3.1	Ds_00003158-RA
OG0011366	Solyc06g048730.3.1	Ds_00013152-RA
OG0011372	Solyc09g061680.3.1	Ds_00001006-RA
OG0011374	Solyc01g067890.3.1	Ds_00007119-RA
OG0011376	Solyc01g097450.3.1	Ds_00006171-RA
OG0011377	Solyc10g083600.2.1	Ds_00001867-RA
OG0011380	Solyc06g018110.3.1	Ds_00015148-RA
OG0011381	Solyc06g007610.2.1	Ds_00001120-RA
OG0011382	Solyc06g068470.3.1	Ds_00000636-RA
OG0011383	Solyc06g076790.1.1	Ds_00011597-RA
OG0011385	Solyc09g056130.3.1, Solyc04g040200.3.1	Ds_00000850-RA
OG0011386	Solyc06g009620.1.1	Ds_00009371-RA
OG0011387	Solyc01g005840.3.1	Ds_00006081-RA
OG0011388	Solyc05g056000.3.1	Ds_00005976-RA
OG0011389	Solyc01g086930.3.1	Ds_00014975-RA
OG0011391	Solyc05g053480.3.1	Ds_00013252-RA
OG0011393	Solyc07g017760.1.1	Ds_00007954-RA
OG0011394	Solyc09g098120.3.1	Ds_00005731-RA
OG0011395	Solyc09g098420.2.1	Ds_00012630-RA
OG0011397	Solyc09g076040.3.1	Ds_00006384-RA
OG0011400	Solyc09g090960.3.1	Ds_00002764-RA
OG0011401	Solyc04g071180.3.1	Ds_00000370-RA
OG0011402	Solyc06g076360.3.1	Ds_00010090-RA
OG0011405	Solyc08g029260.1.1, Solyc00g201060.1.1	Ds_00011703-RA
OG0011407	Solyc01g079410.3.1	Ds_00012341-RA
OG0011408	Solyc06g083920.3.1	Ds_00001073-RA
OG0011409	Solyc09g008470.3.1	Ds_00002034-RA
OG0011411	Solyc01g088030.3.1	Ds_00011078-RA
OG0011412	Solyc01g079550.2.1	Ds_00001061-RA
OG0011413	Solyc01g008790.3.1	Ds_00017739-RA
OG0011414	Solyc01g086650.3.1	Ds_00018034-RA
OG0011416	Solyc10g080660.2.1	Ds_00002715-RA
OG0011417	Solyc06g076940.3.1	Ds_00010118-RA
OG0011418	Solyc06g073410.3.1	Ds_00008955-RA
OG0011419	Solyc03g058440.1.1	Ds_00005772-RA
OG0011421	Solyc10g084430.2.1, Solyc09g007060.2.1	Ds_00001655-RA
OG0011424	Solyc01g100060.3.1	Ds_00006336-RA
OG0011425	Solyc04g016000.3.1, Solyc10g079380.2.1	Ds_00010994-RA
OG0011426	Solyc09g083110.2.1	Ds_00003172-RA
OG0011427	Solyc09g055920.3.1	Ds_00008393-RA
OG0011428	Solyc06g053860.3.1	Ds_00006404-RA
OG0011430	Solyc06g073470.3.1	Ds_00005048-RA
OG0011431	Solyc09g005010.3.1	Ds_00011066-RA
OG0011432	Solyc07g032450.1.1, Solyc01g017740.1.1	Ds_00016950-RA
OG0011433	Solyc09g066210.3.1	Ds_00007814-RA
OG0011435	Solyc01g009160.2.1	Ds_00004106-RA
OG0011436	Solyc04g009940.3.1	Ds_00006145-RA
OG0011437	Solyc12g098660.2.1, Solyc12g098650.2.1	Ds_00005513-RA
OG0011438	Solyc05g008590.3.1	Ds_00008097-RA
OG0011439	Solyc01g008260.3.1	Ds_00004187-RA
OG0011441	Solyc09g010960.3.1	Ds_00014902-RA
OG0011442	Solyc09g005640.3.1	Ds_00007420-RA
OG0011443	Solyc08g076410.3.1	Ds_00010242-RA
OG0011444	Solyc04g051200.2.1	Ds_00004012-RA
OG0011445	Solyc09g091990.3.1	Ds_00009331-RA
OG0011448	Solyc06g083340.3.1	Ds_00014707-RA
OG0011449	Solyc11g010580.2.1	Ds_00002558-RA
OG0011450	Solyc02g092300.1.1	Ds_00016414-RA
OG0011452	Solyc11g013020.2.1	Ds_00001620-RA
OG0011454	Solyc09g082400.2.1	Ds_00010604-RA
OG0011455	Solyc01g108410.2.1	Ds_00005180-RA
OG0011457	Solyc02g084730.3.1	Ds_00001474-RA
OG0011458	Solyc08g005060.3.1	Ds_00014188-RA
OG0011460	Solyc01g109220.3.1	Ds_00000165-RA, Ds_00000399-RA
OG0011461	Solyc03g118280.1.1	Ds_00009758-RA
OG0011462	Solyc12g096680.1.1	Ds_00013351-RA
OG0011463	Solyc05g051700.3.1	Ds_00013413-RA
OG0011465	Solyc04g078120.3.1	Ds_00000536-RA
OG0011466	Solyc09g005390.3.1	Ds_00004034-RA
OG0011469	Solyc12g056770.2.1	Ds_00001726-RA
OG0011472	Solyc08g014290.1.1	Ds_00000423-RA
OG0011473	Solyc01g091940.3.1	Ds_00003211-RA
OG0011475	Solyc01g106650.3.1	Ds_00012194-RA
OG0011476	Solyc01g103457.1.1	Ds_00001967-RA
OG0011477	Solyc02g030250.3.1	Ds_00004761-RA
OG0011478	Solyc07g005570.3.1	Ds_00008136-RA, Ds_00013449-RA
OG0011479	Solyc11g013170.2.1	Ds_00005216-RA
OG0011481	Solyc11g044230.2.1	Ds_00013549-RA
OG0011482	Solyc05g056425.1.1	Ds_00003987-RA
OG0011483	Solyc01g005250.3.1	Ds_00005919-RA
OG0011484	Solyc02g070010.1.1, Solyc00g084750.3.1	Ds_00007472-RA
OG0011485	Solyc06g064810.3.1	Ds_00001530-RA
OG0011487	Solyc01g106810.3.1	Ds_00014375-RA
OG0011488	Solyc04g074490.3.1	Ds_00001591-RA
OG0011491	Solyc04g081200.3.1	Ds_00017290-RA
OG0011492	Solyc01g108910.3.1	Ds_00015063-RA
OG0011493	Solyc03g095985.1.1	Ds_00013867-RA
OG0011494	Solyc01g008480.3.1	Ds_00011878-RA
OG0011496	Solyc02g092570.1.1	Ds_00006749-RA
OG0011499	Solyc10g005540.3.1	Ds_00017088-RA
OG0011500	Solyc10g047500.2.1	Ds_00013554-RA
OG0011502	Solyc03g034080.3.1	Ds_00010909-RA
OG0011503	Solyc07g066540.1.1	Ds_00017467-RA
OG0011504	Solyc02g090420.2.1	Ds_00005387-RA
OG0011505	Solyc03g098420.3.1	Ds_00014616-RA
OG0011506	Solyc08g067800.2.1	Ds_00010858-RA
OG0011507	Solyc11g022400.1.1, Solyc11g022460.2.1	Ds_00002894-RA
OG0011509	Solyc02g065180.3.1	Ds_00014527-RA
OG0011511	Solyc11g012130.2.1	Ds_00017063-RA
OG0011513	Solyc07g066050.3.1	Ds_00004926-RA
OG0011515	Solyc07g065480.3.1	Ds_00014062-RA
OG0011516	Solyc07g064630.3.1	Ds_00002978-RA
OG0011517	Solyc07g063040.3.1	Ds_00002161-RA
OG0011518	Solyc02g080130.3.1	Ds_00010214-RA
OG0011520	Solyc07g064170.3.1, Solyc07g064180.3.1, Solyc07g064190.3.1, Solyc02g080210.3.1, Solyc02g080200.3.1, Solyc02g080220.3.1	Ds_00010217-RA
OG0011521	Solyc08g023280.3.1	Ds_00004243-RA
OG0011523	Solyc12g010680.2.1	Ds_00012298-RA
OG0011524	Solyc03g093170.1.1, Solyc09g015740.2.1, Solyc12g014000.2.1	Ds_00001792-RA
OG0011525	Solyc07g049200.3.1	Ds_00012247-RA
OG0011527	Solyc07g064920.3.1	Ds_00010798-RA
OG0011529	Solyc07g054290.1.1	Ds_00012290-RA
OG0011530	Solyc10g008020.3.1	Ds_00014856-RA
OG0011532	Solyc07g053300.1.1, Solyc07g062630.1.1	Ds_00007542-RA
OG0011534	Solyc02g070800.2.1	Ds_00009482-RA
OG0011535	Solyc12g100160.2.1	Ds_00016223-RA
OG0011537	Solyc11g012760.2.1	Ds_00003771-RA
OG0011538	Solyc03g007690.1.1	Ds_00017589-RA
OG0011539	Solyc04g014610.3.1, Solyc04g071330.3.1	Ds_00000807-RA
OG0011540	Solyc06g063295.1.1	Ds_00002279-RA, Ds_00012789-RA
OG0011542	Solyc12g096390.2.1	Ds_00005176-RA
OG0011543	Solyc03g093850.2.1	Ds_00007361-RA
OG0011544	Solyc03g006970.1.1	Ds_00005798-RA
OG0011546	Solyc01g090880.3.1	Ds_00006365-RA
OG0011548	Solyc08g067270.3.1	Ds_00003214-RA
OG0011549	Solyc12g099620.1.1	Ds_00007260-RA
OG0011550	Solyc08g005970.3.1	Ds_00003395-RA
OG0011551	Solyc08g079530.3.1	Ds_00009903-RA
OG0011552	Solyc02g068890.3.1	Ds_00000585-RA
OG0011554	Solyc05g009400.2.1	Ds_00012705-RA
OG0011555	Solyc02g088260.3.1, Solyc02g067150.3.1	Ds_00006883-RA
OG0011556	Solyc09g050030.1.1, Solyc04g079380.1.1	Ds_00000454-RA
OG0011557	Solyc08g079730.1.1, Solyc06g060530.1.1	Ds_00001342-RA
OG0011558	Solyc08g067290.3.1	Ds_00006392-RA
OG0011559	Solyc03g120870.3.1	Ds_00000755-RA
OG0011560	Solyc03g070457.1.1, Solyc03g070470.1.1	Ds_00008616-RA
OG0011561	Solyc08g066440.3.1	Ds_00003448-RA
OG0011562	Solyc07g041200.3.1	Ds_00000100-RA
OG0011564	Solyc06g083200.2.1	Ds_00001126-RA
OG0011566	Solyc01g090600.3.1	Ds_00001561-RA, Ds_00001559-RA
OG0011567	Solyc08g078670.2.1	Ds_00010241-RA
OG0011569	Solyc03g119950.1.1	Ds_00007771-RA
OG0011572	Solyc07g041000.3.1	Ds_00008873-RA
OG0011573	Solyc12g007090.2.1	Ds_00004959-RA
OG0011575	Solyc03g025480.3.1	Ds_00007300-RA
OG0011576	Solyc12g009030.2.1, Solyc07g041080.3.1	Ds_00016083-RA
OG0011577	Solyc12g008470.2.1	Ds_00000229-RA, Ds_00005542-RA
OG0011579	Solyc06g051300.3.1	Ds_00009955-RA
OG0011581	Solyc01g095120.3.1	Ds_00015933-RA
OG0011583	Solyc06g071220.1.1	Ds_00008987-RA
OG0011584	Solyc07g062430.3.1	Ds_00013892-RA
OG0011585	Solyc01g091530.3.1	Ds_00016471-RA
OG0011588	Solyc08g081570.3.1	Ds_00001283-RA
OG0011590	Solyc03g117550.1.1	Ds_00000632-RA
OG0011591	Solyc08g006540.3.1	Ds_00000873-RA, Ds_00000871-RA
OG0011593	Solyc05g050930.2.1	Ds_00016295-RA
OG0011597	Solyc07g040950.3.1	Ds_00016014-RA
OG0011598	Solyc08g005860.3.1	Ds_00004847-RA
OG0011599	Solyc03g007840.1.1	Ds_00012566-RA
OG0011600	Solyc02g068650.2.1	Ds_00015637-RA
OG0011603	Solyc04g071280.2.1	Ds_00004948-RA
OG0011604	Solyc06g073260.3.1	Ds_00014452-RA
OG0011605	Solyc03g025460.3.1	Ds_00016406-RA
OG0011606	Solyc06g073480.3.1, Solyc01g081140.1.1	Ds_00001532-RA
OG0011607	Solyc03g007540.3.1	Ds_00005684-RA
OG0011611	Solyc12g013910.2.1	Ds_00001793-RA
OG0011612	Solyc07g062930.3.1	Ds_00007567-RA
OG0011613	Solyc02g071930.1.1	Ds_00016728-RA
OG0011615	Solyc03g119160.3.1	Ds_00017261-RA
OG0011616	Solyc06g051045.1.1	Ds_00006622-RA, Ds_00016743-RA
OG0011617	Solyc02g068510.2.1	Ds_00012411-RA
OG0011618	Solyc10g008510.2.1	Ds_00001142-RA
OG0011619	Solyc10g007720.3.1	Ds_00005151-RA
OG0011620	Solyc05g023900.1.1	Ds_00007197-RA
OG0011621	Solyc01g007190.3.1	Ds_00015967-RA
OG0011622	Solyc01g088140.3.1	Ds_00008962-RA
OG0011624	Solyc02g076900.3.1	Ds_00005321-RA
OG0011626	Solyc01g096680.3.1	Ds_00014954-RA
OG0011627	Solyc07g008350.3.1	Ds_00009839-RA
OG0011629	Solyc07g063580.3.1, Solyc10g047330.1.1	Ds_00010644-RA
OG0011630	Solyc07g062180.3.1	Ds_00001828-RA
OG0011633	Solyc11g068450.2.1	Ds_00010028-RA
OG0011636	Solyc07g056240.3.1	Ds_00005153-RA
OG0011638	Solyc11g069840.2.1	Ds_00005858-RA
OG0011639	Solyc12g008810.2.1	Ds_00013081-RA
OG0011640	Solyc07g064625.1.1	Ds_00007576-RA
OG0011642	Solyc06g076460.3.1	Ds_00005254-RA, Ds_00011610-RA
OG0011643	Solyc07g047680.2.1, Solyc05g040040.1.1	Ds_00009555-RA
OG0011644	Solyc02g078470.3.1	Ds_00015203-RA
OG0011645	Solyc07g063620.3.1	Ds_00010653-RA
OG0011646	Solyc08g079640.2.1, Solyc11g012570.2.1	Ds_00001442-RA
OG0011648	Solyc11g066130.1.1	Ds_00014706-RA
OG0011649	Solyc06g075990.3.1	Ds_00010069-RA
OG0011650	Solyc10g005190.1.1, Solyc02g082150.1.1	Ds_00004751-RA, Ds_00015604-RA
OG0011653	Solyc11g072720.2.1, Solyc11g072900.1.1	Ds_00010046-RA
OG0011654	Solyc07g062540.3.1	Ds_00013889-RA
OG0011655	Solyc11g007780.2.1	Ds_00006035-RA
OG0011656	Solyc09g007210.3.1	Ds_00015409-RA
OG0011657	Solyc10g005120.2.1	Ds_00005411-RA
OG0011658	Solyc11g071710.2.1	Ds_00010131-RA
OG0011659	Solyc02g080330.3.1	Ds_00017876-RA
OG0011661	Solyc10g084850.2.1, Solyc00g027640.1.1	Ds_00010785-RA
OG0011662	Solyc06g053360.3.1	Ds_00003243-RA
OG0011664	Solyc11g071820.2.1	Ds_00010137-RA
OG0011665	Solyc10g079470.3.1	Ds_00000849-RA
OG0011666	Solyc01g081510.3.1	Ds_00005156-RA
OG0011667	Solyc01g005690.3.1	Ds_00006078-RA
OG0011668	Solyc11g066410.2.1	Ds_00005231-RA
OG0011669	Solyc01g086900.3.1	Ds_00014977-RA
OG0011670	Solyc02g068410.2.1	Ds_00012414-RA
OG0011671	Solyc11g008350.2.1	Ds_00012471-RA
OG0011672	Solyc09g013140.2.1	Ds_00005582-RA
OG0011673	Solyc04g015970.3.1	Ds_00009591-RA
OG0011674	Solyc02g070760.3.1, Solyc02g070770.3.1	Ds_00007746-RA
OG0011675	Solyc10g078420.2.1	Ds_00005764-RA
OG0011676	Solyc06g074200.3.1	Ds_00001249-RA
OG0011677	Solyc05g032660.3.1	Ds_00007033-RA
OG0011679	Solyc09g007630.3.1	Ds_00008780-RA
OG0011680	Solyc09g014940.2.1	Ds_00006849-RA, Ds_00015971-RA
OG0011681	Solyc09g013090.3.1	Ds_00015278-RA
OG0011682	Solyc02g080530.3.1	Ds_00015102-RA
OG0011683	Solyc09g008295.1.1	Ds_00013704-RA
OG0011684	Solyc02g021430.1.1	Ds_00017078-RA
OG0011685	Solyc01g008110.3.1	Ds_00010866-RA
OG0011687	Solyc02g080900.3.1	Ds_00004486-RA
OG0011688	Solyc10g081430.2.1	Ds_00010818-RA
OG0011689	Solyc04g072775.1.1	Ds_00000173-RA
OG0011691	Solyc01g056780.3.1	Ds_00011506-RA
OG0011693	Solyc06g082880.2.1	Ds_00007378-RA
OG0011694	Solyc02g077900.3.1	Ds_00012906-RA
OG0011696	Solyc01g008780.3.1	Ds_00013928-RA
OG0011697	Solyc06g006000.3.1	Ds_00010106-RA
OG0011699	Solyc09g008230.3.1	Ds_00008761-RA
OG0011700	Solyc06g050700.3.1	Ds_00000398-RA
OG0011701	Solyc01g096475.1.1	Ds_00014959-RA
OG0011702	Solyc07g008530.1.1	Ds_00000101-RA, Ds_00007819-RA
OG0011704	Solyc06g066300.1.1	Ds_00007000-RA
OG0011705	Solyc08g015960.3.1	Ds_00005037-RA
OG0011706	Solyc02g069790.3.1	Ds_00000889-RA
OG0011707	Solyc02g079110.3.1	Ds_00015881-RA
OG0011708	Solyc12g005240.1.1	Ds_00007223-RA, Ds_00001747-RA
OG0011709	Solyc11g068730.2.1	Ds_00015678-RA
OG0011710	Solyc01g098030.3.1	Ds_00015169-RA
OG0011711	Solyc02g094120.3.1	Ds_00008042-RA
OG0011713	Solyc08g083200.3.1	Ds_00005607-RA
OG0011714	Solyc01g009845.1.1, Solyc01g009850.3.1	Ds_00010590-RA
OG0011716	Solyc12g021340.2.1	Ds_00003816-RA
OG0011717	Solyc03g111050.3.1	Ds_00009707-RA
OG0011718	Solyc02g062530.3.1	Ds_00000629-RA
OG0011719	Solyc04g051830.3.1	Ds_00003483-RA
OG0011720	Solyc01g109450.3.1	Ds_00016507-RA
OG0011722	Solyc01g009120.3.1	Ds_00001395-RA
OG0011723	Solyc03g019660.3.1	Ds_00017174-RA
OG0011724	Solyc03g083580.3.1	Ds_00012932-RA
OG0011725	Solyc07g064810.3.1	Ds_00015232-RA
OG0011726	Solyc01g100850.3.1	Ds_00014449-RA
OG0011727	Solyc02g086470.3.1	Ds_00003000-RA
OG0011729	Solyc11g013550.2.1	Ds_00002924-RA
OG0011730	Solyc05g013670.3.1	Ds_00017075-RA
OG0011731	Solyc01g091780.3.1	Ds_00016479-RA
OG0011732	Solyc04g081320.3.1	Ds_00000503-RA
OG0011733	Solyc02g085210.1.1	Ds_00016611-RA
OG0011734	Solyc08g077830.1.1	Ds_00002171-RA
OG0011736	Solyc01g100730.3.1	Ds_00003926-RA
OG0011738	Solyc11g013320.2.1	Ds_00013663-RA
OG0011739	Solyc01g109290.3.1	Ds_00001997-RA
OG0011740	Solyc09g090860.3.1	Ds_00012407-RA
OG0011741	Solyc02g087650.3.1	Ds_00011601-RA
OG0011744	Solyc04g054710.3.1	Ds_00017693-RA
OG0011745	Solyc01g111470.3.1	Ds_00013637-RA
OG0011746	Solyc07g017940.1.1	Ds_00007949-RA
OG0011747	Solyc02g085250.3.1	Ds_00016609-RA
OG0011748	Solyc08g006690.1.1	Ds_00000952-RA
OG0011749	Solyc11g008480.2.1	Ds_00006325-RA
OG0011752	Solyc10g084740.2.1, Solyc08g008040.3.1	Ds_00008086-RA
OG0011753	Solyc01g080470.3.1, Solyc01g080480.3.1	Ds_00004628-RA
OG0011755	Solyc03g032140.3.1, Solyc00g007070.3.1	Ds_00006809-RA
OG0011756	Solyc03g083280.3.1	Ds_00002753-RA
OG0011759	Solyc00g009080.3.1	Ds_00005303-RA
OG0011760	Solyc04g071320.3.1	Ds_00010859-RA
OG0011761	Solyc04g076190.1.1, Solyc12g087940.2.1	Ds_00014778-RA
OG0011762	Solyc02g083430.1.1	Ds_00001439-RA
OG0011763	Solyc10g049850.2.1	Ds_00000311-RA
OG0011764	Solyc04g071130.1.1	Ds_00008683-RA
OG0011765	Solyc01g107640.3.1	Ds_00008924-RA
OG0011766	Solyc12g098890.2.1	Ds_00005035-RA
OG0011767	Solyc01g106560.3.1	Ds_00017199-RA
OG0011768	Solyc04g071560.3.1	Ds_00015837-RA
OG0011770	Solyc10g006520.3.1	Ds_00009811-RA
OG0011772	Solyc12g035650.2.1	Ds_00010760-RA
OG0011774	Solyc01g088650.3.1	Ds_00017280-RA
OG0011776	Solyc06g064870.3.1	Ds_00017296-RA
OG0011780	Solyc03g098340.3.1, Solyc03g098325.1.1	Ds_00009720-RA
OG0011782	Solyc09g066130.3.1	Ds_00007805-RA
OG0011784	Solyc08g081770.3.1	Ds_00001268-RA
OG0011785	Solyc06g065270.3.1	Ds_00002883-RA
OG0011786	Solyc03g025740.3.1	Ds_00012060-RA
OG0011787	Solyc01g079090.3.1	Ds_00001015-RA
OG0011788	Solyc04g078460.3.1	Ds_00000565-RA
OG0011789	Solyc04g010190.1.1	Ds_00003260-RA
OG0011790	Solyc09g064500.3.1	Ds_00004688-RA
OG0011791	Solyc03g098410.1.1	Ds_00000145-RA
OG0011792	Solyc11g005360.2.1	Ds_00010935-RA
OG0011794	Solyc04g080180.1.1	Ds_00007871-RA
OG0011795	Solyc06g066190.3.1	Ds_00013097-RA
OG0011796	Solyc08g014510.3.1	Ds_00012691-RA
OG0011799	Solyc01g089970.3.1	Ds_00001548-RA
OG0011800	Solyc08g045760.1.1, Solyc03g119200.3.1	Ds_00002927-RA
OG0011801	Solyc04g005425.1.1	Ds_00009139-RA
OG0011802	Solyc05g013510.3.1	Ds_00017072-RA
OG0011803	Solyc08g076660.3.1	Ds_00013516-RA
OG0011806	Solyc02g088350.3.1	Ds_00011358-RA
OG0011808	Solyc02g087260.1.1	Ds_00014149-RA
OG0011812	Solyc01g008020.3.1	Ds_00015459-RA
OG0011813	Solyc03g113360.3.1, Solyc02g087570.1.1	Ds_00016250-RA
OG0011814	Solyc03g118790.2.1	Ds_00005158-RA
OG0011815	Solyc05g006770.3.1	Ds_00004334-RA
OG0011816	Solyc08g078080.2.1	Ds_00002805-RA
OG0011817	Solyc05g014400.3.1, Solyc12g005900.2.1, Solyc05g014410.2.1	Ds_00017654-RA
OG0011818	Solyc03g115980.1.1	Ds_00016179-RA
OG0011819	Solyc03g118500.3.1	Ds_00000138-RA
OG0011820	Solyc07g005340.2.1	Ds_00014998-RA
OG0011823	Solyc01g088750.3.1	Ds_00009135-RA
OG0011825	Solyc03g113750.2.1	Ds_00003747-RA
OG0011826	Solyc05g054900.3.1	Ds_00002861-RA
OG0011827	Solyc12g035170.2.1	Ds_00017255-RA
OG0011828	Solyc03g119860.3.1	Ds_00004733-RA
OG0011829	Solyc05g011820.2.1	Ds_00006574-RA
OG0011830	Solyc10g081230.2.1	Ds_00010815-RA, Ds_00010808-RA
OG0011831	Solyc10g005800.3.1	Ds_00004944-RA
OG0011832	Solyc03g097920.1.1	Ds_00000135-RA
OG0011834	Solyc04g005350.3.1	Ds_00010497-RA
