Orthogroup	S_lycopersicum.proteins	B_vulgaris.proteins
OG0008244	Solyc03g025640.2.1	Bevul.3G068500.1.p
OG0008245	Solyc01g081470.3.1	Bevul.6G141000.1.p
OG0008246	Solyc07g037950.1.1, Solyc07g037960.1.1	Bevul.8G126800.1.p
OG0008247	Solyc08g080280.3.1	Bevul.5G036200.1.p
OG0008248	Solyc05g008290.3.1	Bevul.6G140400.1.p
OG0008249	Solyc03g117050.3.1	Bevul.9G227300.1.p
OG0008250	Solyc12g009140.2.1	Bevul.8G141700.1.p
OG0008251	Solyc01g090470.3.1	Bevul.1G141500.1.p
OG0008252	Solyc07g042090.3.1	Bevul.8G142200.1.p
OG0008253	Solyc03g122310.3.1	Bevul.7G168400.1.p
OG0008254	Solyc12g008580.2.1	Bevul.8G203500.1.p
OG0008255	Solyc03g116710.3.1	Bevul.9G192500.1.p, Bevul.9G192600.1.p
OG0008256	Solyc08g075430.3.1, Solyc08g005580.3.1	Bevul.5G048900.1.p
OG0008257	Solyc07g021750.1.1	Bevul.8G126400.1.p
OG0008258	Solyc12g042770.2.1	Bevul.9G192000.2.p, Bevul.9G192000.1.p
OG0008259	Solyc02g079100.3.1	Bevul.8G011600.1.p
OG0008260	Solyc07g008780.3.1	Bevul.8G207000.1.p
OG0008261	Solyc07g008190.3.1	Bevul.8G175000.1.p
OG0008262	Solyc12g070150.1.1, Solyc07g039210.3.1	Bevul.8G127300.1.p
OG0008263	Solyc08g068210.3.1	Bevul.2G165400.1.p
OG0008264	Solyc06g065530.3.1, Solyc11g013870.2.1	Bevul.1G213300.1.p, Bevul.1G213200.1.p
OG0008266	Solyc10g081480.2.1	Bevul.5G122700.1.p
OG0008267	Solyc12g013870.2.1	Bevul.4G063200.1.p
OG0008268	Solyc01g088250.3.1	Bevul.2G050400.2.p, Bevul.2G050400.1.p
OG0008269	Solyc07g054190.3.1	Bevul.9G075300.1.p, Bevul.4G073900.1.p
OG0008270	Solyc09g008630.3.1	Bevul.4G159100.1.p
OG0008271	Solyc02g079000.3.1	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p
OG0008272	Solyc02g080360.1.1	Bevul.8G057700.1.p
OG0008274	Solyc09g005120.3.1	Bevul.5G053400.1.p
OG0008275	Solyc02g085520.3.1	Bevul.3G191000.1.p
OG0008276	Solyc11g066950.2.1	Bevul.9G106600.1.p
OG0008277	Solyc12g013630.1.1, Solyc12g013640.2.1, Solyc07g063400.3.1	Bevul.4G055700.1.p
OG0008278	Solyc12g005770.2.1	Bevul.9G066600.1.p, Bevul.9G066600.2.p
OG0008279	Solyc08g082200.3.1	Bevul.5G018300.1.p
OG0008280	Solyc01g006630.3.1	Bevul.4G241900.1.p
OG0008281	Solyc07g066570.3.1	Bevul.8G192800.1.p
OG0008282	Solyc11g068870.2.1	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p
OG0008283	Solyc03g063320.3.1	Bevul.3G182000.1.p
OG0008284	Solyc08g005210.3.1, Solyc06g066400.3.1	Bevul.5G095700.1.p
OG0008285	Solyc02g078400.3.1	Bevul.8G028100.1.p
OG0008286	Solyc04g009655.1.1	Bevul.5G011400.1.p
OG0008287	Solyc09g007880.1.1	Bevul.7G054200.1.p, Bevul.4G129100.1.p
OG0008288	Solyc07g053750.1.1	Bevul.9G078600.1.p
OG0008289	Solyc10g083380.2.1, Solyc09g009760.1.1	Bevul.7G031000.1.p
OG0008290	Solyc11g005120.2.1	Bevul.3G038200.1.p
OG0008291	Solyc10g008080.2.1, Solyc07g053420.3.1	Bevul.9G083400.1.p
OG0008292	Solyc10g081600.2.1	Bevul.5G116700.1.p
OG0008293	Solyc10g005230.3.1	Bevul.7G071500.2.p, Bevul.7G071500.1.p
OG0008294	Solyc08g074670.3.1, Solyc08g005920.3.1	Bevul.7G100300.1.p
OG0008295	Solyc07g065860.3.1	Bevul.4G002700.1.p
OG0008296	Solyc09g005920.3.1, Solyc10g084530.1.1	Bevul.7G069100.1.p
OG0008297	Solyc04g014700.3.1	Bevul.4G109300.1.p
OG0008298	Solyc07g048090.2.1, Solyc07g048085.1.1	Bevul.3G072400.1.p
OG0008299	Solyc11g018740.2.1, Solyc11g013060.1.1	Bevul.4G161200.1.p
OG0008301	Solyc11g071680.2.1	Bevul.7G183700.1.p
OG0008302	Solyc07g066560.1.1	Bevul.2G088000.1.p
OG0008304	Solyc01g097440.3.1	Bevul.4G135500.1.p
OG0008306	Solyc10g008110.3.1	Bevul.9G082400.2.p, Bevul.9G082400.1.p
OG0008307	Solyc06g082660.3.1, Solyc07g042770.1.1, Solyc06g082630.3.1	Bevul.7G093800.1.p
OG0008308	Solyc11g006970.2.1	Bevul.2G128800.1.p, Bevul.4G104500.1.p
OG0008310	Solyc06g074720.3.1	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p
OG0008311	Solyc07g062250.3.1	Bevul.4G081400.1.p
OG0008312	Solyc04g058140.3.1	Bevul.6G025900.1.p
OG0008313	Solyc02g084220.3.1	Bevul.3G217300.1.p
OG0008314	Solyc02g071040.3.1	Bevul.8G082000.1.p
OG0008316	Solyc02g071310.3.1	Bevul.8G171300.1.p
OG0008317	Solyc07g044830.3.1	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p
OG0008318	Solyc11g007130.2.1	Bevul.6G193100.1.p, Bevul.6G117400.1.p, Bevul.6G117500.1.p, Bevul.6G117300.1.p
OG0008319	Solyc06g074530.1.1, Solyc11g066890.1.1	Bevul.9G105800.1.p
OG0008320	Solyc08g067790.3.1	Bevul.2G016600.1.p, Bevul.2G016600.2.p
OG0008321	Solyc09g009820.3.1	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p
OG0008322	Solyc03g031790.1.1, Solyc10g008090.1.1, Solyc02g080180.1.1	Bevul.8G059600.1.p
OG0008323	Solyc09g031610.3.1	Bevul.7G191100.1.p
OG0008324	Solyc11g072380.2.1, Solyc06g075290.3.1, Solyc06g075300.2.1, Solyc06g075270.3.1, Solyc06g075280.3.1, Solyc06g075260.3.1, Solyc03g044210.3.1, Solyc06g075320.3.1	Bevul.9G054500.1.p
OG0008325	Solyc11g056620.2.1	Bevul.4G241100.1.p
OG0008326	Solyc04g072300.1.1, Solyc02g077840.1.1	Bevul.8G022400.1.p
OG0008327	Solyc09g007860.3.1	Bevul.9G100300.1.p, Bevul.9G100300.2.p
OG0008328	Solyc02g024000.3.1, Solyc02g069940.3.1	Bevul.8G098700.1.p
OG0008329	Solyc10g078930.2.1	Bevul.3G180400.1.p
OG0008330	Solyc10g009190.1.1, Solyc02g078850.1.1	Bevul.8G000700.1.p
OG0008331	Solyc06g069480.3.1	Bevul.5G179000.1.p
OG0008332	Solyc03g078650.3.1, Solyc05g052860.3.1	Bevul.2G234300.1.p
OG0008333	Solyc03g058190.3.1	Bevul.3G193200.1.p
OG0008334	Solyc05g054730.3.1	Bevul.2G105500.1.p, Bevul.2G105500.3.p
OG0008335	Solyc01g006970.3.1	Bevul.5G110200.1.p
OG0008336	Solyc06g048820.1.1, Solyc06g050760.1.1	Bevul.2G187400.1.p
OG0008337	Solyc10g005370.3.1	Bevul.8G071900.1.p
OG0008338	Solyc08g061590.3.1	Bevul.4G222700.1.p
OG0008339	Solyc09g005230.3.1	Bevul.5G049500.1.p
OG0008340	Solyc09g074095.1.1	Bevul.4G237800.1.p
OG0008340	Solyc09g074100.3.1	Bevul.4G236600.1.p
OG0008341	Solyc09g007950.2.1	Bevul.7G055800.1.p
OG0008342	Solyc12g099840.1.1	Bevul.1G133800.1.p
OG0008343	Solyc07g063300.3.1	Bevul.4G058300.1.p
OG0008344	Solyc06g050860.3.1	Bevul.2G185800.1.p
OG0008345	Solyc01g086640.2.1, Solyc10g045420.2.1	Bevul.4G249400.1.p
OG0008346	Solyc02g081660.3.1	Bevul.2G126200.1.p, Bevul.2G126200.2.p
OG0008347	Solyc02g031920.3.1, Solyc02g031950.3.1, Solyc02g031940.2.1, Solyc12g014310.2.1	Bevul.4G078300.1.p, Bevul.4G078100.1.p
OG0008348	Solyc07g053430.3.1	Bevul.9G083300.1.p
OG0008350	Solyc07g066630.3.1	Bevul.2G084100.1.p
OG0008351	Solyc02g081830.3.1	Bevul.6G202100.1.p
OG0008352	Solyc04g009580.3.1, Solyc04g049550.3.1	Bevul.2G110800.1.p
OG0008353	Solyc04g007700.3.1	Bevul.9G185900.1.p
OG0008354	Solyc01g008470.3.1, Solyc01g008485.1.1	Bevul.4G234900.1.p
OG0008355	Solyc10g008320.1.1, Solyc07g053950.1.1	Bevul.9G076300.1.p
OG0008356	Solyc07g045460.3.1	Bevul.8G037200.1.p
OG0008357	Solyc09g014210.2.1	Bevul.5G142200.1.p
OG0008358	Solyc11g065880.2.1	Bevul.4G238300.1.p, Bevul.4G237300.1.p
OG0008359	Solyc10g081240.2.1	Bevul.8G096900.1.p
OG0008360	Solyc09g010710.3.1	Bevul.7G067800.1.p
OG0008361	Solyc04g051470.1.1	Bevul.6G057900.1.p
OG0008362	Solyc03g118240.3.1	Bevul.5G163700.1.p
OG0008363	Solyc09g083350.3.1	Bevul.3G231000.1.p
OG0008364	Solyc06g073060.3.1	Bevul.9G211200.2.p, Bevul.9G211200.1.p
OG0008366	Solyc01g087870.3.1	Bevul.2G193800.1.p, Bevul.2G193800.2.p
OG0008367	Solyc01g009770.3.1	Bevul.6G199900.1.p
OG0008368	Solyc02g093630.3.1	Bevul.6G145200.1.p
OG0008369	Solyc05g053880.3.1	Bevul.5G130900.1.p
OG0008370	Solyc01g104900.3.1, Solyc10g047060.2.1	Bevul.8G117000.1.p
OG0008371	Solyc06g072600.3.1, Solyc03g097640.3.1	Bevul.5G159200.1.p
OG0008372	Solyc08g061450.2.1	Bevul.2G228700.1.p
OG0008373	Solyc03g098570.1.1	Bevul.8G160800.1.p
OG0008374	Solyc05g051840.1.1	Bevul.6G072400.1.p
OG0008375	Solyc09g065950.3.1, Solyc01g099715.1.1	Bevul.4G203700.1.p
OG0008376	Solyc03g112060.3.1	Bevul.7G137700.1.p
OG0008377	Solyc02g093930.3.1	Bevul.4G097900.1.p
OG0008378	Solyc09g011730.3.1	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p
OG0008379	Solyc07g062610.3.1	Bevul.4G072600.1.p
OG0008380	Solyc08g082150.2.1	Bevul.5G018600.1.p
OG0008381	Solyc01g102980.3.1	Bevul.6G158800.1.p
OG0008382	Solyc09g057790.3.1, Solyc11g040110.2.1	Bevul.6G196500.1.p
OG0008383	Solyc10g007650.3.1	Bevul.5G121200.1.p
OG0008384	Solyc10g080180.2.1	Bevul.5G181000.1.p
OG0008386	Solyc07g008950.3.1	Bevul.3G234300.1.p
OG0008387	Solyc09g047840.3.1	Bevul.5G228300.1.p
OG0008388	Solyc04g056610.3.1	Bevul.4G010500.1.p
OG0008389	Solyc08g082240.1.1	Bevul.5G018100.1.p
OG0008390	Solyc09g082200.2.1, Solyc06g054120.2.1	Bevul.3G147600.1.p
OG0008391	Solyc03g121390.1.1, Solyc10g080140.2.1, Solyc10g080170.1.1, Solyc04g015730.2.1	Bevul.3G195200.1.p
OG0008392	Solyc11g006010.2.1	Bevul.6G050200.1.p
OG0008393	Solyc08g006830.3.1	Bevul.5G115600.1.p
OG0008394	Solyc06g060720.3.1	Bevul.9G172400.1.p
OG0008395	Solyc01g067930.3.1	Bevul.3G155800.1.p
OG0008396	Solyc05g015890.3.1	Bevul.6G204000.1.p
OG0008397	Solyc01g104580.3.1	Bevul.9G224900.1.p
OG0008398	Solyc09g083070.3.1	Bevul.6G229800.1.p
OG0008399	Solyc01g095450.3.1, Solyc05g050210.3.1	Bevul.1G186500.1.p
OG0008400	Solyc08g081640.3.1	Bevul.5G025000.1.p
OG0008402	Solyc05g016430.1.1, Solyc07g009410.3.1	Bevul.6G045300.1.p
OG0008403	Solyc04g082300.2.1	Bevul.1G038600.1.p
OG0008404	Solyc01g090225.1.1	Bevul.1G143800.1.p
OG0008405	Solyc04g072560.3.1	Bevul.1G133000.1.p
OG0008406	Solyc02g085180.4.1	Bevul.6G019700.1.p
OG0008407	Solyc09g025260.3.1	Bevul.5G250900.1.p
OG0008408	Solyc09g065830.3.1	Bevul.5G240700.1.p
OG0008409	Solyc10g077120.2.1	Bevul.6G171000.1.p
OG0008410	Solyc01g068070.3.1	Bevul.5G258800.1.p
OG0008411	Solyc04g045480.3.1	Bevul.6G197100.1.p
OG0008412	Solyc01g111940.3.1	Bevul.9G128500.1.p, Bevul.9G128500.2.p
OG0008413	Solyc08g007580.3.1, Solyc08g079680.3.1	Bevul.5G041700.1.p
OG0008414	Solyc08g045850.3.1	Bevul.1G039500.1.p
OG0008415	Solyc09g091030.3.1	Bevul.3G166800.1.p
OG0008416	Solyc08g067830.3.1	Bevul.1G141300.1.p
OG0008417	Solyc01g080367.1.1, Solyc09g074080.2.1, Solyc06g008910.2.1	Bevul.3G149400.1.p
OG0008419	Solyc07g014650.3.1	Bevul.6G019400.1.p, Bevul.7G183500.1.p
OG0008420	Solyc02g065150.2.1, Solyc02g090410.3.1	Bevul.8G174400.1.p
OG0008421	Solyc02g082710.3.1, Solyc00g007080.3.1	Bevul.3G050800.1.p
OG0008422	Solyc01g099650.3.1	Bevul.4G204900.1.p
OG0008423	Solyc09g061270.3.1	Bevul.7G124900.1.p
OG0008424	Solyc01g005810.3.1	Bevul.6G179400.1.p
OG0008425	Solyc03g031560.3.1	Bevul.8G071000.1.p
OG0008426	Solyc04g079690.3.1	Bevul.1G054100.1.p, Bevul.9G073300.1.p
OG0008427	Solyc01g096190.3.1	Bevul.1G195600.1.p
OG0008428	Solyc11g010550.2.1	Bevul.6G058700.1.p
OG0008429	Solyc03g111785.1.1	Bevul.7G141300.1.p
OG0008430	Solyc04g010090.3.1	Bevul.4G164200.1.p
OG0008431	Solyc01g103150.3.1	Bevul.6G155900.1.p, Bevul.6G155800.1.p
OG0008432	Solyc01g095420.3.1	Bevul.1G186200.1.p
OG0008433	Solyc08g078480.3.1	Bevul.5G066700.1.p
OG0008434	Solyc01g094480.3.1	Bevul.7G089500.2.p, Bevul.7G089500.1.p
OG0008435	Solyc12g056560.2.1, Solyc04g071490.3.1	Bevul.1G073200.1.p
OG0008436	Solyc11g011850.2.1, Solyc01g020130.3.1, Solyc01g020125.1.1, Solyc01g020150.3.1	Bevul.6G006200.1.p
OG0008437	Solyc01g098900.3.1	Bevul.4G154700.1.p
OG0008439	Solyc08g023470.3.1	Bevul.1G175800.1.p
OG0008440	Solyc07g014660.2.1, Solyc10g084440.2.1	Bevul.7G070400.3.p, Bevul.7G070400.1.p, Bevul.7G070400.2.p
OG0008441	Solyc01g065580.3.1	Bevul.3G002200.1.p
OG0008442	Solyc08g016090.3.1	Bevul.9G231600.1.p
OG0008443	Solyc01g080510.3.1	Bevul.3G149600.1.p
OG0008444	Solyc12g013950.2.1	Bevul.9G093400.2.p, Bevul.9G093400.1.p
OG0008445	Solyc09g007130.3.1	Bevul.1G183200.1.p
OG0008446	Solyc01g058280.3.1	Bevul.3G062400.1.p
OG0008447	Solyc09g063140.3.1	Bevul.7G118000.1.p
OG0008448	Solyc08g075160.3.1	Bevul.1G058400.1.p, Bevul.5G198700.1.p
OG0008449	Solyc08g007990.3.1	Bevul.5G031000.1.p, Bevul.1G187000.1.p
OG0008450	Solyc04g076740.3.1, Solyc05g054720.3.1	Bevul.6G171500.1.p
OG0008451	Solyc04g071140.3.1	Bevul.1G076500.1.p
OG0008452	Solyc10g078450.2.1	Bevul.3G115300.1.p
OG0008453	Solyc03g093680.3.1	Bevul.6G144100.1.p
OG0008454	Solyc03g019850.3.1	Bevul.4G021900.1.p
OG0008455	Solyc04g050550.2.1	Bevul.4G070800.1.p
OG0008456	Solyc04g082580.3.1	Bevul.1G044200.1.p
OG0008457	Solyc02g065685.1.1, Solyc02g065690.3.1	Bevul.2G196900.1.p
OG0008458	Solyc06g008310.3.1	Bevul.6G134600.1.p
OG0008460	Solyc03g111600.3.1, Solyc03g111593.1.1, Solyc03g111597.1.1	Bevul.7G143700.1.p
OG0008461	Solyc01g008170.3.1, Solyc04g008550.3.1	Bevul.6G042100.1.p
OG0008462	Solyc05g009940.3.1	Bevul.6G119600.1.p
OG0008463	Solyc02g067820.3.1	Bevul.1G071100.1.p
OG0008464	Solyc03g114450.3.1	Bevul.5G169300.1.p
OG0008465	Solyc05g006560.1.1	Bevul.6G248000.1.p
OG0008466	Solyc03g046260.2.1	Bevul.2G219200.1.p
OG0008467	Solyc04g007560.3.1, Solyc05g008430.3.1	Bevul.6G138800.1.p
OG0008468	Solyc03g118670.3.1	Bevul.8G101800.1.p
OG0008469	Solyc08g075380.3.1	Bevul.5G048000.1.p
OG0008470	Solyc05g013070.3.1, Solyc01g010950.3.1	Bevul.6G230500.1.p
OG0008471	Solyc04g009310.3.1	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p
OG0008472	Solyc03g044880.3.1, Solyc04g045650.3.1	Bevul.6G208700.1.p
OG0008473	Solyc05g012390.3.1	Bevul.6G081300.1.p
OG0008474	Solyc05g007120.3.1	Bevul.6G240300.1.p
OG0008475	Solyc04g015380.1.1, Solyc04g015390.2.1, Solyc04g015400.3.1, Solyc04g015430.3.1	Bevul.1G027000.1.p
OG0008476	Solyc05g007100.3.1	Bevul.6G240900.1.p
OG0008477	Solyc02g087870.3.1	Bevul.2G059100.1.p
OG0008478	Solyc04g014490.1.1, Solyc11g011010.1.1	Bevul.6G145000.1.p
OG0008479	Solyc01g088390.3.1	Bevul.8G122700.1.p
OG0008480	Solyc05g009410.2.1, Solyc04g007240.1.1	Bevul.6G129200.1.p, Bevul.6G134700.1.p
OG0008481	Solyc01g089850.3.1, Solyc03g093790.3.1	Bevul.1G145500.1.p
OG0008482	Solyc03g093460.3.1	Bevul.3G094100.1.p
OG0008484	Solyc01g095290.3.1	Bevul.1G185100.1.p
OG0008485	Solyc02g086870.3.1	Bevul.2G000700.1.p
OG0008486	Solyc03g115960.3.1	Bevul.5G187200.1.p
OG0008487	Solyc08g005010.3.1	Bevul.5G088600.1.p
OG0008488	Solyc12g062250.2.1	Bevul.4G096500.1.p
OG0008489	Solyc03g115730.3.1	Bevul.5G183900.1.p
OG0008490	Solyc08g076230.1.1	Bevul.5G100100.1.p
OG0008491	Solyc05g018500.3.1, Solyc07g042297.1.1	Bevul.6G141900.1.p
OG0008492	Solyc03g070480.1.1, Solyc02g089060.3.1	Bevul.2G075800.1.p
OG0008493	Solyc05g007440.3.1	Bevul.6G238000.1.p
OG0008494	Solyc11g007740.2.1	Bevul.5G112300.1.p
OG0008495	Solyc08g077890.3.1	Bevul.5G075500.1.p
OG0008496	Solyc02g094320.3.1	Bevul.6G038200.1.p
OG0008497	Solyc03g113020.3.1	Bevul.8G123200.1.p
OG0008498	Solyc11g005110.2.1	Bevul.3G217700.1.p
OG0008499	Solyc05g010100.3.1	Bevul.6G117200.1.p
OG0008500	Solyc04g007670.1.1, Solyc05g008110.3.1	Bevul.6G141500.1.p
OG0008501	Solyc01g110520.3.1	Bevul.2G114000.1.p
OG0008502	Solyc05g050720.3.1	Bevul.9G132100.2.p, Bevul.9G132100.1.p
OG0008503	Solyc03g117940.3.1	Bevul.2G001300.1.p, Bevul.2G001300.2.p, Bevul.2G001300.3.p
OG0008504	Solyc02g067540.3.1, Solyc01g057060.1.1, Solyc01g057070.2.1	Bevul.2G053000.1.p
OG0008505	Solyc08g076220.3.1	Bevul.5G100200.1.p
OG0008508	Solyc01g008130.3.1	Bevul.6G041200.1.p
OG0008510	Solyc02g014770.3.1	Bevul.6G042300.1.p
OG0008511	Solyc03g113860.2.1	Bevul.5G205500.1.p
OG0008512	Solyc03g112930.3.1, Solyc06g071480.3.1	Bevul.5G213400.1.p
OG0008513	Solyc03g113630.3.1	Bevul.5G202500.1.p
OG0008514	Solyc04g072210.3.1	Bevul.5G055000.1.p
OG0008515	Solyc12g096290.2.1	Bevul.3G213900.1.p
OG0008516	Solyc02g088730.2.1	Bevul.9G047400.1.p
OG0008518	Solyc03g114510.3.1	Bevul.5G186800.1.p
OG0008519	Solyc03g013030.3.1	Bevul.6G136300.1.p
OG0008520	Solyc05g010060.3.1	Bevul.6G117900.1.p
OG0008521	Solyc06g076510.3.1	Bevul.8G176400.1.p
OG0008522	Solyc02g068530.3.1	Bevul.7G026100.1.p, Bevul.7G026100.2.p
OG0008523	Solyc05g006120.3.1	Bevul.8G008100.1.p
OG0008524	Solyc05g006920.3.1	Bevul.6G243100.1.p
OG0008525	Solyc10g055640.2.1, Solyc07g052200.1.1	Bevul.9G134900.1.p
OG0008526	Solyc08g076210.3.1	Bevul.5G100400.1.p
OG0008527	Solyc11g065380.2.1	Bevul.3G184700.1.p
OG0008528	Solyc03g114140.3.1	Bevul.5G208900.1.p
OG0008529	Solyc06g071000.3.1	Bevul.5G194900.1.p
OG0008530	Solyc02g094300.3.1	Bevul.6G038500.1.p
OG0008531	Solyc08g078010.3.1	Bevul.5G074500.1.p
OG0008532	Solyc02g086140.1.1	Bevul.2G211500.1.p
OG0008533	Solyc07g021330.2.1, Solyc12g062670.2.1	Bevul.5G186900.1.p
OG0008534	Solyc01g109850.3.1	Bevul.9G167500.1.p
OG0008535	Solyc02g086150.3.1	Bevul.2G211400.1.p
OG0008536	Solyc05g006410.3.1	Bevul.6G246100.1.p
OG0008537	Solyc04g007370.3.1, Solyc08g022075.1.1, Solyc05g009160.3.1	Bevul.6G131600.1.p
OG0008538	Solyc03g123840.3.1	Bevul.8G105800.1.p
OG0008541	Solyc12g007000.2.1	Bevul.8G190000.1.p
OG0008544	Solyc03g025790.3.1	Bevul.3G070500.1.p
OG0008545	Solyc03g033520.2.1	Bevul.3G204100.1.p
OG0008546	Solyc05g013760.3.1	Bevul.2G232800.1.p, Bevul.6G174900.1.p
OG0008547	Solyc03g025150.3.1	Bevul.3G052400.1.p
OG0008548	Solyc12g035860.1.1	Bevul.4G039800.1.p
OG0008548	Solyc01g017450.1.1	Bevul.5G127900.1.p
OG0008594	Solyc01g098450.3.1	Bevul.9G005100.1.p
OG0008595	Solyc01g079890.3.1	Bevul.5G103700.1.p
OG0008596	Solyc03g045090.3.1	Bevul.2G218500.1.p
OG0008598	Solyc02g068370.3.1	Bevul.1G066500.1.p
OG0008600	Solyc09g008650.3.1	Bevul.7G043500.1.p
OG0008601	Solyc09g056350.3.1	Bevul.7G137000.1.p
OG0008602	Solyc09g074090.3.1	Bevul.9G058900.1.p
OG0008603	Solyc01g098840.3.1	Bevul.4G154000.1.p
OG0008604	Solyc06g073390.3.1	Bevul.3G098100.1.p
OG0008605	Solyc11g013440.2.1, Solyc05g052690.3.1	Bevul.7G193900.1.p, Bevul.7G193500.1.p
OG0008606	Solyc11g008720.2.1	Bevul.4G214900.1.p
OG0008607	Solyc01g008360.3.1	Bevul.1G143000.1.p, Bevul.5G025100.1.p
OG0008608	Solyc05g055390.3.1, Solyc11g007530.2.1	Bevul.4G103800.1.p
OG0008610	Solyc11g056450.2.1, Solyc00g171810.3.1, Solyc10g054000.1.1, Solyc03g043610.2.1	Bevul.2G222600.1.p
OG0008611	Solyc05g055000.3.1	Bevul.4G219100.1.p, Bevul.1G140400.1.p
OG0008612	Solyc12g021170.2.1	Bevul.3G105000.1.p
OG0008613	Solyc01g079610.3.1	Bevul.5G251900.1.p
OG0008614	Solyc06g048610.3.1	Bevul.2G027800.1.p, Bevul.2G027800.2.p
OG0008615	Solyc09g092100.3.1	Bevul.3G234500.1.p
OG0008616	Solyc04g050900.2.1, Solyc04g050920.3.1	Bevul.4G193900.1.p
OG0008616	Solyc04g050910.1.1	Bevul.4G194000.1.p
OG0008617	Solyc11g072680.1.1	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p
OG0008618	Solyc01g087260.3.1, Solyc01g087250.3.1	Bevul.2G190200.1.p
OG0008619	Solyc01g066430.3.1	Bevul.3G160100.1.p
OG0008620	Solyc11g065340.2.1	Bevul.4G231100.1.p
OG0008621	Solyc01g006940.3.1	Bevul.5G110900.1.p
OG0008622	Solyc10g079720.2.1	Bevul.3G206700.1.p
OG0008624	Solyc01g106740.3.1	Bevul.1G149600.1.p
OG0008625	Solyc01g099860.3.1	Bevul.4G202300.1.p
OG0008626	Solyc01g009440.2.1	Bevul.7G231500.1.p, Bevul.7G231600.1.p
OG0008627	Solyc09g065900.3.1	Bevul.5G241700.1.p
OG0008628	Solyc09g065890.3.1	Bevul.5G241600.1.p
OG0008629	Solyc08g067370.1.1	Bevul.1G196300.1.p
OG0008630	Solyc06g082320.3.1	Bevul.7G218200.1.p
OG0008631	Solyc09g083000.3.1, Solyc03g005310.3.1, Solyc03g005315.1.1	Bevul.8G099500.1.p
OG0008632	Solyc01g097810.3.1	Bevul.4G139100.1.p
OG0008633	Solyc06g084260.3.1	Bevul.4G124500.1.p
OG0008634	Solyc02g085920.3.1	Bevul.3G055000.1.p
OG0008635	Solyc06g074380.3.1	Bevul.7G228900.1.p
OG0008636	Solyc05g053810.3.1, Solyc12g098490.2.1	Bevul.3G232200.1.p
OG0008637	Solyc03g053023.1.1	Bevul.3G179400.1.p
OG0008639	Solyc09g072970.3.1, Solyc06g084350.3.1	Bevul.2G226100.1.p
OG0008640	Solyc06g007150.3.1	Bevul.6G210100.1.p
OG0008641	Solyc09g082770.3.1, Solyc03g005270.3.1	Bevul.3G148800.1.p
OG0008642	Solyc04g074690.3.1	Bevul.6G046800.1.p
OG0008643	Solyc05g009850.3.1	Bevul.8G095400.1.p, Bevul.9G039000.1.p
OG0008644	Solyc10g080470.1.1	Bevul.3G183400.1.p
OG0008645	Solyc10g080250.1.1	Bevul.4G235100.1.p
OG0008646	Solyc09g057670.3.1	Bevul.7G135000.1.p
OG0008648	Solyc11g006710.2.1	Bevul.4G105700.1.p
OG0008649	Solyc06g076230.1.1	Bevul.7G204900.1.p
OG0008650	Solyc05g053790.1.1, Solyc09g092330.2.1	Bevul.3G232500.1.p
OG0008652	Solyc09g059470.3.1, Solyc06g083370.3.1	Bevul.7G129700.1.p
OG0008653	Solyc06g075360.3.1, Solyc11g072480.2.1	Bevul.9G057400.1.p
OG0008654	Solyc06g083380.3.1	Bevul.7G129600.1.p
OG0008655	Solyc09g090360.3.1	Bevul.3G005900.1.p
OG0008656	Solyc03g098250.3.1	Bevul.3G017500.1.p
OG0008657	Solyc11g062120.2.1	Bevul.4G239400.1.p
OG0008658	Solyc01g068640.3.1	Bevul.1G051300.1.p
OG0008659	Solyc01g099970.3.1	Bevul.4G201100.1.p
OG0008660	Solyc06g071900.3.1	Bevul.7G206100.1.p
OG0008661	Solyc11g072890.1.1	Bevul.7G181500.1.p
OG0008662	Solyc03g031950.2.1	Bevul.4G119200.1.p
OG0008663	Solyc10g079840.2.1	Bevul.3G202900.1.p
OG0008664	Solyc10g086335.1.1	Bevul.7G066900.1.p
OG0008666	Solyc01g096780.3.1	Bevul.4G112500.1.p
OG0008667	Solyc09g008240.3.1	Bevul.7G050800.1.p
OG0008668	Solyc11g066730.2.1	Bevul.9G102700.2.p, Bevul.9G102700.3.p, Bevul.9G102700.1.p
OG0008669	Solyc06g082370.3.1	Bevul.7G221700.1.p
OG0008670	Solyc09g014760.3.1	Bevul.5G052500.1.p
OG0008671	Solyc01g100310.2.1	Bevul.4G197000.1.p
OG0008672	Solyc11g006940.2.1	Bevul.2G109100.1.p, Bevul.2G109100.2.p, Bevul.2G109100.4.p, Bevul.2G109100.3.p
