Orthogroup	S_lycopersicum.proteins	A_thaliana.proteins
OG0011415	Solyc01g060450.3.1	AT5G49320.1
OG0011416	Solyc10g080660.2.1	AT5G18110.1
OG0011417	Solyc06g076940.3.1	AT5G58740.1
OG0011418	Solyc06g073410.3.1	AT2G31440.2, AT2G31440.1
OG0011419	Solyc03g058440.1.1	AT2G41200.1
OG0011420	Solyc11g069410.2.1	AT2G28430.1
OG0011421	Solyc10g084430.2.1, Solyc09g007060.2.1	AT5G02750.1
OG0011422	Solyc01g008680.3.1, Solyc11g065080.2.1	AT5G12240.1, AT5G12240.2
OG0011423	Solyc01g079830.3.1	AT3G06070.1, AT5G19190.1
OG0011424	Solyc01g100060.3.1	AT2G40650.1
OG0011425	Solyc04g016000.3.1, Solyc10g079380.2.1	AT2G41690.1
OG0011426	Solyc09g083110.2.1	AT3G23020.1
OG0011427	Solyc09g055920.3.1	AT3G25430.1, AT3G25430.2
OG0011428	Solyc06g053860.3.1	AT5G43710.2, AT5G43710.3, AT5G43710.1
OG0011429	Solyc03g062890.3.1	AT5G18100.2, AT5G18100.1
OG0011430	Solyc06g073470.3.1	AT2G43360.1
OG0011431	Solyc09g005010.3.1	AT3G08943.1
OG0011432	Solyc07g032450.1.1	ATCG00720.1
OG0011433	Solyc09g066210.3.1	AT4G03030.1
OG0011434	Solyc11g044750.2.1	AT1G71260.1
OG0011435	Solyc01g009160.2.1	AT2G27080.2, AT2G27080.1, AT5G21130.1
OG0011436	Solyc04g009940.3.1	AT1G08640.1
OG0011437	Solyc12g098660.2.1, Solyc12g098650.2.1	AT5G19850.1
OG0011438	Solyc05g008590.3.1	AT5G13890.2, AT5G13890.3, AT5G13890.1
OG0011439	Solyc01g008260.3.1	AT5G08320.1
OG0011440	Solyc06g053440.3.1	AT3G59680.2, AT3G59680.1
OG0011441	Solyc09g010960.3.1	AT5G43290.1
OG0011442	Solyc09g005640.3.1	AT3G08950.1
OG0011443	Solyc08g076410.3.1	AT2G35500.1
OG0011444	Solyc04g051200.2.1	AT5G16510.1, AT5G16510.2
OG0011445	Solyc09g091990.3.1	AT2G32800.1
OG0011446	Solyc01g096470.3.1	AT3G54390.1, AT3G54390.2
OG0011447	Solyc06g054140.3.1, Solyc06g054145.1.1, Solyc09g082160.3.1	AT1G05430.1
OG0011448	Solyc06g083340.3.1, Solyc06g063400.3.1, Solyc06g063390.3.1	AT3G07230.1
OG0011449	Solyc11g010580.2.1	AT3G27230.1
OG0011450	Solyc02g092300.1.1	AT4G37660.1
OG0011452	Solyc11g013020.2.1	AT4G08240.1, AT4G08240.2
OG0011454	Solyc09g082400.2.1	AT1G71490.1
OG0011455	Solyc01g108410.2.1	AT5G39710.1
OG0011456	Solyc04g072380.3.1	AT4G08550.2, AT4G08550.1
OG0011457	Solyc02g084730.3.1	AT5G66360.2, AT5G66360.1
OG0011458	Solyc08g005060.3.1	AT1G71310.3, AT1G71310.2, AT1G71310.1
OG0011460	Solyc01g109220.3.1	AT1G49410.1
OG0011462	Solyc12g096680.1.1	AT2G03880.1
OG0011463	Solyc05g051700.3.1	AT1G10500.1
OG0011464	Solyc02g062770.2.1, Solyc02g085330.1.1	AT5G66780.2, AT5G66780.1
OG0011465	Solyc04g078120.3.1	AT5G65860.1, AT5G65860.2, AT5G65860.3
OG0011466	Solyc09g005390.3.1	AT1G04290.2, AT1G04290.1
OG0011469	Solyc12g056770.2.1	AT1G71790.1
OG0011472	Solyc08g014290.1.1	AT1G18480.1
OG0011473	Solyc01g091940.3.1	AT4G31010.2, AT4G31010.1
OG0011475	Solyc01g106650.3.1	AT2G14620.2, AT2G14620.3, AT2G14620.1
OG0011476	Solyc01g103457.1.1	AT5G49920.1
OG0011477	Solyc02g030250.3.1	AT1G30630.1, AT2G34840.1
OG0011478	Solyc07g005570.3.1	AT5G57930.2, AT5G57930.1
OG0011479	Solyc11g013170.2.1	AT1G77670.1
OG0011481	Solyc11g044230.2.1	AT4G33640.1
OG0011483	Solyc01g005250.3.1	AT1G14810.1
OG0011484	Solyc02g070010.1.1, Solyc00g084750.3.1	AT2G01860.1
OG0011485	Solyc06g064810.3.1	AT1G33810.1
OG0011486	Solyc06g083430.1.1	AT3G24860.1
OG0011487	Solyc01g106810.3.1	AT4G33780.1
OG0011488	Solyc04g074490.3.1	AT1G78280.1
OG0011489	Solyc08g023490.3.1	AT1G30290.2, AT1G30290.1
OG0011490	Solyc01g017210.1.1, Solyc09g010890.1.1	ATCG00440.1
OG0011490	Solyc11g056370.1.1	AT2G07751.1, ATMG00990.1
OG0011491	Solyc04g081200.3.1	AT1G19880.1
OG0011492	Solyc01g108910.3.1	AT2G15890.1, AT2G15890.2
OG0011493	Solyc03g095985.1.1	AT3G56010.1
OG0011494	Solyc01g008480.3.1	AT2G01360.1, AT2G01390.1
OG0011495	Solyc12g010120.2.1, Solyc07g005470.3.1	AT5G58000.1, AT5G58000.2
OG0011496	Solyc02g092570.1.1	AT3G49950.1
OG0011497	Solyc04g078650.3.1	AT1G46480.1, AT1G46480.2
OG0011499	Solyc10g005540.3.1	AT1G16445.1
OG0011500	Solyc10g047500.2.1	AT4G33590.1, AT4G33600.1
OG0011502	Solyc03g034080.3.1	AT3G50690.1
OG0011503	Solyc07g066540.1.1	AT3G12870.1
OG0011504	Solyc02g090420.2.1	AT5G66860.1
OG0011505	Solyc03g098420.3.1	AT3G02010.1
OG0011506	Solyc08g067800.2.1	AT1G77540.1, AT1G21770.1
OG0011507	Solyc11g022400.1.1, Solyc11g022460.2.1	AT1G22610.1
OG0011508	Solyc11g045100.2.1	AT1G33500.2, AT1G33500.1, AT1G33500.3
OG0011509	Solyc02g065180.3.1	AT5G66930.3, AT5G66930.2
OG0011510	Solyc05g052170.3.1	AT4G19985.2, AT4G19985.3, AT4G19985.5, AT4G19985.7, AT4G19985.4, AT4G19985.1, AT4G19985.6
OG0011513	Solyc07g066050.3.1	AT5G56120.1
OG0011515	Solyc07g065480.3.1	AT5G55640.1
OG0011516	Solyc07g064630.3.1	AT4G26980.1
OG0011517	Solyc07g063040.3.1	AT5G53850.5, AT5G53850.2
OG0011518	Solyc02g080130.3.1	AT1G61770.1
OG0011520	Solyc02g080210.3.1, Solyc02g080200.3.1, Solyc02g080220.3.1	AT1G11580.2, AT1G11580.1
OG0011521	Solyc08g023280.3.1	AT4G21070.1
OG0011522	Solyc02g069730.3.1	AT5G44550.1, AT4G20390.1
OG0011523	Solyc12g010680.2.1	AT1G03650.1
OG0011524	Solyc03g093170.1.1, Solyc09g015740.2.1, Solyc12g014000.2.1	AT3G15200.1
OG0011525	Solyc07g049200.3.1	AT1G05060.1
OG0011526	Solyc02g021100.3.1	AT3G07930.1, AT3G07930.2, AT3G07930.3, AT3G07930.4
OG0011527	Solyc07g064920.3.1	AT4G26810.2, AT4G26810.1
OG0011529	Solyc07g054290.1.1	AT1G03600.1
OG0011531	Solyc01g097250.3.1	AT4G02550.1, AT4G02550.5, AT4G02550.3, AT4G02550.4, AT4G02550.2
OG0011532	Solyc07g062630.1.1	AT1G53270.1
OG0011535	Solyc12g100160.2.1	AT1G05190.1
OG0011536	Solyc12g044440.2.1, Solyc10g007440.3.1, Solyc10g007460.3.1	AT1G53460.1
OG0011537	Solyc11g012760.2.1	AT5G47680.1
OG0011538	Solyc03g007690.1.1	AT4G25750.1, AT5G52860.1
OG0011539	Solyc04g014610.3.1, Solyc04g071330.3.1	AT5G37290.2, AT5G37290.1, AT5G37290.3
OG0011540	Solyc06g063295.1.1	AT1G51550.1
OG0011542	Solyc12g096390.2.1	AT5G10700.2, AT5G10700.1
OG0011543	Solyc03g093850.2.1	AT4G25120.1
OG0011544	Solyc03g006970.1.1	AT5G51750.1
OG0011546	Solyc01g090880.3.1	AT1G12244.1
OG0011548	Solyc08g067270.3.1	AT5G21280.2, AT5G21280.1
OG0011549	Solyc12g099620.1.1	AT4G32430.1, AT4G32430.2
OG0011550	Solyc08g005970.3.1	AT4G31120.1, AT4G31120.2
OG0011551	Solyc08g079530.3.1	AT1G12370.1, AT1G12370.3, AT1G12370.2
OG0011552	Solyc02g068890.3.1	AT4G19890.1
OG0011554	Solyc05g009400.2.1	AT1G13410.1
OG0011555	Solyc02g088260.3.1, Solyc02g067150.3.1	AT3G29075.1
OG0011556	Solyc09g050030.1.1, Solyc04g079380.1.1	AT2G34520.1
OG0011557	Solyc08g079730.1.1, Solyc06g060530.1.1	AT4G22790.1
OG0011558	Solyc08g067290.3.1	AT5G20910.1
OG0011559	Solyc03g120870.3.1	AT1G79780.1, AT3G16300.1
OG0011560	Solyc03g070457.1.1, Solyc03g070470.1.1	AT5G19610.1
OG0011561	Solyc08g066440.3.1	AT5G11650.1, AT5G11650.2
OG0011562	Solyc07g041200.3.1	AT5G20520.1
OG0011563	Solyc07g042400.2.1	AT5G20790.2, AT5G20790.1, AT3G43110.1
OG0011564	Solyc06g083200.2.1	AT3G25210.1
OG0011566	Solyc01g090600.3.1	AT1G02050.1, AT4G00040.1
OG0011567	Solyc08g078670.2.1	AT4G16563.1
OG0011569	Solyc03g119950.1.1	AT1G15510.1
OG0011570	Solyc08g078470.3.1	AT4G14490.1, AT3G02400.2, AT3G02400.1
OG0011571	Solyc03g026210.3.1	AT5G52100.1
OG0011572	Solyc07g041000.3.1	AT4G29820.1
OG0011573	Solyc12g007090.2.1	AT5G19540.1, AT5G19540.2
OG0011574	Solyc09g064410.1.1	ATCG00640.1
OG0011576	Solyc12g009030.2.1, Solyc07g041080.3.1	AT4G29830.1
OG0011577	Solyc12g008470.2.1	AT1G60660.1
OG0011578	Solyc03g095830.2.1	AT4G00310.2, AT4G00310.1
OG0011579	Solyc06g051300.3.1	AT5G52220.2, AT5G52220.1
OG0011580	Solyc03g123540.3.1	AT1G54050.1, AT1G54050.2
OG0011581	Solyc01g095120.3.1	AT3G61540.1
OG0011582	Solyc10g011750.3.1	AT4G01110.1, AT1G01453.1, AT1G01453.2, AT2G46300.1
OG0011584	Solyc07g062430.3.1	AT3G14890.1, AT3G14890.2
OG0011585	Solyc01g091530.3.1	AT3G60900.1, AT2G45470.1
OG0011586	Solyc11g008600.1.1	AT5G57510.1
OG0011588	Solyc08g081570.3.1	AT1G63970.1, AT1G63970.2
OG0011589	Solyc05g012940.3.1	AT4G20325.1, AT4G20325.2
OG0011590	Solyc03g117550.1.1	AT1G80870.1
OG0011591	Solyc08g006540.3.1	AT5G45680.1
OG0011592	Solyc07g053150.3.1	AT4G03240.1
OG0011593	Solyc05g050930.2.1	AT3G60680.1
OG0011594	Solyc12g049310.2.1	AT3G13970.1, AT1G54210.1, AT1G54210.3, AT3G13970.4
OG0011597	Solyc07g040950.3.1	AT5G57040.1
OG0011598	Solyc08g005860.3.1	AT1G31410.1
OG0011599	Solyc03g007840.1.1	AT3G49142.1
OG0011600	Solyc02g068650.2.1	AT5G24840.1
OG0011601	Solyc03g119960.3.1	AT1G52770.1, AT3G15570.1
OG0011602	Solyc05g041360.2.1, Solyc09g061390.1.1	ATCG00040.1
OG0011603	Solyc04g071280.2.1	AT3G61360.1
OG0011604	Solyc06g073260.3.1	AT1G09340.2, AT1G09340.1
OG0011605	Solyc03g025460.3.1	AT3G49055.1
OG0011606	Solyc06g073480.3.1, Solyc01g081140.1.1	AT5G17580.2, AT5G17580.1, AT3G03510.1
OG0011607	Solyc03g007540.3.1	AT5G52960.1
OG0011608	Solyc07g045450.1.1	AT5G35870.1, AT2G04480.1
OG0011610	Solyc01g097520.3.1, Solyc01g097555.1.1, Solyc01g097550.3.1	AT2G38750.2, AT2G38750.1
OG0011611	Solyc12g013910.2.1	AT4G27540.1, AT4G27540.2
OG0011612	Solyc07g062930.3.1	AT5G53920.1
OG0011613	Solyc02g071930.1.1	AT1G29770.1, AT1G29780.1, AT5G45700.1
OG0011614	Solyc11g006420.2.1	AT2G38680.1
OG0011615	Solyc03g119160.3.1	AT1G73770.1, AT1G73770.2, AT1G73770.3
OG0011616	Solyc06g051045.1.1	AT5G05500.1
OG0011617	Solyc02g068510.2.1	AT1G31040.1
OG0011618	Solyc10g008510.2.1	AT1G03560.1
OG0011619	Solyc10g007720.3.1	AT1G67930.1
OG0011620	Solyc05g023900.1.1	AT5G13230.1
OG0011622	Solyc01g088140.3.1	AT5G13470.1
OG0011623	Solyc07g066640.3.1	AT1G16290.2, AT1G16290.1
OG0011624	Solyc02g076900.3.1	AT4G18593.1, AT4G18593.2
OG0011626	Solyc01g096680.3.1	AT2G38720.1
OG0011627	Solyc07g008350.3.1	AT5G57490.1
OG0011629	Solyc07g063580.3.1, Solyc10g047330.1.1	AT4G27380.1
OG0011630	Solyc07g062180.3.1	AT1G78620.2, AT1G78620.1
OG0011631	Solyc08g068490.3.1	AT4G03400.2, AT4G03400.1
OG0011632	Solyc01g106590.3.1	AT2G14530.1
OG0011633	Solyc11g068450.2.1	AT2G30330.1, AT2G30330.2
OG0011634	Solyc11g064840.1.1	AT5G12300.1
OG0011636	Solyc07g056240.3.1	AT2G42975.1
OG0011637	Solyc02g082040.3.1, Solyc10g005240.3.1, Solyc01g016780.1.1	AT3G12720.1
OG0011638	Solyc11g069840.2.1	AT5G60720.1
OG0011639	Solyc12g008810.2.1	AT4G29660.1
OG0011640	Solyc07g064625.1.1	AT4G28010.1
OG0011642	Solyc06g076460.3.1	AT5G59140.1
OG0011643	Solyc07g047680.2.1, Solyc05g040040.1.1	AT5G48170.1
OG0011645	Solyc07g063620.3.1	AT4G27350.1, AT5G54240.1
OG0011646	Solyc08g079640.2.1, Solyc11g012570.2.1	AT3G51320.1
OG0011647	Solyc01g095980.3.1	AT3G61770.1
OG0011648	Solyc11g066130.1.1	AT2G28790.1, AT2G28790.2
OG0011649	Solyc06g075990.3.1	AT1G07645.1
OG0011650	Solyc10g005190.1.1, Solyc02g082150.1.1	AT4G20190.1
OG0011651	Solyc06g005600.3.1	AT5G59460.1, AT5G59460.2
OG0011652	Solyc04g054960.1.1, Solyc05g051890.1.1	AT4G39745.1, AT2G22180.1
OG0011653	Solyc11g072720.2.1, Solyc11g072900.1.1	AT5G60050.1
OG0011654	Solyc07g062540.3.1	AT1G16900.1
OG0011655	Solyc11g007780.2.1	AT3G52190.1
OG0011656	Solyc09g007210.3.1	AT5G02820.1
OG0011657	Solyc10g005120.2.1	AT4G16330.2, AT4G16330.1
OG0011658	Solyc11g071710.2.1	AT3G44020.1
OG0011659	Solyc02g080330.3.1	AT1G11600.1
OG0011661	Solyc00g027640.1.1	AT2G37680.1, AT2G37680.2
OG0011662	Solyc06g053360.3.1	AT1G06050.1
OG0011663	Solyc10g054420.2.1	AT2G39470.1, AT2G39470.2, AT2G39470.3
OG0011664	Solyc11g071820.2.1	AT5G22050.2, AT5G22050.1
OG0011665	Solyc10g079470.3.1	AT3G47930.1, AT3G47930.2
OG0011666	Solyc01g081510.3.1	AT1G71170.1, AT1G71180.1
OG0011667	Solyc01g005690.3.1	AT4G08810.1
OG0011668	Solyc11g066410.2.1	AT3G44890.1
OG0011669	Solyc01g086900.3.1	AT5G26880.1
OG0011670	Solyc02g068410.2.1	AT4G20040.1
OG0011671	Solyc11g008350.2.1	AT3G54870.1, AT3G54870.3, AT3G54870.2
OG0011672	Solyc09g013140.2.1	AT3G09085.1
OG0011673	Solyc04g015970.3.1	AT2G41700.2, AT2G41700.1
OG0011674	Solyc02g070760.3.1, Solyc02g070770.3.1	AT2G34460.1
OG0011675	Solyc10g078420.2.1	AT5G09225.1
OG0011676	Solyc06g074200.3.1	AT1G08380.1
OG0011677	Solyc05g032660.3.1	AT5G04900.1
OG0011678	Solyc02g077590.1.1, Solyc07g062790.1.1, Solyc10g007103.1.1	AT5G53980.1
OG0011679	Solyc09g007630.3.1	AT5G03160.1
OG0011680	Solyc09g014940.2.1	AT5G01740.1
OG0011681	Solyc09g013090.3.1	AT2G38025.1, AT2G38025.2
OG0011682	Solyc02g080530.3.1	AT4G21960.1
OG0011683	Solyc09g008295.1.1	AT3G53220.1
OG0011684	Solyc02g021430.1.1	AT2G34620.1
OG0011685	Solyc01g008110.3.1	AT1G11680.1
OG0011686	Solyc03g006050.3.1, Solyc02g072250.1.1	AT4G18760.1, AT5G45770.1
OG0011687	Solyc02g080900.3.1	AT1G11915.1
OG0011688	Solyc10g081430.2.1	AT3G45400.1
OG0011689	Solyc04g072775.1.1	AT1G78010.1
OG0011691	Solyc01g056780.3.1	AT1G29070.1
OG0011692	Solyc05g009300.1.1	AT2G29180.1
OG0011693	Solyc06g082880.2.1	AT3G02330.1
OG0011694	Solyc02g077900.3.1	AT1G28320.1
OG0011696	Solyc01g008780.3.1	AT4G29070.1, AT4G29070.2
OG0011699	Solyc09g008230.3.1	AT2G36930.1
OG0011701	Solyc01g096475.1.1	AT3G06730.1
OG0011702	Solyc07g008530.1.1	AT3G02660.2, AT3G02660.1
OG0011703	Solyc01g006300.3.1, Solyc01g006290.3.1, Solyc11g072920.2.1, Solyc10g078890.2.1	AT5G06730.1, AT5G06720.1
OG0011704	Solyc06g066300.1.1	AT5G62030.1
OG0011705	Solyc08g015960.3.1	AT3G59980.1
OG0011706	Solyc02g069790.3.1	AT1G30480.1
OG0011707	Solyc02g079110.3.1	AT4G21520.1, AT4G21520.2
OG0011708	Solyc12g005240.1.1	AT3G20680.1
OG0011709	Solyc11g068730.2.1	AT5G22300.2, AT5G22300.1
OG0011710	Solyc01g098030.3.1	AT1G53645.1
OG0011711	Solyc02g094120.3.1	AT3G01910.1
OG0011713	Solyc08g083200.3.1	AT5G53650.1
OG0011714	Solyc01g009845.1.1, Solyc01g009850.3.1	AT1G27435.1
OG0011715	Solyc05g014290.3.1, Solyc02g093740.3.1	AT5G14340.1, AT5G14340.2
OG0011716	Solyc12g021340.2.1	AT4G24750.1
OG0011717	Solyc03g111050.3.1	AT3G48500.1, AT3G48500.2
OG0011718	Solyc02g062530.3.1	AT5G49410.2, AT5G49410.1
OG0011719	Solyc04g051830.3.1	AT4G39520.1
OG0011720	Solyc01g109450.3.1	AT1G49350.1
OG0011722	Solyc01g009120.3.1	AT4G33470.1
OG0011723	Solyc03g019660.3.1	AT4G24930.1
OG0011724	Solyc03g083580.3.1	AT5G51540.1
OG0011725	Solyc07g064810.3.1	AT4G26900.1
OG0011726	Solyc01g100850.3.1	AT5G02270.2, AT5G02270.1
OG0011727	Solyc02g086470.3.1	AT3G27640.2, AT3G27640.1
OG0011728	Solyc10g078260.2.1	AT1G58450.1
OG0011729	Solyc11g013550.2.1	AT1G36980.1, AT1G36980.2
OG0011730	Solyc05g013670.3.1	AT1G67840.2, AT1G67840.1
OG0011731	Solyc01g091780.3.1	AT3G61080.2, AT3G61080.1
OG0011732	Solyc04g081320.3.1	AT1G75690.1
OG0011733	Solyc02g085210.1.1	AT3G50850.1, AT5G49560.1
OG0011734	Solyc08g077830.1.1	AT3G58180.1
OG0011735	Solyc08g006050.2.1, Solyc04g051850.3.1	AT1G56200.2, AT1G56200.1
OG0011736	Solyc01g100730.3.1	AT1G09280.1
OG0011737	Solyc02g065470.1.1	AT5G66590.1
OG0011738	Solyc11g013320.2.1	AT1G77860.1, AT1G77860.2
OG0011739	Solyc01g109290.3.1	AT4G34360.1
OG0011740	Solyc09g090860.3.1	AT3G24315.1
OG0011741	Solyc02g087650.3.1	AT5G58920.1
OG0011742	Solyc02g094485.1.1	AT1G12850.1, AT3G26780.1
OG0011743	Solyc04g081450.3.1	AT1G19980.1
OG0011744	Solyc04g054710.3.1	AT2G22250.1, AT2G22250.3, AT2G22250.2
OG0011745	Solyc01g111470.3.1	AT2G16880.1
OG0011746	Solyc07g017940.1.1	AT5G20600.1
OG0011747	Solyc02g085250.3.1	AT5G49555.1
OG0011748	Solyc08g006690.1.1	AT2G47670.1, AT3G62820.1
OG0011749	Solyc11g008480.2.1	AT3G05410.2, AT3G05410.3, AT3G05410.1
OG0011751	Solyc06g065340.1.1, Solyc11g018710.1.1	AT1G22680.1, AT1G71970.1
OG0011752	Solyc10g084740.2.1, Solyc08g008040.3.1	AT2G34570.1
OG0011753	Solyc01g080470.3.1, Solyc01g080480.3.1	AT4G15520.1
OG0011755	Solyc03g032140.3.1, Solyc00g007070.3.1	AT5G66010.1, AT5G66010.2
OG0011756	Solyc03g083280.3.1	AT3G49240.1
OG0011757	Solyc11g006020.2.1	AT1G74880.1
OG0011759	Solyc00g009080.3.1	AT1G71730.1
OG0011760	Solyc04g071320.3.1	AT1G43690.1
OG0011761	Solyc04g076190.1.1, Solyc12g087940.2.1	AT1G09750.1
OG0011762	Solyc02g083430.1.1	AT4G35870.1
OG0011763	Solyc10g049850.2.1	AT4G34270.1
OG0011764	Solyc04g071130.1.1	AT1G76920.1
OG0011765	Solyc01g107640.3.1	AT2G15290.1
OG0011766	Solyc12g098890.2.1	AT1G48350.1
OG0011767	Solyc01g106560.3.1	AT4G33690.1
OG0011768	Solyc04g071560.3.1	AT1G43580.1
OG0011769	Solyc05g013345.1.1, Solyc05g013360.3.1	AT1G10710.2, AT1G10710.1
OG0011770	Solyc10g006520.3.1	AT5G06430.1
OG0011772	Solyc12g035650.2.1	AT1G24310.1
OG0011773	Solyc12g097035.1.1	AT4G13520.1, AT4G13520.2
OG0011774	Solyc01g088650.3.1	AT2G44660.1
OG0011775	Solyc12g098220.2.1	AT4G13690.1
OG0011776	Solyc06g064870.3.1	AT1G33990.1, AT4G09900.1
OG0011777	Solyc07g066180.2.1	AT5G56220.1, AT5G56220.2
OG0011778	Solyc06g064640.3.1	AT4G10030.1
OG0011779	Solyc03g117990.1.1	AT5G07380.6, AT5G07380.5, AT5G07380.3, AT5G07380.1, AT5G07380.4, AT5G07380.2
OG0011780	Solyc03g098340.3.1, Solyc03g098325.1.1	AT4G24900.1, AT4G24900.2
OG0011782	Solyc09g066130.3.1	AT1G06730.1
OG0011784	Solyc08g081770.3.1	AT1G64150.1
OG0011785	Solyc06g065270.3.1	AT5G47840.1, AT5G47840.2
OG0011786	Solyc03g025740.3.1	AT5G52380.1
OG0011787	Solyc01g079090.3.1	AT4G01690.1, AT4G01690.2
OG0011788	Solyc04g078460.3.1	AT3G16150.1
OG0011789	Solyc04g010190.1.1	AT3G12345.1
OG0011790	Solyc09g064500.3.1	AT4G28660.1, AT4G28660.2
OG0011791	Solyc03g098410.1.1	AT2G25720.1
OG0011792	Solyc11g005360.2.1	AT5G09830.1
OG0011793	Solyc06g069100.2.1, Solyc12g036480.2.1	AT3G18400.1
OG0011794	Solyc04g080180.1.1	AT1G75140.1, AT1G19370.1
OG0011795	Solyc06g066190.3.1	AT5G45590.1
OG0011796	Solyc08g014510.3.1	AT1G70650.2, AT1G70650.1
OG0011797	Solyc04g005920.1.1, Solyc05g010450.1.1	AT3G25590.1
OG0011798	Solyc05g006070.3.1	AT1G70200.1
OG0011799	Solyc01g089970.3.1	AT4G09320.1
OG0011800	Solyc08g045760.1.1, Solyc03g119200.3.1	AT3G18270.1
OG0011801	Solyc04g005425.1.1	AT1G26500.1
OG0011802	Solyc05g013510.3.1	AT3G26570.1, AT3G26570.2
OG0011803	Solyc08g076660.3.1	AT5G46840.1, AT5G46840.2
OG0011804	Solyc06g063300.3.1	AT1G16850.1
OG0011805	Solyc04g007960.3.1, Solyc04g007970.3.1	AT1G23260.2, AT1G23260.1, AT1G70660.2, AT1G70660.1
OG0011806	Solyc02g088350.3.1	AT3G29185.2, AT3G29185.1
OG0011807	Solyc06g051160.3.1	AT3G17668.2, AT3G17668.1
OG0011808	Solyc02g087260.1.1	AT3G01360.1, AT3G01360.2
OG0011809	Solyc02g088010.3.1	AT3G28970.1, AT3G28970.2
OG0011811	Solyc08g083280.3.1	AT1G32780.1, AT1G64710.2, AT1G64710.3, AT1G64710.1
OG0011812	Solyc01g008020.3.1	AT1G70330.1
OG0011813	Solyc03g113360.3.1, Solyc02g087570.1.1	AT3G47870.1
OG0011814	Solyc03g118790.2.1	AT3G18020.1
OG0011815	Solyc05g006770.3.1	AT1G69910.1
OG0011816	Solyc08g078080.2.1	AT4G16835.1
OG0011817	Solyc05g014400.3.1, Solyc12g005900.2.1, Solyc05g014410.2.1	AT5G63540.1, AT5G63540.2
OG0011818	Solyc03g115980.1.1	AT1G74470.1
OG0011819	Solyc03g118500.3.1	AT3G17830.1
OG0011820	Solyc07g005340.2.1	AT5G58020.1
OG0011822	Solyc03g118770.3.1	AT3G18010.1
OG0011823	Solyc01g088750.3.1	AT1G69290.1, AT1G68980.1
OG0011824	Solyc08g076940.1.1, Solyc08g005040.1.1	AT2G35215.1, AT5G46770.1
OG0011825	Solyc03g113750.2.1	AT1G74900.1
OG0011826	Solyc05g054900.3.1	AT5G07475.1
OG0011827	Solyc12g035170.2.1	AT1G74580.3, AT1G74580.2, AT1G74580.1
OG0011828	Solyc03g119860.3.1	AT1G74070.2, AT1G74070.1
OG0011829	Solyc05g011820.2.1	AT1G69020.2, AT1G69020.1
OG0011830	Solyc10g081230.2.1	AT1G08700.1
OG0011831	Solyc10g005800.3.1	AT3G13200.1
OG0011832	Solyc03g097920.1.1	AT1G18350.1, AT1G73500.1
OG0011833	Solyc05g009820.3.1	AT1G13250.1
OG0011834	Solyc04g005350.3.1	AT1G13690.1
OG0011835	Solyc05g009530.3.1	AT3G25860.1
OG0011836	Solyc02g067710.2.1, Solyc02g086940.3.1	AT3G01450.1, AT3G01450.2, AT5G14790.1
OG0011837	Solyc04g007570.2.1	AT1G71120.1
OG0011838	Solyc02g069340.3.1	AT5G22100.1
OG0011839	Solyc03g098345.1.1	AT1G73240.1
OG0011841	Solyc05g010330.3.1	AT1G68850.1
OG0011842	Solyc10g008600.3.1	AT4G28210.1
OG0011843	Solyc01g090450.3.1	AT5G65274.1, AT4G01710.1
OG0011844	Solyc06g069770.3.1, Solyc03g116020.3.1	AT5G62440.1
OG0011845	Solyc04g049460.2.1, Solyc02g077460.2.1	AT1G04640.2, AT1G04640.1
OG0011846	Solyc03g114500.3.1	AT1G74030.1
OG0011847	Solyc12g096100.1.1	AT4G19100.1, AT4G19100.2
OG0011849	Solyc06g069190.3.1	AT1G49050.3, AT1G49050.1, AT1G49050.2
OG0011850	Solyc01g007920.2.1	AT5G23220.1, AT5G23230.1
OG0011851	Solyc02g087170.3.1	AT3G01380.2
OG0011852	Solyc04g006960.3.1	AT3G25620.1, AT3G25620.2
OG0011853	Solyc05g012080.3.1	AT1G26340.1
OG0011854	Solyc01g010240.3.1, Solyc05g012050.3.1	AT1G69180.1
OG0011855	Solyc03g113240.3.1	AT1G74730.1
OG0011856	Solyc08g076150.3.1	AT1G31920.1
OG0011857	Solyc02g082020.3.1	AT1G30880.2, AT1G30880.1
OG0011858	Solyc05g008850.3.1	AT1G15050.1, AT1G15050.2, AT2G01200.1, AT2G01200.2
OG0011859	Solyc04g008490.2.1	AT2G02050.1
OG0011860	Solyc11g066850.2.1	AT2G15820.1
OG0011861	Solyc05g007650.1.1	AT1G69588.1
OG0011863	Solyc05g056050.3.1, Solyc05g056070.3.1	AT3G54890.1
OG0011864	Solyc03g118660.3.1	AT1G48550.1, AT1G48550.2
OG0011865	Solyc02g081400.3.1	AT3G02720.1
OG0011867	Solyc03g119070.2.1	AT1G18090.1, AT1G18090.2
OG0011868	Solyc05g015640.3.1	AT1G27300.1
OG0011869	Solyc08g067000.3.1	AT3G56810.1
OG0011870	Solyc05g006700.3.1	AT1G10380.1, AT1G10380.2
OG0011871	Solyc05g008900.3.1	AT1G68220.1
OG0011872	Solyc01g090390.1.1	AT2G44880.2, AT2G44880.4, AT2G44880.3, AT2G44880.5, AT2G44880.6, AT2G44880.1
OG0011873	Solyc03g118860.3.1	AT1G73740.1
OG0011875	Solyc03g112760.3.1	AT3G48200.1
OG0011876	Solyc03g114340.3.1	AT5G62790.1, AT5G62790.2
