Orthogroup	A_hypochondriacus.proteins	A_coerulea.proteins
OG0011816	AH002892-RA	Aqcoe3G265500.1.p
OG0011817	AH017251-RA	Aqcoe3G182500.1.p, Aqcoe3G182500.2.p
OG0011818	AH002832-RA	Aqcoe3G340700.1.p
OG0011819	AH017195-RA	Aqcoe3G009100.1.p
OG0011820	AH017187-RA	Aqcoe3G099900.1.p
OG0011821	AH016565-RA, AH022815-RA	Aqcoe3G014600.1.p
OG0011822	AH001120-RA	Aqcoe3G000600.2.p, Aqcoe3G000600.3.p, Aqcoe3G000600.1.p
OG0011823	AH005545-RA	Aqcoe3G366300.1.p
OG0011824	AH011501-RA	Aqcoe3G233600.1.p
OG0011825	AH002469-RA	Aqcoe3G306500.1.p
OG0011826	AH012340-RA	Aqcoe3G264400.1.p
OG0011827	AH017598-RA	Aqcoe3G337100.1.p
OG0011828	AH017438-RA	Aqcoe3G047200.1.p
OG0011829	AH004019-RA	Aqcoe3G067900.1.p
OG0011830	AH016319-RA, AH023152-RA	Aqcoe3G425700.1.p
OG0011831	AH020045-RA, AH009793-RA	Aqcoe3G287300.1.p
OG0011832	AH019412-RA	Aqcoe3G413900.1.p
OG0011833	AH005419-RA, AH004073-RA	Aqcoe3G050200.1.p, Aqcoe3G396700.1.p
OG0011834	AH005531-RA	Aqcoe3G108800.1.p
OG0011835	AH005402-RA	Aqcoe3G041300.1.p
OG0011838	AH017169-RA	Aqcoe3G326100.1.p
OG0011839	AH021233-RA	Aqcoe3G429900.1.p
OG0011840	AH019364-RA	Aqcoe3G313600.1.p
OG0011841	AH005455-RA	Aqcoe3G384700.1.p
OG0011842	AH007070-RA	Aqcoe3G362800.1.p
OG0011843	AH009049-RA	Aqcoe3G271800.1.p
OG0011844	AH016530-RA	Aqcoe3G339100.1.p
OG0011845	AH010908-RA, AH007678-RA	Aqcoe3G109400.1.p
OG0011846	AH002914-RA	Aqcoe3G388000.1.p
OG0011847	AH016523-RA	Aqcoe3G186500.1.p
OG0011848	AH004052-RA	Aqcoe3G039700.3.p, Aqcoe3G039700.2.p, Aqcoe3G039700.4.p, Aqcoe3G039700.6.p, Aqcoe3G039700.5.p, Aqcoe3G039700.1.p
OG0011850	AH001045-RA	Aqcoe3G036700.1.p
OG0011851	AH023445-RA	Aqcoe3G106700.1.p
OG0011852	AH005437-RA	Aqcoe3G390700.1.p
OG0011853	AH004030-RA	Aqcoe3G199700.1.p
OG0011854	AH004027-RA	Aqcoe3G065300.1.p
OG0011855	AH002794-RA	Aqcoe3G325900.1.p
OG0011856	AH011558-RA	Aqcoe3G173900.2.p, Aqcoe3G173900.1.p
OG0011857	AH021932-RA	Aqcoe3G360200.1.p
OG0011858	AH005493-RA	Aqcoe3G024700.1.p
OG0011859	AH006259-RA, AH003398-RA, AH022462-RA	Aqcoe3G425400.1.p
OG0011860	AH000634-RA	Aqcoe3G349900.1.p
OG0011862	AH002507-RA	Aqcoe3G277900.1.p
OG0011863	AH011402-RA	Aqcoe3G271900.1.p
OG0011864	AH008216-RA	Aqcoe3G417200.1.p
OG0011865	AH007844-RA	Aqcoe3G428900.1.p, Aqcoe3G428900.2.p
OG0011866	AH018445-RA	Aqcoe3G170700.1.p, Aqcoe3G170700.2.p
OG0011867	AH017214-RA	Aqcoe3G407800.2.p, Aqcoe3G407800.1.p
OG0011868	AH005192-RA	Aqcoe3G198300.1.p
OG0011869	AH006594-RA, AH006577-RA, AH020517-RA	Aqcoe3G389400.1.p
OG0011870	AH004672-RA	Aqcoe3G317500.1.p
OG0011871	AH005483-RA	Aqcoe3G026100.1.p
OG0011873	AH017202-RA	Aqcoe3G412600.1.p
OG0011874	AH015750-RA	Aqcoe3G328700.1.p, Aqcoe3G328700.2.p, Aqcoe3G328700.3.p
OG0011875	AH017963-RA	Aqcoe3G281200.1.p
OG0011876	AH017980-RA	Aqcoe3G290500.1.p
OG0011877	AH007904-RA	Aqcoe3G287900.1.p
OG0012005	AH010439-RA	Aqcoe2G333500.2.p, Aqcoe2G333500.1.p, Aqcoe0127s0002.1.p
OG0012007	AH020065-RA	Aqcoe1G096600.1.p, Aqcoe2G339700.1.p
OG0012008	AH013893-RA	Aqcoe2G007000.1.p
OG0012009	AH005897-RA	Aqcoe2G169000.1.p
OG0012010	AH006602-RA	Aqcoe3G060700.1.p, Aqcoe1G483000.7.p, Aqcoe1G483000.6.p, Aqcoe1G483000.4.p, Aqcoe1G483000.3.p, Aqcoe1G483000.5.p, Aqcoe1G483000.1.p, Aqcoe1G483000.2.p, Aqcoe2G051900.1.p, Aqcoe2G051800.1.p, Aqcoe2G052100.1.p, Aqcoe2G052100.2.p
OG0012012	AH012743-RA	Aqcoe2G207600.1.p
OG0012013	AH006993-RA	Aqcoe2G287400.1.p
OG0012015	AH008049-RA, AH010080-RA	Aqcoe2G184500.2.p, Aqcoe2G184500.1.p
OG0012016	AH017860-RA	Aqcoe2G408000.1.p
OG0012017	AH012965-RA	Aqcoe2G422600.1.p
OG0012019	AH007182-RA	Aqcoe2G380500.1.p
OG0012021	AH007553-RA	Aqcoe2G141000.1.p
OG0012022	AH013050-RA	Aqcoe2G395100.1.p, Aqcoe2G395100.2.p
OG0012025	AH007973-RA	Aqcoe7G132300.1.p, Aqcoe2G245900.1.p
OG0012026	AH007486-RA	Aqcoe2G438800.1.p
OG0012027	AH015657-RA	Aqcoe2G045200.1.p
OG0012028	AH020540-RA	Aqcoe2G419800.1.p
OG0012031	AH002548-RA	Aqcoe2G343600.1.p
OG0012032	AH022840-RA	Aqcoe2G337200.1.p
OG0012033	AH013001-RA	Aqcoe2G358200.1.p
OG0012034	AH013285-RA	Aqcoe2G129300.1.p, Aqcoe2G129300.2.p
OG0012035	AH008236-RA	Aqcoe2G338300.1.p
OG0012036	AH002290-RA, AH000793-RA	Aqcoe2G269400.1.p
OG0012037	AH007072-RA	Aqcoe2G336100.1.p
OG0012038	AH010840-RA	Aqcoe2G246400.1.p
OG0012039	AH019915-RA	Aqcoe2G377500.1.p
OG0012040	AH015415-RA	Aqcoe7G226600.1.p, Aqcoe2G192200.1.p, Aqcoe7G220500.1.p
OG0012041	AH000453-RA, AH000456-RA	Aqcoe2G110800.1.p
OG0012042	AH007437-RA	Aqcoe2G335400.1.p
OG0012044	AH013053-RA	Aqcoe2G130500.1.p
OG0012046	AH004438-RA	Aqcoe2G107000.1.p
OG0012047	AH011614-RA	Aqcoe2G430100.1.p, Aqcoe2G430100.2.p
OG0012048	AH020411-RA	Aqcoe2G026800.1.p
OG0012050	AH000341-RA	Aqcoe2G069100.1.p
OG0012051	AH011843-RA	Aqcoe2G330100.1.p
OG0012052	AH011649-RA	Aqcoe2G436900.1.p
OG0012053	AH017168-RA	Aqcoe2G197500.1.p, Aqcoe3G190300.1.p
OG0012054	AH014222-RA	Aqcoe2G037800.1.p
OG0012055	AH012845-RA	Aqcoe2G308400.1.p
OG0012056	AH003345-RA	Aqcoe2G215200.1.p
OG0012057	AH002699-RA	Aqcoe2G274000.1.p
OG0012058	AH010796-RA	Aqcoe2G352700.2.p, Aqcoe2G352700.1.p
OG0012059	AH020098-RA, AH020097-RA	Aqcoe2G341500.1.p
OG0012061	AH012923-RA	Aqcoe2G294200.1.p
OG0012062	AH020113-RA	Aqcoe2G304800.1.p
OG0012063	AH013081-RA	Aqcoe2G041800.1.p
OG0012064	AH010396-RA	Aqcoe2G419200.1.p
OG0012065	AH020412-RA	Aqcoe2G026100.1.p
OG0012066	AH008365-RA	Aqcoe2G234000.1.p
OG0012068	AH006924-RA	Aqcoe2G064400.1.p, Aqcoe2G064400.2.p
OG0012071	AH003017-RA	Aqcoe2G065100.1.p, Aqcoe2G065100.2.p
OG0012072	AH019807-RA	Aqcoe2G266400.1.p
OG0012073	AH015546-RA, AH015552-RA	Aqcoe2G214600.1.p, Aqcoe6G265700.1.p
OG0012075	AH012307-RA	Aqcoe2G415500.1.p
OG0012077	AH020242-RA	Aqcoe2G393400.1.p
OG0012078	AH015695-RA	Aqcoe2G036400.1.p
OG0012080	AH015136-RA	Aqcoe2G242100.1.p
OG0012081	AH011765-RA	Aqcoe2G336200.1.p
OG0012082	AH017676-RA	Aqcoe2G087800.1.p
OG0012083	AH019010-RA	Aqcoe2G392200.1.p, Aqcoe5G379000.1.p, Aqcoe5G379000.2.p
OG0012084	AH006419-RA	Aqcoe2G361900.1.p, Aqcoe2G361900.2.p
OG0012085	AH011711-RA	Aqcoe2G433900.1.p
OG0012086	AH010553-RA	Aqcoe2G326400.1.p
OG0012087	AH002677-RA	Aqcoe2G278000.1.p
OG0012088	AH015418-RA	Aqcoe7G227000.1.p, Aqcoe4G245100.1.p
OG0012089	AH012938-RA	Aqcoe2G297400.1.p
OG0012090	AH023053-RA	Aqcoe3G105400.1.p, Aqcoe2G102000.1.p
OG0012092	AH019524-RA	Aqcoe2G152300.1.p, Aqcoe2G152300.2.p, Aqcoe2G152300.3.p
OG0012093	AH018830-RA	Aqcoe2G085000.1.p
OG0012094	AH021790-RA	Aqcoe1G443200.1.p, Aqcoe2G123500.1.p
OG0012097	AH007664-RA, AH010886-RA	Aqcoe6G019400.1.p
OG0012098	AH001680-RA, AH022917-RA	Aqcoe6G020700.1.p
OG0012098	AH022499-RA, AH022500-RA, AH016919-RA	Aqcoe6G161000.2.p, Aqcoe6G161000.1.p, Aqcoe6G161200.1.p
OG0012099	AH007606-RA	Aqcoe6G172700.1.p
OG0012100	AH008647-RA	Aqcoe6G032200.1.p
OG0012101	AH006794-RA	Aqcoe3G273700.1.p, Aqcoe6G289400.1.p
OG0012102	AH016941-RA	Aqcoe6G310000.1.p
OG0012103	AH008740-RA	Aqcoe6G084400.1.p
OG0012104	AH021240-RA	Aqcoe6G042900.1.p
OG0012105	AH003324-RA	Aqcoe6G264700.1.p
OG0012106	AH009053-RA	Aqcoe6G119200.1.p
OG0012109	AH005263-RA	Aqcoe6G001500.1.p
OG0012110	AH001872-RA	Aqcoe6G102500.1.p
OG0012111	AH007899-RA, AH007900-RA	Aqcoe6G129600.1.p
OG0012112	AH008554-RA, AH008555-RA	Aqcoe6G047300.1.p
OG0012114	AH005601-RA	Aqcoe6G115600.1.p
OG0012115	AH016723-RA	Aqcoe6G162600.1.p
OG0012116	AH008604-RA	Aqcoe6G008700.2.p, Aqcoe6G008700.1.p
OG0012117	AH007177-RA	Aqcoe6G009400.3.p, Aqcoe6G009400.2.p, Aqcoe6G009400.1.p
OG0012118	AH009387-RA	Aqcoe6G014100.1.p
OG0012119	AH023619-RA	Aqcoe6G016500.1.p, Aqcoe6G016500.2.p
OG0012120	AH008382-RA	Aqcoe6G275800.1.p
OG0012122	AH007942-RA, AH010278-RA	Aqcoe6G092400.1.p
OG0012123	AH001558-RA, AH023066-RA	Aqcoe6G316800.1.p
OG0012124	AH005927-RA	Aqcoe6G157700.1.p, Aqcoe6G157700.2.p
OG0012125	AH006480-RA, AH008301-RA	Aqcoe6G015300.1.p
OG0012126	AH008661-RA	Aqcoe6G027700.1.p, Aqcoe6G027700.3.p, Aqcoe6G027700.2.p, Aqcoe6G027700.4.p
OG0012127	AH023559-RA	Aqcoe6G054100.1.p, Aqcoe5G116400.1.p
OG0012128	AH001751-RA	Aqcoe6G258000.1.p
OG0012129	AH007308-RA	Aqcoe6G057800.2.p, Aqcoe6G057800.1.p
OG0012130	AH005759-RA	Aqcoe6G122800.1.p
OG0012131	AH007367-RA, AH008627-RA	Aqcoe6G030000.1.p
OG0012132	AH016879-RA	Aqcoe6G175200.1.p, Aqcoe5G120900.1.p
OG0012133	AH001727-RA	Aqcoe6G245700.1.p
OG0012134	AH004965-RA	Aqcoe6G228000.1.p
OG0012135	AH008773-RA	Aqcoe6G062200.3.p, Aqcoe6G062200.2.p, Aqcoe6G062200.4.p, Aqcoe6G062200.1.p
OG0012139	AH003959-RA	Aqcoe6G078600.1.p
OG0012140	AH008376-RA	Aqcoe6G270000.2.p, Aqcoe6G270000.1.p
OG0012141	AH003725-RA	Aqcoe6G144900.1.p
OG0012142	AH002436-RA	Aqcoe6G065000.3.p, Aqcoe6G065000.2.p, Aqcoe6G065000.1.p
OG0012143	AH008352-RA	Aqcoe6G160700.1.p
OG0012144	AH002397-RA	Aqcoe6G093500.1.p
OG0012145	AH016688-RA	Aqcoe6G281100.1.p
OG0012146	AH012353-RA	Aqcoe6G286500.1.p
OG0012148	AH002284-RA	Aqcoe6G215200.1.p
OG0012149	AH006772-RA	Aqcoe6G204800.1.p
OG0012151	AH001261-RA	Aqcoe4G164400.1.p, Aqcoe1G137600.1.p
OG0012152	AH006020-RA	Aqcoe4G251100.1.p
OG0012154	AH015287-RA	Aqcoe4G059800.1.p
OG0012157	AH004996-RA	Aqcoe4G195000.1.p, Aqcoe4G195000.2.p
OG0012158	AH009778-RA, AH008295-RA	Aqcoe4G310700.1.p
OG0012159	AH008032-RA	Aqcoe4G072400.1.p
OG0012162	AH001134-RA	Aqcoe4G014400.1.p
OG0012163	AH021400-RA	Aqcoe4G051100.1.p
OG0012164	AH014944-RA	Aqcoe4G225100.1.p
OG0012165	AH008288-RA	Aqcoe4G312100.1.p
OG0012166	AH003235-RA, AH007514-RA	Aqcoe4G271100.1.p
OG0012169	AH022357-RA	Aqcoe4G207000.1.p
OG0012171	AH014727-RA	Aqcoe4G011200.1.p
OG0012172	AH021587-RA	Aqcoe4G260900.1.p, Aqcoe4G260900.2.p
OG0012173	AH020858-RA	Aqcoe7G178000.1.p, Aqcoe7G178000.2.p
OG0012174	AH017794-RA	Aqcoe5G387500.1.p, Aqcoe7G441100.1.p
OG0012175	AH018756-RA	Aqcoe7G071500.1.p, Aqcoe7G071500.2.p
OG0012176	AH018726-RA	Aqcoe7G062200.1.p, Aqcoe7G062400.1.p
OG0012177	AH020975-RA, AH006250-RA	Aqcoe7G295900.2.p, Aqcoe7G295900.1.p
OG0012178	AH003206-RA	Aqcoe7G080400.1.p
OG0012179	AH019488-RA	Aqcoe7G062700.2.p, Aqcoe7G062700.1.p
OG0012181	AH021314-RA	Aqcoe7G444000.1.p, Aqcoe7G025700.1.p
OG0012185	AH022219-RA	Aqcoe7G051500.1.p
OG0012186	AH002163-RA	Aqcoe7G149100.1.p
OG0012187	AH002080-RA	Aqcoe7G399400.1.p
OG0012188	AH001564-RA	Aqcoe7G144900.3.p, Aqcoe7G144900.2.p, Aqcoe7G144900.1.p
OG0012189	AH014443-RA	Aqcoe7G418600.1.p, Aqcoe7G144300.1.p
OG0012190	AH016260-RA	Aqcoe7G375500.1.p
OG0012191	AH014138-RA	Aqcoe7G193200.1.p
OG0012192	AH015357-RA	Aqcoe7G197600.1.p
OG0012194	AH005186-RA	Aqcoe7G241700.2.p, Aqcoe7G241700.1.p
OG0012196	AH023200-RA	Aqcoe7G267500.1.p
OG0012197	AH018543-RA, AH018542-RA	Aqcoe7G075100.1.p, Aqcoe7G075100.2.p
OG0012199	AH020635-RA	Aqcoe7G367100.1.p
OG0012200	AH009330-RA, AH009331-RA	Aqcoe7G095300.1.p
OG0012201	AH017132-RA	Aqcoe7G416900.1.p
OG0012202	AH017037-RA	Aqcoe7G325600.2.p, Aqcoe7G325600.1.p
OG0012203	AH012262-RA	Aqcoe7G073500.1.p
OG0012205	AH017094-RA	Aqcoe7G112500.1.p
OG0012206	AH004333-RA	Aqcoe7G091800.1.p
OG0012207	AH014230-RA, AH014169-RA	Aqcoe7G127700.1.p
OG0012208	AH019933-RA	Aqcoe7G059100.1.p, Aqcoe7G216800.1.p, Aqcoe5G426400.1.p
OG0012209	AH005504-RA	Aqcoe7G192000.1.p
OG0012210	AH011349-RA, AH016057-RA	Aqcoe7G119100.1.p
OG0012211	AH019499-RA, AH019500-RA	Aqcoe7G301900.1.p
OG0012212	AH010191-RA, AH014115-RA, AH014116-RA	Aqcoe7G423800.1.p
OG0012213	AH018986-RA	Aqcoe7G343800.2.p, Aqcoe7G343800.1.p
OG0012214	AH016035-RA	Aqcoe7G112600.1.p
OG0012215	AH000617-RA, AH020669-RA	Aqcoe7G282600.1.p
OG0012216	AH014468-RA, AH014467-RA	Aqcoe7G151500.1.p
OG0012217	AH022256-RA, AH013484-RA	Aqcoe7G302400.1.p
OG0012218	AH000482-RA	Aqcoe7G165700.1.p
OG0012219	AH019015-RA	Aqcoe7G181900.1.p
OG0012220	AH007249-RA	Aqcoe7G057700.1.p, Aqcoe7G057900.1.p
OG0012221	AH023197-RA	Aqcoe7G268600.1.p
OG0012222	AH014174-RA	Aqcoe7G149300.1.p
OG0012223	AH014452-RA	Aqcoe7G145300.1.p
OG0012224	AH019987-RA	Aqcoe7G108700.1.p
OG0012225	AH014430-RA	Aqcoe7G302800.1.p, Aqcoe7G302700.1.p
OG0012226	AH018484-RA	Aqcoe7G096800.1.p
OG0012227	AH012338-RA	Aqcoe7G298300.1.p, Aqcoe7G309500.1.p
OG0012228	AH015134-RA	Aqcoe7G312500.1.p
OG0012230	AH014592-RA	Aqcoe7G436400.1.p
OG0012231	AH013516-RA	Aqcoe7G248000.1.p
OG0012233	AH008509-RA	Aqcoe7G098100.1.p
OG0012234	AH020999-RA	Aqcoe7G254900.1.p, Aqcoe7G254900.3.p, Aqcoe7G254900.2.p, Aqcoe7G254900.4.p, Aqcoe7G254900.5.p
OG0012236	AH017108-RA	Aqcoe7G423000.1.p
OG0012237	AH018301-RA	Aqcoe7G089500.1.p
OG0012238	AH021001-RA	Aqcoe7G335400.2.p, Aqcoe7G335400.1.p
OG0012239	AH020670-RA	Aqcoe7G376000.1.p
OG0012240	AH021925-RA	Aqcoe7G299700.1.p
OG0012241	AH022259-RA	Aqcoe7G259900.1.p
OG0012242	AH000471-RA, AH002101-RA	Aqcoe7G172300.1.p
OG0012243	AH018169-RA, AH018168-RA	Aqcoe7G003500.1.p
OG0012244	AH020972-RA	Aqcoe7G258600.1.p
OG0012245	AH023203-RA	Aqcoe7G233400.1.p
OG0012246	AH007235-RA	Aqcoe7G098800.1.p
OG0012247	AH019022-RA	Aqcoe1G013900.1.p
OG0012248	AH022400-RA	Aqcoe1G450100.1.p
OG0012251	AH023115-RA	Aqcoe1G411300.1.p
OG0012252	AH007791-RA	Aqcoe1G074600.1.p
OG0012253	AH014139-RA	Aqcoe1G500800.1.p
OG0012254	AH021685-RA	Aqcoe1G019200.1.p, Aqcoe1G129000.1.p, Aqcoe1G129200.1.p
OG0012255	AH020356-RA	Aqcoe1G030600.1.p
OG0012256	AH018972-RA	Aqcoe1G083600.1.p
OG0012257	AH008054-RA	Aqcoe1G258800.1.p
OG0012258	AH003832-RA	Aqcoe1G024800.1.p
OG0012259	AH003047-RA	Aqcoe1G160000.1.p
OG0012260	AH015285-RA	Aqcoe1G243500.1.p
OG0012261	AH023046-RA	Aqcoe1G084600.1.p
OG0012262	AH023766-RA	Aqcoe1G023200.1.p, Aqcoe1G023400.1.p, Aqcoe1G023600.1.p
OG0012264	AH015701-RA	Aqcoe1G039200.2.p, Aqcoe1G039200.1.p
OG0012266	AH013817-RA	Aqcoe1G420100.4.p
OG0012267	AH010090-RA	Aqcoe1G250500.1.p
OG0012268	AH023055-RA	Aqcoe1G430300.1.p
OG0012269	AH000301-RA	Aqcoe1G380100.1.p
OG0012271	AH010690-RA	Aqcoe1G043700.1.p
OG0012272	AH007734-RA	Aqcoe1G100100.1.p, Aqcoe1G100100.2.p
OG0012273	AH013245-RA	Aqcoe1G443700.1.p
OG0012275	AH018921-RA	Aqcoe1G069700.1.p
OG0012276	AH007981-RA	Aqcoe1G212200.1.p
OG0012277	AH004983-RA	Aqcoe1G113500.1.p
OG0012278	AH014694-RA	Aqcoe1G185300.1.p
OG0012279	AH007801-RA	Aqcoe1G002500.2.p, Aqcoe1G002500.1.p
OG0012281	AH013801-RA	Aqcoe1G425100.1.p
OG0012282	AH010612-RA, AH007382-RA	Aqcoe1G370600.1.p
OG0012283	AH017106-RA	Aqcoe1G166900.1.p
OG0012284	AH022730-RA, AH016627-RA	Aqcoe1G015000.1.p
OG0012285	AH014392-RA	Aqcoe1G131100.1.p
OG0012286	AH019065-RA	Aqcoe1G061900.1.p
OG0012287	AH011733-RA	Aqcoe1G166600.1.p
OG0012288	AH013174-RA	Aqcoe1G149500.1.p
OG0012289	AH015773-RA	Aqcoe1G211900.1.p, Aqcoe1G198900.1.p
OG0012290	AH015013-RA	Aqcoe1G280000.1.p, Aqcoe1G280000.2.p
OG0012291	AH021879-RA	Aqcoe1G122000.1.p
OG0012292	AH014941-RA	Aqcoe1G338400.1.p
OG0012293	AH018538-RA, AH003224-RA	Aqcoe1G096100.1.p
OG0012294	AH012787-RA	Aqcoe1G493100.3.p, Aqcoe1G493100.1.p, Aqcoe1G493100.2.p
OG0012295	AH015113-RA	Aqcoe1G332500.1.p
OG0012296	AH000839-RA	Aqcoe1G077900.1.p
OG0012297	AH021365-RA	Aqcoe1G216400.1.p
OG0012298	AH009874-RA	Aqcoe1G335500.1.p
OG0012299	AH023070-RA, AH016368-RA	Aqcoe1G428200.1.p, Aqcoe1G428200.2.p
OG0012300	AH004280-RA	Aqcoe1G293000.1.p, Aqcoe3G157800.1.p
OG0012302	AH000226-RA	Aqcoe1G171800.1.p
OG0012303	AH009752-RA	Aqcoe1G390200.3.p, Aqcoe1G390200.2.p, Aqcoe1G390200.1.p
OG0012304	AH015259-RA	Aqcoe1G045800.1.p
OG0012305	AH001805-RA	Aqcoe1G338800.1.p, Aqcoe1G007100.1.p
OG0012306	AH006919-RA	Aqcoe1G058400.1.p
OG0012307	AH014869-RA	Aqcoe1G374100.2.p, Aqcoe1G374100.1.p
OG0012308	AH019853-RA	Aqcoe1G367600.1.p
OG0012309	AH013175-RA	Aqcoe1G149700.1.p
OG0012310	AH018811-RA	Aqcoe1G416700.1.p
OG0012311	AH010125-RA	Aqcoe1G284100.2.p, Aqcoe1G284100.1.p
OG0012312	AH010399-RA	Aqcoe1G089200.1.p, Aqcoe1G089200.2.p
OG0012313	AH013883-RA	Aqcoe1G014100.2.p, Aqcoe1G014100.1.p
OG0012315	AH015379-RA	Aqcoe1G503000.1.p
OG0012316	AH012739-RA, AH012738-RA, AH021894-RA	Aqcoe1G187000.1.p
OG0012317	AH016645-RA	Aqcoe1G032200.1.p
OG0012318	AH021939-RA	Aqcoe5G000400.1.p
OG0012319	AH008867-RA	Aqcoe5G259700.1.p
OG0012320	AH021153-RA	Aqcoe5G049600.1.p
OG0012321	AH010834-RA	Aqcoe5G055800.1.p
OG0012323	AH012367-RA	Aqcoe5G424300.1.p
OG0012324	AH006660-RA	Aqcoe5G065800.1.p, Aqcoe5G065800.2.p
OG0012326	AH011890-RA	Aqcoe5G473800.1.p
OG0012327	AH009652-RA	Aqcoe5G436200.1.p
OG0012328	AH017045-RA	Aqcoe5G418400.1.p
OG0012329	AH012711-RA	Aqcoe5G057000.1.p
OG0012330	AH007637-RA	Aqcoe5G001800.1.p
OG0012331	AH000107-RA	Aqcoe5G105500.1.p
OG0012332	AH001859-RA	Aqcoe5G170300.1.p, Aqcoe5G203300.1.p
OG0012333	AH021198-RA, AH014056-RA	Aqcoe5G278600.1.p
OG0012334	AH022119-RA	Aqcoe5G087100.1.p
OG0012335	AH005709-RA	Aqcoe5G102100.1.p
OG0012336	AH018591-RA	Aqcoe5G418300.1.p
OG0012337	AH003527-RA	Aqcoe5G317400.1.p
OG0012338	AH010715-RA	Aqcoe5G257100.1.p
OG0012339	AH011272-RA	Aqcoe5G435900.1.p
OG0012340	AH021167-RA	Aqcoe5G370600.1.p
OG0012341	AH019949-RA	Aqcoe5G054300.1.p
OG0012342	AH003016-RA	Aqcoe5G112000.1.p
OG0012344	AH017233-RA	Aqcoe5G359900.2.p, Aqcoe5G359900.1.p
OG0012345	AH022351-RA	Aqcoe5G375100.1.p
OG0012346	AH004877-RA	Aqcoe5G389100.2.p, Aqcoe5G389100.1.p
OG0012347	AH022188-RA	Aqcoe5G076800.2.p, Aqcoe5G076800.3.p, Aqcoe5G076800.1.p
OG0012348	AH023685-RA	Aqcoe5G125800.1.p
OG0012350	AH022036-RA, AH012998-RA	Aqcoe5G012700.1.p
OG0012351	AH014431-RA	Aqcoe5G260000.1.p
OG0012352	AH005266-RA	Aqcoe5G041800.1.p
OG0012353	AH022359-RA	Aqcoe5G378700.1.p
OG0012354	AH004882-RA, AH004883-RA	Aqcoe5G383600.1.p, Aqcoe5G383600.2.p
OG0012355	AH013556-RA	Aqcoe5G382800.1.p
OG0012356	AH009460-RA	Aqcoe5G301300.1.p
OG0012358	AH008766-RA	Aqcoe5G258000.1.p
OG0012359	AH004980-RA, AH004320-RA	Aqcoe5G171000.1.p
OG0012360	AH003704-RA	Aqcoe5G159500.1.p
OG0012361	AH002655-RA	Aqcoe5G025600.2.p, Aqcoe5G025600.1.p
OG0012362	AH001656-RA	Aqcoe5G141600.1.p
OG0012363	AH012995-RA	Aqcoe5G013600.1.p
OG0012365	AH008830-RA	Aqcoe5G227700.1.p
OG0012366	AH004098-RA	Aqcoe5G097100.1.p
OG0012367	AH004472-RA, AH004878-RA	Aqcoe5G384800.1.p
OG0012368	AH006390-RA	Aqcoe5G347600.3.p, Aqcoe5G347600.1.p, Aqcoe5G347600.2.p
OG0012369	AH022032-RA	Aqcoe5G016500.1.p
OG0012370	AH003389-RA	Aqcoe5G354700.1.p
OG0012371	AH016209-RA	Aqcoe5G152900.1.p
OG0012372	AH006264-RA	Aqcoe5G459000.1.p
OG0012373	AH011747-RA, AH020005-RA, AH011748-RA	Aqcoe5G396100.2.p, Aqcoe5G396100.1.p
OG0012374	AH006987-RA	Aqcoe5G091200.1.p
OG0012375	AH017768-RA	Aqcoe5G035600.1.p
OG0012377	AH010145-RA	Aqcoe0967s0001.1.p
OG0012378	AH006517-RA, AH005462-RA	Aqcoe3G035200.1.p
OG0012380	AH017316-RA	Aqcoe3G305200.1.p, Aqcoe3G305100.1.p
OG0012381	AH017320-RA	Aqcoe3G104300.1.p, Aqcoe3G104300.2.p
OG0012382	AH005367-RA	Aqcoe3G009500.1.p
OG0012384	AH018339-RA	Aqcoe3G236600.1.p
OG0012385	AH009338-RA	Aqcoe3G256900.1.p
OG0012386	AH011491-RA	Aqcoe3G229700.1.p, Aqcoe3G229800.1.p
OG0012387	AH008448-RA	Aqcoe3G098500.1.p
OG0012388	AH019130-RA	Aqcoe3G357000.1.p
OG0012389	AH004862-RA	Aqcoe3G140800.1.p
OG0012390	AH016590-RA, AH022779-RA	Aqcoe3G065500.1.p
OG0012392	AH007423-RA	Aqcoe3G438100.1.p
OG0012393	AH004339-RA	Aqcoe3G353500.1.p
OG0012394	AH005030-RA	Aqcoe3G346100.1.p
OG0012395	AH022845-RA	Aqcoe3G020900.1.p
OG0012396	AH018378-RA	Aqcoe3G137800.1.p, Aqcoe3G137800.2.p
OG0012397	AH004357-RA	Aqcoe3G077800.2.p, Aqcoe3G077800.1.p
OG0012398	AH021799-RA	Aqcoe3G442000.1.p
OG0012401	AH004687-RA	Aqcoe3G093400.1.p
OG0012403	AH022877-RA	Aqcoe3G034700.1.p
OG0012404	AH002510-RA	Aqcoe3G277100.1.p
OG0012405	AH005378-RA	Aqcoe3G380200.1.p
OG0012406	AH007289-RA	Aqcoe3G209900.1.p
OG0012407	AH023523-RA	Aqcoe3G415200.1.p, Aqcoe3G415200.2.p
OG0012408	AH002861-RA	Aqcoe3G353300.1.p
OG0012409	AH002529-RA	Aqcoe3G128400.1.p
OG0012410	AH022903-RA, AH010307-RA	Aqcoe3G398100.1.p
OG0012411	AH018398-RA	Aqcoe3G234100.1.p
OG0012412	AH018782-RA	Aqcoe3G252400.1.p
OG0012413	AH005389-RA, AH004161-RA	Aqcoe3G039000.1.p
OG0012414	AH005074-RA	Aqcoe3G335400.1.p
OG0012418	AH011488-RA	Aqcoe3G238200.1.p
