,target_id,AT_gene_id,Symbol,Description,Position
1240,Dm_00005321-RA,AT4G37250.1, Symbols: no symbol available , no full name available , chr4:17527789-17530191 REVERSE LENGTH=768
1241,Dm_00008284-RA,AT2G33120.2," Symbols: SAR1, VAMP722, ATVAMP722 "," ARABIDOPSIS THALIANA VESICLE-ASSOCIATED MEMBRANE PROTEIN 722, synaptobrevin-related protein 1 ", chr2:14043785-14045337 REVERSE LENGTH=229
1242,Dm_00008592-RA,AT5G22640.1," Symbols: TIC100, emb1211 "," embryo defective 1211, TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 100 ", chr5:7529423-7533641 FORWARD LENGTH=871
1243,Dm_00009098-RA,AT3G26570.2," Symbols: PHT2;1, ORF02 ", phosphate transporter 2;1 , chr3:9756416-9758413 FORWARD LENGTH=587
1244,Dm_00011939-RA,AT4G32060.1, Symbols: MICU ,  , chr4:15501134-15503321 FORWARD LENGTH=498
1245,Dm_00007674-RA,AT5G19780.1, Symbols: TUA5 , tubulin alpha-5 , chr5:6687212-6688926 FORWARD LENGTH=450
1246,Dm_00001293-RA,AT3G57070.1, Symbols: no symbol available , no full name available , chr3:21124174-21125427 FORWARD LENGTH=417
1247,Dm_00005653-RA,AT3G51820.1," Symbols: G4, CHLG, ATG4, PDE325 ", PIGMENT DEFECTIVE 325 , chr3:19216301-19218934 REVERSE LENGTH=387
1248,Dm_00011355-RA,AT1G79490.1, Symbols: EMB2217 , embryo defective 2217 , chr1:29900617-29903127 FORWARD LENGTH=836
1249,Dm_00006779-RA,AT4G14930.2, Symbols: no symbol available , no full name available , chr4:8538831-8541101 FORWARD LENGTH=310
1250,Dm_00011446-RA,AT3G17170.1, Symbols: RFC3 , REGULATOR OF FATTY-ACID COMPOSITION 3 , chr3:5853186-5854853 REVERSE LENGTH=314
1251,Dm_00000164-RA,AT1G42550.1, Symbols: PMI1 , PLASTID MOVEMENT IMPAIRED1 , chr1:15977131-15979734 FORWARD LENGTH=843
1252,Dm_00014549-RA,AT1G67740.1," Symbols: YCF32, PSBY ", photosystem II BY , chr1:25394429-25394998 REVERSE LENGTH=189
1253,Dm_00016804-RA,AT3G13750.1, Symbols: BGAL1 ," beta galactosidase 1, beta-galactosidase 1 ", chr3:4511192-4515756 FORWARD LENGTH=847
1254,Dm_00018499-RA,AT4G19120.2, Symbols: ERD3 , early-responsive to dehydration 3 , chr4:10460665-10463034 REVERSE LENGTH=600
1255,Dm_00009957-RA,AT1G71720.1," Symbols: PBR1, BSF, RLSB, PDE338 "," PIGMENT DEFECTIVE 338, photosystem biogenesis regulator 1, RbcL mRNA S1 binding domain protein, petB/petD Stabilizing Factor ", chr1:26983744-26985893 FORWARD LENGTH=500
1256,Dm_00014389-RA,AT5G49970.1," Symbols: ATPPOX, PPOX, PDX3 "," pyridoxin (pyrodoxamine) 5'-phosphate oxidase, HOMOLOG OF YEAST PYRIDOXINE AUXOTROPHY 3 ", chr5:20329213-20332900 FORWARD LENGTH=530
1257,Dm_00016266-RA,AT1G66840.2," Symbols: WEB2, PMI2 "," plastid movement impaired 2, WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 2 ", chr1:24933998-24936116 REVERSE LENGTH=607
1258,Dm_00010586-RA,AT5G49665.1, Symbols: WAV3 ,  , chr5:20167119-20169420 REVERSE LENGTH=740
1259,Dm_00014465-RA,AT3G52150.2, Symbols: PSRP2 , plastid-speci&#64257;c ribosomal protein 2 , chr3:19342074-19343090 FORWARD LENGTH=253
1260,Dm_00015326-RA,AT3G11320.1, Symbols: no symbol available , no full name available , chr3:3547017-3548539 REVERSE LENGTH=308
1261,Dm_00009502-RA,AT3G12290.1, Symbols: MTHFD1 , methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase , chr3:3919591-3921326 FORWARD LENGTH=299
1262,Dm_00003311-RA,AT3G53740.4, Symbols: no symbol available , no full name available , chr3:19913921-19914813 REVERSE LENGTH=112
1263,Dm_00009913-RA,NA,,,
1264,Dm_00016254-RA,AT5G67385.1," Symbols: NRL31, NCH1, SR1IP1 "," NPH3/RPT2-Like 31, AtSR1 interaction protein 1, NRL PROTEIN FOR CHLOROPLAST MOVEMENT1 ", chr5:26884754-26887083 FORWARD LENGTH=604
1265,Dm_00006657-RA,AT4G19170.1," Symbols: NCED4, CCD4 "," carotenoid cleavage dioxygenase 4, nine-cis-epoxycarotenoid dioxygenase 4 ", chr4:10481835-10483622 FORWARD LENGTH=595
1266,Dm_00010290-RA,AT5G09380.2, Symbols: no symbol available , no full name available , chr5:2911313-2913136 REVERSE LENGTH=272
1267,Dm_00005320-RA,AT5G67290.1, Symbols: no symbol available , no full name available , chr5:26848419-26849755 REVERSE LENGTH=406
1268,Dm_00004999-RA,AT5G20300.5, Symbols: Toc90 , translocon at the outer envelope membrane of chloroplasts 90 , chr5:6853544-6856332 REVERSE LENGTH=793
1269,Dm_00011071-RA,AT1G71460.1, Symbols: no symbol available , no full name available , chr1:26928247-26930316 REVERSE LENGTH=689
1270,Dm_00000242-RA,AT5G15220.2, Symbols: no symbol available , no full name available , chr5:4941466-4942133 REVERSE LENGTH=154
1271,Dm_00012707-RA,AT5G51840.1, Symbols: no symbol available , no full name available , chr5:21072143-21074131 FORWARD LENGTH=245
1272,Dm_00004784-RA,AT2G28800.1, Symbols: ALB3 , ALBINO 3 , chr2:12356669-12359158 REVERSE LENGTH=462
1273,Dm_00020033-RA,NA,,,
1274,Dm_00006095-RA,AT3G04580.2, Symbols: EIN4 , ETHYLENE INSENSITIVE 4 , chr3:1235576-1237965 REVERSE LENGTH=766
1275,Dm_00001346-RA,AT5G22870.1, Symbols: no symbol available , no full name available , chr5:7647056-7647679 REVERSE LENGTH=207
1276,Dm_00000416-RA,AT5G54090.1, Symbols: no symbol available , no full name available , chr5:21948283-21952550 REVERSE LENGTH=796
1277,Dm_00006571-RA,AT1G04620.1, Symbols: HCAR , 7-hydroxymethyl chlorophyll a (HMChl) reductase , chr1:1282869-1286492 REVERSE LENGTH=462
1278,Dm_00008518-RA,AT1G19660.2," Symbols: BBD2, AtBBD2 ", bifunctional nuclease in basal defense response 2 , chr1:6800361-6802240 REVERSE LENGTH=329
1279,Dm_00010020-RA,AT3G25230.1," Symbols: FKBP62, ROF1, ATFKBP62 "," rotamase FKBP 1, FK506 BINDING PROTEIN 62 ", chr3:9188257-9191137 FORWARD LENGTH=551
1280,Dm_00011639-RA,AT5G64040.1, Symbols: PSAN ,  , chr5:25628724-25629409 REVERSE LENGTH=171
1281,Dm_00004196-RA,AT1G01260.3," Symbols: bHLH13, bHLH013, JAM2 ", Jasmonate Associated MYC2 LIKE 2 , chr1:109595-111367 FORWARD LENGTH=590
1282,Dm_00000404-RA,AT5G17010.4, Symbols: no symbol available , no full name available , chr5:5587851-5592332 REVERSE LENGTH=503
1283,Dm_00005092-RA,AT1G61770.1, Symbols: no symbol available , no full name available , chr1:22810220-22812370 FORWARD LENGTH=300
1284,Dm_00002537-RA,AT3G11660.1, Symbols: NHL1 , NDR1/HIN1-like 1 , chr3:3679031-3679660 REVERSE LENGTH=209
1285,Dm_00014349-RA,AT4G19710.2," Symbols: AK-HSDH II, AK-HSDH "," ASPARTATE KINASE-HOMOSERINE DEHYDROGENASE, aspartate kinase-homoserine dehydrogenase ii ", chr4:10725229-10729536 FORWARD LENGTH=916
1286,Dm_00016374-RA,AT2G23970.1, Symbols: no symbol available , no full name available , chr2:10199698-10201081 FORWARD LENGTH=251
1287,Dm_00019346-RA,AT3G43540.1, Symbols: no symbol available , no full name available , chr3:15430770-15433035 FORWARD LENGTH=373
1288,Dm_00018931-RA,NA,,,
1289,Dm_00018111-RA,AT2G35190.1," Symbols: ATNPSN11, NPSN11, NSPN11 ", novel plant snare 11 , chr2:14831087-14832979 FORWARD LENGTH=265
1290,Dm_00013580-RA,AT1G62990.1," Symbols: KNAT7, IRX11 "," IRREGULAR XYLEM 11, KNOTTED-like homeobox of Arabidopsis thaliana 7 ", chr1:23337468-23340348 FORWARD LENGTH=291
1291,Dm_00002525-RA,AT5G08650.1, Symbols: cpLEPA ,  , chr5:2806533-2813220 REVERSE LENGTH=681
1292,Dm_00002078-RA,AT3G45310.1, Symbols: no symbol available , no full name available , chr3:16628704-16630473 REVERSE LENGTH=358
1293,Dm_00004307-RA,AT5G59740.1, Symbols: no symbol available , no full name available , chr5:24070310-24072747 REVERSE LENGTH=344
1294,Dm_00016859-RA,AT3G06510.1," Symbols: SFR2, ATSFR2 ", SENSITIVE TO FREEZING 2 , chr3:2016450-2019533 FORWARD LENGTH=622
1295,Dm_00007551-RA,AT4G27090.1, Symbols: RPL14B ,  , chr4:13594104-13595187 REVERSE LENGTH=134
1296,Dm_00009020-RA,AT1G78995.1, Symbols: no symbol available , no full name available , chr1:29715433-29716079 REVERSE LENGTH=159
1297,Dm_00013911-RA,AT4G01040.1, Symbols: no symbol available , no full name available , chr4:453383-455407 FORWARD LENGTH=430
1298,Dm_00021062-RA,AT1G45688.1, Symbols: CC1 , companion of cellulose synthase 1 , chr1:17191502-17192870 FORWARD LENGTH=342
1299,Dm_00002404-RA,AT3G03310.1," Symbols: ATLCAT3, LCAT3 "," lecithin:cholesterol acyltransferase 3, ARABIDOPSIS LECITHIN:CHOLESTEROL ACYLTRANSFERASE 3 ", chr3:778767-781488 REVERSE LENGTH=447
1300,Dm_00004683-RA,AT1G79460.1," Symbols: KS, GA2, KS1, ATKS, ATKS1 "," GA REQUIRING 2, ENT-KAURENE SYNTHASE 1, ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE 1, ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE ", chr1:29890568-29894436 FORWARD LENGTH=785
1301,Dm_00006870-RA,AT3G49010.7," Symbols: BBC1, RSU2, ATBBC1 "," 40S RIBOSOMAL PROTEIN, breast basic conserved 1 ", chr3:18166971-18168047 REVERSE LENGTH=206
1302,Dm_00003398-RA,AT4G26370.1, Symbols: no symbol available , no full name available , chr4:13334099-13336153 REVERSE LENGTH=301
1303,Dm_00008762-RA,AT2G37860.4," Symbols: RE, LCD1 "," LOWER CELL DENSITY 1, RETICULATA ", chr2:15856952-15858793 FORWARD LENGTH=432
1304,Dm_00015242-RA,AT4G26230.1, Symbols: no symbol available , no full name available , chr4:13286026-13286553 FORWARD LENGTH=119
1305,Dm_00017307-RA,AT3G09350.1, Symbols: Fes1A , Fes1A , chr3:2871216-2873109 FORWARD LENGTH=363
1306,Dm_00004285-RA,AT5G24300.2," Symbols: SS1, ATSS1 "," STARCH SYNTHASE 1, starch synthase 1 ", chr5:8266934-8270860 FORWARD LENGTH=652
1307,Dm_00002070-RA,AT5G20630.1," Symbols: GER3, GLP3A, ATGER3, GLP3, GLP3B "," ARABIDOPSIS THALIANA GERMIN 3, germin 3, GERMIN-LIKE PROTEIN 3 ", chr5:6975315-6975950 REVERSE LENGTH=211
1308,Dm_00000738-RA,AT5G57350.3," Symbols: ATAHA3, HA3, AHA3 "," H(+)-ATPase 3, ARABIDOPSIS THALIANA ARABIDOPSIS H(+)-ATPASE ", chr5:23231208-23234281 REVERSE LENGTH=687
1309,Dm_00014335-RA,AT5G65140.3, Symbols: TPPJ , trehalose-6-phosphate phosphatase J , chr5:26020247-26022077 REVERSE LENGTH=333
1310,Dm_00005795-RA,AT2G41720.1, Symbols: EMB2654 , EMBRYO DEFECTIVE 2654 , chr2:17403744-17407127 REVERSE LENGTH=822
1311,Dm_00010038-RA,AT1G60490.1," Symbols: ATVPS34, VPS34, PI3K "," vacuolar protein sorting 34, PHOSPATIDYLINOSITOL 3-KINASE ", chr1:22285792-22290190 REVERSE LENGTH=814
1312,Dm_00012732-RA,AT1G17020.1," Symbols: ATSRG1, SRG1 "," SENESCENCE-RELATED GENE 1, senescence-related gene 1 ", chr1:5820258-5821741 FORWARD LENGTH=358
1313,Dm_00019254-RA,AT5G05580.1," Symbols: AtFAD8, FAD8 ", fatty acid desaturase 8 , chr5:1664331-1666345 FORWARD LENGTH=435
1314,Dm_00000022-RA,AT5G01930.1," Symbols: MAN6, AtMAN6 ", endo-beta-mannase 6 , chr5:361189-362867 REVERSE LENGTH=448
1315,Dm_00000529-RA,AT5G28050.1, Symbols: GSDA , guanosine deaminase , chr5:10044209-10045755 REVERSE LENGTH=185
1316,Dm_00004466-RA,AT5G63940.1, Symbols: no symbol available , no full name available , chr5:25588254-25591229 FORWARD LENGTH=705
1317,Dm_00005781-RA,AT1G80380.2, Symbols: GLYK , glycerate kinase , chr1:30217332-30219784 FORWARD LENGTH=456
1318,Dm_00014053-RA,AT2G45790.1," Symbols: PMM, ATPMM "," phosphomannomutase, PHOSPHOMANNOMUTASE ", chr2:18855876-18857753 FORWARD LENGTH=246
1319,Dm_00019703-RA,AT5G19620.1," Symbols: TOC75-V, EMB213, OEP80, ATOEP80 "," EMBRYO DEFECTIVE 213, outer envelope protein of 80 kDa, translocon at the outer envelope membrane of chloroplasts 75-V, ARABIDOPSIS THALIANA OUTER ENVELOPE PROTEIN OF 80 KDA ", chr5:6623323-6627641 FORWARD LENGTH=732
1320,Dm_00000712-RA,AT2G33860.1," Symbols: ARF3, ETT "," ETTIN, AUXIN RESPONSE TRANSCRIPTION FACTOR 3 ", chr2:14325444-14328613 REVERSE LENGTH=608
1321,Dm_00003523-RA,AT3G11340.1, Symbols: UGT76B1 , UDP-dependent glycosyltransferase 76B1 , chr3:3556728-3558149 FORWARD LENGTH=447
1322,Dm_00008676-RA,AT2G32230.2, Symbols: PRORP1 , proteinaceous RNase P 1 , chr2:13679608-13681756 REVERSE LENGTH=572
1323,Dm_00010403-RA,AT3G19720.1," Symbols: ARC5, DRP5B "," Dynamin related protein 5B, ACCUMULATION AND REPLICATION OF CHLOROPLAST 5 ", chr3:6850591-6855389 REVERSE LENGTH=777
1324,Dm_00012073-RA,AT4G01950.1," Symbols: ATGPAT3, GPAT3 ", GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 3 , chr4:844597-846710 REVERSE LENGTH=520
1325,Dm_00008454-RA,AT2G38280.2," Symbols: ATAMPD, FAC1 "," ADENOSINE 5'-MONOPHOSPHATE DEAMINASE, EMBRYONIC FACTOR1 ", chr2:16033767-16038793 REVERSE LENGTH=839
1326,Dm_00018075-RA,AT5G17530.4, Symbols: no symbol available , no full name available , chr5:5777716-5781863 FORWARD LENGTH=638
1327,Dm_00016071-RA,AT3G59540.1, Symbols: no symbol available , no full name available , chr3:21995897-21996742 REVERSE LENGTH=69
1328,Dm_00007366-RA,NA,,,
1329,Dm_00006860-RA,AT2G28200.1, Symbols: no symbol available , no full name available , chr2:12024321-12025181 FORWARD LENGTH=286
1330,Dm_00004030-RA,AT5G64230.1, Symbols: no symbol available , no full name available , chr5:25692572-25693909 FORWARD LENGTH=379
1331,Dm_00007438-RA,AT4G33630.3, Symbols: EX1 , EXECUTER1 , chr4:16155560-16159094 FORWARD LENGTH=684
1332,Dm_00008909-RA,AT4G14110.1," Symbols: EMB143, COP9, CSN8, FUS7 "," CONSTITUTIVE PHOTOMORPHOGENIC 9, FUSCA 7, EMBRYO DEFECTIVE 143, COP9 SIGNALOSOME SUBUNIT 8 ", chr4:8133049-8134867 REVERSE LENGTH=197
1333,Dm_00007346-RA,AT3G47060.1, Symbols: ftsh7 , FTSH protease 7 , chr3:17332999-17336613 FORWARD LENGTH=802
1334,Dm_00019522-RA,AT3G18280.1," Symbols: AtTED4, TED4 ", Tracheary Element Differentiation-related 4 , chr3:6267102-6267392 FORWARD LENGTH=96
1335,Dm_00000204-RA,AT3G49550.1, Symbols: no symbol available , no full name available , chr3:18368201-18368644 FORWARD LENGTH=147
1336,Dm_00011199-RA,AT5G12470.1, Symbols: RER4 , RETICULATA-RELATED 4 , chr5:4044950-4047290 REVERSE LENGTH=386
1337,Dm_00005594-RA,AT3G58710.1," Symbols: WRKY69, ATWRKY69 "," WRKY DNA-binding protein 69, RABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 69 ", chr3:21715192-21716766 FORWARD LENGTH=272
1338,Dm_00007390-RA,AT3G18680.1, Symbols: PUMPKIN , plastid 55 UMP kinase , chr3:6427533-6429520 FORWARD LENGTH=339
1339,Dm_00007634-RA,AT5G51010.1, Symbols: no symbol available , no full name available , chr5:20744615-20745344 FORWARD LENGTH=154
1340,Dm_00009383-RA,NA,,,
1341,Dm_00015696-RA,AT5G51910.2, Symbols: TCP19 , TCP domain protein 19 , chr5:21094704-21095585 REVERSE LENGTH=293
1342,Dm_00017180-RA,AT4G37480.1, Symbols: no symbol available , no full name available , chr4:17619261-17621596 FORWARD LENGTH=531
1343,Dm_00014556-RA,AT2G45790.1," Symbols: PMM, ATPMM "," phosphomannomutase, PHOSPHOMANNOMUTASE ", chr2:18855876-18857753 FORWARD LENGTH=246
1344,Dm_00004066-RA,AT2G34510.1, Symbols: AthB-1 ,  , chr2:14544114-14546732 REVERSE LENGTH=401
1345,Dm_00008205-RA,AT5G48390.1," Symbols: ATZIP4, AtSPO22 ", A. thaliana homologue of yeast SPO22 , chr5:19612078-19615363 FORWARD LENGTH=936
1346,Dm_00014649-RA,AT3G47600.1," Symbols: MYB94, ATMYBCP70, ATMYB94 ", myb domain protein 94 , chr3:17539627-17541035 REVERSE LENGTH=333
1347,Dm_00010656-RA,NA,,,
1348,Dm_00021039-RA,NA,,,
1349,Dm_00012173-RA,AT5G64380.1, Symbols: no symbol available , no full name available , chr5:25741342-25743024 FORWARD LENGTH=404
1350,Dm_00002376-RA,AT4G07390.2, Symbols: no symbol available , no full name available , chr4:4195750-4197317 FORWARD LENGTH=235
1351,Dm_00010084-RA,AT3G46100.1," Symbols: HRS1, ATHRS1 ", Histidyl-tRNA synthetase 1 , chr3:16928444-16930984 REVERSE LENGTH=486
1352,Dm_00009990-RA,AT1G22640.1," Symbols: ATMYB3, MYB3 "," ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3, myb domain protein 3 ", chr1:8006289-8007219 FORWARD LENGTH=257
1353,Dm_00008000-RA,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
1354,Dm_00012251-RA,AT5G50100.1, Symbols: DCC1 , DxxCxxC motif 1 , chr5:20371916-20373172 FORWARD LENGTH=214
1355,Dm_00015456-RA,AT1G63500.1, Symbols: BSK7 , brassinosteroid-signaling kinase 7 , chr1:23556015-23558403 FORWARD LENGTH=487
1356,Dm_00019964-RA,AT3G11320.1, Symbols: no symbol available , no full name available , chr3:3547017-3548539 REVERSE LENGTH=308
1357,Dm_00019976-RA,AT3G47370.3, Symbols: no symbol available , no full name available , chr3:17453671-17454437 REVERSE LENGTH=122
1358,Dm_00011413-RA,AT1G69750.5," Symbols: ATCOX19-2, COX19-2 "," cytochrome c oxidase 19-2, A. THALIANA CYTOCHROME C OXIDASE 19-2 ", chr1:26236352-26237316 FORWARD LENGTH=98
1359,Dm_00005418-RA,AT3G61470.1, Symbols: LHCA2 , photosystem I light harvesting complex gene 2 , chr3:22745736-22747032 FORWARD LENGTH=257
1360,Dm_00006990-RA,AT1G32410.5, Symbols: no symbol available , no full name available , chr1:11694398-11695297 FORWARD LENGTH=140
1361,Dm_00000697-RA,AT1G28960.5," Symbols: ATNUDT15, NUDX15, ATNUDX15 "," ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 15, nudix hydrolase homolog 15 ", chr1:10110135-10111607 REVERSE LENGTH=293
1362,Dm_00012900-RA,AT2G45600.1, Symbols: no symbol available , no full name available , chr2:18789799-18790788 FORWARD LENGTH=329
1363,Dm_00005643-RA,AT3G63500.3," Symbols: OBE4, TTA2 ", TITANIA 2 , chr3:23446331-23449991 REVERSE LENGTH=1162
1364,Dm_00007048-RA,AT5G57500.1, Symbols: no symbol available , no full name available , chr5:23286406-23287525 REVERSE LENGTH=318
1365,Dm_00013024-RA,AT3G09050.1, Symbols: no symbol available , no full name available , chr3:2764860-2765907 FORWARD LENGTH=258
1366,Dm_00003101-RA,AT3G09650.1," Symbols: CRM3, HCF152 ", HIGH CHLOROPHYLL FLUORESCENCE 152 , chr3:2958704-2961040 FORWARD LENGTH=778
1367,Dm_00017686-RA,AT3G49720.3, Symbols: CGR2 ,  , chr3:18440192-18441655 REVERSE LENGTH=261
1368,Dm_00007820-RA,AT5G57610.1, Symbols: no symbol available , no full name available , chr5:23325307-23329099 FORWARD LENGTH=1054
1369,Dm_00012743-RA,AT3G55800.1, Symbols: SBPASE , sedoheptulose-bisphosphatase , chr3:20709640-20711421 FORWARD LENGTH=393
1370,Dm_00007148-RA,AT3G46560.1," Symbols: TIM9, emb2474, AtTIM9 "," embryo defective 2474, TRANSLOCASE OF THE INNER MEMBRANE 9 ", chr3:17138632-17139301 FORWARD LENGTH=93
1371,Dm_00015015-RA,AT1G48570.1, Symbols: no symbol available , no full name available , chr1:17955455-17957661 REVERSE LENGTH=455
1372,Dm_00000359-RA,AT5G16715.1, Symbols: EMB2247 , embryo defective 2247 , chr5:5485353-5493229 FORWARD LENGTH=974
1373,Dm_00010393-RA,AT1G62390.1," Symbols: Phox2, CLMP1 "," Phox2, CLUMPED CHLOROPLASTS 1 ", chr1:23084632-23086887 REVERSE LENGTH=751
1374,Dm_00002578-RA,AT3G06560.1, Symbols: PAPS3 , poly(A) polymerase 3 , chr3:2044443-2047034 FORWARD LENGTH=507
1375,Dm_00003350-RA,AT4G36870.4," Symbols: SAW1, BLH2 "," BEL1-like homeodomain 2, SAWTOOTH 1 ", chr4:17369423-17372395 FORWARD LENGTH=551
1376,Dm_00000384-RA,AT1G14830.1," Symbols: ADL1C, ADL5, DRP1C, DL1C "," DYNAMIN RELATED PROTEIN 1C, DYNAMIN-like 1C, ARABIDOPSIS DYNAMIN-LIKE PROTEIN 5 ", chr1:5107699-5111470 REVERSE LENGTH=614
1377,Dm_00001805-RA,AT4G02080.1," Symbols: ATSARA1C, SAR2, SAR1C, ATSAR2, ASAR1 ", secretion-associated RAS super family 2 , chr4:921554-922547 FORWARD LENGTH=193
1378,Dm_00019886-RA,NA,,,
1379,Dm_00010734-RA,AT3G18290.1," Symbols: EMB2454, BTS "," BRUTUS, embryo defective 2454 ", chr3:6274308-6280174 FORWARD LENGTH=1254
1380,Dm_00011369-RA,AT2G32500.1, Symbols: no symbol available , no full name available , chr2:13795797-13797120 REVERSE LENGTH=221
1381,Dm_00017997-RA,AT3G08510.2," Symbols: ATPLC2, PLC2 ", phospholipase C 2 , chr3:2582626-2585556 REVERSE LENGTH=581
1382,Dm_00003722-RA,AT1G79985.3, Symbols: no symbol available , no full name available , chr1:30084522-30085194 FORWARD LENGTH=152
1383,Dm_00005894-RA,AT5G27700.1," Symbols: EVR1L1, RPS21C ", EVERSHED1-LIKE 1 , chr5:9807541-9808048 REVERSE LENGTH=82
1384,Dm_00019259-RA,NA,,,
1385,Dm_00005119-RA,AT3G26060.1," Symbols: ATPRX Q, PRXQ ", peroxiredoxin Q , chr3:9524807-9526123 FORWARD LENGTH=216
1386,Dm_00011826-RA,AT1G03470.4, Symbols: NET3A , Networked 3A , chr1:866217-867493 REVERSE LENGTH=269
1387,Dm_00003082-RA,AT3G48890.1," Symbols: MSBP2, MAPR3, ATMAPR3, ATMP2 "," ARABIDOPSIS THALIANA MEMBRANE-ASSOCIATED PROGESTERONE BINDING PROTEIN 3, membrane-associated progesterone binding protein 3, MEMBRANE STEROID BINDING PROTEIN 2 ", chr3:18129669-18131353 FORWARD LENGTH=233
1388,Dm_00002315-RA,AT1G80760.1," Symbols: NIP6, NIP6;1, NLM7 ", NOD26-like intrinsic protein 6;1 , chr1:30350640-30352015 REVERSE LENGTH=305
1389,Dm_00004140-RA,AT1G33140.1, Symbols: PGY2 , PIGGYBACK2 , chr1:12023360-12024502 FORWARD LENGTH=194
1390,Dm_00003484-RA,AT4G34270.1, Symbols: TIP41 , TAP42 INTERACTING PROTEIN OF 41 kDa , chr4:16404138-16406153 REVERSE LENGTH=290
1391,Dm_00019711-RA,AT1G43130.1, Symbols: LCV2 , like COV 2 , chr1:16228661-16231158 REVERSE LENGTH=261
1392,Dm_00000736-RA,AT5G57330.1, Symbols: no symbol available , no full name available , chr5:23218392-23220664 FORWARD LENGTH=312
1393,Dm_00018446-RA,AT4G13420.1," Symbols: ATHAK5, HAK5 "," ARABIDOPSIS THALIANA HIGH AFFINITY K+ TRANSPORTER 5, high affinity K+ transporter 5 ", chr4:7797038-7802174 REVERSE LENGTH=785
1394,Dm_00020358-RA,AT1G48830.2, Symbols: no symbol available , no full name available , chr1:18059854-18060935 REVERSE LENGTH=191
1395,Dm_00015196-RA,AT1G06790.2, Symbols: NRPC7 ," ""NUCLEAR RNA POLYMERASE C, SUBUNIT 7"" ", chr1:2087645-2089039 FORWARD LENGTH=189
1396,Dm_00007902-RA,AT2G43420.1, Symbols: RTN20 , reticulon 20 , chr2:18031493-18034936 REVERSE LENGTH=561
1397,Dm_00002663-RA,AT1G55850.1," Symbols: CSLE1, ATCSLE1 ", cellulose synthase like E1 , chr1:20876752-20879414 FORWARD LENGTH=729
1398,Dm_00011162-RA,AT5G13510.1, Symbols: EMB3136 , EMBRYO DEFECTIVE 3136 , chr5:4341294-4341956 FORWARD LENGTH=220
1399,Dm_00013413-RA,AT4G20850.1, Symbols: TPP2 , tripeptidyl peptidase ii , chr4:11160935-11169889 REVERSE LENGTH=1380
1400,Dm_00017447-RA,AT2G40070.1, Symbols: BPP1 , Basic Proline-rich Protein 1 , chr2:16728378-16731160 REVERSE LENGTH=607
1401,Dm_00014083-RA,AT5G61440.1, Symbols: ACHT5 , atypical CYS  HIS rich thioredoxin 5 , chr5:24707658-24708684 FORWARD LENGTH=245
1402,Dm_00015363-RA,AT1G32210.1, Symbols: ATDAD1 , DEFENDER AGAINST APOPTOTIC DEATH 1 , chr1:11606047-11607652 REVERSE LENGTH=115
1403,Dm_00017559-RA,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
1404,Dm_00013877-RA,AT1G18080.1," Symbols: RACK1A_AT, AtRACK1, SAC53, ATARCA, RACK1A "," RECEPTOR FOR ACTIVATED C KINASE 1 A, Suppressor of Acaulis 53 ", chr1:6222325-6223901 FORWARD LENGTH=327
1405,Dm_00005262-RA,AT5G58490.1, Symbols: no symbol available , no full name available , chr5:23643068-23644455 FORWARD LENGTH=324
1406,Dm_00006411-RA,AT1G71020.1, Symbols: PUB10 , PLANT U-BOX PROTEIN10 , chr1:26790825-26793105 REVERSE LENGTH=628
1407,Dm_00012857-RA,AT3G21300.1," Symbols: TRM2a, AtTRM2a ", tRNA methyltransferase 2a , chr3:7493654-7496257 REVERSE LENGTH=554
1408,Dm_00000791-RA,AT2G27530.2, Symbols: PGY1 , PIGGYBACK1 , chr2:11763443-11764570 REVERSE LENGTH=216
1409,Dm_00004133-RA,AT4G26700.4," Symbols: ATFIM1, FIM1 "," fimbrin 1, ARABIDOPSIS THALIANA FIMBRIN 1 ", chr4:13463760-13467426 FORWARD LENGTH=687
1410,Dm_00007896-RA,AT3G19760.1," Symbols: EIF4A-III, RH2 ", eukaryotic initiation factor 4A-III , chr3:6863790-6866242 FORWARD LENGTH=408
1411,Dm_00007320-RA,AT4G30480.2," Symbols: AtTPR1, TPR1 ", tetratricopeptide repeat 1 , chr4:14897500-14898937 FORWARD LENGTH=277
