Orthogroup	A_coerulea.proteins	S_lycopersicum.proteins
OG0008798	Aqcoe4G246500.1.p, Aqcoe5G022800.1.p	Solyc06g007580.1.1, Solyc06g083160.1.1, Solyc09g057760.3.1
OG0008799	Aqcoe5G278700.1.p, Aqcoe4G265800.1.p, Aqcoe4G265800.3.p, Aqcoe4G265800.2.p	Solyc07g063650.3.1
OG0008800	Aqcoe4G004800.2.p, Aqcoe4G004800.1.p	Solyc02g069640.3.1
OG0008801	Aqcoe4G003600.1.p	Solyc07g042010.3.1, Solyc07g042015.1.1
OG0008802	Aqcoe4G095400.1.p	Solyc07g053860.3.1
OG0008803	Aqcoe3G367900.2.p, Aqcoe4G175700.1.p, Aqcoe1G396500.1.p, Aqcoe3G367900.1.p	Solyc09g097920.2.1
OG0008804	Aqcoe4G154200.1.p, Aqcoe1G420700.1.p	Solyc08g083270.2.1
OG0008805	Aqcoe3G208200.2.p, Aqcoe3G208200.1.p, Aqcoe4G291000.1.p	Solyc03g096850.3.1
OG0008806	Aqcoe4G290200.1.p	Solyc12g005990.2.1, Solyc07g049410.3.1
OG0008807	Aqcoe4G261200.1.p	Solyc07g054730.1.1, Solyc12g005600.1.1
OG0008808	Aqcoe4G198300.1.p	Solyc07g064500.3.1, Solyc10g006300.3.1
OG0008809	Aqcoe4G147300.1.p	Solyc07g054220.1.1, Solyc12g013660.2.1
OG0008810	Aqcoe7G197200.1.p	Solyc06g066810.3.1
OG0008811	Aqcoe7G210300.1.p	Solyc01g057780.3.1
OG0008812	Aqcoe7G220900.1.p	Solyc07g006010.3.1
OG0008813	Aqcoe7G173500.1.p, Aqcoe7G404000.1.p	Solyc08g068300.3.1
OG0008814	Aqcoe7G101600.1.p	Solyc07g017540.3.1
OG0008815	Aqcoe7G325400.1.p	Solyc02g079050.3.1
OG0008816	Aqcoe7G074300.1.p	Solyc01g091160.4.1, Solyc01g091170.3.1
OG0008817	Aqcoe7G275100.1.p, Aqcoe1G323700.1.p	Solyc07g054540.3.1
OG0008818	Aqcoe7G018400.1.p	Solyc12g056170.2.1
OG0008819	Aqcoe7G393400.1.p	Solyc08g078320.3.1
OG0008820	Aqcoe7G342200.1.p	Solyc07g006070.1.1
OG0008821	Aqcoe7G013300.2.p, Aqcoe7G013300.1.p	Solyc01g095720.3.1
OG0008822	Aqcoe7G305100.1.p, Aqcoe7G305200.1.p	Solyc07g042620.3.1
OG0008823	Aqcoe7G327000.2.p, Aqcoe7G327000.1.p	Solyc07g006810.3.1
OG0008824	Aqcoe3G330300.1.p, Aqcoe7G338800.2.p, Aqcoe7G338800.1.p	Solyc07g008160.3.1
OG0008825	Aqcoe7G060400.1.p	Solyc02g092840.1.1, Solyc07g049610.1.1, Solyc07g044960.1.1
OG0008826	Aqcoe7G359800.1.p	Solyc07g005520.1.1, Solyc12g010080.1.1, Solyc12g010100.1.1, Solyc12g010077.1.1, Solyc12g010075.1.1
OG0008827	Aqcoe7G370800.1.p	Solyc07g007190.3.1
OG0008828	Aqcoe7G404500.1.p	Solyc11g071330.2.1
OG0008829	Aqcoe7G054500.1.p	Solyc03g006870.3.1
OG0008830	Aqcoe7G048800.1.p	Solyc03g026260.3.1
OG0008831	Aqcoe7G177700.1.p	Solyc04g080110.3.1, Solyc04g080060.3.1
OG0008832	Aqcoe7G166900.1.p	Solyc12g098350.1.1
OG0008833	Aqcoe7G195800.1.p	Solyc03g120390.3.1
OG0008834	Aqcoe7G350600.1.p, Aqcoe7G350600.4.p, Aqcoe7G350600.3.p, Aqcoe7G350600.2.p	Solyc03g117660.3.1
OG0008835	Aqcoe7G311400.1.p	Solyc05g044630.3.1
OG0008836	Aqcoe7G045400.1.p	Solyc10g079000.1.1
OG0008837	Aqcoe7G018300.1.p	Solyc01g095180.2.1, Solyc10g011880.1.1
OG0008838	Aqcoe7G362000.1.p, Aqcoe7G362000.2.p, Aqcoe7G362000.3.p	Solyc12g010230.2.1
OG0008839	Aqcoe7G089600.1.p, Aqcoe7G089600.2.p	Solyc08g078460.3.1
OG0008840	Aqcoe7G360900.1.p, Aqcoe7G360900.2.p	Solyc06g065720.1.1
OG0008841	Aqcoe7G226400.1.p	Solyc11g044638.1.1, Solyc02g011710.1.1, Solyc05g013100.1.1, Solyc01g017100.1.1
OG0008841	Aqcoe7G226500.1.p	Solyc05g013115.1.1, Solyc02g032320.1.1, Solyc02g011720.1.1, Solyc01g017090.2.1, Solyc04g024570.1.1, Solyc03g013620.1.1
OG0008842	Aqcoe3G105300.1.p, Aqcoe3G105300.2.p, Aqcoe7G210100.1.p	Solyc02g087250.3.1
OG0008843	Aqcoe7G253100.4.p, Aqcoe7G253100.3.p, Aqcoe7G253100.5.p, Aqcoe7G253100.1.p, Aqcoe7G253100.2.p	Solyc07g006190.3.1
OG0008844	Aqcoe7G115100.1.p	Solyc05g025600.1.1
OG0008845	Aqcoe7G063300.1.p, Aqcoe1G413400.1.p, Aqcoe1G413400.15.p, Aqcoe1G413400.14.p	Solyc10g076800.2.1
OG0008846	Aqcoe7G244100.2.p, Aqcoe7G244100.1.p	Solyc01g100650.3.1
OG0008848	Aqcoe7G393800.5.p, Aqcoe7G393800.3.p, Aqcoe7G393800.4.p, Aqcoe7G393800.2.p, Aqcoe7G393800.1.p, Aqcoe7G393800.6.p	Solyc07g063250.3.1
OG0008849	Aqcoe7G432000.1.p, Aqcoe7G108900.1.p	Solyc12g009210.2.1, Solyc07g042160.3.1
OG0008850	Aqcoe7G390300.1.p, Aqcoe1G329800.1.p	Solyc05g018610.2.1
OG0008851	Aqcoe7G416600.1.p	Solyc03g121260.3.1
OG0008852	Aqcoe7G125700.1.p	Solyc08g062970.1.1, Solyc11g069940.1.1
OG0008853	Aqcoe7G220600.3.p, Aqcoe7G220600.4.p, Aqcoe7G220600.1.p, Aqcoe7G220600.2.p	Solyc03g117670.3.1
OG0008854	Aqcoe7G347300.4.p, Aqcoe7G347300.1.p, Aqcoe7G347300.2.p, Aqcoe7G347300.3.p	Solyc07g006000.3.1
OG0008855	Aqcoe7G415600.1.p	Solyc09g090445.1.1, Solyc03g121295.1.1
OG0008856	Aqcoe7G083400.1.p, Aqcoe7G083400.3.p, Aqcoe7G083400.2.p	Solyc12g015910.1.1, Solyc12g015820.1.1
OG0008857	Aqcoe7G131300.1.p	Solyc03g059390.3.1, Solyc07g025510.3.1
OG0008858	Aqcoe7G296100.1.p	Solyc06g074090.3.1, Solyc01g009310.3.1
OG0008859	Aqcoe7G114100.1.p	Solyc03g095840.3.1
OG0008860	Aqcoe7G180600.1.p	Solyc12g043165.1.1
OG0008861	Aqcoe7G142100.1.p, Aqcoe1G452100.1.p	Solyc11g067090.2.1
OG0008862	Aqcoe7G007300.1.p	Solyc08g082680.3.1
OG0008863	Aqcoe7G096500.1.p	Solyc08g075570.3.1
OG0008864	Aqcoe7G164300.2.p, Aqcoe7G164300.1.p, Aqcoe7G065500.1.p	Solyc03g120490.3.1
OG0008865	Aqcoe7G290500.1.p	Solyc07g009320.3.1
OG0008866	Aqcoe7G162300.1.p, Aqcoe7G173900.1.p	Solyc08g066840.3.1
OG0008867	Aqcoe7G393300.1.p	Solyc12g006880.2.1
OG0008868	Aqcoe7G423700.1.p	Solyc06g062660.3.1
OG0008869	Aqcoe7G405000.1.p, Aqcoe7G405000.2.p	Solyc06g066670.3.1
OG0008870	Aqcoe7G114400.1.p, Aqcoe7G114400.3.p, Aqcoe7G114400.2.p, Aqcoe7G113300.1.p	Solyc07g041500.3.1
OG0008871	Aqcoe7G081600.1.p	Solyc08g078753.1.1
OG0008872	Aqcoe7G248800.1.p	Solyc01g079330.3.1
OG0008873	Aqcoe7G324700.1.p, Aqcoe7G324700.2.p	Solyc09g005130.3.1
OG0008874	Aqcoe7G003000.1.p	Solyc01g096240.3.1
OG0008875	Aqcoe1G086200.1.p, Aqcoe7G206000.1.p, Aqcoe7G206000.2.p	Solyc11g066070.2.1, Solyc06g076010.3.1
OG0008876	Aqcoe7G266400.1.p, Aqcoe7G266400.2.p	Solyc04g026070.1.1, Solyc08g044480.1.1, Solyc03g117530.1.1
OG0008877	Aqcoe7G209300.1.p	Solyc02g055440.3.1
OG0008878	Aqcoe7G311600.1.p, Aqcoe7G311600.3.p, Aqcoe7G311600.2.p, Aqcoe7G311600.4.p	Solyc07g017870.2.1
OG0008879	Aqcoe7G050300.1.p	Solyc03g026330.3.1
OG0008880	Aqcoe7G441300.1.p	Solyc12g055680.1.1, Solyc12g055700.2.1, Solyc03g123580.3.1, Solyc12g049680.1.1
OG0008881	Aqcoe7G334400.1.p	Solyc08g006310.3.1
OG0008883	Aqcoe7G064700.1.p	Solyc03g007090.1.1
OG0008884	Aqcoe7G237600.1.p	Solyc08g006150.3.1, Solyc12g096320.2.1
OG0008885	Aqcoe7G070500.1.p	Solyc08g079510.3.1
OG0008886	Aqcoe7G020300.1.p	Solyc06g036470.2.1, Solyc03g007790.3.1, Solyc06g036485.1.1
OG0008887	Aqcoe7G167500.1.p	Solyc07g020860.3.1
OG0008888	Aqcoe7G333700.1.p, Aqcoe5G288900.1.p	Solyc06g063220.3.1, Solyc12g055760.2.1
OG0008889	Aqcoe7G418700.2.p, Aqcoe7G418700.1.p	Solyc03g121120.3.1
OG0008890	Aqcoe7G069100.2.p, Aqcoe7G069100.1.p	Solyc01g091310.3.1
OG0008891	Aqcoe7G194900.2.p, Aqcoe7G194900.1.p	Solyc03g116790.3.1
OG0008892	Aqcoe7G325300.1.p	Solyc07g006880.1.1, Solyc00g014800.1.1
OG0008893	Aqcoe7G164200.1.p	Solyc12g006030.2.1
OG0008894	Aqcoe7G114900.1.p	Solyc06g082970.3.1
OG0008895	Aqcoe7G379400.1.p, Aqcoe7G379400.2.p	Solyc06g011520.3.1
OG0008896	Aqcoe1G346400.1.p, Aqcoe1G346400.2.p, Aqcoe0115s0002.1.p, Aqcoe1G052700.1.p	Solyc07g048120.3.1
OG0008897	Aqcoe0099s0002.1.p	Solyc03g097030.3.1
OG0008898	Aqcoe1G250400.1.p, Aqcoe1G250400.2.p	Solyc07g062760.2.1
OG0008899	Aqcoe1G227500.1.p	Solyc02g076850.2.1
OG0008900	Aqcoe1G030400.3.p, Aqcoe1G030400.4.p, Aqcoe1G030400.1.p, Aqcoe1G030400.2.p	Solyc03g063760.3.1
OG0008901	Aqcoe1G480600.1.p	Solyc04g010120.3.1
OG0008903	Aqcoe1G358700.1.p	Solyc02g083590.3.1
OG0008904	Aqcoe1G031200.1.p, Aqcoe1G031200.2.p	Solyc11g007060.2.1
OG0008905	Aqcoe5G389600.1.p	Solyc02g093540.3.1
OG0008905	Aqcoe1G376900.1.p	Solyc07g056160.3.1
OG0008906	Aqcoe1G413700.1.p, Aqcoe1G413800.1.p	Solyc10g085220.2.1
OG0008907	Aqcoe1G106100.2.p, Aqcoe1G106100.1.p	Solyc10g086560.2.1, Solyc00g027650.1.1
OG0008908	Aqcoe1G405000.1.p	Solyc05g052240.3.1
OG0008909	Aqcoe1G403000.1.p	Solyc05g006200.3.1
OG0008910	Aqcoe1G365300.2.p, Aqcoe1G365300.1.p	Solyc07g052570.3.1
OG0008911	Aqcoe1G066200.1.p	Solyc10g076860.2.1
OG0008912	Aqcoe1G118100.1.p	Solyc03g071720.3.1
OG0008913	Aqcoe1G342100.1.p, Aqcoe5G407800.1.p, Aqcoe1G414900.1.p, Aqcoe5G407900.1.p	Solyc11g011900.1.1, Solyc11g011895.1.1
OG0008914	Aqcoe1G011300.1.p	Solyc11g072050.1.1, Solyc06g073650.1.1
OG0008915	Aqcoe1G423800.3.p, Aqcoe1G423800.1.p, Aqcoe1G423800.2.p	Solyc06g076930.2.1, Solyc02g081870.3.1
OG0008916	Aqcoe1G023500.2.p, Aqcoe1G023500.1.p	Solyc03g059260.3.1
OG0008917	Aqcoe1G056800.1.p	Solyc01g005600.3.1
OG0008918	Aqcoe1G142100.1.p	Solyc05g056130.3.1
OG0008919	Aqcoe1G494300.1.p, Aqcoe1G494300.2.p	Solyc06g073560.3.1, Solyc11g069180.2.1
OG0008920	Aqcoe1G482800.1.p	Solyc05g054940.3.1
OG0008921	Aqcoe1G137200.1.p	Solyc09g008030.1.1, Solyc00g084870.3.1, Solyc10g039363.1.1
OG0008922	Aqcoe1G047200.2.p, Aqcoe1G047200.1.p	Solyc10g078400.2.1
OG0008923	Aqcoe1G455300.1.p	Solyc08g048520.1.1, Solyc08g048540.2.1
OG0008924	Aqcoe1G156700.1.p, Aqcoe1G158200.1.p	Solyc11g005090.2.1
OG0008925	Aqcoe1G211000.1.p, Aqcoe1G210900.1.p	Solyc02g071750.3.1, Solyc03g005930.3.1
OG0008926	Aqcoe1G418600.1.p, Aqcoe1G418600.2.p	Solyc09g005560.3.1
OG0008927	Aqcoe1G275900.1.p, Aqcoe1G275900.2.p, Aqcoe1G417600.1.p, Aqcoe1G417600.2.p	Solyc10g006350.3.1
OG0008928	Aqcoe1G485900.1.p	Solyc12g096780.2.1, Solyc11g072645.1.1
OG0008929	Aqcoe1G382400.1.p	Solyc12g011280.2.1, Solyc10g007690.3.1
OG0008930	Aqcoe1G392300.1.p	Solyc07g048080.3.1
OG0008931	Aqcoe1G227600.2.p, Aqcoe1G227600.3.p, Aqcoe1G227600.1.p	Solyc12g010870.2.1, Solyc07g055050.3.1
OG0008932	Aqcoe1G221300.2.p, Aqcoe1G221300.1.p	Solyc01g102820.3.1
OG0008933	Aqcoe1G303900.1.p	Solyc07g052440.3.1, Solyc07g052430.3.1
OG0008934	Aqcoe1G340400.1.p	Solyc01g095320.3.1
OG0008935	Aqcoe1G489700.1.p	Solyc05g005310.2.1
OG0008936	Aqcoe1G252600.6.p, Aqcoe1G252600.3.p, Aqcoe1G252600.7.p, Aqcoe1G252600.4.p, Aqcoe1G252600.8.p, Aqcoe1G252600.5.p, Aqcoe1G252600.1.p, Aqcoe1G252600.2.p	Solyc02g077690.3.1
OG0008937	Aqcoe5G002200.2.p, Aqcoe5G002200.1.p	Solyc03g124030.3.1
OG0008938	Aqcoe1G310600.3.p, Aqcoe1G310600.2.p, Aqcoe1G310600.1.p	Solyc10g006080.2.1
OG0008939	Aqcoe1G393500.1.p	Solyc06g082360.3.1
OG0008940	Aqcoe1G466900.1.p	Solyc09g010560.2.1
OG0008941	Aqcoe1G036400.1.p	Solyc01g087990.3.1, Solyc10g080030.2.1
OG0008942	Aqcoe1G437700.1.p	Solyc09g010270.1.1, Solyc09g010260.3.1
OG0008943	Aqcoe1G142800.1.p	Solyc01g087620.3.1
OG0008944	Aqcoe1G076500.2.p, Aqcoe1G076500.1.p	Solyc03g115630.3.1
OG0008945	Aqcoe1G093400.4.p, Aqcoe1G093400.2.p, Aqcoe1G093400.1.p, Aqcoe1G093400.3.p	Solyc12g009130.2.1
OG0008946	Aqcoe1G202300.1.p	Solyc12g096080.2.1
OG0008947	Aqcoe1G453800.1.p, Aqcoe1G453800.2.p	Solyc09g009190.3.1
OG0008948	Aqcoe1G077300.1.p	Solyc11g071930.2.1, Solyc03g013180.1.1, Solyc06g073950.3.1
OG0008949	Aqcoe1G015800.1.p	Solyc10g080580.1.1, Solyc03g059080.2.1, Solyc10g078940.2.1
OG0008950	Aqcoe1G132800.1.p	Solyc11g008360.2.1
OG0008951	Aqcoe1G072300.1.p, Aqcoe1G072300.2.p	Solyc07g005880.3.1
OG0008952	Aqcoe1G438200.1.p	Solyc10g083240.2.1
OG0008953	Aqcoe1G013500.1.p	Solyc01g006310.3.1, Solyc01g015080.3.1
OG0008954	Aqcoe1G199600.1.p	Solyc02g071130.3.1, Solyc07g056280.3.1, Solyc12g011200.2.1
OG0008955	Aqcoe1G098600.1.p, Aqcoe1G098600.2.p	Solyc05g052930.3.1
OG0008956	Aqcoe1G035700.1.p	Solyc01g008925.1.1
OG0008957	Aqcoe1G268400.1.p	Solyc10g009400.3.1
OG0008958	Aqcoe1G258300.1.p	Solyc07g063000.3.1
OG0008959	Aqcoe1G211300.1.p	Solyc10g007830.1.1
OG0008960	Aqcoe1G034000.1.p	Solyc03g064010.3.1
OG0008961	Aqcoe1G470300.1.p, Aqcoe1G470300.4.p, Aqcoe1G470300.3.p, Aqcoe1G470300.2.p	Solyc11g073270.1.1
OG0008962	Aqcoe1G159400.1.p	Solyc02g081970.3.1
OG0008963	Aqcoe1G408400.2.p, Aqcoe1G408400.1.p	Solyc09g018510.3.1
OG0008964	Aqcoe1G037400.1.p	Solyc01g087720.3.1
OG0008965	Aqcoe1G223600.1.p	Solyc07g062390.3.1
OG0008966	Aqcoe1G180600.1.p	Solyc08g076570.3.1
OG0008967	Aqcoe1G154700.2.p, Aqcoe1G154700.1.p	Solyc01g096910.3.1
OG0008968	Aqcoe1G178000.1.p, Aqcoe1G178000.2.p	Solyc01g056340.3.1
OG0008969	Aqcoe1G167200.1.p	Solyc07g009140.3.1
OG0008970	Aqcoe1G401100.2.p, Aqcoe1G401100.1.p	Solyc03g118523.1.1, Solyc03g118520.3.1
OG0008971	Aqcoe1G497400.1.p	Solyc03g059100.2.1
OG0008972	Aqcoe1G465500.1.p, Aqcoe1G465500.2.p	Solyc11g066110.2.1
OG0008973	Aqcoe1G150200.1.p	Solyc06g082280.3.1
OG0008974	Aqcoe1G331100.1.p	Solyc08g066740.3.1
OG0008975	Aqcoe1G383200.1.p, Aqcoe1G383300.1.p, Aqcoe5G017000.1.p	Solyc03g120460.3.1
OG0008976	Aqcoe1G229800.1.p	Solyc02g032870.3.1
OG0008977	Aqcoe1G037300.1.p, Aqcoe1G037300.2.p, Aqcoe1G037300.3.p	Solyc01g087890.3.1
OG0008978	Aqcoe1G073400.1.p	Solyc06g073840.3.1
OG0008979	Aqcoe1G159100.1.p	Solyc07g055030.1.1, Solyc07g055025.1.1, Solyc07g056070.2.1
OG0008980	Aqcoe1G493300.1.p	Solyc10g084265.1.1, Solyc09g007480.3.1
OG0008981	Aqcoe1G224300.1.p	Solyc12g014270.2.1, Solyc10g007330.1.1, Solyc07g062460.3.1
OG0008982	Aqcoe1G455600.1.p	Solyc06g053500.3.1
OG0008983	Aqcoe1G171600.2.p, Aqcoe1G171600.1.p, Aqcoe1G171600.3.p	Solyc10g076930.2.1
OG0008984	Aqcoe1G499100.2.p, Aqcoe1G499100.1.p	Solyc03g095470.3.1
OG0008985	Aqcoe1G143100.1.p	Solyc04g025230.1.1, Solyc04g025240.2.1
OG0008986	Aqcoe3G037400.1.p, Aqcoe1G087700.1.p	Solyc09g013120.3.1
OG0008987	Aqcoe1G166700.1.p	Solyc02g068740.3.1
OG0008988	Aqcoe1G250600.1.p	Solyc07g053540.1.1, Solyc07g053530.1.1
OG0008989	Aqcoe1G138600.1.p	Solyc06g005080.3.1
OG0008990	Aqcoe1G432100.1.p	Solyc11g068880.2.1, Solyc06g074000.1.1
OG0008991	Aqcoe1G262900.1.p	Solyc06g068080.3.1, Solyc03g116600.3.1
OG0008992	Aqcoe1G285600.1.p, Aqcoe3G274900.1.p	Solyc01g090530.2.1, Solyc10g019260.2.1
OG0008993	Aqcoe1G058700.1.p	Solyc10g078540.2.1
OG0008994	Aqcoe1G418800.1.p	Solyc03g097100.1.1, Solyc00g120930.2.1, Solyc08g076493.1.1
OG0008995	Aqcoe1G042400.1.p	Solyc00g095450.1.1, Solyc04g008580.3.1
OG0008996	Aqcoe1G267200.1.p	Solyc02g078270.3.1
OG0008997	Aqcoe1G392400.1.p	Solyc11g012360.2.1
OG0008998	Aqcoe1G182400.1.p	Solyc07g044860.3.1
OG0008999	Aqcoe1G039600.3.p, Aqcoe1G039600.4.p, Aqcoe1G039600.2.p, Aqcoe1G039600.1.p	Solyc06g071630.2.1
OG0009000	Aqcoe1G302600.1.p	Solyc10g005090.3.1
OG0009002	Aqcoe1G208600.1.p	Solyc12g005410.2.1
OG0009003	Aqcoe1G156400.1.p	Solyc06g068010.3.1
OG0009004	Aqcoe1G020700.1.p	Solyc03g059030.3.1
OG0009005	Aqcoe1G199400.2.p, Aqcoe1G199400.3.p, Aqcoe1G199400.1.p	Solyc11g068980.2.1
OG0009006	Aqcoe1G354400.1.p	Solyc07g064160.3.1
OG0009007	Aqcoe1G267000.1.p	Solyc10g006980.3.1
OG0009008	Aqcoe3G016200.1.p, Aqcoe1228s0001.1.p, Aqcoe3G016200.2.p	Solyc03g119100.2.1, Solyc02g079290.3.1
OG0009009	Aqcoe5G305000.2.p, Aqcoe5G305000.1.p	Solyc11g016970.2.1
OG0009010	Aqcoe5G010400.1.p	Solyc04g050270.1.1, Solyc09g091010.3.1
OG0009011	Aqcoe5G378600.3.p, Aqcoe5G378600.1.p, Aqcoe5G378600.2.p	Solyc10g006780.3.1
OG0009012	Aqcoe5G379900.1.p	Solyc03g111400.1.1
OG0009013	Aqcoe5G006700.1.p	Solyc09g091820.3.1
OG0009014	Aqcoe3G131100.1.p, Aqcoe5G381000.1.p	Solyc03g111550.3.1
OG0009015	Aqcoe5G300000.4.p, Aqcoe5G300000.1.p, Aqcoe5G300000.2.p, Aqcoe5G300000.3.p	Solyc11g027840.2.1
OG0009016	Aqcoe5G217800.1.p	Solyc10g081990.1.1, Solyc11g039953.1.1
OG0009017	Aqcoe5G372400.4.p, Aqcoe5G372400.1.p, Aqcoe5G372400.6.p, Aqcoe5G372400.2.p, Aqcoe5G372400.5.p, Aqcoe5G372400.3.p	Solyc05g014690.2.1
OG0009018	Aqcoe5G220200.2.p, Aqcoe5G220200.1.p	Solyc11g013030.2.1
OG0009019	Aqcoe5G054900.1.p	Solyc09g076050.3.1
OG0009020	Aqcoe5G122400.1.p	Solyc02g082840.3.1
OG0009022	Aqcoe5G218400.1.p	Solyc06g008180.2.1
OG0009023	Aqcoe5G269400.1.p	Solyc11g022390.2.1
OG0009024	Aqcoe5G357000.2.p, Aqcoe5G357000.1.p	Solyc04g045590.3.1
OG0009025	Aqcoe5G027100.1.p	Solyc09g090100.3.1
OG0009026	Aqcoe5G469300.1.p	Solyc08g083080.3.1, Solyc08g083140.3.1, Solyc08g083100.2.1
OG0009027	Aqcoe5G471600.1.p	Solyc10g005050.3.1
OG0009029	Aqcoe3G165000.1.p, Aqcoe5G192500.1.p	Solyc11g072180.2.1, Solyc01g008990.3.1
OG0009030	Aqcoe5G461700.1.p	Solyc03g082685.1.1, Solyc03g082680.3.1
OG0009031	Aqcoe5G127100.3.p, Aqcoe5G127100.1.p, Aqcoe5G127100.2.p	Solyc12g094440.2.1
OG0009032	Aqcoe5G380300.1.p	Solyc02g067940.2.1
OG0009032	Aqcoe3G131300.1.p	Solyc02g093710.1.1
OG0009033	Aqcoe5G220500.1.p	Solyc05g051590.3.1
OG0009034	Aqcoe5G009700.1.p	Solyc09g064330.2.1, Solyc09g064350.1.1, Solyc09g064340.1.1
OG0009035	Aqcoe5G268400.1.p	Solyc01g058140.3.1
OG0009036	Aqcoe5G318600.1.p	Solyc03g033380.3.1
OG0009038	Aqcoe5G296200.1.p	Solyc01g068050.3.1
OG0009039	Aqcoe5G445100.1.p	Solyc03g007500.3.1, Solyc03g007440.3.1
OG0009040	Aqcoe5G218000.1.p, Aqcoe5G218000.2.p	Solyc01g103110.3.1
OG0009041	Aqcoe5G093700.1.p	Solyc10g044710.2.1
OG0009042	Aqcoe5G279400.1.p	Solyc06g060390.3.1
OG0009043	Aqcoe5G188800.1.p, Aqcoe5G188800.2.p	Solyc01g109710.3.1
OG0009044	Aqcoe5G070100.3.p, Aqcoe5G070100.2.p, Aqcoe5G070100.1.p	Solyc08g029200.3.1
OG0009045	Aqcoe5G360400.1.p	Solyc02g094100.3.1
OG0009046	Aqcoe5G435600.1.p	Solyc03g008010.3.1
OG0009047	Aqcoe5G271200.1.p	Solyc01g100520.3.1
OG0009048	Aqcoe5G473100.1.p	Solyc03g080140.3.1
OG0009049	Aqcoe3G084300.1.p, Aqcoe3G084300.2.p, Aqcoe5G465400.1.p	Solyc08g082880.3.1
OG0009050	Aqcoe5G313600.1.p	Solyc08g076680.2.1
OG0009051	Aqcoe5G067900.1.p	Solyc05g009910.3.1
OG0009052	Aqcoe5G102600.1.p, Aqcoe5G102400.1.p	Solyc09g042335.1.1, Solyc03g118610.3.1
OG0009053	Aqcoe5G468000.1.p	Solyc12g055850.2.1, Solyc05g050520.3.1, Solyc01g096150.3.1
OG0009054	Aqcoe5G009100.2.p, Aqcoe5G009100.1.p	Solyc09g064310.3.1, Solyc09g064320.3.1
OG0009055	Aqcoe5G101300.1.p	Solyc01g107090.2.1, Solyc01g107100.3.1
OG0009056	Aqcoe5G151500.1.p	Solyc02g090890.3.1
OG0009057	Aqcoe5G112300.1.p	Solyc02g082130.2.1
OG0009058	Aqcoe5G403500.1.p	Solyc00g099580.2.1, Solyc09g057550.1.1, Solyc09g058994.1.1, Solyc09g060160.2.1, Solyc05g015035.1.1, Solyc08g062530.3.1, Solyc09g066060.2.1, Solyc09g066045.1.1, Solyc09g015110.2.1, Solyc04g026150.2.1, Solyc04g025740.2.1, Solyc07g032798.1.1
OG0009059	Aqcoe5G099900.1.p, Aqcoe5G099900.2.p	Solyc04g071565.1.1
OG0009060	Aqcoe5G148500.1.p	Solyc01g108000.3.1
OG0009061	Aqcoe5G114200.1.p, Aqcoe5G114200.2.p	Solyc12g095770.2.1
OG0009062	Aqcoe5G008900.2.p, Aqcoe5G008900.3.p, Aqcoe5G008900.1.p	Solyc09g091100.3.1
OG0009063	Aqcoe5G317000.1.p	Solyc01g105050.3.1, Solyc01g105030.3.1
OG0009064	Aqcoe5G211300.1.p	Solyc01g111370.3.1
OG0009065	Aqcoe5G037200.1.p	Solyc06g053790.3.1
OG0009066	Aqcoe5G399900.3.p, Aqcoe5G399900.1.p, Aqcoe5G399900.2.p	Solyc03g112280.3.1
OG0009067	Aqcoe5G009500.1.p	Solyc04g050490.3.1
OG0009068	Aqcoe5G084500.1.p	Solyc09g074880.3.1
OG0009069	Aqcoe5G020200.1.p	Solyc11g017140.2.1, Solyc06g065440.1.1
OG0009070	Aqcoe5G129600.2.p, Aqcoe5G129600.1.p, Aqcoe5G129600.3.p	Solyc01g111780.3.1
OG0009072	Aqcoe5G428500.1.p	Solyc08g080930.1.1, Solyc12g056260.1.1
OG0009073	Aqcoe5G051400.1.p	Solyc09g082320.3.1
OG0009074	Aqcoe5G351900.1.p	Solyc03g019720.4.1
OG0009075	Aqcoe5G423000.1.p	Solyc12g056340.2.1
OG0009076	Aqcoe5G317200.2.p, Aqcoe5G317200.1.p	Solyc09g065080.2.1, Solyc09g065090.2.1, Solyc02g069160.3.1
OG0009077	Aqcoe5G255600.1.p	Solyc01g104410.3.1
OG0009078	Aqcoe5G362700.1.p, Aqcoe5G362700.2.p	Solyc08g065990.3.1
OG0009079	Aqcoe5G308100.1.p	Solyc06g075810.3.1
OG0009080	Aqcoe5G090800.1.p	Solyc01g066590.3.1
OG0009081	Aqcoe5G073500.1.p	Solyc01g005110.3.1
OG0009082	Aqcoe5G172200.1.p, Aqcoe5G172200.2.p	Solyc02g090230.3.1
OG0009083	Aqcoe5G286200.1.p	Solyc04g009020.3.1
OG0009084	Aqcoe5G037300.2.p, Aqcoe5G037300.1.p	Solyc01g097160.3.1
OG0009085	Aqcoe5G138200.1.p	Solyc02g092920.3.1
OG0009086	Aqcoe5G309300.1.p	Solyc06g049020.1.1
OG0009087	Aqcoe5G063200.1.p	Solyc01g080280.3.1
OG0009088	Aqcoe3G164200.1.p, Aqcoe5G347800.1.p, Aqcoe5G347800.2.p	Solyc01g010000.3.1
OG0009089	Aqcoe5G461800.1.p	Solyc08g083035.1.1
OG0009090	Aqcoe5G464800.1.p	Solyc07g043600.3.1
OG0009091	Aqcoe5G208800.1.p, Aqcoe5G208800.2.p	Solyc04g081400.3.1
OG0009093	Aqcoe5G080600.1.p	Solyc01g067490.3.1
