Orthogroup	A_coerulea.proteins	A_thaliana.proteins
OG0009386	Aqcoe6G011700.1.p	AT1G22510.1, AT1G72175.2, AT1G22510.2, AT1G72175.1
OG0009387	Aqcoe3G045900.1.p, Aqcoe5G019600.1.p, Aqcoe6G327000.1.p, Aqcoe4G068300.1.p, Aqcoe0079s0003.2.p, Aqcoe0079s0003.1.p, Aqcoe0977s0001.1.p	AT1G13810.1
OG0009388	Aqcoe6G223100.1.p, Aqcoe3G091600.1.p	AT5G66140.1, AT3G51260.2, AT3G51260.1
OG0009389	Aqcoe6G032600.1.p	AT2G28605.1
OG0009390	Aqcoe6G315400.1.p, Aqcoe6G243000.1.p	AT5G39600.1
OG0009391	Aqcoe6G062700.1.p, Aqcoe6G062700.2.p	AT2G13840.1
OG0009393	Aqcoe6G035100.2.p, Aqcoe6G035100.1.p	AT1G21480.2, AT1G21480.1
OG0009394	Aqcoe6G152800.1.p, Aqcoe6G152800.2.p	AT4G33945.1
OG0009395	Aqcoe6G026000.1.p, Aqcoe6G026000.2.p	AT1G77470.1
OG0009396	Aqcoe6G326200.1.p	AT1G76570.1
OG0009397	Aqcoe6G321200.1.p	AT5G64050.1
OG0009398	Aqcoe6G029400.3.p, Aqcoe6G029400.1.p, Aqcoe6G029400.2.p, Aqcoe6G029400.4.p	AT1G44000.1
OG0009399	Aqcoe6G226800.1.p	AT2G17020.3, AT2G17020.2, AT2G17020.1
OG0009400	Aqcoe6G293500.1.p, Aqcoe6G293600.1.p, Aqcoe6G293700.1.p	AT4G37470.1
OG0009401	Aqcoe6G131500.1.p	AT3G51040.2, AT3G51040.1, AT3G51040.3
OG0009402	Aqcoe6G230700.1.p	AT1G20370.1, AT1G76120.2, AT1G76120.1
OG0009404	Aqcoe6G293000.1.p	AT1G49850.1
OG0009405	Aqcoe6G218000.1.p	AT1G68010.1, AT1G68010.2, AT1G68010.3
OG0009406	Aqcoe6G214600.1.p	AT4G34980.1
OG0009407	Aqcoe6G210900.1.p	AT5G66190.1
OG0009408	Aqcoe6G162800.1.p	AT4G37830.2, AT4G37830.3, AT4G37830.1
OG0009409	Aqcoe6G197500.1.p	AT3G51390.1, AT3G51390.2
OG0009410	Aqcoe6G261600.1.p	AT2G07687.1, ATMG00730.1
OG0009411	Aqcoe6G165800.1.p	AT1G42550.1
OG0009412	Aqcoe6G037400.1.p	AT5G57190.2, AT5G57190.1, AT4G25970.1
OG0009413	Aqcoe6G065200.1.p	AT5G09650.1
OG0009414	Aqcoe5G213300.2.p, Aqcoe5G213300.1.p, Aqcoe6G220700.1.p	AT1G76230.1, AT1G75860.2, AT1G75860.1, AT1G20100.2, AT1G20100.1
OG0009415	Aqcoe6G081600.1.p	AT5G04200.1
OG0009416	Aqcoe6G037700.1.p	AT1G43860.1, AT1G43860.2
OG0009417	Aqcoe6G246300.1.p	AT2G21280.2, AT2G21280.1
OG0009418	Aqcoe6G107400.1.p	AT3G18890.1
OG0009419	Aqcoe6G274100.1.p	AT5G67610.2, AT5G67610.1
OG0009420	Aqcoe6G008800.1.p, Aqcoe6G008800.2.p	AT1G57770.1
OG0009421	Aqcoe6G044100.1.p	AT1G34000.1
OG0009422	Aqcoe6G008600.1.p	AT1G33780.1
OG0009423	Aqcoe6G293800.1.p	AT4G33925.2, AT4G33925.1
OG0009424	Aqcoe6G068300.2.p, Aqcoe6G068300.1.p	AT4G11120.1
OG0009425	Aqcoe1G256300.1.p, Aqcoe6G288500.1.p	AT1G49880.1, AT1G49880.2
OG0009426	Aqcoe6G007100.1.p	AT3G19230.1
OG0009427	Aqcoe6G241800.2.p, Aqcoe6G241800.1.p	AT5G27280.1
OG0009428	Aqcoe6G119300.1.p, Aqcoe6G119300.2.p	AT1G19430.2, AT1G19430.3, AT1G19430.1
OG0009429	Aqcoe6G055400.2.p, Aqcoe6G055400.1.p	AT2G22120.2, AT2G22120.1
OG0009430	Aqcoe6G124900.1.p	AT3G47840.1
OG0009431	Aqcoe6G114200.1.p	AT3G56870.2, AT3G56870.1
OG0009432	Aqcoe6G023400.1.p	AT1G71190.1, AT1G71190.2
OG0009433	Aqcoe6G255300.1.p, Aqcoe5G026400.1.p	AT5G65720.1, AT5G65720.3
OG0009434	Aqcoe6G028000.1.p	AT5G16300.2, AT5G16300.1, AT5G16300.4, AT5G16300.3
OG0009435	Aqcoe6G229800.1.p	AT4G35750.1
OG0009436	Aqcoe5G060400.2.p, Aqcoe5G060400.1.p, Aqcoe5G060400.3.p, Aqcoe6G320400.1.p, Aqcoe6G320400.2.p	AT1G73820.1, AT1G73820.2
OG0009437	Aqcoe6G127900.1.p	AT4G12640.1, AT4G12640.4, AT4G12640.3, AT4G12640.2
OG0009438	Aqcoe7G097600.1.p, Aqcoe6G078700.1.p	AT3G10530.1
OG0009439	Aqcoe6G328100.1.p	AT4G38160.4, AT4G38160.1, AT4G38160.2, AT4G38160.3
OG0009440	Aqcoe6G094800.1.p	AT3G19090.1, AT3G19090.2
OG0009441	Aqcoe6G021900.2.p, Aqcoe6G021900.1.p	AT4G08320.2, AT4G08320.1
OG0009442	Aqcoe6G140800.1.p, Aqcoe6G140800.2.p	AT4G36990.1
OG0009443	Aqcoe6G165400.1.p, Aqcoe6G165400.2.p	AT2G17300.1, AT4G35320.1
OG0009445	Aqcoe6G263800.1.p	AT2G07725.1, ATMG00210.1
OG0009446	Aqcoe6G078100.1.p, Aqcoe4G191300.1.p	AT1G78310.1
OG0009447	Aqcoe6G154400.1.p, Aqcoe6G154400.2.p	AT4G38090.3, AT4G38090.2, AT4G38090.1
OG0009448	Aqcoe6G144500.1.p, Aqcoe5G154300.1.p	AT5G42750.1
OG0009449	Aqcoe6G103400.1.p	AT4G37090.1, AT4G37090.2
OG0009450	Aqcoe6G013700.1.p	AT1G58060.1, AT1G58050.1
OG0009451	Aqcoe6G113200.1.p	AT5G42970.1
OG0009452	Aqcoe6G104800.1.p	AT2G16050.1
OG0009453	Aqcoe6G058500.1.p, Aqcoe6G058500.2.p	AT4G39710.2, AT4G39710.3, AT4G39710.1
OG0009454	Aqcoe6G324400.1.p	AT5G63870.1, AT5G63870.2, AT5G63870.3
OG0009455	Aqcoe6G049800.1.p	AT5G64550.1, AT5G09670.1, AT5G09670.2
OG0009456	Aqcoe6G018500.1.p	AT5G24690.1
OG0009457	Aqcoe6G113500.4.p, Aqcoe6G113500.2.p, Aqcoe6G113500.1.p, Aqcoe6G113500.3.p	AT2G13600.1
OG0009458	Aqcoe6G155700.2.p, Aqcoe6G155700.1.p	AT2G33735.1, AT2G33735.2
OG0009459	Aqcoe6G177500.1.p, Aqcoe5G046000.1.p	AT3G55760.2, AT3G55760.3, AT3G55760.1
OG0009460	Aqcoe6G112100.1.p	AT1G67960.1
OG0009461	Aqcoe6G099400.1.p	AT5G25900.1
OG0009462	Aqcoe6G129800.1.p	AT1G45110.1
OG0009463	Aqcoe6G201700.1.p	AT3G11830.1, AT3G11830.2
OG0009465	Aqcoe6G048400.1.p	AT4G26160.1, AT4G29670.1, AT4G29670.2
OG0009466	Aqcoe6G278700.1.p	AT4G37650.1
OG0009467	Aqcoe6G163700.1.p	AT2G17350.1
OG0009468	Aqcoe6G136400.2.p, Aqcoe6G136400.1.p, Aqcoe1G331800.1.p	AT1G11190.1
OG0009469	Aqcoe7G033300.1.p, Aqcoe6G278100.1.p	AT2G04340.1
OG0009470	Aqcoe0017s0006.1.p	AT2G40815.1, AT2G40815.2
OG0009471	Aqcoe0017s0007.1.p, Aqcoe0017s0007.2.p	AT3G10840.2, AT3G10840.3, AT3G10840.1, AT3G10840.4
OG0009473	Aqcoe4G014100.2.p, Aqcoe4G014100.1.p	AT1G29390.2, AT1G29395.1, AT1G29390.1
OG0009475	Aqcoe4G215300.1.p	AT3G62940.3, AT3G62940.4, AT3G62940.2, AT3G62940.1, AT3G62940.5
OG0009476	Aqcoe4G254100.1.p, Aqcoe4G032400.1.p	AT3G14067.1
OG0009477	Aqcoe4G090900.1.p, Aqcoe4G090900.2.p	AT1G28380.1
OG0009478	Aqcoe4G228000.1.p	AT1G11545.1
OG0009479	Aqcoe4G014600.1.p	AT4G05430.2, AT4G05430.3, AT4G05430.1
OG0009480	Aqcoe4G197900.1.p	AT5G54920.2, AT5G54920.1, AT4G26990.1
OG0009481	Aqcoe4G080700.1.p	AT5G55840.2, AT5G55840.1, AT5G55840.3
OG0009482	Aqcoe4G225200.2.p, Aqcoe4G225200.3.p, Aqcoe4G225200.1.p	AT3G08000.1
OG0009483	Aqcoe4G005600.1.p, Aqcoe4G005600.2.p	AT1G72250.1, AT1G72250.2, AT1G72250.3, AT1G72250.4
OG0009484	Aqcoe4G314000.1.p	AT4G16447.1
OG0009485	Aqcoe4G291100.1.p, Aqcoe3G208300.1.p	AT2G45320.1
OG0009486	Aqcoe4G166100.1.p, Aqcoe4G166100.2.p	AT3G13677.1, AT3G13677.2, AT3G13677.3
OG0009487	Aqcoe4G002900.1.p, Aqcoe4G023700.1.p	AT2G34670.2, AT2G34670.1
OG0009488	Aqcoe4G278700.1.p, Aqcoe4G278700.2.p	AT3G13640.1, AT4G19210.1
OG0009489	Aqcoe4G051200.1.p	AT3G22160.1, AT4G15120.1
OG0009490	Aqcoe4G090400.1.p	AT3G15180.2, AT3G15180.1
OG0009491	Aqcoe4G310200.1.p	AT5G47710.2, AT5G47710.3, AT5G47710.1, AT5G47710.4
OG0009492	Aqcoe4G032300.1.p	AT4G18780.1
OG0009493	Aqcoe3G153000.1.p, Aqcoe4G035600.1.p	AT1G78770.1
OG0009494	Aqcoe4G028100.1.p	AT1G16950.1, AT1G29290.1
OG0009495	Aqcoe4G034100.1.p	AT4G35490.2, AT4G35490.1
OG0009496	Aqcoe4G285600.1.p, Aqcoe3G210400.1.p	AT5G35670.1
OG0009497	Aqcoe7G321000.1.p	AT4G05440.1, AT4G05440.2
OG0009498	Aqcoe7G045000.1.p, Aqcoe7G177600.1.p	AT5G47520.1
OG0009499	Aqcoe7G206500.1.p, Aqcoe7G206700.1.p, Aqcoe7G206700.2.p	AT5G11330.1, AT5G11330.2
OG0009500	Aqcoe7G284500.1.p	AT5G35320.1
OG0009501	Aqcoe7G351000.1.p	AT5G10810.1
OG0009502	Aqcoe7G436800.1.p	AT3G14180.1
OG0009503	Aqcoe7G068900.1.p, Aqcoe7G068600.1.p	AT4G22760.1
OG0009504	Aqcoe7G402400.1.p	AT1G52220.3, AT1G52220.2, AT1G52220.1, AT1G52220.4
OG0009505	Aqcoe7G375800.1.p	AT1G15730.1, AT1G80480.1
OG0009506	Aqcoe7G059800.1.p, Aqcoe7G058500.1.p, Aqcoe7G058500.2.p	AT2G45520.1
OG0009507	Aqcoe7G141300.1.p, Aqcoe7G139700.1.p	AT4G26240.1
OG0009508	Aqcoe7G340800.1.p	AT4G30440.1
OG0009509	Aqcoe5G411400.1.p	AT1G45332.1, AT2G45030.1
OG0009510	Aqcoe7G411700.1.p	AT4G32910.1
OG0009511	Aqcoe7G037500.1.p	AT5G23760.1, AT5G23760.2
OG0009512	Aqcoe0011s0002.1.p, Aqcoe3G265700.1.p	AT5G61620.1
OG0009512	Aqcoe7G131800.1.p	AT5G56840.1
OG0009513	Aqcoe7G157000.3.p, Aqcoe7G157000.2.p, Aqcoe7G157000.1.p	AT5G05510.1
OG0009514	Aqcoe7G094200.1.p, Aqcoe7G094200.3.p, Aqcoe7G094200.2.p	AT4G17540.1
OG0009515	Aqcoe7G281700.2.p, Aqcoe7G281700.1.p, Aqcoe7G281700.3.p	AT5G20350.1
OG0009516	Aqcoe7G159300.1.p	AT5G19690.1, AT5G19690.2
OG0009517	Aqcoe7G060300.1.p	AT1G63780.1
OG0009518	Aqcoe7G030400.1.p	AT4G00400.1, AT1G01610.1
OG0009520	Aqcoe7G261800.3.p, Aqcoe7G261800.2.p, Aqcoe7G261800.1.p	AT4G29890.1
OG0009521	Aqcoe7G168400.1.p, Aqcoe1G047900.1.p	AT4G28950.1
OG0009522	Aqcoe7G375900.1.p, Aqcoe7G375900.3.p, Aqcoe7G375900.2.p	AT2G28910.2, AT2G28910.3, AT2G28910.1
OG0009523	Aqcoe7G073100.3.p, Aqcoe7G073100.4.p, Aqcoe7G073100.1.p, Aqcoe7G073100.2.p	AT2G45270.1
OG0009524	Aqcoe7G240900.1.p	AT3G42630.1
OG0009525	Aqcoe7G424500.1.p	AT4G29750.2, AT4G29750.1
OG0009526	Aqcoe7G170300.1.p	AT1G55205.1, AT1G55205.2, AT3G13674.1
OG0009527	Aqcoe7G361900.1.p	AT1G80750.1
OG0009528	Aqcoe7G033000.1.p	AT4G23340.2, AT4G23340.1
OG0009529	Aqcoe7G056300.1.p	AT1G12530.1
OG0009530	Aqcoe1G138900.1.p, Aqcoe7G296700.1.p, Aqcoe7G296700.2.p	AT4G30010.1
OG0009531	Aqcoe7G346300.1.p	AT2G24860.1
OG0009532	Aqcoe7G276800.1.p, Aqcoe7G276700.1.p, Aqcoe7G276700.2.p	AT5G24490.1
OG0009533	Aqcoe7G180900.1.p	AT1G79915.2, AT1G79915.1
OG0009534	Aqcoe7G253000.3.p, Aqcoe7G253000.2.p, Aqcoe7G253000.1.p	AT1G16180.2, AT1G16180.1
OG0009535	Aqcoe7G157500.1.p, Aqcoe7G157500.2.p	AT2G25790.1
OG0009536	Aqcoe7G258400.1.p	AT2G18860.3, AT2G18860.2, AT2G18860.1, AT4G30240.1
OG0009537	Aqcoe7G264900.1.p	AT1G52640.1
OG0009538	Aqcoe7G252200.1.p	AT4G31850.1
OG0009539	Aqcoe7G422700.1.p, Aqcoe3G140100.1.p	AT3G26360.2, AT3G26360.1
OG0009540	Aqcoe7G234500.1.p, Aqcoe1G382300.1.p	AT3G15820.1, AT3G15830.1
OG0009541	Aqcoe7G038600.1.p	AT4G00585.1
OG0009542	Aqcoe7G106900.1.p, Aqcoe7G106900.2.p	AT1G54070.1
OG0009543	Aqcoe7G158900.1.p	AT1G79800.1
OG0009544	Aqcoe7G351400.1.p, Aqcoe7G351400.2.p, Aqcoe7G351300.1.p	AT2G24130.1, AT2G24130.2
OG0009546	Aqcoe7G082900.2.p, Aqcoe7G082900.1.p, Aqcoe7G082900.3.p	AT5G47500.1
OG0009547	Aqcoe7G403300.1.p	AT5G62270.1, AT5G62270.2
OG0009548	Aqcoe7G014200.2.p, Aqcoe7G014200.3.p, Aqcoe7G014200.1.p, Aqcoe5G451700.1.p	AT4G01050.1, AT4G01050.2
OG0009549	Aqcoe7G026400.1.p	AT5G52520.1
OG0009550	Aqcoe7G023400.1.p, Aqcoe5G442000.1.p	AT4G01200.1
OG0009552	Aqcoe7G421100.1.p	AT1G73020.3, AT1G73020.1, AT1G73020.2
OG0009553	Aqcoe7G239300.1.p, Aqcoe7G239300.2.p	AT2G07170.1
OG0009554	Aqcoe7G007000.1.p, Aqcoe7G007000.2.p	AT5G50550.1, AT5G50650.1, AT2G01470.1
OG0009555	Aqcoe7G259400.2.p, Aqcoe7G259400.1.p	AT1G16070.1, AT1G16070.2, AT1G16070.3
OG0009556	Aqcoe7G283700.1.p	AT4G31300.3, AT4G31300.2, AT4G31300.1
OG0009557	Aqcoe7G083700.1.p, Aqcoe5G414800.1.p	AT1G02040.1
OG0009559	Aqcoe7G130400.1.p	AT2G19540.1
OG0009560	Aqcoe7G379300.1.p	AT2G10950.3, AT2G10950.1, AT2G10950.2
OG0009561	Aqcoe7G037900.1.p	AT4G25570.1
OG0009562	Aqcoe7G149200.1.p	AT5G13610.1
OG0009563	Aqcoe7G249900.1.p	AT5G10910.1
OG0009564	Aqcoe7G392700.4.p, Aqcoe7G392700.3.p, Aqcoe7G392700.7.p, Aqcoe7G392700.6.p, Aqcoe7G392700.5.p, Aqcoe7G392700.1.p, Aqcoe7G392700.8.p, Aqcoe7G392700.2.p	AT1G75125.1
OG0009565	Aqcoe7G286000.1.p	AT2G39930.3, AT2G39930.2, AT2G39930.1
OG0009566	Aqcoe7G059600.1.p	AT5G62190.1
OG0009567	Aqcoe7G324600.1.p, Aqcoe7G324800.1.p	AT4G25840.1, AT5G57440.1
OG0009568	Aqcoe7G252700.2.p, Aqcoe7G252700.3.p, Aqcoe7G252700.1.p	AT4G31270.1
OG0009569	Aqcoe7G133100.1.p	AT2G19670.1, AT4G29510.1
OG0009570	Aqcoe7G371000.1.p	AT2G31305.1
OG0009571	Aqcoe7G092100.1.p	AT3G06530.4, AT3G06530.3, AT3G06530.2, AT3G06530.1, AT3G06530.5
OG0009572	Aqcoe7G014900.4.p, Aqcoe7G014900.3.p, Aqcoe7G014900.1.p, Aqcoe7G014900.2.p	AT1G64355.1, AT1G64355.2, AT1G64355.3
OG0009573	Aqcoe7G123900.4.p, Aqcoe7G123900.3.p, Aqcoe7G123900.2.p, Aqcoe7G123900.1.p, Aqcoe7G123900.5.p	AT2G31290.1, AT2G31290.2
OG0009574	Aqcoe7G442100.1.p	AT2G26440.1
OG0009575	Aqcoe7G157800.2.p, Aqcoe7G157800.1.p	AT5G11640.1, AT5G11640.2
OG0009576	Aqcoe7G123200.1.p	AT2G19430.1
OG0009577	Aqcoe7G136000.1.p, Aqcoe1G219300.2.p, Aqcoe1G219300.1.p	AT5G55960.1
OG0009579	Aqcoe7G116300.1.p	AT5G12040.1
OG0009580	Aqcoe7G242000.1.p	AT4G31040.1
OG0009581	Aqcoe7G105100.3.p, Aqcoe7G105100.1.p, Aqcoe7G105100.2.p	AT1G12770.2, AT1G12770.1
OG0009582	Aqcoe7G079100.1.p, Aqcoe7G079100.2.p	AT4G22580.1
OG0009583	Aqcoe7G368100.1.p	AT1G80620.1, AT1G15810.1
OG0009585	Aqcoe7G061600.1.p, Aqcoe7G061600.5.p, Aqcoe7G061600.4.p, Aqcoe7G061600.3.p, Aqcoe7G061600.2.p	AT5G51700.2, AT5G51700.1
OG0009586	Aqcoe7G076600.1.p	AT1G62750.1
OG0009587	Aqcoe7G151300.3.p, Aqcoe7G151300.2.p, Aqcoe7G151300.1.p	AT3G49990.1
OG0009588	Aqcoe7G278900.1.p	AT5G20070.1
OG0009589	Aqcoe7G143700.1.p	AT2G23120.1, AT2G23110.2, AT2G23110.1
OG0009589	Aqcoe5G114600.1.p	AT2G33690.1
OG0009590	Aqcoe1G417800.1.p	AT5G58640.1, AT5G58640.2, AT3G47300.1
OG0009592	Aqcoe1G070900.1.p	AT3G11890.1, AT3G11890.4, AT3G11890.6, AT3G11890.7, AT3G11890.3, AT3G11890.2, AT3G11890.5, AT3G11860.1
OG0009593	Aqcoe1G205800.1.p, Aqcoe1G205800.2.p	AT4G32520.2, AT4G32520.1
OG0009594	Aqcoe1G111200.2.p, Aqcoe1G111200.3.p, Aqcoe1G111200.1.p	AT3G52940.1
OG0009595	Aqcoe1G069900.1.p	AT3G58470.1
OG0009596	Aqcoe1G322200.1.p	AT1G11080.1, AT1G11080.2
OG0009597	Aqcoe1G074700.1.p	AT2G07690.2, AT2G07690.1
OG0009598	Aqcoe1G442900.1.p	AT2G38710.2, AT2G38710.3, AT2G38710.4, AT2G38710.1
OG0009599	Aqcoe1G094400.1.p, Aqcoe5G012600.1.p	AT3G46870.2, AT3G46870.1
OG0009600	Aqcoe1G178900.1.p	AT3G29130.2, AT3G29130.5, AT3G29130.6, AT3G29130.1, AT3G29130.3, AT3G29130.4
OG0009601	Aqcoe1G481200.1.p	AT5G59990.2, AT5G59990.1
OG0009602	Aqcoe1G210000.1.p	AT2G42820.1
OG0009603	Aqcoe1G019800.1.p, Aqcoe3G093200.1.p	AT4G05360.1, AT3G59550.1
OG0009604	Aqcoe1G377100.1.p	AT5G56050.1, AT4G26490.1
OG0009605	Aqcoe1G111300.1.p	AT5G22640.1, AT5G22640.2, AT5G22640.3
OG0009606	Aqcoe1G123300.1.p, Aqcoe1G123300.3.p, Aqcoe1G123300.2.p	AT5G22875.2, AT5G22875.3, AT5G22875.1
OG0009608	Aqcoe1G183700.1.p	AT1G30460.2, AT1G30460.1
OG0009609	Aqcoe1G437400.1.p	AT5G06240.1
OG0009610	Aqcoe1G146000.1.p	AT2G40740.1, AT2G40740.3, AT2G40740.2, AT3G56390.1
OG0009611	Aqcoe1G286300.1.p	AT3G15000.1
OG0009612	Aqcoe3G366700.1.p, Aqcoe1G280300.1.p	AT1G74240.2, AT1G74240.1
OG0009613	Aqcoe1G131500.2.p, Aqcoe1G131500.1.p	AT2G28105.2, AT2G28105.1
OG0009614	Aqcoe1G111600.1.p	AT3G21540.1
OG0009615	Aqcoe1G181000.1.p	AT5G64150.1
OG0009616	Aqcoe1G005000.1.p	AT3G56910.1
OG0009617	Aqcoe1G148900.1.p	AT3G08800.3, AT3G08800.2, AT3G08800.1
OG0009618	Aqcoe1G182200.2.p, Aqcoe1G182200.1.p	AT3G22290.1, AT3G22290.2
OG0009619	Aqcoe1G270500.1.p	AT5G53800.1
OG0009620	Aqcoe1G157200.1.p, Aqcoe1G157200.2.p	AT1G79270.3, AT1G79270.4, AT1G79270.2, AT1G79270.1
OG0009621	Aqcoe1G397500.2.p, Aqcoe1G397500.1.p	AT2G40460.1
OG0009622	Aqcoe1G216900.1.p, Aqcoe1G217300.1.p, Aqcoe1G261700.1.p	AT1G80600.1
OG0009623	Aqcoe1G457400.1.p, Aqcoe1G463100.1.p, Aqcoe1G268600.1.p, Aqcoe1G463500.1.p	AT5G57080.1, AT4G26055.1
OG0009624	Aqcoe1G480900.1.p, Aqcoe1G480900.2.p, Aqcoe1G481100.1.p	AT5G59980.1, AT5G59980.3, AT5G59980.2, AT5G59980.4
OG0009625	Aqcoe1G112400.1.p	AT4G21800.1, AT4G21800.2
OG0009626	Aqcoe1G084900.3.p, Aqcoe1G084900.1.p, Aqcoe1G084900.4.p, Aqcoe1G084900.2.p	AT3G09080.4, AT3G09080.2, AT3G09080.1, AT3G09080.3
OG0009627	Aqcoe1G063800.1.p, Aqcoe1G063800.2.p	AT4G35630.1, AT2G17630.1
OG0009628	Aqcoe1G184400.1.p, Aqcoe3G246000.1.p	AT2G34690.1
OG0009629	Aqcoe1G334600.1.p	AT5G55250.2, AT5G55250.1
OG0009630	Aqcoe1G168300.1.p	AT1G10180.1
OG0009631	Aqcoe1G400000.1.p	AT2G40550.1
OG0009632	Aqcoe1G452700.1.p	AT3G44680.1
OG0009633	Aqcoe1G035500.2.p, Aqcoe1G035500.1.p	AT5G12410.1
OG0009634	Aqcoe1G429300.1.p	AT5G52980.1, AT5G52980.2
OG0009635	Aqcoe1G008900.1.p	AT3G17930.1
OG0009636	Aqcoe5G117200.1.p, Aqcoe1G064900.1.p, Aqcoe1G135900.1.p	AT2G16630.1
OG0009637	Aqcoe1G210200.1.p, Aqcoe1G210200.2.p	AT1G78590.2, AT1G78590.1
OG0009638	Aqcoe1G333400.1.p	AT1G03520.2, AT1G03520.1, AT4G03340.1, AT4G03340.2
OG0009639	Aqcoe1G186900.1.p	AT3G59030.2, AT3G59030.1
OG0009640	Aqcoe1G195000.1.p, Aqcoe1G195000.2.p	AT5G46280.4, AT5G46280.2, AT5G46280.3, AT5G46280.1
OG0009641	Aqcoe1G206500.1.p	AT2G43945.1, AT3G59870.1
OG0009642	Aqcoe1G319600.1.p	AT2G20875.1
OG0009643	Aqcoe1G153800.1.p, Aqcoe1G153800.4.p, Aqcoe1G153800.2.p, Aqcoe1G153800.3.p	AT2G30105.1
OG0009644	Aqcoe1G002900.1.p	AT1G51110.1
OG0009645	Aqcoe1G029000.1.p	AT5G65840.1
OG0009646	Aqcoe1G493200.1.p	AT5G03110.1, AT2G37100.1
OG0009647	Aqcoe1G006000.2.p, Aqcoe1G006000.1.p, Aqcoe1G006000.3.p	AT5G19500.1
OG0009648	Aqcoe1G436400.1.p	AT5G13480.1, AT5G13480.3, AT5G13480.4, AT5G13480.2
OG0009649	Aqcoe1G229300.1.p	AT4G35540.1
OG0009650	Aqcoe1G110500.1.p	AT2G27810.1, AT2G27810.4
OG0009651	Aqcoe1G129700.1.p	AT2G36835.1
OG0009652	Aqcoe1G402300.1.p, Aqcoe3G215300.1.p, Aqcoe3G152800.1.p, Aqcoe1G402200.1.p	AT2G40600.1
OG0009653	Aqcoe1G494200.1.p	AT1G07970.1
OG0009654	Aqcoe1G123900.1.p	AT5G24760.3, AT5G24760.2, AT5G24760.4, AT5G24760.1
OG0009655	Aqcoe1G368000.1.p	AT5G50390.1
OG0009656	Aqcoe1G056600.2.p, Aqcoe1G056600.1.p, Aqcoe1G056600.3.p, Aqcoe1G056600.4.p	AT4G26310.1, AT4G26310.2
OG0009657	Aqcoe1G407800.1.p	AT3G56040.1
OG0009658	Aqcoe1G130500.1.p	AT3G10420.2, AT3G10420.1
OG0009659	Aqcoe1G333900.1.p	AT2G04740.1, AT2G04740.3, AT2G04740.2, AT2G04740.4
OG0009660	Aqcoe1G104300.1.p	AT5G02140.2, AT5G02140.1
OG0009661	Aqcoe1G171900.1.p	AT5G44450.1, AT5G44450.2
OG0009662	Aqcoe1G234600.1.p	AT5G54970.1, AT4G26960.1
OG0009663	Aqcoe1G497200.1.p	AT5G03170.1
OG0009664	Aqcoe1G043200.2.p, Aqcoe1G043200.1.p	AT1G08315.1
OG0009665	Aqcoe1G271700.1.p	AT3G15390.3, AT3G15390.2, AT3G15390.1
OG0009666	Aqcoe1G499000.1.p	AT1G32070.3, AT1G32070.2, AT1G32070.1
OG0009667	Aqcoe1G280800.1.p	AT5G54910.1
OG0009668	Aqcoe1G157100.1.p	AT5G44635.1, AT5G44635.2
OG0009669	Aqcoe1G341100.1.p, Aqcoe1G341100.2.p	AT4G04180.1, AT4G04180.2
OG0009670	Aqcoe1G030300.1.p	AT3G57600.1
OG0009672	Aqcoe1G482200.2.p, Aqcoe1G482200.1.p	AT5G55810.1
OG0009673	Aqcoe1G160800.1.p	AT1G30870.1
OG0009674	Aqcoe3G222600.1.p, Aqcoe1G113600.1.p	AT4G30600.1, AT4G30600.2
OG0009675	Aqcoe1G007300.1.p	AT3G32930.2, AT3G32930.1
OG0009676	Aqcoe1G169100.1.p	AT4G19860.1
OG0009677	Aqcoe1G258400.3.p, Aqcoe1G258400.4.p, Aqcoe1G258400.1.p, Aqcoe1G258400.2.p	AT2G20635.1
OG0009678	Aqcoe1G338600.1.p	AT3G22150.2, AT3G22150.1
OG0009680	Aqcoe1G060800.2.p, Aqcoe1G060800.1.p	AT3G13450.1, AT1G55510.1
OG0009681	Aqcoe1G145300.1.p	AT3G53400.1
OG0009682	Aqcoe1G000100.1.p	AT1G47813.1, AT1G47820.1, AT1G47820.2
OG0009683	Aqcoe1G251200.1.p	AT5G44170.1
OG0009684	Aqcoe1G190100.1.p, Aqcoe1G190100.2.p	AT2G17265.1
OG0009685	Aqcoe1G427900.1.p	AT5G05760.1
OG0009686	Aqcoe1G123800.1.p	AT2G36810.1, AT2G36810.2, AT2G36810.3
OG0009687	Aqcoe1G231200.1.p	AT2G32480.2, AT2G32480.1, AT1G05140.1
OG0009688	Aqcoe1G447200.1.p, Aqcoe1G447200.2.p	AT4G01020.1, AT5G10370.1
OG0009690	Aqcoe0392s0002.1.p	AT2G32080.2, AT2G32080.1
OG0009691	Aqcoe5G003000.1.p	AT3G03330.1
OG0009692	Aqcoe5G459200.1.p	AT5G36000.1, AT3G61730.1
OG0009693	Aqcoe5G055100.1.p	AT1G05385.1, AT1G05385.2
OG0009694	Aqcoe5G097400.1.p	AT1G22850.1, AT1G22850.2
OG0009695	Aqcoe5G028400.1.p	AT5G43430.1, AT5G43430.4, AT5G43430.3, AT5G43430.2
OG0009696	Aqcoe5G184900.1.p	AT5G57960.1, AT5G57960.2
OG0009698	Aqcoe5G103400.1.p, Aqcoe5G100000.3.p, Aqcoe5G100000.2.p, Aqcoe5G100000.4.p, Aqcoe5G100000.1.p	AT1G43245.2, AT1G43245.1
