Orthogroup	A_coerulea.proteins	L_sativa.proteins
OG0010163	Aqcoe7G008300.1.p	Lsat_1_v5_gn_8_5201.1
OG0010164	Aqcoe7G177800.1.p	Lsat_1_v5_gn_6_11100.1
OG0010166	Aqcoe7G124900.2.p, Aqcoe7G124900.1.p, Aqcoe7G124900.3.p	Lsat_1_v5_gn_5_48300.1
OG0010167	Aqcoe7G366500.2.p, Aqcoe7G366500.1.p	Lsat_1_v5_gn_0_44621.1, Lsat_1_v5_gn_5_90740.1
OG0010169	Aqcoe7G077100.1.p	Lsat_1_v5_gn_7_9321.2, Lsat_1_v5_gn_7_9321.1
OG0010170	Aqcoe7G150200.2.p, Aqcoe7G150200.1.p	Lsat_1_v5_gn_7_39761.3, Lsat_1_v5_gn_7_39761.1
OG0010171	Aqcoe7G014000.1.p	Lsat_1_v5_gn_2_134181.1, Lsat_1_v5_gn_2_134181.3, Lsat_1_v5_gn_9_57980.2, Lsat_1_v5_gn_9_57980.1
OG0010172	Aqcoe7G133000.1.p	Lsat_1_v5_gn_5_145840.1
OG0010173	Aqcoe7G180800.1.p	Lsat_1_v5_gn_9_105781.1, Lsat_1_v5_gn_7_40641.1, Lsat_1_v5_gn_5_103381.1
OG0010174	Aqcoe7G360400.1.p	Lsat_1_v5_gn_5_91701.1, Lsat_1_v5_gn_5_91701.3
OG0010175	Aqcoe7G007200.2.p, Aqcoe7G007200.1.p	Lsat_1_v5_gn_6_9541.1
OG0010176	Aqcoe7G360000.1.p	Lsat_1_v5_gn_7_61661.3, Lsat_1_v5_gn_7_61661.1
OG0010177	Aqcoe7G029600.1.p	Lsat_1_v5_gn_6_86460.1, Lsat_1_v5_gn_3_6400.1, Lsat_1_v5_gn_6_5540.1
OG0010178	Aqcoe7G412700.1.p, Aqcoe7G160800.1.p	Lsat_1_v5_gn_5_144181.1, Lsat_1_v5_gn_8_97321.1
OG0010179	Aqcoe7G055500.1.p	Lsat_1_v5_gn_9_53261.3, Lsat_1_v5_gn_9_53261.1, Lsat_1_v5_gn_9_53261.2
OG0010180	Aqcoe7G204600.1.p	Lsat_1_v5_gn_1_33801.1, Lsat_1_v5_gn_1_33801.2
OG0010181	Aqcoe7G097900.1.p	Lsat_1_v5_gn_7_33460.3, Lsat_1_v5_gn_7_33460.1
OG0010182	Aqcoe7G288400.1.p	Lsat_1_v5_gn_7_57841.1
OG0010183	Aqcoe7G037000.1.p	Lsat_1_v5_gn_9_55680.2, Lsat_1_v5_gn_9_55680.1
OG0010184	Aqcoe7G306300.2.p, Aqcoe7G306300.1.p	Lsat_1_v5_gn_5_85820.1, Lsat_1_v5_gn_5_85820.3
OG0010185	Aqcoe7G183400.1.p	Lsat_1_v5_gn_4_60040.1
OG0010186	Aqcoe7G310200.1.p	Lsat_1_v5_gn_3_9100.2, Lsat_1_v5_gn_3_9100.1
OG0010187	Aqcoe7G052000.1.p	Lsat_1_v5_gn_6_12820.1, Lsat_1_v5_gn_6_87881.1
OG0010188	Aqcoe7G376500.2.p, Aqcoe7G376500.1.p, Aqcoe7G281600.1.p	Lsat_1_v5_gn_1_31380.1, Lsat_1_v5_gn_1_31380.3, Lsat_1_v5_gn_5_8920.1
OG0010189	Aqcoe7G411600.1.p	Lsat_1_v5_gn_5_33641.1, Lsat_1_v5_gn_5_33641.3, Lsat_1_v5_gn_6_22621.1, Lsat_1_v5_gn_6_22621.2
OG0010190	Aqcoe7G044100.1.p, Aqcoe5G414900.1.p, Aqcoe5G414900.2.p	Lsat_1_v5_gn_3_5320.1, Lsat_1_v5_gn_3_5320.3
OG0010191	Aqcoe7G431500.1.p	Lsat_1_v5_gn_1_37881.1
OG0010192	Aqcoe7G265300.1.p	Lsat_1_v5_gn_1_33281.1, Lsat_1_v5_gn_1_33281.3
OG0010193	Aqcoe7G420700.1.p	Lsat_1_v5_gn_7_39781.1
OG0010194	Aqcoe7G029700.1.p, Aqcoe3G088600.1.p	Lsat_1_v5_gn_5_139800.1, Lsat_1_v5_gn_5_139800.2
OG0010195	Aqcoe7G418800.1.p	Lsat_1_v5_gn_6_55020.1, Lsat_1_v5_gn_6_55020.2
OG0010196	Aqcoe7G331200.1.p	Lsat_1_v5_gn_8_161781.1, Lsat_1_v5_gn_8_161781.3
OG0010197	Aqcoe7G121200.1.p, Aqcoe7G121000.1.p	Lsat_1_v5_gn_5_143521.2, Lsat_1_v5_gn_5_143521.1
OG0010198	Aqcoe7G072800.1.p	Lsat_1_v5_gn_7_9580.3, Lsat_1_v5_gn_7_9580.1
OG0010200	Aqcoe7G216200.3.p, Aqcoe7G216200.2.p, Aqcoe7G216200.1.p	Lsat_1_v5_gn_5_30481.1, Lsat_1_v5_gn_5_30481.3
OG0010201	Aqcoe7G285700.1.p, Aqcoe7G285700.2.p, Aqcoe7G285700.3.p	Lsat_1_v5_gn_4_106240.1
OG0010202	Aqcoe7G075900.1.p, Aqcoe7G093200.1.p	Lsat_1_v5_gn_6_92521.1
OG0010203	Aqcoe7G400400.1.p, Aqcoe7G399600.1.p, Aqcoe7G400300.1.p	Lsat_1_v5_gn_9_87100.1, Lsat_1_v5_gn_9_87100.3
OG0010204	Aqcoe5G153200.1.p, Aqcoe7G105600.1.p, Aqcoe5G153100.1.p	Lsat_1_v5_gn_2_84220.1, Lsat_1_v5_gn_5_112780.1
OG0010205	Aqcoe7G351600.1.p	Lsat_1_v5_gn_5_62040.1
OG0010206	Aqcoe7G285600.1.p	Lsat_1_v5_gn_7_59641.1, Lsat_1_v5_gn_7_59621.1, Lsat_1_v5_gn_7_59661.1
OG0010207	Aqcoe7G176900.1.p	Lsat_1_v5_gn_7_40780.1
OG0010208	Aqcoe7G204800.1.p	Lsat_1_v5_gn_7_2720.1
OG0010209	Aqcoe7G359300.1.p	Lsat_1_v5_gn_5_91080.1, Lsat_1_v5_gn_7_49680.1
OG0010210	Aqcoe7G001300.1.p	Lsat_1_v5_gn_4_31821.3, Lsat_1_v5_gn_4_31821.1
OG0010211	Aqcoe7G112100.1.p, Aqcoe7G112000.1.p	Lsat_1_v5_gn_7_58320.3, Lsat_1_v5_gn_7_58320.1, Lsat_1_v5_gn_5_79481.1
OG0010212	Aqcoe7G170000.1.p	Lsat_1_v5_gn_6_66261.1, Lsat_1_v5_gn_6_66261.2
OG0010213	Aqcoe7G205400.1.p	Lsat_1_v5_gn_5_98400.1, Lsat_1_v5_gn_5_98400.3
OG0010214	Aqcoe7G259700.1.p, Aqcoe7G259700.2.p, Aqcoe7G259700.3.p	Lsat_1_v5_gn_4_84921.1
OG0010215	Aqcoe7G017400.1.p	Lsat_1_v5_gn_8_20540.3, Lsat_1_v5_gn_8_20540.1
OG0010216	Aqcoe7G004600.1.p	Lsat_1_v5_gn_6_82361.1, Lsat_1_v5_gn_6_9060.1, Lsat_1_v5_gn_6_9060.3
OG0010217	Aqcoe7G317400.1.p	Lsat_1_v5_gn_5_9221.1, Lsat_1_v5_gn_4_85200.1
OG0010218	Aqcoe3G383600.1.p	Lsat_1_v5_gn_1_40261.1, Lsat_1_v5_gn_6_117500.1, Lsat_1_v5_gn_6_117520.1
OG0010219	Aqcoe7G054400.1.p	Lsat_1_v5_gn_9_97280.1
OG0010220	Aqcoe7G375200.1.p	Lsat_1_v5_gn_1_31221.1, Lsat_1_v5_gn_4_88200.1, Lsat_1_v5_gn_8_94000.1
OG0010221	Aqcoe7G411400.1.p	Lsat_1_v5_gn_5_143861.1, Lsat_1_v5_gn_5_143861.2
OG0010222	Aqcoe7G030900.1.p	Lsat_1_v5_gn_9_55180.1, Lsat_1_v5_gn_8_7301.1
OG0010223	Aqcoe7G302200.1.p, Aqcoe7G302200.2.p	Lsat_1_v5_gn_2_84960.1, Lsat_1_v5_gn_2_84960.3
OG0010224	Aqcoe7G439200.1.p	Lsat_1_v5_gn_5_138841.1
OG0010225	Aqcoe0278s0001.1.p, Aqcoe0278s0001.2.p, Aqcoe7G293400.1.p	Lsat_1_v5_gn_7_55601.1
OG0010226	Aqcoe7G215300.1.p	Lsat_1_v5_gn_8_57261.1, Lsat_1_v5_gn_8_57261.2, Lsat_1_v5_gn_5_97961.1
OG0010227	Aqcoe7G276000.1.p	Lsat_1_v5_gn_4_38381.1
OG0010228	Aqcoe7G031400.1.p	Lsat_1_v5_gn_3_138360.3, Lsat_1_v5_gn_3_138360.1, Lsat_1_v5_gn_3_138360.2
OG0010229	Aqcoe7G099000.1.p	Lsat_1_v5_gn_7_99420.1
OG0010230	Aqcoe7G355300.1.p	Lsat_1_v5_gn_1_30900.1, Lsat_1_v5_gn_4_86800.1, Lsat_1_v5_gn_4_86780.1
OG0010231	Aqcoe7G208700.1.p	Lsat_1_v5_gn_6_21681.1
OG0010232	Aqcoe7G196200.1.p, Aqcoe7G196200.2.p	Lsat_1_v5_gn_5_99240.2, Lsat_1_v5_gn_5_99240.1
OG0010233	Aqcoe7G023000.1.p	Lsat_1_v5_gn_6_9921.2, Lsat_1_v5_gn_6_9921.1, Lsat_1_v5_gn_6_9921.3
OG0010234	Aqcoe7G390500.1.p	Lsat_1_v5_gn_4_106101.1
OG0010235	Aqcoe7G008200.1.p, Aqcoe7G008200.2.p, Aqcoe7G008200.3.p, Aqcoe7G008200.4.p	Lsat_1_v5_gn_3_11280.1
OG0010236	Aqcoe7G252300.1.p	Lsat_1_v5_gn_5_80700.3, Lsat_1_v5_gn_5_80700.1, Lsat_1_v5_gn_5_80700.2
OG0010237	Aqcoe7G351100.2.p, Aqcoe7G351100.1.p	Lsat_1_v5_gn_5_121860.1
OG0010238	Aqcoe7G347700.1.p	Lsat_1_v5_gn_3_22660.1
OG0010239	Aqcoe7G004400.1.p	Lsat_1_v5_gn_4_30761.1
OG0010240	Aqcoe7G168300.1.p	Lsat_1_v5_gn_4_103101.1, Lsat_1_v5_gn_4_103101.3
OG0010241	Aqcoe7G094400.3.p, Aqcoe7G094400.2.p, Aqcoe7G094400.1.p	Lsat_1_v5_gn_4_39741.1
OG0010242	Aqcoe7G015400.1.p	Lsat_1_v5_gn_3_10260.3, Lsat_1_v5_gn_3_10260.1
OG0010243	Aqcoe7G029400.3.p, Aqcoe7G029400.1.p, Aqcoe7G029400.2.p	Lsat_1_v5_gn_8_6901.1, Lsat_1_v5_gn_8_6901.2, Lsat_1_v5_gn_9_57581.1
OG0010244	Aqcoe7G166700.1.p, Aqcoe7G166700.2.p, Aqcoe7G166700.4.p, Aqcoe7G166700.3.p	Lsat_1_v5_gn_5_147900.3, Lsat_1_v5_gn_5_147900.1, Lsat_1_v5_gn_7_41480.1, Lsat_1_v5_gn_7_41480.4, Lsat_1_v5_gn_7_41480.2
OG0010246	Aqcoe7G231800.1.p, Aqcoe7G231800.3.p, Aqcoe7G231800.2.p	Lsat_1_v5_gn_5_30121.1
OG0010247	Aqcoe7G283300.1.p	Lsat_1_v5_gn_7_50001.1
OG0010248	Aqcoe7G426700.1.p	Lsat_1_v5_gn_9_48340.1
OG0010249	Aqcoe7G109100.1.p	Lsat_1_v5_gn_4_92560.1, Lsat_1_v5_gn_1_37860.1, Lsat_1_v5_gn_5_135860.1
OG0010250	Aqcoe7G021300.1.p	Lsat_1_v5_gn_9_56860.1, Lsat_1_v5_gn_9_56860.2, Lsat_1_v5_gn_2_131500.1
OG0010251	Aqcoe7G053500.1.p	Lsat_1_v5_gn_2_130120.1
OG0010252	Aqcoe1G452200.1.p	Lsat_1_v5_gn_6_39540.1, Lsat_1_v5_gn_2_95760.3, Lsat_1_v5_gn_2_95760.1
OG0010253	Aqcoe1G118900.1.p	Lsat_1_v5_gn_1_61521.1, Lsat_1_v5_gn_1_61521.2
OG0010254	Aqcoe1G343600.2.p, Aqcoe1G343600.3.p, Aqcoe1G343600.1.p	Lsat_1_v5_gn_7_15121.1, Lsat_1_v5_gn_7_15121.3
OG0010255	Aqcoe1G372800.1.p	Lsat_1_v5_gn_7_18580.1
OG0010256	Aqcoe1G286100.1.p	Lsat_1_v5_gn_8_140141.1
OG0010257	Aqcoe1G183100.2.p, Aqcoe1G183100.1.p	Lsat_1_v5_gn_7_72120.3, Lsat_1_v5_gn_7_72120.1
OG0010258	Aqcoe1G492400.1.p	Lsat_1_v5_gn_2_97841.1
OG0010259	Aqcoe1G128400.1.p	Lsat_1_v5_gn_9_71621.1, Lsat_1_v5_gn_8_18641.1, Lsat_1_v5_gn_6_44580.1, Lsat_1_v5_gn_6_44580.2
OG0010260	Aqcoe1G172800.1.p, Aqcoe1G172800.2.p, Aqcoe1G172800.3.p	Lsat_1_v5_gn_1_91720.1, Lsat_1_v5_gn_1_91720.3
OG0010261	Aqcoe1G066000.1.p, Aqcoe1G066000.2.p	Lsat_1_v5_gn_1_56061.4, Lsat_1_v5_gn_1_56061.1
OG0010262	Aqcoe1G453400.2.p, Aqcoe1G453400.1.p	Lsat_1_v5_gn_2_22640.2
OG0010263	Aqcoe1G222100.1.p, Aqcoe1G293200.1.p	Lsat_1_v5_gn_4_48400.1
OG0010264	Aqcoe1G054600.1.p	Lsat_1_v5_gn_9_106260.3, Lsat_1_v5_gn_9_106260.1
OG0010265	Aqcoe1G204600.1.p	Lsat_1_v5_gn_9_8701.1, Lsat_1_v5_gn_9_8701.3
OG0010266	Aqcoe1G412500.1.p	Lsat_1_v5_gn_1_129320.1
OG0010267	Aqcoe1G224800.1.p	Lsat_1_v5_gn_8_141221.1
OG0010268	Aqcoe1G206100.1.p	Lsat_1_v5_gn_7_31040.3, Lsat_1_v5_gn_7_31040.1
OG0010269	Aqcoe1G152600.1.p	Lsat_1_v5_gn_9_37301.3, Lsat_1_v5_gn_9_37301.1
OG0010270	Aqcoe1G483300.1.p	Lsat_1_v5_gn_2_80021.1, Lsat_1_v5_gn_2_80021.2, Lsat_1_v5_gn_8_91980.1
OG0010271	Aqcoe1G193000.1.p	Lsat_1_v5_gn_8_31680.3, Lsat_1_v5_gn_8_31680.1
OG0010272	Aqcoe1G245200.1.p	Lsat_1_v5_gn_4_28400.1
OG0010273	Aqcoe1G143600.2.p, Aqcoe1G143600.1.p	Lsat_1_v5_gn_2_109060.1, Lsat_1_v5_gn_2_109060.3
OG0010274	Aqcoe1G432400.1.p	Lsat_1_v5_gn_5_183900.1, Lsat_1_v5_gn_5_183921.3, Lsat_1_v5_gn_5_183921.1, Lsat_1_v5_gn_5_183880.1, Lsat_1_v5_gn_5_183880.3, Lsat_1_v5_gn_5_183880.2
OG0010274	Aqcoe3G266700.1.p	Lsat_1_v5_gn_6_93960.2, Lsat_1_v5_gn_6_93960.1
OG0010275	Aqcoe1G127300.1.p	Lsat_1_v5_gn_6_28400.1
OG0010276	Aqcoe1G087900.1.p	Lsat_1_v5_gn_8_72200.1, Lsat_1_v5_gn_5_171040.1
OG0010277	Aqcoe1G037700.1.p	Lsat_1_v5_gn_9_29000.1, Lsat_1_v5_gn_9_29000.3, Lsat_1_v5_gn_9_29000.2
OG0010278	Aqcoe1G232000.1.p	Lsat_1_v5_gn_5_3861.1, Lsat_1_v5_gn_2_30500.3, Lsat_1_v5_gn_2_30500.2, Lsat_1_v5_gn_2_30500.1, Lsat_1_v5_gn_5_171181.1, Lsat_1_v5_gn_4_50060.1
OG0010280	Aqcoe1G422800.1.p, Aqcoe1G422900.1.p	Lsat_1_v5_gn_8_102200.2, Lsat_1_v5_gn_8_102200.1, Lsat_1_v5_gn_9_34521.1
OG0010281	Aqcoe1G109300.1.p	Lsat_1_v5_gn_8_73521.2, Lsat_1_v5_gn_8_73521.1, Lsat_1_v5_gn_9_23661.1
OG0010282	Aqcoe1G441300.1.p	Lsat_1_v5_gn_2_104400.5, Lsat_1_v5_gn_2_104400.6, Lsat_1_v5_gn_2_104400.1
OG0010283	Aqcoe1G010700.1.p	Lsat_1_v5_gn_9_30301.4, Lsat_1_v5_gn_9_30301.1, Lsat_1_v5_gn_8_83721.1
OG0010284	Aqcoe1G025800.1.p, Aqcoe1G025800.2.p	Lsat_1_v5_gn_9_121521.1, Lsat_1_v5_gn_9_121521.3
OG0010285	Aqcoe1G044100.1.p	Lsat_1_v5_gn_8_10680.3, Lsat_1_v5_gn_8_10680.1, Lsat_1_v5_gn_4_28380.1, Lsat_1_v5_gn_5_93381.3, Lsat_1_v5_gn_5_93381.1
OG0010286	Aqcoe1G342000.1.p	Lsat_1_v5_gn_5_3221.1
OG0010287	Aqcoe1G448000.1.p	Lsat_1_v5_gn_6_40440.1
OG0010288	Aqcoe1G111400.1.p	Lsat_1_v5_gn_2_102720.1, Lsat_1_v5_gn_0_25680.1, Lsat_1_v5_gn_0_25680.3
OG0010289	Aqcoe1G124000.1.p, Aqcoe1G124000.3.p, Aqcoe1G124000.2.p	Lsat_1_v5_gn_2_103220.3, Lsat_1_v5_gn_2_103220.1
OG0010291	Aqcoe1G060200.1.p	Lsat_1_v5_gn_6_55740.1
OG0010292	Aqcoe1G430900.1.p	Lsat_1_v5_gn_5_172301.3, Lsat_1_v5_gn_5_172301.1
OG0010293	Aqcoe1G160900.1.p	Lsat_1_v5_gn_2_59680.1
OG0010294	Aqcoe1G121000.1.p	Lsat_1_v5_gn_6_42140.3, Lsat_1_v5_gn_6_42140.1
OG0010295	Aqcoe1G234700.1.p	Lsat_1_v5_gn_7_16100.3, Lsat_1_v5_gn_7_16100.1, Lsat_1_v5_gn_1_4360.1
OG0010296	Aqcoe1G138400.2.p, Aqcoe1G138400.1.p	Lsat_1_v5_gn_5_190221.1
OG0010297	Aqcoe1G144700.1.p	Lsat_1_v5_gn_1_65340.1, Lsat_1_v5_gn_2_98481.1, Lsat_1_v5_gn_6_46020.1
OG0010298	Aqcoe1G149800.1.p, Aqcoe1G149800.2.p	Lsat_1_v5_gn_8_103441.1
OG0010299	Aqcoe1G116000.1.p, Aqcoe1G117400.1.p	Lsat_1_v5_gn_9_58300.2, Lsat_1_v5_gn_9_58300.1
OG0010300	Aqcoe1G241100.1.p	Lsat_1_v5_gn_8_137601.1, Lsat_1_v5_gn_8_137601.3
OG0010301	Aqcoe1G019600.1.p, Aqcoe1G019600.3.p, Aqcoe1G019600.2.p	Lsat_1_v5_gn_2_101121.2, Lsat_1_v5_gn_2_101121.1, Lsat_1_v5_gn_2_101121.3
OG0010302	Aqcoe1G155800.1.p	Lsat_1_v5_gn_7_111041.1, Lsat_1_v5_gn_7_111041.3, Lsat_1_v5_gn_2_66041.1
OG0010303	Aqcoe1G076800.1.p	Lsat_1_v5_gn_2_35420.1
OG0010304	Aqcoe1G219200.2.p, Aqcoe1G219200.1.p	Lsat_1_v5_gn_7_102200.1
OG0010305	Aqcoe1G160500.1.p	Lsat_1_v5_gn_4_46521.2, Lsat_1_v5_gn_4_46521.1
OG0010306	Aqcoe1G399100.1.p	Lsat_1_v5_gn_8_119641.2, Lsat_1_v5_gn_2_125341.1, Lsat_1_v5_gn_9_59340.1
OG0010307	Aqcoe1G202000.1.p	Lsat_1_v5_gn_7_76800.1
OG0010308	Aqcoe1G464700.1.p	Lsat_1_v5_gn_8_78041.1, Lsat_1_v5_gn_5_167661.3, Lsat_1_v5_gn_5_167661.1
OG0010309	Aqcoe1G389800.2.p, Aqcoe1G389800.1.p	Lsat_1_v5_gn_7_114320.3, Lsat_1_v5_gn_7_114320.1, Lsat_1_v5_gn_7_114320.2
OG0010310	Aqcoe3G036900.1.p, Aqcoe1G087200.1.p	Lsat_1_v5_gn_5_155541.1, Lsat_1_v5_gn_5_155541.3
OG0010311	Aqcoe1G259100.1.p	Lsat_1_v5_gn_7_21701.1, Lsat_1_v5_gn_7_21701.2
OG0010312	Aqcoe1G116200.1.p	Lsat_1_v5_gn_4_121700.1
OG0010313	Aqcoe1G041900.1.p	Lsat_1_v5_gn_9_29601.1
OG0010314	Aqcoe1G153000.1.p	Lsat_1_v5_gn_8_12880.1
OG0010315	Aqcoe1G460500.1.p	Lsat_1_v5_gn_5_170681.1, Lsat_1_v5_gn_4_177081.1
OG0010316	Aqcoe3G035700.1.p, Aqcoe1G381600.1.p	Lsat_1_v5_gn_4_15920.1
OG0010317	Aqcoe1G032800.1.p	Lsat_1_v5_gn_6_47960.1
OG0010318	Aqcoe1G408700.1.p	Lsat_1_v5_gn_9_116360.1, Lsat_1_v5_gn_9_116360.2, Lsat_1_v5_gn_7_77981.1
OG0010319	Aqcoe1G078100.1.p	Lsat_1_v5_gn_6_33801.1, Lsat_1_v5_gn_6_33801.3, Lsat_1_v5_gn_6_33801.2
OG0010320	Aqcoe1G336400.1.p	Lsat_1_v5_gn_9_105181.3, Lsat_1_v5_gn_9_105181.1
OG0010321	Aqcoe1G438900.1.p	Lsat_1_v5_gn_0_8241.1
OG0010322	Aqcoe1G071700.1.p, Aqcoe1G071700.2.p	Lsat_1_v5_gn_1_56320.3, Lsat_1_v5_gn_1_56320.1
OG0010323	Aqcoe1G386600.1.p	Lsat_1_v5_gn_0_24381.1, Lsat_1_v5_gn_7_14120.2, Lsat_1_v5_gn_7_14120.1
OG0010324	Aqcoe1G005800.1.p	Lsat_1_v5_gn_8_83900.1
OG0010325	Aqcoe1G286500.1.p	Lsat_1_v5_gn_1_65480.3, Lsat_1_v5_gn_1_65480.1
OG0010326	Aqcoe1G408800.1.p	Lsat_1_v5_gn_5_173181.1
OG0010328	Aqcoe1G008300.1.p	Lsat_1_v5_gn_2_32160.1
OG0010329	Aqcoe1G292500.1.p	Lsat_1_v5_gn_7_16460.1, Lsat_1_v5_gn_7_16460.3
OG0010330	Aqcoe1G184900.1.p	Lsat_1_v5_gn_7_31160.3, Lsat_1_v5_gn_7_31160.1
OG0010331	Aqcoe1G019000.1.p	Lsat_1_v5_gn_4_69540.3, Lsat_1_v5_gn_4_69540.1
OG0010332	Aqcoe1G452600.1.p	Lsat_1_v5_gn_1_62060.1, Lsat_1_v5_gn_1_62060.2
OG0010333	Aqcoe1G340700.1.p, Aqcoe1G340700.2.p, Aqcoe1G340700.3.p	Lsat_1_v5_gn_5_123860.3, Lsat_1_v5_gn_5_123860.1
OG0010334	Aqcoe1G018400.2.p, Aqcoe1G018400.1.p, Aqcoe1G018400.3.p	Lsat_1_v5_gn_9_26700.1, Lsat_1_v5_gn_9_26700.2
OG0010335	Aqcoe1G037800.1.p	Lsat_1_v5_gn_9_29100.1
OG0010336	Aqcoe1G177800.1.p, Aqcoe1G177800.2.p	Lsat_1_v5_gn_5_51241.1, Lsat_1_v5_gn_5_51241.2
OG0010337	Aqcoe1G485100.1.p	Lsat_1_v5_gn_9_66560.1, Lsat_1_v5_gn_8_20961.1, Lsat_1_v5_gn_8_20961.3
OG0010338	Aqcoe1G486000.1.p	Lsat_1_v5_gn_9_66541.1
OG0010339	Aqcoe1G072000.1.p	Lsat_1_v5_gn_6_34681.2, Lsat_1_v5_gn_6_34681.5
OG0010340	Aqcoe1G298900.1.p	Lsat_1_v5_gn_7_93220.1
OG0010341	Aqcoe1G046500.1.p	Lsat_1_v5_gn_5_78680.1, Lsat_1_v5_gn_5_78680.3
OG0010342	Aqcoe1G430100.1.p, Aqcoe1G430100.2.p	Lsat_1_v5_gn_8_99960.2, Lsat_1_v5_gn_8_99960.1
OG0010343	Aqcoe1G395100.2.p, Aqcoe1G395100.1.p	Lsat_1_v5_gn_8_108720.1
OG0010344	Aqcoe1G344700.1.p	Lsat_1_v5_gn_4_86841.1
OG0010345	Aqcoe1G167100.1.p	Lsat_1_v5_gn_8_54380.1, Lsat_1_v5_gn_3_85040.1
OG0010346	Aqcoe1G028100.1.p	Lsat_1_v5_gn_6_48420.1
OG0010347	Aqcoe1G085700.1.p	Lsat_1_v5_gn_4_65480.1, Lsat_1_v5_gn_4_65500.1
OG0010348	Aqcoe1G170100.1.p	Lsat_1_v5_gn_4_78980.1, Lsat_1_v5_gn_1_29421.1
OG0010349	Aqcoe1G021200.1.p	Lsat_1_v5_gn_6_46361.1, Lsat_1_v5_gn_6_46361.2, Lsat_1_v5_gn_2_25141.1
OG0010350	Aqcoe1G239200.1.p	Lsat_1_v5_gn_1_128700.2, Lsat_1_v5_gn_1_128700.1
OG0010351	Aqcoe5G177900.1.p	Lsat_1_v5_gn_3_44180.3, Lsat_1_v5_gn_3_44180.1
OG0010352	Aqcoe3G035800.1.p, Aqcoe5G374500.1.p	Lsat_1_v5_gn_2_14741.1, Lsat_1_v5_gn_8_40921.1
OG0010353	Aqcoe5G070900.1.p	Lsat_1_v5_gn_5_189841.1
OG0010354	Aqcoe5G023400.2.p, Aqcoe5G023400.1.p	Lsat_1_v5_gn_8_92521.1
OG0010355	Aqcoe5G167200.1.p	Lsat_1_v5_gn_9_67321.1, Lsat_1_v5_gn_9_67321.2
OG0010356	Aqcoe5G334600.1.p	Lsat_1_v5_gn_9_121141.2, Lsat_1_v5_gn_9_121141.1, Lsat_1_v5_gn_7_76521.1
OG0010357	Aqcoe5G003600.2.p, Aqcoe5G003600.1.p	Lsat_1_v5_gn_7_44620.1
OG0010358	Aqcoe5G058900.1.p	Lsat_1_v5_gn_8_18301.1, Lsat_1_v5_gn_9_123520.1
OG0010360	Aqcoe5G081900.1.p	Lsat_1_v5_gn_7_110720.3, Lsat_1_v5_gn_7_110720.1
OG0010361	Aqcoe5G216800.1.p	Lsat_1_v5_gn_2_40441.1
OG0010362	Aqcoe5G197200.1.p	Lsat_1_v5_gn_1_18441.1, Lsat_1_v5_gn_1_18441.3
OG0010363	Aqcoe5G259500.1.p	Lsat_1_v5_gn_2_98721.1
OG0010364	Aqcoe5G217900.1.p	Lsat_1_v5_gn_9_121801.3, Lsat_1_v5_gn_9_121801.1
OG0010365	Aqcoe5G456200.1.p	Lsat_1_v5_gn_6_12261.2, Lsat_1_v5_gn_6_12261.1, Lsat_1_v5_gn_3_10461.1
OG0010367	Aqcoe5G063700.1.p	Lsat_1_v5_gn_8_3080.2, Lsat_1_v5_gn_8_3080.1, Lsat_1_v5_gn_8_3080.3
OG0010368	Aqcoe5G410400.1.p	Lsat_1_v5_gn_8_10241.1, Lsat_1_v5_gn_2_128681.1
OG0010369	Aqcoe5G438400.1.p, Aqcoe5G438400.2.p	Lsat_1_v5_gn_8_6341.3, Lsat_1_v5_gn_8_6341.1, Lsat_1_v5_gn_8_10160.1
OG0010370	Aqcoe5G196500.1.p	Lsat_1_v5_gn_5_24320.1
OG0010371	Aqcoe5G340900.1.p	Lsat_1_v5_gn_4_1321.1
OG0010372	Aqcoe5G135500.1.p, Aqcoe0077s0002.1.p	Lsat_1_v5_gn_6_220.3, Lsat_1_v5_gn_6_220.1, Lsat_1_v5_gn_6_220.2, Lsat_1_v5_gn_6_115920.1
OG0010373	Aqcoe5G090000.1.p	Lsat_1_v5_gn_8_164180.1
OG0010374	Aqcoe5G247800.1.p	Lsat_1_v5_gn_7_71840.1
OG0010375	Aqcoe5G001100.1.p	Lsat_1_v5_gn_5_180581.1
OG0010376	Aqcoe5G154000.1.p	Lsat_1_v5_gn_5_112800.1, Lsat_1_v5_gn_5_112800.2
OG0010377	Aqcoe5G003700.1.p	Lsat_1_v5_gn_1_69940.1, Lsat_1_v5_gn_1_69940.2
OG0010378	Aqcoe5G068700.1.p	Lsat_1_v5_gn_5_51901.1
OG0010379	Aqcoe5G413300.1.p	Lsat_1_v5_gn_7_2701.1
OG0010380	Aqcoe5G317900.1.p	Lsat_1_v5_gn_2_95200.1
OG0010381	Aqcoe5G016400.2.p, Aqcoe5G016400.1.p	Lsat_1_v5_gn_3_29341.1
OG0010382	Aqcoe3G436500.3.p, Aqcoe3G436500.1.p, Aqcoe3G436500.2.p, Aqcoe5G344600.1.p, Aqcoe5G344600.2.p	Lsat_1_v5_gn_4_42281.3, Lsat_1_v5_gn_4_42281.1
OG0010383	Aqcoe5G084200.1.p	Lsat_1_v5_gn_3_43481.2, Lsat_1_v5_gn_3_43481.1
