Orthogroup	A_coerulea.proteins	V_vinifera.proteins
OG0013592	Aqcoe2G391400.1.p	VIT_207s0005g04770.1
OG0013594	Aqcoe2G306400.1.p	VIT_205s0020g01560.1
OG0013596	Aqcoe2G023300.1.p	VIT_213s0158g00130.1
OG0013597	Aqcoe2G065300.1.p	VIT_208s0056g01590.1
OG0013598	Aqcoe2G309600.1.p	VIT_205s0020g01950.1
OG0013599	Aqcoe6G327300.3.p, Aqcoe6G327300.2.p, Aqcoe6G327600.1.p, Aqcoe6G327600.2.p, Aqcoe2G228300.3.p	VIT_204s0044g01970.6, VIT_204s0044g01970.5, VIT_204s0044g01970.3, VIT_204s0044g01970.4, VIT_204s0044g01970.1
OG0013600	Aqcoe0082s0002.1.p, Aqcoe6G320100.1.p	VIT_203s0038g04060.1
OG0013602	Aqcoe6G034400.1.p	VIT_218s0001g02050.1
OG0013604	Aqcoe4G022700.1.p, Aqcoe6G229100.1.p	VIT_200s2472g00015.1, VIT_200s0455g00030.1
OG0013606	Aqcoe6G227500.1.p	VIT_200s0684g00020.1
OG0013607	Aqcoe6G161600.1.p	VIT_200s1361g00010.1
OG0013608	Aqcoe6G170600.2.p, Aqcoe6G170600.3.p	VIT_218s0122g00990.4, VIT_218s0122g00990.8, VIT_218s0122g00990.7, VIT_218s0122g00990.6
OG0013610	Aqcoe6G092500.1.p, Aqcoe6G092500.2.p	VIT_218s0001g07650.1, VIT_218s0001g07650.2
OG0013611	Aqcoe6G047200.1.p	VIT_218s0126g00007.1
OG0013612	Aqcoe4G178000.1.p, Aqcoe6G018000.1.p	VIT_207s0031g03110.1
OG0013613	Aqcoe6G296600.1.p	VIT_203s0091g00420.1, VIT_207s0129g00560.1
OG0013615	Aqcoe6G083000.1.p	VIT_212s0028g00580.1
OG0013616	Aqcoe6G202200.1.p	VIT_203s0038g01510.1
OG0013617	Aqcoe6G013300.1.p	VIT_212s0035g00710.1
OG0013618	Aqcoe6G305400.1.p	VIT_207s0129g01010.1, VIT_214s0068g00615.1
OG0013619	Aqcoe6G001300.1.p	VIT_218s0089g01420.1
OG0013620	Aqcoe6G297900.1.p	VIT_200s0125g00190.2, VIT_219s0027g01820.2, VIT_219s0027g01820.1
OG0013622	Aqcoe6G229700.2.p, Aqcoe6G229700.1.p	VIT_218s0001g00640.1
OG0013623	Aqcoe6G003500.1.p	VIT_218s0089g01180.1
OG0013624	Aqcoe6G303800.1.p	VIT_218s0001g09680.1
OG0013625	Aqcoe6G175900.1.p	VIT_203s0038g03740.1
OG0013626	Aqcoe6G007500.1.p	VIT_218s0041g02140.1
OG0013627	Aqcoe6G024400.1.p	VIT_212s0034g02180.1
OG0013629	Aqcoe4G118600.1.p	VIT_205s0094g01150.1
OG0013631	Aqcoe4G228300.1.p	VIT_210s0116g00570.1
OG0013632	Aqcoe4G210100.1.p, Aqcoe4G196500.1.p, Aqcoe4G196500.2.p	VIT_212s0059g00980.1
OG0013632	Aqcoe4G151400.1.p, Aqcoe4G196600.1.p	VIT_205s0049g00040.1
OG0013634	Aqcoe4G240500.1.p	VIT_201s0011g05820.1
OG0013635	Aqcoe4G052900.2.p, Aqcoe4G052900.1.p, Aqcoe5G365100.1.p, Aqcoe5G364900.1.p, Aqcoe4G226900.1.p, Aqcoe5G365000.2.p, Aqcoe5G365000.1.p, Aqcoe3G054100.1.p, Aqcoe1G294700.1.p	VIT_208s0007g02050.1, VIT_208s0007g02085.1
OG0013637	Aqcoe4G205500.1.p	VIT_212s0134g00440.1
OG0013638	Aqcoe4G088800.1.p	VIT_219s0014g02170.1
OG0013639	Aqcoe4G034900.2.p, Aqcoe4G034900.1.p, Aqcoe4G034900.3.p	VIT_210s0003g01540.1
OG0013641	Aqcoe4G077000.1.p	VIT_210s0003g00340.1
OG0013644	Aqcoe7G345300.1.p	VIT_204s0008g06980.1
OG0013646	Aqcoe7G431400.1.p	VIT_211s0016g00730.1
OG0013647	Aqcoe7G106500.1.p	VIT_209s0002g00750.1, VIT_209s0002g00750.2
OG0013648	Aqcoe7G325700.1.p, Aqcoe7G326100.1.p, Aqcoe7G328100.1.p, Aqcoe7G325800.1.p, Aqcoe7G327800.1.p, Aqcoe7G325900.1.p, Aqcoe7G327600.1.p	VIT_211s0052g01150.1
OG0013649	Aqcoe7G016100.1.p	VIT_215s0046g01300.1
OG0013650	Aqcoe7G383500.1.p, Aqcoe7G383400.1.p	VIT_209s0002g07090.1
OG0013651	Aqcoe7G230800.1.p	VIT_200s0270g00040.1
OG0013652	Aqcoe7G419400.1.p	VIT_209s0070g00290.1
OG0013653	Aqcoe7G320100.1.p	VIT_204s0008g02590.1
OG0013655	Aqcoe7G055600.2.p, Aqcoe7G055600.1.p	VIT_216s0022g02280.1
OG0013657	Aqcoe7G035700.1.p	VIT_215s0046g02890.1
OG0013658	Aqcoe7G084300.1.p	VIT_216s0013g02110.1
OG0013659	Aqcoe7G079900.1.p	VIT_215s0048g00600.2, VIT_215s0048g00600.1
OG0013660	Aqcoe7G048100.1.p	VIT_215s0048g01800.1
OG0013661	Aqcoe7G001000.1.p	VIT_202s0025g02670.1
OG0013662	Aqcoe7G194800.1.p	VIT_209s0002g07220.1
OG0013663	Aqcoe7G350500.1.p	VIT_208s0007g01330.1
OG0013664	Aqcoe7G125800.1.p	VIT_209s0002g02340.1
OG0013666	Aqcoe7G205100.1.p	VIT_211s0016g04630.1
OG0013667	Aqcoe7G376600.1.p	VIT_200s0131g00200.1
OG0013668	Aqcoe7G110000.1.p	VIT_211s0016g00860.1, VIT_211s0016g00870.1, VIT_211s0016g00880.1
OG0013670	Aqcoe7G348200.1.p	VIT_209s0018g01670.1
OG0013671	Aqcoe7G125400.1.p	VIT_209s0002g01660.1
OG0013672	Aqcoe7G139200.1.p	VIT_204s0008g00760.1
OG0013674	Aqcoe7G128100.3.p, Aqcoe7G128100.2.p, Aqcoe7G128100.1.p	VIT_209s0002g02130.1
OG0013675	Aqcoe7G403400.1.p	VIT_219s0090g00210.1
OG0013676	Aqcoe7G114600.2.p, Aqcoe7G114600.1.p	VIT_204s0008g01780.3, VIT_204s0008g01780.2, VIT_204s0008g01780.1
OG0013677	Aqcoe7G442600.1.p	VIT_209s0002g00260.4, VIT_209s0002g00260.2, VIT_209s0002g00260.3, VIT_209s0002g00260.1
OG0013678	Aqcoe7G013700.1.p	VIT_215s0046g01060.1
OG0013679	Aqcoe7G084800.1.p	VIT_215s0021g02510.1
OG0013680	Aqcoe7G017300.1.p	VIT_202s0025g01070.1
OG0013681	Aqcoe7G336600.1.p	VIT_211s0065g01015.1, VIT_211s0065g01170.1, VIT_211s0065g01070.1
OG0013682	Aqcoe7G048000.2.p, Aqcoe7G048000.1.p	VIT_215s0048g01840.1, VIT_215s0048g01840.2
OG0013683	Aqcoe7G019200.1.p	VIT_202s0025g00700.2, VIT_202s0025g00700.3, VIT_202s0025g00700.1
OG0013684	Aqcoe1G036300.1.p	VIT_213s0158g00090.1
OG0013685	Aqcoe1G243200.1.p	VIT_212s0028g02600.1
OG0013687	Aqcoe1G004600.1.p	VIT_208s0007g06850.1
OG0013688	Aqcoe1G320500.1.p, Aqcoe1G058200.1.p	VIT_201s0011g04580.1, VIT_201s0011g04570.1
OG0013689	Aqcoe1G094200.1.p	VIT_208s0007g01350.1, VIT_213s0019g02660.1
OG0013691	Aqcoe1G014800.1.p, Aqcoe1G014800.2.p	VIT_213s0156g00140.1
OG0013692	Aqcoe1G367800.1.p	VIT_219s0014g05080.1, VIT_219s0014g05080.2
OG0013693	Aqcoe1G388600.2.p, Aqcoe1G388600.1.p	VIT_212s0057g00650.3, VIT_212s0057g00650.4, VIT_212s0057g00650.2, VIT_212s0057g00650.1
OG0013694	Aqcoe1G446700.1.p	VIT_213s0147g00230.1
OG0013696	Aqcoe1G466200.4.p, Aqcoe1G466200.1.p, Aqcoe1G466200.3.p, Aqcoe1G466200.5.p, Aqcoe1G466200.2.p, Aqcoe1G466200.6.p	VIT_208s0007g00110.1, VIT_208s0007g00110.2
OG0013698	Aqcoe1G270600.1.p	VIT_210s0597g00050.1, VIT_205s0029g00340.1
OG0013699	Aqcoe1G144200.1.p	VIT_213s0019g04270.1
OG0013700	Aqcoe1G365100.1.p	VIT_212s0059g02480.1
OG0013701	Aqcoe1G217500.1.p	VIT_219s0085g00200.1
OG0013702	Aqcoe1G082800.1.p	VIT_206s0080g01170.1
OG0013706	Aqcoe1G115300.1.p	VIT_215s0024g00660.3
OG0013707	Aqcoe1G500700.1.p	VIT_206s0004g08270.1
OG0013710	Aqcoe1G445500.3.p, Aqcoe1G445500.1.p, Aqcoe1G445500.5.p, Aqcoe1G445500.4.p, Aqcoe1G445500.2.p	VIT_208s0007g03310.3, VIT_208s0007g03310.6, VIT_208s0007g03310.5, VIT_208s0007g03310.2, VIT_208s0007g03310.1, VIT_208s0007g03310.4
OG0013711	Aqcoe1G407400.1.p	VIT_208s0058g01325.1
OG0013712	Aqcoe1G090300.1.p	VIT_219s0085g01170.1
OG0013713	Aqcoe1G246100.1.p, Aqcoe1G246100.2.p	VIT_210s0003g00540.1
OG0013714	Aqcoe1G390400.1.p	VIT_219s0090g01730.1, VIT_208s0040g02390.1
OG0013716	Aqcoe1G162000.1.p	VIT_212s0028g00090.1
OG0013717	Aqcoe1G388300.1.p	VIT_219s0015g00660.1
OG0013719	Aqcoe1G046700.1.p	VIT_206s0009g02800.1
OG0013720	Aqcoe5G095400.1.p, Aqcoe5G095400.2.p	VIT_200s0525g00030.1
OG0013721	Aqcoe5G350100.1.p	VIT_217s0000g01120.1, VIT_201s0010g03980.1
OG0013722	Aqcoe5G080300.1.p	VIT_207s0104g00290.1
OG0013723	Aqcoe5G143200.1.p	VIT_218s0001g09980.2, VIT_218s0001g09980.3, VIT_218s0001g09980.1
OG0013724	Aqcoe5G362800.1.p	VIT_214s0171g00140.1
OG0013726	Aqcoe5G284200.1.p	VIT_218s0001g02100.1
OG0013727	Aqcoe5G287500.1.p, Aqcoe5G287500.4.p, Aqcoe5G287500.2.p, Aqcoe5G287500.3.p	VIT_214s0060g00270.1
OG0013728	Aqcoe5G435700.1.p	VIT_202s0025g00220.2, VIT_202s0025g00220.3, VIT_202s0025g00220.1
OG0013729	Aqcoe5G234100.4.p, Aqcoe5G234100.1.p, Aqcoe5G234100.3.p, Aqcoe5G234100.2.p, Aqcoe5G234100.5.p	VIT_218s0001g15350.1
OG0013730	Aqcoe5G465300.1.p	VIT_215s0046g00190.1
OG0013732	Aqcoe5G129100.1.p, Aqcoe5G129100.2.p	VIT_218s0001g00870.1
OG0013733	Aqcoe5G108500.2.p, Aqcoe5G108500.1.p	VIT_200s0567g00050.1, VIT_218s0001g10900.1
OG0013734	Aqcoe5G096800.1.p	VIT_218s0001g03700.1
OG0013735	Aqcoe5G094500.1.p	VIT_212s0035g01910.1
OG0013736	Aqcoe5G356300.1.p, Aqcoe5G356200.1.p	VIT_201s0010g03670.2, VIT_201s0010g03670.1, VIT_217s0000g01330.1
OG0013737	Aqcoe5G192700.1.p	VIT_214s0006g01650.1, VIT_213s0047g01070.1
OG0013738	Aqcoe3G347700.1.p, Aqcoe3G347900.1.p, Aqcoe5G088600.1.p	VIT_205s0077g02280.1
OG0013739	Aqcoe5G377100.1.p	VIT_214s0219g00040.1
OG0013740	Aqcoe5G007200.1.p	VIT_207s0005g06160.1
OG0013743	Aqcoe5G217000.1.p	VIT_218s0089g00860.1
OG0013744	Aqcoe5G035800.1.p	VIT_201s0011g06590.1
OG0013745	Aqcoe5G425100.1.p	VIT_216s0100g00630.1
OG0013746	Aqcoe5G155900.1.p	VIT_218s0001g10760.1
OG0013747	Aqcoe5G034200.1.p	VIT_205s0020g04990.1
OG0013748	Aqcoe5G375300.1.p	VIT_201s0010g02400.1, VIT_209s0018g02070.1
OG0013749	Aqcoe3G160100.3.p, Aqcoe3G160100.4.p, Aqcoe3G160100.2.p, Aqcoe3G160100.1.p, Aqcoe5G345900.1.p	VIT_214s0068g01610.1
OG0013750	Aqcoe5G369300.1.p	VIT_205s0077g00830.1
OG0013751	Aqcoe5G031000.1.p	VIT_206s0004g02390.1
OG0013752	Aqcoe5G310300.2.p, Aqcoe5G310300.1.p, Aqcoe5G310300.3.p	VIT_219s0014g00020.1
OG0013753	Aqcoe5G322400.1.p	VIT_201s0150g00370.1, VIT_214s0068g00750.1
OG0013754	Aqcoe3G208800.1.p	VIT_200s0184g00060.1
OG0013755	Aqcoe3G172400.1.p	VIT_216s0039g02035.1
OG0013757	Aqcoe3G030200.1.p	VIT_214s0006g02710.1, VIT_214s0006g02710.2
OG0013758	Aqcoe3G338400.1.p	VIT_210s0116g00741.1, VIT_219s0177g00285.1
OG0013760	Aqcoe3G149700.1.p	VIT_217s0000g08730.1, VIT_217s0000g08730.3, VIT_217s0000g08730.10, VIT_217s0000g08730.11, VIT_217s0000g08730.4, VIT_217s0000g08730.5, VIT_217s0000g08730.6, VIT_217s0000g08730.8, VIT_217s0000g08730.7, VIT_217s0000g08730.9
OG0013761	Aqcoe3G184200.1.p	VIT_206s0004g01770.8, VIT_206s0004g01770.7, VIT_206s0004g01770.9, VIT_206s0004g01770.11, VIT_206s0004g01650.2, VIT_206s0004g01650.3, VIT_206s0004g01650.4
OG0013762	Aqcoe3G133100.1.p	VIT_217s0000g09910.2
OG0013763	Aqcoe3G291200.2.p, Aqcoe3G291200.1.p, Aqcoe3G121900.1.p	VIT_217s0000g08480.1, VIT_214s0066g01220.1
OG0013764	Aqcoe3G367400.1.p	VIT_217s0000g05080.1
OG0013765	Aqcoe3G186300.2.p, Aqcoe3G186300.1.p, Aqcoe3G186300.3.p, Aqcoe3G226800.1.p	VIT_215s0107g00300.1, VIT_215s0107g00300.2
OG0013766	Aqcoe3G419100.1.p, Aqcoe3G419500.1.p	VIT_201s0011g06230.1
OG0013767	Aqcoe3G220900.1.p	VIT_202s0012g01590.1
OG0013768	Aqcoe3G427100.1.p, Aqcoe3G427100.2.p	VIT_201s0010g02070.3, VIT_201s0010g02070.2, VIT_201s0010g02070.1
OG0013769	Aqcoe3G018800.1.p	VIT_214s0060g00670.1
OG0013770	Aqcoe3G349300.1.p	VIT_217s0000g06470.1
OG0013771	Aqcoe3G118300.1.p	VIT_219s0027g01130.1
OG0013772	Aqcoe3G375500.1.p, Aqcoe3G375400.1.p	VIT_201s0011g00060.1
OG0013773	Aqcoe3G423300.2.p, Aqcoe3G423300.1.p	VIT_201s0011g01800.1
OG0013776	Aqcoe3G362000.1.p	VIT_214s0068g00510.1
OG0013777	Aqcoe3G327500.1.p	VIT_217s0000g05710.1
OG0013778	Aqcoe3G348100.1.p	VIT_214s0066g00420.1
OG0013779	Aqcoe3G421200.1.p	VIT_217s0053g00760.2, VIT_217s0053g00760.3, VIT_217s0053g00760.1
OG0013780	Aqcoe3G252700.1.p	VIT_202s0012g00840.1
OG0013781	Aqcoe3G221100.1.p	VIT_213s0019g04220.5, VIT_213s0019g04220.4, VIT_213s0019g04220.3, VIT_213s0019g04220.2, VIT_213s0019g04220.1
OG0013783	Aqcoe3G062900.1.p	VIT_214s0068g00280.1
OG0013784	Aqcoe3G059800.1.p	VIT_217s0000g06480.1
OG0013785	Aqcoe3G064400.1.p, Aqcoe3G064100.1.p	VIT_213s0019g02380.1
OG0013786	Aqcoe3G241300.1.p	VIT_202s0012g00540.1
OG0013787	Aqcoe3G017200.1.p	VIT_201s0011g04850.1
OG0013788	Aqcoe3G099400.1.p, Aqcoe3G099400.2.p	VIT_201s0026g01210.1, VIT_214s0066g02150.1
OG0013789	Aqcoe3G012600.1.p	VIT_217s0000g02500.1
OG0013790	Aqcoe3G067600.1.p	VIT_201s0010g00555.1
OG0013791	Aqcoe3G299600.1.p	VIT_217s0000g08000.1
OG0013792	Aqcoe3G295800.1.p	VIT_219s0014g01100.1
OG0013793	Aqcoe3G039100.1.p	VIT_201s0011g03550.1
OG0013794	Aqcoe3G151000.1.p	VIT_201s0127g00120.1
OG0014013	Aqcoe2G334500.1.p	VIT_214s0128g00300.1
OG0014017	Aqcoe2G202200.1.p	VIT_207s0005g01320.1
OG0014020	Aqcoe2G274900.1.p	VIT_214s0060g01180.2, VIT_214s0060g01180.3, VIT_214s0060g01180.1
OG0014021	Aqcoe5G091000.1.p	VIT_205s0077g02100.1, VIT_203s0132g00140.1
OG0014023	Aqcoe2G399900.1.p	VIT_201s0011g02455.1, VIT_204s0043g01016.1
OG0014024	Aqcoe2G353800.1.p	VIT_205s0020g04200.1
OG0014026	Aqcoe2G305500.1.p	VIT_214s0060g02670.2, VIT_214s0060g02670.1
OG0014030	Aqcoe2G423200.1.p	VIT_204s0023g00120.1
OG0014034	Aqcoe2G401600.1.p	VIT_204s0008g01940.1
OG0014035	Aqcoe2G281800.1.p	VIT_207s0005g01070.1
OG0014037	Aqcoe2G020500.1.p	VIT_206s0004g02290.1
OG0014041	Aqcoe2G001300.1.p	VIT_208s0007g07640.5, VIT_208s0007g07640.1, VIT_208s0007g07640.6, VIT_208s0007g07640.4, VIT_208s0007g07640.2, VIT_208s0007g07640.3
OG0014043	Aqcoe2G013400.1.p	VIT_208s0007g07980.1
OG0014044	Aqcoe2G287100.2.p, Aqcoe2G287100.1.p	VIT_204s0008g04640.1, VIT_204s0008g04560.1, VIT_204s0008g04610.1
OG0014045	Aqcoe2G309000.2.p, Aqcoe2G309000.1.p	VIT_205s0020g01720.1
OG0014048	Aqcoe1G121700.1.p, Aqcoe2G156800.1.p	VIT_208s0007g04555.1
OG0014049	Aqcoe5G337800.1.p, Aqcoe2G419500.1.p	VIT_205s0062g01020.1
OG0014051	Aqcoe2G259300.1.p, Aqcoe2G259300.2.p	VIT_214s0060g00640.1
OG0014052	Aqcoe2G050700.1.p	VIT_206s0009g01740.1
OG0014055	Aqcoe6G322600.1.p, Aqcoe1G338000.1.p, Aqcoe6G211800.1.p, Aqcoe6G329000.1.p, Aqcoe5G444800.1.p, Aqcoe3G205500.1.p, Aqcoe0118s0001.1.p, Aqcoe0009s0016.1.p, Aqcoe2G414000.1.p	VIT_210s0042g01000.1
OG0014056	Aqcoe2G281700.1.p	VIT_207s0005g01080.1
OG0014057	Aqcoe6G115800.1.p	VIT_204s0023g01550.1
OG0014058	Aqcoe6G261700.1.p	VIT_201s0146g00390.1, VIT_200s0246g00220.1
OG0014059	Aqcoe6G141900.1.p	VIT_218s0001g10550.1
OG0014062	Aqcoe6G109000.2.p, Aqcoe6G109000.1.p	VIT_213s0074g00410.1
OG0014064	Aqcoe6G266500.1.p	VIT_203s0088g00300.1, VIT_218s0001g08690.1
OG0014065	Aqcoe6G040200.2.p, Aqcoe6G040200.1.p, Aqcoe6G040500.1.p	VIT_218s0072g00550.1
OG0014066	Aqcoe6G159800.1.p	VIT_203s0091g00600.1
OG0014067	Aqcoe6G235000.1.p	VIT_211s0016g04660.1
OG0014068	Aqcoe6G015200.1.p	VIT_218s0117g00260.1
OG0014069	Aqcoe6G069000.1.p	VIT_218s0001g07970.1
OG0014070	Aqcoe6G010100.1.p	VIT_218s0041g01250.1, VIT_218s0041g01240.1
OG0014070	Aqcoe1G215300.1.p	VIT_218s0041g01270.2, VIT_218s0041g01270.1
OG0014071	Aqcoe6G103300.1.p	VIT_218s0001g11610.1
OG0014072	Aqcoe6G051400.1.p	VIT_207s0031g01570.1, VIT_218s0001g00590.1
OG0014073	Aqcoe6G008200.2.p, Aqcoe6G008200.1.p	VIT_218s0041g02170.1, VIT_218s0041g02170.6, VIT_218s0041g02170.7, VIT_218s0041g02170.3, VIT_218s0041g02170.4, VIT_218s0041g02170.5, VIT_218s0041g02170.2
OG0014074	Aqcoe6G006700.1.p	VIT_203s0017g01710.1
OG0014075	Aqcoe6G262900.1.p	VIT_200s0396g00020.1
OG0014076	Aqcoe6G224100.1.p	VIT_218s0001g14640.1
OG0014077	Aqcoe6G116900.1.p	VIT_203s0063g02460.1
OG0014078	Aqcoe6G309600.1.p	VIT_218s0001g09900.1, VIT_207s0129g01085.1
OG0014079	Aqcoe6G123900.3.p	VIT_209s0070g00740.1, VIT_206s0004g07610.1, VIT_200s0380g00030.1
OG0014080	Aqcoe6G008400.1.p	VIT_218s0001g06920.1
OG0014081	Aqcoe6G013900.1.p	VIT_212s0035g00790.1
OG0014082	Aqcoe6G055600.1.p	VIT_218s0001g04590.1
OG0014083	Aqcoe6G031500.1.p	VIT_218s0001g01660.1
OG0014085	Aqcoe6G096800.1.p	VIT_218s0001g11280.2, VIT_218s0001g11280.1
OG0014086	Aqcoe4G025100.1.p, Aqcoe4G025200.1.p, Aqcoe4G024900.1.p	VIT_210s0092g00150.1
OG0014088	Aqcoe4G221500.1.p, Aqcoe1G299100.1.p	VIT_219s0090g00960.1
OG0014091	Aqcoe4G206800.1.p	VIT_217s0000g10270.1
OG0014093	Aqcoe4G079200.1.p, Aqcoe4G079100.1.p	VIT_210s0003g00230.1
OG0014094	Aqcoe4G302100.8.p, Aqcoe4G302100.3.p, Aqcoe4G302100.7.p, Aqcoe4G302100.6.p, Aqcoe4G302100.1.p, Aqcoe4G302100.4.p, Aqcoe4G302100.2.p, Aqcoe4G302100.5.p	VIT_212s0057g01360.2, VIT_212s0057g01360.1
OG0014097	Aqcoe7G415400.1.p, Aqcoe4G079600.1.p, Aqcoe7G405500.1.p, Aqcoe7G405500.3.p, Aqcoe7G405500.2.p, Aqcoe7G399900.1.p, Aqcoe7G413200.1.p, Aqcoe1G296600.1.p	VIT_216s0050g00810.1
OG0014098	Aqcoe1G406400.1.p, Aqcoe1G405800.1.p, Aqcoe1G406500.1.p, Aqcoe4G226700.3.p, Aqcoe4G226700.4.p, Aqcoe4G226700.2.p, Aqcoe4G226700.1.p, Aqcoe1G405600.1.p	VIT_213s0067g02850.1, VIT_213s0067g02850.2
OG0014099	Aqcoe4G057000.1.p	VIT_212s0028g02445.1
OG0014100	Aqcoe4G042500.1.p	VIT_200s0246g00240.1
OG0014102	Aqcoe4G049700.1.p, Aqcoe5G054200.1.p	VIT_205s0020g03570.1
OG0014104	Aqcoe7G206800.1.p	VIT_209s0002g05730.1
OG0014105	Aqcoe7G372800.1.p	VIT_211s0118g00650.1
OG0014106	Aqcoe7G094700.1.p	VIT_201s0011g01100.1
OG0014107	Aqcoe7G203900.1.p	VIT_204s0008g04800.1
OG0014108	Aqcoe7G430300.2.p, Aqcoe7G430300.3.p, Aqcoe7G430300.1.p	VIT_209s0002g01100.4, VIT_209s0002g01100.2, VIT_209s0002g01100.3, VIT_209s0002g01100.1
OG0014109	Aqcoe7G262800.1.p	VIT_211s0052g00160.1
OG0014110	Aqcoe5G380000.1.p, Aqcoe7G226800.1.p	VIT_200s0246g00200.1
OG0014111	Aqcoe7G268900.3.p, Aqcoe7G268900.2.p, Aqcoe7G117100.1.p, Aqcoe7G268900.1.p	VIT_208s0007g08550.3
OG0014112	Aqcoe7G139900.1.p, Aqcoe5G392000.1.p	VIT_217s0000g09650.1
OG0014114	Aqcoe7G274100.1.p	VIT_214s0060g00080.1
OG0014115	Aqcoe7G410300.1.p, Aqcoe7G410900.1.p	VIT_204s0008g03235.1, VIT_209s0002g03720.1, VIT_209s0002g03730.1
OG0014116	Aqcoe7G403700.1.p	VIT_204s0008g03870.1
OG0014117	Aqcoe7G006100.1.p	VIT_216s0098g01590.1
OG0014118	Aqcoe7G146200.1.p	VIT_211s0016g02985.1
OG0014119	Aqcoe7G126800.1.p	VIT_208s0007g05895.1
OG0014120	Aqcoe7G036100.1.p	VIT_215s0046g02920.1
OG0014121	Aqcoe7G291000.1.p	VIT_209s0054g00840.1
OG0014122	Aqcoe7G238300.3.p, Aqcoe7G238300.5.p, Aqcoe7G238300.1.p, Aqcoe7G238300.2.p, Aqcoe7G238300.7.p, Aqcoe7G238300.6.p, Aqcoe7G238300.4.p	VIT_204s0008g03040.1, VIT_204s0008g03030.1
OG0014123	Aqcoe7G380300.1.p	VIT_211s0016g05870.1, VIT_211s0016g05860.1
OG0014124	Aqcoe7G114000.1.p	VIT_203s0063g01730.1
OG0014126	Aqcoe5G374000.1.p, Aqcoe7G305800.1.p, Aqcoe5G374000.2.p, Aqcoe5G374000.3.p	VIT_211s0052g00520.1
OG0014127	Aqcoe7G032800.1.p	VIT_215s0046g02540.1
OG0014128	Aqcoe7G320600.2.p, Aqcoe7G320600.1.p	VIT_217s0053g00360.1
OG0014130	Aqcoe7G210600.1.p	VIT_218s0001g05820.1
OG0014131	Aqcoe1G256900.1.p	VIT_219s0014g02330.1
OG0014133	Aqcoe1G400500.1.p	VIT_213s0067g02630.1
OG0014135	Aqcoe1G275600.1.p, Aqcoe1G275600.2.p	VIT_212s0059g02260.3, VIT_212s0059g02260.2, VIT_212s0059g02260.1
OG0014136	Aqcoe1G204100.1.p	VIT_212s0028g00040.1
OG0014137	Aqcoe1G204000.1.p	VIT_212s0028g00060.1
OG0014138	Aqcoe1G397000.1.p	VIT_213s0067g02260.6, VIT_213s0067g02260.5, VIT_213s0067g02260.4, VIT_213s0067g02260.7, VIT_213s0067g02260.3, VIT_213s0067g02260.2, VIT_213s0067g02260.1
OG0014140	Aqcoe1G170600.1.p	VIT_212s0028g01030.1
OG0014141	Aqcoe1G049100.1.p	VIT_207s0141g00490.1
OG0014142	Aqcoe1G231700.1.p	VIT_212s0059g00670.1, VIT_212s0059g00690.1
OG0014143	Aqcoe1G410100.1.p	VIT_208s0058g00110.1
OG0014144	Aqcoe1G323200.1.p	VIT_212s0059g01890.1, VIT_200s0445g00050.1, VIT_210s0116g00650.1
OG0014146	Aqcoe1G029800.1.p	VIT_213s0064g00950.1
OG0014147	Aqcoe1G164900.1.p, Aqcoe1G161400.1.p, Aqcoe1G213500.1.p	VIT_200s0270g00090.1
OG0014148	Aqcoe1G179400.1.p	VIT_210s0003g04990.1
OG0014149	Aqcoe1G187400.1.p	VIT_210s0003g03980.1, VIT_210s0003g03980.2
OG0014151	Aqcoe1G027200.1.p	VIT_208s0007g07930.1
OG0014152	Aqcoe1G222200.1.p	VIT_207s0005g04560.4, VIT_207s0005g04560.2, VIT_207s0005g04560.3, VIT_207s0005g04560.1
OG0014153	Aqcoe1G337400.2.p, Aqcoe1G337400.1.p	VIT_210s0523g00020.4, VIT_210s0523g00020.5, VIT_210s0523g00020.3, VIT_210s0523g00020.2
OG0014154	Aqcoe1G434600.1.p, Aqcoe1G434600.2.p	VIT_208s0007g02590.1
OG0014155	Aqcoe1G269900.1.p	VIT_219s0014g02910.1
OG0014157	Aqcoe1G352700.1.p	VIT_208s0040g02990.1
OG0014158	Aqcoe1G397200.1.p	VIT_213s0067g02310.1
OG0014159	Aqcoe0412s0001.1.p, Aqcoe5G064800.1.p	VIT_214s0030g00020.1
OG0014160	Aqcoe5G325300.2.p	VIT_204s0023g03660.1
OG0014162	Aqcoe5G082600.1.p	VIT_204s0023g00790.1
OG0014163	Aqcoe5G271700.1.p	VIT_218s0076g00200.1
OG0014164	Aqcoe5G356800.1.p	VIT_200s0264g00110.1
OG0014166	Aqcoe5G126100.1.p, Aqcoe5G126100.3.p, Aqcoe5G126100.4.p, Aqcoe5G126100.2.p	VIT_203s0038g03600.5, VIT_203s0038g03600.4, VIT_203s0038g03600.3, VIT_203s0038g03600.2, VIT_203s0038g03600.1
OG0014167	Aqcoe5G219300.1.p	VIT_200s0824g00010.1
OG0014168	Aqcoe5G178700.1.p	VIT_203s0038g00640.1
OG0014169	Aqcoe5G324500.1.p, Aqcoe5G324900.1.p, Aqcoe5G324600.1.p	VIT_214s0068g01140.1
OG0014170	Aqcoe1718s0001.1.p, Aqcoe3G012900.2.p, Aqcoe3G012900.1.p, Aqcoe5G209600.1.p	VIT_207s0005g00370.1
OG0014171	Aqcoe5G165500.1.p	VIT_200s0218g00120.1
