Orthogroup	A_coerulea.proteins	P_amilis.proteins
OG0008474	Aqcoe3G330200.1.p, Aqcoe3G087200.1.p	FUN_023215-T2, FUN_023215-T1, FUN_032485-T1
OG0008475	Aqcoe3G173000.1.p	FUN_025751-T1, FUN_025751-T2
OG0008476	Aqcoe3G328500.1.p	FUN_023195-T1
OG0008477	Aqcoe3G085000.2.p, Aqcoe3G085000.1.p, Aqcoe3G333100.1.p	FUN_008025-T1, FUN_008025-T2, FUN_030929-T1, FUN_030929-T2
OG0008478	Aqcoe3G416000.1.p	FUN_033311-T1
OG0008479	Aqcoe3G251100.1.p, Aqcoe3G251100.2.p	FUN_047861-T2, FUN_047861-T1
OG0008480	Aqcoe3G036000.1.p	FUN_033551-T1
OG0008481	Aqcoe3G260800.1.p	FUN_049488-T1
OG0008482	Aqcoe3G270800.1.p, Aqcoe3G270800.2.p	FUN_015250-T1
OG0008484	Aqcoe3G087500.1.p	FUN_048094-T1
OG0008485	Aqcoe3G118900.1.p, Aqcoe3G118900.2.p	FUN_011796-T2, FUN_011796-T1
OG0008486	Aqcoe3G340800.1.p	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1
OG0008487	Aqcoe3G231600.1.p	FUN_017513-T1
OG0008488	Aqcoe3G290800.1.p	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1
OG0008489	Aqcoe3G350800.1.p	FUN_045349-T1, FUN_011133-T1, FUN_032637-T1
OG0008490	Aqcoe3G212400.1.p	FUN_041761-T1, FUN_017797-T1
OG0008491	Aqcoe3G418900.1.p	FUN_000657-T1
OG0008492	Aqcoe3G369300.2.p, Aqcoe3G369300.1.p	FUN_029065-T1
OG0008493	Aqcoe3G080500.1.p	FUN_023330-T1
OG0008494	Aqcoe3G191100.2.p, Aqcoe3G191100.1.p	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1
OG0008495	Aqcoe3G260300.2.p, Aqcoe3G260300.4.p, Aqcoe3G260300.3.p, Aqcoe3G260300.1.p	FUN_017310-T1
OG0008496	Aqcoe3G163100.1.p	FUN_020603-T5, FUN_020603-T4, FUN_020603-T6, FUN_020603-T1, FUN_020603-T2, FUN_020603-T3
OG0008497	Aqcoe3G332000.1.p	FUN_011033-T1
OG0008498	Aqcoe3G018900.1.p	FUN_004383-T1, FUN_004383-T2
OG0008499	Aqcoe3G389600.1.p	FUN_023793-T3, FUN_023793-T2, FUN_023793-T1, FUN_033695-T1
OG0008500	Aqcoe3G387800.1.p	FUN_033384-T1
OG0008501	Aqcoe3G153500.1.p	FUN_005911-T1
OG0008502	Aqcoe3G407100.3.p, Aqcoe3G407100.4.p, Aqcoe3G407100.1.p, Aqcoe3G407100.2.p	FUN_016883-T1
OG0008503	Aqcoe3G157400.1.p, Aqcoe3G157400.2.p	FUN_026642-T1, FUN_018808-T1
OG0008504	Aqcoe3G100800.3.p, Aqcoe3G100800.2.p, Aqcoe3G100800.1.p	FUN_030861-T1
OG0008505	Aqcoe3G212600.1.p	FUN_017798-T1
OG0008506	Aqcoe3G422000.1.p	FUN_024058-T1, FUN_024699-T1
OG0008507	Aqcoe3G167900.1.p, Aqcoe3G167900.2.p	FUN_047818-T1
OG0008508	Aqcoe3G430600.2.p, Aqcoe3G430600.1.p	FUN_020657-T1, FUN_020657-T2
OG0008509	Aqcoe3G201400.1.p	FUN_038308-T1
OG0008510	Aqcoe3G427400.1.p	FUN_020665-T1
OG0008511	Aqcoe3G307100.2.p, Aqcoe3G307100.3.p, Aqcoe3G307100.1.p	FUN_010936-T2, FUN_010936-T1
OG0008512	Aqcoe3G123600.1.p, Aqcoe3G289100.1.p	FUN_047396-T1
OG0008513	Aqcoe3G314200.1.p	FUN_010970-T1, FUN_010970-T2
OG0008514	Aqcoe3G302700.1.p, Aqcoe3G302800.1.p	FUN_008057-T1
OG0008515	Aqcoe3G049300.1.p	FUN_033963-T1
OG0008516	Aqcoe3G061600.1.p	FUN_029096-T1
OG0008517	Aqcoe3G048800.1.p, Aqcoe3G048800.3.p, Aqcoe3G048800.2.p	FUN_039908-T2, FUN_039908-T1
OG0008518	Aqcoe3G386200.1.p	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2
OG0008519	Aqcoe3G023500.2.p, Aqcoe3G023500.3.p, Aqcoe3G023500.1.p	FUN_033466-T1
OG0008520	Aqcoe3G390200.1.p	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1
OG0008521	Aqcoe3G371800.2.p, Aqcoe3G371800.1.p	FUN_011192-T1
OG0008522	Aqcoe3G442400.1.p	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3
OG0008523	Aqcoe3G304800.1.p	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1
OG0008524	Aqcoe3G323500.1.p	FUN_023078-T1, FUN_023080-T1
OG0008525	Aqcoe3G260000.1.p	FUN_045752-T1
OG0008526	Aqcoe3G212800.2.p, Aqcoe3G212800.1.p	FUN_041770-T1
OG0008527	Aqcoe3G204600.2.p, Aqcoe3G204600.1.p	FUN_004793-T2, FUN_004793-T1
OG0008528	Aqcoe3G300000.1.p, Aqcoe3G300000.2.p, Aqcoe3G300000.3.p	FUN_047434-T2, FUN_047434-T1
OG0008529	Aqcoe3G329000.1.p	FUN_047547-T1
OG0008530	Aqcoe3G163900.1.p, Aqcoe3G163900.2.p	FUN_020617-T1
OG0008531	Aqcoe3G263400.1.p	FUN_017290-T2, FUN_017290-T1
OG0008532	Aqcoe3G031500.1.p	FUN_029851-T1, FUN_016588-T1, FUN_025756-T1
OG0008533	Aqcoe3G342800.1.p	FUN_011087-T1
OG0008534	Aqcoe3G021500.1.p	FUN_002223-T1
OG0008535	Aqcoe3G031400.1.p	FUN_029848-T1, FUN_029848-T2
OG0008536	Aqcoe3G103900.1.p, Aqcoe3G103900.4.p, Aqcoe3G103900.3.p, Aqcoe3G103900.2.p	FUN_032392-T1
OG0008537	Aqcoe3G031000.1.p	FUN_033529-T2, FUN_033529-T1
OG0008538	Aqcoe0018s0006.1.p, Aqcoe0018s0006.2.p	FUN_003080-T1
OG0008594	Aqcoe4G183200.1.p, Aqcoe0131s0001.1.p	FUN_038350-T1
OG0008595	Aqcoe2G333400.2.p, Aqcoe0127s0001.1.p, Aqcoe2G333400.1.p	FUN_000635-T1
OG0008596	Aqcoe3G051900.1.p, Aqcoe0143s0002.1.p	FUN_029955-T1
OG0008597	Aqcoe2G241600.1.p, Aqcoe2G241600.2.p	FUN_014199-T1
OG0008598	Aqcoe2G393700.1.p	FUN_035363-T1, FUN_035364-T1
OG0008599	Aqcoe3G401900.1.p, Aqcoe5G434900.1.p, Aqcoe1G486700.1.p, Aqcoe3G125200.1.p, Aqcoe7G378800.1.p, Aqcoe7G378800.3.p, Aqcoe7G378800.2.p, Aqcoe5G308900.1.p, Aqcoe2G271800.1.p, Aqcoe2G274200.1.p, Aqcoe5G438700.1.p, Aqcoe1G416100.1.p, Aqcoe1G416000.3.p, Aqcoe1G416000.1.p, Aqcoe1G416000.4.p, Aqcoe1G416000.2.p	FUN_011553-T1
OG0008600	Aqcoe2G160100.3.p, Aqcoe2G160100.2.p, Aqcoe2G160100.1.p, Aqcoe2G160100.4.p	FUN_020493-T1
OG0008601	Aqcoe2G409500.4.p, Aqcoe2G409500.5.p, Aqcoe2G409500.3.p, Aqcoe2G409500.2.p, Aqcoe2G409500.1.p	FUN_050380-T1
OG0008602	Aqcoe2G324200.1.p	FUN_001521-T1
OG0008603	Aqcoe2G335700.1.p, Aqcoe2G335700.2.p	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1
OG0008604	Aqcoe2G429600.1.p	FUN_031631-T1
OG0008605	Aqcoe2G400100.1.p	FUN_049059-T1
OG0008606	Aqcoe2G437000.2.p, Aqcoe2G437000.5.p, Aqcoe2G437000.4.p, Aqcoe2G437000.1.p, Aqcoe2G437000.3.p	FUN_052555-T1
OG0008607	Aqcoe2G043700.1.p	FUN_030349-T1
OG0008608	Aqcoe2G128400.1.p	FUN_002088-T1
OG0008610	Aqcoe2G196700.1.p	FUN_006711-T1
OG0008611	Aqcoe2G076800.1.p	FUN_039574-T1
OG0008612	Aqcoe2G436600.1.p	FUN_022370-T1, FUN_022369-T1
OG0008613	Aqcoe2G278700.1.p	FUN_051313-T1
OG0008614	Aqcoe2G268800.1.p	FUN_021449-T1
OG0008614	Aqcoe2G076200.2.p, Aqcoe2G076200.1.p	FUN_029235-T2, FUN_029235-T1
OG0008615	Aqcoe2G413800.1.p, Aqcoe2G412900.1.p, Aqcoe2G412900.2.p	FUN_024562-T1
OG0008616	Aqcoe2G418600.1.p, Aqcoe2G418200.1.p, Aqcoe2G418700.1.p, Aqcoe2G418800.2.p, Aqcoe2G418800.1.p, Aqcoe2G418800.3.p, Aqcoe2G417300.1.p	FUN_051584-T2, FUN_051584-T1
OG0008617	Aqcoe2G168700.1.p, Aqcoe7G340900.1.p, Aqcoe4G258100.1.p	FUN_032350-T1, FUN_026169-T1
OG0008618	Aqcoe2G021000.1.p	FUN_028946-T1
OG0008619	Aqcoe2G299000.1.p	FUN_042971-T1, FUN_005495-T1
OG0008620	Aqcoe2G023000.1.p	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1
OG0008621	Aqcoe2G068300.1.p, Aqcoe2G068300.2.p	FUN_042076-T2, FUN_042076-T1
OG0008622	Aqcoe2G038000.1.p	FUN_032716-T2, FUN_032716-T1
OG0008623	Aqcoe2G324600.1.p	FUN_020235-T2, FUN_020235-T1
OG0008624	Aqcoe7G290400.1.p, Aqcoe2G217200.1.p	FUN_047858-T1
OG0008625	Aqcoe2G291200.1.p	FUN_034301-T1, FUN_051506-T1
OG0008626	Aqcoe2G129200.1.p, Aqcoe2G129100.1.p	FUN_049970-T1
OG0008627	Aqcoe2G361800.1.p, Aqcoe2G361800.2.p, Aqcoe2G361800.3.p	FUN_050826-T1
OG0008628	Aqcoe2G361600.2.p, Aqcoe2G361600.1.p	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1
OG0008629	Aqcoe2G255100.1.p	FUN_048219-T1
OG0008630	Aqcoe2G084300.1.p, Aqcoe2G084300.2.p, Aqcoe2G084300.3.p	FUN_049350-T1, FUN_049350-T2
OG0008631	Aqcoe2G355900.1.p, Aqcoe5G044800.2.p, Aqcoe5G044800.1.p	FUN_001656-T1, FUN_001656-T2
OG0008632	Aqcoe2G344300.1.p	FUN_035660-T1, FUN_035660-T2
OG0008633	Aqcoe2G341900.1.p, Aqcoe2G341900.3.p, Aqcoe2G341900.2.p, Aqcoe2G341900.4.p	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3
OG0008634	Aqcoe2G275900.1.p	FUN_014934-T1, FUN_014934-T2
OG0008635	Aqcoe2G137100.2.p, Aqcoe2G137100.1.p	FUN_020613-T1, FUN_020606-T1
OG0008636	Aqcoe2G405000.1.p	FUN_003498-T1, FUN_034092-T1, FUN_034092-T2
OG0008637	Aqcoe2G009500.1.p	FUN_003699-T1
OG0008639	Aqcoe2G328200.1.p, Aqcoe5G062700.1.p	FUN_002622-T1
OG0008640	Aqcoe4G083800.1.p, Aqcoe2G077400.1.p	FUN_031936-T1
OG0008641	Aqcoe2G353200.1.p	FUN_020215-T2, FUN_020215-T1
OG0008642	Aqcoe2G393200.1.p, Aqcoe5G069700.1.p, Aqcoe4G109100.1.p, Aqcoe2G083500.1.p	FUN_014841-T1
OG0008643	Aqcoe6G086500.1.p, Aqcoe2G163500.1.p	FUN_046365-T1
OG0008644	Aqcoe2G008700.1.p	FUN_032969-T1, FUN_004802-T1
OG0008645	Aqcoe2G021600.1.p	FUN_036421-T1, FUN_052740-T1
OG0008646	Aqcoe2G406900.1.p	FUN_025050-T1
OG0008648	Aqcoe2G117100.1.p, Aqcoe1G437600.1.p	FUN_040385-T1
OG0008649	Aqcoe2G220100.2.p, Aqcoe2G220100.1.p	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1
OG0008650	Aqcoe2G405800.1.p	FUN_003496-T1, FUN_034096-T1
OG0008652	Aqcoe2G414700.1.p	FUN_025022-T1
OG0008653	Aqcoe2G166300.1.p	FUN_026026-T1
OG0008654	Aqcoe2G416400.1.p, Aqcoe2G416400.2.p	FUN_050462-T1
OG0008655	Aqcoe2G379900.1.p	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1
OG0008656	Aqcoe2G391800.2.p, Aqcoe2G391800.1.p, Aqcoe2G391800.3.p	FUN_045227-T1
OG0008657	Aqcoe2G014100.1.p, Aqcoe2G014100.2.p	FUN_036521-T1
OG0008658	Aqcoe5G288300.1.p, Aqcoe2G238800.2.p, Aqcoe2G238800.3.p, Aqcoe2G238800.1.p	FUN_035148-T1
OG0008659	Aqcoe2G286900.1.p, Aqcoe2G286900.2.p	FUN_051514-T1
OG0008660	Aqcoe2G150100.1.p	FUN_036897-T2, FUN_036897-T1
OG0008661	Aqcoe2G172300.1.p, Aqcoe1G479700.1.p	FUN_014584-T1
OG0008662	Aqcoe2G247400.1.p, Aqcoe5G271900.1.p	FUN_022489-T1
OG0008663	Aqcoe2G029100.3.p, Aqcoe2G029100.1.p, Aqcoe2G029100.2.p	FUN_004536-T1, FUN_004536-T2
OG0008666	Aqcoe2G002100.1.p	FUN_021919-T1
OG0008667	Aqcoe2G205200.1.p, Aqcoe1G133200.1.p	FUN_047467-T2, FUN_047467-T1
OG0008668	Aqcoe2G184800.1.p	FUN_042281-T1
OG0008669	Aqcoe2G080500.1.p, Aqcoe2G080500.2.p	FUN_005441-T1
OG0008670	Aqcoe2G089400.1.p	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3
OG0008671	Aqcoe2G279400.1.p	FUN_034505-T1, FUN_051564-T1
OG0008672	Aqcoe6G154200.1.p, Aqcoe2G158400.1.p	FUN_010951-T1
OG0008673	Aqcoe2G437100.1.p	FUN_014122-T1
OG0008674	Aqcoe2G376900.1.p	FUN_017414-T1
OG0008675	Aqcoe2G335100.2.p, Aqcoe2G335100.1.p	FUN_000481-T2, FUN_000481-T1
OG0008677	Aqcoe2G017400.1.p	FUN_020959-T1
OG0008678	Aqcoe2G427700.1.p	FUN_034031-T1
OG0008680	Aqcoe2G432100.1.p	FUN_000613-T1
OG0008681	Aqcoe2G409600.1.p	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2
OG0008682	Aqcoe2G060000.1.p	FUN_012837-T1
OG0008683	Aqcoe2G010000.1.p	FUN_001891-T2, FUN_001891-T1
OG0008684	Aqcoe2G010800.2.p, Aqcoe2G010800.1.p	FUN_033010-T1, FUN_033010-T2
OG0008685	Aqcoe2G150400.1.p	FUN_032885-T2, FUN_032885-T1
OG0008686	Aqcoe2G234900.1.p	FUN_014192-T1
OG0008687	Aqcoe2G387900.1.p	FUN_024945-T1, FUN_043556-T2, FUN_043556-T1
OG0008688	Aqcoe2G122500.1.p, Aqcoe2G122500.2.p	FUN_048756-T1
OG0008689	Aqcoe2G405900.2.p, Aqcoe2G405900.1.p	FUN_047728-T1, FUN_025040-T1
OG0008690	Aqcoe6G184800.1.p, Aqcoe3G031200.1.p, Aqcoe2G073100.1.p	FUN_025652-T1, FUN_042664-T1
OG0008691	Aqcoe2G436000.1.p	FUN_036238-T1
OG0008692	Aqcoe2G024600.1.p	FUN_052703-T1
OG0008693	Aqcoe2G293700.1.p	FUN_015174-T1
OG0008694	Aqcoe2G158600.1.p	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2
OG0008695	Aqcoe2G296600.1.p	FUN_033195-T1
OG0008696	Aqcoe6G062300.1.p, Aqcoe6G062300.2.p	FUN_029634-T1
OG0008697	Aqcoe6G014300.1.p	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1
OG0008698	Aqcoe6G166800.1.p, Aqcoe6G166800.2.p	FUN_025617-T2, FUN_025617-T1
OG0008699	Aqcoe6G039800.1.p	FUN_021182-T1
OG0008700	Aqcoe6G048800.2.p, Aqcoe6G048800.1.p	FUN_025730-T1, FUN_025730-T2
OG0008701	Aqcoe6G232200.1.p, Aqcoe6G232200.3.p, Aqcoe6G232200.2.p	FUN_029978-T1
OG0008702	Aqcoe6G022300.1.p	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1
OG0008703	Aqcoe6G092700.1.p, Aqcoe6G092700.2.p	FUN_025500-T1, FUN_025499-T1, FUN_025501-T1
OG0008704	Aqcoe7G041800.1.p, Aqcoe6G118000.1.p	FUN_030646-T1
OG0008705	Aqcoe3G442600.1.p, Aqcoe6G160200.1.p, Aqcoe7G297400.1.p	FUN_048968-T1, FUN_048969-T1
OG0008706	Aqcoe6G140400.3.p, Aqcoe6G140400.2.p, Aqcoe6G140400.1.p	FUN_009800-T1
OG0008707	Aqcoe6G178900.1.p	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1
OG0008708	Aqcoe6G230900.1.p, Aqcoe6G230900.2.p	FUN_015290-T1
OG0008709	Aqcoe6G024700.1.p, Aqcoe6G024700.2.p	FUN_038667-T1
OG0008710	Aqcoe6G183900.2.p, Aqcoe6G183900.1.p	FUN_012792-T4, FUN_012792-T2, FUN_012792-T3, FUN_012792-T1
OG0008711	Aqcoe6G096600.1.p	FUN_014963-T1
OG0008712	Aqcoe4G284100.1.p, Aqcoe6G016900.1.p	FUN_037915-T1, FUN_048471-T1
OG0008713	Aqcoe6G022000.1.p	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2
OG0008714	Aqcoe6G112200.1.p	FUN_001123-T1, FUN_030245-T1
OG0008715	Aqcoe6G064300.4.p, Aqcoe6G064300.2.p, Aqcoe6G064300.1.p, Aqcoe6G064300.3.p	FUN_005624-T1
OG0008716	Aqcoe6G301100.3.p, Aqcoe6G301100.2.p, Aqcoe6G301100.1.p, Aqcoe6G301100.4.p	FUN_012466-T1
OG0008717	Aqcoe6G241600.1.p, Aqcoe6G241700.1.p	FUN_025716-T1, FUN_042715-T1
OG0008718	Aqcoe6G256800.1.p	FUN_049776-T1, FUN_031041-T1
OG0008719	Aqcoe6G278800.2.p, Aqcoe6G278800.1.p	FUN_009656-T1
OG0008720	Aqcoe6G017100.1.p	FUN_048500-T1
OG0008722	Aqcoe6G307400.1.p, Aqcoe6G307400.3.p, Aqcoe6G307400.2.p	FUN_051697-T1
OG0008723	Aqcoe5G172800.1.p, Aqcoe6G097000.1.p	FUN_019236-T1, FUN_029510-T1
OG0008724	Aqcoe6G066600.1.p, Aqcoe6G066600.2.p	FUN_052069-T2, FUN_052069-T1
OG0008725	Aqcoe6G166400.1.p, Aqcoe6G166600.1.p, Aqcoe6G172900.1.p	FUN_036725-T1
OG0008726	Aqcoe6G009100.1.p	FUN_038098-T2, FUN_038098-T1
OG0008727	Aqcoe6G297100.1.p	FUN_051675-T2, FUN_051675-T1
OG0008728	Aqcoe6G044200.1.p	FUN_001362-T1, FUN_026997-T1
OG0008729	Aqcoe6G006100.2.p, Aqcoe6G006100.1.p	FUN_021506-T1
OG0008730	Aqcoe6G203900.1.p, Aqcoe6G203900.2.p	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1
OG0008731	Aqcoe6G049100.1.p	FUN_045488-T1, FUN_011185-T1
OG0008732	Aqcoe6G044600.1.p	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1
OG0008733	Aqcoe6G253200.1.p	FUN_049785-T1, FUN_051966-T1
OG0008734	Aqcoe6G272600.1.p	FUN_011511-T1
OG0008735	Aqcoe6G280700.1.p	FUN_030568-T1
OG0008736	Aqcoe6G044500.1.p	FUN_004329-T1
OG0008737	Aqcoe6G031200.1.p	FUN_001962-T1, FUN_001962-T2
OG0008738	Aqcoe6G041400.2.p, Aqcoe6G041400.1.p	FUN_026927-T1, FUN_026927-T2
OG0008739	Aqcoe6G223800.1.p	FUN_025542-T1
OG0008740	Aqcoe6G188900.1.p	FUN_037929-T1
OG0008741	Aqcoe6G324100.2.p, Aqcoe6G324100.1.p	FUN_008228-T1, FUN_004199-T1
OG0008742	Aqcoe6G291100.1.p, Aqcoe6G291100.2.p	FUN_017805-T1
OG0008743	Aqcoe6G133800.1.p	FUN_024547-T1
OG0008744	Aqcoe6G025600.1.p	FUN_031394-T1
OG0008745	Aqcoe6G217800.1.p, Aqcoe6G217800.2.p, Aqcoe1G308900.1.p	FUN_048185-T1, FUN_048185-T2
OG0008746	Aqcoe6G053800.1.p, Aqcoe6G053800.2.p	FUN_025262-T1, FUN_031778-T1
OG0008747	Aqcoe1G306400.1.p, Aqcoe6G170500.1.p	FUN_039872-T1
OG0008748	Aqcoe6G123000.1.p	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3
OG0008749	Aqcoe6G105200.1.p	FUN_002306-T1
OG0008750	Aqcoe6G040000.1.p, Aqcoe6G040000.3.p, Aqcoe6G040000.4.p, Aqcoe6G040000.2.p	FUN_001190-T1
OG0008751	Aqcoe6G147400.1.p	FUN_020424-T1
OG0008752	Aqcoe6G231300.1.p	FUN_025702-T2, FUN_025702-T1
OG0008753	Aqcoe6G000400.2.p, Aqcoe6G000400.1.p, Aqcoe6G000400.4.p, Aqcoe6G000400.3.p	FUN_017700-T2, FUN_017700-T1
OG0008754	Aqcoe6G204500.1.p	FUN_026925-T1
OG0008755	Aqcoe6G179900.1.p	FUN_053271-T1
OG0008756	Aqcoe5G335900.1.p, Aqcoe6G147500.1.p	FUN_020418-T1, FUN_028806-T1
OG0008757	Aqcoe5G321000.1.p, Aqcoe5G251000.1.p, Aqcoe3G351500.1.p, Aqcoe6G251700.1.p	FUN_004821-T1
OG0008758	Aqcoe6G030600.1.p	FUN_038799-T1, FUN_038798-T1
OG0008759	Aqcoe6G181500.1.p, Aqcoe7G046000.1.p	FUN_037121-T1
OG0008760	Aqcoe7G176500.1.p, Aqcoe6G275500.1.p	FUN_000147-T1
OG0008761	Aqcoe6G305100.1.p	FUN_053300-T2, FUN_053300-T1
OG0008762	Aqcoe6G034300.1.p	FUN_052263-T1
OG0008763	Aqcoe1G252700.1.p, Aqcoe6G220200.1.p	FUN_034068-T1
OG0008764	Aqcoe6G019800.2.p, Aqcoe6G019800.1.p	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1
OG0008765	Aqcoe6G031600.1.p	FUN_000337-T1
OG0008766	Aqcoe1G491600.2.p, Aqcoe1G491600.1.p, Aqcoe6G051500.2.p, Aqcoe6G051500.1.p	FUN_002336-T1
OG0008767	Aqcoe6G209700.2.p, Aqcoe6G209700.1.p	FUN_045700-T1, FUN_051942-T1
OG0008768	Aqcoe6G129200.1.p	FUN_038453-T1
OG0008769	Aqcoe6G009200.1.p, Aqcoe6G009200.2.p	FUN_046502-T2, FUN_046502-T1
OG0008770	Aqcoe6G022400.1.p	FUN_038654-T1, FUN_044177-T1
OG0008771	Aqcoe6G108300.1.p	FUN_024927-T1
OG0008772	Aqcoe6G013600.1.p	FUN_037831-T1
OG0008773	Aqcoe6G047000.1.p, Aqcoe6G047000.2.p	FUN_048510-T2, FUN_048510-T1
OG0008774	Aqcoe6G057600.1.p	FUN_049657-T1
OG0008775	Aqcoe6G215100.1.p, Aqcoe3G132000.1.p	FUN_033772-T1
OG0008776	Aqcoe6G024300.1.p	FUN_000848-T2, FUN_000848-T1
OG0008777	Aqcoe6G034900.1.p	FUN_020919-T1, FUN_020919-T2
OG0008778	Aqcoe0022s0001.1.p, Aqcoe1G215000.1.p, Aqcoe1G215000.2.p	FUN_015633-T1
OG0008779	Aqcoe4G096500.2.p, Aqcoe4G096500.1.p	FUN_046616-T1
OG0008780	Aqcoe4G039000.1.p	FUN_017642-T1
OG0008781	Aqcoe4G132000.1.p, Aqcoe4G132000.2.p	FUN_046558-T1, FUN_016609-T1
OG0008782	Aqcoe4G286400.2.p, Aqcoe4G286400.3.p, Aqcoe4G286400.1.p	FUN_003104-T1
OG0008783	Aqcoe4G252800.1.p	FUN_008460-T1
OG0008784	Aqcoe4G236000.4.p, Aqcoe4G236000.3.p, Aqcoe4G236000.5.p, Aqcoe4G236000.2.p, Aqcoe4G236000.1.p	FUN_052433-T1
OG0008785	Aqcoe1G207200.1.p	FUN_004340-T1
OG0008787	Aqcoe4G040900.1.p, Aqcoe4G040900.3.p	FUN_011861-T2, FUN_011861-T1
OG0008788	Aqcoe4G028800.1.p, Aqcoe4G028800.2.p	FUN_011338-T1
OG0008789	Aqcoe4G001900.1.p, Aqcoe4G001900.2.p	FUN_034731-T1
OG0008790	Aqcoe4G043200.2.p	FUN_040131-T1
OG0008791	Aqcoe4G043400.1.p, Aqcoe1G296100.2.p, Aqcoe1G296100.1.p, Aqcoe1G296100.3.p	FUN_014391-T1
OG0008792	Aqcoe4G009400.2.p, Aqcoe4G009400.1.p, Aqcoe4G009400.3.p	FUN_021019-T1
OG0008793	Aqcoe4G258700.1.p, Aqcoe4G258700.3.p, Aqcoe4G258700.2.p, Aqcoe4G258700.4.p	FUN_011999-T2, FUN_011999-T1
OG0008794	Aqcoe4G080600.1.p	FUN_036697-T1
OG0008795	Aqcoe4G081700.1.p	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2
OG0008796	Aqcoe4G002700.1.p	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1
OG0008797	Aqcoe4G032800.1.p, Aqcoe4G032800.3.p, Aqcoe4G032800.2.p	FUN_022329-T1
OG0008798	Aqcoe4G246500.1.p, Aqcoe5G022800.1.p	FUN_025053-T1, FUN_050404-T1
OG0008799	Aqcoe5G278700.1.p, Aqcoe4G265800.1.p, Aqcoe4G265800.3.p, Aqcoe4G265800.2.p	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1
OG0008800	Aqcoe4G004800.2.p, Aqcoe4G004800.1.p	FUN_012606-T1
OG0008801	Aqcoe4G003600.1.p	FUN_028263-T1, FUN_028264-T1, FUN_028264-T2
OG0008802	Aqcoe4G095400.1.p	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2
OG0008803	Aqcoe3G367900.2.p, Aqcoe4G175700.1.p, Aqcoe1G396500.1.p, Aqcoe3G367900.1.p	FUN_045521-T1
OG0008804	Aqcoe4G154200.1.p, Aqcoe1G420700.1.p	FUN_011734-T1
OG0008805	Aqcoe3G208200.2.p, Aqcoe3G208200.1.p, Aqcoe4G291000.1.p	FUN_020495-T1, FUN_043772-T1
OG0008806	Aqcoe4G290200.1.p	FUN_011760-T1
OG0008808	Aqcoe4G198300.1.p	FUN_049914-T2, FUN_049914-T1
OG0008809	Aqcoe4G147300.1.p	FUN_014699-T1
OG0008810	Aqcoe7G197200.1.p	FUN_016072-T1
OG0008811	Aqcoe7G210300.1.p	FUN_008222-T1, FUN_008222-T2
OG0008812	Aqcoe7G220900.1.p	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1
OG0008813	Aqcoe7G173500.1.p, Aqcoe7G404000.1.p	FUN_004963-T1
OG0008814	Aqcoe7G101600.1.p	FUN_028636-T1
OG0008815	Aqcoe7G325400.1.p	FUN_008639-T1, FUN_008638-T1
OG0008816	Aqcoe7G074300.1.p	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1
OG0008817	Aqcoe7G275100.1.p, Aqcoe1G323700.1.p	FUN_008689-T2, FUN_008689-T1
OG0008818	Aqcoe7G018400.1.p	FUN_041034-T1, FUN_041033-T1
OG0008819	Aqcoe7G393400.1.p	FUN_017190-T1, FUN_017190-T2
OG0008820	Aqcoe7G342200.1.p	FUN_052845-T1
OG0008821	Aqcoe7G013300.2.p, Aqcoe7G013300.1.p	FUN_048145-T1
OG0008822	Aqcoe7G305100.1.p	FUN_005973-T1
OG0008823	Aqcoe7G327000.2.p, Aqcoe7G327000.1.p	FUN_026842-T1
