Orthogroup	G_max.proteins	V_vinifera.proteins
OG0014175	GmISU01.06G162800.1.p, GmISU01.04G150800.1.p	VIT_217s0000g09200.1
OG0014176	GmISU01.05G121400.1.p, GmISU01.08G095200.1.p	VIT_201s0010g03560.1
OG0014177	GmISU01.01G023300.1.p, GmISU01.02G037000.1.p	VIT_200s0199g00245.1, VIT_200s0199g00225.1
OG0014180	GmISU01.02G000900.2.p, GmISU01.02G000900.1.p, GmISU01.02G000900.3.p	VIT_205s0020g04780.2, VIT_205s0020g04780.3, VIT_205s0020g04780.1
OG0014182	GmISU01.09G237000.2.p, GmISU01.07G166900.1.p	VIT_208s0007g05520.1
OG0014183	GmISU01.17G094800.1.p	VIT_217s0000g06690.1, VIT_217s0000g06690.3, VIT_217s0000g06690.2, VIT_217s0000g06696.1
OG0014184	GmISU01.05G038400.3.p, GmISU01.05G038400.2.p, GmISU01.05G038400.1.p, GmISU01.17G114600.1.p	VIT_217s0000g09420.1
OG0014185	GmISU01.19G068700.1.p, GmISU01.16G050800.2.p, GmISU01.16G050800.1.p	VIT_214s0068g01990.1
OG0014187	GmISU01.05G114700.1.p	VIT_201s0011g05290.1
OG0014188	GmISU01.02G031200.1.p, GmISU01.01G028800.1.p	VIT_214s0066g01370.1
OG0014189	GmISU01.03G217000.1.p, GmISU01.19G218200.1.p	VIT_215s0048g02710.1
OG0014190	GmISU01.10G233100.1.p, GmISU01.20G083500.1.p	VIT_201s0011g03570.1
OG0014191	GmISU01.01G045600.1.p	VIT_201s0026g02680.1
OG0014192	GmISU01.09G133800.1.p, GmISU01.07G097100.1.p, GmISU01.16G187600.1.p	VIT_217s0119g00392.1
OG0014193	GmISU01.05G023900.1.p	VIT_217s0000g06260.1
OG0014194	GmISU01.13G047700.1.p, GmISU01.19G011400.1.p	VIT_214s0066g01730.1, VIT_214s0066g01730.2
OG0014197	GmISU01.02G205900.1.p	VIT_214s0006g00170.1
OG0014198	GmISU01.02G022600.1.p, GmISU01.01G036200.1.p	VIT_201s0026g01130.1, VIT_201s0026g01130.2, VIT_201s0026g01130.3
OG0014199	GmISU01.05G006200.1.p, GmISU01.19G006600.1.p	VIT_214s0066g01150.1
OG0014200	GmISU01.05G213700.1.p, GmISU01.08G051900.1.p, GmISU01.09G134200.2.p, GmISU01.07G096700.1.p	VIT_217s0000g00810.1
OG0014201	GmISU01.17G080100.1.p, GmISU01.05G036000.1.p	VIT_217s0000g08820.2, VIT_217s0000g08820.1
OG0014203	GmISU01.07G186400.1.p	VIT_201s0011g04980.2, VIT_201s0011g04980.1
OG0014204	GmISU01.19G050300.3.p, GmISU01.19G050300.4.p, GmISU01.19G050300.1.p, GmISU01.19G050300.5.p	VIT_219s0177g00280.1, VIT_219s0177g00270.1
OG0014209	GmISU01.01G048400.1.p	VIT_201s0011g00890.1
OG0014210	GmISU01.17G075100.1.p, GmISU01.05G016200.1.p, GmISU01.06G185900.1.p, GmISU01.04G128300.1.p	VIT_217s0000g04850.1
OG0014211	GmISU01.18G195100.1.p, GmISU01.15G177500.1.p, GmISU01.09G134900.1.p	VIT_218s0001g12070.1
OG0014215	GmISU01.11G169100.1.p, GmISU01.13G160200.1.p	VIT_213s0084g00250.1, VIT_213s0084g00240.1
OG0014217	GmISU01.05G053900.1.p, GmISU01.17G129600.1.p	VIT_202s0154g00470.1
OG0014220	GmISU01.04G102800.1.p, GmISU01.06G263600.1.p, GmISU01.03G214000.1.p	VIT_213s0084g00140.1
OG0014222	GmISU01.09G189400.1.p	VIT_207s0005g00740.2
OG0014226	GmISU01.03G015500.1.p, GmISU01.07G071800.1.p	VIT_215s0048g01050.1
OG0014246	GmISU01.03G064700.1.p, GmISU01.16G078800.1.p	VIT_200s0216g00060.1
OG0014247	GmISU01.07G000951.1.p	VIT_209s0054g01170.1
OG0014249	GmISU01.20G039900.1.p	VIT_206s0009g01670.1
OG0014251	GmISU01.19G170100.2.p	VIT_207s0104g01220.1
OG0014266	GmISU01.05G117400.1.p, GmISU01.15G171100.1.p, GmISU01.09G074900.1.p	VIT_210s0003g03940.1
OG0014270	GmISU01.12G076150.2.p, GmISU01.12G076150.1.p, GmISU01.12G076150.3.p, GmISU01.15G020101.1.p	VIT_209s0002g03050.1
OG0014272	GmISU01.06G055250.1.p, GmISU01.06G055250.2.p, GmISU01.04G055400.5.p, GmISU01.04G055400.1.p, GmISU01.04G055400.2.p	VIT_204s0008g06820.1
OG0014283	GmISU01.18G229250.1.p, GmISU01.02G084900.1.p, GmISU01.18G229200.1.p, GmISU01.10G247100.1.p, GmISU01.20G068900.1.p	VIT_213s0019g00420.2, VIT_213s0019g00420.1
OG0014298	GmISU01.19G219200.1.p, GmISU01.19G219200.2.p, GmISU01.16G015900.1.p, GmISU01.07G046100.1.p	VIT_215s0048g02560.1
OG0014301	GmISU01.08G041900.1.p, GmISU01.05G204600.1.p, GmISU01.09G136300.1.p, GmISU01.07G094000.1.p	VIT_201s0011g05680.1
OG0014307	GmISU01.03G041500.1.p, GmISU01.07G134300.1.p, GmISU01.18G153800.1.p	VIT_208s0058g00290.1
OG0014343	GmISU01.03G041800.1.p, GmISU01.01G094100.1.p, GmISU01.07G134100.4.p, GmISU01.07G134100.2.p, GmISU01.07G134100.3.p, GmISU01.07G134100.1.p, GmISU01.18G153700.1.p, GmISU01.18G153700.2.p	VIT_208s0058g00240.1
OG0014353	GmISU01.06G261600.1.p, GmISU01.06G261500.1.p, GmISU01.12G088200.1.p	VIT_212s0059g00845.1, VIT_212s0059g00840.1, VIT_212s0059g00825.1, VIT_212s0059g00830.1, VIT_212s0059g00820.1
OG0014354	GmISU01.12G010500.6.p, GmISU01.12G010500.7.p, GmISU01.09G183700.4.p, GmISU01.09G183700.5.p	VIT_213s0158g00360.4, VIT_213s0158g00360.9, VIT_213s0158g00360.6, VIT_213s0158g00360.7, VIT_213s0158g00360.5, VIT_213s0158g00360.8
OG0014363	GmISU01.08G149700.1.p, GmISU01.15G220100.1.p, GmISU01.19G043300.1.p, GmISU01.19G043200.1.p, GmISU01.05G093100.1.p, GmISU01.19G043000.1.p, GmISU01.19G043100.1.p	VIT_213s0019g03930.1
OG0014480	GmISU01.18G166200.1.p	VIT_208s0056g00260.1
OG0014486	GmISU01.08G065400.1.p, GmISU01.13G023800.1.p, GmISU01.18G052000.1.p	VIT_206s0004g07650.1
OG0014487	GmISU01.03G116800.1.p, GmISU01.19G121100.1.p, GmISU01.02G133100.1.p, GmISU01.10G024100.1.p	VIT_207s0104g00110.1
OG0014489	GmISU01.03G170800.1.p, GmISU01.19G172600.1.p	VIT_207s0104g01620.2, VIT_207s0104g01620.1
OG0014490	GmISU01.09G231200.1.p	VIT_205s0062g01010.1
OG0014497	GmISU01.07G139300.1.p	VIT_205s0077g00600.1
OG0014498	GmISU01.13G003300.1.p	VIT_208s0032g00496.1
OG0014501	GmISU01.18G150800.1.p, GmISU01.18G150800.4.p, GmISU01.18G150800.3.p, GmISU01.18G150800.2.p	VIT_208s0105g00370.1, VIT_208s0105g00370.2
OG0014508	GmISU01.13G304800.1.p, GmISU01.15G027100.1.p	VIT_200s0226g00070.1
OG0014510	GmISU01.13G039500.1.p, GmISU01.19G022500.1.p	VIT_214s0108g01185.1
OG0014511	GmISU01.19G177900.1.p, GmISU01.03G176600.1.p, GmISU01.17G027900.1.p	VIT_205s0077g01390.1
OG0014512	GmISU01.17G034800.2.p, GmISU01.17G034800.1.p	VIT_205s0020g00630.1, VIT_205s0020g00630.2, VIT_205s0020g00630.3
OG0014514	GmISU01.08G324000.1.p, GmISU01.18G240100.1.p	VIT_205s0124g00210.1
OG0014517	GmISU01.07G068400.1.p	VIT_202s0025g01470.1
OG0014520	GmISU01.13G013800.1.p	VIT_218s0001g01960.1
OG0014523	GmISU01.10G181800.1.p, GmISU01.20G135500.1.p	VIT_218s0164g00050.1
OG0014524	GmISU01.12G135500.1.p, GmISU01.16G000700.1.p	VIT_212s0035g01230.1
OG0014527	GmISU01.11G078100.1.p, GmISU01.01G122400.1.p	VIT_204s0044g00060.1, VIT_204s0044g00060.2
OG0014528	GmISU01.04G029400.1.p, GmISU01.06G027900.1.p	VIT_218s0001g12710.1
OG0014530	GmISU01.02G041100.1.p, GmISU01.16G100300.1.p	VIT_200s0434g00005.1, VIT_200s0434g00005.2, VIT_200s0264g00015.1
OG0014532	GmISU01.02G082800.1.p	VIT_210s0003g05124.1
OG0014533	GmISU01.10G216500.1.p	VIT_203s0091g01100.1
OG0014536	GmISU01.11G064300.1.p, GmISU01.11G064300.2.p, GmISU01.01G134800.1.p, GmISU01.01G134800.2.p	VIT_204s0023g02020.1
OG0014537	GmISU01.11G113300.1.p, GmISU01.12G043700.1.p, GmISU01.07G141300.1.p, GmISU01.20G006900.2.p, GmISU01.20G006900.1.p	VIT_203s0063g01760.1
OG0014538	GmISU01.14G021600.1.p	VIT_219s0090g00530.1
OG0014540	GmISU01.15G115700.4.p, GmISU01.15G115700.1.p	VIT_212s0035g02070.1
OG0014541	GmISU01.14G144000.1.p, GmISU01.13G062300.1.p	VIT_211s0078g00490.1, VIT_207s0141g00160.1, VIT_207s0141g00080.1
OG0014549	GmISU01.04G015200.1.p, GmISU01.06G013900.2.p, GmISU01.06G013900.1.p	VIT_218s0122g00930.1
OG0014550	GmISU01.15G177100.1.p	VIT_200s0252g00020.1
OG0014551	GmISU01.08G160200.1.p	VIT_204s0079g00405.1, VIT_216s0115g00170.1
OG0014552	GmISU01.13G201100.1.p	VIT_210s0003g00410.1
OG0014554	GmISU01.06G228100.1.p	VIT_219s0014g03670.1, VIT_219s0014g03670.2
OG0014557	GmISU01.18G079200.1.p, GmISU01.08G285600.1.p	VIT_219s0090g01040.1
OG0014559	GmISU01.13G253800.1.p, GmISU01.12G176200.1.p	VIT_212s0028g02230.1
OG0014560	GmISU01.05G041600.1.p, GmISU01.17G117500.1.p, GmISU01.17G117500.2.p	VIT_201s0010g02270.1, VIT_217s0000g10300.1
OG0014562	GmISU01.20G176500.1.p	VIT_200s2871g00010.1, VIT_200s2871g00010.2, VIT_200s2871g00010.3
OG0014563	GmISU01.12G127100.1.p, GmISU01.06G208900.1.p	VIT_219s0014g02740.1
OG0014566	GmISU01.09G166700.1.p, GmISU01.01G015000.1.p	VIT_202s0012g01760.2, VIT_202s0012g01760.1
OG0014574	GmISU01.06G072500.1.p	VIT_204s0008g02810.1
OG0014576	GmISU01.05G194200.1.p, GmISU01.08G031300.1.p	VIT_211s0016g03180.1
OG0014581	GmISU01.02G171700.1.p, GmISU01.17G067400.1.p	VIT_211s0037g00320.4, VIT_211s0037g00320.2, VIT_211s0037g00320.1
OG0014585	GmISU01.17G194200.1.p, GmISU01.14G094100.1.p, GmISU01.14G094100.2.p, GmISU01.06G049400.1.p	VIT_204s0008g01710.1, VIT_204s0008g01710.2
OG0014586	GmISU01.14G115900.1.p, GmISU01.17G169800.1.p, GmISU01.06G071900.1.p	VIT_204s0008g02880.1
OG0014588	GmISU01.01G104100.1.p	VIT_215s0048g00650.1
OG0014589	GmISU01.17G170100.1.p	VIT_204s0008g03640.1
OG0014592	GmISU01.13G245600.1.p	VIT_219s0014g03940.1
OG0014593	GmISU01.07G062500.1.p, GmISU01.16G031600.1.p	VIT_215s0046g01830.1
OG0014595	GmISU01.05G189900.1.p, GmISU01.08G026100.1.p	VIT_211s0078g00400.1
OG0014597	GmISU01.15G016100.1.p, GmISU01.13G314900.1.p	VIT_209s0002g04180.2, VIT_209s0002g04180.1
OG0014598	GmISU01.16G091500.1.p	VIT_202s0087g00600.1
OG0014599	GmISU01.04G127850.1.p	VIT_210s0003g01760.1
OG0014600	GmISU01.14G061700.2.p, GmISU01.14G061700.1.p, GmISU01.02G212600.2.p, GmISU01.02G212600.1.p	VIT_211s0103g00340.1
OG0014601	GmISU01.20G057700.1.p	VIT_211s0052g00870.1
OG0014602	GmISU01.11G028900.1.p, GmISU01.01G169600.2.p	VIT_202s0154g00380.1
OG0014605	GmISU01.16G006600.1.p, GmISU01.07G036500.1.p	VIT_209s0002g01190.1
OG0014606	GmISU01.07G039600.1.p, GmISU01.16G009700.1.p, GmISU01.07G039600.2.p	VIT_209s0002g00710.1
OG0014607	GmISU01.13G066700.1.p	VIT_211s0052g01650.1
OG0014609	GmISU01.13G072400.1.p, GmISU01.17G055200.1.p, GmISU01.15G149800.1.p, GmISU01.09G053700.1.p	VIT_211s0103g00520.1
OG0014612	GmISU01.12G082500.1.p, GmISU01.11G145900.1.p, GmISU01.13G275500.1.p	VIT_206s0080g00760.1
OG0014614	GmISU01.02G112600.1.p, GmISU01.01G058900.1.p, GmISU01.01G059000.1.p	VIT_212s0059g02010.1, VIT_212s0059g02010.2
OG0014615	GmISU01.05G080800.1.p	VIT_208s0056g01530.1
OG0014616	GmISU01.18G135200.1.p, GmISU01.07G116100.1.p	VIT_206s0004g01070.1
OG0014618	GmISU01.07G036600.1.p	VIT_209s0002g01165.1
OG0014620	GmISU01.06G180700.1.p, GmISU01.01G078500.1.p, GmISU01.03G050400.1.p	VIT_208s0007g00790.1
OG0014624	GmISU01.16G027400.3.p, GmISU01.16G027400.4.p	VIT_215s0046g02060.1
OG0014625	GmISU01.06G252500.1.p, GmISU01.12G095900.1.p	VIT_212s0059g02040.1
OG0014626	GmISU01.14G162600.1.p	VIT_205s0077g01140.1
OG0014627	GmISU01.18G162300.1.p, GmISU01.09G230000.1.p	VIT_200s0317g00090.1
OG0014628	GmISU01.18G154500.1.p, GmISU01.07G135000.1.p, GmISU01.03G040800.1.p, GmISU01.01G094800.1.p	VIT_208s0058g00395.1
OG0014629	GmISU01.17G008500.1.p, GmISU01.07G226200.1.p	VIT_210s0116g00380.1
OG0014630	GmISU01.12G191200.1.p, GmISU01.13G236200.1.p	VIT_219s0014g01940.1
OG0014631	GmISU01.08G320500.1.p, GmISU01.18G133400.1.p	VIT_206s0004g03770.1
OG0014633	GmISU01.15G192200.1.p	VIT_214s0060g00040.4, VIT_214s0060g00040.1, VIT_214s0060g00040.3, VIT_214s0060g00040.2
OG0014634	GmISU01.10G175800.1.p, GmISU01.20G141200.2.p	VIT_213s0019g04090.2, VIT_213s0019g04090.3, VIT_213s0019g04090.1
OG0014635	GmISU01.07G188800.1.p	VIT_201s0011g01850.1
OG0014636	GmISU01.17G032400.1.p, GmISU01.07G201400.1.p	VIT_205s0077g00720.1
OG0014637	GmISU01.11G138500.1.p, GmISU01.11G138500.2.p, GmISU01.11G138500.3.p, GmISU01.01G061900.1.p	VIT_215s0021g02290.1
OG0014638	GmISU01.04G108600.1.p	VIT_204s0044g01080.1
OG0014640	GmISU01.02G178700.1.p, GmISU01.14G148200.3.p	VIT_218s0001g07165.1
OG0014641	GmISU01.04G023800.1.p, GmISU01.06G021800.1.p	VIT_218s0001g14200.1
OG0014642	GmISU01.06G010300.1.p, GmISU01.04G011400.1.p	VIT_203s0038g04580.1
OG0014643	GmISU01.20G099000.1.p, GmISU01.10G219400.1.p	VIT_203s0091g00560.2, VIT_203s0091g00560.1, VIT_203s0091g00560.3
OG0014644	GmISU01.06G008500.2.p, GmISU01.06G008500.1.p, GmISU01.04G009200.1.p	VIT_203s0038g04330.1
OG0014646	GmISU01.16G063700.1.p, GmISU01.19G050700.1.p	VIT_214s0066g00590.1
OG0014647	GmISU01.01G018900.1.p, GmISU01.09G162300.1.p, GmISU01.09G162300.3.p	VIT_200s0211g00030.1, VIT_200s0211g00030.2
OG0014648	GmISU01.03G023100.1.p, GmISU01.01G106700.1.p	VIT_215s0048g00690.1
OG0014649	GmISU01.02G061400.1.p, GmISU01.16G122400.1.p, GmISU01.19G078800.1.p, GmISU01.16G041200.1.p	VIT_214s0068g00740.1
OG0014650	GmISU01.14G180700.1.p, GmISU01.17G222000.1.p	VIT_218s0001g13540.1
OG0014651	GmISU01.18G174600.1.p	VIT_215s0048g01070.1
OG0014652	GmISU01.06G180600.1.p, GmISU01.02G030500.1.p, GmISU01.02G136200.1.p	VIT_207s0104g00950.1
OG0014653	GmISU01.16G063400.1.p, GmISU01.19G048800.1.p, GmISU01.19G003700.1.p, GmISU01.05G003300.1.p	VIT_214s0066g00480.1
OG0014655	GmISU01.17G213200.2.p, GmISU01.04G034600.1.p, GmISU01.06G033600.1.p	VIT_218s0001g11170.1
OG0014658	GmISU01.06G091900.1.p, GmISU01.06G091900.2.p	VIT_218s0001g06460.2, VIT_218s0001g06460.3, VIT_218s0001g06460.1
OG0014661	GmISU01.19G016100.1.p	VIT_214s0066g02130.1
OG0014662	GmISU01.08G263900.1.p	VIT_201s0026g01440.1
OG0014664	GmISU01.13G039300.1.p, GmISU01.19G022800.1.p, GmISU01.18G206100.1.p	VIT_214s0108g01220.1
OG0014665	GmISU01.09G126300.1.p, GmISU01.09G126300.2.p, GmISU01.16G179000.3.p	VIT_216s0039g00290.1
OG0014667	GmISU01.06G186300.1.p	VIT_217s0000g04710.1
OG0014668	GmISU01.06G002100.2.p, GmISU01.06G002100.1.p	VIT_215s0045g00530.2, VIT_215s0045g00530.1
OG0014672	GmISU01.08G264800.11.p, GmISU01.08G264800.9.p, GmISU01.08G264800.6.p, GmISU01.08G264800.8.p	VIT_201s0026g01560.1
OG0014673	GmISU01.09G198900.1.p, GmISU01.09G198900.3.p, GmISU01.09G198900.2.p, GmISU01.18G197100.1.p	VIT_215s0021g01650.4, VIT_215s0021g01650.3, VIT_215s0021g01650.1, VIT_215s0021g01650.2
OG0014674	GmISU01.05G037600.1.p, GmISU01.17G078000.1.p	VIT_217s0000g09170.1
OG0014675	GmISU01.07G143100.2.p	VIT_201s0011g05310.1
OG0014687	GmISU01.17G092100.1.p	VIT_200s0463g00050.1
OG0014688	GmISU01.17G186600.1.p, GmISU01.14G102300.1.p	VIT_204s0008g05890.2, VIT_204s0008g05890.1
OG0014697	GmISU01.19G199900.1.p, GmISU01.07G215300.1.p	VIT_212s0035g00300.1, VIT_214s0030g00220.1
OG0014699	GmISU01.19G208800.1.p	VIT_200s1045g00010.1
OG0014701	GmISU01.04G095500.1.p, GmISU01.06G097400.1.p	VIT_218s0001g04800.1
OG0014702	GmISU01.03G214900.1.p, GmISU01.19G216100.1.p, GmISU01.16G021300.1.p, GmISU01.07G051000.1.p	VIT_215s0046g00310.1
OG0014705	GmISU01.15G028200.1.p	VIT_205s0102g00740.1
OG0014707	GmISU01.11G128000.1.p, GmISU01.12G058700.1.p	VIT_206s0004g04450.1
OG0014714	GmISU01.16G105750.1.p, GmISU01.16G105750.2.p	VIT_215s0024g00020.1, VIT_216s0022g00730.1
OG0014715	GmISU01.02G186700.3.p, GmISU01.14G155400.1.p	VIT_216s0098g00720.1
OG0014721	GmISU01.15G218700.1.p, GmISU01.08G150900.1.p	VIT_219s0085g00950.1
OG0014728	GmISU01.17G056700.1.p, GmISU01.13G070800.1.p, GmISU01.15G147900.1.p, GmISU01.09G051600.1.p	VIT_211s0052g00630.3, VIT_211s0052g00630.1, VIT_211s0052g00630.2
OG0014729	GmISU01.09G082900.1.p, GmISU01.15G179000.1.p	VIT_211s0206g00070.1, VIT_211s0206g00080.1, VIT_211s0206g00080.2
OG0014742	GmISU01.16G175600.1.p, GmISU01.09G122400.1.p	VIT_216s0022g01680.1, VIT_201s0011g02290.1, VIT_216s0022g01980.1
OG0014751	GmISU01.02G206000.1.p, GmISU01.14G177000.1.p	VIT_214s0006g00180.1
OG0014755	GmISU01.08G047400.1.p	VIT_217s0000g02700.1, VIT_217s0000g02700.2
OG0014757	GmISU01.14G086400.4.p, GmISU01.14G086400.3.p, GmISU01.14G086400.2.p	VIT_204s0044g01395.6, VIT_204s0044g01395.3, VIT_204s0044g01395.7, VIT_204s0044g01395.4
OG0014761	GmISU01.15G216400.2.p, GmISU01.15G216400.3.p, GmISU01.15G216400.4.p, GmISU01.15G216400.1.p, GmISU01.15G216400.5.p, GmISU01.08G153400.1.p	VIT_219s0085g00520.1
OG0014767	GmISU01.07G092800.1.p, GmISU01.09G137400.1.p, GmISU01.08G050300.1.p	VIT_217s0000g02120.1
OG0014770	GmISU01.14G031600.1.p	VIT_205s0124g00270.3, VIT_205s0124g00270.2, VIT_205s0124g00270.1
OG0014774	GmISU01.15G126100.1.p	VIT_210s0092g00090.1, VIT_210s0092g00090.3, VIT_210s0092g00090.2
OG0014777	GmISU01.12G117400.1.p, GmISU01.12G117400.3.p, GmISU01.06G222100.2.p, GmISU01.06G222100.1.p, GmISU01.13G247400.1.p	VIT_219s0014g04780.1
OG0014780	GmISU01.14G097533.1.p	VIT_200s0332g00170.1
OG0014784	GmISU01.17G163800.1.p	VIT_214s0068g01490.1
OG0014788	GmISU01.08G249200.1.p, GmISU01.08G249200.2.p, GmISU01.08G249200.4.p, GmISU01.08G249200.3.p, GmISU01.08G249200.5.p	VIT_200s0218g00070.1
OG0014807	GmISU01.06G200600.1.p	VIT_208s0058g00850.1
OG0014811	GmISU01.20G129050.1.p	VIT_200s0684g00010.3, VIT_200s0684g00010.1, VIT_200s2483g00010.1, VIT_203s0038g03000.1, VIT_200s0684g00010.2, VIT_200s1002g00020.1
OG0014814	GmISU01.13G246600.1.p	VIT_219s0014g04320.1, VIT_219s0014g03990.1
OG0014828	GmISU01.13G176800.1.p, GmISU01.12G062700.1.p	VIT_200s0301g00190.1
OG0014844	GmISU01.08G091200.1.p, GmISU01.05G118200.1.p, GmISU01.15G083900.1.p, GmISU01.13G189300.1.p	VIT_210s0003g04080.2, VIT_210s0003g04080.1
OG0014849	GmISU01.10G246900.1.p, GmISU01.20G069100.1.p	VIT_213s0019g00440.1, VIT_213s0019g00440.2, VIT_213s0019g00440.4, VIT_213s0019g00440.3
OG0014855	GmISU01.02G084300.6.p, GmISU01.02G084300.5.p, GmISU01.02G084300.3.p, GmISU01.02G084300.4.p, GmISU01.02G084300.2.p, GmISU01.02G084300.8.p, GmISU01.02G084300.1.p, GmISU01.02G084300.7.p	VIT_213s0019g00540.1
OG0014870	GmISU01.16G007200.1.p	VIT_205s0049g00705.1, VIT_215s0046g00510.1, VIT_217s0119g00394.1
OG0014879	GmISU01.13G324600.2.p, GmISU01.13G324600.4.p, GmISU01.13G324600.3.p	VIT_209s0002g08090.1, VIT_209s0002g08090.2
OG0014881	GmISU01.15G159450.1.p	VIT_210s0003g05220.1
OG0015022	GmISU01.07G209400.1.p	VIT_205s0077g02350.1
OG0015024	GmISU01.03G184300.1.p, GmISU01.19G185600.1.p, GmISU01.10G111000.1.p, GmISU01.20G060900.1.p	VIT_207s0005g02310.1
OG0015029	GmISU01.13G265700.2.p	VIT_212s0134g00195.1
OG0015034	GmISU01.05G127300.1.p, GmISU01.08G101700.1.p	VIT_205s0029g00630.1
OG0015035	GmISU01.19G091100.1.p, GmISU01.15G188850.1.p	VIT_208s0056g00750.1, VIT_208s0056g00750.2, VIT_208s0056g00750.3
OG0015037	GmISU01.02G142900.2.p, GmISU01.02G142900.1.p	VIT_206s0004g06420.1
OG0015042	GmISU01.10G148100.1.p, GmISU01.20G168100.1.p	VIT_205s0049g01260.1
OG0015043	GmISU01.13G160100.1.p	VIT_208s0032g00300.1
OG0015045	GmISU01.13G298500.1.p	VIT_206s0004g05660.1
OG0015047	GmISU01.11G135900.1.p, GmISU01.11G135900.2.p, GmISU01.12G064300.2.p	VIT_206s0004g03110.1
OG0015048	GmISU01.03G196800.1.p	VIT_214s0128g00290.1
OG0015049	GmISU01.02G193000.1.p, GmISU01.11G176100.1.p, GmISU01.18G055700.1.p	VIT_206s0004g06950.1
OG0015052	GmISU01.01G193700.1.p, GmISU01.11G006400.1.p	VIT_205s0020g03850.1
OG0015055	GmISU01.09G016200.2.p, GmISU01.09G016200.1.p, GmISU01.15G113700.1.p	VIT_215s0021g00360.1
OG0015062	GmISU01.06G040200.1.p, GmISU01.04G041000.1.p	VIT_218s0001g09400.1
OG0015069	GmISU01.17G158400.1.p	VIT_207s0031g00830.1
OG0015072	GmISU01.04G040900.1.p	VIT_218s0001g09410.1
OG0015077	GmISU01.10G182600.2.p, GmISU01.10G182600.1.p	VIT_218s0001g01870.1
OG0015079	GmISU01.02G041400.1.p, GmISU01.16G100600.1.p	VIT_200s0434g00070.1
OG0015083	GmISU01.08G221400.3.p	VIT_207s0151g00200.1
OG0015084	GmISU01.06G101300.1.p, GmISU01.04G207900.1.p, GmISU01.13G056000.1.p	VIT_218s0001g03310.1
OG0015087	GmISU01.06G265600.1.p, GmISU01.04G107400.1.p	VIT_213s0084g00035.1, VIT_207s0031g00355.1
OG0015089	GmISU01.15G211300.1.p	VIT_219s0085g00560.1, VIT_219s0085g00560.2
OG0015091	GmISU01.14G078700.1.p, GmISU01.17G209500.1.p	VIT_218s0001g10370.1
OG0015104	GmISU01.15G181500.1.p, GmISU01.15G182300.1.p	VIT_219s0014g00270.1
OG0015105	GmISU01.06G005400.1.p, GmISU01.04G005900.1.p, GmISU01.04G005900.2.p	VIT_203s0038g01430.1
OG0015107	GmISU01.15G114600.1.p, GmISU01.09G017000.1.p, GmISU01.09G017000.4.p, GmISU01.09G017000.3.p, GmISU01.09G017000.5.p	VIT_200s1206g00010.1, VIT_200s0429g00040.1
OG0015108	GmISU01.02G251500.1.p, GmISU01.14G020900.1.p	VIT_219s0090g00700.1
OG0015113	GmISU01.13G212400.1.p	VIT_200s0181g00085.1
OG0015116	GmISU01.04G065600.1.p, GmISU01.06G066200.1.p, GmISU01.04G065500.1.p	VIT_204s0008g04920.1, VIT_204s0008g04920.3, VIT_204s0008g04920.2
OG0015117	GmISU01.08G209500.1.p	VIT_209s0054g00670.1, VIT_209s0054g00730.1
OG0015120	GmISU01.01G190000.1.p, GmISU01.11G013300.1.p	VIT_218s0082g00270.1
OG0015126	GmISU01.20G120800.1.p, GmISU01.10G199600.1.p	VIT_216s0100g00710.1
OG0015128	GmISU01.01G117300.1.p	VIT_202s0087g00760.1
OG0015131	GmISU01.04G070500.2.p	VIT_204s0008g02930.4, VIT_204s0008g02930.3, VIT_204s0008g02930.1, VIT_204s0008g02930.6, VIT_204s0008g02930.5, VIT_204s0008g02930.7
OG0015132	GmISU01.17G181300.1.p	VIT_204s0008g05280.1
OG0015134	GmISU01.14G088600.1.p, GmISU01.17G199600.1.p, GmISU01.04G046600.1.p, GmISU01.06G045300.1.p	VIT_204s0008g00700.1
OG0015135	GmISU01.04G067300.1.p, GmISU01.04G067300.2.p, GmISU01.04G067300.3.p	VIT_204s0008g04470.2, VIT_204s0008g04470.1, VIT_204s0008g04470.4, VIT_204s0008g04470.3
OG0015136	GmISU01.08G195900.1.p, GmISU01.07G029300.1.p	VIT_209s0002g06300.1
OG0015137	GmISU01.06G189400.1.p	VIT_211s0016g04580.1
OG0015139	GmISU01.07G026500.1.p, GmISU01.08G199000.1.p	VIT_209s0002g07350.1
OG0015141	GmISU01.01G194700.1.p, GmISU01.11G005600.1.p	VIT_205s0020g03630.1
OG0015144	GmISU01.08G203500.1.p, GmISU01.07G020700.1.p	VIT_209s0018g00300.1
OG0015146	GmISU01.19G060200.1.p, GmISU01.16G061000.2.p	VIT_214s0066g00160.1
OG0015147	GmISU01.01G035600.1.p	VIT_211s0037g01205.1
OG0015148	GmISU01.20G013800.1.p, GmISU01.06G049100.1.p, GmISU01.20G013700.1.p	VIT_204s0008g01680.1
OG0015149	GmISU01.17G063600.1.p, GmISU01.17G063600.2.p, GmISU01.13G064100.1.p	VIT_211s0037g01220.2, VIT_211s0037g01220.1, VIT_211s0037g01220.3
OG0015150	GmISU01.14G177400.1.p, GmISU01.18G038900.1.p	VIT_214s0006g00140.1
OG0015155	GmISU01.08G156700.1.p	VIT_200s0521g00010.1, VIT_200s0687g00010.1, VIT_219s0027g01110.1
OG0015156	GmISU01.19G076900.1.p	VIT_200s0827g00040.1
