Orthogroup	G_max.proteins	P_amilis.proteins
OG0010419	GmISU01.02G048300.1.p	FUN_025600-T1, FUN_025600-T2
OG0010420	GmISU01.09G236600.1.p, GmISU01.20G002200.1.p, GmISU01.11G092300.1.p, GmISU01.12G024000.1.p, GmISU01.13G245400.1.p	FUN_034144-T1
OG0010421	GmISU01.14G188100.1.p, GmISU01.17G228900.1.p	FUN_002996-T1
OG0010422	GmISU01.06G019400.1.p, GmISU01.04G020900.1.p, GmISU01.06G019400.2.p	FUN_001513-T1
OG0010423	GmISU01.09G033300.1.p, GmISU01.15G129900.1.p	FUN_014893-T1
OG0010424	GmISU01.09G163200.1.p, GmISU01.09G163200.2.p, GmISU01.01G018400.1.p	FUN_032487-T1
OG0010425	GmISU01.10G180700.1.p	FUN_048395-T1, FUN_037784-T1
OG0010426	GmISU01.04G109600.1.p, GmISU01.06G269600.1.p	FUN_048461-T1
OG0010427	GmISU01.02G257500.1.p, GmISU01.14G014300.1.p	FUN_014271-T1
OG0010428	GmISU01.07G045900.1.p, GmISU01.16G015600.1.p, GmISU01.03G217900.1.p, GmISU01.19G219400.1.p, GmISU01.07G150400.1.p	FUN_037587-T1
OG0010429	GmISU01.02G067900.1.p, GmISU01.16G129800.1.p	FUN_037850-T1, FUN_048436-T1, FUN_037851-T1
OG0010431	GmISU01.18G008500.1.p, GmISU01.11G225700.1.p	FUN_025357-T1
OG0010433	GmISU01.17G113200.1.p, GmISU01.05G013300.1.p	FUN_047109-T1
OG0010434	GmISU01.18G179900.1.p	FUN_048035-T1
OG0010435	GmISU01.19G075000.1.p, GmISU01.16G045800.1.p	FUN_020567-T1
OG0010436	GmISU01.20G160300.1.p	FUN_039389-T1
OG0010437	GmISU01.20G192900.1.p, GmISU01.10G122500.1.p	FUN_000502-T1
OG0010438	GmISU01.04G192200.1.p, GmISU01.04G192200.2.p, GmISU01.06G119400.2.p, GmISU01.06G119400.1.p	FUN_013636-T1
OG0010439	GmISU01.19G062200.1.p, GmISU01.16G057100.1.p	FUN_033218-T1, FUN_033220-T1
OG0010440	GmISU01.07G002700.2.p, GmISU01.07G002700.1.p, GmISU01.07G002700.3.p	FUN_019431-T1, FUN_003077-T1
OG0010441	GmISU01.19G200900.1.p, GmISU01.03G200100.1.p	FUN_002479-T1
OG0010442	GmISU01.19G000600.1.p, GmISU01.03G000100.1.p	FUN_027142-T1
OG0010443	GmISU01.17G215850.1.p, GmISU01.14G072000.2.p, GmISU01.14G072000.1.p	FUN_024099-T1
OG0010444	GmISU01.02G042400.1.p, GmISU01.16G101700.1.p	FUN_031125-T1
OG0010445	GmISU01.04G027800.1.p, GmISU01.06G026200.1.p	FUN_049433-T1
OG0010446	GmISU01.11G226900.1.p, GmISU01.18G007300.3.p, GmISU01.18G007300.4.p, GmISU01.18G007300.2.p, GmISU01.18G007300.1.p	FUN_025323-T1
OG0010447	GmISU01.20G204600.1.p	FUN_047558-T1, FUN_040930-T1
OG0010448	GmISU01.01G150500.1.p	FUN_052805-T1, FUN_030460-T1
OG0010449	GmISU01.08G021900.1.p, GmISU01.08G021900.2.p	FUN_018379-T1, FUN_018379-T3, FUN_018379-T2
OG0010451	GmISU01.01G061500.1.p	FUN_032782-T1, FUN_036892-T3, FUN_036892-T4, FUN_036892-T2, FUN_036892-T1
OG0010452	GmISU01.07G191100.2.p, GmISU01.20G020900.1.p	FUN_020177-T1, FUN_020177-T2
OG0010453	GmISU01.11G192900.1.p, GmISU01.18G041200.1.p	FUN_034936-T2, FUN_034936-T1
OG0010454	GmISU01.06G172800.1.p, GmISU01.04G141800.1.p, GmISU01.17G087800.1.p, GmISU01.05G028000.1.p	FUN_047526-T1
OG0010455	GmISU01.10G207100.1.p, GmISU01.12G063700.1.p, GmISU01.12G063700.2.p	FUN_002766-T2, FUN_002766-T1
OG0010456	GmISU01.19G043600.2.p, GmISU01.19G043600.1.p, GmISU01.19G060500.1.p, GmISU01.19G060500.2.p	FUN_003795-T2, FUN_003795-T1
OG0010457	GmISU01.15G179800.1.p, GmISU01.08G148400.1.p	FUN_041889-T1
OG0010458	GmISU01.04G161400.1.p, GmISU01.06G152400.1.p	FUN_011371-T1
OG0010459	GmISU01.15G030800.1.p, GmISU01.13G301000.1.p	FUN_028790-T1
OG0010460	GmISU01.01G072500.1.p	FUN_023806-T1
OG0010461	GmISU01.12G017500.1.p, GmISU01.12G017500.2.p, GmISU01.11G085100.1.p	FUN_045212-T2, FUN_045212-T1
OG0010463	GmISU01.08G149300.1.p	FUN_042627-T1
OG0010464	GmISU01.05G030100.1.p, GmISU01.17G085800.1.p	FUN_010956-T1
OG0010465	GmISU01.04G136700.1.p, GmISU01.06G177700.1.p	FUN_011108-T1
OG0010466	GmISU01.09G132700.1.p, GmISU01.16G186300.2.p, GmISU01.16G186300.1.p	FUN_025741-T1
OG0010467	GmISU01.09G176300.1.p, GmISU01.09G176300.3.p, GmISU01.09G176300.2.p	FUN_041866-T1
OG0010468	GmISU01.11G195400.3.p, GmISU01.18G039300.1.p	FUN_043260-T2, FUN_043260-T1
OG0010469	GmISU01.18G049700.1.p, GmISU01.11G169900.1.p	FUN_036045-T1
OG0010470	GmISU01.20G074100.1.p	FUN_005531-T1
OG0010471	GmISU01.18G111400.1.p, GmISU01.08G256000.1.p	FUN_032202-T1
OG0010472	GmISU01.19G014100.1.p, GmISU01.13G046000.1.p	FUN_016447-T1, FUN_030003-T1
OG0010473	GmISU01.01G015600.1.p, GmISU01.09G166000.1.p	FUN_017607-T1, FUN_041605-T1
OG0010474	GmISU01.02G088500.2.p, GmISU01.02G088500.1.p	FUN_023860-T1
OG0010477	GmISU01.05G214400.1.p	FUN_001999-T1
OG0010478	GmISU01.17G076300.1.p, GmISU01.17G076600.1.p, GmISU01.05G015100.1.p	FUN_052307-T1, FUN_047121-T1
OG0010479	GmISU01.09G156500.1.p, GmISU01.01G016600.1.p, GmISU01.09G165200.1.p	FUN_041591-T1, FUN_017580-T1
OG0010480	GmISU01.02G232800.1.p	FUN_052788-T1
OG0010481	GmISU01.09G185700.1.p	FUN_047085-T1
OG0010482	GmISU01.08G239100.3.p, GmISU01.01G067300.1.p, GmISU01.08G239100.2.p, GmISU01.01G067300.3.p, GmISU01.01G067300.4.p	FUN_033592-T1
OG0010483	GmISU01.16G059600.3.p, GmISU01.19G061300.1.p, GmISU01.16G059600.1.p	FUN_015105-T1
OG0010484	GmISU01.10G226200.1.p, GmISU01.20G091600.1.p, GmISU01.20G091600.3.p	FUN_033404-T1, FUN_033431-T1
OG0010485	GmISU01.11G234500.1.p	FUN_044535-T1
OG0010486	GmISU01.03G127300.1.p, GmISU01.19G131300.1.p	FUN_010316-T1
OG0010487	GmISU01.18G045100.1.p, GmISU01.11G187600.1.p	FUN_007537-T1, FUN_007537-T2
OG0010488	GmISU01.01G068500.2.p, GmISU01.01G068500.1.p, GmISU01.10G168200.1.p	FUN_033617-T1
OG0010489	GmISU01.03G107800.2.p, GmISU01.03G107800.1.p, GmISU01.10G077800.1.p, GmISU01.02G153300.1.p, GmISU01.02G153300.2.p	FUN_004786-T2, FUN_004786-T1, FUN_004786-T3
OG0010490	GmISU01.13G029200.1.p	FUN_029971-T1
OG0010491	GmISU01.02G204700.1.p, GmISU01.14G176200.1.p	FUN_016290-T1, FUN_016290-T2
OG0010492	GmISU01.17G162500.1.p, GmISU01.06G149700.1.p, GmISU01.04G163900.1.p, GmISU01.08G006300.1.p, GmISU01.05G169200.1.p	FUN_047070-T1
OG0010493	GmISU01.18G238600.1.p	FUN_029921-T2, FUN_029921-T1
OG0010494	GmISU01.11G084000.1.p, GmISU01.11G084000.2.p, GmISU01.12G016200.1.p	FUN_045240-T1
OG0010495	GmISU01.06G165000.2.p, GmISU01.06G165000.3.p, GmISU01.06G165000.1.p, GmISU01.04G149000.1.p	FUN_011265-T1
OG0010496	GmISU01.18G191100.1.p, GmISU01.09G203200.1.p	FUN_022021-T1
OG0010497	GmISU01.16G087200.1.p, GmISU01.08G242500.2.p	FUN_024705-T1
OG0010498	GmISU01.11G194100.1.p, GmISU01.18G040400.1.p	FUN_048791-T1
OG0010499	GmISU01.09G239800.1.p	FUN_034113-T1
OG0010500	GmISU01.18G109800.1.p, GmISU01.08G257866.1.p	FUN_009235-T1, FUN_032243-T1
OG0010501	GmISU01.20G200500.1.p, GmISU01.20G200500.2.p, GmISU01.10G249400.1.p, GmISU01.20G200500.3.p	FUN_030903-T1
OG0010502	GmISU01.20G008800.2.p, GmISU01.20G008800.1.p, GmISU01.07G149100.2.p	FUN_013676-T1
OG0010504	GmISU01.01G159600.3.p, GmISU01.11G037800.1.p	FUN_017464-T1, FUN_017464-T2
OG0010505	GmISU01.17G088400.1.p	FUN_011014-T1
OG0010506	GmISU01.16G040800.1.p, GmISU01.19G079400.1.p	FUN_022531-T1
OG0010507	GmISU01.18G108200.1.p, GmISU01.08G259900.1.p	FUN_009172-T1, FUN_009174-T1
OG0010508	GmISU01.03G080900.1.p, GmISU01.03G080900.2.p, GmISU01.07G103100.2.p, GmISU01.07G103100.3.p, GmISU01.07G103100.1.p	FUN_017299-T2, FUN_017299-T1
OG0010509	GmISU01.11G223600.1.p, GmISU01.18G010600.1.p, GmISU01.18G010600.2.p	FUN_032007-T3, FUN_032007-T2, FUN_032007-T1
OG0010510	GmISU01.18G108600.5.p, GmISU01.18G108600.4.p, GmISU01.18G108600.3.p, GmISU01.18G108600.2.p, GmISU01.08G259400.1.p	FUN_024102-T1
OG0010511	GmISU01.06G156300.2.p, GmISU01.06G156300.3.p, GmISU01.06G156300.1.p, GmISU01.04G157700.1.p, GmISU01.04G157700.2.p	FUN_046907-T1
OG0010513	GmISU01.07G141900.2.p	FUN_033376-T1
OG0010514	GmISU01.15G128900.1.p, GmISU01.09G032500.1.p	FUN_014861-T1
OG0010515	GmISU01.02G100100.2.p, GmISU01.01G046900.2.p, GmISU01.01G046900.1.p, GmISU01.02G100100.1.p	FUN_032646-T1
OG0010517	GmISU01.01G041200.2.p, GmISU01.02G094100.2.p, GmISU01.02G094100.1.p	FUN_032506-T1
OG0010518	GmISU01.05G012900.1.p	FUN_011291-T2, FUN_011291-T1
OG0010519	GmISU01.01G069900.1.p, GmISU01.01G069900.2.p	FUN_023854-T2, FUN_023854-T1, FUN_033637-T1, FUN_033637-T2
OG0010520	GmISU01.19G074100.1.p, GmISU01.16G047601.1.p, GmISU01.16G047601.3.p, GmISU01.16G047601.2.p	FUN_033710-T1
OG0010521	GmISU01.09G186500.1.p, GmISU01.12G007500.1.p	FUN_033126-T1
OG0010522	GmISU01.20G092600.1.p, GmISU01.10G225100.1.p	FUN_020114-T1
OG0010523	GmISU01.13G096400.1.p, GmISU01.06G269700.1.p	FUN_014075-T1
OG0010524	GmISU01.08G245500.1.p, GmISU01.08G245500.2.p, GmISU01.08G245500.3.p	FUN_041600-T3, FUN_041600-T4, FUN_041600-T2, FUN_041600-T1
OG0010525	GmISU01.09G146300.1.p, GmISU01.09G146300.4.p, GmISU01.09G146300.2.p, GmISU01.07G082700.5.p	FUN_046859-T1
OG0010526	GmISU01.06G178400.1.p, GmISU01.04G136200.1.p	FUN_011117-T1
OG0010527	GmISU01.12G015000.1.p, GmISU01.11G100100.1.p	FUN_045274-T1, FUN_003924-T1, FUN_045275-T1
OG0010528	GmISU01.10G004900.1.p	FUN_025338-T1, FUN_031948-T1, FUN_025338-T2
OG0010529	GmISU01.05G030800.1.p, GmISU01.17G085200.1.p	FUN_047464-T1, FUN_047464-T2
OG0010530	GmISU01.02G109600.1.p, GmISU01.01G066600.1.p, GmISU01.08G240800.1.p	FUN_033781-T1
OG0010531	GmISU01.04G118900.2.p, GmISU01.06G188000.2.p, GmISU01.04G118900.1.p, GmISU01.06G188000.1.p, GmISU01.17G112800.2.p, GmISU01.05G012800.1.p	FUN_047107-T1
OG0010532	GmISU01.11G038000.1.p, GmISU01.11G038000.2.p	FUN_017440-T1
OG0010533	GmISU01.20G155600.2.p, GmISU01.20G155600.1.p, GmISU01.10G159700.2.p, GmISU01.10G159700.1.p, GmISU01.10G159700.3.p	FUN_032615-T1
OG0010534	GmISU01.19G027632.1.p, GmISU01.19G027566.1.p, GmISU01.13G035000.1.p	FUN_020130-T1, FUN_020130-T2
OG0010535	GmISU01.04G128500.1.p, GmISU01.06G185600.1.p, GmISU01.05G016600.1.p, GmISU01.17G074800.1.p	FUN_047148-T1
OG0010536	GmISU01.02G260400.1.p, GmISU01.14G011600.2.p, GmISU01.14G011600.1.p, GmISU01.18G067300.2.p, GmISU01.18G067300.1.p	FUN_046407-T1
OG0010537	GmISU01.10G228000.1.p, GmISU01.20G090200.1.p	FUN_021690-T1, FUN_039132-T2, FUN_039132-T1
OG0010538	GmISU01.11G123200.1.p	FUN_034161-T1, FUN_046344-T1, FUN_001357-T1
OG0010539	GmISU01.18G242500.1.p, GmISU01.08G321500.1.p	FUN_025250-T1, FUN_031799-T1
OG0010540	GmISU01.07G142300.3.p, GmISU01.07G142300.2.p, GmISU01.09G095600.1.p	FUN_029861-T1
OG0010541	GmISU01.17G137050.1.p	FUN_041982-T1
OG0010542	GmISU01.01G050200.1.p, GmISU01.01G050200.2.p	FUN_033884-T2, FUN_033884-T1
OG0010543	GmISU01.09G139400.1.p, GmISU01.07G091800.1.p	FUN_027147-T1
OG0010545	GmISU01.09G197000.2.p, GmISU01.09G197000.1.p, GmISU01.18G200600.1.p	FUN_030965-T1
OG0010546	GmISU01.08G184200.1.p	FUN_023815-T1, FUN_020902-T1, FUN_023813-T1, FUN_023816-T1
OG0010547	GmISU01.08G019400.3.p, GmISU01.05G182900.1.p	FUN_041099-T1, FUN_018270-T1
OG0010551	GmISU01.13G130200.1.p, GmISU01.17G096400.1.p, GmISU01.09G081200.1.p, GmISU01.15G175800.1.p	FUN_001743-T1
OG0010552	GmISU01.14G097566.1.p	FUN_006730-T1
OG0010553	GmISU01.19G022400.1.p, GmISU01.13G039600.1.p	FUN_003743-T1
OG0010555	GmISU01.10G089900.1.p, GmISU01.20G079800.1.p, GmISU01.10G236900.1.p	FUN_002126-T3, FUN_002126-T2, FUN_002126-T1
OG0010556	GmISU01.10G191800.1.p, GmISU01.20G127200.1.p	FUN_009047-T1, FUN_013764-T1
OG0010557	GmISU01.03G094500.1.p, GmISU01.03G094500.2.p	FUN_004451-T1, FUN_004451-T2, FUN_004451-T3
OG0010558	GmISU01.07G223600.1.p, GmISU01.17G010800.1.p, GmISU01.09G003600.1.p, GmISU01.15G100400.1.p, GmISU01.17G177550.1.p	FUN_012358-T1
OG0010559	GmISU01.10G228500.1.p, GmISU01.20G089500.3.p, GmISU01.20G089500.1.p	FUN_033464-T2, FUN_033464-T1, FUN_033464-T3
OG0010560	GmISU01.12G204100.1.p	FUN_012825-T1, FUN_004127-T1
OG0010562	GmISU01.04G101000.1.p, GmISU01.06G272200.1.p	FUN_015354-T1
OG0010562	GmISU01.12G004200.1.p, GmISU01.09G189600.1.p	FUN_037384-T1
OG0010563	GmISU01.11G046800.2.p, GmISU01.11G046800.1.p, GmISU01.01G151200.1.p	FUN_052790-T1
OG0010572	GmISU01.08G166400.1.p, GmISU01.08G166400.2.p, GmISU01.08G166400.3.p	FUN_045626-T1, FUN_009056-T1, FUN_051839-T1, FUN_051839-T2, FUN_051839-T3
OG0010573	GmISU01.10G086400.1.p, GmISU01.10G086400.5.p, GmISU01.10G086400.4.p, GmISU01.10G086400.3.p, GmISU01.10G086400.6.p, GmISU01.10G086400.7.p, GmISU01.10G086400.2.p	FUN_032761-T1
OG0010577	GmISU01.06G231000.1.p	FUN_010879-T1
OG0010579	GmISU01.04G087700.6.p, GmISU01.04G087700.5.p, GmISU01.04G087700.1.p, GmISU01.04G087700.2.p, GmISU01.04G087700.3.p, GmISU01.04G087700.4.p, GmISU01.06G089700.1.p	FUN_038622-T1, FUN_038622-T2
OG0010625	GmISU01.01G118400.1.p	FUN_041394-T1
OG0010626	GmISU01.19G099400.1.p, GmISU01.03G095800.1.p	FUN_004511-T1, FUN_032731-T1, FUN_028982-T1
OG0010629	GmISU01.10G051501.1.p	FUN_032986-T1
OG0010630	GmISU01.15G140100.1.p, GmISU01.09G043400.1.p	FUN_012897-T1
OG0010631	GmISU01.11G005700.1.p, GmISU01.01G194600.1.p, GmISU01.10G208600.1.p, GmISU01.20G112400.1.p	FUN_014500-T1
OG0010632	GmISU01.09G237800.1.p, GmISU01.19G083000.1.p	FUN_025897-T1
OG0010633	GmISU01.18G155000.1.p, GmISU01.07G135500.1.p, GmISU01.03G040400.1.p	FUN_008063-T1, FUN_008061-T1
OG0010634	GmISU01.19G207500.1.p, GmISU01.03G206400.1.p	FUN_051713-T3, FUN_051713-T1, FUN_051713-T2
OG0010635	GmISU01.18G138900.1.p, GmISU01.07G119200.1.p, GmISU01.03G051600.1.p, GmISU01.01G079300.1.p	FUN_016427-T1
OG0010636	GmISU01.20G063900.1.p, GmISU01.20G063500.3.p, GmISU01.20G063500.2.p, GmISU01.20G063500.7.p, GmISU01.20G063500.6.p, GmISU01.20G063500.5.p, GmISU01.20G063500.1.p	FUN_036002-T2, FUN_036002-T1
OG0010637	GmISU01.19G162600.2.p, GmISU01.19G162600.1.p, GmISU01.03G160500.1.p	FUN_038374-T1
OG0010638	GmISU01.03G184101.1.p, GmISU01.03G184101.2.p, GmISU01.19G185400.1.p, GmISU01.10G110400.2.p, GmISU01.10G110400.1.p	FUN_047484-T1, FUN_047483-T1
OG0010639	GmISU01.09G030800.3.p, GmISU01.15G127500.1.p, GmISU01.09G030800.1.p	FUN_012418-T1
OG0010642	GmISU01.19G154400.2.p, GmISU01.19G154400.1.p	FUN_035588-T1
OG0010644	GmISU01.14G009400.2.p, GmISU01.14G009400.1.p, GmISU01.02G262700.1.p	FUN_049101-T1
OG0010646	GmISU01.10G020400.2.p, GmISU01.02G137100.1.p	FUN_033211-T1
OG0010647	GmISU01.12G146700.1.p, GmISU01.13G282000.1.p, GmISU01.11G153700.1.p	FUN_033160-T1
OG0010648	GmISU01.05G127000.1.p, GmISU01.08G100500.1.p	FUN_003491-T1, FUN_034102-T1
OG0010649	GmISU01.19G130800.1.p, GmISU01.19G130800.2.p	FUN_002699-T1
OG0010651	GmISU01.19G160200.2.p, GmISU01.03G158200.1.p	FUN_020354-T1
OG0010652	GmISU01.08G323100.1.p	FUN_029053-T2, FUN_029053-T1, FUN_029053-T3
OG0010653	GmISU01.11G153200.1.p, GmISU01.12G074500.1.p	FUN_027466-T1
OG0010654	GmISU01.13G165200.1.p	FUN_030779-T1
OG0010656	GmISU01.11G130000.1.p, GmISU01.12G060500.1.p, GmISU01.12G060500.2.p, GmISU01.15G039000.1.p, GmISU01.13G292500.1.p	FUN_049280-T1
OG0010657	GmISU01.10G003000.1.p	FUN_014454-T1
OG0010658	GmISU01.07G215100.1.p, GmISU01.17G019000.1.p	FUN_033202-T1
OG0010659	GmISU01.06G074400.1.p, GmISU01.06G074400.2.p, GmISU01.04G073300.1.p	FUN_010657-T1
OG0010660	GmISU01.07G231400.1.p, GmISU01.15G113200.2.p, GmISU01.15G113200.1.p	FUN_018344-T1
OG0010663	GmISU01.19G172000.1.p	FUN_042871-T3, FUN_042871-T2
OG0010664	GmISU01.16G013100.1.p, GmISU01.16G013100.2.p, GmISU01.07G043700.1.p	FUN_025225-T1
OG0010665	GmISU01.04G110500.1.p, GmISU01.06G263100.1.p	FUN_030978-T1
OG0010666	GmISU01.19G169000.1.p, GmISU01.03G166900.2.p, GmISU01.03G166900.1.p	FUN_033040-T1
OG0010667	GmISU01.03G198500.1.p, GmISU01.19G199600.1.p, GmISU01.20G189700.1.p, GmISU01.10G126000.1.p	FUN_002453-T1, FUN_000437-T1
OG0010668	GmISU01.11G116800.1.p, GmISU01.12G047600.1.p, GmISU01.13G303400.1.p	FUN_014743-T1
OG0010669	GmISU01.16G076700.1.p, GmISU01.03G066400.1.p	FUN_050414-T1, FUN_025052-T1
OG0010670	GmISU01.13G121300.1.p, GmISU01.10G058700.1.p, GmISU01.03G150400.1.p, GmISU01.19G153700.1.p	FUN_043547-T1
OG0010671	GmISU01.08G320400.1.p, GmISU01.18G133500.1.p	FUN_047895-T1
OG0010672	GmISU01.15G123900.1.p, GmISU01.15G123900.2.p	FUN_003460-T1
OG0010673	GmISU01.11G146200.3.p, GmISU01.11G146200.2.p, GmISU01.11G146200.1.p	FUN_048759-T1
OG0010674	GmISU01.09G231000.1.p, GmISU01.09G231000.2.p, GmISU01.18G163300.2.p	FUN_049230-T1
OG0010675	GmISU01.18G157700.1.p, GmISU01.09G234100.1.p, GmISU01.03G036300.1.p	FUN_003967-T1
OG0010676	GmISU01.10G198200.3.p, GmISU01.10G198200.4.p, GmISU01.20G122000.1.p, GmISU01.10G198200.1.p, GmISU01.10G198200.2.p	FUN_013931-T1
OG0010677	GmISU01.03G009900.1.p, GmISU01.07G065400.1.p, GmISU01.18G177900.1.p	FUN_049131-T1
OG0010679	GmISU01.15G026400.1.p, GmISU01.13G305500.1.p, GmISU01.11G115100.1.p	FUN_006555-T2, FUN_006555-T1
OG0010680	GmISU01.19G193100.1.p, GmISU01.03G191600.2.p, GmISU01.03G191600.1.p	FUN_012907-T1
OG0010681	GmISU01.13G051300.2.p, GmISU01.13G051300.4.p, GmISU01.13G051300.1.p	FUN_040532-T1
OG0010682	GmISU01.03G151800.2.p, GmISU01.03G151800.1.p, GmISU01.19G155200.1.p	FUN_005816-T1
OG0010683	GmISU01.17G176400.1.p, GmISU01.13G194200.1.p	FUN_005501-T1
OG0010684	GmISU01.09G061100.1.p, GmISU01.07G144400.1.p	FUN_044968-T1
OG0010685	GmISU01.19G176000.1.p, GmISU01.02G015100.1.p, GmISU01.10G016000.1.p	FUN_024781-T1
OG0010686	GmISU01.13G317500.1.p, GmISU01.13G317500.2.p	FUN_006274-T1, FUN_006274-T2
OG0010687	GmISU01.08G109900.1.p	FUN_017556-T1
OG0010690	GmISU01.10G010200.1.p, GmISU01.02G009300.2.p, GmISU01.02G009300.1.p	FUN_052556-T1
OG0010691	GmISU01.09G121600.1.p, GmISU01.16G174600.1.p	FUN_001779-T1, FUN_001779-T2
OG0010692	GmISU01.20G056400.1.p	FUN_040512-T2, FUN_040512-T1
OG0010693	GmISU01.10G062100.1.p, GmISU01.13G124200.1.p	FUN_036731-T1
OG0010694	GmISU01.20G161300.1.p, GmISU01.10G155100.1.p, GmISU01.10G108100.1.p, GmISU01.20G059300.1.p	FUN_015026-T1
OG0010695	GmISU01.08G102100.1.p	FUN_034105-T2, FUN_034105-T3, FUN_034105-T1
OG0010696	GmISU01.13G175900.1.p, GmISU01.15G097100.1.p	FUN_028903-T1
OG0010697	GmISU01.03G088100.1.p, GmISU01.19G093400.1.p	FUN_034001-T1
OG0010698	GmISU01.16G080700.2.p, GmISU01.16G080700.3.p, GmISU01.16G080700.1.p, GmISU01.16G080700.4.p	FUN_024984-T1
OG0010700	GmISU01.02G222300.1.p, GmISU01.14G051000.1.p	FUN_019037-T1, FUN_019037-T2
OG0010701	GmISU01.11G162100.1.p	FUN_030840-T1
OG0010703	GmISU01.18G128500.1.p, GmISU01.08G316100.1.p, GmISU01.08G316100.2.p	FUN_032983-T1
OG0010704	GmISU01.03G119000.1.p	FUN_051067-T1
OG0010705	GmISU01.15G132400.1.p, GmISU01.09G036400.3.p, GmISU01.09G036400.4.p, GmISU01.09G036400.1.p, GmISU01.07G205300.1.p	FUN_014975-T1
OG0010706	GmISU01.15G038500.1.p, GmISU01.13G293100.1.p	FUN_041740-T1
OG0010707	GmISU01.05G125900.1.p, GmISU01.08G099400.1.p	FUN_034087-T1
OG0010708	GmISU01.19G178100.1.p, GmISU01.03G176800.1.p, GmISU01.02G013200.1.p, GmISU01.10G014100.1.p	FUN_010330-T1, FUN_051285-T1
OG0010709	GmISU01.18G219000.1.p, GmISU01.08G232600.1.p	FUN_044772-T1, FUN_044772-T2
OG0010710	GmISU01.10G136000.2.p, GmISU01.10G136000.3.p, GmISU01.10G136000.1.p, GmISU01.20G180300.1.p	FUN_051609-T1
OG0010712	GmISU01.06G068700.1.p, GmISU01.04G067700.1.p	FUN_008355-T1
OG0010713	GmISU01.07G208700.1.p, GmISU01.17G025100.3.p	FUN_033155-T1
OG0010714	GmISU01.18G035300.1.p, GmISU01.11G199200.2.p	FUN_030057-T1
OG0010716	GmISU01.18G002000.3.p, GmISU01.18G002000.1.p	FUN_003497-T1
OG0010718	GmISU01.11G186400.1.p, GmISU01.18G046500.1.p	FUN_025446-T1
OG0010719	GmISU01.02G168600.1.p, GmISU01.10G066000.1.p	FUN_039028-T1
OG0010720	GmISU01.07G212800.1.p, GmISU01.17G021300.1.p	FUN_020260-T1
OG0010722	GmISU01.18G074000.1.p	FUN_024423-T1
OG0010723	GmISU01.03G092500.1.p	FUN_006282-T1, FUN_033952-T1
OG0010724	GmISU01.11G004100.1.p, GmISU01.11G004100.3.p	FUN_014432-T1
OG0010725	GmISU01.17G036300.1.p, GmISU01.10G194300.1.p, GmISU01.06G071100.1.p	FUN_023771-T1
OG0010727	GmISU01.16G102300.1.p, GmISU01.02G042700.1.p	FUN_031109-T1
OG0010728	GmISU01.20G075100.1.p	FUN_027662-T1
OG0010729	GmISU01.05G148800.1.p, GmISU01.08G124600.1.p	FUN_029548-T1
OG0010730	GmISU01.11G066800.1.p, GmISU01.01G132400.1.p	FUN_031024-T1
OG0010731	GmISU01.05G165300.3.p, GmISU01.05G165300.1.p	FUN_021656-T1
OG0010732	GmISU01.02G069200.2.p, GmISU01.02G069200.3.p, GmISU01.02G069200.4.p, GmISU01.16G131800.3.p, GmISU01.16G131800.2.p, GmISU01.16G131800.1.p	FUN_027108-T1
OG0010733	GmISU01.01G125300.1.p, GmISU01.11G073800.1.p	FUN_003873-T1, FUN_003843-T1
OG0010734	GmISU01.05G148600.1.p, GmISU01.08G124400.1.p, GmISU01.18G014600.1.p, GmISU01.11G219400.1.p	FUN_025439-T1, FUN_031228-T1
OG0010735	GmISU01.14G074800.2.p, GmISU01.14G074800.1.p, GmISU01.14G074900.1.p	FUN_027070-T1
OG0010736	GmISU01.04G080900.1.p, GmISU01.06G082500.1.p	FUN_024277-T1
OG0010737	GmISU01.10G219700.1.p, GmISU01.20G098500.1.p	FUN_001969-T2, FUN_001969-T1
OG0010738	GmISU01.05G153000.1.p, GmISU01.05G153000.2.p, GmISU01.08G129400.2.p, GmISU01.08G129400.1.p	FUN_029664-T1
OG0010739	GmISU01.16G111900.1.p	FUN_009452-T1
OG0010740	GmISU01.17G050300.1.p, GmISU01.13G076700.1.p, GmISU01.15G154100.2.p, GmISU01.15G154100.1.p	FUN_010298-T1
OG0010741	GmISU01.04G137000.2.p	FUN_011091-T1
OG0010742	GmISU01.09G017100.1.p, GmISU01.15G114700.1.p	FUN_022725-T1
OG0010743	GmISU01.05G001800.1.p	FUN_037958-T2, FUN_037958-T1, FUN_037958-T3
OG0010744	GmISU01.07G180200.1.p, GmISU01.02G118700.1.p	FUN_050606-T2, FUN_050606-T1
OG0010745	GmISU01.11G065800.1.p, GmISU01.01G133300.1.p	FUN_025584-T1
OG0010746	GmISU01.20G003100.1.p, GmISU01.10G085800.1.p, GmISU01.20G053000.1.p, GmISU01.09G099800.1.p, GmISU01.15G152800.1.p, GmISU01.01G069400.1.p	FUN_053056-T1
OG0010747	GmISU01.17G162700.1.p	FUN_005924-T1
OG0010748	GmISU01.06G027000.1.p, GmISU01.14G067400.1.p, GmISU01.14G067400.3.p, GmISU01.14G067400.2.p, GmISU01.14G067400.4.p	FUN_038348-T1
OG0010749	GmISU01.06G133900.2.p, GmISU01.06G133900.3.p, GmISU01.04G178300.1.p	FUN_004247-T1
