Orthogroup	G_max.proteins	L_sativa.proteins
OG0012376	GmISU01.03G200000.2.p, GmISU01.03G200000.4.p, GmISU01.03G200000.1.p	Lsat_1_v5_gn_4_140321.1, Lsat_1_v5_gn_4_140321.3
OG0012377	GmISU01.13G232400.1.p	Lsat_1_v5_gn_7_102580.2, Lsat_1_v5_gn_7_102580.1
OG0012379	GmISU01.13G148900.1.p, GmISU01.07G168300.2.p	Lsat_1_v5_gn_9_89520.1
OG0012380	GmISU01.06G169200.1.p, GmISU01.04G145000.1.p	Lsat_1_v5_gn_4_72700.1
OG0012381	GmISU01.05G030700.1.p	Lsat_1_v5_gn_4_73321.1, Lsat_1_v5_gn_4_73321.3
OG0012382	GmISU01.05G205000.1.p, GmISU01.08G042300.1.p, GmISU01.08G042300.2.p	Lsat_1_v5_gn_8_46240.1
OG0012384	GmISU01.17G141100.1.p, GmISU01.05G091700.1.p	Lsat_1_v5_gn_7_30220.1
OG0012385	GmISU01.07G106700.1.p, GmISU01.03G076600.1.p	Lsat_1_v5_gn_4_38520.1
OG0012386	GmISU01.05G090900.1.p, GmISU01.17G142100.1.p	Lsat_1_v5_gn_6_78560.1
OG0012387	GmISU01.04G198100.1.p, GmISU01.06G111900.1.p	Lsat_1_v5_gn_6_96600.2, Lsat_1_v5_gn_6_96600.1
OG0012388	GmISU01.08G222500.1.p	Lsat_1_v5_gn_2_87981.1
OG0012389	GmISU01.18G012700.1.p	Lsat_1_v5_gn_3_30360.1
OG0012390	GmISU01.19G029200.1.p	Lsat_1_v5_gn_2_89680.1
OG0012391	GmISU01.20G010300.1.p, GmISU01.07G147900.1.p, GmISU01.08G085900.1.p, GmISU01.08G085900.2.p, GmISU01.05G113600.1.p, GmISU01.05G113600.2.p	Lsat_1_v5_gn_8_34741.1
OG0012392	GmISU01.09G130200.1.p, GmISU01.16G182900.1.p	Lsat_1_v5_gn_7_11001.1, Lsat_1_v5_gn_7_11001.2
OG0012393	GmISU01.02G100700.1.p	Lsat_1_v5_gn_8_46861.3, Lsat_1_v5_gn_5_96721.1, Lsat_1_v5_gn_8_46861.1
OG0012394	GmISU01.07G194800.1.p	Lsat_1_v5_gn_8_50121.1, Lsat_1_v5_gn_8_50121.3
OG0012395	GmISU01.02G201700.4.p, GmISU01.02G201700.1.p	Lsat_1_v5_gn_2_80860.1
OG0012396	GmISU01.07G016900.1.p, GmISU01.08G189900.1.p	Lsat_1_v5_gn_2_98340.1
OG0012397	GmISU01.07G040000.1.p	Lsat_1_v5_gn_4_10820.1, Lsat_1_v5_gn_4_10820.2
OG0012398	GmISU01.10G141100.1.p, GmISU01.20G175700.1.p	Lsat_1_v5_gn_8_1660.1
OG0012399	GmISU01.07G084300.1.p	Lsat_1_v5_gn_8_144720.1, Lsat_1_v5_gn_8_144720.3, Lsat_1_v5_gn_8_144720.2
OG0012401	GmISU01.02G021350.2.p, GmISU01.02G021350.1.p, GmISU01.01G037700.1.p	Lsat_1_v5_gn_3_49700.1
OG0012402	GmISU01.16G129600.1.p, GmISU01.02G067700.2.p, GmISU01.02G067700.1.p	Lsat_1_v5_gn_1_9521.1
OG0012403	GmISU01.18G237200.1.p	Lsat_1_v5_gn_3_79740.1, Lsat_1_v5_gn_3_79740.2
OG0012404	GmISU01.04G149300.1.p, GmISU01.04G149300.2.p	Lsat_1_v5_gn_4_75921.1
OG0012405	GmISU01.13G093900.2.p	Lsat_1_v5_gn_4_20701.3, Lsat_1_v5_gn_4_20701.1
OG0012406	GmISU01.01G186900.1.p, GmISU01.11G010200.1.p	Lsat_1_v5_gn_3_105561.1
OG0012407	GmISU01.07G094800.1.p	Lsat_1_v5_gn_0_10461.4
OG0012408	GmISU01.17G094500.1.p, GmISU01.05G021800.1.p	Lsat_1_v5_gn_5_21340.3, Lsat_1_v5_gn_5_21340.1
OG0012409	GmISU01.05G036200.1.p, GmISU01.17G079800.1.p	Lsat_1_v5_gn_4_76040.1
OG0012410	GmISU01.19G038200.1.p	Lsat_1_v5_gn_4_153081.1
OG0012411	GmISU01.01G017200.1.p, GmISU01.09G164700.1.p, GmISU01.09G164700.2.p	Lsat_1_v5_gn_3_17880.2, Lsat_1_v5_gn_3_17880.1
OG0012412	GmISU01.09G192100.1.p, GmISU01.12G002100.1.p	Lsat_1_v5_gn_8_3841.3, Lsat_1_v5_gn_8_3841.1
OG0012413	GmISU01.08G239900.1.p, GmISU01.01G065700.1.p	Lsat_1_v5_gn_3_59180.1
OG0012414	GmISU01.02G094700.1.p, GmISU01.01G041800.1.p	Lsat_1_v5_gn_8_52741.1, Lsat_1_v5_gn_1_103541.1
OG0012415	GmISU01.07G146300.2.p, GmISU01.07G146300.1.p, GmISU01.06G207800.2.p, GmISU01.06G207800.1.p, GmISU01.05G206900.3.p, GmISU01.08G044400.1.p, GmISU01.05G206900.1.p, GmISU01.05G206900.2.p	Lsat_1_v5_gn_4_23140.1
OG0012417	GmISU01.16G075300.1.p	Lsat_1_v5_gn_4_10120.2, Lsat_1_v5_gn_4_10120.1
OG0012418	GmISU01.01G160200.1.p, GmISU01.11G037500.1.p	Lsat_1_v5_gn_3_16220.1
OG0012419	GmISU01.05G042100.1.p, GmISU01.17G118000.1.p	Lsat_1_v5_gn_5_13501.1
OG0012420	GmISU01.12G000700.1.p, GmISU01.08G219900.1.p	Lsat_1_v5_gn_0_4920.2, Lsat_1_v5_gn_0_4920.1
OG0012421	GmISU01.12G015200.1.p	Lsat_1_v5_gn_2_60801.1
OG0012423	GmISU01.17G072300.1.p, GmISU01.05G018500.1.p	Lsat_1_v5_gn_4_111120.1
OG0012425	GmISU01.13G071700.1.p, GmISU01.17G055900.1.p	Lsat_1_v5_gn_8_69561.2
OG0012426	GmISU01.04G123950.1.p, GmISU01.01G074000.2.p, GmISU01.02G113900.1.p	Lsat_1_v5_gn_3_62681.1, Lsat_1_v5_gn_3_62681.3
OG0012427	GmISU01.01G028900.1.p, GmISU01.02G031100.1.p	Lsat_1_v5_gn_8_157120.1
OG0012428	GmISU01.10G222300.1.p, GmISU01.20G095600.1.p	Lsat_1_v5_gn_9_111221.1
OG0012429	GmISU01.01G165800.1.p	Lsat_1_v5_gn_4_126100.1, Lsat_1_v5_gn_4_126100.3
OG0012430	GmISU01.02G077300.2.p, GmISU01.02G077300.1.p, GmISU01.07G145600.2.p, GmISU01.07G145600.1.p	Lsat_1_v5_gn_8_35440.1
OG0012431	GmISU01.19G028400.2.p, GmISU01.13G033100.1.p	Lsat_1_v5_gn_4_173160.1
OG0012432	GmISU01.10G130400.2.p, GmISU01.20G184000.3.p, GmISU01.20G184000.1.p	Lsat_1_v5_gn_5_23641.1
OG0012433	GmISU01.18G207900.1.p, GmISU01.08G224100.1.p	Lsat_1_v5_gn_3_98801.1
OG0012436	GmISU01.05G054300.1.p, GmISU01.17G130000.1.p, GmISU01.01G169100.1.p	Lsat_1_v5_gn_3_841.1, Lsat_1_v5_gn_6_91081.1, Lsat_1_v5_gn_4_4600.1, Lsat_1_v5_gn_5_120200.1
OG0012441	GmISU01.15G162300.1.p	Lsat_1_v5_gn_7_35340.1
OG0012443	GmISU01.08G229400.1.p, GmISU01.18G215100.1.p	Lsat_1_v5_gn_4_173280.1
OG0012449	GmISU01.09G225700.1.p	Lsat_1_v5_gn_8_108500.1, Lsat_1_v5_gn_9_39941.1, Lsat_1_v5_gn_5_153780.1
OG0012451	GmISU01.18G194200.1.p, GmISU01.09G200700.1.p	Lsat_1_v5_gn_4_69300.1
OG0012452	GmISU01.14G082900.1.p, GmISU01.04G041900.1.p, GmISU01.06G041100.2.p	Lsat_1_v5_gn_6_110881.1
OG0012453	GmISU01.12G130600.1.p, GmISU01.15G149200.1.p, GmISU01.15G149300.1.p, GmISU01.09G053100.1.p, GmISU01.09G053200.1.p	Lsat_1_v5_gn_9_114060.1
OG0012454	GmISU01.07G047900.1.p	Lsat_1_v5_gn_4_31960.1, Lsat_1_v5_gn_4_31980.1
OG0012460	GmISU01.09G096600.1.p	Lsat_1_v5_gn_4_14941.2, Lsat_1_v5_gn_4_14941.1
OG0012461	GmISU01.17G170400.1.p	Lsat_1_v5_gn_7_33880.1, Lsat_1_v5_gn_7_33880.3
OG0012462	GmISU01.09G167400.1.p, GmISU01.01G014000.1.p	Lsat_1_v5_gn_3_19641.4, Lsat_1_v5_gn_3_19641.1, Lsat_1_v5_gn_3_19641.2
OG0012464	GmISU01.08G157100.1.p	Lsat_1_v5_gn_3_121740.1, Lsat_1_v5_gn_3_121740.2, Lsat_1_v5_gn_3_121021.2, Lsat_1_v5_gn_3_121220.2
OG0012469	GmISU01.17G197400.1.p	Lsat_1_v5_gn_7_82661.1, Lsat_1_v5_gn_5_27661.1
OG0012480	GmISU01.19G137300.1.p, GmISU01.03G133600.1.p, GmISU01.03G133500.1.p, GmISU01.19G137200.1.p, GmISU01.10G039800.1.p, GmISU01.13G103200.1.p	Lsat_1_v5_gn_9_11040.1
OG0012481	GmISU01.01G023700.1.p, GmISU01.02G036100.1.p, GmISU01.08G252700.1.p	Lsat_1_v5_gn_8_153360.1
OG0012484	GmISU01.14G155600.1.p	Lsat_1_v5_gn_5_68261.1, Lsat_1_v5_gn_8_3961.1, Lsat_1_v5_gn_0_9760.1, Lsat_1_v5_gn_0_9760.2
OG0012489	GmISU01.03G056600.1.p, GmISU01.03G056600.2.p	Lsat_1_v5_gn_6_50001.1, Lsat_1_v5_gn_8_76941.3, Lsat_1_v5_gn_8_76941.1, Lsat_1_v5_gn_8_77021.1, Lsat_1_v5_gn_8_77021.2
OG0012496	GmISU01.06G021200.1.p, GmISU01.04G023100.1.p	Lsat_1_v5_gn_8_30660.1
OG0012503	GmISU01.09G000600.4.p, GmISU01.09G000600.5.p, GmISU01.09G000600.3.p, GmISU01.09G000600.2.p, GmISU01.09G000600.1.p, GmISU01.12G203300.1.p	Lsat_1_v5_gn_9_111181.2, Lsat_1_v5_gn_9_111181.3, Lsat_1_v5_gn_9_111181.1
OG0012509	GmISU01.10G227900.1.p	Lsat_1_v5_gn_5_102200.3, Lsat_1_v5_gn_5_102200.2, Lsat_1_v5_gn_0_31620.1, Lsat_1_v5_gn_7_39420.3, Lsat_1_v5_gn_7_39420.1, Lsat_1_v5_gn_4_144300.1, Lsat_1_v5_gn_3_55101.1, Lsat_1_v5_gn_4_144260.1, Lsat_1_v5_gn_6_32821.1, Lsat_1_v5_gn_5_102200.1, Lsat_1_v5_gn_0_31600.1, Lsat_1_v5_gn_4_144240.1
OG0012569	GmISU01.18G230400.1.p	Lsat_1_v5_gn_8_66820.1
OG0012571	GmISU01.09G042800.1.p, GmISU01.15G135200.1.p	Lsat_1_v5_gn_6_15060.1, Lsat_1_v5_gn_6_15060.3
OG0012573	GmISU01.16G095700.1.p, GmISU01.12G195400.1.p	Lsat_1_v5_gn_3_117960.1
OG0012575	GmISU01.09G183100.1.p, GmISU01.12G011200.1.p	Lsat_1_v5_gn_4_30401.1, Lsat_1_v5_gn_1_97040.1
OG0012577	GmISU01.09G159200.1.p, GmISU01.11G077800.1.p	Lsat_1_v5_gn_2_73460.1
OG0012579	GmISU01.10G110500.1.p	Lsat_1_v5_gn_9_7181.1, Lsat_1_v5_gn_9_7181.3
OG0012581	GmISU01.08G085500.1.p, GmISU01.08G085500.2.p	Lsat_1_v5_gn_7_48281.3, Lsat_1_v5_gn_7_48281.1
OG0012583	GmISU01.18G191800.1.p	Lsat_1_v5_gn_8_98501.1, Lsat_1_v5_gn_8_98501.2
OG0012584	GmISU01.07G181500.2.p, GmISU01.07G181500.1.p, GmISU01.02G091500.1.p	Lsat_1_v5_gn_4_124761.3, Lsat_1_v5_gn_4_124761.1
OG0012585	GmISU01.11G007200.1.p	Lsat_1_v5_gn_6_103081.1
OG0012586	GmISU01.09G206200.1.p, GmISU01.18G187600.1.p	Lsat_1_v5_gn_9_49060.1
OG0012588	GmISU01.12G057400.1.p, GmISU01.11G126600.1.p	Lsat_1_v5_gn_5_170480.3, Lsat_1_v5_gn_5_170480.1
OG0012589	GmISU01.10G022900.1.p	Lsat_1_v5_gn_5_187441.1
OG0012590	GmISU01.18G116700.1.p, GmISU01.03G061500.1.p	Lsat_1_v5_gn_5_179880.1, Lsat_1_v5_gn_5_179880.3
OG0012591	GmISU01.17G164100.1.p	Lsat_1_v5_gn_0_35040.2, Lsat_1_v5_gn_5_43061.1, Lsat_1_v5_gn_0_35040.1
OG0012593	GmISU01.17G097600.1.p, GmISU01.13G136900.1.p	Lsat_1_v5_gn_7_46141.1
OG0012595	GmISU01.18G085700.1.p, GmISU01.08G280200.1.p	Lsat_1_v5_gn_7_109420.1
OG0012596	GmISU01.10G004600.1.p	Lsat_1_v5_gn_1_75161.1
OG0012597	GmISU01.03G195800.1.p	Lsat_1_v5_gn_9_86021.3, Lsat_1_v5_gn_9_86021.1
OG0012598	GmISU01.04G107200.1.p, GmISU01.06G265800.1.p	Lsat_1_v5_gn_3_25780.1
OG0012599	GmISU01.06G006700.1.p, GmISU01.04G007500.1.p	Lsat_1_v5_gn_4_67341.1
OG0012601	GmISU01.14G173900.1.p, GmISU01.02G202700.1.p	Lsat_1_v5_gn_3_22641.1
OG0012602	GmISU01.01G195700.1.p, GmISU01.11G005100.1.p	Lsat_1_v5_gn_2_32501.1
OG0012604	GmISU01.14G054300.1.p, GmISU01.02G219400.1.p	Lsat_1_v5_gn_8_12620.1
OG0012605	GmISU01.02G099500.1.p, GmISU01.01G046400.1.p	Lsat_1_v5_gn_0_8161.1
OG0012606	GmISU01.10G018600.1.p, GmISU01.10G018600.4.p, GmISU01.02G139000.1.p	Lsat_1_v5_gn_8_53361.2, Lsat_1_v5_gn_8_53361.1
OG0012607	GmISU01.13G114200.1.p	Lsat_1_v5_gn_6_25081.3, Lsat_1_v5_gn_6_25081.1
OG0012610	GmISU01.10G043500.1.p, GmISU01.03G137800.1.p	Lsat_1_v5_gn_6_33160.1
OG0012611	GmISU01.02G133700.4.p, GmISU01.02G133700.3.p, GmISU01.02G133700.1.p, GmISU01.02G133700.2.p	Lsat_1_v5_gn_9_4200.1, Lsat_1_v5_gn_1_88481.1
OG0012612	GmISU01.12G046900.1.p, GmISU01.11G116200.1.p	Lsat_1_v5_gn_5_71141.1
OG0012613	GmISU01.15G095600.1.p	Lsat_1_v5_gn_6_90800.2, Lsat_1_v5_gn_6_90800.1
OG0012614	GmISU01.02G013100.1.p, GmISU01.10G014000.1.p	Lsat_1_v5_gn_9_541.1
OG0012615	GmISU01.06G267300.1.p	Lsat_1_v5_gn_8_20881.1
OG0012616	GmISU01.08G080300.1.p	Lsat_1_v5_gn_6_69481.3, Lsat_1_v5_gn_6_69481.1
OG0012618	GmISU01.11G117000.1.p, GmISU01.12G047800.1.p	Lsat_1_v5_gn_1_120661.1
OG0012619	GmISU01.09G228900.1.p, GmISU01.18G161500.1.p	Lsat_1_v5_gn_9_38701.1, Lsat_1_v5_gn_9_38701.3, Lsat_1_v5_gn_9_38701.2
OG0012620	GmISU01.10G065500.2.p	Lsat_1_v5_gn_5_165140.2, Lsat_1_v5_gn_5_165140.1
OG0012621	GmISU01.05G129700.1.p	Lsat_1_v5_gn_1_58781.1, Lsat_1_v5_gn_2_57920.1
OG0012622	GmISU01.02G179000.1.p	Lsat_1_v5_gn_3_7380.3, Lsat_1_v5_gn_3_7380.1
OG0012624	GmISU01.11G090000.1.p	Lsat_1_v5_gn_3_45501.1, Lsat_1_v5_gn_3_45501.3
OG0012626	GmISU01.06G084800.1.p, GmISU01.06G084800.5.p	Lsat_1_v5_gn_9_75000.1
OG0012627	GmISU01.08G124100.2.p, GmISU01.08G124100.1.p, GmISU01.05G148300.1.p, GmISU01.11G074100.1.p	Lsat_1_v5_gn_5_45721.1, Lsat_1_v5_gn_5_45721.2
OG0012630	GmISU01.01G152400.1.p, GmISU01.11G045500.1.p, GmISU01.17G149800.1.p, GmISU01.05G083400.1.p	Lsat_1_v5_gn_3_87740.1, Lsat_1_v5_gn_4_162000.1
OG0012631	GmISU01.09G151200.1.p, GmISU01.07G078500.1.p	Lsat_1_v5_gn_9_58181.1
OG0012633	GmISU01.14G084600.1.p, GmISU01.17G203500.1.p	Lsat_1_v5_gn_9_76560.2, Lsat_1_v5_gn_9_76560.1
OG0012634	GmISU01.10G180900.1.p, GmISU01.20G136700.1.p	Lsat_1_v5_gn_4_135220.1
OG0012635	GmISU01.05G181700.2.p, GmISU01.05G181700.3.p, GmISU01.08G018300.1.p	Lsat_1_v5_gn_3_9640.1, Lsat_1_v5_gn_3_9640.3
OG0012636	GmISU01.06G140800.1.p	Lsat_1_v5_gn_6_22481.1
OG0012637	GmISU01.20G137700.1.p, GmISU01.10G179800.1.p	Lsat_1_v5_gn_1_10420.1, Lsat_1_v5_gn_1_10420.2
OG0012638	GmISU01.04G200500.1.p	Lsat_1_v5_gn_2_31041.1
OG0012639	GmISU01.12G131000.1.p	Lsat_1_v5_gn_7_980.1, Lsat_1_v5_gn_7_980.2
OG0012641	GmISU01.18G015800.1.p	Lsat_1_v5_gn_4_15500.1, Lsat_1_v5_gn_4_141400.1
OG0012643	GmISU01.10G189100.1.p	Lsat_1_v5_gn_1_8741.1, Lsat_1_v5_gn_6_98801.1
OG0012644	GmISU01.13G219300.1.p, GmISU01.15G057600.1.p	Lsat_1_v5_gn_7_83180.1
OG0012645	GmISU01.17G129500.1.p	Lsat_1_v5_gn_3_521.3, Lsat_1_v5_gn_3_521.1
OG0012647	GmISU01.11G089300.1.p	Lsat_1_v5_gn_6_28360.1, Lsat_1_v5_gn_6_28360.3
OG0012648	GmISU01.06G030100.1.p, GmISU01.04G031100.1.p	Lsat_1_v5_gn_1_17581.3, Lsat_1_v5_gn_1_17581.1
OG0012649	GmISU01.12G020900.1.p, GmISU01.11G088600.1.p	Lsat_1_v5_gn_4_71141.1
OG0012651	GmISU01.04G018200.1.p, GmISU01.06G016900.1.p	Lsat_1_v5_gn_9_44960.3, Lsat_1_v5_gn_9_44960.1
OG0012652	GmISU01.06G111400.1.p, GmISU01.04G198600.1.p	Lsat_1_v5_gn_6_96860.1
OG0012653	GmISU01.04G200300.1.p, GmISU01.06G109600.1.p	Lsat_1_v5_gn_1_70140.1, Lsat_1_v5_gn_1_70140.2
OG0012654	GmISU01.04G031700.1.p, GmISU01.04G031700.2.p, GmISU01.06G030800.1.p	Lsat_1_v5_gn_4_122361.1
OG0012655	GmISU01.11G055100.2.p, GmISU01.01G144000.1.p	Lsat_1_v5_gn_3_94020.1
OG0012656	GmISU01.19G120700.1.p, GmISU01.03G116400.1.p	Lsat_1_v5_gn_9_4081.1
OG0012658	GmISU01.06G276900.1.p, GmISU01.04G211600.1.p	Lsat_1_v5_gn_4_135761.1
OG0012659	GmISU01.13G291900.1.p, GmISU01.13G291900.3.p, GmISU01.13G291900.4.p	Lsat_1_v5_gn_2_86820.1, Lsat_1_v5_gn_2_86820.3, Lsat_1_v5_gn_2_86820.2
OG0012660	GmISU01.05G096900.2.p	Lsat_1_v5_gn_7_80180.1
OG0012661	GmISU01.07G189200.1.p, GmISU01.20G018100.1.p	Lsat_1_v5_gn_8_27520.1
OG0012662	GmISU01.17G145600.1.p, GmISU01.05G087700.1.p	Lsat_1_v5_gn_4_159680.1
OG0012663	GmISU01.08G173500.1.p	Lsat_1_v5_gn_5_105200.1
OG0012665	GmISU01.08G132800.2.p, GmISU01.05G156300.1.p, GmISU01.05G156300.4.p	Lsat_1_v5_gn_5_44981.1
OG0012666	GmISU01.04G001100.1.p	Lsat_1_v5_gn_8_120201.1
OG0012667	GmISU01.16G131900.1.p	Lsat_1_v5_gn_9_42581.1
OG0012668	GmISU01.13G304000.7.p, GmISU01.13G304000.5.p, GmISU01.13G304000.3.p, GmISU01.13G304000.6.p, GmISU01.13G304000.1.p, GmISU01.13G304000.4.p, GmISU01.04G009700.1.p	Lsat_1_v5_gn_7_91501.1
OG0012669	GmISU01.15G078600.1.p, GmISU01.13G195600.1.p	Lsat_1_v5_gn_7_25200.1
OG0012670	GmISU01.20G004900.1.p, GmISU01.07G138300.1.p	Lsat_1_v5_gn_2_2780.1, Lsat_1_v5_gn_2_2780.2
OG0012672	GmISU01.18G165300.1.p, GmISU01.09G226500.1.p	Lsat_1_v5_gn_8_109701.1
OG0012673	GmISU01.13G323600.1.p	Lsat_1_v5_gn_1_34341.3, Lsat_1_v5_gn_1_34341.1
OG0012674	GmISU01.15G168300.1.p, GmISU01.09G071700.1.p	Lsat_1_v5_gn_1_96760.1
OG0012675	GmISU01.13G150600.1.p, GmISU01.07G165900.2.p, GmISU01.07G165900.1.p	Lsat_1_v5_gn_3_23080.1
OG0012676	GmISU01.12G180600.1.p, GmISU01.13G248600.1.p	Lsat_1_v5_gn_7_108120.1
OG0012677	GmISU01.08G148300.1.p, GmISU01.14G032800.1.p, GmISU01.15G221200.1.p	Lsat_1_v5_gn_7_111001.1
OG0012680	GmISU01.06G249100.1.p	Lsat_1_v5_gn_8_133320.3, Lsat_1_v5_gn_8_133320.1, Lsat_1_v5_gn_8_133320.2
OG0012681	GmISU01.15G080500.1.p, GmISU01.13G193400.1.p, GmISU01.05G135700.1.p, GmISU01.08G110500.1.p	Lsat_1_v5_gn_7_25401.1
OG0012683	GmISU01.08G162200.2.p	Lsat_1_v5_gn_3_39301.1
OG0012684	GmISU01.13G197900.1.p	Lsat_1_v5_gn_7_23201.1
OG0012686	GmISU01.12G130900.3.p, GmISU01.12G130900.1.p	Lsat_1_v5_gn_5_127320.4
OG0012687	GmISU01.05G143500.1.p, GmISU01.08G118800.1.p, GmISU01.08G118700.1.p	Lsat_1_v5_gn_4_130100.1, Lsat_1_v5_gn_4_129001.3, Lsat_1_v5_gn_4_129001.4, Lsat_1_v5_gn_4_129001.1, Lsat_1_v5_gn_4_129001.2, Lsat_1_v5_gn_4_130161.1
OG0012688	GmISU01.15G068300.1.p, GmISU01.13G207300.1.p	Lsat_1_v5_gn_1_126041.1
OG0012693	GmISU01.08G056800.1.p, GmISU01.07G156900.1.p	Lsat_1_v5_gn_7_18360.1
OG0012696	GmISU01.01G103200.1.p, GmISU01.03G028600.1.p	Lsat_1_v5_gn_3_129201.1, Lsat_1_v5_gn_3_129201.3
OG0012697	GmISU01.15G075500.1.p, GmISU01.13G198700.1.p	Lsat_1_v5_gn_4_49741.1
OG0012699	GmISU01.01G161100.1.p	Lsat_1_v5_gn_6_66400.1
OG0012700	GmISU01.08G218400.1.p	Lsat_1_v5_gn_7_100320.1, Lsat_1_v5_gn_7_100320.2
OG0012701	GmISU01.15G003600.1.p	Lsat_1_v5_gn_2_132940.1, Lsat_1_v5_gn_4_87000.1
OG0012702	GmISU01.14G098500.1.p, GmISU01.04G054900.1.p, GmISU01.06G054700.1.p	Lsat_1_v5_gn_6_96400.1
OG0012703	GmISU01.08G189800.1.p, GmISU01.07G016800.2.p, GmISU01.07G016800.3.p, GmISU01.07G016800.4.p, GmISU01.07G016800.5.p, GmISU01.07G016800.6.p	Lsat_1_v5_gn_1_35340.1
OG0012704	GmISU01.17G080000.1.p	Lsat_1_v5_gn_1_28180.2, Lsat_1_v5_gn_1_28180.1, Lsat_1_v5_gn_1_28180.3
OG0012705	GmISU01.02G172200.1.p	Lsat_1_v5_gn_7_50080.1
OG0012706	GmISU01.08G031000.1.p	Lsat_1_v5_gn_5_144900.3, Lsat_1_v5_gn_5_144900.1
OG0012708	GmISU01.09G211500.1.p, GmISU01.18G183000.1.p	Lsat_1_v5_gn_7_3801.1
OG0012709	GmISU01.13G314200.1.p, GmISU01.15G017100.1.p	Lsat_1_v5_gn_4_101160.1
OG0012711	GmISU01.07G019800.1.p, GmISU01.08G204300.1.p	Lsat_1_v5_gn_5_8280.1
OG0012712	GmISU01.16G174000.1.p	Lsat_1_v5_gn_8_8241.1
OG0012713	GmISU01.07G114700.1.p	Lsat_1_v5_gn_7_59680.1
OG0012714	GmISU01.01G114300.1.p, GmISU01.09G174700.1.p	Lsat_1_v5_gn_5_60680.1, Lsat_1_v5_gn_5_60680.2
OG0012718	GmISU01.08G027800.1.p, GmISU01.05G190900.1.p, GmISU01.07G112500.1.p	Lsat_1_v5_gn_5_145980.1, Lsat_1_v5_gn_8_87441.1
OG0012719	GmISU01.04G075100.1.p, GmISU01.06G076500.1.p	Lsat_1_v5_gn_1_49660.1
OG0012720	GmISU01.04G125600.6.p, GmISU01.04G125600.5.p	Lsat_1_v5_gn_7_49581.1
OG0012721	GmISU01.11G198200.1.p, GmISU01.18G036300.1.p	Lsat_1_v5_gn_2_81461.1
OG0012724	GmISU01.08G303400.1.p	Lsat_1_v5_gn_1_83981.1
OG0012726	GmISU01.16G150900.1.p, GmISU01.09G105000.1.p	Lsat_1_v5_gn_9_56500.1
OG0012728	GmISU01.09G055200.1.p	Lsat_1_v5_gn_7_55841.1, Lsat_1_v5_gn_7_55841.2, Lsat_1_v5_gn_7_55841.3
OG0012729	GmISU01.07G038950.1.p, GmISU01.16G009100.2.p, GmISU01.16G009100.1.p	Lsat_1_v5_gn_4_91360.1, Lsat_1_v5_gn_4_91360.2
OG0012731	GmISU01.10G199400.1.p, GmISU01.20G121000.1.p	Lsat_1_v5_gn_0_29900.1
OG0012732	GmISU01.05G193600.1.p, GmISU01.08G030700.1.p, GmISU01.07G109900.1.p, GmISU01.01G006600.1.p	Lsat_1_v5_gn_8_98340.1, Lsat_1_v5_gn_7_39400.1
OG0012733	GmISU01.17G052500.1.p, GmISU01.13G074700.1.p	Lsat_1_v5_gn_8_68601.1
OG0012734	GmISU01.01G084500.1.p	Lsat_1_v5_gn_5_154760.1, Lsat_1_v5_gn_5_154760.3
OG0012738	GmISU01.08G206900.1.p	Lsat_1_v5_gn_4_88641.3, Lsat_1_v5_gn_4_88641.1
OG0012740	GmISU01.08G053500.2.p, GmISU01.08G053500.1.p, GmISU01.07G160400.1.p	Lsat_1_v5_gn_4_57121.1
OG0012742	GmISU01.17G065400.1.p	Lsat_1_v5_gn_7_50920.1
OG0012743	GmISU01.04G048200.1.p, GmISU01.06G047100.1.p	Lsat_1_v5_gn_3_25061.1
OG0012744	GmISU01.17G057800.1.p, GmISU01.13G069500.1.p	Lsat_1_v5_gn_8_67760.1, Lsat_1_v5_gn_7_54640.1
OG0012745	GmISU01.01G195400.1.p	Lsat_1_v5_gn_9_18440.1
OG0012747	GmISU01.03G012700.1.p, GmISU01.07G068200.1.p, GmISU01.08G218600.1.p	Lsat_1_v5_gn_7_70901.2, Lsat_1_v5_gn_7_70901.1, Lsat_1_v5_gn_7_112181.1
OG0012749	GmISU01.16G011200.1.p, GmISU01.07G041450.1.p	Lsat_1_v5_gn_1_39081.1, Lsat_1_v5_gn_1_39081.3
OG0012750	GmISU01.11G093700.1.p	Lsat_1_v5_gn_1_68301.1
OG0012751	GmISU01.05G195600.1.p, GmISU01.08G033300.1.p	Lsat_1_v5_gn_5_147400.1
OG0012752	GmISU01.05G051700.1.p, GmISU01.17G127400.1.p	Lsat_1_v5_gn_6_90321.1
OG0012753	GmISU01.09G078100.1.p, GmISU01.15G173400.1.p	Lsat_1_v5_gn_7_46800.1
OG0012754	GmISU01.15G023700.1.p, GmISU01.13G308050.1.p	Lsat_1_v5_gn_1_35640.1
OG0012755	GmISU01.06G073600.4.p, GmISU01.06G073600.3.p, GmISU01.06G073600.1.p, GmISU01.04G072600.1.p	Lsat_1_v5_gn_6_11360.1, Lsat_1_v5_gn_6_11360.2
OG0012756	GmISU01.03G002300.1.p, GmISU01.07G097500.1.p	Lsat_1_v5_gn_3_139581.1
OG0012761	GmISU01.18G127200.1.p, GmISU01.08G311700.1.p	Lsat_1_v5_gn_8_89600.1
OG0012762	GmISU01.13G113400.1.p	Lsat_1_v5_gn_6_24941.1, Lsat_1_v5_gn_6_24941.2
