Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0008286	FUN_040575-T1, FUN_018562-T1	Ds_00006054-RA
OG0008288	FUN_012730-T1, FUN_012731-T1, FUN_015724-T1	Ds_00012302-RA
OG0008291	FUN_012652-T1	Ds_00001192-RA
OG0008292	FUN_008134-T1	Ds_00014914-RA
OG0008293	FUN_042676-T1	Ds_00004753-RA
OG0008294	FUN_005358-T1	Ds_00004695-RA
OG0008295	FUN_046459-T1	Ds_00004937-RA
OG0008296	FUN_014583-T1	Ds_00010324-RA
OG0008297	FUN_033825-T1	Ds_00004642-RA
OG0008299	FUN_052448-T1	Ds_00004046-RA
OG0008301	FUN_020001-T1	Ds_00008298-RA
OG0008302	FUN_002808-T1	Ds_00003321-RA
OG0008304	FUN_035668-T1, FUN_035675-T1	Ds_00006942-RA
OG0008305	FUN_001708-T2, FUN_001708-T1	Ds_00009496-RA
OG0008306	FUN_012672-T1, FUN_012672-T2	Ds_00001187-RA, Ds_00001184-RA
OG0008307	FUN_024742-T1	Ds_00017172-RA
OG0008308	FUN_002115-T1	Ds_00006055-RA
OG0008310	FUN_002086-T1, FUN_002086-T2	Ds_00017122-RA
OG0008311	FUN_046752-T1	Ds_00006863-RA
OG0008312	FUN_047903-T1	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA
OG0008313	FUN_031069-T1	Ds_00001459-RA
OG0008314	FUN_001464-T3, FUN_001464-T1, FUN_001464-T2	Ds_00012740-RA
OG0008315	FUN_005907-T1	Ds_00017907-RA
OG0008317	FUN_031707-T1	Ds_00011843-RA
OG0008319	FUN_015789-T1	Ds_00008342-RA
OG0008320	FUN_008364-T1	Ds_00014273-RA
OG0008321	FUN_039066-T1	Ds_00002087-RA
OG0008322	FUN_012462-T1, FUN_035293-T1	Ds_00017828-RA
OG0008323	FUN_049034-T2, FUN_049034-T3, FUN_049034-T1	Ds_00011592-RA
OG0008324	FUN_027450-T1	Ds_00004124-RA
OG0008325	FUN_028791-T1	Ds_00006106-RA
OG0008326	FUN_043280-T1	Ds_00011534-RA
OG0008327	FUN_042245-T1	Ds_00012236-RA
OG0008328	FUN_012852-T1	Ds_00004272-RA
OG0008329	FUN_033008-T1, FUN_033008-T2	Ds_00007613-RA
OG0008330	FUN_008679-T1, FUN_035597-T1	Ds_00007723-RA
OG0008331	FUN_045490-T1	Ds_00013062-RA
OG0008332	FUN_019192-T1, FUN_030182-T1	Ds_00005138-RA
OG0008333	FUN_032847-T1	Ds_00011006-RA
OG0008334	FUN_039181-T2, FUN_039181-T1	Ds_00003268-RA
OG0008335	FUN_042068-T1, FUN_042068-T3	Ds_00013996-RA
OG0008336	FUN_029337-T1	Ds_00006643-RA
OG0008337	FUN_035306-T1, FUN_012481-T3, FUN_012481-T2, FUN_012481-T1	Ds_00013989-RA
OG0008338	FUN_036332-T1	Ds_00013927-RA
OG0008339	FUN_041916-T1	Ds_00002324-RA
OG0008340	FUN_036433-T3, FUN_036433-T2	Ds_00017524-RA
OG0008341	FUN_037406-T1	Ds_00002015-RA
OG0008342	FUN_036990-T1	Ds_00002051-RA
OG0008343	FUN_046555-T1	Ds_00002175-RA
OG0008345	FUN_012853-T1	Ds_00007180-RA
OG0008346	FUN_006041-T2, FUN_006041-T1	Ds_00003405-RA
OG0008347	FUN_046711-T1	Ds_00017534-RA
OG0008348	FUN_015826-T1	Ds_00001191-RA
OG0008350	FUN_002802-T2, FUN_002802-T3, FUN_002802-T1	Ds_00013260-RA
OG0008351	FUN_025260-T1	Ds_00000974-RA
OG0008352	FUN_000918-T1, FUN_053022-T1	Ds_00014159-RA, Ds_00016962-RA
OG0008353	FUN_011544-T1	Ds_00005907-RA
OG0008354	FUN_036419-T1	Ds_00014763-RA
OG0008355	FUN_012607-T1	Ds_00014818-RA
OG0008356	FUN_034517-T1	Ds_00010253-RA
OG0008357	FUN_043236-T2, FUN_043236-T1	Ds_00001301-RA
OG0008358	FUN_052762-T1	Ds_00016638-RA
OG0008360	FUN_014580-T2, FUN_014580-T1	Ds_00016767-RA
OG0008362	FUN_011337-T1	Ds_00009757-RA
OG0008363	FUN_002032-T1	Ds_00003175-RA
OG0008364	FUN_003752-T1, FUN_003752-T2, FUN_003750-T1, FUN_003748-T1	Ds_00005586-RA, Ds_00005589-RA
OG0008365	FUN_050078-T1, FUN_023979-T1	Ds_00007880-RA
OG0008366	FUN_005820-T2, FUN_005820-T1	Ds_00014226-RA
OG0008367	FUN_025248-T1, FUN_031801-T1	Ds_00010585-RA
OG0008369	FUN_039868-T1	Ds_00015297-RA
OG0008371	FUN_011379-T1	Ds_00017650-RA, Ds_00009767-RA
OG0008372	FUN_030101-T1	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008374	FUN_029640-T1	Ds_00010416-RA
OG0008375	FUN_051495-T2, FUN_051495-T1	Ds_00003890-RA
OG0008376	FUN_025071-T1, FUN_025071-T2, FUN_026138-T1	Ds_00009688-RA
OG0008377	FUN_002074-T1	Ds_00001921-RA
OG0008378	FUN_030517-T1	Ds_00013606-RA, Ds_00007397-RA
OG0008379	FUN_011872-T1, FUN_011872-T2, FUN_011872-T3	Ds_00007538-RA
OG0008380	FUN_041112-T1	Ds_00004739-RA
OG0008382	FUN_031755-T1	Ds_00004185-RA
OG0008384	FUN_045432-T1, FUN_011162-T1	Ds_00017056-RA
OG0008385	FUN_024590-T1, FUN_024591-T1, FUN_024589-T1, FUN_024592-T1	Ds_00000692-RA
OG0008386	FUN_003469-T1	Ds_00005708-RA
OG0008387	FUN_010662-T1	Ds_00004555-RA
OG0008388	FUN_046350-T1, FUN_042603-T1, FUN_042603-T2	Ds_00014057-RA
OG0008390	FUN_014501-T1	Ds_00004677-RA
OG0008391	FUN_032826-T1	Ds_00009582-RA
OG0008392	FUN_026862-T1, FUN_026862-T2	Ds_00011192-RA
OG0008394	FUN_040094-T1	Ds_00014625-RA
OG0008395	FUN_032832-T1	Ds_00001396-RA
OG0008396	FUN_025273-T1	Ds_00009171-RA
OG0008397	FUN_052148-T1	Ds_00013612-RA
OG0008398	FUN_032639-T1	Ds_00004617-RA
OG0008399	FUN_037343-T1	Ds_00012500-RA
OG0008400	FUN_018163-T1	Ds_00015822-RA
OG0008401	FUN_010231-T1	Ds_00003010-RA
OG0008402	FUN_012588-T2, FUN_012588-T1	Ds_00008040-RA
OG0008403	FUN_025676-T2, FUN_025676-T3, FUN_025676-T1	Ds_00015038-RA
OG0008404	FUN_039640-T1	Ds_00013589-RA
OG0008405	FUN_001436-T1	Ds_00012509-RA
OG0008406	FUN_030677-T3, FUN_030677-T2, FUN_030677-T1	Ds_00016607-RA
OG0008408	FUN_050840-T2, FUN_011568-T1, FUN_050840-T1, FUN_050840-T3	Ds_00014412-RA
OG0008409	FUN_025385-T1	Ds_00010734-RA, Ds_00010726-RA
OG0008410	FUN_011545-T1	Ds_00001035-RA
OG0008411	FUN_001221-T1	Ds_00004301-RA
OG0008412	FUN_045800-T1	Ds_00000080-RA
OG0008413	FUN_018636-T1	Ds_00009896-RA
OG0008414	FUN_025666-T1	Ds_00007458-RA
OG0008415	FUN_033111-T1, FUN_005773-T1	Ds_00007600-RA
OG0008416	FUN_048429-T1, FUN_037832-T2, FUN_037832-T1	Ds_00005453-RA
OG0008417	FUN_033245-T1, FUN_033247-T1, FUN_020237-T1	Ds_00003096-RA
OG0008419	FUN_020561-T1	Ds_00015222-RA
OG0008422	FUN_034212-T1	Ds_00003662-RA
OG0008423	FUN_043506-T3, FUN_043506-T2, FUN_043506-T1	Ds_00001019-RA
OG0008424	FUN_039213-T1, FUN_039213-T2	Ds_00014426-RA
OG0008425	FUN_035331-T1, FUN_035331-T2	Ds_00010209-RA
OG0008426	FUN_001556-T1	Ds_00007890-RA
OG0008428	FUN_025483-T1	Ds_00010940-RA
OG0008429	FUN_025109-T1	Ds_00003821-RA
OG0008430	FUN_052622-T1	Ds_00017573-RA
OG0008431	FUN_035599-T1	Ds_00001869-RA
OG0008432	FUN_045985-T1	Ds_00002812-RA
OG0008434	FUN_033860-T2, FUN_033860-T1	Ds_00009152-RA
OG0008435	FUN_026960-T1	Ds_00011608-RA, Ds_00005256-RA
OG0008436	FUN_030456-T1, FUN_052810-T1	Ds_00009440-RA
OG0008437	FUN_051422-T1	Ds_00003646-RA
OG0008438	FUN_016540-T1	Ds_00009268-RA
OG0008439	FUN_040501-T1	Ds_00009542-RA, Ds_00016401-RA
OG0008440	FUN_052468-T1	Ds_00015412-RA
OG0008441	FUN_015010-T1, FUN_015010-T3, FUN_015010-T4, FUN_015010-T2	Ds_00007642-RA
OG0008442	FUN_047257-T2, FUN_047257-T3, FUN_047257-T1	Ds_00000309-RA
OG0008444	FUN_005413-T4, FUN_005413-T1, FUN_005413-T2, FUN_005413-T3	Ds_00010182-RA
OG0008445	FUN_037310-T1	Ds_00008383-RA
OG0008446	FUN_014847-T1, FUN_031668-T1	Ds_00005052-RA
OG0008447	FUN_043589-T1, FUN_043589-T2	Ds_00017602-RA
OG0008448	FUN_018415-T1, FUN_047046-T1	Ds_00012412-RA
OG0008449	FUN_025694-T2, FUN_040836-T1, FUN_025694-T1	Ds_00013284-RA
OG0008450	FUN_025396-T1	Ds_00001992-RA
OG0008451	FUN_001202-T1	Ds_00012128-RA
OG0008452	FUN_000778-T1	Ds_00004207-RA
OG0008453	FUN_033332-T1	Ds_00005913-RA
OG0008454	FUN_046163-T1	Ds_00002999-RA, Ds_00010031-RA
OG0008455	FUN_034873-T1	Ds_00007844-RA
OG0008456	FUN_025634-T1	Ds_00015031-RA
OG0008457	FUN_013823-T1	Ds_00011070-RA
OG0008458	FUN_020088-T1	Ds_00006519-RA
OG0008460	FUN_050294-T1	Ds_00013776-RA
OG0008461	FUN_020662-T1	Ds_00005436-RA
OG0008462	FUN_033674-T1	Ds_00009108-RA
OG0008463	FUN_046674-T1	Ds_00001971-RA
OG0008465	FUN_022935-T1, FUN_032369-T1	Ds_00015814-RA
OG0008466	FUN_016457-T1	Ds_00008499-RA
OG0008467	FUN_033439-T2, FUN_033439-T1	Ds_00008550-RA
OG0008468	FUN_002005-T1	Ds_00000382-RA
OG0008469	FUN_017989-T1	Ds_00007376-RA
OG0008470	FUN_032630-T1, FUN_023443-T2, FUN_023443-T3	Ds_00010547-RA
OG0008471	FUN_027706-T1	Ds_00002636-RA
OG0008472	FUN_031925-T1, FUN_025315-T1, FUN_025315-T2	Ds_00004807-RA
OG0008474	FUN_023215-T2, FUN_023215-T1, FUN_032485-T1	Ds_00004317-RA
OG0008475	FUN_025751-T1, FUN_025751-T2	Ds_00014802-RA
OG0008476	FUN_023195-T1	Ds_00015835-RA
OG0008477	FUN_008025-T1, FUN_008025-T2, FUN_030929-T1, FUN_030929-T2	Ds_00013158-RA
OG0008478	FUN_033311-T1	Ds_00012688-RA
OG0008479	FUN_047861-T2, FUN_047861-T1	Ds_00012384-RA, Ds_00017548-RA
OG0008480	FUN_033551-T1	Ds_00008574-RA
OG0008481	FUN_049488-T1	Ds_00008668-RA
OG0008482	FUN_015250-T1	Ds_00004969-RA
OG0008484	FUN_048094-T1	Ds_00008368-RA
OG0008485	FUN_011796-T2, FUN_011796-T1	Ds_00001878-RA
OG0008486	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1	Ds_00016686-RA
OG0008487	FUN_017513-T1	Ds_00004914-RA
OG0008488	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1	Ds_00008942-RA
OG0008490	FUN_041761-T1, FUN_017797-T1	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA
OG0008491	FUN_000657-T1	Ds_00005932-RA
OG0008492	FUN_029065-T1	Ds_00012727-RA
OG0008493	FUN_023330-T1	Ds_00017649-RA, Ds_00010578-RA
OG0008494	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1	Ds_00001910-RA, Ds_00001908-RA
OG0008496	FUN_020603-T2, FUN_020603-T3	Ds_00008069-RA
OG0008497	FUN_011033-T1	Ds_00017249-RA
OG0008498	FUN_004383-T1, FUN_004383-T2	Ds_00012647-RA
OG0008501	FUN_005911-T1	Ds_00001516-RA
OG0008503	FUN_018808-T1	Ds_00009734-RA
OG0008504	FUN_030861-T1	Ds_00004830-RA
OG0008505	FUN_017798-T1	Ds_00011141-RA
OG0008507	FUN_047818-T1	Ds_00007636-RA
OG0008508	FUN_020657-T1, FUN_020657-T2	Ds_00006803-RA
OG0008509	FUN_038308-T1	Ds_00008673-RA
OG0008510	FUN_020665-T1	Ds_00005067-RA
OG0008511	FUN_010936-T2, FUN_010936-T1	Ds_00003751-RA
OG0008512	FUN_047396-T1	Ds_00011396-RA, Ds_00003780-RA
OG0008513	FUN_010970-T1, FUN_010970-T2	Ds_00011424-RA
OG0008514	FUN_008057-T1	Ds_00005957-RA
OG0008515	FUN_033963-T1	Ds_00012654-RA
OG0008516	FUN_029096-T1	Ds_00011353-RA
OG0008517	FUN_039908-T2, FUN_039908-T1	Ds_00006400-RA
OG0008518	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2	Ds_00012423-RA
OG0008520	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1	Ds_00008608-RA
OG0008521	FUN_011192-T1	Ds_00005320-RA
OG0008522	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3	Ds_00000921-RA
OG0008523	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1	Ds_00015473-RA
OG0008524	FUN_023078-T1, FUN_023080-T1	Ds_00004330-RA
OG0008525	FUN_045752-T1	Ds_00000060-RA, Ds_00010225-RA
OG0008527	FUN_004793-T2, FUN_004793-T1	Ds_00007622-RA
OG0008528	FUN_047434-T2, FUN_047434-T1	Ds_00011410-RA, Ds_00011407-RA
OG0008529	FUN_047547-T1	Ds_00017252-RA
OG0008530	FUN_020617-T1	Ds_00008068-RA
OG0008531	FUN_017290-T2, FUN_017290-T1	Ds_00001382-RA
OG0008533	FUN_011087-T1	Ds_00016683-RA
OG0008534	FUN_002223-T1	Ds_00017968-RA, Ds_00018091-RA
OG0008535	FUN_029848-T1, FUN_029848-T2	Ds_00006712-RA
OG0008536	FUN_032392-T1	Ds_00017904-RA
OG0008537	FUN_033529-T2, FUN_033529-T1	Ds_00005876-RA
OG0008538	FUN_003080-T1	Ds_00002298-RA
OG0008539	FUN_022992-T1	Ds_00002249-RA, Ds_00013165-RA
OG0008541	FUN_015494-T1	Ds_00015060-RA
OG0008544	FUN_022772-T1	Ds_00012058-RA
OG0008545	FUN_004522-T1	Ds_00000848-RA
OG0008546	FUN_002974-T1	Ds_00010716-RA
OG0008549	FUN_006215-T1	Ds_00017161-RA, Ds_00013620-RA
OG0008552	FUN_022348-T1	Ds_00014907-RA
OG0008596	FUN_029955-T1	Ds_00008493-RA
OG0008598	FUN_035363-T1	Ds_00012415-RA
OG0008600	FUN_020493-T1	Ds_00013681-RA
OG0008601	FUN_050380-T1	Ds_00001124-RA
OG0008602	FUN_001521-T1	Ds_00008481-RA
OG0008603	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1	Ds_00006313-RA
OG0008604	FUN_031631-T1	Ds_00004997-RA
OG0008605	FUN_049059-T1	Ds_00010111-RA
OG0008606	FUN_052555-T1	Ds_00016753-RA
OG0008607	FUN_030349-T1	Ds_00013540-RA, Ds_00012183-RA
OG0008608	FUN_002088-T1	Ds_00006043-RA, Ds_00005491-RA
OG0008610	FUN_006711-T1	Ds_00011684-RA
OG0008611	FUN_039574-T1	Ds_00004556-RA
OG0008612	FUN_022369-T1	Ds_00005039-RA
OG0008613	FUN_051313-T1	Ds_00016284-RA
OG0008615	FUN_024562-T1	Ds_00009333-RA
OG0008617	FUN_032350-T1, FUN_026169-T1	Ds_00004241-RA
OG0008618	FUN_028946-T1	Ds_00015953-RA, Ds_00014212-RA
OG0008619	FUN_042971-T1, FUN_005495-T1	Ds_00007132-RA, Ds_00003060-RA
OG0008620	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1	Ds_00013946-RA
OG0008621	FUN_042076-T2, FUN_042076-T1	Ds_00014866-RA
OG0008622	FUN_032716-T2, FUN_032716-T1	Ds_00000856-RA
OG0008623	FUN_020235-T2, FUN_020235-T1	Ds_00003098-RA
OG0008624	FUN_047858-T1	Ds_00006877-RA
OG0008625	FUN_034301-T1, FUN_051506-T1	Ds_00003895-RA
OG0008627	FUN_050826-T1	Ds_00007801-RA
OG0008628	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1	Ds_00001078-RA, Ds_00007800-RA
OG0008630	FUN_049350-T1, FUN_049350-T2	Ds_00007524-RA
OG0008631	FUN_001656-T1, FUN_001656-T2	Ds_00006395-RA
OG0008632	FUN_035660-T1, FUN_035660-T2	Ds_00006177-RA
OG0008633	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3	Ds_00013881-RA
OG0008634	FUN_014934-T1, FUN_014934-T2	Ds_00005063-RA
OG0008635	FUN_020613-T1	Ds_00010160-RA
OG0008636	FUN_003498-T1, FUN_034092-T1, FUN_034092-T2	Ds_00017716-RA
OG0008637	FUN_003699-T1	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA
OG0008639	FUN_002622-T1	Ds_00017958-RA
OG0008640	FUN_031936-T1	Ds_00005062-RA
OG0008641	FUN_020215-T2, FUN_020215-T1	Ds_00003164-RA, Ds_00014678-RA
OG0008642	FUN_014841-T1	Ds_00006938-RA
OG0008643	FUN_046365-T1	Ds_00002635-RA
OG0008646	FUN_025050-T1	Ds_00007429-RA
OG0008648	FUN_040385-T1	Ds_00006062-RA
OG0008649	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1	Ds_00011626-RA
OG0008650	FUN_034096-T1	Ds_00005714-RA
OG0008652	FUN_025022-T1	Ds_00007440-RA
OG0008653	FUN_026026-T1	Ds_00014587-RA
OG0008654	FUN_050462-T1	Ds_00007443-RA
OG0008655	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1	Ds_00005102-RA
OG0008656	FUN_045227-T1	Ds_00000389-RA
OG0008657	FUN_036521-T1	Ds_00013964-RA
OG0008658	FUN_035148-T1	Ds_00014368-RA, Ds_00014369-RA
OG0008660	FUN_036897-T2, FUN_036897-T1	Ds_00010081-RA
OG0008661	FUN_014584-T1	Ds_00010323-RA
OG0008662	FUN_022489-T1	Ds_00006236-RA
OG0008663	FUN_004536-T1, FUN_004536-T2	Ds_00009974-RA
OG0008666	FUN_021919-T1	Ds_00007024-RA
OG0008667	FUN_047467-T2, FUN_047467-T1	Ds_00013707-RA
OG0008668	FUN_042281-T1	Ds_00001245-RA
OG0008669	FUN_005441-T1	Ds_00007450-RA, Ds_00014746-RA
OG0008670	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3	Ds_00001836-RA
OG0008671	FUN_034505-T1, FUN_051564-T1	Ds_00003914-RA
OG0008672	FUN_010951-T1	Ds_00012402-RA
OG0008673	FUN_014122-T1	Ds_00015638-RA
OG0008674	FUN_017414-T1	Ds_00000036-RA, Ds_00008125-RA
OG0008675	FUN_000481-T2, FUN_000481-T1	Ds_00006312-RA
OG0008677	FUN_020959-T1	Ds_00014755-RA
OG0008678	FUN_034031-T1	Ds_00009352-RA
OG0008680	FUN_000613-T1	Ds_00003251-RA
OG0008682	FUN_012837-T1	Ds_00016832-RA
OG0008683	FUN_001891-T2, FUN_001891-T1	Ds_00006089-RA
OG0008684	FUN_033010-T1, FUN_033010-T2	Ds_00002692-RA, Ds_00002693-RA
OG0008685	FUN_032885-T2, FUN_032885-T1	Ds_00000817-RA
OG0008686	FUN_014192-T1	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA
OG0008688	FUN_048756-T1	Ds_00015683-RA
OG0008690	FUN_025652-T1, FUN_042664-T1	Ds_00007464-RA, Ds_00015036-RA
OG0008691	FUN_036238-T1	Ds_00006665-RA
OG0008692	FUN_052703-T1	Ds_00014747-RA, Ds_00007997-RA
OG0008693	FUN_015174-T1	Ds_00004704-RA
OG0008694	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2	Ds_00001846-RA
OG0008695	FUN_033195-T1	Ds_00006447-RA
OG0008697	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1	Ds_00005460-RA
OG0008698	FUN_025617-T2, FUN_025617-T1	Ds_00003040-RA
OG0008699	FUN_021182-T1	Ds_00009916-RA
OG0008700	FUN_025730-T1, FUN_025730-T2	Ds_00012850-RA
OG0008701	FUN_029978-T1	Ds_00002011-RA
OG0008702	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1	Ds_00011948-RA
OG0008703	FUN_025499-T1	Ds_00013401-RA
OG0008704	FUN_030646-T1	Ds_00001477-RA
OG0008705	FUN_048968-T1, FUN_048969-T1	Ds_00000164-RA, Ds_00016904-RA
OG0008706	FUN_009800-T1	Ds_00002502-RA
OG0008707	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1	Ds_00007955-RA
OG0008708	FUN_015290-T1	Ds_00017843-RA
OG0008709	FUN_038667-T1	Ds_00010891-RA
OG0008710	FUN_012792-T4, FUN_012792-T2, FUN_012792-T3, FUN_012792-T1	Ds_00005426-RA
OG0008711	FUN_014963-T1	Ds_00012242-RA
OG0008712	FUN_037915-T1, FUN_048471-T1	Ds_00002931-RA
OG0008713	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2	Ds_00003991-RA
OG0008714	FUN_001123-T1, FUN_030245-T1	Ds_00011203-RA
OG0008715	FUN_005624-T1	Ds_00012184-RA
OG0008716	FUN_012466-T1	Ds_00017827-RA
OG0008717	FUN_025716-T1, FUN_042715-T1	Ds_00011991-RA
OG0008718	FUN_031041-T1	Ds_00001465-RA
OG0008719	FUN_009656-T1	Ds_00006742-RA
OG0008720	FUN_048500-T1	Ds_00001621-RA
OG0008722	FUN_051697-T1	Ds_00008921-RA
OG0008723	FUN_019236-T1, FUN_029510-T1	Ds_00011855-RA
OG0008724	FUN_052069-T2, FUN_052069-T1	Ds_00013046-RA
OG0008725	FUN_036725-T1	Ds_00004520-RA
OG0008726	FUN_038098-T2, FUN_038098-T1	Ds_00001598-RA
OG0008729	FUN_021506-T1	Ds_00006137-RA
OG0008730	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1	Ds_00017825-RA, Ds_00016702-RA
OG0008731	FUN_045488-T1, FUN_011185-T1	Ds_00013060-RA
OG0008732	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1	Ds_00007028-RA
OG0008733	FUN_049785-T1	Ds_00011301-RA
OG0008734	FUN_011511-T1	Ds_00000618-RA
OG0008735	FUN_030568-T1	Ds_00009399-RA
OG0008736	FUN_004329-T1	Ds_00013410-RA
OG0008737	FUN_001962-T1, FUN_001962-T2	Ds_00015757-RA
OG0008738	FUN_026927-T1, FUN_026927-T2	Ds_00002234-RA
OG0008739	FUN_025542-T1	Ds_00014463-RA
OG0008740	FUN_037929-T1	Ds_00016142-RA
OG0008741	FUN_008228-T1, FUN_004199-T1	Ds_00013421-RA
OG0008742	FUN_017805-T1	Ds_00009413-RA
OG0008743	FUN_024547-T1	Ds_00002517-RA
OG0008744	FUN_031394-T1	Ds_00001945-RA
OG0008745	FUN_048185-T1, FUN_048185-T2	Ds_00012428-RA
OG0008746	FUN_025262-T1, FUN_031778-T1	Ds_00009173-RA
OG0008747	FUN_039872-T1	Ds_00004816-RA
OG0008748	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3	Ds_00009775-RA
OG0008749	FUN_002306-T1	Ds_00015321-RA
OG0008750	FUN_001190-T1	Ds_00011923-RA
OG0008751	FUN_020424-T1	Ds_00003967-RA
OG0008752	FUN_025702-T2, FUN_025702-T1	Ds_00017567-RA
OG0008753	FUN_017700-T2, FUN_017700-T1	Ds_00011129-RA
OG0008754	FUN_026925-T1	Ds_00014871-RA
OG0008755	FUN_053271-T1	Ds_00009249-RA
OG0008756	FUN_020418-T1, FUN_028806-T1	Ds_00001855-RA
OG0008757	FUN_004821-T1	Ds_00010542-RA
OG0008758	FUN_038799-T1, FUN_038798-T1	Ds_00001186-RA, Ds_00010875-RA
OG0008759	FUN_037121-T1	Ds_00016481-RA
OG0008760	FUN_000147-T1	Ds_00002415-RA
OG0008761	FUN_053300-T2, FUN_053300-T1	Ds_00008922-RA
OG0008762	FUN_052263-T1	Ds_00003972-RA
OG0008763	FUN_034068-T1	Ds_00009343-RA
OG0008764	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1	Ds_00014771-RA
OG0008765	FUN_000337-T1	Ds_00002266-RA
OG0008766	FUN_002336-T1	Ds_00015966-RA
OG0008767	FUN_045700-T1, FUN_051942-T1	Ds_00000034-RA
OG0008768	FUN_038453-T1	Ds_00000363-RA
OG0008769	FUN_046502-T2, FUN_046502-T1	Ds_00001673-RA
OG0008770	FUN_038654-T1, FUN_044177-T1	Ds_00011947-RA
OG0008771	FUN_024927-T1	Ds_00009797-RA
OG0008772	FUN_037831-T1	Ds_00002911-RA
OG0008773	FUN_048510-T2, FUN_048510-T1	Ds_00014766-RA
OG0008774	FUN_049657-T1	Ds_00016291-RA
OG0008776	FUN_000848-T2, FUN_000848-T1	Ds_00001985-RA
OG0008777	FUN_020919-T1, FUN_020919-T2	Ds_00012855-RA
OG0008779	FUN_046616-T1	Ds_00007582-RA
OG0008780	FUN_017642-T1	Ds_00016583-RA
OG0008781	FUN_046558-T1, FUN_016609-T1	Ds_00015408-RA
OG0008782	FUN_003104-T1	Ds_00005265-RA
OG0008783	FUN_008460-T1	Ds_00015903-RA
OG0008784	FUN_052433-T1	Ds_00004018-RA
OG0008785	FUN_004340-T1	Ds_00008305-RA
OG0008787	FUN_011861-T2, FUN_011861-T1	Ds_00013890-RA
OG0008788	FUN_011338-T1	Ds_00007792-RA, Ds_00015345-RA
OG0008789	FUN_034731-T1	Ds_00012757-RA
OG0008790	FUN_040131-T1	Ds_00014617-RA
OG0008791	FUN_014391-T1	Ds_00010188-RA
OG0008792	FUN_021019-T1	Ds_00002592-RA, Ds_00008141-RA
OG0008793	FUN_011999-T2, FUN_011999-T1	Ds_00002202-RA
OG0008795	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2	Ds_00001176-RA
OG0008796	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1	Ds_00003313-RA
OG0008798	FUN_025053-T1, FUN_050404-T1	Ds_00007757-RA
OG0008799	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1	Ds_00002214-RA
OG0008800	FUN_012606-T1	Ds_00004242-RA
OG0008801	FUN_028263-T1	Ds_00013309-RA
OG0008802	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2	Ds_00001166-RA
OG0008803	FUN_045521-T1	Ds_00010626-RA, Ds_00010625-RA
OG0008804	FUN_011734-T1	Ds_00001385-RA
OG0008805	FUN_020495-T1, FUN_043772-T1	Ds_00008646-RA
OG0008806	FUN_011760-T1	Ds_00017204-RA
OG0008808	FUN_049914-T2, FUN_049914-T1	Ds_00011748-RA
OG0008809	FUN_014699-T1	Ds_00001146-RA, Ds_00016329-RA
OG0008810	FUN_016072-T1	Ds_00002428-RA
OG0008811	FUN_008222-T1, FUN_008222-T2	Ds_00004813-RA
OG0008812	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1	Ds_00008243-RA
OG0008813	FUN_004963-T1	Ds_00009941-RA
OG0008814	FUN_028636-T1	Ds_00013303-RA
OG0008815	FUN_008638-T1	Ds_00015084-RA
OG0008816	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1	Ds_00006363-RA
OG0008817	FUN_008689-T2, FUN_008689-T1	Ds_00015212-RA
