Orthogroup	P_amilis.proteins	A_vesiculosa.proteins
OG0008656	FUN_045227-T1	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA
OG0008657	FUN_036521-T1	Av_00007004-RA
OG0008658	FUN_035148-T1	Av_00018731-RA
OG0008659	FUN_051514-T1	Av_00021029-RA
OG0008660	FUN_036897-T2, FUN_036897-T1	Av_00019682-RA
OG0008661	FUN_014584-T1	Av_00002865-RA
OG0008662	FUN_022489-T1	Av_00016124-RA, Av_00016086-RA
OG0008666	FUN_021919-T1	Av_00016106-RA, Av_00016110-RA, Av_00016216-RA
OG0008667	FUN_047467-T2, FUN_047467-T1	Av_00015704-RA
OG0008668	FUN_042281-T1	Av_00017375-RA
OG0008669	FUN_005441-T1	Av_00006112-RA
OG0008670	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3	Av_00007815-RA
OG0008671	FUN_034505-T1, FUN_051564-T1	Av_00006656-RA, Av_00015119-RA
OG0008672	FUN_010951-T1	Av_00019105-RA
OG0008673	FUN_014122-T1	Av_00020859-RA
OG0008674	FUN_017414-T1	Av_00023243-RA
OG0008675	FUN_000481-T2, FUN_000481-T1	Av_00022858-RA
OG0008677	FUN_020959-T1	Av_00006992-RA, Av_00011849-RA
OG0008678	FUN_034031-T1	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA
OG0008680	FUN_000613-T1	Av_00013539-RA
OG0008681	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2	Av_00009731-RA
OG0008682	FUN_012837-T1	Av_00004936-RA
OG0008683	FUN_001891-T2, FUN_001891-T1	Av_00001189-RA
OG0008684	FUN_033010-T1, FUN_033010-T2	Av_00019625-RA
OG0008685	FUN_032885-T2, FUN_032885-T1	Av_00014472-RA
OG0008686	FUN_014192-T1	Av_00001566-RA
OG0008687	FUN_024945-T1, FUN_043556-T2, FUN_043556-T1	Av_00002229-RA
OG0008688	FUN_048756-T1	Av_00017324-RA
OG0008690	FUN_025652-T1, FUN_042664-T1	Av_00012109-RA, Av_00009012-RA
OG0008691	FUN_036238-T1	Av_00008101-RA, Av_00014885-RA
OG0008692	FUN_052703-T1	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA
OG0008693	FUN_015174-T1	Av_00005019-RA
OG0008694	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2	Av_00024460-RA
OG0008695	FUN_033195-T1	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA
OG0008697	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1	Av_00024828-RA, Av_00003294-RA
OG0008698	FUN_025617-T2, FUN_025617-T1	Av_00003754-RA, Av_00007418-RA
OG0008699	FUN_021182-T1	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA
OG0008700	FUN_025730-T1, FUN_025730-T2	Av_00007407-RA
OG0008701	FUN_029978-T1	Av_00021351-RA
OG0008702	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1	Av_00011528-RA, Av_00000120-RA
OG0008703	FUN_025499-T1	Av_00011666-RA
OG0008704	FUN_030646-T1	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA
OG0008705	FUN_048968-T1, FUN_048969-T1	Av_00017582-RA, Av_00006241-RA
OG0008706	FUN_009800-T1	Av_00010803-RA, Av_00010220-RA
OG0008707	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1	Av_00004484-RA
OG0008708	FUN_015290-T1	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA
OG0008709	FUN_038667-T1	Av_00009350-RA, Av_00012459-RA
OG0008710	FUN_012792-T4, FUN_012792-T2, FUN_012792-T3, FUN_012792-T1	Av_00012480-RA, Av_00016383-RA
OG0008711	FUN_014963-T1	Av_00004767-RA
OG0008712	FUN_037915-T1, FUN_048471-T1	Av_00017785-RA
OG0008713	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2	Av_00006949-RA
OG0008714	FUN_001123-T1, FUN_030245-T1	Av_00015362-RA, Av_00000403-RA
OG0008715	FUN_005624-T1	Av_00007303-RA, Av_00019034-RA
OG0008716	FUN_012466-T1	Av_00005626-RA
OG0008717	FUN_025716-T1, FUN_042715-T1	Av_00021619-RA, Av_00009025-RA
OG0008718	FUN_031041-T1	Av_00016317-RA, Av_00011705-RA
OG0008719	FUN_009656-T1	Av_00017914-RA
OG0008720	FUN_048500-T1	Av_00000066-RA
OG0008722	FUN_051697-T1	Av_00004519-RA, Av_00004536-RA
OG0008723	FUN_019236-T1, FUN_029510-T1	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA
OG0008724	FUN_052069-T2, FUN_052069-T1	Av_00018742-RA, Av_00008843-RA
OG0008725	FUN_036725-T1	Av_00005621-RA
OG0008726	FUN_038098-T2, FUN_038098-T1	Av_00003165-RA
OG0008727	FUN_051675-T2, FUN_051675-T1	Av_00018181-RA, Av_00000981-RA
OG0008729	FUN_021506-T1	Av_00016750-RA, Av_00020334-RA
OG0008730	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1	Av_00001921-RA, Av_00018979-RA
OG0008731	FUN_045488-T1, FUN_011185-T1	Av_00000524-RA, Av_00017176-RA
OG0008732	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1	Av_00001369-RA
OG0008733	FUN_049785-T1	Av_00021103-RA, Av_00009900-RA
OG0008734	FUN_011511-T1	Av_00007912-RA
OG0008735	FUN_030568-T1	Av_00017917-RA, Av_00001977-RA
OG0008736	FUN_004329-T1	Av_00015335-RA, Av_00000425-RA
OG0008737	FUN_001962-T1, FUN_001962-T2	Av_00024469-RA
OG0008738	FUN_026927-T1, FUN_026927-T2	Av_00013381-RA
OG0008739	FUN_025542-T1	Av_00018976-RA, Av_00001926-RA
OG0008740	FUN_037929-T1	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA
OG0008741	FUN_008228-T1, FUN_004199-T1	Av_00025107-RA
OG0008742	FUN_017805-T1	Av_00015908-RA, Av_00025000-RA
OG0008743	FUN_024547-T1	Av_00009998-RA
OG0008744	FUN_031394-T1	Av_00000340-RA, Av_00021669-RA
OG0008746	FUN_025262-T1, FUN_031778-T1	Av_00017327-RA, Av_00012251-RA
OG0008747	FUN_039872-T1	Av_00014085-RA
OG0008749	FUN_002306-T1	Av_00012286-RA, Av_00004423-RA
OG0008750	FUN_001190-T1	Av_00020187-RA
OG0008751	FUN_020424-T1	Av_00006615-RA, Av_00016493-RA
OG0008752	FUN_025702-T2, FUN_025702-T1	Av_00009022-RA
OG0008753	FUN_017700-T2, FUN_017700-T1	Av_00022819-RA
OG0008754	FUN_026925-T1	Av_00015804-RA
OG0008757	FUN_004821-T1	Av_00007564-RA
OG0008759	FUN_037121-T1	Av_00010895-RA
OG0008760	FUN_000147-T1	Av_00007992-RA
OG0008761	FUN_053300-T2, FUN_053300-T1	Av_00009759-RA, Av_00008801-RA
OG0008762	FUN_052263-T1	Av_00006613-RA, Av_00016495-RA
OG0008763	FUN_034068-T1	Av_00003491-RA, Av_00020298-RA
OG0008764	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1	Av_00010926-RA
OG0008765	FUN_000337-T1	Av_00023003-RA
OG0008766	FUN_002336-T1	Av_00004420-RA
OG0008767	FUN_045700-T1, FUN_051942-T1	Av_00009875-RA
OG0008768	FUN_038453-T1	Av_00011343-RA
OG0008770	FUN_038654-T1, FUN_044177-T1	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA
OG0008771	FUN_024927-T1	Av_00016438-RA
OG0008772	FUN_037831-T1	Av_00017808-RA, Av_00022481-RA
OG0008773	FUN_048510-T2, FUN_048510-T1	Av_00003186-RA
OG0008774	FUN_049657-T1	Av_00019871-RA
OG0008776	FUN_000848-T2, FUN_000848-T1	Av_00003842-RA, Av_00005030-RA
OG0008777	FUN_020919-T1, FUN_020919-T2	Av_00020962-RA
OG0008779	FUN_046616-T1	Av_00002370-RA
OG0008780	FUN_017642-T1	Av_00017529-RA
OG0008781	FUN_046558-T1, FUN_016609-T1	Av_00016414-RA
OG0008782	FUN_003104-T1	Av_00019132-RA
OG0008783	FUN_008460-T1	Av_00014122-RA, Av_00005632-RA
OG0008784	FUN_052433-T1	Av_00006585-RA
OG0008785	FUN_004340-T1	Av_00008507-RA
OG0008787	FUN_011861-T2, FUN_011861-T1	Av_00000219-RA
OG0008788	FUN_011338-T1	Av_00014003-RA
OG0008789	FUN_034731-T1	Av_00018478-RA
OG0008790	FUN_040131-T1	Av_00010362-RA, Av_00014529-RA
OG0008791	FUN_014391-T1	Av_00014119-RA
OG0008792	FUN_021019-T1	Av_00010088-RA
OG0008793	FUN_011999-T2, FUN_011999-T1	Av_00002441-RA
OG0008795	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2	Av_00019714-RA
OG0008796	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1	Av_00007093-RA
OG0008799	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1	Av_00002532-RA, Av_00015771-RA
OG0008800	FUN_012606-T1	Av_00020054-RA
OG0008801	FUN_028263-T1	Av_00012341-RA
OG0008802	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2	Av_00017439-RA
OG0008803	FUN_045521-T1	Av_00012445-RA
OG0008804	FUN_011734-T1	Av_00010682-RA, Av_00018592-RA
OG0008805	FUN_020495-T1, FUN_043772-T1	Av_00009227-RA
OG0008806	FUN_011760-T1	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA
OG0008808	FUN_049914-T2, FUN_049914-T1	Av_00000174-RA
OG0008809	FUN_014699-T1	Av_00022312-RA
OG0008810	FUN_016072-T1	Av_00018157-RA
OG0008811	FUN_008222-T1, FUN_008222-T2	Av_00020403-RA, Av_00014050-RA
OG0008812	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1	Av_00023425-RA
OG0008813	FUN_004963-T1	Av_00010073-RA, Av_00014324-RA
OG0008814	FUN_028636-T1	Av_00024462-RA, Av_00007141-RA
OG0008815	FUN_008638-T1	Av_00005931-RA
OG0008816	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1	Av_00019868-RA
OG0008817	FUN_008689-T2, FUN_008689-T1	Av_00008726-RA, Av_00023134-RA
OG0008818	FUN_041034-T1, FUN_041033-T1	Av_00010440-RA, Av_00014593-RA
OG0008819	FUN_017190-T1, FUN_017190-T2	Av_00003006-RA
OG0008820	FUN_052845-T1	Av_00012321-RA, Av_00004495-RA
OG0008822	FUN_005973-T1	Av_00001100-RA
OG0008823	FUN_026842-T1	Av_00019949-RA
OG0008824	FUN_030768-T1	Av_00000916-RA
OG0008825	FUN_052387-T1, FUN_006581-T1	Av_00001601-RA, Av_00009161-RA
OG0008827	FUN_001736-T1	Av_00003995-RA
OG0008828	FUN_035938-T1	Av_00012778-RA, Av_00006229-RA
OG0008829	FUN_022557-T1	Av_00001603-RA, Av_00009376-RA
OG0008830	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1	Av_00014766-RA
OG0008831	FUN_031118-T1	Av_00017740-RA
OG0008832	FUN_017060-T1	Av_00020899-RA, Av_00023150-RA, Av_00017313-RA, Av_00003518-RA, Av_00012988-RA, Av_00018042-RA, Av_00017827-RA, Av_00025029-RA
OG0008835	FUN_026795-T1	Av_00009835-RA
OG0008836	FUN_003700-T1	Av_00018807-RA
OG0008837	FUN_048081-T1	Av_00003242-RA
OG0008839	FUN_040044-T1, FUN_040044-T2	Av_00010349-RA
OG0008840	FUN_004839-T1	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA
OG0008842	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2	Av_00012143-RA
OG0008843	FUN_052861-T1	Av_00023427-RA
OG0008844	FUN_050059-T1, FUN_023909-T1	Av_00012305-RA, Av_00004410-RA
OG0008845	FUN_019092-T1	Av_00017179-RA
OG0008846	FUN_036068-T1	Av_00016621-RA
OG0008848	FUN_013735-T1	Av_00023200-RA
OG0008849	FUN_012763-T1, FUN_028409-T1	Av_00023646-RA, Av_00017134-RA
OG0008851	FUN_006493-T1, FUN_006493-T2	Av_00008018-RA
OG0008854	FUN_052826-T1	Av_00023424-RA, Av_00017119-RA
OG0008856	FUN_046470-T1, FUN_036301-T1	Av_00018654-RA, Av_00008393-RA
OG0008857	FUN_045678-T1, FUN_051885-T1	Av_00008906-RA
OG0008858	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1	Av_00016807-RA
OG0008859	FUN_007650-T1	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA
OG0008861	FUN_009623-T1, FUN_009623-T2	Av_00024415-RA, Av_00017162-RA
OG0008863	FUN_017924-T1	Av_00020399-RA
OG0008864	FUN_001819-T1	Av_00004135-RA
OG0008865	FUN_026781-T1	Av_00023595-RA, Av_00004476-RA
OG0008867	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1	Av_00021631-RA
OG0008868	FUN_050014-T1	Av_00018110-RA
OG0008869	FUN_006299-T1	Av_00020747-RA
OG0008871	FUN_002627-T1	Av_00018583-RA
OG0008872	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2	Av_00004783-RA
OG0008873	FUN_041979-T1	Av_00015555-RA
OG0008874	FUN_048218-T1	Av_00024175-RA
OG0008876	FUN_053256-T1	Av_00022742-RA
OG0008877	FUN_031750-T1	Av_00019756-RA
OG0008879	FUN_022600-T1	Av_00001608-RA, Av_00001609-RA, Av_00009381-RA
OG0008882	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1	Av_00015805-RA
OG0008883	FUN_015463-T1	Av_00009370-RA
OG0008884	FUN_006055-T1	Av_00021247-RA, Av_00023856-RA
OG0008885	FUN_040598-T1	Av_00014549-RA, Av_00010385-RA
OG0008887	FUN_001807-T2, FUN_001807-T1	Av_00004138-RA
OG0008888	FUN_014673-T1	Av_00005169-RA
OG0008889	FUN_015895-T1, FUN_015895-T2	Av_00008014-RA
OG0008890	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1	Av_00023078-RA
OG0008891	FUN_021601-T1, FUN_021601-T2	Av_00010057-RA
OG0008893	FUN_010251-T1, FUN_010251-T2	Av_00019520-RA
OG0008896	FUN_041748-T1, FUN_041748-T2	Av_00004768-RA
OG0008897	FUN_044023-T1, FUN_045242-T1	Av_00013059-RA, Av_00018896-RA
OG0008898	FUN_046665-T1	Av_00017180-RA
OG0008899	FUN_036789-T1	Av_00021410-RA, Av_00005880-RA
OG0008900	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1	Av_00012668-RA
OG0008901	FUN_000924-T1	Av_00013629-RA, Av_00008251-RA
OG0008902	FUN_010655-T1	Av_00003013-RA
OG0008903	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1	Av_00000485-RA, Av_00022367-RA
OG0008906	FUN_008044-T1, FUN_041973-T1	Av_00023896-RA
OG0008908	FUN_018973-T1	Av_00005541-RA, Av_00006042-RA
OG0008910	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1	Av_00017742-RA
OG0008912	FUN_034693-T1	Av_00008173-RA
OG0008913	FUN_009950-T1	Av_00015740-RA
OG0008914	FUN_037892-T1	Av_00008517-RA, Av_00021074-RA
OG0008915	FUN_006637-T1	Av_00023511-RA
OG0008916	FUN_032889-T1, FUN_032889-T2	Av_00022125-RA
OG0008917	FUN_034662-T1	Av_00006499-RA, Av_00013686-RA, Av_00004341-RA
OG0008918	FUN_014598-T1, FUN_014598-T2	Av_00001159-RA
OG0008919	FUN_027321-T1	Av_00020702-RA
OG0008920	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2	Av_00003559-RA
OG0008922	FUN_033933-T1	Av_00023037-RA
OG0008923	FUN_001690-T1	Av_00020078-RA, Av_00015447-RA
OG0008924	FUN_038710-T1	Av_00024007-RA, Av_00024208-RA
OG0008925	FUN_034969-T1	Av_00006006-RA
OG0008926	FUN_018045-T1	Av_00009169-RA
OG0008927	FUN_049881-T1	Av_00019730-RA
OG0008928	FUN_049358-T1	Av_00009631-RA
OG0008929	FUN_052055-T1	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA
OG0008930	FUN_020033-T1	Av_00004761-RA, Av_00016951-RA
OG0008931	FUN_015545-T1, FUN_015545-T2	Av_00010763-RA
OG0008932	FUN_008183-T1	Av_00011583-RA
OG0008933	FUN_027259-T1	Av_00004774-RA
OG0008935	FUN_012174-T1	Av_00010148-RA
OG0008937	FUN_025203-T1	Av_00023627-RA
OG0008938	FUN_046279-T1	Av_00000155-RA
OG0008939	FUN_007708-T1	Av_00023721-RA
OG0008940	FUN_001687-T2, FUN_001687-T1	Av_00015932-RA
OG0008941	FUN_003860-T1	Av_00018612-RA, Av_00003954-RA, Av_00005796-RA, Av_00012186-RA
OG0008942	FUN_020366-T1	Av_00012619-RA
OG0008943	FUN_014622-T1	Av_00014350-RA, Av_00014273-RA
OG0008944	FUN_005481-T1	Av_00000390-RA
OG0008946	FUN_041801-T1, FUN_041798-T1	Av_00019608-RA, Av_00001450-RA
OG0008947	FUN_039138-T1, FUN_039138-T2	Av_00023829-RA, Av_00020016-RA
OG0008948	FUN_048910-T1	Av_00007331-RA, Av_00013278-RA
OG0008949	FUN_003691-T1	Av_00017150-RA, Av_00014444-RA, Av_00018806-RA
OG0008950	FUN_020091-T2, FUN_020091-T1	Av_00014358-RA
OG0008951	FUN_033790-T2, FUN_033790-T1	Av_00007590-RA
OG0008955	FUN_030128-T1	Av_00012003-RA, Av_00003881-RA
OG0008956	FUN_036317-T1	Av_00014408-RA
OG0008957	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2	Av_00001301-RA
OG0008958	FUN_046635-T1	Av_00002366-RA, Av_00017218-RA
OG0008959	FUN_044437-T1	Av_00018486-RA, Av_00019013-RA, Av_00023799-RA
OG0008960	FUN_004689-T1	Av_00022343-RA, Av_00014469-RA
OG0008962	FUN_047621-T1, FUN_019038-T1	Av_00018375-RA
OG0008963	FUN_027432-T1	Av_00014267-RA
OG0008964	FUN_045447-T1	Av_00005800-RA
OG0008965	FUN_046709-T1	Av_00002338-RA, Av_00007830-RA
OG0008966	FUN_005058-T1, FUN_041630-T1	Av_00005689-RA
OG0008967	FUN_021927-T1, FUN_021927-T2	Av_00023639-RA
OG0008968	FUN_028030-T1	Av_00008234-RA
OG0008969	FUN_025155-T1	Av_00017660-RA, Av_00008944-RA
OG0008970	FUN_020324-T1	Av_00002967-RA
OG0008971	FUN_047187-T1	Av_00020493-RA, Av_00019185-RA
OG0008972	FUN_049270-T1	Av_00013348-RA
OG0008973	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2	Av_00020731-RA
OG0008974	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1	Av_00024819-RA
OG0008975	FUN_015014-T1	Av_00000577-RA
OG0008976	FUN_012339-T1	Av_00005964-RA
OG0008977	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1	Av_00003956-RA
OG0008978	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1	Av_00021061-RA, Av_00008508-RA
OG0008979	FUN_043784-T1	Av_00023368-RA
OG0008981	FUN_028261-T1, FUN_028260-T1	Av_00012644-RA, Av_00017184-RA
OG0008983	FUN_034011-T1, FUN_034010-T1	Av_00019857-RA
OG0008984	FUN_029209-T1	Av_00019963-RA
OG0008985	FUN_014623-T1	Av_00001153-RA, Av_00014349-RA
OG0008986	FUN_010314-T1, FUN_051254-T1	Av_00000795-RA
OG0008987	FUN_030432-T1, FUN_019059-T1	Av_00010046-RA
OG0008988	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1	Av_00022518-RA
OG0008989	FUN_023834-T1	Av_00013110-RA
OG0008990	FUN_038964-T1, FUN_020285-T1	Av_00010295-RA
OG0008991	FUN_021001-T1	Av_00023241-RA
OG0008992	FUN_039563-T1	Av_00021113-RA, Av_00021112-RA, Av_00003133-RA, Av_00014016-RA
OG0008995	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1	Av_00011847-RA
OG0008996	FUN_036643-T1, FUN_036643-T2	Av_00024188-RA, Av_00005916-RA
OG0008997	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2	Av_00010624-RA
OG0008998	FUN_012593-T1, FUN_020744-T1	Av_00014818-RA, Av_00022743-RA, Av_00022950-RA
OG0008999	FUN_020929-T1	Av_00016543-RA
OG0009000	FUN_021771-T1	Av_00011795-RA
OG0009001	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1	Av_00007453-RA, Av_00003718-RA
OG0009002	FUN_047630-T1	Av_00017508-RA
OG0009003	FUN_016250-T1	Av_00010063-RA
OG0009004	FUN_004785-T1	Av_00024788-RA
OG0009005	FUN_009211-T1	Av_00006120-RA
OG0009006	FUN_045940-T1	Av_00024287-RA, Av_00003085-RA
OG0009007	FUN_046579-T1, FUN_011958-T1	Av_00002384-RA, Av_00018402-RA
OG0009008	FUN_011661-T1, FUN_035503-T1, FUN_035504-T1, FUN_008578-T1	Av_00022086-RA
OG0009009	FUN_037849-T2, FUN_037849-T1	Av_00022286-RA
OG0009010	FUN_051624-T1	Av_00011802-RA
OG0009011	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1	Av_00009269-RA
OG0009013	FUN_003456-T1, FUN_003456-T2	Av_00000741-RA
OG0009014	FUN_025143-T1	Av_00008947-RA, Av_00009270-RA, Av_00015010-RA
OG0009015	FUN_048339-T1	Av_00013974-RA, Av_00003284-RA
OG0009016	FUN_038226-T1	Av_00000092-RA, Av_00011498-RA
OG0009017	FUN_053192-T1, FUN_053192-T2	Av_00002636-RA
OG0009018	FUN_037937-T1, FUN_037937-T2	Av_00011466-RA
OG0009019	FUN_014466-T1	Av_00020650-RA, Av_00000620-RA
OG0009020	FUN_012791-T1, FUN_012791-T2	Av_00014821-RA, Av_00014822-RA
OG0009021	FUN_020878-T1	Av_00013699-RA
OG0009022	FUN_038576-T1	Av_00006487-RA, Av_00013666-RA
OG0009023	FUN_048359-T1	Av_00008581-RA, Av_00014618-RA
OG0009024	FUN_025306-T2, FUN_025306-T1	Av_00017204-RA
OG0009025	FUN_015117-T1	Av_00017043-RA
OG0009026	FUN_041212-T1	Av_00005428-RA
OG0009028	FUN_025324-T1, FUN_031930-T1	Av_00021827-RA, Av_00012237-RA
OG0009029	FUN_023494-T2, FUN_023494-T1	Av_00009963-RA
OG0009030	FUN_008796-T1, FUN_008797-T1	Av_00009471-RA
OG0009031	FUN_025707-T1	Av_00009024-RA, Av_00021618-RA
OG0009032	FUN_051639-T1, FUN_041144-T1	Av_00021846-RA
OG0009033	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1	Av_00001839-RA, Av_00013720-RA
OG0009034	FUN_051617-T1	Av_00000760-RA
OG0009035	FUN_014825-T1, FUN_014825-T2	Av_00002148-RA
OG0009036	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1	Av_00014617-RA, Av_00008580-RA
OG0009037	FUN_038496-T1	Av_00009899-RA
OG0009038	FUN_044966-T2, FUN_044966-T1	Av_00024082-RA
OG0009039	FUN_013723-T1, FUN_008987-T1	Av_00009200-RA, Av_00014789-RA
OG0009040	FUN_045587-T1	Av_00019091-RA
OG0009041	FUN_051518-T1, FUN_051518-T2	Av_00016202-RA
OG0009042	FUN_037926-T2, FUN_037926-T1	Av_00011461-RA
OG0009043	FUN_002235-T1	Av_00022465-RA
OG0009044	FUN_002467-T1, FUN_002467-T2	Av_00016267-RA
OG0009045	FUN_020712-T1	Av_00024593-RA
OG0009046	FUN_013817-T1	Av_00020607-RA
OG0009047	FUN_052428-T1	Av_00006927-RA, Av_00021045-RA, Av_00006652-RA
OG0009049	FUN_018423-T1	Av_00003976-RA
OG0009050	FUN_039244-T1	Av_00010627-RA
OG0009051	FUN_023841-T1	Av_00007602-RA
OG0009052	FUN_013786-T1	Av_00017589-RA
OG0009053	FUN_037497-T1, FUN_048206-T1	Av_00022260-RA, Av_00013961-RA
OG0009055	FUN_037542-T1	Av_00008855-RA, Av_00018728-RA
OG0009056	FUN_019211-T1	Av_00002009-RA
OG0009057	FUN_029983-T1	Av_00023392-RA, Av_00013648-RA
OG0009059	FUN_001315-T1, FUN_026967-T1	Av_00019349-RA
OG0009060	FUN_047171-T1, FUN_047171-T2	Av_00012362-RA, Av_00004526-RA
OG0009061	FUN_024554-T1, FUN_024554-T2	Av_00000858-RA
OG0009062	FUN_005762-T1	Av_00019637-RA
OG0009063	FUN_001967-T1	Av_00004259-RA, Av_00004626-RA
OG0009064	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1	Av_00004282-RA, Av_00007270-RA, Av_00018304-RA
OG0009065	FUN_033248-T1	Av_00000596-RA, Av_00019219-RA
OG0009066	FUN_010739-T1	Av_00013845-RA
OG0009067	FUN_036797-T1	Av_00016644-RA, Av_00014863-RA, Av_00006956-RA, Av_00011803-RA
OG0009068	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2	Av_00001141-RA
OG0009069	FUN_037830-T1, FUN_048428-T1	Av_00024038-RA, Av_00017809-RA
OG0009070	FUN_021235-T1, FUN_021235-T2	Av_00014283-RA, Av_00010132-RA
OG0009071	FUN_047330-T1, FUN_010724-T1	Av_00017648-RA, Av_00010476-RA, Av_00001698-RA, Av_00013842-RA
OG0009072	FUN_007958-T1, FUN_043250-T1, FUN_027069-T1, FUN_040844-T1, FUN_040843-T1	Av_00020804-RA
OG0009073	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1	Av_00020644-RA, Av_00000616-RA
OG0009074	FUN_046937-T1	Av_00013826-RA
OG0009075	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2	Av_00005470-RA
OG0009077	FUN_030913-T1	Av_00017032-RA
OG0009078	FUN_031659-T1	Av_00008975-RA
OG0009079	FUN_052509-T1, FUN_036198-T1	Av_00022462-RA, Av_00023951-RA, Av_00011161-RA
OG0009080	FUN_012910-T1	Av_00006718-RA, Av_00024351-RA, Av_00021749-RA
OG0009082	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2	Av_00013410-RA, Av_00023106-RA
OG0009083	FUN_007539-T2, FUN_007539-T1	Av_00017067-RA
OG0009084	FUN_002631-T1	Av_00016243-RA
OG0009085	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1	Av_00020442-RA
OG0009088	FUN_031814-T1, FUN_025268-T2, FUN_025268-T1	Av_00021835-RA, Av_00012244-RA
OG0009089	FUN_018049-T1	Av_00011123-RA, Av_00011124-RA
OG0009090	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1	Av_00010127-RA
OG0009092	FUN_025622-T2, FUN_025622-T1	Av_00012100-RA
OG0009093	FUN_033229-T1	Av_00006463-RA, Av_00006462-RA
OG0009094	FUN_049635-T1	Av_00014953-RA
OG0009095	FUN_049959-T1	Av_00018363-RA, Av_00005152-RA, Av_00024786-RA
OG0009096	FUN_051608-T1	Av_00014866-RA
OG0009097	FUN_010304-T1	Av_00020873-RA
OG0009099	FUN_000165-T1	Av_00020333-RA
OG0009100	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1	Av_00008798-RA
OG0009101	FUN_040361-T1, FUN_040361-T3	Av_00011760-RA
OG0009102	FUN_029135-T1	Av_00021950-RA, Av_00009001-RA
OG0009103	FUN_010727-T1	Av_00015004-RA, Av_00009275-RA
OG0009105	FUN_029815-T1	Av_00003926-RA
OG0009106	FUN_040733-T1	Av_00011768-RA, Av_00011767-RA
OG0009107	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2	Av_00006397-RA, Av_00007577-RA
OG0009108	FUN_003003-T1	Av_00010735-RA
OG0009109	FUN_000247-T1	Av_00009556-RA
OG0009110	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2	Av_00012840-RA
