Orthogroup	P_amilis.proteins	A_coerulea.proteins
OG0010914	FUN_012775-T1	Aqcoe7G442500.3.p, Aqcoe7G442500.1.p, Aqcoe7G442500.2.p
OG0010915	FUN_036511-T1	Aqcoe7G087000.1.p
OG0010916	FUN_040100-T1	Aqcoe7G082500.1.p, Aqcoe7G082500.2.p
OG0010917	FUN_014685-T1	Aqcoe7G359700.1.p, Aqcoe1G348300.1.p
OG0010919	FUN_013848-T1	Aqcoe7G029100.1.p
OG0010920	FUN_018178-T1	Aqcoe7G018500.1.p
OG0010921	FUN_026901-T1, FUN_013041-T1, FUN_013042-T1	Aqcoe7G338500.1.p
OG0010922	FUN_021143-T1	Aqcoe7G189500.1.p
OG0010923	FUN_006615-T1, FUN_015320-T1, FUN_015320-T2	Aqcoe7G079400.1.p
OG0010924	FUN_001905-T1	Aqcoe7G130600.1.p
OG0010926	FUN_037088-T1	Aqcoe7G051700.1.p
OG0010927	FUN_001933-T1	Aqcoe7G260700.1.p
OG0010928	FUN_001828-T1	Aqcoe7G294400.1.p, Aqcoe3G433400.2.p, Aqcoe3G433400.1.p
OG0010929	FUN_012357-T1	Aqcoe5G288700.1.p, Aqcoe7G224500.1.p, Aqcoe3G338100.1.p, Aqcoe1G231800.2.p, Aqcoe1G231800.1.p
OG0010930	FUN_039909-T1	Aqcoe1G063500.1.p, Aqcoe1G063500.2.p, Aqcoe1G063500.3.p
OG0010931	FUN_012932-T2, FUN_012932-T3, FUN_012932-T1	Aqcoe1G125700.1.p
OG0010932	FUN_029271-T1	Aqcoe1G172500.1.p
OG0010933	FUN_042058-T1	Aqcoe1G343400.1.p
OG0010934	FUN_046788-T1, FUN_046787-T1	Aqcoe1G178800.1.p
OG0010935	FUN_048863-T1	Aqcoe1G079400.1.p
OG0010936	FUN_020980-T1	Aqcoe1G209300.4.p, Aqcoe1G209300.3.p, Aqcoe1G209300.1.p, Aqcoe1G209300.2.p
OG0010937	FUN_034697-T1, FUN_034697-T2	Aqcoe1G187900.1.p
OG0010938	FUN_029349-T1, FUN_019032-T1	Aqcoe3G286000.1.p, Aqcoe1G151800.1.p, Aqcoe1G147900.1.p
OG0010939	FUN_003705-T1	Aqcoe1G004500.1.p, Aqcoe1G004500.2.p
OG0010940	FUN_033532-T1	Aqcoe1G167300.1.p
OG0010941	FUN_007635-T1, FUN_046623-T1	Aqcoe1G150800.1.p
OG0010942	FUN_032753-T1, FUN_008437-T1	Aqcoe1G220500.1.p
OG0010943	FUN_027545-T1	Aqcoe1G384300.1.p
OG0010944	FUN_046086-T1	Aqcoe1G214000.1.p
OG0010945	FUN_052612-T1	Aqcoe1G049500.1.p
OG0010946	FUN_030334-T1	Aqcoe1G420000.1.p
OG0010947	FUN_045816-T1	Aqcoe1G333000.2.p, Aqcoe1G333000.1.p
OG0010948	FUN_043487-T1	Aqcoe1G225100.1.p
OG0010949	FUN_015938-T1	Aqcoe1G007800.1.p
OG0010950	FUN_036747-T1	Aqcoe1G243400.1.p
OG0010951	FUN_035438-T1	Aqcoe1G369400.1.p, Aqcoe1G369600.1.p
OG0010953	FUN_021926-T1, FUN_021926-T2	Aqcoe1G009300.1.p
OG0010954	FUN_004006-T1	Aqcoe1G400200.1.p
OG0010955	FUN_042739-T1	Aqcoe1G163500.1.p, Aqcoe1G163500.2.p
OG0010956	FUN_047997-T1	Aqcoe1G096700.1.p
OG0010958	FUN_024828-T1	Aqcoe1G345900.1.p
OG0010959	FUN_020248-T1	Aqcoe1G407500.1.p
OG0010960	FUN_010634-T2	Aqcoe1G375600.1.p
OG0010961	FUN_039385-T1	Aqcoe1G493700.1.p
OG0010962	FUN_009724-T1, FUN_047965-T1	Aqcoe1G103800.1.p
OG0010963	FUN_002856-T1	Aqcoe1G170700.1.p
OG0010964	FUN_000630-T2, FUN_000630-T1	Aqcoe1G089100.1.p
OG0010965	FUN_016657-T1	Aqcoe1G167500.1.p
OG0010966	FUN_018985-T1	Aqcoe1G401400.2.p, Aqcoe1G401400.1.p
OG0010967	FUN_021084-T1, FUN_006342-T1	Aqcoe1G068700.2.p, Aqcoe1G068700.1.p, Aqcoe1G068700.3.p
OG0010968	FUN_045987-T1	Aqcoe1G278700.1.p
OG0010969	FUN_028496-T1	Aqcoe1G394900.1.p
OG0010971	FUN_030403-T1	Aqcoe1G408600.1.p, Aqcoe3G265100.1.p
OG0010972	FUN_027579-T1	Aqcoe1G209000.1.p
OG0010973	FUN_044134-T1	Aqcoe1G231400.1.p
OG0010974	FUN_036645-T1	Aqcoe1G267100.1.p
OG0010975	FUN_008083-T1	Aqcoe1G131800.1.p
OG0010976	FUN_006713-T1	Aqcoe1G087300.1.p
OG0010977	FUN_033779-T1	Aqcoe1G141300.1.p, Aqcoe1G343800.1.p
OG0010978	FUN_032108-T1	Aqcoe1G005400.1.p
OG0010980	FUN_021932-T1	Aqcoe1G009100.1.p
OG0010981	FUN_042123-T1, FUN_042122-T1	Aqcoe1G071200.1.p
OG0010984	FUN_044384-T1	Aqcoe1G191500.2.p, Aqcoe1G191500.1.p
OG0010986	FUN_008030-T1	Aqcoe1G415300.1.p
OG0010988	FUN_031335-T1	Aqcoe1G037500.1.p
OG0010989	FUN_046437-T1	Aqcoe1G382100.1.p, Aqcoe1G382100.3.p, Aqcoe1G382100.2.p, Aqcoe1G382100.4.p
OG0010990	FUN_029975-T1	Aqcoe1G439300.1.p
OG0010991	FUN_046307-T1	Aqcoe1G390100.1.p
OG0010992	FUN_039775-T1	Aqcoe1G106000.1.p
OG0010993	FUN_042697-T1	Aqcoe1G157400.1.p
OG0010994	FUN_041874-T1	Aqcoe1G001400.2.p, Aqcoe1G001400.1.p
OG0010995	FUN_014695-T1, FUN_014693-T1	Aqcoe1G162900.1.p
OG0010996	FUN_029540-T1	Aqcoe1G025000.1.p
OG0010997	FUN_027366-T1	Aqcoe1G308600.1.p
OG0010999	FUN_051577-T1	Aqcoe1G175100.1.p, Aqcoe1G175100.3.p, Aqcoe1G175100.2.p, Aqcoe1G175100.4.p
OG0011000	FUN_052579-T1	Aqcoe1G154300.1.p
OG0011001	FUN_047629-T1	Aqcoe1G208200.1.p
OG0011002	FUN_045191-T1, FUN_045191-T2	Aqcoe1G008000.2.p, Aqcoe1G008000.1.p
OG0011003	FUN_003489-T1	Aqcoe1G019700.1.p
OG0011004	FUN_019056-T1, FUN_030404-T1	Aqcoe1G408500.1.p
OG0011006	FUN_046652-T1	Aqcoe1G254800.1.p
OG0011007	FUN_014006-T1, FUN_014006-T3, FUN_014006-T2, FUN_030424-T1	Aqcoe1G159500.1.p
OG0011009	FUN_048524-T1	Aqcoe1G042000.2.p, Aqcoe1G042000.1.p
OG0011010	FUN_039308-T1	Aqcoe1G167900.1.p
OG0011012	FUN_019088-T1	Aqcoe1G409800.1.p
OG0011013	FUN_050037-T1	Aqcoe1G391300.1.p
OG0011014	FUN_039070-T1	Aqcoe1G444800.1.p
OG0011015	FUN_043286-T1, FUN_043286-T2	Aqcoe1G256600.1.p, Aqcoe1G256600.2.p
OG0011016	FUN_029286-T2, FUN_029286-T1	Aqcoe1G398900.1.p, Aqcoe1G398900.2.p
OG0011017	FUN_043575-T1	Aqcoe1G492300.1.p
OG0011018	FUN_005278-T1	Aqcoe1G122200.1.p
OG0011019	FUN_014676-T2, FUN_014676-T1	Aqcoe1G160400.1.p
OG0011020	FUN_018819-T1	Aqcoe1G485600.1.p
OG0011021	FUN_004106-T1	Aqcoe1G499200.1.p, Aqcoe1G499200.2.p
OG0011022	FUN_012660-T1	Aqcoe1G244800.3.p, Aqcoe1G244800.1.p, Aqcoe1G244800.2.p
OG0011023	FUN_035330-T1	Aqcoe1G356800.1.p
OG0011024	FUN_015937-T1, FUN_015937-T2	Aqcoe1G050700.2.p, Aqcoe1G050700.1.p
OG0011025	FUN_001655-T1, FUN_001655-T2	Aqcoe1G387400.1.p
OG0011026	FUN_019133-T1	Aqcoe1G423700.3.p, Aqcoe1G423700.2.p, Aqcoe1G423700.1.p
OG0011027	FUN_030384-T1	Aqcoe1G411400.1.p
OG0011028	FUN_035663-T1	Aqcoe1G438400.1.p
OG0011029	FUN_036778-T1	Aqcoe1G285700.1.p
OG0011030	FUN_044786-T1, FUN_044818-T1, FUN_040643-T1	Aqcoe5G306600.2.p, Aqcoe5G306600.1.p
OG0011031	FUN_040519-T1	Aqcoe5G420200.1.p
OG0011032	FUN_029018-T1	Aqcoe5G251700.1.p, Aqcoe5G188100.1.p
OG0011034	FUN_035952-T1	Aqcoe5G346600.1.p, Aqcoe5G346600.2.p
OG0011035	FUN_005581-T1	Aqcoe5G094900.1.p
OG0011036	FUN_007974-T1	Aqcoe5G428600.1.p, Aqcoe5G428600.2.p
OG0011037	FUN_043754-T1	Aqcoe5G083500.2.p, Aqcoe5G083500.1.p
OG0011038	FUN_002023-T1	Aqcoe5G320600.1.p
OG0011039	FUN_007620-T1	Aqcoe5G284900.1.p, Aqcoe5G284900.2.p
OG0011040	FUN_045140-T1	Aqcoe5G476300.1.p
OG0011041	FUN_046612-T1	Aqcoe5G380900.1.p
OG0011042	FUN_041203-T1	Aqcoe5G461400.1.p, Aqcoe5G461400.2.p, Aqcoe5G461400.3.p
OG0011043	FUN_025267-T1	Aqcoe5G347000.2.p, Aqcoe5G347000.1.p, Aqcoe5G347000.3.p
OG0011044	FUN_035834-T1	Aqcoe5G416100.1.p
OG0011045	FUN_001155-T1, FUN_030224-T1	Aqcoe5G194200.1.p
OG0011046	FUN_039984-T1	Aqcoe5G466400.1.p, Aqcoe5G466200.2.p, Aqcoe5G466200.1.p
OG0011047	FUN_025494-T1	Aqcoe5G167700.2.p, Aqcoe5G167700.1.p
OG0011048	FUN_043677-T2, FUN_043677-T1	Aqcoe5G011700.2.p, Aqcoe5G011700.1.p
OG0011049	FUN_042642-T2, FUN_042642-T1	Aqcoe5G101400.1.p
OG0011050	FUN_039555-T1	Aqcoe5G014000.1.p
OG0011051	FUN_047998-T1	Aqcoe5G129400.1.p, Aqcoe5G129400.2.p
OG0011052	FUN_049759-T1, FUN_049759-T2, FUN_049759-T3, FUN_038494-T1	Aqcoe5G182200.1.p
OG0011053	FUN_010722-T1	Aqcoe5G380500.1.p, Aqcoe5G397800.1.p
OG0011055	FUN_051797-T1	Aqcoe5G114100.2.p, Aqcoe5G114100.1.p
OG0011056	FUN_031161-T1, FUN_031161-T2	Aqcoe5G165200.2.p
OG0011058	FUN_040344-T1, FUN_040344-T2	Aqcoe5G093800.1.p
OG0011059	FUN_018293-T1, FUN_041077-T1, FUN_041073-T1	Aqcoe5G447300.1.p
OG0011060	FUN_026961-T1, FUN_001334-T1, FUN_001334-T2	Aqcoe5G250100.1.p
OG0011061	FUN_050983-T1	Aqcoe5G050100.1.p
OG0011062	FUN_018299-T1	Aqcoe5G450700.1.p
OG0011063	FUN_003794-T1, FUN_051257-T1	Aqcoe5G023500.1.p
OG0011064	FUN_043534-T1, FUN_024956-T1	Aqcoe5G006200.1.p
OG0011065	FUN_047835-T1, FUN_047835-T2	Aqcoe5G289900.1.p, Aqcoe5G289900.2.p
OG0011066	FUN_000697-T1	Aqcoe5G053300.1.p
OG0011067	FUN_025024-T1	Aqcoe5G002700.1.p
OG0011069	FUN_025330-T1	Aqcoe5G363100.1.p
OG0011070	FUN_052038-T1	Aqcoe5G167000.1.p
OG0011071	FUN_041215-T3, FUN_041215-T2, FUN_041215-T1	Aqcoe5G471800.1.p
OG0011072	FUN_048393-T1	Aqcoe5G276800.1.p
OG0011074	FUN_020812-T1	Aqcoe5G265600.1.p
OG0011075	FUN_000708-T1	Aqcoe5G397700.1.p
OG0011076	FUN_051975-T1	Aqcoe5G214100.1.p
OG0011077	FUN_011449-T1	Aqcoe5G357500.1.p, Aqcoe5G357500.2.p
OG0011079	FUN_015084-T1	Aqcoe5G021100.1.p
OG0011080	FUN_042939-T1	Aqcoe5G088500.1.p
OG0011081	FUN_023578-T1, FUN_023578-T2	Aqcoe5G375600.1.p, Aqcoe5G375600.2.p
OG0011082	FUN_002666-T1	Aqcoe5G030000.1.p
OG0011083	FUN_018432-T1	Aqcoe5G330000.1.p
OG0011085	FUN_030452-T1	Aqcoe5G143800.1.p
OG0011086	FUN_009074-T2, FUN_009074-T1	Aqcoe5G436400.1.p
OG0011087	FUN_033448-T1	Aqcoe5G375700.1.p
OG0011088	FUN_012954-T1	Aqcoe5G093000.2.p, Aqcoe5G092800.1.p, Aqcoe5G093000.1.p
OG0011089	FUN_019207-T1	Aqcoe5G150300.1.p
OG0011090	FUN_051810-T1, FUN_045582-T1	Aqcoe5G117800.1.p
OG0011091	FUN_041232-T1	Aqcoe5G477900.1.p, Aqcoe5G477900.2.p
OG0011092	FUN_012587-T1, FUN_012587-T2	Aqcoe5G412700.1.p
OG0011093	FUN_052142-T1	Aqcoe5G322200.1.p, Aqcoe3G158200.1.p
OG0011094	FUN_036199-T2, FUN_036199-T1	Aqcoe5G002500.1.p
OG0011095	FUN_025258-T1	Aqcoe5G345000.1.p
OG0011096	FUN_037805-T1, FUN_048410-T1	Aqcoe5G304500.1.p
OG0011097	FUN_002314-T1	Aqcoe5G203400.1.p
OG0011098	FUN_009880-T1, FUN_009880-T2	Aqcoe5G205100.1.p, Aqcoe5G205100.2.p
OG0011099	FUN_025107-T1, FUN_025108-T1	Aqcoe5G387700.1.p
OG0011100	FUN_001368-T1, FUN_001368-T2	Aqcoe5G224500.3.p, Aqcoe5G224500.1.p, Aqcoe5G224500.2.p
OG0011101	FUN_036796-T1	Aqcoe5G010100.1.p
OG0011102	FUN_007944-T1	Aqcoe5G410900.1.p
OG0011103	FUN_017533-T1	Aqcoe5G289500.1.p
OG0011104	FUN_045146-T1	Aqcoe5G476800.2.p, Aqcoe5G476800.1.p
OG0011105	FUN_031625-T1	Aqcoe5G232000.1.p
OG0011106	FUN_034380-T1, FUN_047417-T1, FUN_043118-T1, FUN_043091-T2, FUN_043091-T1, FUN_043881-T1, FUN_043088-T1	Aqcoe5G035300.1.p
OG0011107	FUN_010755-T1	Aqcoe5G405000.1.p
OG0011108	FUN_051508-T1	Aqcoe5G091100.1.p
OG0011109	FUN_038860-T1, FUN_038868-T1, FUN_038870-T1, FUN_038875-T1, FUN_038878-T1	Aqcoe5G265000.1.p
OG0011111	FUN_038228-T1	Aqcoe5G314500.1.p
OG0011112	FUN_047754-T1	Aqcoe5G188000.2.p, Aqcoe5G188000.3.p, Aqcoe5G188000.1.p
OG0011113	FUN_042812-T1	Aqcoe5G473200.1.p
OG0011114	FUN_052421-T1	Aqcoe5G312000.1.p
OG0011115	FUN_001369-T1	Aqcoe5G256900.2.p, Aqcoe5G256900.1.p
OG0011116	FUN_037488-T1, FUN_037488-T2	Aqcoe5G465100.2.p, Aqcoe5G465100.1.p
OG0011117	FUN_029037-T1	Aqcoe5G261100.2.p, Aqcoe5G261100.1.p, Aqcoe5G261100.3.p
OG0011118	FUN_029443-T1, FUN_029444-T1, FUN_029442-T1	Aqcoe5G152100.1.p
OG0011119	FUN_020705-T1	Aqcoe5G281700.1.p
OG0011120	FUN_008799-T1	Aqcoe5G461600.1.p
OG0011121	FUN_004249-T1	Aqcoe5G465500.1.p
OG0011122	FUN_002518-T2, FUN_002518-T1	Aqcoe5G080800.1.p
OG0011123	FUN_042875-T1	Aqcoe5G079800.1.p
OG0011124	FUN_030508-T1	Aqcoe5G122800.1.p
OG0011125	FUN_008513-T1, FUN_035465-T1	Aqcoe5G152400.1.p
OG0011126	FUN_033104-T1, FUN_033104-T2, FUN_033104-T3	Aqcoe5G010500.1.p, Aqcoe5G010500.2.p
OG0011127	FUN_050427-T1	Aqcoe3G059300.1.p, Aqcoe3G126600.1.p, Aqcoe5G038600.1.p
OG0011128	FUN_014455-T1	Aqcoe5G056500.1.p, Aqcoe5G056500.2.p, Aqcoe5G056500.4.p, Aqcoe5G056500.3.p
OG0011129	FUN_034416-T1	Aqcoe5G225700.1.p
OG0011130	FUN_026910-T1	Aqcoe5G255800.1.p
OG0011131	FUN_047067-T1	Aqcoe5G327800.1.p
OG0011132	FUN_028923-T1	Aqcoe5G296000.1.p, Aqcoe5G296000.2.p
OG0011133	FUN_004234-T1, FUN_004232-T1	Aqcoe5G224700.1.p
OG0011134	FUN_048286-T1	Aqcoe5G054800.1.p
OG0011135	FUN_002897-T1, FUN_002618-T1	Aqcoe0069s0001.1.p
OG0011138	FUN_010505-T1	Aqcoe3G041400.1.p
OG0011140	FUN_032958-T1	Aqcoe3G011200.1.p
OG0011141	FUN_031728-T1	Aqcoe3G010100.2.p, Aqcoe3G010100.1.p
OG0011142	FUN_033122-T1, FUN_033123-T1	Aqcoe3G141600.2.p, Aqcoe3G141600.1.p
OG0011143	FUN_030256-T1	Aqcoe3G437200.1.p, Aqcoe3G437500.1.p, Aqcoe3G437400.1.p, Aqcoe3G437300.1.p
OG0011144	FUN_032622-T1	Aqcoe3G348900.1.p
OG0011145	FUN_025132-T1	Aqcoe3G134500.1.p
OG0011146	FUN_017444-T2, FUN_017444-T1	Aqcoe3G236800.1.p
OG0011147	FUN_011048-T1	Aqcoe3G336800.1.p
OG0011149	FUN_017663-T1, FUN_031129-T1	Aqcoe3G026200.1.p
OG0011150	FUN_010444-T1	Aqcoe3G022200.1.p, Aqcoe3G022100.1.p
OG0011151	FUN_027068-T1, FUN_027068-T2	Aqcoe3G333600.1.p
OG0011152	FUN_022024-T2, FUN_022024-T3, FUN_022024-T1	Aqcoe3G255800.1.p
OG0011153	FUN_027423-T1	Aqcoe3G286400.1.p
OG0011154	FUN_049460-T2, FUN_049460-T1	Aqcoe3G257100.3.p, Aqcoe3G257100.2.p, Aqcoe3G257100.1.p
OG0011155	FUN_033659-T1, FUN_033659-T2	Aqcoe3G396500.1.p
OG0011156	FUN_029797-T1	Aqcoe3G018600.1.p
OG0011157	FUN_021731-T1	Aqcoe3G405900.1.p, Aqcoe3G405900.2.p
OG0011158	FUN_033367-T1	Aqcoe3G000500.1.p
OG0011159	FUN_045484-T2, FUN_045484-T1	Aqcoe3G363400.1.p
OG0011160	FUN_022442-T1	Aqcoe3G421000.1.p
OG0011161	FUN_032127-T1, FUN_032129-T1, FUN_002373-T1	Aqcoe3G145200.2.p, Aqcoe3G145200.1.p
OG0011162	FUN_029082-T1	Aqcoe3G371100.1.p
OG0011163	FUN_007803-T1, FUN_051016-T1	Aqcoe3G440900.1.p
OG0011164	FUN_031863-T1, FUN_025305-T1	Aqcoe3G200300.1.p
OG0011165	FUN_011211-T1	Aqcoe3G370400.1.p
OG0011166	FUN_041741-T1	Aqcoe3G214000.1.p
OG0011167	FUN_031753-T1	Aqcoe3G436700.1.p
OG0011168	FUN_029999-T1	Aqcoe3G103400.1.p
OG0011169	FUN_032170-T1	Aqcoe3G281400.1.p
OG0011170	FUN_039327-T1	Aqcoe3G088000.1.p
OG0011171	FUN_032307-T1	Aqcoe3G110100.1.p
OG0011172	FUN_017662-T1, FUN_041650-T1	Aqcoe3G167700.1.p
OG0011173	FUN_032086-T2	Aqcoe3G140500.1.p
OG0011174	FUN_020626-T1, FUN_034741-T1	Aqcoe3G441900.1.p
OG0011175	FUN_033555-T1	Aqcoe3G038500.1.p
OG0011176	FUN_033821-T1, FUN_023550-T1	Aqcoe3G372500.1.p
OG0011177	FUN_029020-T1	Aqcoe3G411300.1.p
OG0011178	FUN_030908-T1	Aqcoe3G088700.1.p
OG0011179	FUN_047057-T1	Aqcoe3G197100.1.p
OG0011180	FUN_023238-T1, FUN_032502-T1	Aqcoe3G332600.1.p
OG0011181	FUN_011298-T1	Aqcoe3G048600.1.p
OG0011182	FUN_034596-T1, FUN_017431-T2, FUN_017431-T1	Aqcoe3G239300.1.p
OG0011183	FUN_020075-T1	Aqcoe3G412700.1.p
OG0011184	FUN_022477-T1	Aqcoe3G432200.1.p
OG0011185	FUN_017475-T1	Aqcoe3G237800.1.p
OG0011186	FUN_049545-T1	Aqcoe3G269600.1.p
OG0011187	FUN_033343-T1, FUN_033342-T2, FUN_033342-T1	Aqcoe3G417600.1.p
OG0011188	FUN_044089-T1	Aqcoe3G349600.1.p
OG0011189	FUN_041595-T1	Aqcoe3G224200.1.p, Aqcoe3G224200.3.p, Aqcoe3G224200.2.p
OG0011192	FUN_018013-T2, FUN_018013-T1, FUN_041915-T1	Aqcoe3G242200.1.p
OG0011193	FUN_050225-T1	Aqcoe3G248100.1.p
OG0011194	FUN_025399-T1, FUN_032052-T1	Aqcoe3G136200.1.p
OG0011195	FUN_049593-T1	Aqcoe3G298200.2.p, Aqcoe3G298200.1.p
OG0011196	FUN_047146-T1, FUN_047147-T1	Aqcoe3G376600.1.p
OG0011197	FUN_047386-T1, FUN_010798-T1	Aqcoe3G283000.2.p, Aqcoe3G283000.1.p
OG0011198	FUN_052168-T1	Aqcoe3G344800.1.p, Aqcoe3G344800.2.p
OG0011199	FUN_053227-T1, FUN_046906-T1	Aqcoe3G194900.1.p
OG0011200	FUN_018779-T1	Aqcoe3G319700.1.p, Aqcoe3G320200.1.p
OG0011201	FUN_047411-T1	Aqcoe3G292800.1.p, Aqcoe3G292800.2.p
OG0011202	FUN_031908-T1, FUN_031908-T3	Aqcoe3G197200.1.p
OG0011203	FUN_029130-T1	Aqcoe3G050800.1.p
OG0011204	FUN_046703-T1	Aqcoe3G356600.1.p
OG0011205	FUN_010640-T1	Aqcoe3G030000.1.p, Aqcoe3G030000.2.p
OG0011207	FUN_027935-T2, FUN_027935-T1, FUN_027935-T3	Aqcoe3G440300.1.p, Aqcoe3G440300.2.p
OG0011208	FUN_021901-T1, FUN_049551-T1, FUN_049552-T1	Aqcoe3G273600.1.p, Aqcoe3G273600.2.p, Aqcoe3G273900.1.p
OG0011209	FUN_001650-T1	Aqcoe3G238700.1.p, Aqcoe3G238700.2.p
OG0011210	FUN_046933-T2, FUN_046933-T1	Aqcoe3G198400.1.p
OG0011211	FUN_009210-T1, FUN_010004-T1	Aqcoe3G299500.1.p
OG0011212	FUN_027923-T1, FUN_027923-T2	Aqcoe3G442200.1.p
OG0011213	FUN_009161-T1, FUN_032327-T1	Aqcoe3G304600.1.p
OG0011214	FUN_036709-T1, FUN_045347-T1	Aqcoe3G083800.1.p
OG0011215	FUN_017179-T1	Aqcoe3G275200.1.p
OG0011216	FUN_041813-T1	Aqcoe3G208000.1.p
OG0011217	FUN_026264-T1	Aqcoe3G141900.1.p
OG0011218	FUN_048701-T1	Aqcoe3G419800.1.p
OG0011220	FUN_008495-T1, FUN_034869-T1	Aqcoe3G228200.1.p
OG0011221	FUN_009071-T1	Aqcoe3G384000.1.p, Aqcoe3G384000.2.p
OG0011222	FUN_051772-T1	Aqcoe3G339000.1.p
OG0011223	FUN_012300-T1	Aqcoe3G414100.1.p
OG0011224	FUN_041572-T1	Aqcoe3G233300.1.p, Aqcoe3G233300.2.p
OG0011226	FUN_011652-T1	Aqcoe3G404700.1.p
OG0011227	FUN_045270-T1, FUN_044058-T1, FUN_044058-T2	Aqcoe3G222300.1.p
OG0011228	FUN_009225-T2, FUN_009225-T1, FUN_032259-T1	Aqcoe3G298900.1.p
OG0011229	FUN_032393-T1	Aqcoe3G104100.1.p
OG0011230	FUN_033458-T1	Aqcoe3G023100.1.p
OG0011231	FUN_049288-T1	Aqcoe3G190200.1.p
OG0011232	FUN_041450-T1	Aqcoe3G251200.1.p
OG0011344	FUN_013643-T1	Aqcoe6G081400.1.p, Aqcoe5G423200.1.p, Aqcoe5G078800.1.p, Aqcoe5G077500.1.p, Aqcoe4G070800.1.p, Aqcoe4G140400.1.p, Aqcoe5G077900.1.p, Aqcoe5G078000.1.p, Aqcoe5G079300.1.p, Aqcoe0189s0002.1.p, Aqcoe5G078500.1.p
OG0011345	FUN_033233-T1	Aqcoe0757s0002.1.p, Aqcoe2G311800.1.p
OG0011347	FUN_026979-T1	Aqcoe2G415400.1.p, Aqcoe2G415400.2.p
OG0011348	FUN_030949-T1	Aqcoe2G074500.1.p
OG0011349	FUN_032917-T1	Aqcoe2G345800.1.p
OG0011350	FUN_012225-T1	Aqcoe2G066000.1.p
OG0011351	FUN_042820-T1, FUN_042820-T3, FUN_042820-T4, FUN_042820-T2	Aqcoe2G318600.1.p
OG0011352	FUN_034095-T1	Aqcoe2G405600.2.p, Aqcoe2G405600.1.p
OG0011353	FUN_008237-T1	Aqcoe2G389600.1.p
OG0011354	FUN_020305-T1	Aqcoe1G396300.1.p, Aqcoe2G384400.1.p
OG0011355	FUN_034022-T1	Aqcoe2G072900.1.p
OG0011356	FUN_052614-T1	Aqcoe2G055600.1.p
OG0011357	FUN_049031-T1	Aqcoe2G095700.1.p
OG0011358	FUN_002431-T1	Aqcoe2G276200.1.p, Aqcoe2G276200.3.p, Aqcoe2G276200.2.p
OG0011359	FUN_039007-T1	Aqcoe2G114100.1.p
OG0011360	FUN_014946-T1	Aqcoe2G276100.1.p
OG0011361	FUN_039748-T1	Aqcoe2G231700.1.p, Aqcoe1G099300.1.p
OG0011362	FUN_000643-T1	Aqcoe2G252600.1.p
OG0011363	FUN_011407-T1	Aqcoe2G327400.1.p
OG0011364	FUN_014555-T1	Aqcoe2G351100.1.p
OG0011366	FUN_029285-T1	Aqcoe2G078500.1.p
OG0011368	FUN_014688-T1, FUN_014688-T3, FUN_014688-T2	Aqcoe2G027100.1.p, Aqcoe2G027100.2.p
OG0011369	FUN_039965-T1	Aqcoe2G067000.1.p
OG0011370	FUN_038647-T1	Aqcoe2G001200.1.p
OG0011372	FUN_043559-T2, FUN_043559-T1	Aqcoe2G386600.1.p
OG0011374	FUN_033207-T1	Aqcoe2G318400.1.p
OG0011375	FUN_042892-T1	Aqcoe2G305600.1.p
OG0011376	FUN_002604-T1	Aqcoe2G352100.1.p
OG0011377	FUN_049498-T1	Aqcoe2G336400.1.p
OG0011380	FUN_039190-T1	Aqcoe2G177900.1.p
OG0011381	FUN_010697-T1	Aqcoe2G408900.1.p
OG0011382	FUN_005537-T1, FUN_052156-T1	Aqcoe2G035800.1.p
OG0011383	FUN_049060-T1, FUN_008949-T1	Aqcoe2G101100.1.p
OG0011384	FUN_039853-T1	Aqcoe2G007100.1.p
OG0011385	FUN_004510-T1	Aqcoe2G388800.1.p, Aqcoe2G035100.1.p
OG0011386	FUN_005004-T1, FUN_005002-T1	Aqcoe2G406300.1.p
OG0011387	FUN_018226-T1, FUN_035722-T1	Aqcoe2G051100.1.p
OG0011388	FUN_014666-T1	Aqcoe1G144300.1.p, Aqcoe2G215100.1.p
OG0011389	FUN_012834-T1	Aqcoe2G013600.1.p
OG0011391	FUN_033093-T1, FUN_005747-T1	Aqcoe2G392800.1.p
OG0011392	FUN_024560-T1	Aqcoe2G336900.1.p
OG0011393	FUN_026796-T1	Aqcoe2G221700.1.p
OG0011394	FUN_034062-T1, FUN_003558-T1	Aqcoe2G419700.1.p
OG0011395	FUN_034027-T1	Aqcoe2G426800.1.p
OG0011397	FUN_014465-T1	Aqcoe2G345600.1.p
OG0011400	FUN_033139-T1	Aqcoe2G384200.1.p
OG0011401	FUN_049737-T1	Aqcoe2G259000.1.p
OG0011402	FUN_009718-T1	Aqcoe2G226600.1.p
OG0011404	FUN_050398-T1	Aqcoe2G428200.1.p, Aqcoe2G428200.2.p
OG0011405	FUN_013303-T1	Aqcoe3G235300.1.p
OG0011406	FUN_029737-T1, FUN_000739-T1	Aqcoe2G127300.1.p
OG0011407	FUN_001984-T1	Aqcoe2G274100.1.p, Aqcoe2G274600.1.p
OG0011408	FUN_051173-T1	Aqcoe2G369400.1.p
OG0011409	FUN_000737-T1	Aqcoe2G212900.1.p
OG0011411	FUN_023460-T1	Aqcoe2G022900.1.p
OG0011412	FUN_044707-T1, FUN_016185-T1	Aqcoe2G202100.1.p
