Orthogroup	P_amilis.proteins	A_hypochondriacus.proteins
OG0008481	FUN_049488-T1	AH009359-RA
OG0008482	FUN_015250-T1	AH012158-RA
OG0008484	FUN_048094-T1	AH009621-RA
OG0008485	FUN_011796-T2, FUN_011796-T1	AH017191-RA
OG0008486	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1	AH011326-RA
OG0008487	FUN_017513-T1	AH018386-RA
OG0008488	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1	AH010264-RA
OG0008489	FUN_045349-T1, FUN_011133-T1	AH002854-RA
OG0008489	FUN_032637-T1	AH005014-RA
OG0008490	FUN_041761-T1, FUN_017797-T1	AH018473-RA
OG0008491	FUN_000657-T1	AH013057-RA
OG0008492	FUN_029065-T1	AH015845-RA
OG0008493	FUN_023330-T1	AH004392-RA
OG0008494	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1	AH018885-RA
OG0008495	FUN_017310-T1	AH011420-RA, AH018258-RA
OG0008496	FUN_020603-T2, FUN_020603-T3	AH003367-RA
OG0008497	FUN_011033-T1	AH014252-RA
OG0008498	FUN_004383-T1, FUN_004383-T2	AH020502-RA
OG0008499	FUN_023793-T3, FUN_023793-T2, FUN_023793-T1, FUN_033695-T1	AH004087-RA
OG0008500	FUN_033384-T1	AH005348-RA
OG0008501	FUN_005911-T1	AH015923-RA
OG0008502	FUN_016883-T1	AH000789-RA
OG0008503	FUN_018808-T1	AH015306-RA
OG0008504	FUN_030861-T1	AH015733-RA
OG0008505	FUN_017798-T1	AH018474-RA, AH011562-RA
OG0008507	FUN_047818-T1	AH020636-RA
OG0008508	FUN_020657-T1, FUN_020657-T2	AH006246-RA
OG0008509	FUN_038308-T1	AH009284-RA
OG0008510	FUN_020665-T1	AH006254-RA
OG0008511	FUN_010936-T2, FUN_010936-T1	AH017322-RA
OG0008512	FUN_047396-T1	AH017973-RA
OG0008513	FUN_010970-T1, FUN_010970-T2	AH017344-RA
OG0008514	FUN_008057-T1	AH018833-RA
OG0008515	FUN_033963-T1	AH006641-RA
OG0008517	FUN_039908-T2, FUN_039908-T1	AH012852-RA
OG0008518	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2	AH002835-RA
OG0008520	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1	AH004089-RA
OG0008521	FUN_011192-T1	AH017504-RA
OG0008522	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3	AH012597-RA
OG0008523	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1	AH004734-RA
OG0008524	FUN_023078-T1, FUN_023080-T1	AH004684-RA
OG0008525	FUN_045752-T1	AH002279-RA, AH000799-RA
OG0008526	FUN_041770-T1	AH018475-RA, AH011564-RA
OG0008527	FUN_004793-T2, FUN_004793-T1	AH006848-RA
OG0008528	FUN_047434-T2, FUN_047434-T1	AH006861-RA
OG0008529	FUN_047547-T1	AH017617-RA
OG0008530	FUN_020617-T1	AH006388-RA
OG0008531	FUN_017290-T2, FUN_017290-T1	AH018269-RA
OG0008532	FUN_029851-T1, FUN_016588-T1, FUN_025756-T1	AH022872-RA
OG0008533	FUN_011087-T1	AH017573-RA
OG0008534	FUN_002223-T1	AH000581-RA, AH001787-RA
OG0008535	FUN_029848-T1, FUN_029848-T2	AH020046-RA
OG0008536	FUN_032392-T1	AH004690-RA
OG0008537	FUN_033529-T2, FUN_033529-T1	AH004127-RA, AH005470-RA
OG0008538	FUN_003080-T1	AH014597-RA
OG0008539	FUN_012375-T1, FUN_040156-T1, FUN_035350-T1, FUN_039091-T1, FUN_021742-T1	AH007348-RA, AH013956-RA, AH022695-RA, AH006022-RA, AH015292-RA
OG0008541	FUN_015494-T1	AH020833-RA, AH020832-RA
OG0008542	FUN_044415-T1	AH009899-RA
OG0008542	FUN_039497-T1, FUN_039497-T2, FUN_046146-T1, FUN_038099-T1, FUN_046147-T1, FUN_046148-T1	AH009900-RA
OG0008544	FUN_022772-T1	AH012392-RA, AH019556-RA
OG0008545	FUN_004522-T1	AH020414-RA
OG0008546	FUN_002974-T1	AH004465-RA, AH004868-RA
OG0008547	FUN_040973-T1, FUN_040971-T1	AH011268-RA
OG0008549	FUN_006215-T1	AH002041-RA
OG0008550	FUN_041383-T1	AH000862-RA
OG0008594	FUN_038350-T1	AH006031-RA
OG0008595	FUN_000635-T1	AH020124-RA
OG0008596	FUN_029955-T1	AH022938-RA
OG0008597	FUN_014199-T1	AH011814-RA
OG0008598	FUN_035363-T1	AH008437-RA
OG0008600	FUN_020493-T1	AH021877-RA
OG0008601	FUN_050380-T1	AH013594-RA
OG0008602	FUN_001521-T1	AH000102-RA
OG0008603	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1	AH010448-RA
OG0008604	FUN_031631-T1	AH019966-RA
OG0008605	FUN_049059-T1	AH013783-RA, AH022677-RA
OG0008606	FUN_052555-T1	AH011110-RA
OG0008607	FUN_030349-T1	AH009042-RA
OG0008608	FUN_002088-T1	AH007930-RA, AH010313-RA
OG0008610	FUN_006711-T1	AH015491-RA, AH006050-RA, AH006051-RA
OG0008611	FUN_039574-T1	AH011077-RA
OG0008612	FUN_022370-T1	AH011655-RA
OG0008613	FUN_051313-T1	AH017707-RA
OG0008614	FUN_029235-T2, FUN_029235-T1	AH019284-RA
OG0008615	FUN_024562-T1	AH021296-RA
OG0008617	FUN_032350-T1, FUN_026169-T1	AH003751-RA
OG0008618	FUN_028946-T1	AH016649-RA
OG0008619	FUN_005495-T1	AH020201-RA
OG0008620	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1	AH010967-RA
OG0008621	FUN_042076-T2, FUN_042076-T1	AH003079-RA
OG0008622	FUN_032716-T2, FUN_032716-T1	AH006701-RA
OG0008624	FUN_047858-T1	AH009318-RA
OG0008625	FUN_034301-T1, FUN_051506-T1	AH010528-RA, AH007632-RA
OG0008626	FUN_049970-T1	AH022392-RA, AH013286-RA, AH013287-RA
OG0008627	FUN_050826-T1	AH017771-RA
OG0008628	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1	AH002613-RA
OG0008630	FUN_049350-T1, FUN_049350-T2	AH013184-RA
OG0008631	FUN_001656-T1, FUN_001656-T2	AH008585-RA
OG0008632	FUN_035660-T1, FUN_035660-T2	AH007766-RA
OG0008633	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3	AH007862-RA
OG0008634	FUN_014934-T1, FUN_014934-T2	AH007105-RA
OG0008635	FUN_020613-T1	AH013263-RA
OG0008636	FUN_003498-T1	AH006495-RA
OG0008636	FUN_034092-T1, FUN_034092-T2	AH020574-RA
OG0008637	FUN_003699-T1	AH006883-RA
OG0008639	FUN_002622-T1	AH002693-RA, AH017688-RA
OG0008640	FUN_031936-T1	AH005159-RA
OG0008641	FUN_020215-T2, FUN_020215-T1	AH007054-RA, AH019835-RA
OG0008642	FUN_014841-T1	AH010780-RA, AH010333-RA
OG0008643	FUN_046365-T1	AH006904-RA
OG0008644	FUN_032969-T1, FUN_004802-T1	AH006857-RA
OG0008646	FUN_025050-T1	AH013615-RA
OG0008648	FUN_040385-T1	AH007780-RA
OG0008649	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1	AH013512-RA, AH022543-RA
OG0008650	FUN_003496-T1, FUN_034096-T1	AH020575-RA, AH006492-RA
OG0008652	FUN_025022-T1	AH022140-RA
OG0008653	FUN_026026-T1	AH001312-RA
OG0008654	FUN_050462-T1	AH013109-RA, AH022139-RA
OG0008655	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1	AH007189-RA
OG0008656	FUN_045227-T1	AH007290-RA
OG0008657	FUN_036521-T1	AH007695-RA
OG0008658	FUN_035148-T1	AH016921-RA, AH016920-RA
OG0008660	FUN_036897-T2, FUN_036897-T1	AH010051-RA, AH013685-RA, AH013684-RA
OG0008661	FUN_014584-T1	AH002117-RA
OG0008662	FUN_022489-T1	AH010695-RA, AH007836-RA
OG0008666	FUN_021919-T1	AH008126-RA, AH007810-RA
OG0008667	FUN_047467-T2, FUN_047467-T1	AH022018-RA, AH012752-RA
OG0008668	FUN_042281-T1	AH000386-RA, AH001489-RA
OG0008669	FUN_005441-T1	AH013211-RA
OG0008670	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3	AH003064-RA, AH018816-RA
OG0008672	FUN_010951-T1	AH015271-RA
OG0008673	FUN_014122-T1	AH020031-RA, AH011718-RA
OG0008674	FUN_017414-T1	AH018211-RA
OG0008675	FUN_000481-T2, FUN_000481-T1	AH010447-RA
OG0008677	FUN_020959-T1	AH010661-RA
OG0008678	FUN_034031-T1	AH006541-RA, AH020537-RA
OG0008680	FUN_000613-T1	AH011840-RA
OG0008681	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2	AH013592-RA
OG0008682	FUN_012837-T1	AH022098-RA
OG0008683	FUN_001891-T2, FUN_001891-T1	AH007666-RA
OG0008684	FUN_033010-T1, FUN_033010-T2	AH006878-RA
OG0008685	FUN_032885-T2, FUN_032885-T1	AH006802-RA
OG0008686	FUN_014192-T1	AH011810-RA, AH019995-RA
OG0008687	FUN_024945-T1, FUN_043556-T2, FUN_043556-T1	AH013037-RA
OG0008688	FUN_048756-T1	AH013243-RA
OG0008689	FUN_047728-T1, FUN_025040-T1	AH013130-RA
OG0008690	FUN_025652-T1, FUN_042664-T1	AH016854-RA
OG0008691	FUN_036238-T1	AH007474-RA
OG0008692	FUN_052703-T1	AH010965-RA, AH007721-RA
OG0008693	FUN_015174-T1	AH004214-RA
OG0008694	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2	AH005142-RA
OG0008695	FUN_033195-T1	AH006973-RA, AH020185-RA
OG0008696	FUN_029634-T1	AH005945-RA
OG0008697	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1	AH009405-RA
OG0008698	FUN_025617-T2, FUN_025617-T1	AH023762-RA
OG0008699	FUN_021182-T1	AH003115-RA
OG0008700	FUN_025730-T1, FUN_025730-T2	AH016793-RA
OG0008701	FUN_029978-T1	AH015865-RA
OG0008702	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1	AH008872-RA
OG0008703	FUN_025500-T1	AH005654-RA
OG0008704	FUN_030646-T1	AH005740-RA
OG0008705	FUN_048968-T1, FUN_048969-T1	AH013879-RA
OG0008707	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1	AH014404-RA
OG0008708	FUN_015290-T1	AH012167-RA
OG0008709	FUN_038667-T1	AH008862-RA
OG0008711	FUN_014963-T1	AH020237-RA, AH019839-RA, AH020224-RA
OG0008712	FUN_037915-T1, FUN_048471-T1	AH009009-RA, AH023602-RA
OG0008713	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2	AH010373-RA
OG0008714	FUN_001123-T1, FUN_030245-T1	AH005587-RA
OG0008715	FUN_005624-T1	AH002439-RA
OG0008716	FUN_012466-T1	AH021519-RA
OG0008717	FUN_025716-T1, FUN_042715-T1	AH006628-RA
OG0008718	FUN_049776-T1	AH008956-RA
OG0008718	FUN_031041-T1	AH003782-RA
OG0008719	FUN_009656-T1	AH005710-RA
OG0008722	FUN_051697-T1	AH001683-RA
OG0008723	FUN_019236-T1, FUN_029510-T1	AH003718-RA
OG0008724	FUN_052069-T2, FUN_052069-T1	AH002427-RA
OG0008725	FUN_036725-T1	AH015406-RA
OG0008727	FUN_051675-T2, FUN_051675-T1	AH001695-RA
OG0008728	FUN_001362-T1, FUN_026997-T1	AH008546-RA
OG0008729	FUN_021506-T1	AH001995-RA
OG0008730	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1	AH005932-RA, AH003625-RA
OG0008731	FUN_045488-T1, FUN_011185-T1	AH017519-RA
OG0008732	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1	AH007800-RA
OG0008733	FUN_049785-T1	AH008947-RA
OG0008734	FUN_011511-T1	AH016733-RA
OG0008735	FUN_030568-T1	AH005704-RA, AH003870-RA
OG0008736	FUN_004329-T1	AH005666-RA, AH003663-RA, AH023056-RA
OG0008737	FUN_001962-T1, FUN_001962-T2	AH014650-RA
OG0008738	FUN_026927-T1, FUN_026927-T2	AH000429-RA
OG0008739	FUN_025542-T1	AH006460-RA
OG0008740	FUN_037929-T1	AH008991-RA
OG0008741	FUN_008228-T1, FUN_004199-T1	AH005983-RA
OG0008742	FUN_017805-T1	AH003893-RA
OG0008743	FUN_024547-T1	AH016666-RA, AH008417-RA
OG0008744	FUN_031394-T1	AH005564-RA
OG0008745	FUN_048185-T1, FUN_048185-T2	AH005530-RA
OG0008746	FUN_025262-T1, FUN_031778-T1	AH004568-RA, AH005214-RA
OG0008747	FUN_039872-T1	AH019078-RA
OG0008748	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3	AH000575-RA
OG0008749	FUN_002306-T1	AH001854-RA, AH000586-RA
OG0008750	FUN_001190-T1	AH008495-RA
OG0008751	FUN_020424-T1	AH017568-RA
OG0008752	FUN_025702-T2, FUN_025702-T1	AH016816-RA
OG0008753	FUN_017700-T2, FUN_017700-T1	AH018449-RA, AH011547-RA
OG0008754	FUN_026925-T1	AH006554-RA
OG0008756	FUN_020418-T1	AH004260-RA, AH005252-RA
OG0008756	FUN_028806-T1	AH007679-RA, AH010911-RA
OG0008757	FUN_004821-T1	AH004517-RA
OG0008758	FUN_038799-T1, FUN_038798-T1	AH013114-RA, AH008636-RA
OG0008759	FUN_037121-T1	AH009224-RA
OG0008760	FUN_000147-T1	AH002090-RA
OG0008761	FUN_053300-T2, FUN_053300-T1	AH001677-RA
OG0008762	FUN_052263-T1	AH010665-RA
OG0008763	FUN_034068-T1	AH006515-RA
OG0008764	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1	AH008850-RA
OG0008765	FUN_000337-T1	AH008639-RA
OG0008766	FUN_002336-T1	AH017256-RA, AH002767-RA
OG0008767	FUN_045700-T1, FUN_051942-T1	AH000838-RA, AH002244-RA
OG0008768	FUN_038453-T1	AH021242-RA, AH014682-RA
OG0008769	FUN_046502-T1	AH014254-RA
OG0008770	FUN_038654-T1, FUN_044177-T1	AH008871-RA
OG0008771	FUN_024927-T1	AH008138-RA, AH009723-RA
OG0008772	FUN_037831-T1	AH009361-RA
OG0008773	FUN_048510-T2, FUN_048510-T1	AH018892-RA
OG0008774	FUN_049657-T1	AH009111-RA
OG0008775	FUN_033772-T1	AH000489-RA
OG0008776	FUN_000848-T2, FUN_000848-T1	AH002169-RA
OG0008777	FUN_020919-T1, FUN_020919-T2	AH006224-RA
OG0008778	FUN_015633-T1	AH001447-RA
OG0008779	FUN_046616-T1	AH008059-RA, AH010063-RA
OG0008780	FUN_017642-T1	AH011527-RA
OG0008781	FUN_046558-T1, FUN_016609-T1	AH006076-RA, AH004112-RA
OG0008782	FUN_003104-T1	AH000045-RA
OG0008783	FUN_008460-T1	AH015193-RA, AH021561-RA
OG0008784	FUN_052433-T1	AH011208-RA
OG0008785	FUN_004340-T1	AH022610-RA
OG0008787	FUN_011861-T2, FUN_011861-T1	AH008006-RA, AH010576-RA
OG0008788	FUN_011338-T1	AH002953-RA, AH017391-RA
OG0008789	FUN_034731-T1	AH014719-RA
OG0008790	FUN_040131-T1	AH003197-RA
OG0008791	FUN_014391-T1	AH021742-RA
OG0008792	FUN_021019-T1	AH016296-RA
OG0008793	FUN_011999-T2, FUN_011999-T1	AH008130-RA
OG0008794	FUN_036697-T1	AH021676-RA
OG0008795	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2	AH005488-RA
OG0008796	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1	AH007987-RA
OG0008797	FUN_022329-T1	AH020064-RA
OG0008798	FUN_025053-T1, FUN_050404-T1	AH013609-RA
OG0008799	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1	AH008120-RA
OG0008800	FUN_012606-T1	AH000161-RA
OG0008801	FUN_028263-T1	AH014333-RA
OG0008802	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2	AH014202-RA
OG0008803	FUN_045521-T1	AH000120-RA
OG0008804	FUN_011734-T1	AH018187-RA
OG0008805	FUN_020495-T1, FUN_043772-T1	AH019780-RA
OG0008806	FUN_011760-T1	AH000047-RA
OG0008808	FUN_049914-T2, FUN_049914-T1	AH008191-RA
OG0008809	FUN_014699-T1	AH009987-RA
OG0008810	FUN_016072-T1	AH002035-RA
OG0008811	FUN_008222-T1, FUN_008222-T2	AH003106-RA
OG0008812	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1	AH021039-RA
OG0008813	FUN_004963-T1	AH016198-RA, AH023318-RA
OG0008814	FUN_028636-T1	AH013308-RA
OG0008815	FUN_008639-T1	AH015125-RA
OG0008816	FUN_036977-T2, FUN_036977-T1	AH022280-RA
OG0008817	FUN_008689-T2, FUN_008689-T1	AH015097-RA, AH021617-RA
OG0008818	FUN_041033-T1	AH011284-RA
OG0008819	FUN_017190-T1, FUN_017190-T2	AH018308-RA
OG0008820	FUN_052845-T1	AH000108-RA
OG0008821	FUN_048145-T1	AH007751-RA
OG0008822	FUN_005973-T1	AH015900-RA
OG0008823	FUN_026842-T1	AH014387-RA
OG0008824	FUN_030768-T1	AH019977-RA
OG0008826	FUN_008252-T1	AH019036-RA
OG0008827	FUN_001736-T1	AH020643-RA
OG0008828	FUN_035938-T1	AH023299-RA
OG0008829	FUN_022557-T1	AH012329-RA
OG0008830	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1	AH012346-RA
OG0008831	FUN_031118-T1	AH008229-RA
OG0008833	FUN_016014-T1, FUN_006224-T1	AH002032-RA
OG0008835	FUN_026795-T1	AH014407-RA
OG0008837	FUN_048081-T1	AH009630-RA
OG0008840	FUN_004839-T1	AH016235-RA
OG0008842	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2	AH014111-RA
OG0008843	FUN_052861-T1	AH014269-RA
OG0008844	FUN_050059-T1, FUN_023909-T1	AH020422-RA
OG0008845	FUN_019092-T1	AH011785-RA
OG0008846	FUN_036068-T1	AH011223-RA, AH011225-RA, AH011224-RA
OG0008848	FUN_013735-T1	AH012043-RA
OG0008849	FUN_012763-T1, FUN_028409-T1	AH014314-RA
OG0008851	FUN_006493-T1, FUN_006493-T2	AH001533-RA
OG0008852	FUN_019326-T1, FUN_005251-T1	AH016074-RA
OG0008853	FUN_040438-T1	AH021200-RA
OG0008854	FUN_052826-T1	AH014273-RA
OG0008856	FUN_046470-T1, FUN_036301-T1	AH004998-RA
OG0008857	FUN_045678-T1, FUN_051885-T1	AH002232-RA, AH000850-RA
OG0008858	FUN_030272-T1	AH013485-RA
OG0008859	FUN_007650-T1	AH022465-RA
OG0008860	FUN_006291-T1	AH002079-RA
OG0008861	FUN_009623-T1, FUN_009623-T2	AH013277-RA
OG0008862	FUN_018399-T1, FUN_041172-T1	AH018128-RA
OG0008864	FUN_001819-T1	AH002119-RA
OG0008865	FUN_026781-T1	AH014427-RA
OG0008866	FUN_003238-T2, FUN_003238-T1	AH023343-RA
OG0008867	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1	AH020781-RA
OG0008868	FUN_050014-T1	AH013312-RA
OG0008869	FUN_006299-T1	AH000464-RA
OG0008870	FUN_027793-T2, FUN_027793-T1	AH018839-RA
OG0008872	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2	AH015727-RA, AH002702-RA
OG0008873	FUN_041979-T1	AH003056-RA
OG0008874	FUN_048218-T1	AH009518-RA
OG0008876	FUN_040641-T1, FUN_053256-T1	AH013079-RA
OG0008877	FUN_031750-T1	AH001078-RA
OG0008879	FUN_022600-T1	AH012343-RA, AH012342-RA
OG0008880	FUN_024064-T1, FUN_050170-T1	AH013432-RA, AH022311-RA
OG0008881	FUN_025216-T1	AH022288-RA
OG0008882	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1	AH007144-RA
OG0008883	FUN_015463-T1	AH012286-RA
OG0008884	FUN_006055-T1	AH017064-RA
OG0008885	FUN_040598-T1	AH018751-RA, AH003124-RA
OG0008886	FUN_013751-T1, FUN_009027-T2, FUN_009027-T1	AH012071-RA
OG0008887	FUN_001807-T2, FUN_001807-T1	AH019127-RA, AH015805-RA
OG0008888	FUN_014673-T1	AH018223-RA, AH011437-RA
OG0008889	FUN_015895-T1, FUN_015895-T2	AH001562-RA
OG0008890	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1	AH009101-RA
OG0008891	FUN_021601-T1, FUN_021601-T2	AH001954-RA
OG0008892	FUN_026838-T1	AH006410-RA, AH014389-RA
OG0008893	FUN_010251-T1, FUN_010251-T2	AH014505-RA
OG0008894	FUN_047645-T2, FUN_047645-T1	AH016039-RA
OG0008896	FUN_041748-T1, FUN_041748-T2	AH018460-RA
OG0008899	FUN_036789-T1	AH014825-RA, AH021388-RA
OG0008900	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1	AH020370-RA
OG0008901	FUN_000924-T1	AH015941-RA, AH023529-RA
OG0008902	FUN_010655-T1	AH000080-RA, AH001105-RA, AH000079-RA
OG0008903	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1	AH006462-RA
OG0008904	FUN_034835-T1, FUN_034835-T2	AH016648-RA
OG0008906	FUN_008044-T1, FUN_041973-T1	AH018820-RA
OG0008907	FUN_039783-T1, FUN_039783-T2	AH018959-RA
OG0008908	FUN_018973-T1	AH019282-RA
OG0008910	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1	AH022136-RA
OG0008912	FUN_034693-T1	AH021290-RA
OG0008914	FUN_037892-T1	AH022657-RA, AH013884-RA
OG0008915	FUN_006637-T1	AH013808-RA
OG0008916	FUN_032889-T1, FUN_032889-T2	AH006803-RA
OG0008917	FUN_034662-T1	AH007640-RA
OG0008918	FUN_014598-T1, FUN_014598-T2	AH023401-RA
OG0008919	FUN_027321-T1	AH000158-RA
OG0008920	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2	AH015939-RA
OG0008922	FUN_033933-T1	AH020488-RA, AH006668-RA
OG0008923	FUN_001690-T1	AH015589-RA, AH007415-RA
OG0008924	FUN_038710-T1	AH016934-RA
OG0008925	FUN_034969-T1	AH014777-RA
OG0008926	FUN_018045-T1	AH018806-RA
OG0008927	FUN_049881-T1	AH008175-RA
OG0008928	FUN_049358-T1	AH022449-RA
OG0008929	FUN_052055-T1	AH016871-RA, AH023734-RA
OG0008930	FUN_020033-T1	AH010849-RA
OG0008931	FUN_015545-T1, FUN_015545-T2	AH000243-RA
OG0008932	FUN_008183-T1	AH004228-RA
OG0008933	FUN_027259-T1	AH001278-RA, AH015154-RA
OG0008934	FUN_037332-T1	AH009618-RA
OG0008935	FUN_012174-T1	AH002863-RA
OG0008936	FUN_043262-T1	AH015257-RA
OG0008938	FUN_046279-T1	AH009794-RA
OG0008939	FUN_007708-T1	AH013207-RA
OG0008940	FUN_001687-T2, FUN_001687-T1	AH013084-RA
OG0008941	FUN_003860-T1	AH022732-RA
OG0008942	FUN_020366-T1	AH021782-RA
OG0008943	FUN_014622-T1	AH020461-RA
OG0008944	FUN_005481-T1	AH022071-RA
OG0008945	FUN_028206-T1	AH021103-RA
OG0008947	FUN_039138-T1, FUN_039138-T2	AH012649-RA
OG0008948	FUN_048910-T1	AH022620-RA, AH013847-RA
OG0008949	FUN_003691-T1	AH006879-RA
OG0008950	FUN_020091-T2, FUN_020091-T1	AH004180-RA
OG0008951	FUN_033790-T2, FUN_033790-T1	AH004018-RA
OG0008953	FUN_003114-T1	AH010892-RA
OG0008954	FUN_034798-T1	AH021326-RA
OG0008955	FUN_030128-T1	AH022995-RA
OG0008956	FUN_036317-T1	AH011017-RA
OG0008957	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2	AH010549-RA, AH010550-RA
OG0008958	FUN_046635-T1	AH010072-RA
OG0008960	FUN_004689-T1	AH020353-RA
OG0008961	FUN_003875-T1	AH004212-RA
OG0008962	FUN_047621-T1, FUN_019038-T1	AH021931-RA
OG0008963	FUN_027432-T1	AH001298-RA
OG0008964	FUN_045447-T1	AH016631-RA
OG0008965	FUN_046709-T1	AH010143-RA, AH008001-RA
OG0008966	FUN_005058-T1, FUN_041630-T1	AH019373-RA
OG0008967	FUN_021927-T1, FUN_021927-T2	AH007802-RA
OG0008968	FUN_028030-T1	AH011819-RA
OG0008969	FUN_025155-T1	AH022358-RA, AH013527-RA
OG0008970	FUN_020324-T1	AH021723-RA
OG0008971	FUN_047187-T1	AH008166-RA
OG0008972	FUN_049270-T1	AH013655-RA
OG0008973	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2	AH022476-RA
OG0008974	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1	AH018166-RA
OG0008975	FUN_015014-T1	AH019883-RA
OG0008976	FUN_012339-T1	AH021495-RA
OG0008977	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1	AH022729-RA
OG0008978	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1	AH022600-RA, AH013860-RA
OG0008979	FUN_043784-T1	AH010315-RA
OG0008981	FUN_028261-T1, FUN_028260-T1	AH008007-RA
OG0008983	FUN_034011-T1, FUN_034010-T1	AH020523-RA
OG0008984	FUN_029209-T1	AH015624-RA
OG0008985	FUN_014623-T1	AH015886-RA
OG0008986	FUN_010314-T1, FUN_051254-T1	AH017725-RA, AH003732-RA
OG0008987	FUN_030432-T1, FUN_019059-T1	AH023134-RA
OG0008988	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1	AH001374-RA, AH001375-RA
OG0008989	FUN_023834-T1	AH017441-RA
OG0008990	FUN_038964-T1, FUN_020285-T1	AH012550-RA, AH012549-RA, AH021768-RA
OG0008991	FUN_021001-T1	AH016278-RA
OG0008992	FUN_039563-T1	AH005903-RA, AH009909-RA
OG0008994	FUN_044027-T1	AH007265-RA
OG0008995	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1	AH011034-RA
OG0008996	FUN_036643-T1, FUN_036643-T2	AH021648-RA
OG0008997	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2	AH014895-RA
OG0008998	FUN_012593-T1, FUN_020744-T1	AH006295-RA, AH003443-RA
OG0008999	FUN_020929-T1	AH007710-RA
OG0009001	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1	AH003395-RA, AH012839-RA
OG0009002	FUN_047630-T1	AH007967-RA
OG0009003	FUN_016250-T1	AH001998-RA
OG0009004	FUN_004785-T1	AH020341-RA
OG0009005	FUN_009211-T1	AH022466-RA
OG0009006	FUN_045940-T1	AH008154-RA
OG0009007	FUN_046579-T1, FUN_011958-T1	AH010028-RA
OG0009008	FUN_011661-T1	AH002766-RA
OG0009008	FUN_035503-T1, FUN_035504-T1, FUN_008578-T1	AH021582-RA
OG0009009	FUN_037849-T2, FUN_037849-T1	AH009030-RA
OG0009010	FUN_051624-T1	AH010331-RA
OG0009010	FUN_033105-T1	AH020215-RA
OG0009011	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1	AH013529-RA
OG0009012	FUN_050286-T1	AH022361-RA
OG0009012	FUN_025148-T1, FUN_050285-T1, FUN_050284-T1	AH013531-RA
OG0009013	FUN_003456-T1, FUN_003456-T2	AH020604-RA, AH000001-RA
OG0009014	FUN_025143-T1	AH013551-RA
OG0009015	FUN_048339-T1	AH009447-RA
OG0009016	FUN_038226-T1	AH008786-RA
OG0009017	FUN_053192-T1, FUN_053192-T2	AH004918-RA
OG0009018	FUN_037937-T1, FUN_037937-T2	AH023598-RA
OG0009019	FUN_014466-T1	AH007099-RA
OG0009020	FUN_012791-T1, FUN_012791-T2	AH006414-RA
OG0009021	FUN_020878-T1	AH006209-RA
