Orthogroup	P_amilis.proteins	L_sativa.proteins
OG0009178	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2	Lsat_1_v5_gn_6_64460.1, Lsat_1_v5_gn_6_64460.3
OG0009179	FUN_011762-T2, FUN_011762-T1	Lsat_1_v5_gn_0_26221.2, Lsat_1_v5_gn_0_26221.4
OG0009180	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4	Lsat_1_v5_gn_3_64121.1
OG0009181	FUN_017939-T1	Lsat_1_v5_gn_9_8360.1, Lsat_1_v5_gn_8_92780.1, Lsat_1_v5_gn_1_85701.1
OG0009182	FUN_041302-T1, FUN_017329-T1	Lsat_1_v5_gn_3_15401.1
OG0009186	FUN_008383-T1, FUN_020963-T1	Lsat_1_v5_gn_5_30260.1, Lsat_1_v5_gn_5_30260.2
OG0009187	FUN_032875-T1, FUN_013014-T1, FUN_013015-T1	Lsat_1_v5_gn_8_64320.1, Lsat_1_v5_gn_8_64320.3
OG0009188	FUN_053129-T1, FUN_001738-T1, FUN_012572-T1, FUN_035433-T1	Lsat_1_v5_gn_1_125380.1, Lsat_1_v5_gn_7_18320.1, Lsat_1_v5_gn_1_81901.3, Lsat_1_v5_gn_1_81901.1
OG0009190	FUN_011398-T1	Lsat_1_v5_gn_5_11641.1, Lsat_1_v5_gn_5_11641.2
OG0009191	FUN_010977-T1, FUN_047512-T1	Lsat_1_v5_gn_4_106580.1, Lsat_1_v5_gn_4_81301.1, Lsat_1_v5_gn_1_11401.1, Lsat_1_v5_gn_1_11401.3
OG0009195	FUN_017814-T1	Lsat_1_v5_gn_1_75580.1, Lsat_1_v5_gn_6_66101.1, Lsat_1_v5_gn_6_66101.3
OG0009197	FUN_009263-T1, FUN_009260-T1, FUN_009262-T1	Lsat_1_v5_gn_8_155680.3, Lsat_1_v5_gn_8_155680.1, Lsat_1_v5_gn_3_27360.1
OG0009198	FUN_016930-T1	Lsat_1_v5_gn_5_42720.1
OG0009199	FUN_045067-T1	Lsat_1_v5_gn_5_30901.1, Lsat_1_v5_gn_5_31100.1, Lsat_1_v5_gn_6_92061.1, Lsat_1_v5_gn_6_92061.2, Lsat_1_v5_gn_5_38200.1, Lsat_1_v5_gn_5_38761.1, Lsat_1_v5_gn_5_38300.1, Lsat_1_v5_gn_5_38300.2, Lsat_1_v5_gn_5_38981.1, Lsat_1_v5_gn_5_38981.2, Lsat_1_v5_gn_4_180620.1, Lsat_1_v5_gn_0_16480.1, Lsat_1_v5_gn_0_31161.1, Lsat_1_v5_gn_5_38580.1, Lsat_1_v5_gn_5_38600.1
OG0009200	FUN_013874-T2, FUN_013874-T1	Lsat_1_v5_gn_9_55140.1
OG0009201	FUN_001239-T1	Lsat_1_v5_gn_6_19160.5
OG0009203	FUN_035936-T1, FUN_052254-T1	Lsat_1_v5_gn_4_52420.1, Lsat_1_v5_gn_4_52420.3
OG0009204	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3	Lsat_1_v5_gn_5_116880.2, Lsat_1_v5_gn_5_116880.1
OG0009205	FUN_019662-T1	Lsat_1_v5_gn_7_68801.1
OG0009207	FUN_035960-T1, FUN_045419-T1, FUN_004504-T1, FUN_035958-T1	Lsat_1_v5_gn_6_67801.1
OG0009208	FUN_001601-T3, FUN_001601-T1, FUN_001601-T2	Lsat_1_v5_gn_1_91780.1
OG0009238	FUN_013888-T1	Lsat_1_v5_gn_9_31181.1, Lsat_1_v5_gn_8_124601.1, Lsat_1_v5_gn_8_121240.1, Lsat_1_v5_gn_3_110781.1, Lsat_1_v5_gn_8_139380.1, Lsat_1_v5_gn_8_123401.1, Lsat_1_v5_gn_8_124761.1, Lsat_1_v5_gn_8_123301.1, Lsat_1_v5_gn_8_124781.1, Lsat_1_v5_gn_8_124080.1, Lsat_1_v5_gn_8_124100.1, Lsat_1_v5_gn_8_124041.1, Lsat_1_v5_gn_8_119380.1, Lsat_1_v5_gn_8_124140.1, Lsat_1_v5_gn_3_110761.1, Lsat_1_v5_gn_8_139380.3, Lsat_1_v5_gn_8_124180.1, Lsat_1_v5_gn_8_123361.1
OG0009255	FUN_014330-T1	Lsat_1_v5_gn_9_77980.1
OG0009256	FUN_036368-T1	Lsat_1_v5_gn_2_111701.1
OG0009257	FUN_024764-T1	Lsat_1_v5_gn_8_163840.1
OG0009258	FUN_015241-T1	Lsat_1_v5_gn_5_72961.3, Lsat_1_v5_gn_5_72961.1
OG0009260	FUN_004603-T1	Lsat_1_v5_gn_5_161241.3, Lsat_1_v5_gn_5_161241.1
OG0009261	FUN_036331-T1	Lsat_1_v5_gn_2_32000.1, Lsat_1_v5_gn_2_32000.2
OG0009262	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2	Lsat_1_v5_gn_1_43980.1
OG0009263	FUN_042053-T1	Lsat_1_v5_gn_9_36221.3, Lsat_1_v5_gn_9_36221.1, Lsat_1_v5_gn_8_104900.4, Lsat_1_v5_gn_8_104900.5, Lsat_1_v5_gn_8_104900.1
OG0009264	FUN_025453-T1	Lsat_1_v5_gn_5_107120.3, Lsat_1_v5_gn_5_107120.1, Lsat_1_v5_gn_5_107120.2
OG0009265	FUN_049946-T1	Lsat_1_v5_gn_6_40960.1, Lsat_1_v5_gn_6_40960.3
OG0009266	FUN_018939-T1	Lsat_1_v5_gn_2_104981.1
OG0009267	FUN_001812-T1	Lsat_1_v5_gn_1_74900.1
OG0009269	FUN_020912-T1	Lsat_1_v5_gn_4_30520.3, Lsat_1_v5_gn_4_30520.1, Lsat_1_v5_gn_5_71761.1
OG0009270	FUN_002501-T1, FUN_002501-T2	Lsat_1_v5_gn_2_64920.1
OG0009271	FUN_025172-T2, FUN_025172-T1	Lsat_1_v5_gn_2_43080.2, Lsat_1_v5_gn_2_43080.1, Lsat_1_v5_gn_2_43080.3
OG0009272	FUN_039224-T1, FUN_039225-T1	Lsat_1_v5_gn_2_119701.1
OG0009273	FUN_007634-T1, FUN_007634-T2	Lsat_1_v5_gn_5_174621.1, Lsat_1_v5_gn_5_174621.3
OG0009275	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2	Lsat_1_v5_gn_6_25940.2, Lsat_1_v5_gn_6_25940.1
OG0009276	FUN_007712-T1	Lsat_1_v5_gn_5_175220.1
OG0009277	FUN_020426-T1	Lsat_1_v5_gn_9_35880.1
OG0009278	FUN_032821-T1	Lsat_1_v5_gn_9_30560.1
OG0009279	FUN_041859-T1	Lsat_1_v5_gn_6_75081.2
OG0009280	FUN_034193-T1, FUN_000493-T1	Lsat_1_v5_gn_9_85960.1
OG0009281	FUN_053283-T1	Lsat_1_v5_gn_9_2021.2, Lsat_1_v5_gn_9_2021.1
OG0009283	FUN_043199-T1, FUN_048978-T1	Lsat_1_v5_gn_9_26661.1, Lsat_1_v5_gn_9_26661.3
OG0009284	FUN_027183-T1	Lsat_1_v5_gn_8_89880.1
OG0009285	FUN_018109-T1	Lsat_1_v5_gn_5_184141.2, Lsat_1_v5_gn_5_184141.1
OG0009286	FUN_015307-T1	Lsat_1_v5_gn_8_74980.2, Lsat_1_v5_gn_8_74980.1
OG0009287	FUN_025205-T1	Lsat_1_v5_gn_4_106261.1
OG0009288	FUN_036233-T2, FUN_036233-T1	Lsat_1_v5_gn_0_14641.1
OG0009289	FUN_029375-T1	Lsat_1_v5_gn_8_45641.1
OG0009290	FUN_043549-T1	Lsat_1_v5_gn_5_179601.2
OG0009291	FUN_045149-T1	Lsat_1_v5_gn_3_22041.3, Lsat_1_v5_gn_3_22041.1
OG0009292	FUN_002609-T1	Lsat_1_v5_gn_3_137960.1
OG0009293	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2	Lsat_1_v5_gn_3_15780.1
OG0009294	FUN_050831-T2, FUN_050831-T3, FUN_050831-T1	Lsat_1_v5_gn_5_186740.2, Lsat_1_v5_gn_5_186740.3, Lsat_1_v5_gn_5_186740.1
OG0009296	FUN_048785-T1	Lsat_1_v5_gn_2_59321.2, Lsat_1_v5_gn_2_59321.3, Lsat_1_v5_gn_2_59321.1, Lsat_1_v5_gn_6_38481.1, Lsat_1_v5_gn_2_59321.4
OG0009299	FUN_005745-T1	Lsat_1_v5_gn_2_41161.3, Lsat_1_v5_gn_2_41161.1
OG0009300	FUN_018406-T1	Lsat_1_v5_gn_3_12881.1
OG0009301	FUN_051769-T1, FUN_047158-T1	Lsat_1_v5_gn_6_47480.1, Lsat_1_v5_gn_6_47480.2, Lsat_1_v5_gn_3_115940.1
OG0009302	FUN_050072-T1, FUN_023970-T1	Lsat_1_v5_gn_4_94161.2, Lsat_1_v5_gn_4_94161.1, Lsat_1_v5_gn_5_136361.1
OG0009303	FUN_005248-T1	Lsat_1_v5_gn_3_23900.1
OG0009304	FUN_005701-T1	Lsat_1_v5_gn_4_42920.1
OG0009306	FUN_039829-T1	Lsat_1_v5_gn_2_4320.1, Lsat_1_v5_gn_7_25540.1, Lsat_1_v5_gn_2_111601.1
OG0009307	FUN_007525-T1	Lsat_1_v5_gn_1_41021.1, Lsat_1_v5_gn_6_12561.1
OG0009308	FUN_049458-T1	Lsat_1_v5_gn_5_186641.1
OG0009309	FUN_027155-T1, FUN_027155-T2	Lsat_1_v5_gn_9_80941.2, Lsat_1_v5_gn_9_80941.1
OG0009310	FUN_015191-T1, FUN_033795-T1	Lsat_1_v5_gn_1_65060.1, Lsat_1_v5_gn_6_41740.3, Lsat_1_v5_gn_6_41740.1
OG0009312	FUN_023919-T1, FUN_050064-T1	Lsat_1_v5_gn_5_136241.1
OG0009313	FUN_039793-T1	Lsat_1_v5_gn_8_85360.3, Lsat_1_v5_gn_8_85360.1
OG0009314	FUN_035328-T1, FUN_035325-T1	Lsat_1_v5_gn_1_24860.1, Lsat_1_v5_gn_1_24860.3
OG0009315	FUN_045804-T1	Lsat_1_v5_gn_2_51040.1, Lsat_1_v5_gn_2_51040.2
OG0009316	FUN_004083-T1	Lsat_1_v5_gn_5_152061.1, Lsat_1_v5_gn_5_152061.3
OG0009317	FUN_020783-T1, FUN_045837-T1	Lsat_1_v5_gn_9_83741.3, Lsat_1_v5_gn_9_83741.1
OG0009319	FUN_039885-T1, FUN_008227-T1	Lsat_1_v5_gn_8_109341.1
OG0009320	FUN_022384-T2, FUN_022384-T1	Lsat_1_v5_gn_5_69300.2, Lsat_1_v5_gn_5_69300.1, Lsat_1_v5_gn_5_69300.3
OG0009321	FUN_020765-T1	Lsat_1_v5_gn_8_92300.1, Lsat_1_v5_gn_9_10741.1, Lsat_1_v5_gn_9_10741.2
OG0009322	FUN_003978-T1	Lsat_1_v5_gn_7_12941.1, Lsat_1_v5_gn_7_12941.3
OG0009323	FUN_039842-T1	Lsat_1_v5_gn_6_56581.1
OG0009324	FUN_032725-T1, FUN_032725-T2	Lsat_1_v5_gn_4_129320.1
OG0009325	FUN_052401-T1, FUN_024836-T1	Lsat_1_v5_gn_2_67201.1
OG0009326	FUN_011186-T1	Lsat_1_v5_gn_9_3740.1
OG0009327	FUN_046723-T1	Lsat_1_v5_gn_2_58660.2, Lsat_1_v5_gn_2_58660.1
OG0009328	FUN_013598-T1	Lsat_1_v5_gn_9_6960.2, Lsat_1_v5_gn_9_6960.1
OG0009329	FUN_051249-T1	Lsat_1_v5_gn_9_8340.2, Lsat_1_v5_gn_9_8340.1
OG0009330	FUN_051412-T1	Lsat_1_v5_gn_2_64861.1, Lsat_1_v5_gn_2_64861.3
OG0009331	FUN_010670-T1, FUN_047292-T1	Lsat_1_v5_gn_9_16480.1, Lsat_1_v5_gn_9_16480.3
OG0009332	FUN_043312-T1	Lsat_1_v5_gn_8_12460.1
OG0009333	FUN_033797-T1	Lsat_1_v5_gn_8_35661.1, Lsat_1_v5_gn_8_35661.3
OG0009334	FUN_014328-T1	Lsat_1_v5_gn_7_67361.1
OG0009335	FUN_013607-T1	Lsat_1_v5_gn_8_167180.2, Lsat_1_v5_gn_8_167180.1
OG0009336	FUN_035995-T1	Lsat_1_v5_gn_7_64900.3, Lsat_1_v5_gn_7_64900.1
OG0009337	FUN_029042-T1, FUN_029042-T2	Lsat_1_v5_gn_2_68700.1
OG0009338	FUN_030035-T1, FUN_030035-T2	Lsat_1_v5_gn_9_66060.1, Lsat_1_v5_gn_9_66060.2
OG0009339	FUN_026123-T1	Lsat_1_v5_gn_8_62401.3, Lsat_1_v5_gn_8_62401.1, Lsat_1_v5_gn_5_92000.1
OG0009340	FUN_032767-T1	Lsat_1_v5_gn_9_32141.1
OG0009341	FUN_011639-T1	Lsat_1_v5_gn_9_8900.1, Lsat_1_v5_gn_5_182001.1
OG0009342	FUN_024949-T1	Lsat_1_v5_gn_5_179721.2, Lsat_1_v5_gn_5_179721.1
OG0009343	FUN_003513-T1, FUN_003514-T1	Lsat_1_v5_gn_1_70420.1, Lsat_1_v5_gn_1_70420.3
OG0009344	FUN_008133-T1, FUN_008133-T2	Lsat_1_v5_gn_6_31540.2, Lsat_1_v5_gn_6_31540.1
OG0009345	FUN_032724-T1	Lsat_1_v5_gn_8_82561.1
OG0009346	FUN_052344-T1	Lsat_1_v5_gn_9_77141.3, Lsat_1_v5_gn_9_77141.1, Lsat_1_v5_gn_9_77141.2
OG0009347	FUN_014195-T1, FUN_020508-T1	Lsat_1_v5_gn_8_137620.3, Lsat_1_v5_gn_8_137620.1, Lsat_1_v5_gn_8_137620.2
OG0009348	FUN_010839-T1	Lsat_1_v5_gn_8_32020.1
OG0009349	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2	Lsat_1_v5_gn_1_66101.3, Lsat_1_v5_gn_1_66101.1
OG0009351	FUN_000655-T1, FUN_000655-T2	Lsat_1_v5_gn_6_69640.1
OG0009352	FUN_030042-T1, FUN_014428-T1	Lsat_1_v5_gn_5_148481.3, Lsat_1_v5_gn_5_148481.1
OG0009354	FUN_047276-T1, FUN_047276-T2	Lsat_1_v5_gn_9_16880.3, Lsat_1_v5_gn_9_16880.1
OG0009355	FUN_052490-T1	Lsat_1_v5_gn_9_16861.1, Lsat_1_v5_gn_8_98481.1
OG0009356	FUN_000660-T1	Lsat_1_v5_gn_2_83701.2, Lsat_1_v5_gn_2_83701.3, Lsat_1_v5_gn_2_83701.1
OG0009357	FUN_033235-T1	Lsat_1_v5_gn_6_14981.1
OG0009358	FUN_051448-T1	Lsat_1_v5_gn_9_86880.1
OG0009359	FUN_014214-T1	Lsat_1_v5_gn_9_30241.1, Lsat_1_v5_gn_9_30241.2, Lsat_1_v5_gn_9_30241.3
OG0009360	FUN_027054-T2, FUN_027054-T1	Lsat_1_v5_gn_2_103681.1, Lsat_1_v5_gn_2_103681.2
OG0009361	FUN_046315-T1	Lsat_1_v5_gn_7_92461.1
OG0009362	FUN_035258-T2, FUN_035258-T1, FUN_012428-T2, FUN_012428-T1	Lsat_1_v5_gn_1_124280.1
OG0009363	FUN_005369-T2, FUN_005369-T1	Lsat_1_v5_gn_7_116401.1
OG0009364	FUN_030067-T1	Lsat_1_v5_gn_2_118301.3, Lsat_1_v5_gn_2_118301.1
OG0009365	FUN_004773-T1	Lsat_1_v5_gn_9_27981.1, Lsat_1_v5_gn_9_27981.2
OG0009366	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1	Lsat_1_v5_gn_8_97700.1, Lsat_1_v5_gn_8_97700.2
OG0009367	FUN_024939-T1	Lsat_1_v5_gn_1_112940.2
OG0009368	FUN_031098-T2, FUN_031098-T1	Lsat_1_v5_gn_4_145901.3, Lsat_1_v5_gn_4_145901.1, Lsat_1_v5_gn_4_145901.2, Lsat_1_v5_gn_4_145960.1
OG0009369	FUN_044716-T1	Lsat_1_v5_gn_8_165800.2, Lsat_1_v5_gn_8_165800.1
OG0009370	FUN_010816-T1	Lsat_1_v5_gn_5_14700.1, Lsat_1_v5_gn_5_14700.3
OG0009373	FUN_020756-T1	Lsat_1_v5_gn_1_58321.1, Lsat_1_v5_gn_1_58321.3
OG0009374	FUN_042319-T1	Lsat_1_v5_gn_2_57700.3, Lsat_1_v5_gn_2_57700.1
OG0009375	FUN_014429-T1	Lsat_1_v5_gn_5_148500.1
OG0009376	FUN_008214-T1	Lsat_1_v5_gn_1_37780.1
OG0009377	FUN_042636-T1	Lsat_1_v5_gn_2_3240.1
OG0009378	FUN_038451-T1	Lsat_1_v5_gn_2_87400.1, Lsat_1_v5_gn_2_87400.3
OG0009379	FUN_037918-T1	Lsat_1_v5_gn_1_90901.1
OG0009382	FUN_013618-T1	Lsat_1_v5_gn_9_63281.3, Lsat_1_v5_gn_9_63281.1
OG0009383	FUN_042622-T1, FUN_042622-T2, FUN_042622-T3, FUN_025620-T1	Lsat_1_v5_gn_9_41801.1, Lsat_1_v5_gn_9_41801.2, Lsat_1_v5_gn_2_1320.1
OG0009384	FUN_009795-T1	Lsat_1_v5_gn_5_103781.4, Lsat_1_v5_gn_5_103781.1, Lsat_1_v5_gn_5_103781.2
OG0009385	FUN_045566-T1	Lsat_1_v5_gn_8_120640.1, Lsat_1_v5_gn_8_120640.3
OG0009386	FUN_048338-T1	Lsat_1_v5_gn_1_25761.1, Lsat_1_v5_gn_1_25761.3
OG0009387	FUN_032682-T1	Lsat_1_v5_gn_8_4000.1
OG0009388	FUN_031107-T1	Lsat_1_v5_gn_4_145821.1
OG0009389	FUN_052271-T1	Lsat_1_v5_gn_5_34560.3, Lsat_1_v5_gn_5_34560.1
OG0009390	FUN_042733-T1	Lsat_1_v5_gn_7_29421.1
OG0009391	FUN_045636-T1, FUN_051854-T1	Lsat_1_v5_gn_7_80840.1, Lsat_1_v5_gn_7_80840.3
OG0009392	FUN_030502-T1, FUN_052778-T1	Lsat_1_v5_gn_1_27241.4, Lsat_1_v5_gn_1_27241.1
OG0009393	FUN_038928-T1, FUN_038928-T2	Lsat_1_v5_gn_6_96840.1
OG0009394	FUN_002375-T1	Lsat_1_v5_gn_7_87821.1, Lsat_1_v5_gn_7_87821.3
OG0009395	FUN_038682-T1	Lsat_1_v5_gn_3_34541.1
OG0009396	FUN_031658-T1	Lsat_1_v5_gn_2_3220.1, Lsat_1_v5_gn_2_3220.2
OG0009397	FUN_051784-T2, FUN_051784-T1	Lsat_1_v5_gn_8_119500.3, Lsat_1_v5_gn_8_119500.1
OG0009398	FUN_024010-T1	Lsat_1_v5_gn_6_97181.1, Lsat_1_v5_gn_6_97181.3
OG0009399	FUN_045788-T1	Lsat_1_v5_gn_3_47320.1
OG0009400	FUN_030516-T1	Lsat_1_v5_gn_4_162120.1, Lsat_1_v5_gn_4_162080.1
OG0009401	FUN_025590-T1	Lsat_1_v5_gn_2_78161.1, Lsat_1_v5_gn_3_75241.1
OG0009402	FUN_044151-T1	Lsat_1_v5_gn_2_5561.3, Lsat_1_v5_gn_2_5561.1
OG0009403	FUN_012942-T1	Lsat_1_v5_gn_8_114360.3, Lsat_1_v5_gn_8_114360.1
OG0009404	FUN_001976-T2, FUN_001976-T1	Lsat_1_v5_gn_5_116300.1, Lsat_1_v5_gn_7_86121.2, Lsat_1_v5_gn_7_86121.1
OG0009405	FUN_045743-T1	Lsat_1_v5_gn_3_46860.1
OG0009406	FUN_051960-T1	Lsat_1_v5_gn_8_123961.3, Lsat_1_v5_gn_8_123961.1
OG0009407	FUN_025550-T2	Lsat_1_v5_gn_3_73300.1
OG0009408	FUN_003926-T1	Lsat_1_v5_gn_4_159121.1, Lsat_1_v5_gn_2_81581.1
OG0009409	FUN_012822-T1	Lsat_1_v5_gn_2_75001.1, Lsat_1_v5_gn_2_75001.3, Lsat_1_v5_gn_4_143501.1
OG0009410	FUN_006671-T1	Lsat_1_v5_gn_5_16260.1
OG0009411	FUN_025614-T1	Lsat_1_v5_gn_2_2161.1
OG0009412	FUN_022420-T1	Lsat_1_v5_gn_9_117920.3, Lsat_1_v5_gn_9_117920.1, Lsat_1_v5_gn_7_80501.1
OG0009413	FUN_026973-T1	Lsat_1_v5_gn_7_83301.1, Lsat_1_v5_gn_7_83301.2, Lsat_1_v5_gn_9_114300.3, Lsat_1_v5_gn_9_114300.1
OG0009414	FUN_042731-T1	Lsat_1_v5_gn_8_29800.2, Lsat_1_v5_gn_8_29800.1
OG0009415	FUN_003603-T1, FUN_034009-T1	Lsat_1_v5_gn_8_101661.1
OG0009416	FUN_026916-T1, FUN_027951-T1	Lsat_1_v5_gn_1_9740.1, Lsat_1_v5_gn_1_9740.3
OG0009417	FUN_050751-T1	Lsat_1_v5_gn_8_127980.3, Lsat_1_v5_gn_8_127980.1
OG0009418	FUN_002300-T1	Lsat_1_v5_gn_7_89860.1
OG0009419	FUN_030579-T1	Lsat_1_v5_gn_5_106741.1
OG0009420	FUN_004256-T1, FUN_004256-T2	Lsat_1_v5_gn_7_76780.1
OG0009421	FUN_026995-T1	Lsat_1_v5_gn_9_42101.1, Lsat_1_v5_gn_9_42101.3, Lsat_1_v5_gn_6_101660.1
OG0009422	FUN_044547-T1	Lsat_1_v5_gn_1_25241.1, Lsat_1_v5_gn_1_25241.3
OG0009423	FUN_010818-T1	Lsat_1_v5_gn_7_86121.4
OG0009424	FUN_025646-T1	Lsat_1_v5_gn_9_103320.1, Lsat_1_v5_gn_9_103320.3
OG0009425	FUN_039805-T1	Lsat_1_v5_gn_9_112480.1, Lsat_1_v5_gn_9_112480.3
OG0009426	FUN_046076-T1	Lsat_1_v5_gn_7_86920.4
OG0009427	FUN_052015-T1	Lsat_1_v5_gn_2_6900.1
OG0009428	FUN_001614-T1	Lsat_1_v5_gn_5_28800.1, Lsat_1_v5_gn_5_28800.3
OG0009429	FUN_029678-T1	Lsat_1_v5_gn_2_67680.1
OG0009430	FUN_029255-T1	Lsat_1_v5_gn_2_79280.2, Lsat_1_v5_gn_2_79280.1, Lsat_1_v5_gn_2_77520.1
OG0009431	FUN_001592-T1	Lsat_1_v5_gn_1_17620.1
OG0009432	FUN_028899-T2, FUN_028899-T1	Lsat_1_v5_gn_9_118660.1, Lsat_1_v5_gn_9_118660.2
OG0009433	FUN_029002-T1	Lsat_1_v5_gn_2_81541.3, Lsat_1_v5_gn_2_81541.1
OG0009434	FUN_036259-T1	Lsat_1_v5_gn_1_58860.1
OG0009435	FUN_030026-T1	Lsat_1_v5_gn_2_75201.1, Lsat_1_v5_gn_2_75201.2
OG0009436	FUN_016721-T1	Lsat_1_v5_gn_2_11960.3, Lsat_1_v5_gn_2_11960.1
OG0009438	FUN_006073-T1	Lsat_1_v5_gn_5_142541.3, Lsat_1_v5_gn_5_142541.2, Lsat_1_v5_gn_5_142541.1
OG0009439	FUN_051776-T1	Lsat_1_v5_gn_1_20201.1, Lsat_1_v5_gn_8_70721.1, Lsat_1_v5_gn_8_70721.2
OG0009440	FUN_046031-T1	Lsat_1_v5_gn_5_117721.1, Lsat_1_v5_gn_9_110320.1
OG0009441	FUN_038652-T1, FUN_038652-T2	Lsat_1_v5_gn_6_112921.2, Lsat_1_v5_gn_6_112921.1
OG0009442	FUN_019216-T1	Lsat_1_v5_gn_3_90920.1, Lsat_1_v5_gn_4_165921.1
OG0009446	FUN_038123-T1, FUN_048606-T1	Lsat_1_v5_gn_6_104380.1
OG0009447	FUN_025477-T1	Lsat_1_v5_gn_2_70881.3, Lsat_1_v5_gn_2_70881.1
OG0009448	FUN_027236-T1	Lsat_1_v5_gn_4_125561.3, Lsat_1_v5_gn_4_125561.1, Lsat_1_v5_gn_6_114061.1
OG0009449	FUN_031239-T1	Lsat_1_v5_gn_4_177741.4, Lsat_1_v5_gn_4_177741.1
OG0009450	FUN_009793-T1	Lsat_1_v5_gn_9_120661.3, Lsat_1_v5_gn_9_120661.1
OG0009451	FUN_036730-T1, FUN_036729-T1	Lsat_1_v5_gn_1_17561.1, Lsat_1_v5_gn_1_17561.3
OG0009452	FUN_002312-T1	Lsat_1_v5_gn_7_88700.1
OG0009453	FUN_029663-T2, FUN_029663-T1	Lsat_1_v5_gn_5_41561.1, Lsat_1_v5_gn_5_41561.2
OG0009454	FUN_007794-T1	Lsat_1_v5_gn_2_73121.1
OG0009455	FUN_052357-T1, FUN_001961-T1	Lsat_1_v5_gn_5_106681.1
OG0009456	FUN_007914-T1	Lsat_1_v5_gn_9_118341.1
OG0009457	FUN_020848-T1	Lsat_1_v5_gn_9_35100.1
OG0009458	FUN_048547-T1	Lsat_1_v5_gn_9_75021.1
OG0009459	FUN_006329-T1	Lsat_1_v5_gn_5_65540.1
OG0009460	FUN_018847-T1	Lsat_1_v5_gn_3_104360.1, Lsat_1_v5_gn_3_104360.2
OG0009461	FUN_001542-T2, FUN_001542-T1	Lsat_1_v5_gn_6_114080.1, Lsat_1_v5_gn_4_123261.1, Lsat_1_v5_gn_4_123301.1
OG0009462	FUN_049431-T1	Lsat_1_v5_gn_1_17201.3, Lsat_1_v5_gn_1_17201.1
OG0009463	FUN_043401-T1, FUN_043401-T3	Lsat_1_v5_gn_5_64940.2, Lsat_1_v5_gn_5_64940.3, Lsat_1_v5_gn_5_64940.1
OG0009465	FUN_010492-T1	Lsat_1_v5_gn_5_145420.3, Lsat_1_v5_gn_5_145420.1
OG0009466	FUN_009628-T1, FUN_030571-T1	Lsat_1_v5_gn_2_82741.1, Lsat_1_v5_gn_3_86920.1
OG0009467	FUN_051791-T1	Lsat_1_v5_gn_4_71260.1
OG0009467	FUN_045565-T1	Lsat_1_v5_gn_8_120620.1
OG0009468	FUN_035590-T1	Lsat_1_v5_gn_4_56261.1, Lsat_1_v5_gn_4_56261.3
OG0009469	FUN_034715-T1	Lsat_1_v5_gn_4_24381.1, Lsat_1_v5_gn_9_102501.1
OG0009470	FUN_018922-T1	Lsat_1_v5_gn_8_11140.1
OG0009471	FUN_018923-T1	Lsat_1_v5_gn_9_60440.1
OG0009473	FUN_010821-T1	Lsat_1_v5_gn_7_30901.1
OG0009475	FUN_049569-T1	Lsat_1_v5_gn_5_90141.1, Lsat_1_v5_gn_5_90141.3
OG0009476	FUN_023983-T1	Lsat_1_v5_gn_5_136401.1
OG0009477	FUN_043275-T1	Lsat_1_v5_gn_1_121600.1, Lsat_1_v5_gn_7_22601.1, Lsat_1_v5_gn_7_22601.2, Lsat_1_v5_gn_7_22601.3
OG0009478	FUN_012464-T1	Lsat_1_v5_gn_4_112020.1, Lsat_1_v5_gn_1_127501.1
OG0009479	FUN_010797-T1	Lsat_1_v5_gn_7_32021.3, Lsat_1_v5_gn_7_32021.1
OG0009480	FUN_049922-T1	Lsat_1_v5_gn_7_108641.2, Lsat_1_v5_gn_7_108641.3, Lsat_1_v5_gn_7_108641.1
OG0009481	FUN_034275-T1	Lsat_1_v5_gn_3_61021.1, Lsat_1_v5_gn_5_144140.1, Lsat_1_v5_gn_6_101541.1
OG0009482	FUN_052234-T1	Lsat_1_v5_gn_2_106401.1
OG0009483	FUN_046776-T1	Lsat_1_v5_gn_5_121381.3
OG0009484	FUN_035728-T1	Lsat_1_v5_gn_5_121620.1, Lsat_1_v5_gn_7_95461.1, Lsat_1_v5_gn_7_13860.1
OG0009485	FUN_052731-T1	Lsat_1_v5_gn_7_9741.2, Lsat_1_v5_gn_8_86120.1, Lsat_1_v5_gn_7_9741.3, Lsat_1_v5_gn_8_86120.3, Lsat_1_v5_gn_7_9741.4
OG0009486	FUN_011965-T2, FUN_011965-T1	Lsat_1_v5_gn_5_6900.3, Lsat_1_v5_gn_5_6900.1
OG0009488	FUN_049628-T1	Lsat_1_v5_gn_6_17181.2, Lsat_1_v5_gn_6_17181.1
OG0009489	FUN_008433-T1	Lsat_1_v5_gn_3_116801.1, Lsat_1_v5_gn_5_67041.1, Lsat_1_v5_gn_6_111360.1, Lsat_1_v5_gn_6_111341.1
OG0009490	FUN_011921-T1	Lsat_1_v5_gn_7_104480.1
OG0009491	FUN_034509-T1	Lsat_1_v5_gn_7_12981.1, Lsat_1_v5_gn_7_12981.3
