Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0007984	FUN_038857-T1	Solyc01g108650.2.1
OG0007985	FUN_052942-T1	Solyc10g048060.1.1, Solyc11g045150.1.1
OG0007987	FUN_051526-T2, FUN_051526-T1	Solyc01g100080.3.1
OG0007988	FUN_032809-T1, FUN_004602-T1	Solyc04g016060.1.1, Solyc10g080050.2.1, Solyc10g080060.1.1
OG0007989	FUN_012894-T1	Solyc01g067580.3.1
OG0007991	FUN_052430-T1, FUN_036081-T1	Solyc01g100480.3.1
OG0007992	FUN_022422-T1, FUN_045684-T1, FUN_045683-T1	Solyc06g053330.3.1
OG0007994	FUN_005746-T1	Solyc09g082630.3.1
OG0007995	FUN_030732-T1	Solyc01g096610.3.1
OG0007996	FUN_021558-T1, FUN_021555-T1, FUN_021555-T2	Solyc06g084390.3.1
OG0007998	FUN_040323-T1, FUN_040323-T2	Solyc01g060280.3.1
OG0007999	FUN_025554-T1	Solyc02g083860.3.1
OG0008000	FUN_001686-T1	Solyc11g045210.2.1
OG0008001	FUN_013619-T1	Solyc12g088890.2.1
OG0008002	FUN_006088-T1, FUN_021423-T1	Solyc09g073000.3.1
OG0008003	FUN_000313-T1	Solyc01g006490.3.1, Solyc12g100200.2.1
OG0008004	FUN_020209-T1, FUN_020209-T2	Solyc09g082790.3.1
OG0008005	FUN_005906-T2, FUN_005906-T1, FUN_000858-T1	Solyc12g017820.2.1, Solyc08g015990.3.1
OG0008006	FUN_051315-T1	Solyc01g079600.3.1
OG0008007	FUN_039505-T1, FUN_039506-T1	Solyc09g008330.3.1
OG0008008	FUN_004622-T1	Solyc04g015740.3.1, Solyc01g087600.3.1
OG0008009	FUN_053080-T1, FUN_053080-T2	Solyc04g025260.3.1
OG0008010	FUN_017002-T1	Solyc04g055090.1.1, Solyc03g078640.1.1
OG0008011	FUN_044998-T1, FUN_044998-T3, FUN_044998-T2	Solyc01g068390.3.1
OG0008012	FUN_036413-T1	Solyc11g065630.2.1, Solyc04g050565.1.1
OG0008013	FUN_034647-T1	Solyc01g005630.2.1
OG0008013	FUN_003723-T1	Solyc10g080650.2.1
OG0008014	FUN_005898-T1, FUN_000866-T1	Solyc09g083100.1.1, Solyc09g083090.3.1, Solyc03g005330.1.1
OG0008015	FUN_014462-T1	Solyc09g076020.3.1
OG0008016	FUN_034106-T2, FUN_034106-T3, FUN_034106-T1	Solyc09g092140.3.1
OG0008017	FUN_020447-T1, FUN_015001-T1	Solyc09g008970.1.1
OG0008017	FUN_015006-T1	Solyc05g007720.1.1
OG0008018	FUN_052507-T1, FUN_036196-T1	Solyc04g056540.3.1
OG0008019	FUN_048757-T1	Solyc11g068530.1.1, Solyc06g074270.1.1
OG0008021	FUN_052477-T2, FUN_052477-T1	Solyc04g056650.3.1
OG0008022	FUN_005721-T2, FUN_005721-T1	Solyc09g091420.3.1
OG0008023	FUN_010331-T1	Solyc01g079650.3.1
OG0008024	FUN_051311-T1, FUN_051311-T2	Solyc01g079640.3.1
OG0008025	FUN_002664-T1, FUN_002664-T2, FUN_002664-T3, FUN_002664-T4	Solyc11g006130.2.1
OG0008026	FUN_052352-T1	Solyc01g100990.3.1
OG0008027	FUN_020718-T1	Solyc02g068110.3.1
OG0008028	FUN_000667-T2, FUN_000667-T1	Solyc12g098830.2.1
OG0008029	FUN_007553-T1	Solyc01g066060.3.1
OG0008030	FUN_048692-T1	Solyc06g074370.2.1
OG0008031	FUN_033103-T1	Solyc09g090760.3.1
OG0008032	FUN_005702-T2, FUN_005702-T1	Solyc03g062710.3.1
OG0008033	FUN_042026-T1	Solyc10g085320.2.1
OG0008034	FUN_014234-T1	Solyc04g008230.3.1
OG0008035	FUN_052520-T2, FUN_036209-T2, FUN_036209-T1, FUN_052520-T1	Solyc05g056240.3.1, Solyc04g015370.3.1
OG0008036	FUN_038828-T1	Solyc04g076420.3.1
OG0008037	FUN_039329-T1, FUN_039329-T2	Solyc12g017310.2.1, Solyc07g066650.3.1
OG0008038	FUN_031612-T1	Solyc11g044965.1.1
OG0008039	FUN_040435-T1	Solyc08g014040.3.1
OG0008040	FUN_017956-T1	Solyc08g074970.1.1
OG0008041	FUN_005742-T1	Solyc05g053500.3.1, Solyc09g091250.3.1
OG0008042	FUN_030751-T1	Solyc02g068270.3.1
OG0008044	FUN_019413-T1, FUN_011854-T1	Solyc10g081100.2.1, Solyc10g081290.2.1
OG0008045	FUN_002624-T1	Solyc01g097220.2.1, Solyc01g097210.3.1, Solyc01g097190.3.1
OG0008046	FUN_051874-T1, FUN_041267-T1	Solyc08g067950.3.1
OG0008047	FUN_042075-T1	Solyc06g007310.3.1
OG0008048	FUN_036177-T1, FUN_052480-T1	Solyc04g056630.3.1
OG0008049	FUN_000718-T1, FUN_000718-T2	Solyc01g057090.3.1
OG0008050	FUN_033683-T2, FUN_033683-T1	Solyc09g018780.3.1, Solyc06g082810.3.1
OG0008051	FUN_046692-T1	Solyc09g008340.3.1
OG0008053	FUN_044758-T1	Solyc01g079320.3.1
OG0008054	FUN_010693-T1, FUN_010693-T2	Solyc09g056160.3.1
OG0008055	FUN_042848-T1	Solyc03g062680.3.1
OG0008056	FUN_051441-T3, FUN_051441-T2, FUN_051441-T1	Solyc01g099110.3.1
OG0008057	FUN_049760-T1	Solyc09g007440.3.1
OG0008058	FUN_024366-T1	Solyc04g077540.3.1
OG0008059	FUN_000286-T2, FUN_000286-T3, FUN_000286-T4, FUN_000286-T1	Solyc01g006280.3.1
OG0008060	FUN_002127-T1	Solyc11g006780.2.1
OG0008061	FUN_014914-T2, FUN_014914-T1	Solyc01g059920.3.1
OG0008062	FUN_051051-T1, FUN_010555-T1	Solyc06g084200.2.1, Solyc09g065380.2.1
OG0008063	FUN_006372-T1	Solyc12g010150.2.1, Solyc07g005410.3.1
OG0008064	FUN_035953-T1	Solyc01g068280.3.1
OG0008066	FUN_001484-T1	Solyc11g032050.2.1, Solyc06g064820.3.1
OG0008067	FUN_016359-T1, FUN_016359-T2	Solyc01g103040.3.1
OG0008068	FUN_027059-T1	Solyc12g088930.1.1
OG0008069	FUN_026778-T1, FUN_026783-T1	Solyc02g093220.3.1
OG0008071	FUN_047623-T1	Solyc12g089080.2.1, Solyc04g080080.3.1
OG0008072	FUN_028978-T1	Solyc02g091580.3.1
OG0008073	FUN_029488-T1	Solyc02g090470.3.1, Solyc02g090450.3.1
OG0008074	FUN_011725-T1, FUN_003888-T1	Solyc07g066350.1.1, Solyc10g005610.2.1
OG0008075	FUN_038094-T1	Solyc04g074750.3.1
OG0008076	FUN_027271-T1	Solyc07g054850.3.1
OG0008077	FUN_002282-T1	Solyc01g108020.3.1
OG0008078	FUN_051840-T1	Solyc01g105060.3.1
OG0008079	FUN_038375-T2, FUN_038375-T1	Solyc04g074140.3.1
OG0008079	FUN_048645-T1	Solyc04g074145.1.1
OG0008080	FUN_039294-T1	Solyc02g032300.3.1, Solyc02g081650.3.1
OG0008081	FUN_002311-T1	Solyc01g109250.2.1
OG0008082	FUN_034083-T1	Solyc01g103850.3.1
OG0008083	FUN_048539-T1, FUN_038015-T1, FUN_050752-T1	Solyc04g076110.3.1
OG0008084	FUN_030695-T1	Solyc02g085090.1.1
OG0008085	FUN_029597-T1, FUN_017005-T1	Solyc03g078620.1.1, Solyc04g055140.1.1, Solyc04g055150.1.1, Solyc04g055130.1.1
OG0008086	FUN_037602-T1	Solyc11g020000.1.1, Solyc03g025710.3.1
OG0008087	FUN_017590-T1	Solyc12g088410.2.1, Solyc04g078010.3.1
OG0008088	FUN_024340-T1	Solyc04g077430.3.1
OG0008089	FUN_030624-T1, FUN_009544-T1	Solyc02g092040.1.1
OG0008090	FUN_030654-T1, FUN_030653-T1	Solyc03g034050.3.1
OG0008091	FUN_031221-T2, FUN_031221-T1, FUN_025444-T1	Solyc11g010210.1.1, Solyc05g051500.3.1, Solyc07g009520.2.1
OG0008092	FUN_025448-T1	Solyc11g010240.2.1
OG0008094	FUN_009798-T2, FUN_009798-T1	Solyc01g103890.3.1
OG0008095	FUN_037973-T2, FUN_037973-T1	Solyc11g012870.2.1
OG0008096	FUN_024017-T1, FUN_024015-T1	Solyc01g104280.2.1, Solyc01g104180.2.1, Solyc01g104210.2.1, Solyc07g018240.1.1, Solyc07g018250.1.1, Solyc10g046830.2.1, Solyc10g046810.1.1
OG0008098	FUN_027071-T1, FUN_027071-T2	Solyc04g079430.3.1
OG0008099	FUN_047517-T1, FUN_010987-T1	Solyc07g065740.3.1
OG0008100	FUN_003026-T1, FUN_003026-T2	Solyc03g117850.3.1
OG0008101	FUN_030241-T1	Solyc01g109420.3.1, Solyc01g109400.3.1, Solyc03g034140.3.1
OG0008103	FUN_029676-T1	Solyc04g054400.3.1
OG0008105	FUN_027223-T1	Solyc04g078980.3.1, Solyc04g078990.3.1
OG0008106	FUN_010967-T1, FUN_004212-T1, FUN_007826-T1	Solyc02g068300.3.1, Solyc03g031980.3.1
OG0008108	FUN_027661-T1	Solyc01g008280.3.1
OG0008109	FUN_025621-T1, FUN_042621-T2, FUN_042621-T3, FUN_042621-T1	Solyc04g082670.3.1
OG0008110	FUN_010820-T1	Solyc01g107320.3.1
OG0008111	FUN_037637-T1, FUN_037637-T2	Solyc04g045660.3.1
OG0008112	FUN_046475-T1	Solyc04g078880.3.1
OG0008114	FUN_032797-T1	Solyc11g073240.2.1
OG0008115	FUN_052257-T1	Solyc03g019890.3.1
OG0008116	FUN_003896-T1, FUN_028979-T1	Solyc11g042560.1.1, Solyc11g042580.1.1
OG0008117	FUN_045923-T1, FUN_045923-T2	Solyc07g064090.3.1
OG0008118	FUN_052046-T1	Solyc01g106020.3.1
OG0008119	FUN_038376-T1, FUN_048644-T1, FUN_038383-T1	Solyc04g074150.2.1
OG0008120	FUN_012819-T1	Solyc02g083130.3.1
OG0008121	FUN_030261-T1, FUN_001151-T1	Solyc02g085480.3.1, Solyc03g034090.3.1
OG0008122	FUN_051875-T1	Solyc10g054870.2.1, Solyc01g111120.3.1
OG0008123	FUN_027838-T1	Solyc06g073870.3.1
OG0008124	FUN_045591-T1	Solyc01g105520.3.1
OG0008125	FUN_001776-T5, FUN_001776-T3, FUN_001776-T4, FUN_001776-T1, FUN_001776-T2	Solyc02g064740.3.1
OG0008126	FUN_024118-T1	Solyc09g074460.2.1
OG0008127	FUN_001564-T1	Solyc04g080140.3.1
OG0008128	FUN_025692-T1	Solyc08g074580.3.1
OG0008129	FUN_035170-T1	Solyc01g109040.3.1
OG0008131	FUN_002289-T2, FUN_002289-T1	Solyc01g109410.3.1
OG0008132	FUN_026215-T1, FUN_026214-T1	Solyc12g006670.2.1
OG0008134	FUN_037978-T1, FUN_048521-T1	Solyc11g012880.2.1, Solyc06g060370.3.1
OG0008135	FUN_045498-T1, FUN_045498-T2	Solyc03g115110.3.1
OG0008136	FUN_024261-T1	Solyc04g076920.3.1
OG0008137	FUN_037695-T1, FUN_048355-T1	Solyc06g065055.1.1, Solyc06g065050.2.1, Solyc11g022530.2.1
OG0008138	FUN_024159-T1	Solyc01g110560.3.1, Solyc12g089270.1.1, Solyc04g081250.1.1
OG0008139	FUN_029552-T1	Solyc00g044350.3.1, Solyc11g009040.2.1
OG0008140	FUN_025199-T3, FUN_025199-T1, FUN_025199-T2	Solyc07g042750.3.1
OG0008141	FUN_009496-T3, FUN_009496-T1, FUN_030641-T1	Solyc02g085350.3.1
OG0008142	FUN_044248-T1, FUN_038678-T1	Solyc06g060270.3.1
OG0008143	FUN_025671-T2, FUN_025671-T1	Solyc04g082310.3.1
OG0008144	FUN_024327-T1, FUN_024328-T1	Solyc04g077210.3.1
OG0008145	FUN_044225-T1	Solyc01g104070.3.1
OG0008146	FUN_002394-T1, FUN_046089-T1	Solyc10g050230.2.1
OG0008147	FUN_022500-T1, FUN_022500-T2	Solyc04g049080.3.1
OG0008149	FUN_046598-T1, FUN_011990-T1	Solyc01g104920.3.1, Solyc01g104935.1.1
OG0008150	FUN_012240-T1	Solyc11g012050.1.1, Solyc04g014690.3.1
OG0008151	FUN_036235-T1	Solyc11g008620.2.1
OG0008152	FUN_038629-T1, FUN_038634-T1, FUN_038621-T1	Solyc04g078860.3.1
OG0008153	FUN_034934-T1	Solyc03g005890.1.1
OG0008154	FUN_044356-T3, FUN_044356-T1, FUN_044356-T2	Solyc02g070520.3.1
OG0008155	FUN_014304-T2, FUN_014304-T1, FUN_014304-T3	Solyc07g055840.3.1, Solyc12g011000.2.1
OG0008156	FUN_034999-T1	Solyc02g072090.2.1
OG0008157	FUN_008738-T1, FUN_036550-T1	Solyc02g078620.1.1
OG0008158	FUN_009055-T1	Solyc12g014540.2.1, Solyc07g065000.3.1
OG0008159	FUN_036776-T1	Solyc02g076945.1.1
OG0008160	FUN_042213-T1	Solyc02g070390.3.1
OG0008161	FUN_002815-T1	Solyc12g010840.2.1, Solyc07g053280.3.1
OG0008162	FUN_042575-T1	Solyc07g065140.3.1
OG0008163	FUN_011864-T2, FUN_011864-T1	Solyc12g014150.2.1
OG0008164	FUN_001721-T1	Solyc07g045470.2.1
OG0008165	FUN_000943-T2, FUN_000943-T1	Solyc09g059960.3.1
OG0008166	FUN_043296-T1, FUN_036670-T1	Solyc02g077950.2.1
OG0008167	FUN_010635-T1	Solyc09g018950.3.1
OG0008168	FUN_000675-T1	Solyc12g017510.2.1
OG0008170	FUN_036708-T1	Solyc12g042720.2.1, Solyc12g042700.2.1
OG0008171	FUN_008598-T1	Solyc02g079200.1.1
OG0008172	FUN_035011-T1	Solyc02g072170.3.1
OG0008173	FUN_008590-T1	Solyc02g079270.3.1, Solyc02g079277.1.1, Solyc02g079250.3.1, Solyc02g079273.1.1
OG0008174	FUN_045953-T1	Solyc10g006410.3.1
OG0008175	FUN_033878-T1	Solyc11g012170.1.1, Solyc11g012705.1.1
OG0008176	FUN_020880-T1	Solyc04g071030.1.1, Solyc11g005700.1.1
OG0008178	FUN_051773-T1	Solyc11g005220.2.1
OG0008179	FUN_034506-T1	Solyc04g015170.3.1
OG0008180	FUN_046210-T1, FUN_046210-T2	Solyc07g065020.3.1
OG0008181	FUN_024793-T1	Solyc09g007520.3.1, Solyc10g084240.2.1
OG0008182	FUN_013975-T1	Solyc03g026060.3.1
OG0008183	FUN_002463-T1	Solyc02g090020.3.1
OG0008184	FUN_048177-T1	Solyc01g096040.3.1, Solyc10g009410.1.1
OG0008185	FUN_014217-T1, FUN_014217-T2, FUN_000646-T1	Solyc01g057210.3.1
OG0008187	FUN_050206-T1	Solyc06g075340.3.1
OG0008188	FUN_009818-T1, FUN_009818-T2	Solyc12g008910.2.1, Solyc07g039450.3.1
OG0008189	FUN_006318-T1	Solyc06g066640.3.1, Solyc03g120640.3.1, Solyc12g044280.2.1
OG0008191	FUN_047349-T2, FUN_047349-T1	Solyc12g010440.2.1
OG0008192	FUN_020077-T1	Solyc03g121470.3.1
OG0008193	FUN_037498-T1, FUN_048205-T1	Solyc01g096140.3.1
OG0008194	FUN_026476-T2, FUN_026476-T3, FUN_026476-T1	Solyc04g049224.1.1, Solyc07g019650.3.1
OG0008196	FUN_036082-T1, FUN_036082-T2	Solyc10g024320.2.1
OG0008197	FUN_040865-T1	Solyc08g081030.1.1
OG0008198	FUN_049139-T1, FUN_037485-T1	Solyc07g042700.3.1, Solyc07g042740.3.1, Solyc07g042745.1.1
OG0008199	FUN_036777-T1	Solyc07g008750.3.1, Solyc06g064740.3.1
OG0008200	FUN_025057-T1, FUN_029288-T1, FUN_014072-T1	Solyc01g080910.2.1, Solyc02g031830.1.1
OG0008201	FUN_037094-T1	Solyc01g091820.3.1
OG0008203	FUN_049128-T2, FUN_049128-T1	Solyc05g049940.3.1, Solyc01g094510.2.1
OG0008204	FUN_037307-T2, FUN_037307-T1	Solyc05g050020.3.1, Solyc01g095090.3.1
OG0008205	FUN_005130-T1	Solyc08g066050.3.1, Solyc12g095870.2.1
OG0008206	FUN_000127-T4, FUN_000127-T2, FUN_000127-T3, FUN_000127-T1	Solyc03g120720.3.1
OG0008207	FUN_041671-T1	Solyc00g011880.3.1, Solyc08g006070.3.1, Solyc04g025600.2.1
OG0008208	FUN_015302-T1	Solyc11g071790.2.1, Solyc06g073900.3.1
OG0008209	FUN_052744-T1	Solyc06g068600.3.1, Solyc03g117810.3.1
OG0008210	FUN_004962-T1	Solyc02g093030.3.1, Solyc02g093040.3.1
OG0008211	FUN_034032-T1	Solyc11g007750.2.1
OG0008212	FUN_008254-T1	Solyc08g061265.1.1
OG0008213	FUN_026471-T1	Solyc05g018340.3.1
OG0008215	FUN_049872-T1, FUN_045962-T1, FUN_045962-T3, FUN_045962-T2	Solyc11g065270.2.1
OG0008216	FUN_022837-T2, FUN_022837-T1	Solyc03g025550.3.1
OG0008217	FUN_007967-T1	Solyc04g015050.3.1
OG0008218	FUN_027899-T1	Solyc07g041160.3.1
OG0008219	FUN_020211-T1, FUN_020211-T2	Solyc04g012170.3.1
OG0008220	FUN_001699-T1	Solyc08g016620.3.1
OG0008222	FUN_041760-T1, FUN_017796-T1	Solyc08g076290.3.1
OG0008223	FUN_013069-T2, FUN_013069-T1	Solyc07g017770.3.1
OG0008224	FUN_022090-T1	Solyc03g026340.3.1, Solyc03g026345.1.1
OG0008225	FUN_051109-T1, FUN_010639-T1	Solyc06g082860.3.1, Solyc09g019980.3.1
OG0008226	FUN_037295-T2, FUN_037295-T1	Solyc01g095000.3.1
OG0008227	FUN_032318-T1	Solyc11g005620.1.1
OG0008228	FUN_018391-T2, FUN_018391-T1, FUN_041177-T1	Solyc08g008370.3.1, Solyc08g082610.3.1
OG0008229	FUN_006081-T1	Solyc07g008490.3.1
OG0008230	FUN_018590-T1	Solyc08g079490.3.1
OG0008231	FUN_008828-T1	Solyc06g052020.2.1
OG0008232	FUN_025179-T1	Solyc03g124060.3.1
OG0008233	FUN_010382-T1, FUN_010382-T2, FUN_010382-T3	Solyc08g041870.3.1
OG0008234	FUN_026896-T1	Solyc07g006360.1.1
OG0008235	FUN_039973-T1, FUN_018421-T1	Solyc08g082870.3.1
OG0008236	FUN_026306-T1	Solyc03g111670.3.1
OG0008237	FUN_045758-T1	Solyc03g044590.2.1, Solyc01g111670.3.1
OG0008239	FUN_024002-T1	Solyc12g049500.2.1, Solyc03g122080.3.1
OG0008240	FUN_018157-T1	Solyc08g008120.3.1
OG0008241	FUN_016239-T1	Solyc03g120080.3.1
OG0008242	FUN_008354-T1	Solyc08g068060.3.1
OG0008243	FUN_021587-T1, FUN_021587-T2	Solyc03g116730.3.1
OG0008244	FUN_042464-T1	Solyc03g025640.2.1
OG0008245	FUN_033390-T1	Solyc01g081470.3.1
OG0008246	FUN_034064-T1, FUN_006148-T1	Solyc07g037950.1.1, Solyc07g037960.1.1
OG0008247	FUN_018741-T1, FUN_040736-T1	Solyc08g080280.3.1
OG0008248	FUN_033398-T2, FUN_033398-T1, FUN_033400-T1	Solyc05g008290.3.1
OG0008249	FUN_052181-T1, FUN_052181-T2, FUN_052181-T3, FUN_005520-T1	Solyc03g117050.3.1
OG0008250	FUN_012785-T1	Solyc12g009140.2.1
OG0008251	FUN_049550-T1, FUN_049550-T2	Solyc01g090470.3.1
OG0008253	FUN_050074-T1	Solyc03g122310.3.1
OG0008254	FUN_026694-T2, FUN_026694-T1, FUN_015513-T1	Solyc12g008580.2.1
OG0008255	FUN_021579-T1, FUN_005425-T1	Solyc03g116710.3.1
OG0008256	FUN_041908-T1	Solyc08g075430.3.1, Solyc08g005580.3.1
OG0008257	FUN_001907-T1	Solyc07g021750.1.1
OG0008258	FUN_021588-T1	Solyc12g042770.2.1
OG0008259	FUN_035550-T1	Solyc02g079100.3.1
OG0008260	FUN_026746-T1, FUN_026746-T2	Solyc07g008780.3.1
OG0008261	FUN_026167-T1, FUN_026103-T1	Solyc07g008190.3.1
OG0008262	FUN_040439-T1, FUN_040439-T2, FUN_040439-T3	Solyc12g070150.1.1, Solyc07g039210.3.1
OG0008263	FUN_004953-T1, FUN_004953-T2	Solyc08g068210.3.1
OG0008264	FUN_037853-T2, FUN_037853-T1, FUN_048440-T1, FUN_048442-T1, FUN_048439-T1, FUN_048437-T1, FUN_048438-T1, FUN_037852-T1	Solyc06g065530.3.1, Solyc11g013870.2.1
OG0008266	FUN_008159-T1	Solyc10g081480.2.1
OG0008267	FUN_039179-T1	Solyc12g013870.2.1
OG0008268	FUN_030843-T2, FUN_030843-T1, FUN_018813-T1	Solyc01g088250.3.1
OG0008269	FUN_027337-T1	Solyc07g054190.3.1
OG0008270	FUN_034192-T1	Solyc09g008630.3.1
OG0008271	FUN_002764-T1, FUN_002764-T2	Solyc02g079000.3.1
OG0008272	FUN_014878-T1, FUN_012430-T1	Solyc02g080360.1.1
OG0008274	FUN_011619-T1, FUN_008048-T1, FUN_003835-T1	Solyc09g005120.3.1
OG0008275	FUN_004659-T1	Solyc02g085520.3.1
OG0008276	FUN_042353-T1	Solyc11g066950.2.1
OG0008277	FUN_011987-T1	Solyc12g013630.1.1, Solyc12g013640.2.1, Solyc07g063400.3.1
OG0008278	FUN_027007-T1, FUN_027007-T2	Solyc12g005770.2.1
OG0008279	FUN_041133-T1	Solyc08g082200.3.1
OG0008280	FUN_036475-T2, FUN_036475-T1	Solyc01g006630.3.1
OG0008281	FUN_002768-T1	Solyc07g066570.3.1
OG0008282	FUN_048829-T1	Solyc11g068870.2.1
OG0008283	FUN_032991-T2, FUN_032991-T1	Solyc03g063320.3.1
OG0008284	FUN_017667-T1, FUN_017667-T2, FUN_017667-T3	Solyc08g005210.3.1, Solyc06g066400.3.1
OG0008285	FUN_043124-T1	Solyc02g078400.3.1
OG0008286	FUN_040575-T1, FUN_018562-T1	Solyc04g009655.1.1
OG0008288	FUN_012730-T1, FUN_012731-T1, FUN_015724-T1	Solyc07g053750.1.1
OG0008289	FUN_039125-T1	Solyc10g083380.2.1, Solyc09g009760.1.1
OG0008290	FUN_008876-T1, FUN_013660-T1	Solyc11g005120.2.1
OG0008291	FUN_012652-T1	Solyc10g008080.2.1, Solyc07g053420.3.1
OG0008292	FUN_008134-T1	Solyc10g081600.2.1
OG0008293	FUN_042676-T1	Solyc10g005230.3.1
OG0008294	FUN_005358-T1	Solyc08g074670.3.1, Solyc08g005920.3.1
OG0008295	FUN_046459-T1	Solyc07g065860.3.1
OG0008296	FUN_014583-T1	Solyc09g005920.3.1, Solyc10g084530.1.1
OG0008297	FUN_033825-T1	Solyc04g014700.3.1
OG0008299	FUN_052448-T1	Solyc11g018740.2.1, Solyc11g013060.1.1
OG0008300	FUN_012888-T1	Solyc10g074945.1.1, Solyc09g015770.3.1
OG0008301	FUN_020001-T1	Solyc11g071680.2.1
OG0008302	FUN_002808-T1	Solyc07g066560.1.1
OG0008304	FUN_035668-T1, FUN_035675-T1	Solyc01g097440.3.1
OG0008305	FUN_001708-T2, FUN_001708-T1	Solyc08g016670.3.1
OG0008306	FUN_012672-T1, FUN_012672-T2	Solyc10g008110.3.1
OG0008307	FUN_024742-T1	Solyc06g082660.3.1, Solyc07g042770.1.1, Solyc06g082630.3.1
OG0008308	FUN_002115-T1	Solyc11g006970.2.1
OG0008310	FUN_002086-T1, FUN_002086-T2	Solyc06g074720.3.1
OG0008311	FUN_046752-T1	Solyc07g062250.3.1
OG0008312	FUN_047903-T1	Solyc04g058140.3.1
OG0008313	FUN_031069-T1	Solyc02g084220.3.1
OG0008314	FUN_001464-T3, FUN_001464-T1, FUN_001464-T2	Solyc02g071040.3.1
OG0008315	FUN_005907-T1	Solyc10g005830.3.1
OG0008316	FUN_034900-T1, FUN_034666-T1	Solyc02g071310.3.1
OG0008317	FUN_031707-T1	Solyc07g044830.3.1
OG0008318	FUN_002106-T2, FUN_002106-T1, FUN_002109-T1	Solyc11g007130.2.1
OG0008319	FUN_015789-T1	Solyc06g074530.1.1, Solyc11g066890.1.1
OG0008320	FUN_008364-T1	Solyc08g067790.3.1
OG0008321	FUN_039066-T1	Solyc09g009820.3.1
OG0008322	FUN_012462-T1, FUN_035293-T1	Solyc03g031790.1.1, Solyc10g008090.1.1, Solyc02g080180.1.1
OG0008323	FUN_049034-T2, FUN_049034-T3, FUN_049034-T1	Solyc09g031610.3.1
OG0008324	FUN_027450-T1	Solyc11g072380.2.1, Solyc06g075290.3.1, Solyc06g075300.2.1, Solyc06g075270.3.1, Solyc06g075280.3.1, Solyc06g075260.3.1, Solyc03g044210.3.1, Solyc06g075320.3.1
OG0008325	FUN_028791-T1	Solyc11g056620.2.1
OG0008326	FUN_043280-T1	Solyc04g072300.1.1, Solyc02g077840.1.1
OG0008327	FUN_042245-T1	Solyc09g007860.3.1
OG0008328	FUN_012852-T1	Solyc02g024000.3.1, Solyc02g069940.3.1
OG0008329	FUN_033008-T1, FUN_033008-T2	Solyc10g078930.2.1
OG0008330	FUN_008679-T1, FUN_035597-T1	Solyc10g009190.1.1, Solyc02g078850.1.1
OG0008331	FUN_045490-T1	Solyc06g069480.3.1
OG0008332	FUN_019192-T1, FUN_030182-T1	Solyc03g078650.3.1, Solyc05g052860.3.1
OG0008333	FUN_032847-T1	Solyc03g058190.3.1
OG0008334	FUN_039181-T2, FUN_039181-T1	Solyc05g054730.3.1
OG0008335	FUN_042068-T1, FUN_042068-T3	Solyc01g006970.3.1
OG0008336	FUN_029337-T1	Solyc06g048820.1.1, Solyc06g050760.1.1
OG0008337	FUN_035306-T1, FUN_012481-T3, FUN_012481-T2, FUN_012481-T1	Solyc10g005370.3.1
OG0008338	FUN_036332-T1	Solyc08g061590.3.1
OG0008339	FUN_041916-T1	Solyc09g005230.3.1
OG0008340	FUN_036433-T3, FUN_036433-T2	Solyc09g074095.1.1
OG0008340	FUN_036433-T1	Solyc09g074100.3.1
OG0008341	FUN_038783-T1	Solyc09g007960.1.1
OG0008341	FUN_037406-T1	Solyc09g007950.2.1
OG0008342	FUN_036990-T1	Solyc12g099840.1.1
OG0008343	FUN_046555-T1	Solyc07g063300.3.1
OG0008344	FUN_019008-T1, FUN_029324-T1	Solyc06g050860.3.1
OG0008345	FUN_012853-T1	Solyc01g086640.2.1, Solyc10g045420.2.1
OG0008346	FUN_006041-T2, FUN_006041-T1	Solyc02g081660.3.1
OG0008347	FUN_046711-T1	Solyc02g031920.3.1, Solyc02g031950.3.1, Solyc02g031940.2.1, Solyc12g014310.2.1
OG0008348	FUN_015826-T1	Solyc07g053430.3.1
OG0008350	FUN_002802-T2, FUN_002802-T3, FUN_002802-T1	Solyc07g066630.3.1
OG0008351	FUN_025260-T1	Solyc02g081830.3.1
OG0008352	FUN_000918-T1, FUN_053022-T1	Solyc04g009580.3.1, Solyc04g049550.3.1
OG0008353	FUN_011544-T1	Solyc04g007700.3.1
OG0008354	FUN_036419-T1	Solyc01g008470.3.1, Solyc01g008485.1.1
OG0008355	FUN_012607-T1	Solyc10g008320.1.1, Solyc07g053950.1.1
OG0008356	FUN_034517-T1	Solyc07g045460.3.1
OG0008357	FUN_043236-T2, FUN_043236-T1	Solyc09g014210.2.1
OG0008358	FUN_052762-T1	Solyc11g065880.2.1
OG0008360	FUN_014580-T2, FUN_014580-T1	Solyc09g010710.3.1
OG0008361	FUN_001361-T1	Solyc04g051470.1.1
OG0008362	FUN_011337-T1	Solyc03g118240.3.1
OG0008363	FUN_002032-T1	Solyc09g083350.3.1
OG0008364	FUN_003752-T1, FUN_003752-T2, FUN_003750-T1, FUN_003748-T1	Solyc06g073060.3.1
OG0008365	FUN_050078-T1, FUN_023979-T1	Solyc12g099590.1.1, Solyc01g066860.3.1
OG0008366	FUN_005820-T2, FUN_005820-T1	Solyc01g087870.3.1
OG0008367	FUN_025248-T1, FUN_031801-T1	Solyc01g009770.3.1
OG0008368	FUN_031377-T1	Solyc02g093630.3.1
OG0008369	FUN_039868-T1	Solyc05g053880.3.1
